zone_id,status
BTC-USDT-SWAP-SHORT-1772955851000-15,NOT_AVAILABLE
BTC-USDT-SWAP-LONG-1772956387000-16,NOT_AVAILABLE
BTC-USDT-SWAP-LONG-1772960006000-18,NOT_AVAILABLE
BTC-USDT-SWAP-LONG-1772960711000-20,NOT_AVAILABLE
BTC-USDT-SWAP-LONG-1772945971000-13,NOT_AVAILABLE
BTC-USDT-SWAP-SHORT-1772959740000-17,NOT_AVAILABLE
BTC-USDT-SWAP-LONG-1772961897000-22,NOT_AVAILABLE
BTC-USDT-SWAP-SHORT-1772961574000-21,NOT_AVAILABLE
BTC-USDT-SWAP-LONG-1772938557000-9,NOT_AVAILABLE
BTC-USDT-SWAP-SHORT-1772966351000-24,NOT_AVAILABLE
BTC-USDT-SWAP-SHORT-1772965735000-23,NOT_AVAILABLE
BTC-USDT-SWAP-SHORT-1772960413000-19,NOT_AVAILABLE
BTC-USDT-SWAP-LONG-1772966741000-25,NOT_AVAILABLE
BTC-USDT-SWAP-LONG-1773009806000-28,NOT_AVAILABLE
BTC-USDT-SWAP-SHORT-1773008368000-26,NOT_AVAILABLE
BTC-USDT-SWAP-SHORT-1773008374000-27,NOT_AVAILABLE
BTC-USDT-SWAP-LONG-1773009907000-29,NOT_AVAILABLE
BTC-USDT-SWAP-SHORT-1773010345000-30,NOT_AVAILABLE
BTC-USDT-SWAP-SHORT-1773012685000-31,NOT_AVAILABLE
BTC-USDT-SWAP-SHORT-1773012754000-32,NOT_AVAILABLE
BTC-USDT-SWAP-SHORT-1773013924000-33,NOT_AVAILABLE
BTC-USDT-SWAP-SHORT-1773014431000-1,NOT_AVAILABLE
BTC-USDT-SWAP-LONG-1773017505000-4,NOT_AVAILABLE
BTC-USDT-SWAP-LONG-1773016156000-3,NOT_AVAILABLE
BTC-USDT-SWAP-SHORT-1773015207000-2,NOT_AVAILABLE
BTC-USDT-SWAP-LONG-1773028538000-9,NOT_AVAILABLE
BTC-USDT-SWAP-LONG-1773031454000-10,NOT_AVAILABLE
BTC-USDT-SWAP-LONG-1773027249000-8,NOT_AVAILABLE
BTC-USDT-SWAP-LONG-1773026901000-6,NOT_AVAILABLE
BTC-USDT-SWAP-LONG-1773027138000-7,NOT_AVAILABLE
BTC-USDT-SWAP-SHORT-1773025639000-5,NOT_AVAILABLE
BTC-USDT-SWAP-SHORT-1773037195000-15,NOT_AVAILABLE
BTC-USDT-SWAP-SHORT-1773037247000-16,NOT_AVAILABLE
BTC-USDT-SWAP-SHORT-1773038614000-17,NOT_AVAILABLE
BTC-USDT-SWAP-SHORT-1773038772000-18,NOT_AVAILABLE
BTC-USDT-SWAP-LONG-1773036656000-13,NOT_AVAILABLE
BTC-USDT-SWAP-LONG-1773036806000-14,NOT_AVAILABLE
BTC-USDT-SWAP-SHORT-1773035662000-12,NOT_AVAILABLE
BTC-USDT-SWAP-SHORT-1773040375000-19,NOT_AVAILABLE
BTC-USDT-SWAP-SHORT-1773042144000-20,NOT_AVAILABLE
BTC-USDT-SWAP-LONG-1773045274000-22,NOT_AVAILABLE
BTC-USDT-SWAP-SHORT-1773045071000-21,NOT_AVAILABLE
BTC-USDT-SWAP-SHORT-1773035272000-11,NOT_AVAILABLE
BTC-USDT-SWAP-SHORT-1773052725000-24,NOT_AVAILABLE
BTC-USDT-SWAP-LONG-1773053059000-25,NOT_AVAILABLE
BTC-USDT-SWAP-LONG-1773059253000-26,NOT_AVAILABLE
BTC-USDT-SWAP-LONG-1773059276000-27,NOT_AVAILABLE
BTC-USDT-SWAP-SHORT-1773060996000-29,NOT_AVAILABLE
BTC-USDT-SWAP-SHORT-1773060141000-28,NOT_AVAILABLE
BTC-USDT-SWAP-LONG-1773063517000-30,NOT_AVAILABLE
BTC-USDT-SWAP-LONG-1773063532000-31,NOT_AVAILABLE
BTC-USDT-SWAP-LONG-1773064788000-33,NOT_AVAILABLE
BTC-USDT-SWAP-LONG-1773066205000-36,NOT_AVAILABLE
BTC-USDT-SWAP-LONG-1773064671000-32,NOT_AVAILABLE
BTC-USDT-SWAP-SHORT-1773066123000-34,NOT_AVAILABLE
BTC-USDT-SWAP-SHORT-1773066127000-35,NOT_AVAILABLE
BTC-USDT-SWAP-SHORT-1773070746000-38,NOT_AVAILABLE
BTC-USDT-SWAP-SHORT-1773070714000-37,NOT_AVAILABLE
BTC-USDT-SWAP-SHORT-1773072008000-39,NOT_AVAILABLE
BTC-USDT-SWAP-LONG-1773077548000-40,NOT_AVAILABLE
BTC-USDT-SWAP-LONG-1773080726000-44,NOT_AVAILABLE
BTC-USDT-SWAP-LONG-1773079906000-42,NOT_AVAILABLE
BTC-USDT-SWAP-SHORT-1773079208000-41,NOT_AVAILABLE
BTC-USDT-SWAP-SHORT-1773080165000-43,NOT_AVAILABLE
BTC-USDT-SWAP-SHORT-1773094256000-45,NOT_AVAILABLE
BTC-USDT-SWAP-SHORT-1773097331000-48,NOT_AVAILABLE
BTC-USDT-SWAP-SHORT-1773094321000-46,NOT_AVAILABLE
BTC-USDT-SWAP-LONG-1773096154000-47,NOT_AVAILABLE
BTC-USDT-SWAP-LONG-1773100831000-1,NOT_AVAILABLE
BTC-USDT-SWAP-LONG-1773104310000-6,NOT_AVAILABLE
BTC-USDT-SWAP-LONG-1773106071000-9,NOT_AVAILABLE
BTC-USDT-SWAP-SHORT-1773101678000-2,NOT_AVAILABLE
BTC-USDT-SWAP-SHORT-1773101724000-3,NOT_AVAILABLE
BTC-USDT-SWAP-LONG-1773104480000-7,NOT_AVAILABLE
BTC-USDT-SWAP-LONG-1773104532000-8,NOT_AVAILABLE
BTC-USDT-SWAP-LONG-1773106990000-10,NOT_AVAILABLE
BTC-USDT-SWAP-SHORT-1773102785000-4,NOT_AVAILABLE
BTC-USDT-SWAP-SHORT-1773103324000-5,NOT_AVAILABLE
