id,date,dir,regime_dir,vol,trend_aligned,true_mfe,strong_label,sim_outcome,reclaim,cv_confirm
BTCUSDT-LONG-1779829295000-22,2026-05-26,LONG,RANGE,LOW_VOL,0,0.224,MID,LOSS,1,0
BTCUSDT-LONG-1779840944000-1,2026-05-27,LONG,RANGE,LOW_VOL,0,0.373,MID,LOSS,0,1
BTCUSDT-LONG-1779847386000-3,2026-05-27,LONG,RANGE,LOW_VOL,0,0.476,MID,LOSS,0,0
BTCUSDT-LONG-1779848353000-4,2026-05-27,LONG,RANGE,LOW_VOL,0,0.575,MID,LOSS,0,0
BTCUSDT-LONG-1779855465000-5,2026-05-27,LONG,RANGE,LOW_VOL,0,0.872,MID,LOSS,0,0
BTCUSDT-LONG-1779856226000-6,2026-05-27,LONG,RANGE,NORMAL_VOL,0,1.134,MID,LOSS,0,0
BTCUSDT-LONG-1779843783000-2,2026-05-27,LONG,RANGE,LOW_VOL,0,0.218,MID,LOSS,0,0
BTCUSDT-LONG-1779892057000-11,2026-05-27,LONG,TREND_DOWN,NORMAL_VOL,0,0.739,MID,LOSS,0,0
BTCUSDT-LONG-1779856287000-7,2026-05-27,LONG,RANGE,NORMAL_VOL,0,1.089,MID,LOSS,0,0
BTCUSDT-LONG-1779888491000-8,2026-05-27,LONG,RANGE,NORMAL_VOL,0,0.458,MID,LOSS,0,0
BTCUSDT-LONG-1779889092000-9,2026-05-27,LONG,RANGE,NORMAL_VOL,0,0.784,MID,LOSS,0,0
BTCUSDT-LONG-1779889145000-10,2026-05-27,LONG,RANGE,NORMAL_VOL,0,0.756,MID,LOSS,0,0
BTCUSDT-LONG-1779904585000-12,2026-05-27,LONG,RANGE,NORMAL_VOL,0,0.739,MID,LOSS,0,0
BTCUSDT-LONG-1779918254000-13,2026-05-27,LONG,RANGE,NORMAL_VOL,0,0.551,MID,LOSS,0,0
BTCUSDT-LONG-1779918267000-14,2026-05-27,LONG,RANGE,NORMAL_VOL,0,0.394,MID,LOSS,0,0
BTCUSDT-LONG-1779920033000-15,2026-05-27,LONG,RANGE,NORMAL_VOL,0,0.284,MID,LOSS,0,0
BTCUSDT-LONG-1779931041000-3,2026-05-28,LONG,RANGE,LOW_VOL,0,0.287,MID,LOSS,0,0
BTCUSDT-LONG-1779926431000-1,2026-05-28,LONG,RANGE,LOW_VOL,0,0.089,MID,LOSS,0,0
BTCUSDT-LONG-1779938196000-4,2026-05-28,LONG,TREND_DOWN,NORMAL_VOL,0,0.33,MID,LOSS,0,0
BTCUSDT-LONG-1779938276000-5,2026-05-28,LONG,TREND_DOWN,NORMAL_VOL,0,0.328,MID,LOSS,0,0
BTCUSDT-LONG-1779950053000-10,2026-05-28,LONG,TREND_DOWN,NORMAL_VOL,0,1.598,MID,TIMEOUT,0,0
BTCUSDT-LONG-1779961934000-11,2026-05-28,LONG,TREND_DOWN,LOW_VOL,0,0.577,MID,TIMEOUT,0,0
BTCUSDT-LONG-1779939396000-6,2026-05-28,LONG,TREND_DOWN,NORMAL_VOL,0,0.695,MID,TIMEOUT,0,0
BTCUSDT-LONG-1779977136000-12,2026-05-28,LONG,TREND_DOWN,NORMAL_VOL,0,1.57,MID,TIMEOUT,0,0
BTCUSDT-LONG-1779941042000-9,2026-05-28,LONG,TREND_DOWN,HIGH_VOL,0,1.129,MID,TIMEOUT,0,0
BTCUSDT-LONG-1779940611000-8,2026-05-28,LONG,TREND_DOWN,NORMAL_VOL,0,1.324,MID,TIMEOUT,0,0
BTCUSDT-LONG-1779940393000-7,2026-05-28,LONG,TREND_DOWN,NORMAL_VOL,0,1.13,MID,TIMEOUT,0,0
BTCUSDT-LONG-1779987127000-13,2026-05-28,LONG,TREND_DOWN,NORMAL_VOL,0,1.159,MID,TIMEOUT,0,0
BTCUSDT-LONG-1779990653000-14,2026-05-28,LONG,RANGE,NORMAL_VOL,0,1.069,MID,TIMEOUT,0,0
BTCUSDT-LONG-1780004953000-15,2026-05-28,LONG,RANGE,NORMAL_VOL,0,0.635,MID,LOSS,0,0
