selector,kind,selected_n,alerts_per_day,good_n,wrong_n,precision_pct,recall_pct,wrong_rate_pct,h1_n,h2_n,h1_precision_pct,h2_precision_pct,long_n,short_n,long_precision_pct,short_precision_pct
S::conf_cycles_seen_ge_12.0::top1,single+top1,29,1.0,11,0,37.93,8.94,0.0,14,15,42.86,33.33,15,14,40.0,35.71
S::conf_cycles_seen_ge_12.0::top2,single+top2,58,2.0,17,1,29.31,13.82,1.72,28,30,32.14,26.67,34,24,35.29,20.83
S::conf_cycles_seen_le_12.0,single,213,7.345,20,36,9.39,16.26,16.9,102,111,9.8,9.01,99,114,9.09,9.65
S::conf_cycles_seen_le_12.0::top1,single+top1,29,1.0,2,3,6.9,1.63,10.34,14,15,14.29,0.0,13,16,7.69,6.25
S::conf_cycles_seen_le_12.0::top2,single+top2,58,2.0,7,6,12.07,5.69,10.34,28,30,17.86,6.67,28,30,14.29,10.0
S::conf_cycles_seen_ge_28.0,single,634,21.862,79,73,12.46,64.23,11.51,306,328,14.05,10.98,316,318,12.66,12.26
S::conf_cycles_seen_ge_28.0::top1,single+top1,29,1.0,5,1,17.24,4.07,3.45,14,15,21.43,13.33,12,17,16.67,17.65
S::conf_cycles_seen_ge_28.0::top2,single+top2,58,2.0,13,2,22.41,10.57,3.45,28,30,25.0,20.0,28,30,28.57,16.67
S::conf_cycles_seen_le_28.0,single,423,14.586,46,67,10.87,37.4,15.84,206,217,11.65,10.14,201,222,12.44,9.46
S::conf_cycles_seen_le_28.0::top1,single+top1,29,1.0,8,2,27.59,6.5,6.9,14,15,28.57,26.67,14,15,35.71,20.0
S::conf_cycles_seen_le_28.0::top2,single+top2,58,2.0,11,5,18.97,8.94,8.62,28,30,25.0,13.33,27,31,22.22,16.13
S::conf_cycles_seen_ge_54.0,single,423,14.586,48,43,11.35,39.02,10.17,203,220,13.3,9.55,204,219,11.27,11.42
S::conf_cycles_seen_ge_54.0::top1,single+top1,29,1.0,6,0,20.69,4.88,0.0,14,15,14.29,26.67,13,16,23.08,18.75
S::conf_cycles_seen_ge_54.0::top2,single+top2,58,2.0,12,0,20.69,9.76,0.0,28,30,17.86,23.33,26,32,26.92,15.62
S::conf_cycles_seen_le_54.0,single,630,21.724,75,98,11.9,60.98,15.56,310,320,12.9,10.94,309,321,12.94,10.9
S::conf_cycles_seen_le_54.0::top1,single+top1,29,1.0,10,2,34.48,8.13,6.9,14,15,35.71,33.33,18,11,38.89,27.27
S::conf_cycles_seen_le_54.0::top2,single+top2,58,2.0,12,5,20.69,9.76,8.62,28,30,21.43,20.0,30,28,23.33,17.86
S::conf_cycles_seen_ge_96.0,single,213,7.345,19,17,8.92,15.45,7.98,104,109,7.69,10.09,97,116,12.37,6.03
S::conf_cycles_seen_ge_96.0::top1,single+top1,29,1.0,4,3,13.79,3.25,10.34,14,15,7.14,20.0,12,17,16.67,11.76
S::conf_cycles_seen_ge_96.0::top2,single+top2,57,1.966,6,3,10.53,4.88,5.26,28,29,7.14,13.79,25,32,16.0,6.25
S::conf_cycles_seen_le_96.0,single,837,28.862,104,122,12.43,84.55,14.58,405,432,14.57,10.42,416,421,12.26,12.59
S::conf_cycles_seen_le_96.0::top1,single+top1,29,1.0,12,1,41.38,9.76,3.45,14,15,42.86,40.0,18,11,38.89,45.45
S::conf_cycles_seen_le_96.0::top2,single+top2,58,2.0,15,3,25.86,12.2,5.17,28,30,32.14,20.0,34,24,26.47,25.0
S::conf_age_min_ge_3.2333,single,837,28.862,101,116,12.07,82.11,13.86,409,428,14.18,10.05,414,423,11.84,12.29
S::conf_age_min_ge_3.2333::top1,single+top1,29,1.0,9,1,31.03,7.32,3.45,14,15,42.86,20.0,17,12,29.41,33.33
S::conf_age_min_ge_3.2333::top2,single+top2,58,2.0,12,3,20.69,9.76,5.17,28,30,28.57,13.33,29,29,24.14,17.24
S::conf_age_min_le_3.2333,single,212,7.31,23,24,10.85,18.7,11.32,98,114,9.18,12.28,98,114,15.31,7.02
S::conf_age_min_le_3.2333::top1,single+top1,29,1.0,9,1,31.03,7.32,3.45,14,15,14.29,46.67,17,12,29.41,33.33
S::conf_age_min_le_3.2333::top2,single+top2,57,1.966,14,2,24.56,11.38,3.51,28,29,17.86,31.03,28,29,32.14,17.24
S::conf_age_min_ge_6.5167,single,627,21.621,78,87,12.44,63.41,13.88,320,307,15.31,9.45,306,321,12.42,12.46
S::conf_age_min_ge_6.5167::top1,single+top1,29,1.0,7,0,24.14,5.69,0.0,14,15,42.86,6.67,16,13,31.25,15.38
S::conf_age_min_ge_6.5167::top2,single+top2,58,2.0,13,3,22.41,10.57,5.17,28,30,39.29,6.67,29,29,31.03,13.79
S::conf_age_min_le_6.5167,single,418,14.414,46,52,11.0,37.4,12.44,187,231,9.63,12.12,202,216,12.38,9.72
S::conf_age_min_le_6.5167::top1,single+top1,29,1.0,7,1,24.14,5.69,3.45,14,15,7.14,40.0,14,15,21.43,26.67
S::conf_age_min_le_6.5167::top2,single+top2,58,2.0,13,5,22.41,10.57,8.62,28,30,14.29,30.0,28,30,25.0,20.0
S::conf_age_min_ge_11.2667,single,418,14.414,53,63,12.68,43.09,15.07,215,203,15.81,9.36,206,212,12.14,13.21
S::conf_age_min_ge_11.2667::top1,single+top1,29,1.0,5,0,17.24,4.07,0.0,14,15,28.57,6.67,11,18,27.27,11.11
S::conf_age_min_ge_11.2667::top2,single+top2,58,2.0,7,3,12.07,5.69,5.17,28,30,21.43,3.33,27,31,14.81,9.68
S::conf_age_min_le_11.2667,single,626,21.586,70,76,11.18,56.91,12.14,292,334,11.3,11.08,303,323,12.54,9.91
S::conf_age_min_le_11.2667::top1,single+top1,29,1.0,8,1,27.59,6.5,3.45,14,15,21.43,33.33,13,16,23.08,31.25
S::conf_age_min_le_11.2667::top2,single+top2,58,2.0,12,4,20.69,9.76,6.9,28,30,17.86,23.33,29,29,24.14,17.24
S::conf_age_min_ge_18.8167,single,210,7.241,28,31,13.33,22.76,14.76,108,102,13.89,12.75,106,104,15.09,11.54
S::conf_age_min_ge_18.8167::top1,single+top1,29,1.0,4,2,13.79,3.25,6.9,14,15,21.43,6.67,17,12,17.65,8.33
S::conf_age_min_ge_18.8167::top2,single+top2,58,2.0,7,3,12.07,5.69,5.17,28,30,17.86,6.67,33,25,12.12,12.0
S::conf_age_min_le_18.8167,single,835,28.793,95,109,11.38,77.24,13.05,399,436,13.03,9.86,403,432,11.66,11.11
S::conf_age_min_le_18.8167::top1,single+top1,29,1.0,10,1,34.48,8.13,3.45,14,15,35.71,33.33,14,15,35.71,33.33
S::conf_age_min_le_18.8167::top2,single+top2,58,2.0,15,2,25.86,12.2,3.45,28,30,28.57,23.33,32,26,31.25,19.23
S::conf_defended_persistence_sec_ge_194.0,single,837,28.862,101,116,12.07,82.11,13.86,409,428,14.18,10.05,414,423,11.84,12.29
S::conf_defended_persistence_sec_ge_194.0::top1,single+top1,29,1.0,9,1,31.03,7.32,3.45,14,15,42.86,20.0,17,12,29.41,33.33
S::conf_defended_persistence_sec_ge_194.0::top2,single+top2,58,2.0,12,3,20.69,9.76,5.17,28,30,28.57,13.33,29,29,24.14,17.24
S::conf_defended_persistence_sec_le_194.0,single,212,7.31,23,24,10.85,18.7,11.32,98,114,9.18,12.28,98,114,15.31,7.02
S::conf_defended_persistence_sec_le_194.0::top1,single+top1,29,1.0,9,1,31.03,7.32,3.45,14,15,14.29,46.67,17,12,29.41,33.33
S::conf_defended_persistence_sec_le_194.0::top2,single+top2,57,1.966,14,2,24.56,11.38,3.51,28,29,17.86,31.03,28,29,32.14,17.24
S::conf_defended_persistence_sec_ge_391.0,single,627,21.621,78,87,12.44,63.41,13.88,320,307,15.31,9.45,306,321,12.42,12.46
S::conf_defended_persistence_sec_ge_391.0::top1,single+top1,29,1.0,7,0,24.14,5.69,0.0,14,15,42.86,6.67,16,13,31.25,15.38
S::conf_defended_persistence_sec_ge_391.0::top2,single+top2,58,2.0,13,3,22.41,10.57,5.17,28,30,39.29,6.67,29,29,31.03,13.79
S::conf_defended_persistence_sec_le_391.0,single,418,14.414,46,52,11.0,37.4,12.44,187,231,9.63,12.12,202,216,12.38,9.72
S::conf_defended_persistence_sec_le_391.0::top1,single+top1,29,1.0,7,1,24.14,5.69,3.45,14,15,7.14,40.0,14,15,21.43,26.67
S::conf_defended_persistence_sec_le_391.0::top2,single+top2,58,2.0,13,5,22.41,10.57,8.62,28,30,14.29,30.0,28,30,25.0,20.0
S::conf_defended_persistence_sec_ge_676.0,single,418,14.414,53,63,12.68,43.09,15.07,215,203,15.81,9.36,206,212,12.14,13.21
S::conf_defended_persistence_sec_ge_676.0::top1,single+top1,29,1.0,5,0,17.24,4.07,0.0,14,15,28.57,6.67,11,18,27.27,11.11
S::conf_defended_persistence_sec_ge_676.0::top2,single+top2,58,2.0,7,3,12.07,5.69,5.17,28,30,21.43,3.33,27,31,14.81,9.68
S::conf_defended_persistence_sec_le_676.0,single,626,21.586,70,76,11.18,56.91,12.14,292,334,11.3,11.08,303,323,12.54,9.91
S::conf_defended_persistence_sec_le_676.0::top1,single+top1,29,1.0,8,1,27.59,6.5,3.45,14,15,21.43,33.33,13,16,23.08,31.25
S::conf_defended_persistence_sec_le_676.0::top2,single+top2,58,2.0,12,4,20.69,9.76,6.9,28,30,17.86,23.33,29,29,24.14,17.24
S::conf_defended_persistence_sec_ge_1129.0,single,210,7.241,28,31,13.33,22.76,14.76,108,102,13.89,12.75,106,104,15.09,11.54
S::conf_defended_persistence_sec_ge_1129.0::top1,single+top1,29,1.0,4,2,13.79,3.25,6.9,14,15,21.43,6.67,17,12,17.65,8.33
S::conf_defended_persistence_sec_ge_1129.0::top2,single+top2,58,2.0,7,3,12.07,5.69,5.17,28,30,17.86,6.67,33,25,12.12,12.0
S::conf_defended_persistence_sec_le_1129.0,single,835,28.793,95,109,11.38,77.24,13.05,399,436,13.03,9.86,403,432,11.66,11.11
S::conf_defended_persistence_sec_le_1129.0::top1,single+top1,29,1.0,10,1,34.48,8.13,3.45,14,15,35.71,33.33,14,15,35.71,33.33
S::conf_defended_persistence_sec_le_1129.0::top2,single+top2,58,2.0,15,2,25.86,12.2,3.45,28,30,28.57,23.33,32,26,31.25,19.23
S::conf_opposite_thinning_ge_0.4994,single,835,28.793,90,114,10.78,73.17,13.65,413,422,11.38,10.19,399,436,12.03,9.63
S::conf_opposite_thinning_ge_0.4994::top1,single+top1,29,1.0,10,1,34.48,8.13,3.45,14,15,35.71,33.33,16,13,43.75,23.08
S::conf_opposite_thinning_ge_0.4994::top2,single+top2,58,2.0,14,3,24.14,11.38,5.17,28,30,25.0,23.33,26,32,34.62,15.62
S::conf_opposite_thinning_le_0.4994,single,209,7.207,33,26,15.79,26.83,12.44,94,115,21.28,11.3,109,100,13.76,18.0
S::conf_opposite_thinning_le_0.4994::top1,single+top1,29,1.0,10,0,34.48,8.13,0.0,14,15,42.86,26.67,14,15,28.57,40.0
S::conf_opposite_thinning_le_0.4994::top2,single+top2,58,2.0,14,1,24.14,11.38,1.72,28,30,35.71,13.33,30,28,23.33,25.0
S::conf_opposite_thinning_ge_0.5,single,627,21.621,75,81,11.96,60.98,12.92,301,326,12.96,11.04,292,335,14.04,10.15
S::conf_opposite_thinning_ge_0.5::top1,single+top1,29,1.0,9,1,31.03,7.32,3.45,14,15,35.71,26.67,17,12,35.29,25.0
S::conf_opposite_thinning_ge_0.5::top2,single+top2,58,2.0,12,4,20.69,9.76,6.9,28,30,21.43,20.0,25,33,24.0,18.18
S::conf_opposite_thinning_le_0.5,single,417,14.379,48,58,11.51,39.02,13.91,206,211,13.59,9.48,217,200,10.14,13.0
S::conf_opposite_thinning_le_0.5::top1,single+top1,29,1.0,9,1,31.03,7.32,3.45,14,15,28.57,33.33,14,15,35.71,26.67
S::conf_opposite_thinning_le_0.5::top2,single+top2,58,2.0,15,1,25.86,12.2,1.72,28,30,28.57,23.33,28,30,25.0,26.67
S::conf_opposite_thinning_ge_0.5005,single,418,14.414,48,51,11.48,39.02,12.2,196,222,12.76,10.36,192,226,14.06,9.29
S::conf_opposite_thinning_ge_0.5005::top1,single+top1,29,1.0,8,0,27.59,6.5,0.0,14,15,28.57,26.67,15,14,33.33,21.43
S::conf_opposite_thinning_ge_0.5005::top2,single+top2,58,2.0,13,2,22.41,10.57,3.45,28,30,25.0,20.0,25,33,32.0,15.15
S::conf_opposite_thinning_le_0.5005,single,627,21.621,75,88,11.96,60.98,14.04,312,315,13.46,10.48,318,309,11.32,12.62
S::conf_opposite_thinning_le_0.5005::top1,single+top1,29,1.0,9,2,31.03,7.32,6.9,14,15,28.57,33.33,14,15,35.71,26.67
S::conf_opposite_thinning_le_0.5005::top2,single+top2,58,2.0,13,2,22.41,10.57,3.45,28,30,25.0,20.0,31,27,22.58,22.22
S::conf_opposite_thinning_ge_0.5011,single,210,7.241,27,23,12.86,21.95,10.95,89,121,12.36,13.22,99,111,16.16,9.91
S::conf_opposite_thinning_ge_0.5011::top1,single+top1,29,1.0,10,1,34.48,8.13,3.45,14,15,35.71,33.33,17,12,35.29,33.33
S::conf_opposite_thinning_ge_0.5011::top2,single+top2,58,2.0,13,4,22.41,10.57,6.9,28,30,21.43,23.33,26,32,23.08,21.88
S::conf_opposite_thinning_le_0.5011,single,834,28.759,96,116,11.51,78.05,13.91,417,417,13.43,9.59,409,425,11.49,11.53
S::conf_opposite_thinning_le_0.5011::top1,single+top1,29,1.0,10,1,34.48,8.13,3.45,14,15,35.71,33.33,15,14,40.0,28.57
S::conf_opposite_thinning_le_0.5011::top2,single+top2,58,2.0,14,2,24.14,11.38,3.45,28,30,25.0,23.33,27,31,29.63,19.35
S::conf_void_score_ge_1.0,single,1043,35.966,123,139,11.79,100.0,13.33,506,537,13.24,10.43,508,535,12.4,11.21
S::conf_void_score_ge_1.0::top1,single+top1,29,1.0,11,1,37.93,8.94,3.45,14,15,42.86,33.33,16,13,37.5,38.46
S::conf_void_score_ge_1.0::top2,single+top2,58,2.0,16,2,27.59,13.01,3.45,28,30,32.14,23.33,33,25,30.3,24.0
S::conf_void_score_le_1.0,single,1043,35.966,123,139,11.79,100.0,13.33,506,537,13.24,10.43,508,535,12.4,11.21
S::conf_void_score_le_1.0::top1,single+top1,29,1.0,11,1,37.93,8.94,3.45,14,15,42.86,33.33,16,13,37.5,38.46
S::conf_void_score_le_1.0::top2,single+top2,58,2.0,16,2,27.59,13.01,3.45,28,30,32.14,23.33,33,25,30.3,24.0
S::conf_void_score_ge_1.0,single,1043,35.966,123,139,11.79,100.0,13.33,506,537,13.24,10.43,508,535,12.4,11.21
S::conf_void_score_ge_1.0::top1,single+top1,29,1.0,11,1,37.93,8.94,3.45,14,15,42.86,33.33,16,13,37.5,38.46
S::conf_void_score_ge_1.0::top2,single+top2,58,2.0,16,2,27.59,13.01,3.45,28,30,32.14,23.33,33,25,30.3,24.0
S::conf_void_score_le_1.0,single,1043,35.966,123,139,11.79,100.0,13.33,506,537,13.24,10.43,508,535,12.4,11.21
S::conf_void_score_le_1.0::top1,single+top1,29,1.0,11,1,37.93,8.94,3.45,14,15,42.86,33.33,16,13,37.5,38.46
S::conf_void_score_le_1.0::top2,single+top2,58,2.0,16,2,27.59,13.01,3.45,28,30,32.14,23.33,33,25,30.3,24.0
S::conf_void_score_ge_1.0,single,1043,35.966,123,139,11.79,100.0,13.33,506,537,13.24,10.43,508,535,12.4,11.21
S::conf_void_score_ge_1.0::top1,single+top1,29,1.0,11,1,37.93,8.94,3.45,14,15,42.86,33.33,16,13,37.5,38.46
S::conf_void_score_ge_1.0::top2,single+top2,58,2.0,16,2,27.59,13.01,3.45,28,30,32.14,23.33,33,25,30.3,24.0
S::conf_void_score_le_1.0,single,1043,35.966,123,139,11.79,100.0,13.33,506,537,13.24,10.43,508,535,12.4,11.21
S::conf_void_score_le_1.0::top1,single+top1,29,1.0,11,1,37.93,8.94,3.45,14,15,42.86,33.33,16,13,37.5,38.46
S::conf_void_score_le_1.0::top2,single+top2,58,2.0,16,2,27.59,13.01,3.45,28,30,32.14,23.33,33,25,30.3,24.0
S::conf_void_score_ge_1.0,single,1043,35.966,123,139,11.79,100.0,13.33,506,537,13.24,10.43,508,535,12.4,11.21
S::conf_void_score_ge_1.0::top1,single+top1,29,1.0,11,1,37.93,8.94,3.45,14,15,42.86,33.33,16,13,37.5,38.46
S::conf_void_score_ge_1.0::top2,single+top2,58,2.0,16,2,27.59,13.01,3.45,28,30,32.14,23.33,33,25,30.3,24.0
S::conf_void_score_le_1.0,single,1043,35.966,123,139,11.79,100.0,13.33,506,537,13.24,10.43,508,535,12.4,11.21
S::conf_void_score_le_1.0::top1,single+top1,29,1.0,11,1,37.93,8.94,3.45,14,15,42.86,33.33,16,13,37.5,38.46
S::conf_void_score_le_1.0::top2,single+top2,58,2.0,16,2,27.59,13.01,3.45,28,30,32.14,23.33,33,25,30.3,24.0
S::score_absorption_ge_0.6072,single,835,28.793,94,110,11.26,76.42,13.17,409,426,11.49,11.03,402,433,11.94,10.62
S::score_absorption_ge_0.6072::top1,single+top1,29,1.0,9,1,31.03,7.32,3.45,14,15,28.57,33.33,16,13,37.5,23.08
S::score_absorption_ge_0.6072::top2,single+top2,58,2.0,13,2,22.41,10.57,3.45,28,30,21.43,23.33,32,26,25.0,19.23
S::score_absorption_le_0.6072,single,209,7.207,29,29,13.88,23.58,13.88,97,112,20.62,8.04,106,103,14.15,13.59
S::score_absorption_le_0.6072::top1,single+top1,29,1.0,6,3,20.69,4.88,10.34,14,15,35.71,6.67,13,16,23.08,18.75
S::score_absorption_le_0.6072::top2,single+top2,58,2.0,10,4,17.24,8.13,6.9,28,30,25.0,10.0,29,29,17.24,17.24
S::score_absorption_ge_0.6205,single,627,21.621,74,82,11.8,60.16,13.08,316,311,10.44,13.18,290,337,12.07,11.57
S::score_absorption_ge_0.6205::top1,single+top1,29,1.0,10,1,34.48,8.13,3.45,14,15,28.57,40.0,19,10,42.11,20.0
S::score_absorption_ge_0.6205::top2,single+top2,58,2.0,15,3,25.86,12.2,5.17,28,30,21.43,30.0,32,26,34.38,15.38
S::score_absorption_le_0.6205,single,417,14.379,49,57,11.75,39.84,13.67,191,226,17.8,6.64,219,198,12.79,10.61
S::score_absorption_le_0.6205::top1,single+top1,29,1.0,6,2,20.69,4.88,6.9,14,15,35.71,6.67,11,18,27.27,16.67
S::score_absorption_le_0.6205::top2,single+top2,58,2.0,9,2,15.52,7.32,3.45,28,30,25.0,6.67,28,30,14.29,16.67
S::score_absorption_ge_0.6449,single,419,14.448,49,51,11.69,39.84,12.17,198,221,10.61,12.67,199,220,12.06,11.36
S::score_absorption_ge_0.6449::top1,single+top1,29,1.0,10,2,34.48,8.13,6.9,14,15,35.71,33.33,20,9,45.0,11.11
S::score_absorption_ge_0.6449::top2,single+top2,58,2.0,12,2,20.69,9.76,3.45,28,30,17.86,23.33,29,29,34.48,6.9
S::score_absorption_le_0.6449,single,626,21.586,74,90,11.82,60.16,14.38,310,316,14.84,8.86,311,315,12.54,11.11
S::score_absorption_le_0.6449::top1,single+top1,29,1.0,8,1,27.59,6.5,3.45,14,15,35.71,20.0,12,17,25.0,29.41
S::score_absorption_le_0.6449::top2,single+top2,58,2.0,10,3,17.24,8.13,5.17,28,30,25.0,10.0,25,33,16.0,18.18
S::score_absorption_ge_0.6836,single,210,7.241,28,19,13.33,22.76,9.05,91,119,10.99,15.13,101,109,14.85,11.93
S::score_absorption_ge_0.6836::top1,single+top1,29,1.0,7,0,24.14,5.69,0.0,14,15,21.43,26.67,17,12,41.18,0.0
S::score_absorption_ge_0.6836::top2,single+top2,57,1.966,11,1,19.3,8.94,1.75,27,30,14.81,23.33,27,30,29.63,10.0
S::score_absorption_le_0.6836,single,834,28.759,95,120,11.39,77.24,14.39,415,419,13.73,9.07,407,427,11.79,11.01
S::score_absorption_le_0.6836::top1,single+top1,29,1.0,8,1,27.59,6.5,3.45,14,15,28.57,26.67,13,16,23.08,31.25
S::score_absorption_le_0.6836::top2,single+top2,58,2.0,12,3,20.69,9.76,5.17,28,30,28.57,13.33,26,32,23.08,18.75
S::score_refill_ge_0.4994,single,835,28.793,96,113,11.5,78.05,13.53,416,419,12.98,10.02,399,436,12.78,10.32
S::score_refill_ge_0.4994::top1,single+top1,29,1.0,8,1,27.59,6.5,3.45,14,15,42.86,13.33,15,14,33.33,21.43
S::score_refill_ge_0.4994::top2,single+top2,58,2.0,13,4,22.41,10.57,6.9,28,30,28.57,16.67,27,31,25.93,19.35
S::score_refill_le_0.4994,single,209,7.207,27,26,12.92,21.95,12.44,90,119,14.44,11.76,110,99,10.91,15.15
S::score_refill_le_0.4994::top1,single+top1,29,1.0,8,0,27.59,6.5,0.0,14,15,21.43,33.33,14,15,21.43,33.33
S::score_refill_le_0.4994::top2,single+top2,58,2.0,14,5,24.14,11.38,8.62,28,30,21.43,26.67,32,26,21.88,26.92
S::score_refill_ge_0.5,single,627,21.621,73,84,11.64,59.35,13.4,304,323,13.49,9.91,299,328,13.04,10.37
S::score_refill_ge_0.5::top1,single+top1,29,1.0,10,0,34.48,8.13,0.0,14,15,50.0,20.0,15,14,33.33,35.71
S::score_refill_ge_0.5::top2,single+top2,58,2.0,12,3,20.69,9.76,5.17,28,30,25.0,16.67,24,34,20.83,20.59
S::score_refill_le_0.5,single,417,14.379,50,55,11.99,40.65,13.19,202,215,12.87,11.16,209,208,11.48,12.5
S::score_refill_le_0.5::top1,single+top1,29,1.0,9,1,31.03,7.32,3.45,14,15,28.57,33.33,15,14,40.0,21.43
S::score_refill_le_0.5::top2,single+top2,58,2.0,14,3,24.14,11.38,5.17,28,30,21.43,26.67,32,26,28.12,19.23
S::score_refill_ge_0.5006,single,418,14.414,43,50,10.29,34.96,11.96,194,224,10.31,10.27,200,218,12.0,8.72
S::score_refill_ge_0.5006::top1,single+top1,29,1.0,8,1,27.59,6.5,3.45,14,15,28.57,26.67,12,17,25.0,29.41
S::score_refill_ge_0.5006::top2,single+top2,58,2.0,9,4,15.52,7.32,6.9,28,30,14.29,16.67,24,34,12.5,17.65
S::score_refill_le_0.5006,single,626,21.586,81,89,12.94,65.85,14.22,313,313,15.34,10.54,309,317,12.94,12.93
S::score_refill_le_0.5006::top1,single+top1,29,1.0,9,1,31.03,7.32,3.45,14,15,28.57,33.33,17,12,35.29,25.0
S::score_refill_le_0.5006::top2,single+top2,58,2.0,16,2,27.59,13.01,3.45,28,30,25.0,30.0,32,26,34.38,19.23
S::score_refill_ge_0.5013,single,210,7.241,23,25,10.95,18.7,11.9,94,116,10.64,11.21,94,116,11.7,10.34
S::score_refill_ge_0.5013::top1,single+top1,29,1.0,8,1,27.59,6.5,3.45,14,15,21.43,33.33,9,20,33.33,25.0
S::score_refill_ge_0.5013::top2,single+top2,58,2.0,13,4,22.41,10.57,6.9,28,30,17.86,26.67,21,37,28.57,18.92
S::score_refill_le_0.5013,single,834,28.759,100,114,11.99,81.3,13.67,412,422,13.83,10.19,414,420,12.56,11.43
S::score_refill_le_0.5013::top1,single+top1,29,1.0,8,2,27.59,6.5,6.9,14,15,35.71,20.0,16,13,31.25,23.08
S::score_refill_le_0.5013::top2,single+top2,58,2.0,13,3,22.41,10.57,5.17,28,30,25.0,20.0,32,26,25.0,19.23
S::score_ofi_ge_-0.1703,single,835,28.793,104,117,12.46,84.55,14.01,404,431,13.12,11.83,468,367,12.61,12.26
S::score_ofi_ge_-0.1703::top1,single+top1,29,1.0,11,0,37.93,8.94,0.0,14,15,35.71,40.0,16,13,37.5,38.46
S::score_ofi_ge_-0.1703::top2,single+top2,58,2.0,16,3,27.59,13.01,5.17,28,30,32.14,23.33,33,25,30.3,24.0
S::score_ofi_le_-0.1703,single,209,7.207,20,22,9.57,16.26,10.53,103,106,14.56,4.72,40,169,10.0,9.47
S::score_ofi_le_-0.1703::top1,single+top1,29,1.0,3,2,10.34,2.44,6.9,14,15,21.43,0.0,5,24,20.0,8.33
S::score_ofi_le_-0.1703::top2,single+top2,56,1.931,7,4,12.5,5.69,7.14,28,28,14.29,10.71,10,46,10.0,13.04
S::score_ofi_ge_-0.0443,single,627,21.621,69,95,11.0,56.1,15.15,314,313,12.74,9.27,402,225,11.19,10.67
S::score_ofi_ge_-0.0443::top1,single+top1,29,1.0,8,1,27.59,6.5,3.45,14,15,21.43,33.33,18,11,27.78,27.27
S::score_ofi_ge_-0.0443::top2,single+top2,58,2.0,13,4,22.41,10.57,6.9,28,30,25.0,20.0,37,21,24.32,19.05
S::score_ofi_le_-0.0443,single,417,14.379,54,44,12.95,43.9,10.55,193,224,13.99,12.05,107,310,16.82,11.61
S::score_ofi_le_-0.0443::top1,single+top1,29,1.0,7,2,24.14,5.69,6.9,14,15,35.71,13.33,11,18,36.36,16.67
S::score_ofi_le_-0.0443::top2,single+top2,58,2.0,13,3,22.41,10.57,5.17,28,30,21.43,23.33,16,42,31.25,19.05
S::score_ofi_ge_0.0645,single,418,14.414,47,62,11.24,38.21,14.83,212,206,12.74,9.71,290,128,10.69,12.5
S::score_ofi_ge_0.0645::top1,single+top1,29,1.0,8,1,27.59,6.5,3.45,14,15,21.43,33.33,19,10,26.32,30.0
S::score_ofi_ge_0.0645::top2,single+top2,58,2.0,14,3,24.14,11.38,5.17,28,30,25.0,23.33,44,14,25.0,21.43
S::score_ofi_le_0.0645,single,626,21.586,76,77,12.14,61.79,12.3,295,331,13.56,10.88,219,407,14.61,10.81
S::score_ofi_le_0.0645::top1,single+top1,29,1.0,6,1,20.69,4.88,3.45,14,15,35.71,6.67,12,17,25.0,17.65
S::score_ofi_le_0.0645::top2,single+top2,58,2.0,11,3,18.97,8.94,5.17,28,30,25.0,13.33,20,38,25.0,15.79
S::score_ofi_ge_0.175,single,210,7.241,18,36,8.57,14.63,17.14,100,110,10.0,7.27,163,47,7.98,10.64
S::score_ofi_ge_0.175::top1,single+top1,29,1.0,8,1,27.59,6.5,3.45,14,15,21.43,33.33,28,1,28.57,0.0
S::score_ofi_ge_0.175::top2,single+top2,58,2.0,11,4,18.97,8.94,6.9,28,30,14.29,23.33,50,8,20.0,12.5
S::score_ofi_le_0.175,single,834,28.759,105,103,12.59,85.37,12.35,406,428,14.04,11.21,346,488,14.45,11.27
S::score_ofi_le_0.175::top1,single+top1,29,1.0,10,1,34.48,8.13,3.45,14,15,42.86,26.67,15,14,33.33,35.71
S::score_ofi_le_0.175::top2,single+top2,58,2.0,12,3,20.69,9.76,5.17,28,30,28.57,13.33,23,35,26.09,17.14
S::score_liquidity_void_ge_1.0,single,1043,35.966,123,139,11.79,100.0,13.33,506,537,13.24,10.43,508,535,12.4,11.21
S::score_liquidity_void_ge_1.0::top1,single+top1,29,1.0,11,1,37.93,8.94,3.45,14,15,42.86,33.33,16,13,37.5,38.46
S::score_liquidity_void_ge_1.0::top2,single+top2,58,2.0,16,2,27.59,13.01,3.45,28,30,32.14,23.33,33,25,30.3,24.0
S::score_liquidity_void_le_1.0,single,1043,35.966,123,139,11.79,100.0,13.33,506,537,13.24,10.43,508,535,12.4,11.21
S::score_liquidity_void_le_1.0::top1,single+top1,29,1.0,11,1,37.93,8.94,3.45,14,15,42.86,33.33,16,13,37.5,38.46
S::score_liquidity_void_le_1.0::top2,single+top2,58,2.0,16,2,27.59,13.01,3.45,28,30,32.14,23.33,33,25,30.3,24.0
S::score_liquidity_void_ge_1.0,single,1043,35.966,123,139,11.79,100.0,13.33,506,537,13.24,10.43,508,535,12.4,11.21
S::score_liquidity_void_ge_1.0::top1,single+top1,29,1.0,11,1,37.93,8.94,3.45,14,15,42.86,33.33,16,13,37.5,38.46
S::score_liquidity_void_ge_1.0::top2,single+top2,58,2.0,16,2,27.59,13.01,3.45,28,30,32.14,23.33,33,25,30.3,24.0
