_half,_label_engine_class,_label_is_primary,_label_reached_raw,_label_unique_move_id,cand_absorb_score,cand_ask_refill_score,cand_bid_refill_score,cand_buy_pressure,cand_down_move_pct,cand_pressure_against,cand_prior_move_pct,cand_range_compression,cand_refill_with,cand_sell_pressure,cand_up_move_pct,candidate_iso,candidate_to_confirm_min,conf_age_min,conf_cycles_seen,conf_defended_persistence_sec,conf_opposite_thinning,conf_void_score,confirm_to_trigger_min,confirmed_iso,coverage_class,date,direction,dist_to_4h_mean_pct,dist_to_recent_swing_high_pct,dist_to_recent_swing_low_pct,distance_from_high_pct,distance_from_low_pct,filter_dup_suppressed,filter_fast_ok,filter_kept,is_asia_session,is_during_correct_move,is_during_opposite_move,is_late_after_50pct_correct_move,is_us_session,lead_min_before_move,local_range_15m_pct,local_range_180m_pct,local_range_30m_pct,local_range_60m_pct,local_realized_vol_15m,local_realized_vol_180m,local_realized_vol_30m,local_realized_vol_60m,matched_move_size_pct,ofi_shift_5m_vs_30m,ofi_shift_aligned,opp_dir_zones_active_60m,pct_correct_move_already_done,pct_opposite_move_already_done,prior_move_15m_pct,prior_move_180m_pct,prior_move_30m_pct,prior_move_60m_pct,same_dir_zones_active_60m,score_absorption,score_liquidity_void,score_ofi,score_refill,score_trigger,session,stage_reached,sweep_reclaim_aligned,taker_imb_15m,taker_imb_180m,taker_imb_30m,taker_imb_5m,taker_imb_60m,taker_imb_aligned_15m,taker_imb_aligned_180m,taker_imb_aligned_30m,taker_imb_aligned_5m,taker_imb_aligned_60m,taker_n_trades_15m,taker_n_trades_180m,taker_n_trades_30m,taker_n_trades_5m,taker_n_trades_60m,taker_total_vol_15m,taker_total_vol_180m,taker_total_vol_30m,taker_total_vol_5m,taker_total_vol_60m,total_pre_trigger_min,trig_break_pct,trig_flow_multiplier,trig_price,trig_side_flow_ok,trigger_iso,utc_hour,vol_anomaly_15m_vs_bg,watch_label,zone_high,zone_id,zone_low,zone_mid,zone_width_pct
second,failed_triggered,False,False,,0.6807409087972346,0.5011651008236142,,0.6188553716338496,,0.6188553716338496,0.0,True,0.5011651008236142,,0.0,2026-03-20T01:07:18+00:00,3.783333333333333,3.783333333333333,7.0,227.0,0.5013137504848493,1.0,83.45,2026-03-20T01:11:05+00:00,missed_no_move_in_4h,2026-03-20,SHORT,0.3281,0.079,0.769,0.079,,False,False,False,1,0,0,0,0,,0.3628,0.8546,0.3757,0.7051,0.00061,0.000526,0.000544,0.000526,,0.1857,-0.1857,3.0,0.0,0.0,0.2623,0.6528,0.1877,0.4065,2.0,0.6388026629067552,1.0,0.07288212675460382,0.5007509376550858,0.9684873333520871,asia,triggered,1,0.1772,0.1549,0.0954,0.2399,0.1095,-0.1772,-0.1549,-0.0954,-0.2399,-0.1095,42824,164184,70152,13349,134476,62069.02,258188.1,105778.52,23518.65,199339.47,87.23333333333333,0.3521895564986239,1.4024023843543871,70055.45,False,2026-03-20T02:34:32+00:00,1,4.0725,BAD,70392.45,BTC-USDT-SWAP-SHORT-1773968838000-6,70303.05,70347.75,0.127082955744845
second,invalidated_or_expired,False,False,,0.675282744014391,0.5009810702488614,,0.6138934036494463,,0.6138934036494463,0.0,True,0.5009810702488614,,0.0,2026-03-20T00:21:21+00:00,23.1,23.1,25.0,1386.0,0.49926467119420886,1.0,,2026-03-20T00:44:27+00:00,missed_no_move_in_4h,2026-03-20,SHORT,0.1965,0.0835,0.5266,0.0834,,,,,1,0,0,0,0,,0.3011,0.6133,0.4642,0.6133,0.000532,0.000504,0.000502,0.000504,,-0.0642,0.0642,1.0,0.0,0.0,0.156,0.4354,0.1996,0.4354,1.0,0.6021737204801266,1.0,-0.1931176875430146,0.4982215532575301,,asia,confirmed,1,0.1803,0.1811,0.1469,0.0949,0.1811,-0.1803,-0.1811,-0.1469,-0.0949,-0.1811,30983,99128,64187,10691,99128,46178.28,159283.43,91543.7,17272.69,159283.43,,,,,False,,0,6.817,BAD,70227.45,BTC-USDT-SWAP-SHORT-1773966081000-3,69903.65,70065.54999999999,0.46213866871808323
second,invalidated_or_expired,False,False,,0.6156857420326863,0.5018076868355378,,0.5696736686689845,,0.5696736686689845,0.0003558728992822755,True,0.5018076868355378,,0.0003558728992822755,2026-03-20T02:22:12+00:00,17.0,17.0,34.0,1020.0,0.5000765402273016,1.0,,2026-03-20T02:39:12+00:00,missed_no_move_in_4h,2026-03-20,SHORT,-0.2158,0.6631,0.4139,0.4101,,,,,1,0,0,0,0,,0.2947,1.0815,0.4806,0.7321,0.000445,0.000467,0.000414,0.000401,,0.3032,-0.3032,1.0,0.0,0.0,-0.1573,0.2939,-0.4101,-0.5519,0.0,0.6353152734178161,1.0,-0.2710421623853692,0.5010420598216832,,asia,confirmed,1,-0.1235,0.0484,-0.1098,0.1551,-0.0955,0.1235,-0.0484,0.1098,-0.1551,0.0955,35100,353489,64615,9713,127623,64686.73,572653.42,112494.62,14191.65,213181.41,,,,,False,,2,1.4057,BAD,70285.175025,BTC-USDT-SWAP-SHORT-1773973332000-9,70044.65,70164.9125125,0.3427995794296187
second,failed_triggered,False,False,,0.641874843971818,,0.5012035732427486,,0.0,0.5835225854289254,0.0,True,0.5012035732427486,0.5835225854289254,,2026-03-20T03:40:36+00:00,3.0,3.0,45.0,180.0,0.4979406045211945,1.0,7.05,2026-03-20T03:43:36+00:00,missed_no_move_in_4h,2026-03-20,LONG,0.4256,0.2598,1.1267,,0.3203,False,True,True,1,0,0,0,0,,0.4029,1.0518,0.5809,0.8506,0.000663,0.000471,0.000542,0.00051,,-0.4269,-0.4269,2.0,0.0,0.0,0.1106,0.5994,0.2312,0.4932,0.0,0.6077837248606277,1.0,0.0007400467983349205,0.4954667812507198,0.9714190130904105,asia,triggered,1,0.2224,0.1216,0.283,-0.1051,0.2689,0.2224,0.1216,0.283,-0.1051,0.2689,62478,413846,89529,9182,147567,192032.11,819091.85,268284.51,24383.57,382937.85,10.05,0.0985352089944607,1.4162226461634142,70704.25,False,2026-03-20T03:50:39+00:00,3,3.4864,BAD,70634.65,BTC-USDT-SWAP-LONG-1773978036000-13,70538.45,70586.54999999999,0.13628658717559805
second,failed_triggered,False,False,,0.6062492800045752,,0.5022195960037898,,0.0,0.5511357090950684,0.0,True,0.5022195960037898,0.5511357090950684,,2026-03-20T03:48:05+00:00,11.983333333333333,11.983333333333333,86.0,719.0,0.5008291146097757,1.0,7.183333333333334,2026-03-20T04:00:04+00:00,missed_no_move_in_4h,2026-03-20,LONG,0.5302,0.1197,1.2649,,0.244,True,True,False,1,0,0,0,0,,0.3196,1.0518,0.364,0.6127,0.000666,0.000489,0.000614,0.00056,,-0.205,-0.205,3.0,0.0,0.0,0.1791,0.7291,-0.0806,0.4342,1.0,0.6003105237314603,1.0,0.2752425401031661,0.4995057468323164,1.0,asia,triggered,1,0.125,0.129,0.0926,-0.0915,0.2266,0.125,0.129,0.0926,-0.0915,0.2266,33476,420018,84368,9331,146868,84048.55,859136.02,221485.85,22626.29,391916.6,19.166666666666668,0.1174600639316411,1.7943587230440703,70830.55,False,2026-03-20T04:07:15+00:00,4,1.3181,BAD,70747.45,BTC-USDT-SWAP-LONG-1773978485000-14,70580.95,70664.2,0.23562143206885522
second,invalidated_or_expired,False,False,,0.6310980859870795,0.4954155052876035,,0.5737255327155267,,0.5737255327155267,0.0,True,0.4954155052876035,,0.0,2026-03-20T03:18:50+00:00,9.05,9.05,15.0,543.0,0.5001841487252607,1.0,,2026-03-20T03:27:53+00:00,missed_no_move_in_4h,2026-03-20,SHORT,0.2956,0.1068,0.9643,0.075,,,,,1,0,0,0,0,,0.2309,0.8245,0.2626,0.7002,0.000372,0.000458,0.000428,0.00045,,-0.1654,0.1654,0.0,0.0,0.0,0.0772,0.7169,0.065,0.4656,1.0,0.6213040492961502,1.0,-0.4606005570271094,0.5049093541345029,,asia,confirmed,1,0.4069,0.0946,0.2747,0.1296,0.1958,-0.4069,-0.0946,-0.2747,-0.1296,-0.1958,26468,383224,50570,7842,122408,71666.96,670120.98,111203.06,13675.71,251643.61,,,,,False,,3,1.2822,BAD,70532.45,BTC-USDT-SWAP-SHORT-1773976730000-10,70389.83747500001,70461.14373750001,0.2023988221526554
second,failed_triggered,False,False,,0.6232334977716228,0.4985159683004919,,0.5665759070651116,,0.5665759070651116,0.0,True,0.4985159683004919,,0.0,2026-03-20T04:15:06+00:00,15.933333333333334,15.933333333333334,30.0,956.0,0.5023468244149107,1.0,3.183333333333333,2026-03-20T04:31:02+00:00,covered_watch_early,2026-03-20,SHORT,0.5551,0.1567,1.132,0.1565,,False,True,True,1,0,0,0,0,221.12,0.1607,1.2677,0.3773,0.5784,0.000407,0.000475,0.000445,0.000522,2.7881,0.0277,-0.0277,3.0,0.0,0.0,-0.0232,0.5266,0.1778,0.0806,2.0,0.627871256504046,1.0,-0.4487385455100851,0.5020633303939335,0.9675551203725601,asia,triggered,1,-0.1324,0.1239,0.1163,0.1416,0.055,0.1324,-0.1239,-0.1163,-0.1416,-0.055,26848,420533,76904,7873,149332,49528.78,925635.05,183232.39,16359.04,359586.65,19.116666666666667,0.2860975656276027,1.404134870798994,70577.55,False,2026-03-20T04:34:13+00:00,4,0.6671,GOOD,70896.280425,BTC-USDT-SWAP-SHORT-1773980106000-16,70780.05,70838.1652125,0.16407881916666542
second,invalidated_or_expired,False,False,,0.6054302390563472,,0.49926290005554197,,0.0,0.550391126414861,0.0,True,0.49926290005554197,0.550391126414861,,2026-03-20T04:13:28+00:00,6.733333333333333,6.733333333333333,40.0,404.0,0.5014059266546785,1.0,,2026-03-20T04:20:12+00:00,covered_watch_early,2026-03-20,LONG,0.6313,0.1321,1.3168,,0.362,,,,1,0,0,0,0,230.33,0.3211,1.2677,0.4946,0.6785,0.00049,0.000478,0.000583,0.000572,2.2116,-0.5166,-0.5166,3.0,0.0,0.0,0.1894,0.6127,0.3658,0.5304,2.0,0.6660246988463292,1.0,-0.44376441778818154,0.5014002617254021,,asia,confirmed,1,0.1554,0.1284,0.1452,-0.3092,0.1753,0.1554,0.1284,0.1452,-0.3092,0.1753,51601,425433,84694,14345,178008,135630.25,926252.65,222634.19,26791.89,473066.37,,,,,False,,4,1.9276,GOOD,70920.95,BTC-USDT-SWAP-LONG-1773980008000-15,70780.05,70850.5,0.19886945046258556
second,failed_triggered,False,False,,0.6213040492961502,0.5049093541345029,,0.5648218629965002,,0.5648218629965002,0.0,True,0.5049093541345029,,0.0,2026-03-20T03:27:53+00:00,7.166666666666667,7.166666666666667,42.0,430.0,0.5003782558585569,1.0,165.05,2026-03-20T03:35:03+00:00,missed_no_move_in_4h,2026-03-20,SHORT,0.5601,0.1418,1.2431,0.1416,,False,False,False,1,0,0,0,0,,0.4639,1.0876,0.5952,1.0398,0.000653,0.000478,0.000564,0.000506,,-0.0979,0.0979,0.0,0.0,0.0,0.2556,0.8567,0.398,0.8423,2.0,0.7146612342790304,1.0,-0.19135298628726438,0.5004753719242581,1.0,asia,triggered,1,0.3251,0.1446,0.3554,0.2994,0.3008,-0.3251,-0.1446,-0.3554,-0.2994,-0.3008,60160,416165,82666,31320,146503,186324.93,806496.21,247502.75,105755.83,371189.73,172.21666666666667,0.059990969980436695,1.6097409202154662,70402.05,False,2026-03-20T06:20:06+00:00,3,3.3332,BAD,70772.65,BTC-USDT-SWAP-SHORT-1773977273000-11,70444.31022500001,70608.4801125,0.46501464764125267
second,failed_triggered,False,False,,0.7502326266562177,,0.5002158376536948,,0.0,0.6820296605965614,0.0,True,0.5002158376536948,0.6820296605965614,,2026-03-20T06:30:37+00:00,7.283333333333333,7.283333333333333,32.0,437.0,0.49945455142794015,1.0,56.1,2026-03-20T06:37:54+00:00,covered_watch_early,2026-03-20,LONG,-0.2352,0.7244,0.5038,,0.0776,False,True,True,1,0,0,0,0,92.63,0.1956,0.8025,0.2469,0.4587,0.00043,0.000447,0.0004,0.000393,2.2116,-0.182,-0.182,0.0,0.0,0.0,-0.0378,-0.1727,-0.137,-0.3745,0.0,0.733801391043436,1.0,0.22789487726787644,0.4998202223808265,1.0,asia,triggered,1,-0.1625,0.0006,-0.1791,-0.3389,-0.0851,-0.1625,0.0006,-0.1791,-0.3389,-0.0851,27421,391406,54720,7658,113776,56552.3,829737.59,112727.92,13717.99,242623.81,63.38333333333333,0.12596551088179858,1.537252261093242,70624.05,False,2026-03-20T07:34:00+00:00,6,0.7887,GOOD,70535.199975,BTC-USDT-SWAP-LONG-1773988237000-17,70380.15,70457.6749875,0.22006115732247675
second,invalidated_or_expired,False,False,,0.6613898221361316,0.5000436880893367,,0.6718745882230694,,0.6718745882230694,0.002348757791838467,True,0.5000436880893367,,0.002348757791838467,2026-03-20T07:12:03+00:00,3.3833333333333333,3.3833333333333333,100.0,203.0,0.5004605723352439,1.0,,2026-03-20T07:15:26+00:00,covered_watch_early,2026-03-20,SHORT,-0.4233,0.9058,0.1696,0.3073,,,,,0,0,0,0,0,56.72,0.3131,1.0106,0.4787,0.4787,0.000572,0.000433,0.000503,0.000462,2.7881,0.4569,-0.4569,1.0,0.0,0.0,-0.1221,-0.7471,-0.1594,-0.2759,0.0,0.7756740185638316,1.0,-0.10035425963938767,0.4998801212596769,,europe,confirmed,1,0.058,-0.0431,0.0599,0.4103,-0.0686,-0.058,0.0431,-0.0599,-0.4103,0.0686,55422,390811,78302,13243,137337,135697.89,804236.03,178740.65,41671.33,304977.55,,,,,False,,7,2.1694,GOOD,70307.25,BTC-USDT-SWAP-SHORT-1773990723000-18,70210.05,70258.65,0.13834595455505777
second,failed_triggered,False,False,,0.647819666689975,,0.5020434854234079,,0.0,0.588926969718159,0.0,True,0.5020434854234079,0.588926969718159,,2026-03-20T07:51:01+00:00,3.0,3.0,89.0,180.0,0.5005385263512098,1.0,15.383333333333333,2026-03-20T07:54:01+00:00,covered_watch_early,2026-03-20,LONG,0.3793,0.0934,0.9733,,0.673,True,True,False,0,0,0,0,0,16.52,0.3097,1.0441,0.7341,1.0441,0.000488,0.000446,0.00053,0.000522,2.2116,-0.2706,-0.2706,1.0,0.0,0.0,0.2487,0.2315,0.544,0.5408,0.0,0.6376861786391474,1.0,0.16159498277909978,0.5007876870389445,0.993286540610371,europe,triggered,1,0.0573,0.0423,0.0851,-0.1594,0.1185,0.0573,0.0423,0.0851,-0.1594,0.1185,49594,407128,89788,10482,175620,145965.48,919303.71,260987.52,25123.72,478614.86,18.383333333333333,0.26829875422706784,1.4794923735560686,71072.55,False,2026-03-20T08:09:24+00:00,7,2.2173,GOOD,70882.373475,BTC-USDT-SWAP-LONG-1773993061000-19,70800.15,70841.2617375,0.11606720854956336
second,invalidated_or_expired,False,False,,0.7146612342790304,0.5004753719242581,,0.6496920311627549,,0.6496920311627549,0.0,True,0.5004753719242581,,0.0,2026-03-20T03:35:03+00:00,20.6,20.6,20.0,1236.0,0.5002497124954786,1.0,,2026-03-20T03:55:39+00:00,missed_no_move_in_4h,2026-03-20,SHORT,0.5324,0.1283,1.2564,0.1281,,,,,1,0,0,0,0,,0.3063,1.0518,0.4408,0.6127,0.00068,0.00049,0.000659,0.000558,,-0.1282,0.1282,1.0,0.0,0.0,0.1347,0.7744,0.3078,0.3092,2.0,0.6107995526173623,1.0,-0.18355704807805967,0.4998556624236657,,asia,confirmed,1,0.0868,0.1298,0.2254,0.1105,0.2259,-0.0868,-0.1298,-0.2254,-0.1105,-0.2259,32880,418540,93838,9715,145595,83854.63,848252.92,271036.73,28154.87,382775.42,,,,,False,,3,1.4527,BAD,70731.95,BTC-USDT-SWAP-SHORT-1773977703000-12,70529.25,70630.6,0.28698609384600593
second,failed_triggered,False,False,,0.6307007770429717,0.5001971352207213,,0.5733643427663379,,0.5733643427663379,0.0,True,0.5001971352207213,,0.0,2026-03-20T08:29:01+00:00,40.233333333333334,40.233333333333334,13.0,2414.0,0.5013248729500047,1.0,7.333333333333333,2026-03-20T09:09:15+00:00,covered_mid,2026-03-20,SHORT,0.2724,0.64,1.0099,0.3794,,False,True,True,0,1,0,0,0,-57.1,0.3225,1.6667,0.4375,0.6968,0.000433,0.000542,0.000438,0.000652,2.7881,0.2719,-0.2719,1.0,10.1,0.0,-0.2506,0.5349,-0.3169,-0.1546,0.0,0.6041343459329006,1.0,-0.03882153617103398,0.4996917130407442,0.9735548987272891,europe,triggered,0,-0.1209,0.0434,-0.1215,0.0984,0.0004,0.1209,-0.0434,0.1215,-0.0984,-0.0004,42464,535869,76410,13463,232080,91424.63,1423809.28,166868.41,31880.98,637977.79,47.56666666666667,0.18249810691735982,1.4160167335869223,70720.75,False,2026-03-20T09:16:35+00:00,9,0.7274,MID,71275.46992500001,BTC-USDT-SWAP-SHORT-1773995341000-21,70850.05,71062.75996250001,0.5986538170266738
second,invalidated_or_expired,False,False,,0.6226892347487282,,0.5002803987199929,,0.00245815172274296,0.6356567868229839,0.00245815172274296,True,0.5002803987199929,0.6356567868229839,,2026-03-20T08:18:42+00:00,16.316666666666666,16.316666666666666,39.0,979.0,0.49876093324936255,1.0,,2026-03-20T08:35:01+00:00,wrong_direction,2026-03-20,LONG,0.739,0.2505,1.393,,0.5417,,,,0,0,1,0,0,,0.2916,1.6667,0.7936,1.0637,0.000712,0.000535,0.000813,0.00067,2.7881,-0.4188,-0.4188,0.0,0.0,4.05,0.0202,0.9031,0.5624,0.7933,1.0,0.6867421166705475,1.0,0.07036298050596801,0.49852043677504293,,europe,confirmed,1,-0.0946,0.0709,0.1231,-0.2486,0.1026,-0.0946,0.0709,0.1231,-0.2486,0.1026,52577,519836,168143,19911,253944,149904.81,1377329.91,508980.8,57192.84,757201.12,,,,,False,,8,1.7263,BAD,71263.25,BTC-USDT-SWAP-LONG-1773994722000-20,71064.45,71163.85,0.2793553187468116
second,failed_triggered,False,False,,0.6932232355959961,0.5004172223026724,,0.686133877579788,,0.686133877579788,0.0017750134901025247,True,0.5004172223026724,,0.0017750134901025247,2026-03-20T12:01:26+00:00,10.8,10.8,125.0,648.0,0.5016168375777406,1.0,19.7,2026-03-20T12:12:14+00:00,covered_mid,2026-03-20,SHORT,-0.0906,1.0553,0.5878,0.0784,,False,True,True,0,1,0,0,0,-240.08,0.3936,1.1137,0.5382,0.7014,0.000539,0.000551,0.000467,0.000524,2.7881,-0.0034,0.0034,0.0,42.48,0.0,0.265,-0.4268,0.3845,-0.2175,0.0,0.6030799924418999,1.0,-0.19881842551860832,0.5000184708165528,0.9983855100620855,europe,triggered,1,0.1562,-0.0621,0.0994,0.0965,-0.1185,-0.1562,0.0621,-0.0994,-0.0965,0.1185,44215,537206,73514,11889,149013,110259.79,1367487.8,181171.18,30219.23,373464.45,30.5,0.05143641883169292,1.4962729174212972,70341.95,False,2026-03-20T12:31:56+00:00,12,0.9294,MID,70651.95,BTC-USDT-SWAP-SHORT-1774008086000-23,70378.15,70515.04999999999,0.3882859049238467
second,failed_triggered,False,False,,0.6113736370381688,0.5012198225874327,,0.5557942154892443,,0.5557942154892443,0.0,True,0.5012198225874327,,0.0,2026-03-20T12:48:12+00:00,3.1166666666666667,3.1166666666666667,6.0,187.0,0.4994847078225845,1.0,40.28333333333333,2026-03-20T12:51:19+00:00,covered_mid,2026-03-20,SHORT,-0.3839,1.181,0.1244,0.4936,,True,True,False,0,1,0,0,0,-279.17,0.3162,0.8481,0.5848,0.6338,0.000517,0.000518,0.000518,0.000495,2.7881,0.3237,-0.3237,0.0,49.4,0.0,-0.0826,-0.3076,-0.4131,-0.0317,1.0,0.6209631410525795,1.0,-0.22660225850964186,0.4998372429616327,1.0,europe,triggered,1,-0.0604,-0.0808,-0.1545,0.129,-0.0122,0.0604,0.0808,0.1545,-0.129,0.0122,41389,469094,77951,11379,149245,77902.93,1061455.12,158437.74,19628.07,312877.43,43.4,0.08401751836459188,3.058996162331462,70164.45,False,2026-03-20T13:31:36+00:00,12,0.8627,MID,70316.75,BTC-USDT-SWAP-SHORT-1774010892000-24,70223.45,70270.1,0.1327733986432393
second,invalidated_or_expired,False,False,,0.6445882962195798,,0.5007090847409441,,0.0,0.585989360199618,0.0,True,0.5007090847409441,0.585989360199618,,2026-03-20T08:56:57+00:00,33.93333333333333,33.93333333333333,19.0,2036.0,0.49980179999374663,1.0,,2026-03-20T09:30:53+00:00,wrong_direction,2026-03-20,LONG,-0.2826,1.2088,0.4504,,0.1586,,,,0,0,1,0,0,,0.5776,1.6667,0.8525,1.183,0.000708,0.000572,0.000611,0.000555,2.7881,0.0052,0.0052,1.0,0.0,13.93,-0.4186,-0.0003,-0.6622,-0.9552,1.0,0.611088647683356,1.0,0.058899531119983604,0.5002378538027592,,europe,confirmed,1,-0.1403,0.0235,-0.1155,-0.1111,-0.1522,-0.1403,0.0235,-0.1155,-0.1111,-0.1522,77737,591874,124562,18874,198286,244334.3,1631076.44,359120.85,54082.97,536886.41,,,,,False,,9,1.9209,BAD,71077.470975,BTC-USDT-SWAP-LONG-1773997017000-22,70386.65,70732.0604875,0.9766730535470457
second,failed_triggered,False,False,,0.6087492437271005,0.4995207008196644,,0.5534084033882731,,0.5534084033882731,0.0,True,0.4995207008196644,,0.0,2026-03-20T13:56:29+00:00,13.766666666666667,13.766666666666667,20.0,826.0,0.5002874577016836,1.0,9.0,2026-03-20T14:10:15+00:00,covered_late,2026-03-20,SHORT,-0.5906,1.1664,0.4961,0.5938,,True,True,False,0,1,0,1,1,-358.1,0.5893,1.6708,1.0989,1.3993,0.001181,0.000756,0.001204,0.001088,2.7881,0.1692,-0.1692,0.0,63.36,0.0,-0.0943,-1.0718,-0.0996,-0.5556,0.0,0.6014426617938491,1.0,-0.16463884346419444,0.500983028908149,1.0,us,triggered,1,-0.1399,-0.0838,-0.0497,0.0935,-0.0735,0.1399,0.0838,0.0497,-0.0935,0.0735,145696,778348,292103,43535,489909,409381.37,1763683.08,673116.15,103485.1,1126771.23,22.766666666666666,0.05757635148279389,1.9642381553463197,69606.55,False,2026-03-20T14:19:15+00:00,14,3.7538,BAD,69992.45,BTC-USDT-SWAP-SHORT-1774014989000-25,69646.65,69819.54999999999,0.4952767527146809
second,invalidated_or_expired,False,False,,0.6382200547864522,0.5006257564496663,,0.5802000498058656,,0.5802000498058656,0.0,True,0.5006257564496663,,0.0,2026-03-20T15:18:47+00:00,3.0,3.0,162.0,180.0,0.5001208111926435,1.0,,2026-03-20T15:21:47+00:00,covered_late,2026-03-20,SHORT,-0.837,1.6006,0.1903,0.3911,,,,,0,1,0,1,1,-429.63,0.4903,1.6756,0.584,1.132,0.000742,0.000919,0.000828,0.000946,2.7881,0.1915,-0.1915,1.0,76.02,0.0,-0.0257,-1.3941,-0.3633,-0.0801,0.0,0.6380692627689221,1.0,-0.20217052219560702,0.5010074842366564,,us,confirmed,1,0.0191,-0.0511,-0.0144,0.1601,-0.0202,-0.0191,0.0511,0.0144,-0.1601,0.0202,84540,1105398,184631,21298,404465,186282.17,2434203.96,361917.86,32026.73,808431.74,,,,,False,,15,0.8989,BAD,69661.363275,BTC-USDT-SWAP-SHORT-1774019927000-27,69560.05,69610.7066375,0.14554266131442295
second,invalidated_or_expired,False,False,,0.6076099421233174,0.5003015827862314,,0.5523726746575612,,0.5523726746575612,0.0,True,0.5003015827862314,,0.0,2026-03-20T15:19:06+00:00,3.0,3.0,162.0,180.0,0.5007273251818446,1.0,,2026-03-20T15:22:06+00:00,covered_late,2026-03-20,SHORT,-0.839,1.6047,0.1863,0.3951,,,,,0,1,0,1,1,-429.95,0.4903,1.6756,0.584,1.132,0.000747,0.00092,0.000827,0.00094,2.7881,0.2168,-0.2168,1.0,76.07,0.0,0.0017,-1.405,-0.3901,-0.0284,1.0,0.6497027720417793,1.0,-0.3484737651622001,0.5003286696653272,,us,confirmed,1,0.0394,-0.051,-0.017,0.1813,-0.0146,-0.0394,0.051,0.017,-0.1813,0.0146,84617,1106146,184193,20827,402926,182322.46,2434435.3,358918.11,30683.52,800460.98,,,,,False,,15,0.8784,BAD,69652.15,BTC-USDT-SWAP-SHORT-1774019946000-28,69535.264975,69593.7074875,0.16795343892404374
second,invalidated_or_expired,False,False,,0.6291324938834187,0.5002122731017329,,0.5719386308031079,,0.5719386308031079,0.0,True,0.5002122731017329,,0.0,2026-03-20T18:36:03+00:00,3.0,3.0,168.0,180.0,0.5006999177672034,1.0,,2026-03-20T18:39:03+00:00,missed_no_move_in_4h,2026-03-20,SHORT,-0.2379,0.8779,0.3937,0.5247,,,,,0,0,0,0,1,,0.5323,1.0348,0.7453,0.8226,0.00084,0.000713,0.000791,0.000726,,0.2689,-0.2689,1.0,0.0,0.0,-0.2344,-0.3763,-0.421,0.1432,0.0,0.649980491094395,1.0,-0.08524061337945461,0.5002407712603842,,us,confirmed,1,-0.0782,-0.0108,-0.0449,0.1818,0.011,0.0782,0.0108,0.0449,-0.1818,-0.011,68247,697716,123957,21461,235396,146811.51,1229846.04,235278.28,36983.11,479024.08,,,,,False,,18,1.4761,BAD,69638.35,BTC-USDT-SWAP-SHORT-1774031763000-30,69490.55,69564.45000000001,0.21246484375281183
second,invalidated_or_expired,False,False,,0.6918428194055034,0.5007154975521384,,0.6289480176413667,,0.6289480176413667,0.0,True,0.5007154975521384,,0.0,2026-03-20T18:37:24+00:00,8.283333333333333,8.283333333333333,151.0,497.0,0.499847577871438,1.0,,2026-03-20T18:45:41+00:00,missed_no_move_in_4h,2026-03-20,SHORT,-0.1265,0.5606,0.4886,0.4299,,,,,0,0,0,0,1,,0.4135,1.0348,0.7453,0.8226,0.000709,0.000712,0.000807,0.000724,,0.2007,-0.2007,1.0,0.0,0.0,0.1684,-0.2667,-0.3634,0.1788,1.0,0.6368107151543441,1.0,-0.14572520138089848,0.4991928941175124,,us,confirmed,1,0.1031,-0.0105,-0.0045,0.1786,0.0199,-0.1031,0.0105,0.0045,-0.1786,-0.0199,58399,696681,128641,17044,235473,110326.79,1237598.28,252596.98,22229.76,471026.82,,,,,False,,18,1.1201,BAD,69761.25,BTC-USDT-SWAP-SHORT-1774031844000-31,69480.392425,69620.8212125,0.4034103162080707
second,invalidated_or_expired,False,False,,0.7349796093642718,0.5040409657731163,,0.668163281240247,,0.668163281240247,0.0,True,0.5040409657731163,,0.0,2026-03-20T20:56:30+00:00,4.866666666666666,4.866666666666666,3.0,292.0,0.5030074937838385,1.0,,2026-03-20T21:01:22+00:00,missed_no_move_in_4h,2026-03-20,SHORT,0.2546,0.2992,0.9397,0.0604,,,,,0,0,0,0,1,,0.2654,1.0706,0.4802,0.72,0.000453,0.000654,0.000495,0.000504,,0.1419,-0.1419,0.0,0.0,0.0,0.2048,0.1672,0.1694,-0.1315,2.0,0.6660216558359027,1.0,0.0009667085364532239,0.504465162331597,,us,confirmed,1,0.175,0.0389,0.086,0.2109,0.0614,-0.175,-0.0389,-0.086,-0.2109,-0.0614,26737,571700,60449,6605,117217,69479.32,1021687.36,137181.0,16408.51,234692.0,,,,,False,,21,0.7855,BAD,70049.95,BTC-USDT-SWAP-SHORT-1774040190000-34,69977.343825,70013.6469125,0.10370288965340364
