venue,date,dir,regime,status,reasons,confluence,hypo_entry,outcome,true_mfe
OKX_MARCH,2026-03-06,SHORT,TREND_DOWN,REJECT,buyer_absorption,2,68254.9,TIMEOUT,1.243
OKX_MARCH,2026-03-06,SHORT,TREND_DOWN,REJECT,buyer_absorption,1,67990.7,TIMEOUT,1.633
OKX_MARCH,2026-03-06,LONG,TREND_DOWN,REJECT,not_short,3,67996.5,TIMEOUT,0.777
OKX_MARCH,2026-03-06,LONG,TREND_DOWN,REJECT,not_short;no_fresh_weakness_60m;buyer_absorption,3,68316.2,LOSS,0.305
OKX_MARCH,2026-03-06,LONG,TREND_DOWN,REJECT,not_short;no_fresh_weakness_60m,4,68397.1,LOSS,0.187
OKX_MARCH,2026-03-07,LONG,TREND_DOWN,REJECT,not_short;buyer_absorption,2,68181.3,LOSS,0.504
OKX_MARCH,2026-03-07,SHORT,TREND_DOWN,REJECT,no_fresh_weakness_60m;buyer_absorption,2,68302.7,WIN,2.082
OKX_MARCH,2026-03-07,LONG,TREND_DOWN,REJECT,not_short;no_fresh_weakness_60m,4,68315.4,LOSS,0.307
OKX_MARCH,2026-03-07,SHORT,TREND_DOWN,CANDIDATE,taker_sell;microprice_down;thin_bid_path,3,68068.4,TIMEOUT,1.745
OKX_MARCH,2026-03-07,LONG,TREND_DOWN,REJECT,not_short;no_fresh_weakness_60m,3,68335.8,LOSS,0.277
OKX_MARCH,2026-03-07,SHORT,TREND_DOWN,CANDIDATE,taker_sell;thin_bid_path,2,68176.1,TIMEOUT,1.901
OKX_MARCH,2026-03-07,SHORT,TREND_DOWN,CANDIDATE,rejection_proof;microprice_down;thin_bid_path,3,67925.1,WIN,2.082
OKX_MARCH,2026-03-07,SHORT,TREND_DOWN,REJECT,buyer_absorption,2,68006.5,TIMEOUT,1.774
OKX_MARCH,2026-03-07,SHORT,TREND_DOWN,REJECT,buyer_absorption,1,67960.0,TIMEOUT,1.707
OKX_MARCH,2026-03-07,LONG,TREND_DOWN,REJECT,not_short,4,68079.9,LOSS,0.235
OKX_MARCH,2026-03-07,LONG,TREND_DOWN,REJECT,not_short;no_fresh_weakness_60m;buyer_absorption,3,67768.1,LOSS,0.696
OKX_MARCH,2026-03-07,LONG,TREND_DOWN,REJECT,not_short;no_fresh_weakness_60m;buyer_absorption,1,67762.6,LOSS,0.705
OKX_MARCH,2026-03-07,SHORT,TREND_DOWN,REJECT,weak_confluence(1/4),1,67593.1,TIMEOUT,1.601
OKX_MARCH,2026-03-07,LONG,TREND_DOWN,REJECT,not_short;buyer_absorption,2,67480.0,TIMEOUT,1.126
OKX_MARCH,2026-03-07,LONG,TREND_DOWN,REJECT,not_short;no_fresh_weakness_60m;buyer_absorption,2,67872.1,LOSS,0.542
OKX_MARCH,2026-03-07,LONG,TREND_DOWN,REJECT,not_short;no_fresh_weakness_60m,3,67935.3,LOSS,0.449
OKX_MARCH,2026-03-07,SHORT,TREND_DOWN,REJECT,buyer_absorption,3,67676.1,TIMEOUT,1.722
OKX_MARCH,2026-03-07,LONG,TREND_DOWN,REJECT,not_short;no_fresh_weakness_60m;buyer_absorption,3,67999.9,LOSS,0.353
OKX_MARCH,2026-03-07,SHORT,TREND_DOWN,REJECT,no_fresh_weakness_60m;buyer_absorption,2,67780.0,TIMEOUT,1.873
OKX_MARCH,2026-03-07,SHORT,RANGE,REJECT,not_trend_down,2,67720.1,TIMEOUT,1.786
OKX_MARCH,2026-03-07,SHORT,RANGE,REJECT,not_trend_down,3,67590.1,TIMEOUT,1.597
OKX_MARCH,2026-03-07,SHORT,RANGE,REJECT,not_trend_down,4,67347.2,TIMEOUT,1.242
OKX_MARCH,2026-03-07,SHORT,RANGE,REJECT,not_trend_down,3,67270.0,TIMEOUT,1.129
OKX_MARCH,2026-03-07,LONG,RANGE,REJECT,not_trend_down;not_short;buyer_absorption,2,67033.0,TIMEOUT,1.693
OKX_MARCH,2026-03-07,LONG,RANGE,REJECT,not_trend_down;not_short,4,67243.2,TIMEOUT,1.375
OKX_MARCH,2026-03-07,LONG,RANGE,REJECT,not_trend_down;not_short;no_fresh_weakness_60m;buyer_absorption,3,67341.2,TIMEOUT,1.227
OKX_MARCH,2026-03-07,LONG,RANGE,REJECT,not_trend_down;not_short;no_fresh_weakness_60m,3,67393.0,TIMEOUT,1.149
OKX_MARCH,2026-03-08,SHORT,RANGE,REJECT,not_trend_down,3,67244.4,WIN,2.495
OKX_MARCH,2026-03-08,LONG,RANGE,REJECT,not_trend_down;not_short;buyer_absorption,2,67156.7,LOSS,1.505
OKX_MARCH,2026-03-08,SHORT,RANGE,REJECT,not_trend_down;no_fresh_weakness_60m;buyer_absorption,2,67392.0,WIN,2.708
OKX_MARCH,2026-03-08,SHORT,RANGE,REJECT,not_trend_down;buyer_absorption,1,67245.1,WIN,2.496
OKX_MARCH,2026-03-08,SHORT,RANGE,REJECT,not_trend_down;no_fresh_weakness_60m;buyer_absorption,2,67129.3,LOSS,2.327
OKX_MARCH,2026-03-08,LONG,RANGE,REJECT,not_trend_down;not_short;buyer_absorption,3,67331.2,LOSS,1.242
OKX_MARCH,2026-03-08,LONG,RANGE,REJECT,not_trend_down;not_short;buyer_absorption,1,67280.0,LOSS,1.319
OKX_MARCH,2026-03-08,SHORT,RANGE,REJECT,not_trend_down;no_fresh_weakness_60m;buyer_absorption,2,67160.9,WIN,2.373
OKX_MARCH,2026-03-08,SHORT,RANGE,REJECT,not_trend_down;no_fresh_weakness_60m,1,66980.4,LOSS,2.11
OKX_MARCH,2026-03-08,SHORT,RANGE,REJECT,not_trend_down,2,66942.2,LOSS,2.054
OKX_MARCH,2026-03-08,SHORT,RANGE,REJECT,not_trend_down;buyer_absorption,1,66896.6,LOSS,1.988
OKX_MARCH,2026-03-08,LONG,RANGE,REJECT,not_trend_down;not_short;no_fresh_weakness_60m,4,67350.3,LOSS,1.214
OKX_MARCH,2026-03-08,SHORT,RANGE,REJECT,not_trend_down;no_fresh_weakness_60m,2,67249.9,WIN,2.503
OKX_MARCH,2026-03-08,LONG,RANGE,REJECT,not_trend_down;not_short,3,67270.0,LOSS,1.334
OKX_MARCH,2026-03-08,LONG,RANGE,REJECT,not_trend_down;not_short;no_fresh_weakness_60m,4,67504.6,LOSS,0.982
OKX_MARCH,2026-03-08,LONG,RANGE,REJECT,not_trend_down;not_short;no_fresh_weakness_60m;buyer_absorption,3,67459.1,LOSS,1.05
OKX_MARCH,2026-03-08,LONG,RANGE,REJECT,not_trend_down;not_short;no_fresh_weakness_60m,3,67143.1,LOSS,1.526
OKX_MARCH,2026-03-08,SHORT,RANGE,REJECT,not_trend_down;no_fresh_weakness_60m,2,67479.5,WIN,2.834
OKX_MARCH,2026-03-08,LONG,RANGE,REJECT,not_trend_down;not_short;no_fresh_weakness_60m;buyer_absorption,3,67727.4,LOSS,0.918
OKX_MARCH,2026-03-08,SHORT,RANGE,REJECT,not_trend_down;no_fresh_weakness_60m,3,67714.3,WIN,3.171
OKX_MARCH,2026-03-08,LONG,RANGE,REJECT,not_trend_down;not_short;buyer_absorption,2,66939.3,LOSS,1.835
OKX_MARCH,2026-03-08,SHORT,RANGE,REJECT,not_trend_down;no_fresh_weakness_60m,3,67942.3,WIN,3.496
OKX_MARCH,2026-03-08,SHORT,RANGE,REJECT,not_trend_down;no_fresh_weakness_60m;buyer_absorption,2,68000.0,WIN,3.578
OKX_MARCH,2026-03-08,SHORT,RANGE,REJECT,not_trend_down;no_fresh_weakness_60m;buyer_absorption,2,67746.0,WIN,3.217
OKX_MARCH,2026-03-08,LONG,RANGE,REJECT,not_trend_down;not_short;buyer_absorption,1,67539.1,LOSS,1.313
OKX_MARCH,2026-03-08,LONG,RANGE,REJECT,not_trend_down;not_short,3,66114.2,WIN,5.193
OKX_MARCH,2026-03-08,SHORT,RANGE,REJECT,not_trend_down,3,65737.1,LOSS,0.074
OKX_MARCH,2026-03-08,SHORT,RANGE,REJECT,not_trend_down,3,65737.1,LOSS,0.074
OKX_MARCH,2026-03-08,LONG,RANGE,REJECT,not_trend_down;not_short;no_fresh_weakness_60m,2,66214.2,WIN,5.034
OKX_MARCH,2026-03-08,SHORT,RANGE,REJECT,not_trend_down;buyer_absorption,2,66197.9,LOSS,0.629
OKX_MARCH,2026-03-08,SHORT,RANGE,REJECT,not_trend_down,3,66056.5,LOSS,0.416
OKX_MARCH,2026-03-08,SHORT,RANGE,REJECT,not_trend_down,3,66056.5,LOSS,0.416
OKX_MARCH,2026-03-08,SHORT,RANGE,REJECT,not_trend_down,1,66004.8,LOSS,0.338
OKX_MARCH,2026-03-09,SHORT,RANGE,REJECT,not_trend_down;buyer_absorption,2,66245.9,LOSS,0.701
OKX_MARCH,2026-03-09,LONG,RANGE,REJECT,not_trend_down;not_short;no_fresh_weakness_60m,2,66313.3,WIN,4.877
OKX_MARCH,2026-03-09,LONG,RANGE,REJECT,not_trend_down;not_short;no_fresh_weakness_60m;buyer_absorption,3,66417.8,WIN,4.712
OKX_MARCH,2026-03-09,SHORT,RANGE,REJECT,not_trend_down;no_fresh_weakness_60m;buyer_absorption,2,66458.9,LOSS,0.799
OKX_MARCH,2026-03-09,LONG,RANGE,REJECT,not_trend_down;not_short;no_fresh_weakness_60m,3,67166.7,WIN,5.037
OKX_MARCH,2026-03-09,LONG,RANGE,REJECT,not_trend_down;not_short;no_fresh_weakness_60m,3,67437.8,WIN,4.615
OKX_MARCH,2026-03-09,LONG,RANGE,REJECT,not_trend_down;not_short;no_fresh_weakness_60m,3,67094.4,WIN,5.15
OKX_MARCH,2026-03-09,LONG,RANGE,REJECT,not_trend_down;not_short;no_fresh_weakness_60m,3,67183.3,WIN,5.011
OKX_MARCH,2026-03-09,LONG,RANGE,REJECT,not_trend_down;not_short;no_fresh_weakness_60m;buyer_absorption,2,67247.5,WIN,4.911
OKX_MARCH,2026-03-09,SHORT,RANGE,REJECT,not_trend_down;no_fresh_weakness_60m;buyer_absorption,2,67355.3,LOSS,0.775
OKX_MARCH,2026-03-09,SHORT,RANGE,REJECT,not_trend_down;no_fresh_weakness_60m,4,67525.1,LOSS,1.025
OKX_MARCH,2026-03-09,SHORT,RANGE,REJECT,not_trend_down;no_fresh_weakness_60m,2,67540.0,LOSS,1.046
OKX_MARCH,2026-03-09,SHORT,RANGE,REJECT,not_trend_down,4,67270.0,LOSS,0.649
OKX_MARCH,2026-03-09,SHORT,RANGE,REJECT,not_trend_down;buyer_absorption,4,67242.7,LOSS,0.609
OKX_MARCH,2026-03-09,LONG,RANGE,REJECT,not_trend_down;not_short,2,67320.0,WIN,4.798
OKX_MARCH,2026-03-09,LONG,RANGE,REJECT,not_trend_down;not_short,2,67320.0,WIN,4.798
OKX_MARCH,2026-03-09,SHORT,RANGE,REJECT,not_trend_down;no_fresh_weakness_60m,3,67800.0,LOSS,1.426
OKX_MARCH,2026-03-09,SHORT,RANGE,REJECT,not_trend_down,3,67191.5,LOSS,0.026
OKX_MARCH,2026-03-09,SHORT,RANGE,REJECT,not_trend_down;no_fresh_weakness_60m;buyer_absorption,3,67344.8,LOSS,0.087
OKX_MARCH,2026-03-09,LONG,RANGE,REJECT,not_trend_down;not_short;no_fresh_weakness_60m;buyer_absorption,2,67714.1,WIN,4.921
OKX_MARCH,2026-03-09,SHORT,RANGE,REJECT,not_trend_down;no_fresh_weakness_60m,4,67720.0,LOSS,0.64
OKX_MARCH,2026-03-09,SHORT,RANGE,REJECT,not_trend_down;no_fresh_weakness_60m;buyer_absorption,3,67841.4,LOSS,1.486
OKX_MARCH,2026-03-09,SHORT,RANGE,REJECT,not_trend_down,2,67700.2,LOSS,0.611
OKX_MARCH,2026-03-09,LONG,RANGE,REJECT,not_trend_down;not_short;buyer_absorption,3,67651.3,WIN,5.338
OKX_MARCH,2026-03-09,LONG,RANGE,REJECT,not_trend_down;not_short;no_fresh_weakness_60m;buyer_absorption,3,68074.8,WIN,4.682
OKX_MARCH,2026-03-09,LONG,RANGE,REJECT,not_trend_down;not_short;no_fresh_weakness_60m;buyer_absorption,3,68074.8,WIN,4.682
OKX_MARCH,2026-03-09,SHORT,RANGE,REJECT,not_trend_down;no_fresh_weakness_60m,1,68177.9,LOSS,0.053
OKX_MARCH,2026-03-09,SHORT,RANGE,REJECT,not_trend_down;no_fresh_weakness_60m,3,68066.4,LOSS,0.0
OKX_MARCH,2026-03-09,LONG,TREND_UP,REJECT,not_trend_down;not_short;no_fresh_weakness_60m,3,68823.9,WIN,3.543
OKX_MARCH,2026-03-09,LONG,TREND_UP,REJECT,not_trend_down;not_short;no_fresh_weakness_60m;buyer_absorption,1,68744.7,WIN,3.662
OKX_MARCH,2026-03-09,LONG,TREND_UP,REJECT,not_trend_down;not_short;no_fresh_weakness_60m,3,69094.6,WIN,3.137
OKX_MARCH,2026-03-09,LONG,TREND_UP,REJECT,not_trend_down;not_short;no_fresh_weakness_60m,4,69117.0,WIN,3.104
OKX_MARCH,2026-03-09,LONG,TREND_UP,REJECT,not_trend_down;not_short;no_fresh_weakness_60m,2,68972.0,WIN,3.321
OKX_MARCH,2026-03-09,SHORT,TREND_UP,REJECT,not_trend_down;no_fresh_weakness_60m,2,69239.3,LOSS,1.487
OKX_MARCH,2026-03-09,SHORT,TREND_UP,REJECT,not_trend_down;no_fresh_weakness_60m;buyer_absorption,2,69239.3,LOSS,1.487
OKX_MARCH,2026-03-09,SHORT,RANGE,REJECT,not_trend_down,1,68792.1,LOSS,0.846
OKX_MARCH,2026-03-09,SHORT,RANGE,REJECT,not_trend_down;buyer_absorption,2,68792.1,LOSS,0.846
OKX_MARCH,2026-03-09,SHORT,TREND_UP,REJECT,not_trend_down,4,68780.7,LOSS,0.83
OKX_MARCH,2026-03-09,LONG,RANGE,REJECT,not_trend_down;not_short;buyer_absorption,2,68634.6,WIN,4.547
OKX_MARCH,2026-03-09,LONG,RANGE,REJECT,not_trend_down;not_short,2,68521.3,WIN,4.72
OKX_MARCH,2026-03-09,LONG,RANGE,REJECT,not_trend_down;not_short,4,68524.6,WIN,4.715
OKX_MARCH,2026-03-09,SHORT,RANGE,REJECT,not_trend_down,4,68386.8,LOSS,0.142
OKX_MARCH,2026-03-09,SHORT,RANGE,REJECT,not_trend_down;buyer_absorption,3,68449.8,LOSS,0.233
OKX_MARCH,2026-03-09,SHORT,TREND_UP,REJECT,not_trend_down;buyer_absorption,2,68707.1,LOSS,0.547
OKX_MARCH,2026-03-09,SHORT,TREND_UP,REJECT,not_trend_down,2,68585.0,LOSS,0.37
OKX_MARCH,2026-03-09,SHORT,TREND_UP,REJECT,not_trend_down;buyer_absorption,1,68695.1,LOSS,0.529
OKX_MARCH,2026-03-09,LONG,TREND_UP,REJECT,not_trend_down;not_short;buyer_absorption,3,68624.9,WIN,4.561
OKX_MARCH,2026-03-10,LONG,TREND_UP,REJECT,not_trend_down;not_short,2,68426.8,WIN,4.864
OKX_MARCH,2026-03-10,LONG,TREND_UP,REJECT,not_trend_down;not_short;no_fresh_weakness_60m;buyer_absorption,3,69167.0,WIN,3.742
OKX_MARCH,2026-03-10,LONG,TREND_UP,REJECT,not_trend_down;not_short,2,68862.3,WIN,4.201
OKX_MARCH,2026-03-10,SHORT,TREND_UP,REJECT,not_trend_down;no_fresh_weakness_60m;buyer_absorption,2,68861.6,LOSS,0.176
OKX_MARCH,2026-03-10,SHORT,TREND_UP,REJECT,not_trend_down;no_fresh_weakness_60m;buyer_absorption,2,68861.6,LOSS,0.176
OKX_MARCH,2026-03-10,LONG,TREND_UP,REJECT,not_trend_down;not_short;no_fresh_weakness_60m;buyer_absorption,2,69110.7,WIN,3.826
OKX_MARCH,2026-03-10,LONG,TREND_UP,REJECT,not_trend_down;not_short;no_fresh_weakness_60m;buyer_absorption,3,69164.6,WIN,3.746
OKX_MARCH,2026-03-10,LONG,TREND_UP,REJECT,not_trend_down;not_short;no_fresh_weakness_60m,3,69141.8,WIN,3.78
OKX_MARCH,2026-03-10,SHORT,TREND_UP,REJECT,not_trend_down;no_fresh_weakness_60m;buyer_absorption,2,69061.8,LOSS,0.465
OKX_MARCH,2026-03-10,SHORT,TREND_UP,REJECT,not_trend_down;no_fresh_weakness_60m,2,69116.0,LOSS,0.543
OKX_MARCH,2026-03-10,SHORT,TREND_UP,REJECT,not_trend_down,4,69958.5,LOSS,1.013
OKX_MARCH,2026-03-10,LONG,TREND_UP,REJECT,not_trend_down;not_short;no_fresh_weakness_60m;buyer_absorption,2,70165.3,WIN,2.266
OKX_MARCH,2026-03-10,SHORT,TREND_UP,REJECT,not_trend_down;buyer_absorption,1,69567.6,LOSS,0.457
OKX_MARCH,2026-03-10,LONG,TREND_UP,REJECT,not_trend_down;not_short;buyer_absorption,4,69826.7,WIN,2.762
OKX_MARCH,2026-03-10,LONG,TREND_UP,REJECT,not_trend_down;not_short;no_fresh_weakness_60m,2,69885.9,WIN,2.675
OKX_MARCH,2026-03-10,LONG,TREND_UP,REJECT,not_trend_down;not_short;buyer_absorption,4,69826.7,WIN,2.762
OKX_MARCH,2026-03-10,LONG,TREND_UP,REJECT,not_trend_down;not_short;buyer_absorption,3,69674.8,WIN,2.986
OKX_MARCH,2026-03-10,LONG,TREND_UP,REJECT,not_trend_down;not_short;buyer_absorption,2,69909.7,WIN,2.64
OKX_MARCH,2026-03-10,LONG,TREND_UP,REJECT,not_trend_down;not_short;buyer_absorption,3,69580.0,WIN,3.126
OKX_MARCH,2026-03-10,SHORT,TREND_UP,REJECT,not_trend_down,4,69409.0,LOSS,0.229
OKX_MARCH,2026-03-10,LONG,TREND_UP,REJECT,not_trend_down;not_short;no_fresh_weakness_60m;buyer_absorption,2,70049.5,WIN,2.435
OKX_MARCH,2026-03-10,SHORT,TREND_UP,REJECT,not_trend_down;no_fresh_weakness_60m;buyer_absorption,2,70176.9,LOSS,1.321
OKX_MARCH,2026-03-10,SHORT,TREND_UP,REJECT,not_trend_down;no_fresh_weakness_60m;buyer_absorption,3,70113.7,LOSS,1.232
OKX_MARCH,2026-03-10,LONG,TREND_UP,REJECT,not_trend_down;not_short;no_fresh_weakness_60m;buyer_absorption,2,70285.5,WIN,2.091
OKX_MARCH,2026-03-10,LONG,TREND_UP,REJECT,not_trend_down;not_short;no_fresh_weakness_60m;buyer_absorption,2,70285.5,WIN,2.091
OKX_MARCH,2026-03-10,SHORT,TREND_UP,REJECT,not_trend_down;no_fresh_weakness_60m;buyer_absorption,3,70448.1,LOSS,1.701
OKX_MARCH,2026-03-10,SHORT,TREND_UP,REJECT,not_trend_down;no_fresh_weakness_60m,4,70731.7,WIN,2.095
OKX_MARCH,2026-03-10,LONG,TREND_UP,REJECT,not_trend_down;not_short;no_fresh_weakness_60m;buyer_absorption,3,70647.1,LOSS,1.569
OKX_MARCH,2026-03-10,LONG,TREND_UP,REJECT,not_trend_down;not_short;no_fresh_weakness_60m,2,70816.0,LOSS,1.326
OKX_MARCH,2026-03-10,LONG,TREND_UP,REJECT,not_trend_down;not_short;no_fresh_weakness_60m;buyer_absorption,2,70822.6,LOSS,1.317
OKX_MARCH,2026-03-10,SHORT,TREND_UP,REJECT,not_trend_down,4,70594.2,LOSS,1.904
OKX_MARCH,2026-03-10,SHORT,TREND_UP,REJECT,not_trend_down,4,70627.3,LOSS,1.95
OKX_MARCH,2026-03-10,LONG,TREND_UP,REJECT,not_trend_down;not_short;buyer_absorption,2,70665.5,LOSS,1.542
OKX_MARCH,2026-03-10,SHORT,TREND_UP,REJECT,not_trend_down,4,70356.0,LOSS,2.006
OKX_MARCH,2026-03-10,SHORT,TREND_UP,REJECT,not_trend_down;no_fresh_weakness_60m,3,71064.0,WIN,2.553
OKX_MARCH,2026-03-10,LONG,TREND_UP,REJECT,not_trend_down;not_short;no_fresh_weakness_60m,3,70816.0,LOSS,1.326
OKX_MARCH,2026-03-10,SHORT,TREND_UP,REJECT,not_trend_down;no_fresh_weakness_60m,1,70931.5,WIN,2.371
OKX_MARCH,2026-03-10,SHORT,RANGE,REJECT,not_trend_down,4,69781.4,LOSS,1.199
OKX_MARCH,2026-03-10,SHORT,TREND_UP,REJECT,not_trend_down;no_fresh_weakness_60m;buyer_absorption,3,71232.2,WIN,3.212
OKX_MARCH,2026-03-10,LONG,TREND_UP,REJECT,not_trend_down;not_short;no_fresh_weakness_60m,3,71187.6,LOSS,0.678
OKX_MARCH,2026-03-10,LONG,TREND_UP,REJECT,not_trend_down;not_short;no_fresh_weakness_60m;buyer_absorption,2,71246.2,LOSS,0.595
OKX_MARCH,2026-03-10,LONG,TREND_UP,REJECT,not_trend_down;not_short;no_fresh_weakness_60m;buyer_absorption,2,71246.2,LOSS,0.595
OKX_MARCH,2026-03-10,SHORT,TREND_UP,REJECT,not_trend_down;no_fresh_weakness_60m,3,71281.6,WIN,3.279
OKX_MARCH,2026-03-10,SHORT,TREND_UP,REJECT,not_trend_down;no_fresh_weakness_60m,4,71281.6,WIN,3.279
OKX_MARCH,2026-03-10,SHORT,TREND_UP,REJECT,not_trend_down,2,70347.6,TIMEOUT,1.995
OKX_MARCH,2026-03-10,SHORT,RANGE,REJECT,not_trend_down;buyer_absorption,3,69593.1,LOSS,0.932
OKX_MARCH,2026-03-11,SHORT,RANGE,REJECT,not_trend_down;no_fresh_weakness_60m;buyer_absorption,2,69953.5,LOSS,1.443
OKX_MARCH,2026-03-11,SHORT,RANGE,REJECT,not_trend_down;no_fresh_weakness_60m;buyer_absorption,2,69949.5,LOSS,1.437
OKX_MARCH,2026-03-11,SHORT,RANGE,REJECT,not_trend_down;no_fresh_weakness_60m;buyer_absorption,2,70074.4,LOSS,1.613
OKX_MARCH,2026-03-11,SHORT,RANGE,REJECT,not_trend_down;buyer_absorption,3,69731.0,LOSS,1.128
OKX_MARCH,2026-03-11,LONG,RANGE,REJECT,not_trend_down;not_short,2,69523.5,WIN,2.552
OKX_MARCH,2026-03-11,SHORT,RANGE,REJECT,not_trend_down,4,69489.5,LOSS,0.784
OKX_MARCH,2026-03-11,LONG,RANGE,REJECT,not_trend_down;not_short,3,69707.6,WIN,2.281
OKX_MARCH,2026-03-11,SHORT,RANGE,REJECT,not_trend_down,4,69524.5,LOSS,0.834
OKX_MARCH,2026-03-11,LONG,RANGE,REJECT,not_trend_down;not_short,3,69879.9,WIN,2.029
OKX_MARCH,2026-03-11,SHORT,RANGE,REJECT,not_trend_down;no_fresh_weakness_60m;buyer_absorption,2,69950.0,LOSS,1.438
OKX_MARCH,2026-03-11,SHORT,RANGE,REJECT,not_trend_down;no_fresh_weakness_60m;buyer_absorption,3,70089.0,LOSS,1.633
OKX_MARCH,2026-03-11,SHORT,RANGE,REJECT,not_trend_down,3,69495.9,LOSS,0.794
OKX_MARCH,2026-03-11,SHORT,RANGE,REJECT,not_trend_down;buyer_absorption,2,69659.9,LOSS,1.027
OKX_MARCH,2026-03-11,SHORT,RANGE,REJECT,not_trend_down;buyer_absorption,2,69622.0,LOSS,0.973
OKX_MARCH,2026-03-11,LONG,RANGE,REJECT,not_trend_down;not_short;buyer_absorption,2,69398.0,WIN,2.737
OKX_MARCH,2026-03-11,SHORT,RANGE,REJECT,not_trend_down;buyer_absorption,2,69455.0,LOSS,0.735
OKX_MARCH,2026-03-11,SHORT,RANGE,REJECT,not_trend_down;buyer_absorption,4,69183.0,LOSS,0.345
OKX_MARCH,2026-03-11,SHORT,RANGE,REJECT,not_trend_down,2,69164.2,LOSS,0.082
OKX_MARCH,2026-03-11,SHORT,RANGE,REJECT,not_trend_down,2,69164.2,LOSS,0.082
OKX_MARCH,2026-03-11,LONG,RANGE,REJECT,not_trend_down;not_short;buyer_absorption,3,69169.8,WIN,3.076
OKX_MARCH,2026-03-11,LONG,RANGE,REJECT,not_trend_down;not_short,3,69270.9,WIN,2.926
OKX_MARCH,2026-03-11,LONG,RANGE,REJECT,not_trend_down;not_short;buyer_absorption,3,69270.9,WIN,2.926
OKX_MARCH,2026-03-11,LONG,RANGE,REJECT,not_trend_down;not_short;no_fresh_weakness_60m;buyer_absorption,3,70684.1,LOSS,0.868
OKX_MARCH,2026-03-11,LONG,RANGE,REJECT,not_trend_down;not_short;no_fresh_weakness_60m,2,70712.6,LOSS,0.827
OKX_MARCH,2026-03-11,SHORT,RANGE,REJECT,not_trend_down,4,70043.3,LOSS,1.267
OKX_MARCH,2026-03-11,SHORT,RANGE,REJECT,not_trend_down,4,70043.3,LOSS,1.267
OKX_MARCH,2026-03-11,LONG,RANGE,REJECT,not_trend_down;not_short,4,70255.0,LOSS,1.484
OKX_MARCH,2026-03-11,LONG,RANGE,REJECT,not_trend_down;not_short;no_fresh_weakness_60m,4,71248.0,LOSS,0.0
OKX_MARCH,2026-03-11,LONG,RANGE,REJECT,not_trend_down;not_short;no_fresh_weakness_60m;buyer_absorption,4,71248.0,LOSS,0.0
OKX_MARCH,2026-03-11,LONG,RANGE,REJECT,not_trend_down;not_short;no_fresh_weakness_60m;buyer_absorption,2,70767.4,LOSS,0.235
OKX_MARCH,2026-03-12,SHORT,RANGE,REJECT,not_trend_down;buyer_absorption,3,70118.8,TIMEOUT,1.373
OKX_MARCH,2026-03-12,SHORT,RANGE,REJECT,not_trend_down;buyer_absorption,2,70266.3,LOSS,1.58
OKX_MARCH,2026-03-12,LONG,RANGE,REJECT,not_trend_down;not_short,3,70257.2,LOSS,2.118
OKX_MARCH,2026-03-12,SHORT,RANGE,REJECT,not_trend_down;buyer_absorption,3,69923.0,LOSS,1.097
OKX_MARCH,2026-03-12,LONG,RANGE,REJECT,not_trend_down;not_short;buyer_absorption,3,70168.9,WIN,2.592
OKX_MARCH,2026-03-12,SHORT,RANGE,REJECT,not_trend_down,3,69876.6,LOSS,1.031
OKX_MARCH,2026-03-12,SHORT,RANGE,REJECT,not_trend_down,3,69831.0,LOSS,0.967
OKX_MARCH,2026-03-12,SHORT,RANGE,REJECT,not_trend_down,2,69762.5,LOSS,0.869
OKX_MARCH,2026-03-12,LONG,RANGE,REJECT,not_trend_down;not_short,4,69790.9,WIN,3.148
OKX_MARCH,2026-03-12,LONG,RANGE,REJECT,not_trend_down;not_short,2,69798.9,WIN,3.136
OKX_MARCH,2026-03-12,SHORT,RANGE,REJECT,not_trend_down,3,69556.4,LOSS,0.576
OKX_MARCH,2026-03-12,LONG,RANGE,REJECT,not_trend_down;not_short,2,69310.3,WIN,3.863
OKX_MARCH,2026-03-12,SHORT,RANGE,REJECT,not_trend_down;buyer_absorption,2,69283.0,LOSS,0.183
OKX_MARCH,2026-03-12,SHORT,RANGE,REJECT,not_trend_down,3,69281.3,LOSS,0.181
OKX_MARCH,2026-03-12,SHORT,RANGE,REJECT,not_trend_down,2,69378.1,LOSS,0.32
OKX_MARCH,2026-03-12,LONG,RANGE,REJECT,not_trend_down;not_short;no_fresh_weakness_60m,4,69772.2,WIN,3.176
OKX_MARCH,2026-03-12,LONG,RANGE,REJECT,not_trend_down;not_short;no_fresh_weakness_60m;buyer_absorption,3,69716.6,WIN,3.258
OKX_MARCH,2026-03-12,LONG,RANGE,REJECT,not_trend_down;not_short;buyer_absorption,3,69279.7,WIN,3.909
OKX_MARCH,2026-03-12,SHORT,RANGE,REJECT,not_trend_down;no_fresh_weakness_60m;buyer_absorption,2,69660.5,LOSS,0.511
OKX_MARCH,2026-03-12,LONG,RANGE,REJECT,not_trend_down;not_short;no_fresh_weakness_60m,3,69819.5,WIN,3.385
OKX_MARCH,2026-03-12,LONG,RANGE,REJECT,not_trend_down;not_short;buyer_absorption,3,69659.1,WIN,3.623
OKX_MARCH,2026-03-12,SHORT,RANGE,REJECT,not_trend_down;no_fresh_weakness_60m;buyer_absorption,4,69911.2,LOSS,0.868
OKX_MARCH,2026-03-12,LONG,RANGE,REJECT,not_trend_down;not_short;no_fresh_weakness_60m;buyer_absorption,1,70336.5,WIN,3.155
