venue,date,dir,regime,status,reasons,confluence,hypo_entry,outcome,true_mfe
OKX_MARCH,2026-03-12,LONG,RANGE,REJECT,not_trend_down;not_short;no_fresh_weakness_60m,4,70500.0,LOSS,2.916
OKX_MARCH,2026-03-12,LONG,RANGE,REJECT,not_trend_down;not_short;no_fresh_weakness_60m;buyer_absorption,3,70380.8,LOSS,3.09
OKX_MARCH,2026-03-12,SHORT,RANGE,REJECT,not_trend_down;no_fresh_weakness_60m,2,70481.0,LOSS,1.669
OKX_MARCH,2026-03-12,SHORT,RANGE,REJECT,not_trend_down;no_fresh_weakness_60m;buyer_absorption,2,70636.8,LOSS,1.886
OKX_MARCH,2026-03-12,LONG,RANGE,REJECT,not_trend_down;not_short;no_fresh_weakness_60m,3,69954.9,WIN,3.185
OKX_MARCH,2026-03-12,SHORT,RANGE,REJECT,not_trend_down;buyer_absorption,2,70215.1,LOSS,1.297
OKX_MARCH,2026-03-12,SHORT,RANGE,REJECT,not_trend_down,2,69418.3,LOSS,0.042
OKX_MARCH,2026-03-12,SHORT,RANGE,REJECT,not_trend_down;buyer_absorption,2,69418.3,LOSS,0.042
OKX_MARCH,2026-03-12,LONG,RANGE,REJECT,not_trend_down;not_short,2,69449.9,WIN,6.36
OKX_MARCH,2026-03-13,LONG,RANGE,REJECT,not_trend_down;not_short;no_fresh_weakness_60m,4,71550.2,WIN,3.238
OKX_MARCH,2026-03-13,LONG,RANGE,REJECT,not_trend_down;not_short;no_fresh_weakness_60m;buyer_absorption,4,71550.2,WIN,3.238
OKX_MARCH,2026-03-13,SHORT,RANGE,REJECT,not_trend_down,4,71497.1,LOSS,1.371
OKX_MARCH,2026-03-13,SHORT,RANGE,REJECT,not_trend_down,3,71050.0,LOSS,0.915
OKX_MARCH,2026-03-13,SHORT,TREND_UP,REJECT,not_trend_down,3,71150.4,LOSS,1.055
OKX_MARCH,2026-03-13,LONG,RANGE,REJECT,not_trend_down;not_short;no_fresh_weakness_60m;buyer_absorption,2,71370.5,WIN,3.498
OKX_MARCH,2026-03-13,LONG,RANGE,REJECT,not_trend_down;not_short;no_fresh_weakness_60m;buyer_absorption,2,71370.5,WIN,3.498
OKX_MARCH,2026-03-13,LONG,TREND_UP,REJECT,not_trend_down;not_short;no_fresh_weakness_60m,3,72008.7,WIN,2.58
OKX_MARCH,2026-03-13,SHORT,RANGE,REJECT,not_trend_down;no_fresh_weakness_60m,3,71622.3,LOSS,1.543
OKX_MARCH,2026-03-13,LONG,TREND_UP,REJECT,not_trend_down;not_short;no_fresh_weakness_60m,4,72146.7,WIN,2.384
OKX_MARCH,2026-03-13,LONG,TREND_UP,REJECT,not_trend_down;not_short;no_fresh_weakness_60m;buyer_absorption,3,72284.1,WIN,2.189
OKX_MARCH,2026-03-13,LONG,TREND_UP,REJECT,not_trend_down;not_short;no_fresh_weakness_60m,4,72321.1,WIN,2.137
OKX_MARCH,2026-03-13,LONG,TREND_UP,REJECT,not_trend_down;not_short;no_fresh_weakness_60m,2,72467.9,LOSS,1.93
OKX_MARCH,2026-03-13,SHORT,TREND_UP,REJECT,not_trend_down;no_fresh_weakness_60m;buyer_absorption,2,72337.1,LOSS,2.885
OKX_MARCH,2026-03-13,SHORT,RANGE,REJECT,not_trend_down;buyer_absorption,3,72288.1,LOSS,2.819
OKX_MARCH,2026-03-13,LONG,TREND_UP,REJECT,not_trend_down;not_short;no_fresh_weakness_60m;buyer_absorption,3,72743.9,LOSS,1.543
OKX_MARCH,2026-03-13,LONG,TREND_UP,REJECT,not_trend_down;not_short;no_fresh_weakness_60m;buyer_absorption,3,72813.4,LOSS,1.447
OKX_MARCH,2026-03-13,SHORT,TREND_UP,REJECT,not_trend_down;no_fresh_weakness_60m;buyer_absorption,2,72700.3,LOSS,3.37
OKX_MARCH,2026-03-13,SHORT,TREND_UP,REJECT,not_trend_down;no_fresh_weakness_60m,4,72709.0,LOSS,3.382
OKX_MARCH,2026-03-13,SHORT,TREND_UP,REJECT,not_trend_down;no_fresh_weakness_60m,3,73010.8,WIN,3.781
OKX_MARCH,2026-03-13,SHORT,TREND_UP,REJECT,not_trend_down;no_fresh_weakness_60m;buyer_absorption,3,73030.7,WIN,3.807
OKX_MARCH,2026-03-13,SHORT,TREND_UP,REJECT,not_trend_down;no_fresh_weakness_60m,3,73010.8,WIN,3.781
OKX_MARCH,2026-03-13,LONG,TREND_UP,REJECT,not_trend_down;not_short;no_fresh_weakness_60m;buyer_absorption,2,73395.9,LOSS,0.641
OKX_MARCH,2026-03-13,SHORT,RANGE,REJECT,not_trend_down,4,71737.7,WIN,2.074
OKX_MARCH,2026-03-13,SHORT,RANGE,REJECT,not_trend_down,4,71625.0,TIMEOUT,1.919
OKX_MARCH,2026-03-13,SHORT,RANGE,REJECT,not_trend_down;buyer_absorption,1,71000.6,TIMEOUT,1.057
OKX_MARCH,2026-03-13,SHORT,RANGE,REJECT,not_trend_down;no_fresh_weakness_60m;buyer_absorption,3,71208.2,TIMEOUT,1.345
OKX_MARCH,2026-03-13,SHORT,RANGE,REJECT,not_trend_down;buyer_absorption,2,71200.0,TIMEOUT,1.334
OKX_MARCH,2026-03-13,SHORT,TREND_UP,REJECT,not_trend_down,2,72439.8,WIN,3.023
OKX_MARCH,2026-03-13,SHORT,RANGE,REJECT,not_trend_down;no_fresh_weakness_60m;buyer_absorption,2,71927.2,WIN,2.332
OKX_MARCH,2026-03-13,SHORT,RANGE,REJECT,not_trend_down;no_fresh_weakness_60m;buyer_absorption,2,71927.2,WIN,2.332
OKX_MARCH,2026-03-13,SHORT,RANGE,REJECT,not_trend_down,4,70685.3,TIMEOUT,0.616
OKX_MARCH,2026-03-14,SHORT,RANGE,REJECT,not_trend_down;buyer_absorption,2,70811.9,TIMEOUT,0.793
OKX_MARCH,2026-03-14,SHORT,RANGE,REJECT,not_trend_down;buyer_absorption,2,70745.6,TIMEOUT,0.7
OKX_MARCH,2026-03-14,SHORT,RANGE,REJECT,not_trend_down;buyer_absorption,2,70694.2,TIMEOUT,0.628
OKX_MARCH,2026-03-14,LONG,RANGE,REJECT,not_trend_down;not_short;buyer_absorption,2,70846.2,TIMEOUT,0.606
OKX_MARCH,2026-03-14,LONG,RANGE,REJECT,not_trend_down;not_short;buyer_absorption,2,70645.4,TIMEOUT,0.891
OKX_MARCH,2026-03-14,LONG,RANGE,REJECT,not_trend_down;not_short;no_fresh_weakness_60m;buyer_absorption,3,71042.6,TIMEOUT,0.783
OKX_MARCH,2026-03-14,LONG,RANGE,REJECT,not_trend_down;not_short;no_fresh_weakness_60m;buyer_absorption,3,71041.1,TIMEOUT,0.785
OKX_MARCH,2026-03-14,SHORT,RANGE,REJECT,not_trend_down;no_fresh_weakness_60m;buyer_absorption,2,71135.2,TIMEOUT,1.244
OKX_MARCH,2026-03-14,SHORT,RANGE,REJECT,not_trend_down,4,70960.7,TIMEOUT,1.001
OKX_MARCH,2026-03-14,LONG,RANGE,REJECT,not_trend_down;not_short;no_fresh_weakness_60m,4,71253.3,TIMEOUT,0.549
OKX_MARCH,2026-03-14,LONG,RANGE,REJECT,not_trend_down;not_short;buyer_absorption,2,71010.0,TIMEOUT,0.894
OKX_MARCH,2026-03-14,SHORT,RANGE,REJECT,not_trend_down;no_fresh_weakness_60m;buyer_absorption,2,71112.9,TIMEOUT,1.213
OKX_MARCH,2026-03-14,SHORT,RANGE,REJECT,not_trend_down;no_fresh_weakness_60m;buyer_absorption,2,70983.9,TIMEOUT,1.034
OKX_MARCH,2026-03-14,LONG,RANGE,REJECT,not_trend_down;not_short;buyer_absorption,2,70474.4,TIMEOUT,1.861
OKX_MARCH,2026-03-14,LONG,TREND_DOWN,REJECT,not_short;buyer_absorption,3,70430.5,WIN,2.086
OKX_MARCH,2026-03-14,SHORT,RANGE,REJECT,not_trend_down,3,70610.0,LOSS,0.396
OKX_MARCH,2026-03-15,LONG,RANGE,REJECT,not_trend_down;not_short;no_fresh_weakness_60m;buyer_absorption,3,71043.8,WIN,3.006
OKX_MARCH,2026-03-15,SHORT,RANGE,REJECT,not_trend_down,3,70962.6,LOSS,0.214
OKX_MARCH,2026-03-15,LONG,RANGE,REJECT,not_trend_down;not_short,3,70900.0,WIN,3.215
OKX_MARCH,2026-03-15,LONG,RANGE,REJECT,not_trend_down;not_short;buyer_absorption,3,70943.2,WIN,3.152
OKX_MARCH,2026-03-15,LONG,RANGE,REJECT,not_trend_down;not_short;no_fresh_weakness_60m;buyer_absorption,1,70999.9,WIN,3.07
OKX_MARCH,2026-03-15,SHORT,RANGE,REJECT,not_trend_down,4,70866.3,LOSS,0.023
OKX_MARCH,2026-03-15,LONG,RANGE,REJECT,not_trend_down;not_short;no_fresh_weakness_60m;buyer_absorption,3,71244.0,WIN,2.717
OKX_MARCH,2026-03-15,SHORT,RANGE,REJECT,not_trend_down;buyer_absorption,2,71033.6,LOSS,0.314
OKX_MARCH,2026-03-15,LONG,RANGE,REJECT,not_trend_down;not_short;no_fresh_weakness_60m;buyer_absorption,2,71420.0,WIN,2.464
OKX_MARCH,2026-03-15,LONG,RANGE,REJECT,not_trend_down;not_short;no_fresh_weakness_60m;buyer_absorption,4,71488.0,WIN,2.366
OKX_MARCH,2026-03-15,SHORT,RANGE,REJECT,not_trend_down;no_fresh_weakness_60m;buyer_absorption,2,71282.8,LOSS,0.226
OKX_MARCH,2026-03-15,SHORT,RANGE,REJECT,not_trend_down;no_fresh_weakness_60m;buyer_absorption,1,71243.8,LOSS,0.076
OKX_MARCH,2026-03-15,LONG,RANGE,REJECT,not_trend_down;not_short;no_fresh_weakness_60m;buyer_absorption,2,71586.0,WIN,4.0
OKX_MARCH,2026-03-15,SHORT,RANGE,REJECT,not_trend_down;no_fresh_weakness_60m,4,71410.1,LOSS,0.309
OKX_MARCH,2026-03-15,SHORT,RANGE,REJECT,not_trend_down;buyer_absorption,1,71781.6,LOSS,0.778
OKX_MARCH,2026-03-15,SHORT,RANGE,REJECT,not_trend_down;no_fresh_weakness_60m,3,71815.9,LOSS,0.826
OKX_MARCH,2026-03-15,SHORT,RANGE,REJECT,not_trend_down;no_fresh_weakness_60m,4,71481.4,LOSS,0.361
OKX_MARCH,2026-03-15,LONG,RANGE,REJECT,not_trend_down;not_short;no_fresh_weakness_60m,1,71779.3,WIN,3.72
OKX_MARCH,2026-03-15,LONG,RANGE,REJECT,not_trend_down;not_short;no_fresh_weakness_60m,3,71803.3,WIN,3.686
OKX_MARCH,2026-03-15,SHORT,RANGE,REJECT,not_trend_down;no_fresh_weakness_60m;buyer_absorption,2,71660.2,LOSS,0.61
OKX_MARCH,2026-03-15,SHORT,RANGE,REJECT,not_trend_down,3,71324.2,LOSS,0.122
OKX_MARCH,2026-03-15,SHORT,RANGE,REJECT,not_trend_down,3,71294.2,LOSS,0.08
OKX_MARCH,2026-03-15,LONG,RANGE,REJECT,not_trend_down;not_short;no_fresh_weakness_60m;buyer_absorption,2,71700.3,WIN,3.905
OKX_MARCH,2026-03-15,SHORT,RANGE,REJECT,not_trend_down;buyer_absorption,2,71414.4,LOSS,0.034
OKX_MARCH,2026-03-15,SHORT,RANGE,REJECT,not_trend_down;buyer_absorption,2,71414.4,LOSS,0.034
OKX_MARCH,2026-03-15,LONG,RANGE,REJECT,not_trend_down;not_short;no_fresh_weakness_60m;buyer_absorption,3,71739.2,WIN,3.848
OKX_MARCH,2026-03-15,LONG,RANGE,REJECT,not_trend_down;not_short;no_fresh_weakness_60m,4,72087.4,WIN,3.756
OKX_MARCH,2026-03-15,LONG,RANGE,REJECT,not_trend_down;not_short;no_fresh_weakness_60m,2,72018.8,WIN,3.855
OKX_MARCH,2026-03-15,SHORT,RANGE,REJECT,not_trend_down;no_fresh_weakness_60m;buyer_absorption,1,71881.5,LOSS,0.044
OKX_MARCH,2026-03-15,SHORT,RANGE,REJECT,not_trend_down;no_fresh_weakness_60m;buyer_absorption,1,71881.5,LOSS,0.044
OKX_MARCH,2026-03-15,SHORT,RANGE,REJECT,not_trend_down;no_fresh_weakness_60m;buyer_absorption,1,72444.1,LOSS,0.318
OKX_MARCH,2026-03-15,LONG,TREND_UP,REJECT,not_trend_down;not_short;no_fresh_weakness_60m,3,72818.1,WIN,2.832
OKX_MARCH,2026-03-15,LONG,TREND_UP,REJECT,not_trend_down;not_short;no_fresh_weakness_60m;buyer_absorption,3,72818.1,WIN,2.832
OKX_MARCH,2026-03-15,SHORT,TREND_UP,REJECT,not_trend_down;no_fresh_weakness_60m;buyer_absorption,2,72650.0,LOSS,0.601
OKX_MARCH,2026-03-15,SHORT,TREND_UP,REJECT,not_trend_down;no_fresh_weakness_60m,2,72876.3,LOSS,0.909
OKX_MARCH,2026-03-15,LONG,RANGE,REJECT,not_trend_down;not_short,3,72619.2,WIN,3.113
OKX_MARCH,2026-03-16,LONG,TREND_UP,REJECT,not_trend_down;not_short,2,72870.0,WIN,2.758
OKX_MARCH,2026-03-16,SHORT,RANGE,REJECT,not_trend_down,4,72518.2,LOSS,0.42
OKX_MARCH,2026-03-16,SHORT,RANGE,REJECT,not_trend_down,2,72402.9,LOSS,0.261
OKX_MARCH,2026-03-16,SHORT,RANGE,REJECT,not_trend_down;no_fresh_weakness_60m,3,72725.0,LOSS,0.547
OKX_MARCH,2026-03-16,SHORT,RANGE,REJECT,not_trend_down,3,72380.0,LOSS,0.028
OKX_MARCH,2026-03-16,LONG,RANGE,REJECT,not_trend_down;not_short;no_fresh_weakness_60m;buyer_absorption,2,72547.4,WIN,3.215
OKX_MARCH,2026-03-16,LONG,RANGE,REJECT,not_trend_down;not_short;no_fresh_weakness_60m;buyer_absorption,2,72547.4,WIN,3.215
OKX_MARCH,2026-03-16,LONG,TREND_UP,REJECT,not_trend_down;not_short;no_fresh_weakness_60m,4,72770.0,WIN,2.9
OKX_MARCH,2026-03-16,SHORT,TREND_UP,REJECT,not_trend_down;no_fresh_weakness_60m,3,73601.8,LOSS,1.05
OKX_MARCH,2026-03-16,SHORT,TREND_UP,REJECT,not_trend_down;no_fresh_weakness_60m,3,73584.8,LOSS,1.027
OKX_MARCH,2026-03-16,SHORT,TREND_UP,REJECT,not_trend_down;no_fresh_weakness_60m,2,73868.7,TIMEOUT,1.408
OKX_MARCH,2026-03-16,SHORT,TREND_UP,REJECT,not_trend_down;no_fresh_weakness_60m;buyer_absorption,2,73809.9,TIMEOUT,1.329
OKX_MARCH,2026-03-16,SHORT,TREND_UP,REJECT,not_trend_down;no_fresh_weakness_60m;buyer_absorption,2,74121.8,TIMEOUT,1.744
OKX_MARCH,2026-03-16,SHORT,TREND_UP,REJECT,not_trend_down,4,73698.8,LOSS,1.18
OKX_MARCH,2026-03-16,LONG,TREND_UP,REJECT,not_trend_down;not_short,3,73784.5,TIMEOUT,1.485
OKX_MARCH,2026-03-16,SHORT,TREND_UP,REJECT,not_trend_down;buyer_absorption,3,73436.9,LOSS,0.828
OKX_MARCH,2026-03-16,LONG,TREND_UP,REJECT,not_trend_down;not_short;buyer_absorption,2,73704.8,TIMEOUT,1.594
OKX_MARCH,2026-03-16,LONG,TREND_UP,REJECT,not_trend_down;not_short,2,73450.4,TIMEOUT,1.946
OKX_MARCH,2026-03-16,LONG,TREND_UP,REJECT,not_trend_down;not_short,2,73450.4,TIMEOUT,1.946
OKX_MARCH,2026-03-16,LONG,RANGE,REJECT,not_trend_down;not_short;no_fresh_weakness_60m,4,73342.0,WIN,2.097
OKX_MARCH,2026-03-16,LONG,RANGE,REJECT,not_trend_down;not_short;no_fresh_weakness_60m;buyer_absorption,2,73241.8,WIN,2.237
OKX_MARCH,2026-03-16,SHORT,RANGE,REJECT,not_trend_down,1,73107.1,LOSS,0.215
OKX_MARCH,2026-03-16,SHORT,RANGE,REJECT,not_trend_down,4,73051.0,LOSS,0.244
OKX_MARCH,2026-03-16,LONG,RANGE,REJECT,not_trend_down;not_short;buyer_absorption,3,73089.8,WIN,2.449
OKX_MARCH,2026-03-16,LONG,TREND_UP,REJECT,not_trend_down;not_short;no_fresh_weakness_60m,3,73584.4,TIMEOUT,1.761
OKX_MARCH,2026-03-16,SHORT,TREND_UP,REJECT,not_trend_down;no_fresh_weakness_60m;buyer_absorption,3,73531.6,LOSS,0.791
OKX_MARCH,2026-03-16,LONG,TREND_UP,REJECT,not_trend_down;not_short;no_fresh_weakness_60m,4,73689.9,TIMEOUT,1.615
OKX_MARCH,2026-03-16,SHORT,RANGE,REJECT,not_trend_down;no_fresh_weakness_60m;buyer_absorption,2,73421.5,LOSS,0.642
OKX_MARCH,2026-03-16,LONG,TREND_UP,REJECT,not_trend_down;not_short;no_fresh_weakness_60m;buyer_absorption,1,73748.4,TIMEOUT,1.534
OKX_MARCH,2026-03-16,LONG,TREND_UP,REJECT,not_trend_down;not_short;no_fresh_weakness_60m,4,73788.0,TIMEOUT,1.48
OKX_MARCH,2026-03-16,LONG,TREND_UP,REJECT,not_trend_down;not_short;no_fresh_weakness_60m;buyer_absorption,2,73905.4,TIMEOUT,1.319
OKX_MARCH,2026-03-16,LONG,RANGE,REJECT,not_trend_down;not_short,4,73132.9,WIN,2.389
OKX_MARCH,2026-03-16,LONG,TREND_UP,REJECT,not_trend_down;not_short;no_fresh_weakness_60m,2,74126.8,LOSS,1.016
OKX_MARCH,2026-03-16,SHORT,TREND_UP,REJECT,not_trend_down,3,73485.0,LOSS,0.521
OKX_MARCH,2026-03-16,LONG,TREND_UP,REJECT,not_trend_down;not_short;no_fresh_weakness_60m,3,74217.7,TIMEOUT,0.892
OKX_MARCH,2026-03-16,LONG,TREND_UP,REJECT,not_trend_down;not_short;no_fresh_weakness_60m;buyer_absorption,2,73924.2,TIMEOUT,1.293
OKX_MARCH,2026-03-16,LONG,TREND_UP,REJECT,not_trend_down;not_short;no_fresh_weakness_60m;buyer_absorption,1,74221.4,TIMEOUT,0.887
OKX_MARCH,2026-03-16,SHORT,RANGE,REJECT,not_trend_down,4,73080.1,LOSS,0.162
OKX_MARCH,2026-03-16,SHORT,TREND_UP,REJECT,not_trend_down;no_fresh_weakness_60m;buyer_absorption,2,74663.8,TIMEOUT,0.612
OKX_MARCH,2026-03-16,LONG,TREND_UP,REJECT,not_trend_down;not_short,3,73430.3,TIMEOUT,1.974
OKX_MARCH,2026-03-16,SHORT,TREND_UP,REJECT,not_trend_down;no_fresh_weakness_60m,2,74480.0,TIMEOUT,0.367
OKX_MARCH,2026-03-16,LONG,TREND_UP,REJECT,not_trend_down;not_short;no_fresh_weakness_60m,3,74788.9,TIMEOUT,0.119
OKX_MARCH,2026-03-16,LONG,TREND_UP,REJECT,not_trend_down;not_short;no_fresh_weakness_60m;buyer_absorption,2,74654.1,TIMEOUT,0.3
OKX_MARCH,2026-03-16,SHORT,RANGE,REJECT,not_trend_down,2,74455.7,TIMEOUT,0.063
OKX_MARCH,2026-03-18,SHORT,RANGE,REJECT,not_trend_down;no_fresh_weakness_60m;buyer_absorption,2,73985.1,WIN,4.774
OKX_MARCH,2026-03-18,LONG,RANGE,REJECT,not_trend_down;not_short;buyer_absorption,2,73739.8,LOSS,1.227
OKX_MARCH,2026-03-18,LONG,RANGE,REJECT,not_trend_down;not_short;buyer_absorption,2,73863.2,LOSS,1.058
OKX_MARCH,2026-03-18,LONG,RANGE,REJECT,not_trend_down;not_short,3,73799.6,LOSS,1.145
OKX_MARCH,2026-03-18,LONG,RANGE,REJECT,not_trend_down;not_short;buyer_absorption,2,73670.0,LOSS,1.323
OKX_MARCH,2026-03-18,SHORT,RANGE,REJECT,not_trend_down;buyer_absorption,2,73813.3,WIN,4.553
OKX_MARCH,2026-03-18,LONG,RANGE,REJECT,not_trend_down;not_short;no_fresh_weakness_60m;buyer_absorption,2,74012.6,LOSS,0.854
OKX_MARCH,2026-03-18,LONG,RANGE,REJECT,not_trend_down;not_short;no_fresh_weakness_60m;buyer_absorption,3,74240.1,LOSS,0.545
OKX_MARCH,2026-03-18,SHORT,RANGE,REJECT,not_trend_down;buyer_absorption,3,73742.8,WIN,4.461
OKX_MARCH,2026-03-18,LONG,RANGE,REJECT,not_trend_down;not_short;no_fresh_weakness_60m;buyer_absorption,4,74276.0,LOSS,0.496
OKX_MARCH,2026-03-18,SHORT,RANGE,REJECT,not_trend_down;no_fresh_weakness_60m;buyer_absorption,2,74139.9,WIN,4.973
OKX_MARCH,2026-03-18,SHORT,RANGE,REJECT,not_trend_down;no_fresh_weakness_60m,2,74230.5,WIN,5.089
OKX_MARCH,2026-03-18,SHORT,RANGE,REJECT,not_trend_down,4,74146.1,WIN,4.981
OKX_MARCH,2026-03-18,LONG,RANGE,REJECT,not_trend_down;not_short;no_fresh_weakness_60m;buyer_absorption,1,74444.7,LOSS,0.055
OKX_MARCH,2026-03-18,LONG,RANGE,REJECT,not_trend_down;not_short;no_fresh_weakness_60m,1,74429.5,LOSS,0.076
OKX_MARCH,2026-03-18,SHORT,RANGE,REJECT,not_trend_down,3,74173.0,WIN,5.016
OKX_MARCH,2026-03-18,LONG,RANGE,REJECT,not_trend_down;not_short;no_fresh_weakness_60m;buyer_absorption,1,74375.0,LOSS,0.041
OKX_MARCH,2026-03-18,SHORT,RANGE,REJECT,not_trend_down;no_fresh_weakness_60m,4,74295.5,WIN,5.172
OKX_MARCH,2026-03-18,SHORT,RANGE,REJECT,not_trend_down;no_fresh_weakness_60m;buyer_absorption,2,74170.2,WIN,5.012
OKX_MARCH,2026-03-18,SHORT,RANGE,REJECT,not_trend_down,4,73697.0,WIN,5.779
OKX_MARCH,2026-03-18,SHORT,RANGE,REJECT,not_trend_down,4,73700.1,WIN,5.783
OKX_MARCH,2026-03-18,SHORT,RANGE,REJECT,not_trend_down;no_fresh_weakness_60m;buyer_absorption,2,74505.3,WIN,5.439
OKX_MARCH,2026-03-18,SHORT,RANGE,REJECT,not_trend_down,3,72996.9,WIN,4.875
OKX_MARCH,2026-03-18,SHORT,RANGE,REJECT,not_trend_down,4,72741.8,WIN,4.542
OKX_MARCH,2026-03-18,SHORT,RANGE,REJECT,not_trend_down;buyer_absorption,1,72775.5,WIN,4.586
OKX_MARCH,2026-03-18,LONG,RANGE,REJECT,not_trend_down;not_short;buyer_absorption,2,72941.3,LOSS,0.01
OKX_MARCH,2026-03-18,LONG,RANGE,REJECT,not_trend_down;not_short;buyer_absorption,2,72941.3,LOSS,0.01
OKX_MARCH,2026-03-18,SHORT,RANGE,REJECT,not_trend_down,3,73028.3,WIN,4.916
OKX_MARCH,2026-03-18,SHORT,RANGE,REJECT,not_trend_down;buyer_absorption,3,72320.1,WIN,3.985
OKX_MARCH,2026-03-18,SHORT,RANGE,REJECT,not_trend_down,4,72326.8,WIN,3.994
OKX_MARCH,2026-03-18,SHORT,TREND_DOWN,CANDIDATE,rejection_proof;taker_sell;microprice_down;thin_bid_path,4,71965.1,WIN,4.07
OKX_MARCH,2026-03-18,SHORT,TREND_DOWN,CANDIDATE,rejection_proof;taker_sell;microprice_down;thin_bid_path,4,71965.1,WIN,4.07
OKX_MARCH,2026-03-18,LONG,RANGE,REJECT,not_trend_down;not_short;buyer_absorption,2,72333.5,LOSS,0.265
OKX_MARCH,2026-03-18,LONG,TREND_DOWN,REJECT,not_short,2,71870.5,LOSS,0.166
OKX_MARCH,2026-03-18,LONG,TREND_DOWN,REJECT,not_short,2,71891.5,LOSS,0.137
OKX_MARCH,2026-03-18,SHORT,TREND_DOWN,CANDIDATE,rejection_proof;taker_sell;microprice_down;thin_bid_path,4,71623.3,WIN,3.612
OKX_MARCH,2026-03-18,SHORT,TREND_DOWN,CANDIDATE,rejection_proof;taker_sell;microprice_down;thin_bid_path,4,71616.4,WIN,3.603
OKX_MARCH,2026-03-18,SHORT,TREND_DOWN,REJECT,buyer_absorption,4,71536.4,WIN,3.495
OKX_MARCH,2026-03-18,SHORT,TREND_DOWN,CANDIDATE,rejection_proof;taker_sell;microprice_down;thin_bid_path,4,71536.4,WIN,3.495
OKX_MARCH,2026-03-18,LONG,TREND_DOWN,REJECT,not_short,2,71269.7,LOSS,0.975
OKX_MARCH,2026-03-18,SHORT,TREND_DOWN,CANDIDATE,microprice_down;thin_bid_path,2,71103.2,WIN,2.907
OKX_MARCH,2026-03-18,SHORT,TREND_DOWN,CANDIDATE,microprice_down;thin_bid_path,2,71081.6,WIN,2.878
OKX_MARCH,2026-03-18,SHORT,TREND_DOWN,REJECT,no_fresh_weakness_60m;buyer_absorption,3,71400.0,WIN,3.704
OKX_MARCH,2026-03-18,LONG,TREND_DOWN,REJECT,not_short;no_fresh_weakness_60m,3,71446.8,LOSS,0.725
OKX_MARCH,2026-03-18,SHORT,TREND_DOWN,CANDIDATE,microprice_down;thin_bid_path,2,71386.1,WIN,3.686
OKX_MARCH,2026-03-18,LONG,TREND_DOWN,REJECT,not_short;no_fresh_weakness_60m,4,71829.5,LOSS,0.033
OKX_MARCH,2026-03-18,LONG,TREND_DOWN,REJECT,not_short;no_fresh_weakness_60m;buyer_absorption,2,71573.8,LOSS,0.343
OKX_MARCH,2026-03-18,SHORT,TREND_DOWN,REJECT,no_fresh_weakness_60m,3,71689.9,WIN,4.094
OKX_MARCH,2026-03-18,SHORT,TREND_DOWN,REJECT,buyer_absorption,3,71292.5,WIN,3.559
OKX_MARCH,2026-03-18,SHORT,TREND_DOWN,REJECT,buyer_absorption,2,71304.3,WIN,3.575
OKX_MARCH,2026-03-18,SHORT,TREND_DOWN,REJECT,buyer_absorption,3,71197.7,WIN,3.431
OKX_MARCH,2026-03-18,SHORT,TREND_DOWN,CANDIDATE,rejection_proof;microprice_down;thin_bid_path,3,70976.3,WIN,3.13
OKX_MARCH,2026-03-18,SHORT,TREND_DOWN,CANDIDATE,taker_sell;thin_bid_path,2,70796.0,WIN,2.883
OKX_MARCH,2026-03-18,SHORT,TREND_DOWN,CANDIDATE,rejection_proof;taker_sell;thin_bid_path,3,70767.9,WIN,2.844
OKX_MARCH,2026-03-18,LONG,TREND_DOWN,REJECT,not_short;no_fresh_weakness_60m;buyer_absorption,4,71146.8,LOSS,0.613
OKX_MARCH,2026-03-18,SHORT,TREND_DOWN,REJECT,no_fresh_weakness_60m;buyer_absorption,3,71141.8,WIN,3.355
OKX_MARCH,2026-03-18,LONG,TREND_DOWN,REJECT,not_short;no_fresh_weakness_60m,3,71138.2,LOSS,0.625
OKX_MARCH,2026-03-19,SHORT,TREND_DOWN,REJECT,no_fresh_weakness_60m,4,71090.0,WIN,3.285
OKX_MARCH,2026-03-19,LONG,TREND_DOWN,REJECT,not_short;buyer_absorption,3,71049.0,LOSS,0.751
OKX_MARCH,2026-03-19,LONG,TREND_DOWN,REJECT,not_short,3,71002.2,LOSS,0.818
OKX_MARCH,2026-03-19,SHORT,TREND_DOWN,REJECT,no_fresh_weakness_60m;buyer_absorption,2,71171.9,WIN,3.396
OKX_MARCH,2026-03-19,LONG,TREND_DOWN,REJECT,not_short;no_fresh_weakness_60m;buyer_absorption,3,71163.1,LOSS,0.59
OKX_MARCH,2026-03-19,SHORT,TREND_DOWN,REJECT,buyer_absorption,2,70974.9,WIN,3.128
OKX_MARCH,2026-03-19,SHORT,TREND_DOWN,REJECT,buyer_absorption,2,71050.0,WIN,3.23
OKX_MARCH,2026-03-19,LONG,TREND_DOWN,REJECT,not_short;no_fresh_weakness_60m;buyer_absorption,4,71506.2,LOSS,0.047
OKX_MARCH,2026-03-19,SHORT,TREND_DOWN,REJECT,no_fresh_weakness_60m,4,71219.4,WIN,3.46
OKX_MARCH,2026-03-19,SHORT,TREND_DOWN,REJECT,no_fresh_weakness_60m,4,71279.3,WIN,3.541
OKX_MARCH,2026-03-19,SHORT,TREND_DOWN,REJECT,no_fresh_weakness_60m,4,71279.3,WIN,3.541
