zone_id,date,direction,confirmed_iso,tz_entry_ref_price,tz_session_high,tz_session_low,tz_nearest_obstacle_pct,tz_nearest_obstacle_type,tz_room_to_run_pct,tz_n_obstacles_within_2pct,tz_target_price,tz_target_type,tz_target_distance_pct,tz_has_target_ge_2pct,tz_void_thin_path_score,tz_opposing_wall_risk,tz_max_wall_on_path,tz_n_swing_levels,tz_n_volume_nodes,watch_label,coverage_class,setup_type
BTC-USDT-SWAP-SHORT-1772938604000-10,2026-03-08,SHORT,2026-03-08T03:08:36+00:00,66942.2,67463.1,66800.0,0.2124,session_low,0.2124,1,,blocked,0.2124,0,0.0947,79.0,640.55,11,4,BAD,missed_no_move_in_4h,absorption_reversal_short
BTC-USDT-SWAP-SHORT-1772945605000-12,2026-03-08,SHORT,2026-03-08T05:12:16+00:00,66896.6,67463.1,66510.6,0.577,session_low,0.577,1,,blocked,0.577,0,0.0984,69.0,654.5,16,5,BAD,missed_no_move_in_4h,absorption_reversal_short
BTC-USDT-SWAP-LONG-1772954182000-14,2026-03-08,LONG,2026-03-08T07:19:22+00:00,67350.3,67463.1,66510.6,0.118,swing_high,0.118,2,,blocked,0.118,0,0.0973,73.0,593.7,13,5,GOOD,covered_watch_early,absorption_reversal_long
BTC-USDT-SWAP-SHORT-1772955851000-15,2026-03-08,SHORT,2026-03-08T08:02:34+00:00,67249.9,67463.1,66510.6,0.0778,swing_high,0.0778,14,,blocked,0.0778,0,0.0984,68.0,594.5,16,5,BAD,wrong_direction,retest_after_breakout_short
BTC-USDT-SWAP-LONG-1772956387000-16,2026-03-08,LONG,2026-03-08T08:06:41+00:00,67270.0,67463.1,66510.6,0.0706,swing_high,0.0706,5,,blocked,0.0706,0,0.0959,56.0,4461.81,13,5,GOOD,covered_watch_early,absorption_reversal_long
BTC-USDT-SWAP-LONG-1772960006000-18,2026-03-08,LONG,2026-03-08T09:05:11+00:00,67504.6,67555.0,66510.6,0.0747,session_high,0.0747,1,,blocked,0.0747,0,0.1023,47.0,404.92,10,6,GOOD,covered_watch_early,absorption_reversal_long
BTC-USDT-SWAP-LONG-1772960711000-20,2026-03-08,LONG,2026-03-08T09:08:24+00:00,67459.1,67555.0,66510.6,0.1422,session_high,0.1422,1,,blocked,0.1422,0,0.0993,56.0,543.19,14,6,GOOD,covered_watch_early,absorption_reversal_long
BTC-USDT-SWAP-LONG-1772945971000-13,2026-03-08,LONG,2026-03-08T05:30:31+00:00,67143.1,67463.1,66510.6,0.0812,swing_high,0.0812,14,,blocked,0.0812,0,0.0997,56.0,1206.38,19,5,GOOD,covered_watch_early,absorption_reversal_long
BTC-USDT-SWAP-SHORT-1772959740000-17,2026-03-08,SHORT,2026-03-08T09:00:13+00:00,67479.5,67555.0,66510.6,0.151,swing_high,0.151,20,,blocked,0.151,0,0.1005,52.0,338.85,13,6,BAD,wrong_direction,absorption_reversal_short
BTC-USDT-SWAP-LONG-1772961897000-22,2026-03-08,LONG,2026-03-08T09:38:26+00:00,67727.4,67866.0,66510.6,0.2046,session_high,0.2046,1,,blocked,0.2046,0,0.0981,59.0,590.63,16,7,MID,covered_mid,retest_after_breakout_long
BTC-USDT-SWAP-SHORT-1772961574000-21,2026-03-08,SHORT,2026-03-08T09:31:48+00:00,67714.3,67866.0,66510.6,0.5823,swing_high,0.5823,19,,blocked,0.5823,0,0.0973,60.0,590.22,11,7,BAD,wrong_direction,retest_after_breakout_short
BTC-USDT-SWAP-LONG-1772938557000-9,2026-03-08,LONG,2026-03-08T03:03:06+00:00,66939.3,67463.1,66800.0,0.2021,swing_low,0.2021,24,,blocked,0.2021,0,0.0978,56.0,612.65,19,4,BAD,missed_no_move_in_4h,absorption_reversal_long
BTC-USDT-SWAP-SHORT-1772966351000-24,2026-03-08,SHORT,2026-03-08T10:42:11+00:00,67942.3,68167.6,66510.6,0.283,hvn,0.283,16,66510.6,session_low,2.1072,1,0.0943,66.0,2812.89,9,8,BAD,missed_no_move_in_4h,retest_after_breakout_short
BTC-USDT-SWAP-SHORT-1772965735000-23,2026-03-08,SHORT,2026-03-08T10:35:29+00:00,68000.0,68167.6,66510.6,0.3676,hvn,0.3676,19,66510.6,session_low,2.1903,1,0.0977,58.0,1111.95,11,8,BAD,missed_no_move_in_4h,absorption_reversal_short
BTC-USDT-SWAP-SHORT-1772960413000-19,2026-03-08,SHORT,2026-03-08T09:19:34+00:00,67746.0,67866.0,66510.6,0.5143,swing_high,0.5143,20,,blocked,0.5143,0,0.0981,68.0,590.12,12,7,BAD,wrong_direction,absorption_reversal_short
BTC-USDT-SWAP-LONG-1772966741000-25,2026-03-08,LONG,2026-03-08T11:13:02+00:00,67539.1,68167.6,66510.6,0.1541,swing_low,0.1541,6,,blocked,0.1541,0,0.0936,70.0,3609.23,11,8,BAD,missed_no_move_in_4h,absorption_reversal_long
BTC-USDT-SWAP-LONG-1773009806000-28,2026-03-08,LONG,2026-03-08T22:46:26+00:00,66114.2,68167.6,65566.9,0.9617,swing_low,0.9617,14,68167.6,session_high,3.1058,1,0.0996,52.0,739.46,7,8,BAD,missed_no_move_in_4h,retest_after_breakout_long
BTC-USDT-SWAP-SHORT-1773008368000-26,2026-03-08,SHORT,2026-03-08T22:31:07+00:00,65737.1,68167.6,65566.9,0.2589,session_low,0.2589,1,,blocked,0.2589,0,0.0981,67.0,236.26,10,8,BAD,missed_no_move_in_4h,absorption_reversal_short
BTC-USDT-SWAP-SHORT-1773008374000-27,2026-03-08,SHORT,2026-03-08T22:31:07+00:00,65737.1,68167.6,65566.9,0.2589,session_low,0.2589,1,,blocked,0.2589,0,0.0981,67.0,236.26,10,8,BAD,missed_no_move_in_4h,absorption_reversal_short
BTC-USDT-SWAP-LONG-1773009907000-29,2026-03-08,LONG,2026-03-08T23:08:17+00:00,66214.2,68167.6,65566.9,0.2051,hvn,0.2051,15,68167.6,session_high,2.9501,1,0.0969,80.0,603.36,7,9,BAD,missed_no_move_in_4h,absorption_reversal_long
BTC-USDT-SWAP-SHORT-1773010345000-30,2026-03-08,SHORT,2026-03-08T22:59:50+00:00,66197.9,68167.6,65566.9,0.299,hvn,0.299,2,,blocked,0.299,0,0.0972,72.0,604.27,7,8,BAD,missed_no_move_in_4h,retest_after_breakout_short
BTC-USDT-SWAP-SHORT-1773012685000-31,2026-03-08,SHORT,2026-03-08T23:52:04+00:00,66056.5,68167.6,65566.9,0.0855,hvn,0.0855,3,,blocked,0.0855,0,0.1019,42.0,172.84,5,9,BAD,missed_no_move_in_4h,absorption_reversal_short
BTC-USDT-SWAP-SHORT-1773012754000-32,2026-03-08,SHORT,2026-03-08T23:52:04+00:00,66056.5,68167.6,65566.9,0.0855,hvn,0.0855,3,,blocked,0.0855,0,0.1019,42.0,172.84,5,9,BAD,missed_no_move_in_4h,absorption_reversal_short
BTC-USDT-SWAP-SHORT-1773013924000-33,2026-03-08,SHORT,2026-03-08T23:55:04+00:00,66004.8,68167.6,65566.9,0.6634,session_low,0.6634,1,,blocked,0.6634,0,0.0994,56.0,511.15,6,9,BAD,missed_no_move_in_4h,absorption_reversal_short
BTC-USDT-SWAP-SHORT-1773014431000-1,2026-03-09,SHORT,2026-03-09T00:13:27+00:00,66245.9,66400.4,65909.7,0.0693,swing_high,0.0693,7,,blocked,0.0693,0,0.0969,74.0,724.27,7,9,BAD,missed_no_move_in_4h,absorption_reversal_short
BTC-USDT-SWAP-LONG-1773017505000-4,2026-03-09,LONG,2026-03-09T01:00:02+00:00,66313.3,66735.8,65781.7,0.0553,hvn,0.0553,8,,blocked,0.0553,0,0.0987,48.0,238.02,8,9,BAD,missed_no_move_in_4h,absorption_reversal_long
BTC-USDT-SWAP-LONG-1773016156000-3,2026-03-09,LONG,2026-03-09T00:51:45+00:00,66417.8,66735.8,65781.7,0.4788,session_high,0.4788,7,,blocked,0.4788,0,0.1005,51.0,247.16,7,9,BAD,missed_no_move_in_4h,retest_after_breakout_long
BTC-USDT-SWAP-SHORT-1773015207000-2,2026-03-09,SHORT,2026-03-09T00:40:15+00:00,66458.9,66735.8,65781.7,0.1639,hvn,0.1639,10,,blocked,0.1639,0,0.0999,56.0,601.1,8,9,BAD,missed_no_move_in_4h,absorption_reversal_short
BTC-USDT-SWAP-LONG-1773028538000-9,2026-03-09,LONG,2026-03-09T03:58:46+00:00,67166.7,67660.0,65781.7,0.7344,session_high,0.7344,1,,blocked,0.7344,0,0.1048,38.0,221.7,3,10,BAD,missed_no_move_in_4h,absorption_reversal_long
BTC-USDT-SWAP-LONG-1773031454000-10,2026-03-09,LONG,2026-03-09T04:51:15+00:00,67437.8,67660.0,65781.7,0.1335,swing_high,0.1335,2,,blocked,0.1335,0,0.1001,54.0,380.86,8,10,BAD,missed_no_move_in_4h,retest_after_breakout_long
BTC-USDT-SWAP-LONG-1773027249000-8,2026-03-09,LONG,2026-03-09T03:55:38+00:00,67094.4,67660.0,65781.7,0.843,session_high,0.843,1,,blocked,0.843,0,0.1022,38.0,1221.53,1,10,BAD,missed_no_move_in_4h,retest_after_breakout_long
BTC-USDT-SWAP-LONG-1773026901000-6,2026-03-09,LONG,2026-03-09T03:31:21+00:00,67183.3,67660.0,65781.7,0.2228,swing_high,0.2228,2,,blocked,0.2228,0,0.1017,47.0,595.33,4,10,BAD,missed_no_move_in_4h,absorption_reversal_long
BTC-USDT-SWAP-LONG-1773027138000-7,2026-03-09,LONG,2026-03-09T03:35:18+00:00,67247.5,67660.0,65781.7,0.6134,swing_high,0.6134,2,,blocked,0.6134,0,0.0992,58.0,264.28,8,10,BAD,missed_no_move_in_4h,absorption_reversal_long
BTC-USDT-SWAP-SHORT-1773025639000-5,2026-03-09,SHORT,2026-03-09T03:16:32+00:00,67355.3,67566.3,65781.7,0.28,swing_low,0.28,12,66000.0,hvn,2.0122,1,0.0986,67.0,402.02,5,9,MID,noisy_partial_1_5,retest_after_breakout_short
BTC-USDT-SWAP-SHORT-1773037195000-15,2026-03-09,SHORT,2026-03-09T06:22:55+00:00,67525.1,68030.0,65781.7,0.1853,hvn,0.1853,14,66000.0,hvn,2.2586,1,0.096,69.0,619.35,5,11,MID,noisy_partial_1_5,absorption_reversal_short
BTC-USDT-SWAP-SHORT-1773037247000-16,2026-03-09,SHORT,2026-03-09T06:23:47+00:00,67540.0,68030.0,65781.7,0.2073,hvn,0.2073,12,66072.2,swing_low,2.1732,1,0.0955,75.0,709.73,5,11,MID,noisy_partial_1_5,absorption_reversal_short
BTC-USDT-SWAP-SHORT-1773038614000-17,2026-03-09,SHORT,2026-03-09T06:46:34+00:00,67274.7,68030.0,65781.7,0.1854,hvn,0.1854,7,65928.2,swing_low,2.0015,1,0.0944,73.0,894.48,4,10,MID,noisy_partial_1_5,absorption_reversal_short
BTC-USDT-SWAP-SHORT-1773038772000-18,2026-03-09,SHORT,2026-03-09T06:53:03+00:00,67242.7,68030.0,65781.7,0.1379,hvn,0.1379,8,65781.7,session_low,2.1727,1,0.0861,51.0,22315.74,4,10,MID,noisy_partial_1_5,absorption_reversal_short
BTC-USDT-SWAP-LONG-1773036656000-13,2026-03-09,LONG,2026-03-09T06:49:30+00:00,67320.0,68030.0,65781.7,0.1188,hvn,0.1188,4,,blocked,0.1188,0,0.0951,55.0,2041.31,2,10,BAD,missed_no_move_in_4h,retest_after_breakout_long
BTC-USDT-SWAP-LONG-1773036806000-14,2026-03-09,LONG,2026-03-09T06:49:30+00:00,67320.0,68030.0,65781.7,0.1188,hvn,0.1188,4,,blocked,0.1188,0,0.0951,55.0,2041.31,2,10,BAD,missed_no_move_in_4h,retest_after_breakout_long
BTC-USDT-SWAP-SHORT-1773035662000-12,2026-03-09,SHORT,2026-03-09T06:01:43+00:00,67800.0,68030.0,65781.7,0.9587,hvn,0.9587,4,66350.0,hvn,2.1386,1,0.0979,55.0,594.9,3,11,MID,noisy_partial_1_5,absorption_reversal_short
BTC-USDT-SWAP-SHORT-1773040375000-19,2026-03-09,SHORT,2026-03-09T07:31:03+00:00,67191.5,68030.0,65781.7,0.0618,hvn,0.0618,9,65781.7,session_low,2.0982,1,0.0984,63.0,554.43,6,10,MID,noisy_partial_1_5,retest_after_breakout_short
BTC-USDT-SWAP-SHORT-1773042144000-20,2026-03-09,SHORT,2026-03-09T07:46:11+00:00,67344.8,68030.0,65781.7,0.0665,hvn,0.0665,6,65965.7,swing_low,2.0478,1,0.1002,51.0,539.94,2,10,MID,noisy_partial_1_5,absorption_reversal_short
BTC-USDT-SWAP-LONG-1773045274000-22,2026-03-09,LONG,2026-03-09T08:49:37+00:00,67714.1,68030.0,65781.7,0.4665,session_high,0.4665,1,,blocked,0.4665,0,0.0988,68.0,853.95,4,10,BAD,missed_no_move_in_4h,absorption_reversal_long
BTC-USDT-SWAP-SHORT-1773045071000-21,2026-03-09,SHORT,2026-03-09T08:44:09+00:00,67720.0,68030.0,65781.7,0.251,hvn,0.251,12,65781.7,session_low,2.8622,1,0.0986,64.0,537.02,2,10,MID,noisy_partial_1_5,retest_after_breakout_short
BTC-USDT-SWAP-SHORT-1773035272000-11,2026-03-09,SHORT,2026-03-09T05:54:22+00:00,67841.4,68030.0,65781.7,0.913,swing_high,0.913,3,66450.0,hvn,2.051,1,0.0959,77.0,579.47,7,11,MID,noisy_partial_1_5,absorption_reversal_short
BTC-USDT-SWAP-SHORT-1773052725000-24,2026-03-09,SHORT,2026-03-09T11:07:57+00:00,67700.2,68425.6,65781.7,0.148,hvn,0.148,8,65781.7,session_low,2.8338,1,0.0973,59.0,499.11,1,8,MID,noisy_partial_1_5,absorption_reversal_short
BTC-USDT-SWAP-LONG-1773053059000-25,2026-03-09,LONG,2026-03-09T10:48:01+00:00,67651.3,68425.6,65781.7,0.0789,swing_high,0.0789,5,,blocked,0.0789,0,0.1005,51.0,238.07,2,9,BAD,missed_no_move_in_4h,absorption_reversal_long
BTC-USDT-SWAP-LONG-1773059253000-26,2026-03-09,LONG,2026-03-09T12:51:40+00:00,68074.8,68425.6,65781.7,0.5153,session_high,0.5153,1,,blocked,0.5153,0,0.1016,54.0,184.27,5,8,BAD,missed_no_move_in_4h,retest_after_breakout_long
BTC-USDT-SWAP-LONG-1773059276000-27,2026-03-09,LONG,2026-03-09T12:51:40+00:00,68074.8,68425.6,65781.7,0.5153,session_high,0.5153,1,,blocked,0.5153,0,0.1016,54.0,184.27,5,8,BAD,missed_no_move_in_4h,retest_after_breakout_long
BTC-USDT-SWAP-SHORT-1773060996000-29,2026-03-09,SHORT,2026-03-09T13:03:23+00:00,68177.9,68425.6,65781.7,0.2609,hvn,0.2609,10,65781.7,session_low,3.5146,1,0.099,64.0,396.5,2,8,MID,noisy_partial_1_5,absorption_reversal_short
BTC-USDT-SWAP-SHORT-1773060141000-28,2026-03-09,SHORT,2026-03-09T12:56:36+00:00,68066.4,68425.6,65781.7,0.0976,hvn,0.0976,12,65781.7,session_low,3.3566,1,0.0981,74.0,418.91,4,8,MID,noisy_partial_1_5,retest_after_breakout_short
BTC-USDT-SWAP-LONG-1773063517000-30,2026-03-09,LONG,2026-03-09T13:41:37+00:00,68823.9,68998.0,65781.7,0.253,session_high,0.253,1,,blocked,0.253,0,0.1021,56.0,272.33,0,10,BAD,missed_no_move_in_4h,retest_after_breakout_long
BTC-USDT-SWAP-LONG-1773063532000-31,2026-03-09,LONG,2026-03-09T13:41:53+00:00,68744.7,68998.0,65781.7,0.3685,session_high,0.3685,1,,blocked,0.3685,0,0.0975,96.0,226.37,5,10,BAD,missed_no_move_in_4h,absorption_reversal_long
BTC-USDT-SWAP-LONG-1773064788000-33,2026-03-09,LONG,2026-03-09T14:02:50+00:00,69094.6,69269.3,65781.7,0.2528,session_high,0.2528,1,,blocked,0.2528,0,0.1006,48.0,1106.93,1,11,BAD,missed_no_move_in_4h,absorption_reversal_long
BTC-USDT-SWAP-LONG-1773066205000-36,2026-03-09,LONG,2026-03-09T14:28:44+00:00,69117.0,69269.3,65781.7,0.2204,session_high,0.2204,1,,blocked,0.2204,0,0.1027,45.0,189.59,2,11,MID,noisy_partial_1_5,absorption_reversal_long
BTC-USDT-SWAP-LONG-1773064671000-32,2026-03-09,LONG,2026-03-09T14:02:03+00:00,68972.0,69269.3,65781.7,0.431,session_high,0.431,1,,blocked,0.431,0,0.0947,70.0,1705.16,3,11,BAD,missed_no_move_in_4h,absorption_reversal_long
BTC-USDT-SWAP-SHORT-1773066123000-34,2026-03-09,SHORT,2026-03-09T14:36:53+00:00,69239.3,69409.7,65781.7,0.0568,hvn,0.0568,9,67800.0,hvn,2.0787,1,0.1018,57.0,374.91,3,12,MID,noisy_partial_1_5,retest_after_breakout_short
BTC-USDT-SWAP-SHORT-1773066127000-35,2026-03-09,SHORT,2026-03-09T14:36:53+00:00,69239.3,69409.7,65781.7,0.0568,hvn,0.0568,9,67800.0,hvn,2.0787,1,0.1018,57.0,374.91,3,12,MID,noisy_partial_1_5,retest_after_breakout_short
BTC-USDT-SWAP-SHORT-1773070746000-38,2026-03-09,SHORT,2026-03-09T15:42:08+00:00,68792.1,69460.0,65781.7,0.0612,hvn,0.0612,7,67406.2,swing_low,2.0146,1,0.1012,54.0,273.23,5,10,MID,noisy_partial_1_5,absorption_reversal_short
BTC-USDT-SWAP-SHORT-1773070714000-37,2026-03-09,SHORT,2026-03-09T15:41:34+00:00,68792.1,69460.0,65781.7,0.0612,hvn,0.0612,7,67327.1,swing_low,2.1296,1,0.0978,79.0,347.63,2,10,MID,noisy_partial_1_5,absorption_reversal_short
BTC-USDT-SWAP-SHORT-1773072008000-39,2026-03-09,SHORT,2026-03-09T16:14:32+00:00,68780.7,69460.0,65781.7,0.1173,hvn,0.1173,7,65781.7,session_low,4.3602,1,0.0959,85.0,402.69,3,10,MID,noisy_partial_1_5,absorption_reversal_short
BTC-USDT-SWAP-LONG-1773077548000-40,2026-03-09,LONG,2026-03-09T17:35:28+00:00,68634.6,69460.0,65781.7,0.0953,hvn,0.0953,11,,blocked,0.0953,0,0.0959,70.0,583.53,3,10,MID,noisy_partial_1_5,absorption_reversal_long
BTC-USDT-SWAP-LONG-1773080726000-44,2026-03-09,LONG,2026-03-09T18:28:48+00:00,68521.3,69460.0,65781.7,0.2608,hvn,0.2608,12,,blocked,0.2608,0,0.0982,59.0,410.73,4,10,MID,noisy_partial_1_5,absorption_reversal_long
BTC-USDT-SWAP-LONG-1773079906000-42,2026-03-09,LONG,2026-03-09T18:25:26+00:00,68524.6,69460.0,65781.7,0.256,hvn,0.256,13,,blocked,0.256,0,0.097,70.0,379.37,2,10,MID,noisy_partial_1_5,absorption_reversal_long
BTC-USDT-SWAP-SHORT-1773079208000-41,2026-03-09,SHORT,2026-03-09T18:16:05+00:00,68386.8,69460.0,65781.7,0.2585,swing_low,0.2585,1,65781.7,session_low,3.8094,1,0.1006,51.0,204.72,1,10,BAD,missed_no_move_in_4h,absorption_reversal_short
BTC-USDT-SWAP-SHORT-1773080165000-43,2026-03-09,SHORT,2026-03-09T18:22:28+00:00,68449.8,69460.0,65781.7,1.1832,swing_high,1.1832,1,65781.7,session_low,3.8979,1,0.0993,58.0,379.66,7,10,BAD,missed_no_move_in_4h,absorption_reversal_short
BTC-USDT-SWAP-SHORT-1773094256000-45,2026-03-09,SHORT,2026-03-09T22:13:56+00:00,68707.1,69547.6,65781.7,0.4179,swing_high,0.4179,2,65781.7,session_low,4.2578,1,0.0998,56.0,346.79,4,6,BAD,missed_no_move_in_4h,retest_after_breakout_short
BTC-USDT-SWAP-SHORT-1773097331000-48,2026-03-09,SHORT,2026-03-09T23:12:49+00:00,68585.0,69547.6,65781.7,0.1076,swing_high,0.1076,2,65781.7,session_low,4.0873,1,0.0982,62.0,435.81,5,6,BAD,missed_no_move_in_4h,absorption_reversal_short
BTC-USDT-SWAP-SHORT-1773094321000-46,2026-03-09,SHORT,2026-03-09T22:18:28+00:00,68695.1,69547.6,65781.7,0.4005,swing_high,0.4005,1,65781.7,session_low,4.2411,1,0.1029,42.0,216.34,4,6,BAD,missed_no_move_in_4h,absorption_reversal_short
BTC-USDT-SWAP-LONG-1773096154000-47,2026-03-09,LONG,2026-03-09T22:55:24+00:00,68624.9,69547.6,65781.7,0.073,swing_low,0.073,12,,blocked,0.073,0,0.101,53.0,405.33,7,6,BAD,missed_no_move_in_4h,retest_after_breakout_long
BTC-USDT-SWAP-LONG-1773100831000-1,2026-03-10,LONG,2026-03-10T00:09:20+00:00,68426.8,68466.6,68350.9,0.0582,session_high,0.0582,7,,blocked,0.0582,0,0.0953,63.0,566.85,2,6,GOOD,covered_watch_early,absorption_reversal_long
BTC-USDT-SWAP-LONG-1773104310000-6,2026-03-10,LONG,2026-03-10T01:01:30+00:00,69167.0,69257.6,68350.9,0.131,session_high,0.131,1,,blocked,0.131,0,0.0988,57.0,904.97,5,6,GOOD,covered_watch_early,absorption_reversal_long
BTC-USDT-SWAP-LONG-1773106071000-9,2026-03-10,LONG,2026-03-10T01:43:10+00:00,68862.3,69257.6,68350.9,0.0547,hvn,0.0547,6,,blocked,0.0547,0,0.0996,58.0,215.17,6,6,GOOD,covered_watch_early,retest_after_breakout_long
BTC-USDT-SWAP-SHORT-1773101678000-2,2026-03-10,SHORT,2026-03-10T00:33:05+00:00,68861.6,69015.0,68350.9,0.0895,hvn,0.0895,7,,blocked,0.0895,0,0.1009,55.0,240.61,3,6,BAD,wrong_direction,absorption_reversal_short
BTC-USDT-SWAP-SHORT-1773101724000-3,2026-03-10,SHORT,2026-03-10T00:33:05+00:00,68861.6,69015.0,68350.9,0.0895,hvn,0.0895,7,,blocked,0.0895,0,0.1009,55.0,240.61,3,6,BAD,wrong_direction,absorption_reversal_short
BTC-USDT-SWAP-LONG-1773104480000-7,2026-03-10,LONG,2026-03-10T01:04:20+00:00,69110.7,69257.6,68350.9,0.2126,session_high,0.2126,1,,blocked,0.2126,0,0.097,76.0,852.61,3,6,GOOD,covered_watch_early,absorption_reversal_long
BTC-USDT-SWAP-LONG-1773104532000-8,2026-03-10,LONG,2026-03-10T01:07:26+00:00,69164.6,69257.6,68350.9,0.1345,session_high,0.1345,1,,blocked,0.1345,0,0.1011,53.0,258.78,3,6,GOOD,covered_watch_early,retest_after_breakout_long
BTC-USDT-SWAP-LONG-1773106990000-10,2026-03-10,LONG,2026-03-10T02:12:51+00:00,69141.8,69358.9,68350.9,0.0842,hvn,0.0842,2,,blocked,0.0842,0,0.0985,65.0,578.16,8,6,GOOD,covered_watch_early,absorption_reversal_long
BTC-USDT-SWAP-SHORT-1773102785000-4,2026-03-10,SHORT,2026-03-10T00:42:04+00:00,69061.8,69175.1,68350.9,0.0895,hvn,0.0895,10,,blocked,0.0895,0,0.0981,65.0,617.25,3,6,BAD,wrong_direction,retest_after_breakout_short
BTC-USDT-SWAP-SHORT-1773103324000-5,2026-03-10,SHORT,2026-03-10T00:45:25+00:00,69116.0,69175.1,68350.9,0.0868,swing_high,0.0868,15,,blocked,0.0868,0,0.098,70.0,406.41,8,6,BAD,wrong_direction,absorption_reversal_short
BTC-USDT-SWAP-SHORT-1773113999000-12,2026-03-10,SHORT,2026-03-10T03:42:59+00:00,69958.5,70550.0,68350.9,1.0788,swing_high,1.0788,9,68510.0,swing_low,2.0705,1,0.0962,59.0,601.73,5,10,BAD,wrong_direction,retest_after_breakout_short
BTC-USDT-SWAP-LONG-1773111721000-11,2026-03-10,LONG,2026-03-10T03:08:11+00:00,70165.3,70550.0,68350.9,0.2632,hvn,0.2632,2,,blocked,0.2632,0,0.0957,56.0,759.23,5,10,MID,covered_mid,absorption_reversal_long
BTC-USDT-SWAP-SHORT-1773115229000-15,2026-03-10,SHORT,2026-03-10T04:09:58+00:00,69567.6,70550.0,68350.9,0.4456,swing_high,0.4456,11,,blocked,0.4456,0,0.0926,62.0,747.55,7,10,BAD,wrong_direction,absorption_reversal_short
BTC-USDT-SWAP-LONG-1773116500000-17,2026-03-10,LONG,2026-03-10T04:34:05+00:00,69826.7,70550.0,68350.9,0.2482,hvn,0.2482,6,,blocked,0.2482,0,0.0983,52.0,640.49,8,10,MID,covered_mid,retest_after_breakout_long
BTC-USDT-SWAP-LONG-1773118368000-19,2026-03-10,LONG,2026-03-10T04:55:48+00:00,69885.9,70550.0,68350.9,0.1633,hvn,0.1633,5,,blocked,0.1633,0,0.0978,54.0,343.13,6,10,MID,covered_mid,absorption_reversal_long
BTC-USDT-SWAP-LONG-1773116566000-18,2026-03-10,LONG,2026-03-10T04:34:05+00:00,69826.7,70550.0,68350.9,0.2482,hvn,0.2482,6,,blocked,0.2482,0,0.0983,52.0,640.49,8,10,MID,covered_mid,retest_after_breakout_long
BTC-USDT-SWAP-LONG-1773115703000-16,2026-03-10,LONG,2026-03-10T04:21:40+00:00,69674.8,70550.0,68350.9,0.4667,hvn,0.4667,5,,blocked,0.4667,0,0.0996,46.0,408.31,1,10,MID,covered_mid,retest_after_breakout_long
BTC-USDT-SWAP-LONG-1773120716000-23,2026-03-10,LONG,2026-03-10T05:43:12+00:00,69909.7,70550.0,68350.9,0.0576,hvn,0.0576,7,,blocked,0.0576,0,0.0971,61.0,870.09,4,10,MID,covered_mid,absorption_reversal_long
BTC-USDT-SWAP-LONG-1773114910000-14,2026-03-10,LONG,2026-03-10T04:08:23+00:00,69580.0,70550.0,68350.9,0.6036,hvn,0.6036,7,,blocked,0.6036,0,0.0946,73.0,667.58,5,10,MID,covered_mid,absorption_reversal_long
BTC-USDT-SWAP-SHORT-1773114143000-13,2026-03-10,SHORT,2026-03-10T04:00:29+00:00,69409.0,70550.0,68350.9,0.3325,swing_high,0.3325,10,,blocked,0.3325,0,0.0941,79.0,594.08,4,10,BAD,wrong_direction,absorption_reversal_short
BTC-USDT-SWAP-LONG-1773119418000-20,2026-03-10,LONG,2026-03-10T05:31:56+00:00,70049.5,70550.0,68350.9,0.0721,hvn,0.0721,4,,blocked,0.0721,0,0.0983,55.0,598.05,7,10,MID,covered_mid,retest_after_breakout_long
BTC-USDT-SWAP-SHORT-1773119667000-21,2026-03-10,SHORT,2026-03-10T05:17:27+00:00,70176.9,70550.0,68350.9,0.1096,hvn,0.1096,11,68659.9,swing_high,2.1617,1,0.0955,78.0,353.98,4,10,BAD,wrong_direction,absorption_reversal_short
BTC-USDT-SWAP-SHORT-1773119784000-22,2026-03-10,SHORT,2026-03-10T05:21:41+00:00,70113.7,70550.0,68350.9,0.0909,hvn,0.0909,9,68659.9,swing_high,2.0735,1,0.1002,50.0,570.1,4,10,BAD,wrong_direction,retest_after_breakout_short
BTC-USDT-SWAP-LONG-1773127382000-24,2026-03-10,LONG,2026-03-10T07:33:07+00:00,70285.5,70550.0,68350.9,0.0918,hvn,0.0918,2,,blocked,0.0918,0,0.0986,55.0,615.28,5,10,BAD,covered_late,absorption_reversal_long
BTC-USDT-SWAP-LONG-1773127409000-25,2026-03-10,LONG,2026-03-10T07:33:07+00:00,70285.5,70550.0,68350.9,0.0918,hvn,0.0918,2,,blocked,0.0918,0,0.0986,55.0,615.28,5,10,BAD,covered_late,absorption_reversal_long
BTC-USDT-SWAP-SHORT-1773129222000-26,2026-03-10,SHORT,2026-03-10T08:06:20+00:00,70448.1,70686.0,68350.9,0.1393,hvn,0.1393,14,69022.0,swing_low,2.0243,1,0.1031,44.0,276.32,4,11,GOOD,covered_watch_early,absorption_reversal_short
BTC-USDT-SWAP-SHORT-1773132250000-30,2026-03-10,SHORT,2026-03-10T08:51:53+00:00,70731.7,71046.6,68350.9,0.5396,hvn,0.5396,12,69096.2,swing_low,2.3123,1,0.1005,43.0,565.43,5,10,GOOD,covered_watch_early,absorption_reversal_short
