zone_id,date,direction,confirmed_iso,tz_entry_ref_price,tz_session_high,tz_session_low,tz_nearest_obstacle_pct,tz_nearest_obstacle_type,tz_room_to_run_pct,tz_n_obstacles_within_2pct,tz_target_price,tz_target_type,tz_target_distance_pct,tz_has_target_ge_2pct,tz_void_thin_path_score,tz_opposing_wall_risk,tz_max_wall_on_path,tz_n_swing_levels,tz_n_volume_nodes,watch_label,coverage_class,setup_type
BTC-USDT-SWAP-LONG-1773656977000-27,2026-03-16,LONG,2026-03-16T10:40:06+00:00,73241.8,74449.7,72213.7,0.1025,swing_high,0.1025,18,,blocked,0.1025,0,0.1054,29.0,404.01,10,10,MID,covered_mid,absorption_reversal_long
BTC-USDT-SWAP-SHORT-1773651038000-24,2026-03-16,SHORT,2026-03-16T08:58:31+00:00,73107.1,74449.7,72213.7,0.7429,swing_high,0.7429,4,,blocked,0.7429,0,0.1029,37.0,238.81,8,10,BAD,wrong_direction,absorption_reversal_short
BTC-USDT-SWAP-SHORT-1773650318000-21,2026-03-16,SHORT,2026-03-16T08:50:38+00:00,73051.0,74449.7,72213.7,0.8111,swing_low,0.8111,4,,blocked,0.8111,0,0.1027,37.0,300.48,6,10,BAD,wrong_direction,absorption_reversal_short
BTC-USDT-SWAP-LONG-1773650421000-22,2026-03-16,LONG,2026-03-16T08:46:30+00:00,73089.8,74449.7,72213.7,0.4928,hvn,0.4928,13,,blocked,0.4928,0,0.1013,38.0,506.29,2,10,MID,covered_mid,absorption_reversal_long
BTC-USDT-SWAP-LONG-1773660808000-30,2026-03-16,LONG,2026-03-16T11:45:00+00:00,73584.4,74449.7,72213.7,0.0891,hvn,0.0891,8,,blocked,0.0891,0,0.0985,65.0,327.42,2,8,BAD,covered_late,absorption_reversal_long
BTC-USDT-SWAP-SHORT-1773660536000-29,2026-03-16,SHORT,2026-03-16T11:38:29+00:00,73531.6,74449.7,72213.7,0.3552,swing_low,0.3552,3,,blocked,0.3552,0,0.0959,70.0,1564.95,2,8,GOOD,covered_watch_early,absorption_reversal_short
BTC-USDT-SWAP-LONG-1773659225000-28,2026-03-16,LONG,2026-03-16T11:10:43+00:00,73689.9,74449.7,72213.7,0.0816,hvn,0.0816,6,,blocked,0.0816,0,0.1011,46.0,600.09,3,9,MID,covered_mid,retest_after_breakout_long
BTC-USDT-SWAP-SHORT-1773655581000-25,2026-03-16,SHORT,2026-03-16T10:27:56+00:00,73421.5,74449.7,72213.7,0.1425,swing_high,0.1425,5,,blocked,0.1425,0,0.1045,36.0,223.11,10,10,GOOD,covered_watch_early,absorption_reversal_short
BTC-USDT-SWAP-LONG-1773665169000-32,2026-03-16,LONG,2026-03-16T12:50:05+00:00,73748.4,74449.7,72213.7,0.07,hvn,0.07,3,,blocked,0.07,0,0.0982,49.0,407.47,2,8,BAD,covered_late,absorption_reversal_long
BTC-USDT-SWAP-LONG-1773664875000-31,2026-03-16,LONG,2026-03-16T12:44:36+00:00,73788.0,74449.7,72213.7,0.2359,swing_low,0.2359,4,,blocked,0.2359,0,0.0982,50.0,517.92,8,8,BAD,covered_late,absorption_reversal_long
BTC-USDT-SWAP-LONG-1773666805000-33,2026-03-16,LONG,2026-03-16T13:16:25+00:00,73905.4,74449.7,72213.7,0.7365,session_high,0.7365,1,,blocked,0.7365,0,0.0912,76.0,2226.03,4,7,BAD,covered_late,absorption_reversal_long
BTC-USDT-SWAP-LONG-1773650790000-23,2026-03-16,LONG,2026-03-16T09:02:04+00:00,73132.9,74449.7,72213.7,0.4336,hvn,0.4336,16,,blocked,0.4336,0,0.0997,49.0,601.62,8,10,MID,covered_mid,absorption_reversal_long
BTC-USDT-SWAP-LONG-1773670854000-35,2026-03-16,LONG,2026-03-16T14:24:58+00:00,74126.8,74499.9,72213.7,0.1662,hvn,0.1662,3,,blocked,0.1662,0,0.1036,41.0,277.17,3,8,BAD,wrong_direction,absorption_reversal_long
BTC-USDT-SWAP-SHORT-1773672598000-37,2026-03-16,SHORT,2026-03-16T15:13:23+00:00,73485.0,74499.9,72213.7,0.0554,swing_low,0.0554,9,,blocked,0.0554,0,0.1035,34.0,598.5,5,8,BAD,missed_no_move_in_4h,absorption_reversal_short
BTC-USDT-SWAP-LONG-1773684454000-38,2026-03-16,LONG,2026-03-16T18:24:29+00:00,74217.7,74499.9,72213.7,0.3802,session_high,0.3802,1,,blocked,0.3802,0,0.1034,39.0,190.8,3,8,BAD,missed_no_move_in_4h,absorption_reversal_long
BTC-USDT-SWAP-LONG-1773685469000-39,2026-03-16,LONG,2026-03-16T19:02:12+00:00,73924.2,74499.9,72213.7,0.1025,hvn,0.1025,5,,blocked,0.1025,0,0.0988,51.0,476.52,7,8,BAD,missed_no_move_in_4h,absorption_reversal_long
BTC-USDT-SWAP-LONG-1773695990000-40,2026-03-16,LONG,2026-03-16T21:30:23+00:00,74221.4,74499.9,72213.7,0.1059,hvn,0.1059,2,,blocked,0.1059,0,0.1009,52.0,592.68,5,8,BAD,missed_no_move_in_4h,absorption_reversal_long
BTC-USDT-SWAP-SHORT-1773670410000-34,2026-03-16,SHORT,2026-03-16T14:49:58+00:00,73080.1,74499.9,72213.7,1.1855,session_low,1.1855,1,,blocked,1.1855,0,0.1016,47.0,570.1,6,8,BAD,missed_no_move_in_4h,absorption_reversal_short
BTC-USDT-SWAP-SHORT-1773700604000-44,2026-03-16,SHORT,2026-03-16T22:40:48+00:00,74663.8,74880.0,72213.7,0.1677,swing_low,0.1677,16,72213.7,session_low,3.2815,1,0.1,42.0,588.56,8,9,BAD,missed_no_move_in_4h,absorption_reversal_short
BTC-USDT-SWAP-LONG-1773671719000-36,2026-03-16,LONG,2026-03-16T15:07:06+00:00,73430.3,74499.9,72213.7,0.0949,hvn,0.0949,5,,blocked,0.0949,0,0.1021,44.0,599.52,3,8,BAD,missed_no_move_in_4h,absorption_reversal_long
BTC-USDT-SWAP-SHORT-1773697184000-41,2026-03-16,SHORT,2026-03-16T21:53:58+00:00,74480.0,74794.9,72213.7,0.2417,hvn,0.2417,13,72213.7,session_low,3.0428,1,0.0992,38.0,982.59,4,9,BAD,missed_no_move_in_4h,absorption_reversal_short
BTC-USDT-SWAP-LONG-1773698589000-42,2026-03-16,LONG,2026-03-16T22:13:52+00:00,74788.9,74880.0,72213.7,0.1218,session_high,0.1218,1,,blocked,0.1218,0,0.0986,39.0,1398.4,9,9,BAD,missed_no_move_in_4h,absorption_reversal_long
BTC-USDT-SWAP-LONG-1773699232000-43,2026-03-16,LONG,2026-03-16T22:28:29+00:00,74654.1,74880.0,72213.7,0.3026,session_high,0.3026,1,,blocked,0.3026,0,0.0988,52.0,367.12,6,9,BAD,missed_no_move_in_4h,absorption_reversal_long
BTC-USDT-SWAP-SHORT-1773701464000-45,2026-03-16,SHORT,2026-03-16T23:20:29+00:00,74455.7,74880.0,72213.7,0.0748,hvn,0.0748,16,72213.7,session_low,3.0112,1,0.0986,69.0,684.77,10,8,BAD,missed_no_move_in_4h,absorption_reversal_short
BTC-USDT-SWAP-SHORT-1773792030000-1,2026-03-18,SHORT,2026-03-18T00:13:01+00:00,73985.1,74029.7,73771.0,0.2502,hvn,0.2502,2,,blocked,0.2502,0,0.097,65.0,594.22,0,2,BAD,missed_no_move_in_4h,absorption_reversal_short
BTC-USDT-SWAP-LONG-1773793270000-3,2026-03-18,LONG,2026-03-18T00:29:14+00:00,73739.8,74029.7,73618.2,0.0816,hvn,0.0816,2,,blocked,0.0816,0,0.1008,48.0,281.03,0,3,MID,noisy_partial_1_5,absorption_reversal_long
BTC-USDT-SWAP-LONG-1773796201000-7,2026-03-18,LONG,2026-03-18T01:13:17+00:00,73863.2,74029.7,73485.7,0.2254,session_high,0.2254,1,,blocked,0.2254,0,0.0998,56.0,230.83,0,4,MID,noisy_partial_1_5,absorption_reversal_long
BTC-USDT-SWAP-LONG-1773794558000-5,2026-03-18,LONG,2026-03-18T00:59:29+00:00,73799.6,74029.7,73485.7,0.3118,session_high,0.3118,1,,blocked,0.3118,0,0.0973,75.0,249.73,0,4,MID,noisy_partial_1_5,absorption_reversal_long
BTC-USDT-SWAP-LONG-1773793754000-4,2026-03-18,LONG,2026-03-18T00:34:06+00:00,73670.0,74029.7,73618.2,0.1086,hvn,0.1086,2,,blocked,0.1086,0,0.0982,68.0,627.89,0,3,MID,noisy_partial_1_5,absorption_reversal_long
BTC-USDT-SWAP-SHORT-1773795295000-6,2026-03-18,SHORT,2026-03-18T00:57:55+00:00,73813.3,74029.7,73485.7,0.0858,hvn,0.0858,4,,blocked,0.0858,0,0.0972,63.0,595.69,0,4,BAD,missed_no_move_in_4h,absorption_reversal_short
BTC-USDT-SWAP-LONG-1773798977000-9,2026-03-18,LONG,2026-03-18T02:00:02+00:00,74012.6,74172.0,73485.7,0.1181,hvn,0.1181,4,,blocked,0.1181,0,0.097,69.0,311.81,1,4,MID,noisy_partial_1_5,absorption_reversal_long
BTC-USDT-SWAP-LONG-1773799629000-10,2026-03-18,LONG,2026-03-18T02:15:00+00:00,74240.1,74249.7,73485.7,6.0,none_within_scan,6.0,0,75724.9,open_void_2pct,2.0,1,0.099,49.0,510.21,1,4,MID,noisy_partial_1_5,absorption_reversal_long
BTC-USDT-SWAP-SHORT-1773792781000-2,2026-03-18,SHORT,2026-03-18T00:54:55+00:00,73742.8,74029.7,73485.7,0.058,hvn,0.058,4,,blocked,0.058,0,0.1006,43.0,595.72,0,4,BAD,missed_no_move_in_4h,absorption_reversal_short
BTC-USDT-SWAP-LONG-1773800100000-11,2026-03-18,LONG,2026-03-18T02:40:01+00:00,74276.0,74364.6,73485.7,0.1193,session_high,0.1193,1,,blocked,0.1193,0,0.0971,69.0,593.45,2,5,MID,noisy_partial_1_5,absorption_reversal_long
BTC-USDT-SWAP-SHORT-1773797761000-8,2026-03-18,SHORT,2026-03-18T01:43:03+00:00,74139.9,74165.9,73485.7,0.1887,hvn,0.1887,5,,blocked,0.1887,0,0.0969,66.0,319.13,0,4,BAD,missed_no_move_in_4h,absorption_reversal_short
BTC-USDT-SWAP-SHORT-1773800297000-12,2026-03-18,SHORT,2026-03-18T02:21:49+00:00,74230.6,74258.6,73485.7,0.0789,swing_high,0.0789,6,,blocked,0.0789,0,0.0968,70.0,599.73,2,4,BAD,missed_no_move_in_4h,absorption_reversal_short
BTC-USDT-SWAP-SHORT-1773806704000-17,2026-03-18,SHORT,2026-03-18T04:37:40+00:00,74146.1,74644.4,73485.7,0.0622,hvn,0.0622,3,,blocked,0.0622,0,0.1011,51.0,410.82,6,6,BAD,missed_no_move_in_4h,absorption_reversal_short
BTC-USDT-SWAP-LONG-1773804825000-15,2026-03-18,LONG,2026-03-18T03:44:33+00:00,74444.7,74644.4,73485.7,0.2683,session_high,0.2683,1,,blocked,0.2683,0,0.0963,82.0,1051.17,3,6,BAD,missed_no_move_in_4h,absorption_reversal_long
BTC-USDT-SWAP-LONG-1773805473000-16,2026-03-18,LONG,2026-03-18T03:47:47+00:00,74429.5,74644.4,73485.7,0.2887,session_high,0.2887,1,,blocked,0.2887,0,0.0948,87.0,1051.43,3,6,BAD,missed_no_move_in_4h,absorption_reversal_long
BTC-USDT-SWAP-SHORT-1773808660000-19,2026-03-18,SHORT,2026-03-18T04:40:52+00:00,74173.0,74644.4,73485.7,0.2332,hvn,0.2332,2,,blocked,0.2332,0,0.0981,51.0,592.66,6,6,BAD,missed_no_move_in_4h,absorption_reversal_short
BTC-USDT-SWAP-LONG-1773807129000-18,2026-03-18,LONG,2026-03-18T04:15:34+00:00,74375.0,74644.4,73485.7,0.1008,hvn,0.1008,2,,blocked,0.1008,0,0.0962,80.0,683.62,4,6,BAD,missed_no_move_in_4h,absorption_reversal_long
BTC-USDT-SWAP-SHORT-1773802038000-13,2026-03-18,SHORT,2026-03-18T03:05:02+00:00,74295.5,74443.8,73485.7,0.1662,swing_high,0.1662,6,,blocked,0.1662,0,0.1014,47.0,239.48,2,5,BAD,missed_no_move_in_4h,absorption_reversal_short
BTC-USDT-SWAP-SHORT-1773814999000-20,2026-03-18,SHORT,2026-03-18T06:31:30+00:00,74170.2,74644.4,73485.7,0.0946,hvn,0.0946,6,,blocked,0.0946,0,0.0972,56.0,1592.26,8,6,BAD,missed_no_move_in_4h,absorption_reversal_short
BTC-USDT-SWAP-SHORT-1773819697000-21,2026-03-18,SHORT,2026-03-18T07:44:37+00:00,73697.0,74644.4,73485.7,0.2867,session_low,0.2867,1,,blocked,0.2867,0,0.0976,53.0,1274.67,10,6,BAD,missed_no_move_in_4h,absorption_reversal_short
BTC-USDT-SWAP-SHORT-1773819792000-22,2026-03-18,SHORT,2026-03-18T07:47:03+00:00,73700.1,74644.4,73485.7,0.2909,session_low,0.2909,1,,blocked,0.2909,0,0.0977,51.0,867.87,10,6,BAD,missed_no_move_in_4h,retest_after_breakout_short
BTC-USDT-SWAP-SHORT-1773804588000-14,2026-03-18,SHORT,2026-03-18T03:35:07+00:00,74505.3,74594.7,73485.7,0.186,swing_high,0.186,10,,blocked,0.186,0,0.0975,55.0,1793.15,3,6,BAD,missed_no_move_in_4h,retest_after_breakout_short
BTC-USDT-SWAP-SHORT-1773834431000-26,2026-03-18,SHORT,2026-03-18T11:52:33+00:00,72996.9,74644.4,72750.0,0.3382,session_low,0.3382,1,,blocked,0.3382,0,0.1019,40.0,1057.11,7,8,BAD,missed_no_move_in_4h,retest_after_breakout_short
BTC-USDT-SWAP-SHORT-1773835688000-27,2026-03-18,SHORT,2026-03-18T12:16:10+00:00,72741.8,74644.4,72626.0,0.1592,session_low,0.1592,1,,blocked,0.1592,0,0.0997,52.0,630.57,3,8,BAD,missed_no_move_in_4h,absorption_reversal_short
BTC-USDT-SWAP-SHORT-1773836170000-28,2026-03-18,SHORT,2026-03-18T12:27:28+00:00,72775.5,74644.4,72626.0,0.2054,session_low,0.2054,1,,blocked,0.2054,0,0.1006,51.0,351.69,4,8,BAD,missed_no_move_in_4h,absorption_reversal_short
BTC-USDT-SWAP-LONG-1773834114000-23,2026-03-18,LONG,2026-03-18T12:01:01+00:00,72941.3,74644.4,72750.0,1.2239,swing_low,1.2239,19,74644.4,session_high,2.3349,1,0.101,40.0,603.55,12,8,MID,noisy_partial_1_5,absorption_reversal_long
BTC-USDT-SWAP-LONG-1773834139000-24,2026-03-18,LONG,2026-03-18T12:01:01+00:00,72941.3,74644.4,72750.0,1.2239,swing_low,1.2239,19,74644.4,session_high,2.3349,1,0.101,40.0,603.55,12,8,MID,noisy_partial_1_5,absorption_reversal_long
BTC-USDT-SWAP-SHORT-1773834370000-25,2026-03-18,SHORT,2026-03-18T11:49:10+00:00,73028.3,74644.4,72750.0,0.3811,session_low,0.3811,1,,blocked,0.3811,0,0.1,60.0,259.01,8,8,BAD,missed_no_move_in_4h,retest_after_breakout_short
BTC-USDT-SWAP-SHORT-1773837926000-31,2026-03-18,SHORT,2026-03-18T12:48:26+00:00,72320.1,74644.4,72252.1,0.094,session_low,0.094,1,,blocked,0.094,0,0.0977,52.0,2483.03,8,9,BAD,missed_no_move_in_4h,retest_after_breakout_short
BTC-USDT-SWAP-SHORT-1773837656000-30,2026-03-18,SHORT,2026-03-18T12:45:26+00:00,72326.8,74644.4,72252.1,0.1033,session_low,0.1033,1,,blocked,0.1033,0,0.0996,46.0,1000.32,4,9,BAD,missed_no_move_in_4h,retest_after_breakout_short
BTC-USDT-SWAP-SHORT-1773842088000-33,2026-03-18,SHORT,2026-03-18T14:11:49+00:00,71965.1,74644.4,71833.4,0.183,session_low,0.183,1,,blocked,0.183,0,0.0977,58.0,1045.0,5,11,BAD,missed_no_move_in_4h,retest_after_breakout_short
BTC-USDT-SWAP-SHORT-1773842025000-32,2026-03-18,SHORT,2026-03-18T14:11:49+00:00,71965.1,74644.4,71833.4,0.183,session_low,0.183,1,,blocked,0.183,0,0.0977,58.0,1045.0,5,11,BAD,missed_no_move_in_4h,retest_after_breakout_short
BTC-USDT-SWAP-LONG-1773836450000-29,2026-03-18,LONG,2026-03-18T13:04:08+00:00,72333.5,74644.4,72079.1,0.0919,hvn,0.0919,6,73834.0,swing_low,2.0744,1,0.1017,40.0,610.35,9,10,MID,noisy_partial_1_5,absorption_reversal_long
BTC-USDT-SWAP-LONG-1773843528000-35,2026-03-18,LONG,2026-03-18T14:21:48+00:00,71870.5,74644.4,71806.5,0.5419,swing_low,0.5419,9,73834.0,swing_low,2.732,1,0.0948,94.0,611.71,5,11,MID,noisy_partial_1_5,retest_after_breakout_long
BTC-USDT-SWAP-LONG-1773842911000-34,2026-03-18,LONG,2026-03-18T14:18:48+00:00,71891.5,74644.4,71806.5,0.5682,hvn,0.5682,8,73834.0,swing_low,2.702,1,0.0998,59.0,241.69,5,11,MID,noisy_partial_1_5,absorption_reversal_long
BTC-USDT-SWAP-SHORT-1773844720000-37,2026-03-18,SHORT,2026-03-18T14:41:40+00:00,71623.3,74644.4,71528.1,0.1329,session_low,0.1329,1,,blocked,0.1329,0,0.0974,70.0,1262.23,4,12,BAD,missed_no_move_in_4h,absorption_reversal_short
BTC-USDT-SWAP-SHORT-1773844698000-36,2026-03-18,SHORT,2026-03-18T14:41:18+00:00,71616.4,74644.4,71528.1,0.1233,session_low,0.1233,1,,blocked,0.1233,0,0.098,74.0,510.74,4,12,BAD,missed_no_move_in_4h,absorption_reversal_short
BTC-USDT-SWAP-SHORT-1773844837000-39,2026-03-18,SHORT,2026-03-18T14:50:30+00:00,71536.4,74644.4,71430.0,0.1487,session_low,0.1487,1,,blocked,0.1487,0,0.0991,62.0,317.01,9,12,BAD,missed_no_move_in_4h,absorption_reversal_short
BTC-USDT-SWAP-SHORT-1773844787000-38,2026-03-18,SHORT,2026-03-18T14:50:30+00:00,71536.4,74644.4,71430.0,0.1487,session_low,0.1487,1,,blocked,0.1487,0,0.0991,62.0,317.01,9,12,BAD,missed_no_move_in_4h,absorption_reversal_short
BTC-USDT-SWAP-LONG-1773848497000-43,2026-03-18,LONG,2026-03-18T15:47:30+00:00,71269.7,74644.4,70812.1,0.1127,hvn,0.1127,8,72700.0,hvn,2.0069,1,0.1002,55.0,617.49,7,15,MID,noisy_partial_1_5,absorption_reversal_long
BTC-USDT-SWAP-SHORT-1773846823000-41,2026-03-18,SHORT,2026-03-18T15:16:43+00:00,71103.2,74644.4,70812.1,0.4094,session_low,0.4094,1,,blocked,0.4094,0,0.1021,56.0,328.21,4,15,BAD,missed_no_move_in_4h,retest_after_breakout_short
BTC-USDT-SWAP-SHORT-1773846814000-40,2026-03-18,SHORT,2026-03-18T15:16:34+00:00,71081.6,74644.4,70812.1,0.3791,session_low,0.3791,1,,blocked,0.3791,0,0.1018,58.0,761.05,4,15,BAD,missed_no_move_in_4h,retest_after_breakout_short
BTC-USDT-SWAP-SHORT-1773849364000-44,2026-03-18,SHORT,2026-03-18T16:00:04+00:00,71400.0,74644.4,70812.1,0.07,hvn,0.07,5,,blocked,0.07,0,0.0995,55.0,241.38,7,15,BAD,missed_no_move_in_4h,absorption_reversal_short
BTC-USDT-SWAP-LONG-1773854692000-45,2026-03-18,LONG,2026-03-18T17:35:34+00:00,71446.8,74644.4,70812.1,0.0745,hvn,0.0745,9,74169.4,swing_high,3.8107,1,0.0985,54.0,2364.33,3,15,MID,noisy_partial_1_5,absorption_reversal_long
BTC-USDT-SWAP-SHORT-1773847388000-42,2026-03-18,SHORT,2026-03-18T15:56:04+00:00,71386.1,74644.4,70812.1,0.0506,hvn,0.0506,7,,blocked,0.0506,0,0.0992,68.0,311.32,12,15,BAD,missed_no_move_in_4h,absorption_reversal_short
BTC-USDT-SWAP-LONG-1773856508000-46,2026-03-18,LONG,2026-03-18T18:14:53+00:00,71829.5,74644.4,70812.1,0.1678,hvn,0.1678,8,73850.0,swing_low,2.8129,1,0.1042,40.0,612.36,6,15,BAD,missed_no_move_in_4h,absorption_reversal_long
BTC-USDT-SWAP-LONG-1773857693000-48,2026-03-18,LONG,2026-03-18T18:24:47+00:00,71573.8,74644.4,70812.1,1.0146,hvn,1.0146,4,74644.4,session_high,4.2901,1,0.1014,58.0,614.69,0,14,BAD,missed_no_move_in_4h,absorption_reversal_long
BTC-USDT-SWAP-SHORT-1773857396000-47,2026-03-18,SHORT,2026-03-18T18:18:38+00:00,71689.9,74644.4,70812.1,0.1254,hvn,0.1254,13,,blocked,0.1254,0,0.1027,42.0,367.39,6,15,BAD,missed_no_move_in_4h,absorption_reversal_short
BTC-USDT-SWAP-SHORT-1773861038000-49,2026-03-18,SHORT,2026-03-18T19:14:27+00:00,71292.5,74644.4,70812.1,0.0596,hvn,0.0596,5,,blocked,0.0596,0,0.1003,41.0,542.72,4,14,BAD,missed_no_move_in_4h,retest_after_breakout_short
BTC-USDT-SWAP-SHORT-1773861090000-50,2026-03-18,SHORT,2026-03-18T19:14:30+00:00,71304.3,74644.4,70812.1,0.0762,hvn,0.0762,6,,blocked,0.0762,0,0.1002,42.0,385.82,4,14,BAD,missed_no_move_in_4h,retest_after_breakout_short
BTC-USDT-SWAP-SHORT-1773862102000-51,2026-03-18,SHORT,2026-03-18T19:31:31+00:00,71197.7,74644.4,70812.1,0.067,hvn,0.067,3,,blocked,0.067,0,0.0967,75.0,1076.19,4,11,BAD,missed_no_move_in_4h,absorption_reversal_short
BTC-USDT-SWAP-SHORT-1773863194000-52,2026-03-18,SHORT,2026-03-18T19:49:36+00:00,70976.3,74644.4,70812.1,0.2313,session_low,0.2313,1,,blocked,0.2313,0,0.0988,54.0,440.74,3,11,BAD,missed_no_move_in_4h,absorption_reversal_short
BTC-USDT-SWAP-SHORT-1773865224000-55,2026-03-18,SHORT,2026-03-18T20:23:30+00:00,70796.0,74644.4,70452.8,0.4848,session_low,0.4848,1,,blocked,0.4848,0,0.0974,77.0,366.46,2,11,BAD,missed_no_move_in_4h,retest_after_breakout_short
BTC-USDT-SWAP-SHORT-1773863225000-53,2026-03-18,SHORT,2026-03-18T20:20:24+00:00,70767.9,74644.4,70452.8,0.4453,session_low,0.4453,1,,blocked,0.4453,0,0.0968,77.0,621.49,6,11,BAD,missed_no_move_in_4h,absorption_reversal_short
BTC-USDT-SWAP-LONG-1773864839000-54,2026-03-18,LONG,2026-03-18T20:46:03+00:00,71146.8,74644.4,70452.8,0.0748,hvn,0.0748,8,74644.4,session_high,4.916,1,0.0992,51.0,618.22,1,10,BAD,missed_no_move_in_4h,absorption_reversal_long
BTC-USDT-SWAP-SHORT-1773866301000-56,2026-03-18,SHORT,2026-03-18T20:41:21+00:00,71141.8,74644.4,70452.8,0.0588,hvn,0.0588,3,,blocked,0.0588,0,0.099,65.0,235.68,2,10,BAD,missed_no_move_in_4h,retest_after_breakout_short
BTC-USDT-SWAP-LONG-1773866763000-57,2026-03-18,LONG,2026-03-18T20:49:21+00:00,71138.2,74644.4,70452.8,0.0869,hvn,0.0869,9,74644.4,session_high,4.9287,1,0.1013,53.0,618.47,2,10,BAD,missed_no_move_in_4h,absorption_reversal_long
BTC-USDT-SWAP-SHORT-1773879450000-2,2026-03-19,SHORT,2026-03-19T00:20:30+00:00,71090.0,71270.4,71052.8,0.0523,session_low,0.0523,3,,blocked,0.0523,0,0.0983,72.0,618.51,7,7,GOOD,covered_watch_early,absorption_reversal_short
BTC-USDT-SWAP-LONG-1773881185000-3,2026-03-19,LONG,2026-03-19T00:49:25+00:00,71049.0,71287.9,71007.9,0.0525,swing_high,0.0525,15,,blocked,0.0525,0,0.0964,74.0,1082.73,9,7,BAD,wrong_direction,retest_after_breakout_long
BTC-USDT-SWAP-LONG-1773883030000-6,2026-03-19,LONG,2026-03-19T01:21:44+00:00,71002.2,71287.9,70933.1,0.0673,hvn,0.0673,18,,blocked,0.0673,0,0.0986,64.0,633.05,12,7,BAD,wrong_direction,absorption_reversal_long
BTC-USDT-SWAP-SHORT-1773886593000-7,2026-03-19,SHORT,2026-03-19T02:22:49+00:00,71171.9,71287.9,70862.5,0.101,hvn,0.101,11,,blocked,0.101,0,0.0974,78.0,326.89,9,7,GOOD,covered_watch_early,retest_after_breakout_short
BTC-USDT-SWAP-LONG-1773878683000-1,2026-03-19,LONG,2026-03-19T00:15:09+00:00,71163.1,71270.4,71052.8,0.0519,hvn,0.0519,10,,blocked,0.0519,0,0.0986,60.0,759.78,8,7,BAD,wrong_direction,absorption_reversal_long
BTC-USDT-SWAP-SHORT-1773882002000-4,2026-03-19,SHORT,2026-03-19T01:04:24+00:00,70974.9,71287.9,70943.6,6.0,none_within_scan,6.0,0,69555.4,open_void_2pct,2.0,1,0.0956,56.0,5472.35,5,7,GOOD,covered_watch_early,absorption_reversal_short
BTC-USDT-SWAP-SHORT-1773882324000-5,2026-03-19,SHORT,2026-03-19T01:08:24+00:00,71050.0,71287.9,70933.1,0.0593,swing_low,0.0593,3,,blocked,0.0593,0,0.0975,75.0,988.02,6,7,GOOD,covered_watch_early,retest_after_breakout_short
BTC-USDT-SWAP-LONG-1773890712000-8,2026-03-19,LONG,2026-03-19T03:28:26+00:00,71506.2,71582.9,70862.5,0.1073,session_high,0.1073,1,,blocked,0.1073,0,0.1011,49.0,272.79,8,6,BAD,wrong_direction,absorption_reversal_long
BTC-USDT-SWAP-SHORT-1773891608000-11,2026-03-19,SHORT,2026-03-19T03:53:03+00:00,71219.4,71582.9,70862.5,0.0974,hvn,0.0974,10,,blocked,0.0974,0,0.0978,78.0,617.22,7,6,MID,covered_mid,absorption_reversal_short
BTC-USDT-SWAP-SHORT-1773891003000-9,2026-03-19,SHORT,2026-03-19T03:40:08+00:00,71279.3,71582.9,70862.5,0.0832,swing_high,0.0832,18,,blocked,0.0832,0,0.0955,76.0,1859.98,12,6,MID,covered_mid,absorption_reversal_short
BTC-USDT-SWAP-SHORT-1773891095000-10,2026-03-19,SHORT,2026-03-19T03:40:08+00:00,71279.3,71582.9,70862.5,0.0832,swing_high,0.0832,18,,blocked,0.0832,0,0.0955,76.0,1859.98,12,6,MID,covered_mid,absorption_reversal_short
BTC-USDT-SWAP-SHORT-1773893807000-13,2026-03-19,SHORT,2026-03-19T04:19:47+00:00,70817.5,71582.9,70689.0,0.1815,session_low,0.1815,1,,blocked,0.1815,0,0.0983,65.0,409.75,7,5,MID,covered_mid,retest_after_breakout_short
BTC-USDT-SWAP-SHORT-1773894114000-14,2026-03-19,SHORT,2026-03-19T04:38:03+00:00,70763.1,71582.9,70628.0,0.1909,session_low,0.1909,1,,blocked,0.1909,0,0.0972,82.0,634.28,11,5,MID,covered_mid,retest_after_breakout_short
BTC-USDT-SWAP-LONG-1773893554000-12,2026-03-19,LONG,2026-03-19T04:31:37+00:00,70667.3,71582.9,70628.0,0.4708,hvn,0.4708,11,,blocked,0.4708,0,0.0963,70.0,809.17,5,5,BAD,wrong_direction,absorption_reversal_long
BTC-USDT-SWAP-LONG-1773894697000-15,2026-03-19,LONG,2026-03-19T04:43:35+00:00,70772.7,71582.9,70628.0,0.1927,swing_high,0.1927,18,,blocked,0.1927,0,0.0984,49.0,981.49,12,5,BAD,wrong_direction,retest_after_breakout_long
BTC-USDT-SWAP-LONG-1773902340000-16,2026-03-19,LONG,2026-03-19T07:01:29+00:00,70532.4,71582.9,70448.2,0.2376,hvn,0.2376,16,,blocked,0.2376,0,0.0986,54.0,623.81,9,6,BAD,wrong_direction,retest_after_breakout_long
BTC-USDT-SWAP-LONG-1773903689000-17,2026-03-19,LONG,2026-03-19T07:05:55+00:00,70461.7,71582.9,70310.3,0.3178,swing_low,0.3178,18,,blocked,0.3178,0,0.1001,57.0,624.49,10,7,BAD,wrong_direction,retest_after_breakout_long
BTC-USDT-SWAP-LONG-1773910669000-22,2026-03-19,LONG,2026-03-19T09:00:49+00:00,70034.5,71582.9,69438.0,0.0915,swing_high,0.0915,12,71582.9,session_high,2.2109,1,0.0997,64.0,272.41,8,10,BAD,wrong_direction,absorption_reversal_long
