selector,kind,selected_n,alerts_per_day,good_n,wrong_n,precision_pct,recall_pct,wrong_rate_pct,h1_precision_pct,h2_precision_pct,long_precision_pct,short_precision_pct,avg_lead_min,median_lead_min
L2::S::local_realized_vol_60m_ge_0.0005::top1,single+top1,29,1.0,3,3,10.34,2.44,10.34,14.29,6.67,18.75,0.0,122.91,140.95
L2::S::local_realized_vol_60m_ge_0.0005::top2,single+top2,57,1.966,5,5,8.77,4.07,8.77,10.71,6.9,13.79,3.57,121.23,140.95
L2::S::local_realized_vol_60m_le_0.0005,single,209,7.207,23,24,11.0,18.7,11.48,9.64,11.9,8.82,13.08,106.92,111.33
L2::S::local_realized_vol_60m_le_0.0005::top1,single+top1,22,0.759,3,3,13.64,2.44,13.64,0.0,21.43,0.0,23.08,145.84,189.6
L2::S::local_realized_vol_60m_le_0.0005::top2,single+top2,43,1.483,8,6,18.6,6.5,13.95,12.5,22.22,13.64,23.81,114.7,96.85
L2::S::local_realized_vol_60m_ge_0.0006,single,627,21.621,70,89,11.16,56.91,14.19,13.26,8.57,12.62,9.75,82.98,70.42
L2::S::local_realized_vol_60m_ge_0.0006::top1,single+top1,27,0.931,2,2,7.41,1.63,7.41,7.69,7.14,15.38,0.0,113.89,113.89
L2::S::local_realized_vol_60m_ge_0.0006::top2,single+top2,53,1.828,5,3,9.43,4.07,5.66,7.69,11.11,14.29,4.0,101.35,60.88
L2::S::local_realized_vol_60m_le_0.0006,single,420,14.483,56,50,13.33,45.53,11.9,14.2,12.79,12.5,14.09,111.04,108.08
L2::S::local_realized_vol_60m_le_0.0006::top1,single+top1,28,0.966,4,5,14.29,3.25,17.86,7.69,20.0,14.29,14.29,144.62,165.27
L2::S::local_realized_vol_60m_le_0.0006::top2,single+top2,55,1.897,8,8,14.55,6.5,14.55,12.0,16.67,15.0,14.29,128.66,145.05
L2::S::local_realized_vol_60m_ge_0.0007,single,418,14.414,42,60,10.05,34.15,14.35,12.66,6.63,11.06,9.05,82.45,78.48
L2::S::local_realized_vol_60m_ge_0.0007::top1,single+top1,26,0.897,3,2,11.54,2.44,7.69,8.33,14.29,20.0,0.0,112.06,80.02
L2::S::local_realized_vol_60m_ge_0.0007::top2,single+top2,51,1.759,5,4,9.8,4.07,7.84,8.33,11.11,11.11,8.33,80.55,60.88
L2::S::local_realized_vol_60m_le_0.0007,single,627,21.621,81,80,12.92,65.85,12.76,13.65,12.36,13.25,12.62,103.65,92.63
L2::S::local_realized_vol_60m_le_0.0007::top1,single+top1,29,1.0,5,4,17.24,4.07,13.79,7.14,26.67,22.22,15.0,151.0,176.55
L2::S::local_realized_vol_60m_le_0.0007::top2,single+top2,58,2.0,8,7,13.79,6.5,12.07,7.14,20.0,18.18,11.11,133.99,158.75
L2::S::local_realized_vol_60m_ge_0.0009,single,210,7.241,13,36,6.19,10.57,17.14,7.81,3.66,6.86,5.56,55.84,43.65
L2::S::local_realized_vol_60m_ge_0.0009::top1,single+top1,24,0.828,1,3,4.17,0.81,12.5,8.33,0.0,9.09,0.0,51.23,51.23
L2::S::local_realized_vol_60m_ge_0.0009::top2,single+top2,47,1.621,2,7,4.26,1.63,14.89,8.33,0.0,10.0,0.0,47.44,47.44
L2::S::local_realized_vol_60m_le_0.0009,single,835,28.793,110,103,13.17,89.43,12.34,15.08,11.6,13.79,12.59,101.21,88.06
L2::S::local_realized_vol_60m_le_0.0009::top1,single+top1,29,1.0,4,1,13.79,3.25,3.45,7.14,20.0,20.0,10.53,141.02,158.75
L2::S::local_realized_vol_60m_le_0.0009::top2,single+top2,58,2.0,9,4,15.52,7.32,6.9,10.71,20.0,16.67,14.71,125.87,140.95
L2::S::local_realized_vol_180m_ge_0.0005,single,835,28.793,103,120,12.34,83.74,14.37,14.01,10.63,12.86,11.82,96.75,85.95
L2::S::local_realized_vol_180m_ge_0.0005::top1,single+top1,29,1.0,3,2,10.34,2.44,6.9,14.29,6.67,23.08,0.0,122.91,140.95
L2::S::local_realized_vol_180m_ge_0.0005::top2,single+top2,56,1.931,6,3,10.71,4.88,5.36,10.71,10.71,13.79,7.41,132.85,158.75
L2::S::local_realized_vol_180m_le_0.0005,single,211,7.276,21,19,9.95,17.07,9.0,9.3,10.4,10.2,9.73,97.33,101.07
L2::S::local_realized_vol_180m_le_0.0005::top1,single+top1,17,0.586,4,0,23.53,3.25,0.0,16.67,27.27,20.0,25.0,114.74,106.2
L2::S::local_realized_vol_180m_le_0.0005::top2,single+top2,34,1.172,7,2,20.59,5.69,5.88,8.33,27.27,16.67,22.73,105.87,101.07
L2::S::local_realized_vol_180m_ge_0.0006,single,627,21.621,76,96,12.12,61.79,15.31,12.87,11.23,13.31,10.97,93.39,82.33
L2::S::local_realized_vol_180m_ge_0.0006::top1,single+top1,26,0.897,2,2,7.69,1.63,7.69,8.33,7.14,16.67,0.0,113.89,113.89
L2::S::local_realized_vol_180m_ge_0.0006::top2,single+top2,50,1.724,4,4,8.0,3.25,8.0,8.33,7.69,13.64,3.57,116.3,118.72
L2::S::local_realized_vol_180m_le_0.0006,single,419,14.448,49,43,11.69,39.84,10.26,14.02,10.2,11.39,11.98,101.21,97.55
L2::S::local_realized_vol_180m_le_0.0006::top1,single+top1,27,0.931,4,2,14.81,3.25,7.41,8.33,20.0,12.5,15.79,144.62,165.27
L2::S::local_realized_vol_180m_le_0.0006::top2,single+top2,51,1.759,9,5,17.65,7.32,9.8,19.05,16.67,19.05,16.67,124.57,140.95
L2::S::local_realized_vol_180m_ge_0.0007,single,418,14.414,45,71,10.77,36.59,16.99,11.48,9.77,12.08,9.48,86.96,76.95
L2::S::local_realized_vol_180m_ge_0.0007::top1,single+top1,25,0.862,2,1,8.0,1.63,4.0,8.33,7.69,15.38,0.0,128.08,128.08
L2::S::local_realized_vol_180m_ge_0.0007::top2,single+top2,49,1.69,5,3,10.2,4.07,6.12,8.33,12.0,14.81,4.55,108.03,80.02
L2::S::local_realized_vol_180m_le_0.0007,single,626,21.586,78,69,12.46,63.41,11.02,14.83,10.74,12.58,12.35,101.86,90.7
L2::S::local_realized_vol_180m_le_0.0007::top1,single+top1,29,1.0,5,3,17.24,4.07,10.34,7.14,26.67,20.0,15.79,151.0,176.55
L2::S::local_realized_vol_180m_le_0.0007::top2,single+top2,58,2.0,9,6,15.52,7.32,10.34,10.71,20.0,18.18,13.89,124.48,140.95
L2::S::local_realized_vol_180m_ge_0.0009,single,211,7.276,11,37,5.21,8.94,17.54,6.47,2.78,5.88,4.59,49.03,34.57
L2::S::local_realized_vol_180m_ge_0.0009::top1,single+top1,23,0.793,1,1,4.35,0.81,4.35,9.09,0.0,7.69,0.0,51.23,51.23
L2::S::local_realized_vol_180m_ge_0.0009::top2,single+top2,44,1.517,2,3,4.55,1.63,6.82,9.09,0.0,4.35,4.76,42.9,42.9
L2::S::local_realized_vol_180m_le_0.0009,single,834,28.759,112,102,13.43,91.06,12.23,15.72,11.61,14.04,12.85,101.07,88.06
L2::S::local_realized_vol_180m_le_0.0009::top1,single+top1,29,1.0,4,3,13.79,3.25,10.34,7.14,20.0,22.22,10.0,141.02,158.75
L2::S::local_realized_vol_180m_le_0.0009::top2,single+top2,58,2.0,9,6,15.52,7.32,10.34,10.71,20.0,17.39,14.29,125.87,140.95
L2::S::dist_to_recent_swing_high_pct_ge_0.2294,single,835,28.793,85,113,10.18,69.11,13.53,12.17,8.25,11.25,9.23,100.05,92.63
L2::S::dist_to_recent_swing_high_pct_ge_0.2294::top1,single+top1,29,1.0,4,2,13.79,3.25,6.9,7.14,20.0,25.0,5.88,127.84,134.59
L2::S::dist_to_recent_swing_high_pct_ge_0.2294::top2,single+top2,58,2.0,7,4,12.07,5.69,6.9,7.14,16.67,20.0,6.06,134.02,149.15
L2::S::dist_to_recent_swing_high_pct_le_0.2294,single,209,7.207,38,26,18.18,30.89,12.44,17.71,18.58,16.1,20.88,88.28,61.76
L2::S::dist_to_recent_swing_high_pct_le_0.2294::top1,single+top1,29,1.0,7,2,24.14,5.69,6.9,21.43,26.67,21.43,26.67,106.18,60.88
L2::S::dist_to_recent_swing_high_pct_le_0.2294::top2,single+top2,57,1.966,12,5,21.05,9.76,8.77,22.22,20.0,12.5,32.0,79.04,58.93
L2::S::dist_to_recent_swing_high_pct_ge_0.4616,single,627,21.621,53,79,8.45,43.09,12.6,10.26,6.77,10.55,6.82,112.86,109.12
L2::S::dist_to_recent_swing_high_pct_ge_0.4616::top1,single+top1,29,1.0,3,1,10.34,2.44,3.45,0.0,20.0,20.0,5.26,153.37,176.55
L2::S::dist_to_recent_swing_high_pct_ge_0.4616::top2,single+top2,58,2.0,7,3,12.07,5.69,5.17,7.14,16.67,21.74,5.71,156.15,176.55
L2::S::dist_to_recent_swing_high_pct_le_0.4616,single,417,14.379,70,60,16.79,56.91,14.39,17.56,16.04,14.53,19.67,83.96,59.81
L2::S::dist_to_recent_swing_high_pct_le_0.4616::top1,single+top1,29,1.0,8,2,27.59,6.5,6.9,28.57,26.67,33.33,23.53,99.31,58.93
L2::S::dist_to_recent_swing_high_pct_le_0.4616::top2,single+top2,58,2.0,13,5,22.41,10.57,8.62,21.43,23.33,16.67,28.57,77.16,56.98
L2::S::dist_to_recent_swing_high_pct_ge_0.8445,single,418,14.414,30,52,7.18,24.39,12.44,9.6,5.0,9.64,5.56,98.76,92.46
L2::S::dist_to_recent_swing_high_pct_ge_0.8445::top1,single+top1,27,0.931,0,1,0.0,0.0,3.7,0.0,0.0,0.0,0.0,,
L2::S::dist_to_recent_swing_high_pct_ge_0.8445::top2,single+top2,53,1.828,2,4,3.77,1.63,7.55,3.85,3.7,5.56,2.86,129.69,129.69
L2::S::dist_to_recent_swing_high_pct_le_0.8445,single,626,21.586,94,87,15.02,76.42,13.9,15.86,14.2,13.99,16.25,96.83,86.19
L2::S::dist_to_recent_swing_high_pct_le_0.8445::top1,single+top1,29,1.0,9,2,31.03,7.32,6.9,35.71,26.67,41.67,23.53,96.35,60.88
L2::S::dist_to_recent_swing_high_pct_le_0.8445::top2,single+top2,58,2.0,14,5,24.14,11.38,8.62,25.0,23.33,20.69,27.59,98.03,62.38
L2::S::dist_to_recent_swing_high_pct_ge_1.3224,single,210,7.241,10,24,4.76,8.13,11.43,6.0,3.64,5.41,4.41,85.27,63.5
L2::S::dist_to_recent_swing_high_pct_ge_1.3224::top1,single+top1,24,0.828,0,2,0.0,0.0,8.33,0.0,0.0,0.0,0.0,,
L2::S::dist_to_recent_swing_high_pct_ge_1.3224::top2,single+top2,47,1.621,1,3,2.13,0.81,6.38,4.35,0.0,7.14,0.0,19.25,19.25
L2::S::dist_to_recent_swing_high_pct_le_1.3224,single,834,28.759,113,116,13.55,91.87,13.91,15.02,12.15,13.56,13.53,97.4,87.37
L2::S::dist_to_recent_swing_high_pct_le_1.3224::top1,single+top1,29,1.0,5,1,17.24,4.07,3.45,14.29,20.0,25.0,11.76,123.06,140.95
L2::S::dist_to_recent_swing_high_pct_le_1.3224::top2,single+top2,58,2.0,11,3,18.97,8.94,5.17,17.86,20.0,17.86,20.0,112.04,101.07
L2::S::dist_to_recent_swing_low_pct_ge_0.2045,single,835,28.793,91,124,10.9,73.98,14.85,13.03,8.72,11.21,10.57,90.68,81.0
L2::S::dist_to_recent_swing_low_pct_ge_0.2045::top1,single+top1,29,1.0,4,1,13.79,3.25,3.45,14.29,13.33,18.18,11.11,62.15,54.1
L2::S::dist_to_recent_swing_low_pct_ge_0.2045::top2,single+top2,58,2.0,7,3,12.07,5.69,5.17,14.29,10.0,10.34,13.79,68.02,51.23
L2::S::dist_to_recent_swing_low_pct_le_0.2045,single,209,7.207,32,16,15.31,26.02,7.66,14.29,16.0,18.52,13.28,112.71,118.12
L2::S::dist_to_recent_swing_low_pct_le_0.2045::top1,single+top1,28,0.966,6,2,21.43,4.88,7.14,21.43,21.43,27.27,17.65,110.7,114.46
L2::S::dist_to_recent_swing_low_pct_le_0.2045::top2,single+top2,55,1.897,11,3,20.0,8.94,5.45,18.52,21.43,20.0,20.0,124.41,140.95
L2::S::dist_to_recent_swing_low_pct_ge_0.4255,single,629,21.69,75,102,11.92,60.98,16.22,12.91,10.81,12.64,11.03,91.82,81.82
L2::S::dist_to_recent_swing_low_pct_ge_0.4255::top1,single+top1,29,1.0,4,2,13.79,3.25,6.9,14.29,13.33,7.14,20.0,65.22,60.24
L2::S::dist_to_recent_swing_low_pct_ge_0.4255::top2,single+top2,58,2.0,11,3,18.97,8.94,5.17,21.43,16.67,12.12,28.0,65.09,63.5
L2::S::dist_to_recent_swing_low_pct_le_0.4255,single,417,14.379,48,37,11.51,39.02,8.87,13.64,9.96,11.73,11.37,103.59,101.19
L2::S::dist_to_recent_swing_low_pct_le_0.4255::top1,single+top1,29,1.0,5,1,17.24,4.07,3.45,14.29,20.0,30.77,6.25,113.31,140.95
L2::S::dist_to_recent_swing_low_pct_le_0.4255::top2,single+top2,58,2.0,11,2,18.97,8.94,3.45,17.86,20.0,26.09,14.29,117.02,140.95
L2::S::dist_to_recent_swing_low_pct_ge_0.8233,single,418,14.414,48,78,11.48,39.02,18.66,12.08,10.67,12.81,9.66,88.1,82.33
L2::S::dist_to_recent_swing_low_pct_ge_0.8233::top1,single+top1,28,0.966,2,3,7.14,1.63,10.71,14.29,0.0,10.0,0.0,41.81,41.81
L2::S::dist_to_recent_swing_low_pct_ge_0.8233::top2,single+top2,55,1.897,4,7,7.27,3.25,12.73,11.11,3.57,5.41,11.11,63.64,46.73
L2::S::dist_to_recent_swing_low_pct_le_0.8233,single,626,21.586,75,61,11.98,60.98,9.74,14.29,10.28,11.99,11.98,101.73,88.15
L2::S::dist_to_recent_swing_low_pct_le_0.8233::top1,single+top1,29,1.0,6,0,20.69,4.88,0.0,14.29,26.67,36.36,11.11,103.92,98.96
L2::S::dist_to_recent_swing_low_pct_le_0.8233::top2,single+top2,58,2.0,13,2,22.41,10.57,3.45,17.86,26.67,30.43,17.14,102.56,92.63
L2::S::dist_to_recent_swing_low_pct_ge_1.4109,single,210,7.241,14,43,6.67,11.38,20.48,5.59,8.96,6.72,6.59,55.77,41.09
L2::S::dist_to_recent_swing_low_pct_ge_1.4109::top1,single+top1,22,0.759,0,2,0.0,0.0,9.09,0.0,0.0,0.0,0.0,,
L2::S::dist_to_recent_swing_low_pct_ge_1.4109::top2,single+top2,40,1.379,2,3,5.0,1.63,7.5,4.76,5.26,9.09,0.0,26.1,26.1
L2::S::dist_to_recent_swing_low_pct_le_1.4109,single,834,28.759,110,96,13.19,89.43,11.51,16.48,10.64,14.36,12.16,100.81,87.97
L2::S::dist_to_recent_swing_low_pct_le_1.4109::top1,single+top1,29,1.0,5,1,17.24,4.07,3.45,14.29,20.0,33.33,10.0,123.06,140.95
L2::S::dist_to_recent_swing_low_pct_le_1.4109::top2,single+top2,58,2.0,11,3,18.97,8.94,5.17,17.86,20.0,23.81,16.22,112.04,101.07
L2::S::dist_to_4h_mean_pct_ge_-0.5557,single,835,28.793,115,122,13.77,93.5,14.61,14.84,12.74,13.83,13.71,96.14,86.42
L2::S::dist_to_4h_mean_pct_ge_-0.5557::top1,single+top1,29,1.0,6,1,20.69,4.88,3.45,21.43,20.0,25.0,17.65,112.7,100.91
L2::S::dist_to_4h_mean_pct_ge_-0.5557::top2,single+top2,58,2.0,12,3,20.69,9.76,5.17,21.43,20.0,17.86,23.33,108.03,82.47
L2::S::dist_to_4h_mean_pct_le_-0.5557,single,209,7.207,8,18,3.83,6.5,8.61,6.25,1.77,2.99,4.23,100.39,97.91
L2::S::dist_to_4h_mean_pct_le_-0.5557::top1,single+top1,27,0.931,0,1,0.0,0.0,3.7,0.0,0.0,0.0,0.0,,
L2::S::dist_to_4h_mean_pct_le_-0.5557::top2,single+top2,50,1.724,1,4,2.0,0.81,8.0,4.17,0.0,8.33,0.0,19.25,19.25
L2::S::dist_to_4h_mean_pct_ge_-0.1508,single,627,21.621,92,94,14.67,74.8,14.99,15.53,13.77,14.16,15.3,88.64,78.16
L2::S::dist_to_4h_mean_pct_ge_-0.1508::top1,single+top1,29,1.0,7,1,24.14,5.69,3.45,28.57,20.0,28.57,20.0,115.09,101.07
L2::S::dist_to_4h_mean_pct_ge_-0.1508::top2,single+top2,58,2.0,11,2,18.97,8.94,3.45,25.0,13.33,11.43,30.43,90.16,60.88
L2::S::dist_to_4h_mean_pct_le_-0.1508,single,417,14.379,31,45,7.43,25.2,10.79,9.24,6.01,8.64,6.67,119.48,132.32
L2::S::dist_to_4h_mean_pct_le_-0.1508::top1,single+top1,29,1.0,3,1,10.34,2.44,3.45,0.0,20.0,25.0,4.76,153.37,176.55
L2::S::dist_to_4h_mean_pct_le_-0.1508::top2,single+top2,58,2.0,5,3,8.62,4.07,5.17,3.57,13.33,20.0,2.63,131.18,176.55
L2::S::dist_to_4h_mean_pct_ge_0.1715,single,418,14.414,58,72,13.88,47.15,17.22,14.04,13.68,14.29,13.29,86.27,80.59
L2::S::dist_to_4h_mean_pct_ge_0.1715::top1,single+top1,29,1.0,3,3,10.34,2.44,10.34,14.29,6.67,10.0,11.11,33.84,17.9
L2::S::dist_to_4h_mean_pct_ge_0.1715::top2,single+top2,58,2.0,8,9,13.79,6.5,15.52,14.29,13.33,8.57,21.74,51.3,44.79
L2::S::dist_to_4h_mean_pct_le_0.1715,single,626,21.586,65,67,10.38,52.85,10.7,12.59,8.62,10.61,10.22,105.46,97.55
L2::S::dist_to_4h_mean_pct_le_0.1715::top1,single+top1,29,1.0,5,1,17.24,4.07,3.45,14.29,20.0,30.0,10.53,123.06,140.95
L2::S::dist_to_4h_mean_pct_le_0.1715::top2,single+top2,58,2.0,13,3,22.41,10.57,5.17,17.86,26.67,32.0,15.15,100.32,92.63
L2::S::dist_to_4h_mean_pct_ge_0.5432,single,210,7.241,20,45,9.52,16.26,21.43,9.7,9.21,5.74,14.77,55.26,31.52
L2::S::dist_to_4h_mean_pct_ge_0.5432::top1,single+top1,24,0.828,2,5,8.33,1.63,20.83,8.33,8.33,0.0,25.0,121.45,121.45
L2::S::dist_to_4h_mean_pct_ge_0.5432::top2,single+top2,47,1.621,5,7,10.64,4.07,14.89,12.5,8.7,6.06,21.43,99.6,21.78
L2::S::dist_to_4h_mean_pct_le_0.5432,single,834,28.759,103,94,12.35,83.74,11.27,14.48,10.63,14.47,10.51,104.4,92.63
L2::S::dist_to_4h_mean_pct_le_0.5432::top1,single+top1,29,1.0,5,1,17.24,4.07,3.45,14.29,20.0,27.27,11.11,123.06,140.95
L2::S::dist_to_4h_mean_pct_le_0.5432::top2,single+top2,58,2.0,10,3,17.24,8.13,5.17,14.29,20.0,20.0,15.15,118.41,121.01
L2::S::abs_dist_to_4h_mean_pct_ge_0.1582,single,835,28.793,90,118,10.78,73.17,14.13,12.08,9.5,12.25,9.37,99.27,88.47
L2::S::abs_dist_to_4h_mean_pct_ge_0.1582::top1,single+top1,29,1.0,2,3,6.9,1.63,10.34,0.0,13.33,7.69,6.25,183.74,183.74
L2::S::abs_dist_to_4h_mean_pct_ge_0.1582::top2,single+top2,58,2.0,4,6,6.9,3.25,10.34,0.0,13.33,11.11,3.23,159.17,176.55
L2::S::abs_dist_to_4h_mean_pct_le_0.1582,single,209,7.207,34,21,16.27,27.64,10.05,19.35,13.79,13.86,18.52,92.68,70.42
L2::S::abs_dist_to_4h_mean_pct_le_0.1582::top1,single+top1,29,1.0,7,1,24.14,5.69,3.45,28.57,20.0,28.57,20.0,115.09,101.07
L2::S::abs_dist_to_4h_mean_pct_le_0.1582::top2,single+top2,58,2.0,15,3,25.86,12.2,5.17,28.57,23.33,22.58,29.63,99.91,63.88
L2::S::abs_dist_to_4h_mean_pct_ge_0.3438,single,627,21.621,56,92,8.93,45.53,14.67,10.94,6.84,9.63,8.28,83.34,67.59
L2::S::abs_dist_to_4h_mean_pct_ge_0.3438::top1,single+top1,29,1.0,1,3,3.45,0.81,10.34,7.14,0.0,7.69,0.0,11.93,11.93
L2::S::abs_dist_to_4h_mean_pct_ge_0.3438::top2,single+top2,58,2.0,5,6,8.62,4.07,10.34,10.71,6.67,7.41,9.68,70.24,19.25
L2::S::abs_dist_to_4h_mean_pct_le_0.3438,single,417,14.379,67,47,16.07,54.47,11.27,17.11,15.22,16.35,15.79,107.34,96.98
L2::S::abs_dist_to_4h_mean_pct_le_0.3438::top1,single+top1,29,1.0,7,1,24.14,5.69,3.45,28.57,20.0,28.57,20.0,111.04,101.07
L2::S::abs_dist_to_4h_mean_pct_le_0.3438::top2,single+top2,58,2.0,16,3,27.59,13.01,5.17,28.57,26.67,23.33,32.14,105.9,82.47
L2::S::abs_dist_to_4h_mean_pct_ge_0.5467,single,418,14.414,26,63,6.22,21.14,15.07,7.46,4.74,4.79,7.39,72.74,44.95
L2::S::abs_dist_to_4h_mean_pct_ge_0.5467::top1,single+top1,29,1.0,1,3,3.45,0.81,10.34,0.0,6.67,0.0,7.14,221.12,221.12
L2::S::abs_dist_to_4h_mean_pct_ge_0.5467::top2,single+top2,57,1.966,3,6,5.26,2.44,10.53,7.41,3.33,4.0,6.25,87.38,21.78
L2::S::abs_dist_to_4h_mean_pct_le_0.5467,single,626,21.586,97,76,15.5,78.86,12.14,17.99,13.51,16.82,14.1,102.76,88.78
L2::S::abs_dist_to_4h_mean_pct_le_0.5467::top1,single+top1,29,1.0,6,1,20.69,4.88,3.45,21.43,20.0,25.0,17.65,112.7,100.91
L2::S::abs_dist_to_4h_mean_pct_le_0.5467::top2,single+top2,58,2.0,13,3,22.41,10.57,5.17,21.43,23.33,18.52,25.81,111.19,101.07
L2::S::abs_dist_to_4h_mean_pct_ge_0.8944,single,210,7.241,11,22,5.24,8.94,10.48,5.04,5.49,3.12,7.02,71.87,48.58
L2::S::abs_dist_to_4h_mean_pct_ge_0.8944::top1,single+top1,23,0.793,0,2,0.0,0.0,8.7,0.0,0.0,0.0,0.0,,
L2::S::abs_dist_to_4h_mean_pct_ge_0.8944::top2,single+top2,45,1.552,1,4,2.22,0.81,8.89,4.17,0.0,0.0,3.33,132.32,132.32
L2::S::abs_dist_to_4h_mean_pct_le_0.8944,single,834,28.759,112,117,13.43,91.06,14.03,15.72,11.43,14.53,12.35,98.82,87.67
L2::S::abs_dist_to_4h_mean_pct_le_0.8944::top1,single+top1,29,1.0,5,1,17.24,4.07,3.45,14.29,20.0,27.27,11.11,123.06,140.95
L2::S::abs_dist_to_4h_mean_pct_le_0.8944::top2,single+top2,58,2.0,10,3,17.24,8.13,5.17,14.29,20.0,19.23,15.62,118.41,121.01
L2::S::taker_imb_5m_ge_-0.1777,single,835,28.793,97,114,11.62,78.86,13.65,12.83,10.43,12.33,11.21,93.58,86.42
L2::S::taker_imb_5m_ge_-0.1777::top1,single+top1,29,1.0,4,1,13.79,3.25,3.45,0.0,26.67,12.5,14.29,153.52,183.07
L2::S::taker_imb_5m_ge_-0.1777::top2,single+top2,58,2.0,9,3,15.52,7.32,5.17,10.71,20.0,18.18,13.89,133.12,176.55
L2::S::taker_imb_5m_le_-0.1777,single,209,7.207,26,25,12.44,21.14,11.96,14.89,10.43,12.44,,106.97,89.29
L2::S::taker_imb_5m_le_-0.1777::top1,single+top1,29,1.0,5,4,17.24,4.07,13.79,21.43,13.33,17.24,,82.16,92.63
L2::S::taker_imb_5m_le_-0.1777::top2,single+top2,58,2.0,9,7,15.52,7.32,12.07,17.86,13.33,15.52,,75.18,53.23
L2::S::taker_imb_5m_ge_-0.1034,single,627,21.621,71,85,11.32,57.72,13.56,11.51,11.15,11.96,11.21,90.63,63.88
L2::S::taker_imb_5m_ge_-0.1034::top1,single+top1,29,1.0,3,2,10.34,2.44,6.9,0.0,20.0,0.0,12.0,145.84,189.6
L2::S::taker_imb_5m_ge_-0.1034::top2,single+top2,58,2.0,6,5,10.34,4.88,8.62,3.57,16.67,0.0,12.77,114.48,105.02
L2::S::taker_imb_5m_le_-0.1034,single,418,14.414,52,55,12.44,42.28,13.16,15.76,9.3,12.44,,104.3,96.81
L2::S::taker_imb_5m_le_-0.1034::top1,single+top1,29,1.0,5,4,17.24,4.07,13.79,21.43,13.33,17.24,,94.66,92.63
L2::S::taker_imb_5m_le_-0.1034::top2,single+top2,58,2.0,9,9,15.52,7.32,15.52,17.86,13.33,15.52,,110.0,101.07
L2::S::taker_imb_5m_ge_0.1114,single,418,14.414,45,59,10.77,36.59,14.11,8.65,12.86,,10.77,104.66,88.15
L2::S::taker_imb_5m_ge_0.1114::top1,single+top1,29,1.0,3,1,10.34,2.44,3.45,0.0,20.0,,10.34,173.92,189.6
L2::S::taker_imb_5m_ge_0.1114::top2,single+top2,58,2.0,8,5,13.79,6.5,8.62,7.14,20.0,,13.79,134.71,163.14
L2::S::taker_imb_5m_le_0.1114,single,626,21.586,78,81,12.46,63.41,12.94,16.44,8.84,12.4,12.71,91.66,84.4
L2::S::taker_imb_5m_le_0.1114::top1,single+top1,29,1.0,6,3,20.69,4.88,10.34,14.29,26.67,18.18,28.57,92.94,74.8
L2::S::taker_imb_5m_le_0.1114::top2,single+top2,58,2.0,11,6,18.97,8.94,10.34,17.86,20.0,19.57,16.67,82.55,56.98
L2::S::taker_imb_5m_ge_0.1978,single,210,7.241,22,21,10.48,17.89,10.0,9.18,11.61,,10.48,85.42,81.0
L2::S::taker_imb_5m_ge_0.1978::top1,single+top1,29,1.0,3,2,10.34,2.44,6.9,14.29,6.67,,10.34,80.04,63.88
L2::S::taker_imb_5m_ge_0.1978::top2,single+top2,58,2.0,5,5,8.62,4.07,8.62,10.71,6.67,,8.62,71.84,63.88
L2::S::taker_imb_5m_le_0.1978,single,835,28.793,103,118,12.34,83.74,14.13,14.63,10.12,12.4,12.23,97.56,87.37
L2::S::taker_imb_5m_le_0.1978::top1,single+top1,29,1.0,5,1,17.24,4.07,3.45,14.29,20.0,20.0,14.29,123.06,140.95
L2::S::taker_imb_5m_le_0.1978::top2,single+top2,58,2.0,12,3,20.69,9.76,5.17,17.86,23.33,18.18,24.0,110.42,96.85
L2::S::taker_imb_15m_ge_-0.1285,single,835,28.793,96,112,11.5,78.05,13.41,12.38,10.57,11.53,11.47,91.86,78.16
L2::S::taker_imb_15m_ge_-0.1285::top1,single+top1,29,1.0,6,1,20.69,4.88,3.45,14.29,26.67,30.0,15.79,139.1,165.27
L2::S::taker_imb_15m_ge_-0.1285::top2,single+top2,58,2.0,10,3,17.24,8.13,5.17,14.29,20.0,19.23,15.62,102.35,58.93
L2::S::taker_imb_15m_le_-0.1285,single,209,7.207,27,27,12.92,21.95,12.92,17.95,9.92,14.81,9.46,112.58,101.07
L2::S::taker_imb_15m_le_-0.1285::top1,single+top1,29,1.0,5,1,17.24,4.07,3.45,14.29,20.0,22.73,0.0,84.43,92.63
L2::S::taker_imb_15m_le_-0.1285::top2,single+top2,57,1.966,9,5,15.79,7.32,8.77,7.41,23.33,16.67,13.33,108.34,101.07
L2::S::taker_imb_15m_ge_-0.0383,single,627,21.621,76,79,12.12,61.79,12.6,12.31,11.92,11.37,12.63,91.72,73.69
L2::S::taker_imb_15m_ge_-0.0383::top1,single+top1,29,1.0,7,1,24.14,5.69,3.45,21.43,26.67,33.33,20.0,126.14,140.95
L2::S::taker_imb_15m_ge_-0.0383::top2,single+top2,58,2.0,11,4,18.97,8.94,6.9,17.86,20.0,20.83,17.65,94.91,56.98
L2::S::taker_imb_15m_le_-0.0383,single,418,14.414,47,60,11.24,38.21,14.35,14.75,8.51,13.44,7.88,104.0,92.63
L2::S::taker_imb_15m_le_-0.0383::top1,single+top1,29,1.0,3,4,10.34,2.44,13.79,7.14,13.33,15.0,0.0,123.42,101.07
L2::S::taker_imb_15m_le_-0.0383::top2,single+top2,58,2.0,8,6,13.79,6.5,10.34,10.71,16.67,17.5,5.56,102.44,96.85
