id,date,dir,regime_dir,vol,trend_aligned,true_mfe,strong_label,sim_outcome,reclaim,cv_confirm
BTC-USDT-SWAP-SHORT-1780109964000-8,2026-05-30,SHORT,RANGE,LOW_VOL,0,0.782,MID,TIMEOUT,0,1
BTC-USDT-SWAP-SHORT-1780106792000-6,2026-05-30,SHORT,RANGE,LOW_VOL,0,0.637,MID,TIMEOUT,1,0
BTC-USDT-SWAP-SHORT-1780103833000-4,2026-05-30,SHORT,RANGE,LOW_VOL,0,0.591,MID,TIMEOUT,0,0
BTC-USDT-SWAP-SHORT-1780099258000-1,2026-05-30,SHORT,RANGE,LOW_VOL,0,0.433,MID,TIMEOUT,0,1
BTC-USDT-SWAP-SHORT-1780114672000-9,2026-05-30,SHORT,RANGE,LOW_VOL,0,0.317,MID,TIMEOUT,0,1
BTC-USDT-SWAP-LONG-1780108960000-7,2026-05-30,LONG,RANGE,LOW_VOL,0,0.541,MID,TIMEOUT,0,0
BTC-USDT-SWAP-LONG-1780104761000-5,2026-05-30,LONG,RANGE,LOW_VOL,0,0.613,MID,TIMEOUT,1,0
BTC-USDT-SWAP-LONG-1780115944000-10,2026-05-30,LONG,RANGE,NORMAL_VOL,0,1.004,MID,TIMEOUT,1,0
BTC-USDT-SWAP-LONG-1780117082000-13,2026-05-30,LONG,RANGE,NORMAL_VOL,0,0.981,MID,TIMEOUT,1,0
BTC-USDT-SWAP-SHORT-1780116018000-11,2026-05-30,SHORT,RANGE,NORMAL_VOL,0,0.006,MID,TIMEOUT,1,1
BTC-USDT-SWAP-SHORT-1780116898000-12,2026-05-30,SHORT,RANGE,NORMAL_VOL,0,0.036,MID,TIMEOUT,0,1
BTC-USDT-SWAP-LONG-1780123074000-14,2026-05-30,LONG,RANGE,LOW_VOL,0,0.614,MID,TIMEOUT,0,0
BTC-USDT-SWAP-LONG-1780147156000-15,2026-05-30,LONG,RANGE,LOW_VOL,0,0.572,MID,TIMEOUT,0,0
BTC-USDT-SWAP-LONG-1780150128000-17,2026-05-30,LONG,RANGE,LOW_VOL,0,0.184,MID,TIMEOUT,1,1
BTC-USDT-SWAP-SHORT-1780149688000-16,2026-05-30,SHORT,RANGE,LOW_VOL,0,0.265,MID,TIMEOUT,0,0
BTC-USDT-SWAP-SHORT-1780151563000-18,2026-05-30,SHORT,RANGE,LOW_VOL,0,0.134,MID,TIMEOUT,1,0
BTC-USDT-SWAP-LONG-1780151979000-19,2026-05-30,LONG,RANGE,LOW_VOL,0,0.0,MID,TIMEOUT,1,1
