_venue,_date,setup,confirmed_iso,entry,sim_outcome,class,true_mfe,true_mae,time_to_2_min,time_to_2_5_min,reclaim,supp_taker_15m,eng_ofi,microprice_5m,thin_path,walls,eng_refill,book_entropy,prior_move_60m,prior_move_1d,dist_swh,uniq_pctile,funding
OKX_MAY,2026-05-28,DISTRIBUTION,2026-05-28T06:30:51+00:00,72903.0,TIMEOUT,TIMEOUT_NEG,0.479,-1.4,,,0,-0.0401,0.045657787660829924,-0.0,0.0941,65,0.5011289571065937,0.3353,-0.1248,-3.743,1.9848,5.2,
OKX_MAY,2026-05-28,DISTRIBUTION,2026-05-28T04:24:06+00:00,72888.7,TIMEOUT,TIMEOUT_NEG,0.459,-1.42,,,1,-0.1475,-0.28911190801079334,7.872,0.094,61,0.49917090795940944,0.2234,-1.3231,-3.4267,2.2928,26.0,
OKX_MAY,2026-05-28,DISTRIBUTION,2026-05-28T04:15:56+00:00,73080.2,TIMEOUT,TIMEOUT_NEG,0.72,-1.154,,,0,0.1035,-0.47957739265703225,12.809,0.096,65,0.4997555519514586,0.2663,-1.4447,-3.2781,2.0248,51.2,
OKX_MAY,2026-05-28,DISTRIBUTION,2026-05-28T10:27:10+00:00,73331.7,TIMEOUT,TIMEOUT_NEG,1.061,-0.808,,,1,0.1755,-0.2055534659263827,3.349,0.0936,74,0.4962346629074568,0.4619,-0.0429,-3.5136,0.3559,65.0,
OKX_MAY,2026-05-28,DISTRIBUTION,2026-05-28T07:47:38+00:00,73413.3,TIMEOUT,TIMEOUT_POS,1.17,-0.696,,,0,-0.2558,-0.026082139379633034,0.307,0.0945,80,0.5002416108449474,0.3903,0.4286,-3.2508,0.0745,13.9,
OKX_MAY,2026-05-28,DISTRIBUTION,2026-05-28T08:52:46+00:00,73287.7,TIMEOUT,TIMEOUT_NEG,1.001,-0.868,,,0,-0.0888,0.1685280481614032,1.073,0.0982,50,0.49943734791816646,0.2797,-0.1118,-3.399,0.246,63.8,
OKX_MAY,2026-05-28,DISTRIBUTION,2026-05-28T13:46:13+00:00,72807.7,LOSS,LOSS,0.348,-1.533,,,0,0.0653,0.11721381675475742,3.575,0.0932,71,0.5010099409818944,0.4157,-0.9108,-2.8289,1.0782,93.7,
OKX_MAY,2026-05-28,DISTRIBUTION,2026-05-28T13:48:38+00:00,72810.1,LOSS,LOSS,0.352,-1.53,,,0,0.0639,-0.20596435726068762,-0.004,0.0928,68,0.5012900985474928,0.2958,-0.9424,-2.8656,1.0749,73.4,
OKX_MAY,2026-05-28,DISTRIBUTION,2026-05-28T14:35:14+00:00,72862.6,TIMEOUT,TIMEOUT_POS,0.584,-1.457,,,1,0.0733,-0.32584302381450087,4.063,0.0939,68,0.4996588261269191,0.4172,-0.0542,-2.8368,0.9558,97.9,
BINANCE_MAY,2026-05-22,DISTRIBUTION,2026-05-22T23:59:38+00:00,75508.1,LOSS,LOSS,1.728,-2.541,,,1,0.1708,0.11367092895925156,3.381,0.1039,9,0.4959829899409101,0.3268,-0.2589,-2.6645,0.7231,95.7,1.749e-05
