zone_id,date,direction,setup_type,setup_type_score,setup_confidence,watch_label
BTC-USDT-SWAP-SHORT-1773188323000-4,2026-03-11,SHORT,retest_after_breakout_short,48.259,39.404,BAD
BTC-USDT-SWAP-SHORT-1773188983000-5,2026-03-11,SHORT,absorption_reversal_short,83.298,7.587,BAD
BTC-USDT-SWAP-SHORT-1773197989000-7,2026-03-11,SHORT,absorption_reversal_short,102.031,7.559,BAD
BTC-USDT-SWAP-LONG-1773200852000-10,2026-03-11,LONG,absorption_reversal_long,61.881,7.094,GOOD
BTC-USDT-SWAP-SHORT-1773199659000-9,2026-03-11,SHORT,absorption_reversal_short,55.419,1.518,BAD
BTC-USDT-SWAP-LONG-1773196970000-6,2026-03-11,LONG,absorption_reversal_long,79.634,7.481,GOOD
BTC-USDT-SWAP-SHORT-1773198237000-8,2026-03-11,SHORT,absorption_reversal_short,8.965,7.133,BAD
BTC-USDT-SWAP-LONG-1773187573000-1,2026-03-11,LONG,absorption_reversal_long,73.371,8.077,BAD
BTC-USDT-SWAP-SHORT-1773188193000-2,2026-03-11,SHORT,absorption_reversal_short,9.823,7.675,BAD
BTC-USDT-SWAP-SHORT-1773205204000-11,2026-03-11,SHORT,absorption_reversal_short,8.501,6.963,BAD
BTC-USDT-SWAP-SHORT-1773208151000-12,2026-03-11,SHORT,retest_after_breakout_short,25.943,16.966,BAD
BTC-USDT-SWAP-SHORT-1773215694000-14,2026-03-11,SHORT,retest_after_breakout_short,62.072,53.224,BAD
BTC-USDT-SWAP-SHORT-1773215155000-13,2026-03-11,SHORT,retest_after_breakout_short,72.292,33.894,BAD
BTC-USDT-SWAP-LONG-1773223325000-15,2026-03-11,LONG,retest_after_breakout_long,281.822,224.748,BAD
BTC-USDT-SWAP-SHORT-1773224449000-16,2026-03-11,SHORT,absorption_reversal_short,25.128,7.259,GOOD
BTC-USDT-SWAP-SHORT-1773229823000-17,2026-03-11,SHORT,retest_after_breakout_short,185.143,176.095,GOOD
BTC-USDT-SWAP-SHORT-1773230558000-18,2026-03-11,SHORT,absorption_reversal_short,8.702,7.468,GOOD
BTC-USDT-SWAP-SHORT-1773230703000-19,2026-03-11,SHORT,absorption_reversal_short,8.702,7.468,GOOD
BTC-USDT-SWAP-LONG-1773231035000-20,2026-03-11,LONG,retest_after_breakout_long,56.323,36.263,BAD
BTC-USDT-SWAP-LONG-1773231661000-21,2026-03-11,LONG,absorption_reversal_long,8.906,7.836,BAD
BTC-USDT-SWAP-LONG-1773231710000-22,2026-03-11,LONG,absorption_reversal_long,8.906,7.836,BAD
BTC-USDT-SWAP-LONG-1773235815000-23,2026-03-11,LONG,absorption_reversal_long,12.756,8.915,BAD
BTC-USDT-SWAP-LONG-1773240262000-26,2026-03-11,LONG,absorption_reversal_long,107.526,8.165,BAD
BTC-USDT-SWAP-SHORT-1773240148000-25,2026-03-11,SHORT,absorption_reversal_short,8.693,7.676,BAD
BTC-USDT-SWAP-SHORT-1773240074000-24,2026-03-11,SHORT,absorption_reversal_short,8.693,7.676,BAD
BTC-USDT-SWAP-LONG-1773244374000-27,2026-03-11,LONG,absorption_reversal_long,251.047,7.948,BAD
BTC-USDT-SWAP-LONG-1773248977000-28,2026-03-11,LONG,absorption_reversal_long,9.334,7.575,BAD
BTC-USDT-SWAP-LONG-1773249090000-29,2026-03-11,LONG,absorption_reversal_long,9.334,7.575,BAD
BTC-USDT-SWAP-LONG-1773250265000-30,2026-03-11,LONG,absorption_reversal_long,421.314,8.717,BAD
BTC-USDT-SWAP-SHORT-1773273641000-1,2026-03-12,SHORT,absorption_reversal_short,23.1,7.674,MID
BTC-USDT-SWAP-SHORT-1773274473000-2,2026-03-12,SHORT,absorption_reversal_short,48.767,7.692,MID
BTC-USDT-SWAP-LONG-1773274846000-3,2026-03-12,LONG,absorption_reversal_long,121.61,7.431,BAD
BTC-USDT-SWAP-SHORT-1773278670000-7,2026-03-12,SHORT,absorption_reversal_short,70.0,7.328,MID
BTC-USDT-SWAP-LONG-1773275033000-4,2026-03-12,LONG,absorption_reversal_long,121.699,7.316,BAD
BTC-USDT-SWAP-SHORT-1773277918000-6,2026-03-12,SHORT,absorption_reversal_short,60.408,7.728,MID
BTC-USDT-SWAP-SHORT-1773279543000-8,2026-03-12,SHORT,absorption_reversal_short,9.812,7.268,MID
BTC-USDT-SWAP-SHORT-1773281619000-10,2026-03-12,SHORT,absorption_reversal_short,9.553,7.47,MID
BTC-USDT-SWAP-LONG-1773280802000-9,2026-03-12,LONG,absorption_reversal_long,60.821,7.206,BAD
BTC-USDT-SWAP-LONG-1773277743000-5,2026-03-12,LONG,absorption_reversal_long,34.663,7.276,BAD
BTC-USDT-SWAP-SHORT-1773282318000-11,2026-03-12,SHORT,retest_after_breakout_short,13.215,1.706,MID
BTC-USDT-SWAP-LONG-1773289183000-16,2026-03-12,LONG,absorption_reversal_long,80.136,7.315,BAD
BTC-USDT-SWAP-SHORT-1773284771000-15,2026-03-12,SHORT,retest_after_breakout_short,70.099,13.178,MID
BTC-USDT-SWAP-SHORT-1773283808000-13,2026-03-12,SHORT,absorption_reversal_short,50.846,7.515,MID
BTC-USDT-SWAP-SHORT-1773283301000-12,2026-03-12,SHORT,absorption_reversal_short,68.79,7.493,MID
BTC-USDT-SWAP-LONG-1773302140000-18,2026-03-12,LONG,retest_after_breakout_long,10.324,2.169,GOOD
BTC-USDT-SWAP-LONG-1773303167000-19,2026-03-12,LONG,absorption_reversal_long,33.229,7.692,GOOD
BTC-USDT-SWAP-LONG-1773284182000-14,2026-03-12,LONG,retest_after_breakout_long,9.643,1.079,BAD
BTC-USDT-SWAP-SHORT-1773301094000-17,2026-03-12,SHORT,absorption_reversal_short,7.396,7.107,BAD
BTC-USDT-SWAP-LONG-1773306306000-20,2026-03-12,LONG,absorption_reversal_long,51.275,7.229,GOOD
BTC-USDT-SWAP-LONG-1773307320000-21,2026-03-12,LONG,retest_after_breakout_long,19.033,10.331,GOOD
BTC-USDT-SWAP-SHORT-1773309951000-23,2026-03-12,SHORT,absorption_reversal_short,8.151,7.133,GOOD
BTC-USDT-SWAP-LONG-1773312405000-25,2026-03-12,LONG,absorption_reversal_long,55.892,7.765,GOOD
BTC-USDT-SWAP-LONG-1773314440000-27,2026-03-12,LONG,absorption_reversal_long,127.313,7.475,BAD
BTC-USDT-SWAP-LONG-1773312889000-26,2026-03-12,LONG,absorption_reversal_long,9.387,5.157,GOOD
BTC-USDT-SWAP-SHORT-1773311218000-24,2026-03-12,SHORT,absorption_reversal_short,113.417,7.659,GOOD
BTC-USDT-SWAP-SHORT-1773314627000-28,2026-03-12,SHORT,absorption_reversal_short,37.882,7.879,MID
BTC-USDT-SWAP-LONG-1773309139000-22,2026-03-12,LONG,retest_after_breakout_long,25.939,17.787,GOOD
BTC-USDT-SWAP-SHORT-1773322220000-29,2026-03-12,SHORT,absorption_reversal_short,99.092,8.513,BAD
BTC-USDT-SWAP-SHORT-1773327022000-31,2026-03-12,SHORT,retest_after_breakout_short,49.696,11.797,BAD
BTC-USDT-SWAP-SHORT-1773327051000-32,2026-03-12,SHORT,retest_after_breakout_short,49.696,11.797,BAD
BTC-USDT-SWAP-LONG-1773324378000-30,2026-03-12,LONG,absorption_reversal_long,180.252,8.671,BAD
BTC-USDT-SWAP-LONG-1773360301000-1,2026-03-13,LONG,absorption_reversal_long,10.651,8.635,GOOD
BTC-USDT-SWAP-LONG-1773360324000-2,2026-03-13,LONG,absorption_reversal_long,10.651,8.635,GOOD
BTC-USDT-SWAP-SHORT-1773364676000-6,2026-03-13,SHORT,retest_after_breakout_short,23.523,14.859,BAD
BTC-USDT-SWAP-SHORT-1773373019000-8,2026-03-13,SHORT,absorption_reversal_short,8.751,7.116,BAD
BTC-USDT-SWAP-SHORT-1773369857000-7,2026-03-13,SHORT,absorption_reversal_short,37.534,7.649,BAD
BTC-USDT-SWAP-LONG-1773362170000-4,2026-03-13,LONG,absorption_reversal_long,80.345,7.921,MID
BTC-USDT-SWAP-LONG-1773362182000-5,2026-03-13,LONG,absorption_reversal_long,80.345,7.921,MID
BTC-USDT-SWAP-LONG-1773395617000-9,2026-03-13,LONG,absorption_reversal_long,8.565,7.428,BAD
BTC-USDT-SWAP-SHORT-1773361797000-3,2026-03-13,SHORT,absorption_reversal_short,54.839,1.263,BAD
BTC-USDT-SWAP-LONG-1773396407000-11,2026-03-13,LONG,absorption_reversal_long,106.406,7.463,BAD
BTC-USDT-SWAP-LONG-1773396646000-12,2026-03-13,LONG,absorption_reversal_long,25.143,7.469,BAD
BTC-USDT-SWAP-LONG-1773397689000-13,2026-03-13,LONG,retest_after_breakout_long,28.015,18.797,BAD
BTC-USDT-SWAP-LONG-1773398532000-14,2026-03-13,LONG,absorption_reversal_long,8.992,7.073,BAD
BTC-USDT-SWAP-SHORT-1773396389000-10,2026-03-13,SHORT,absorption_reversal_short,150.939,7.949,BAD
BTC-USDT-SWAP-SHORT-1773398894000-15,2026-03-13,SHORT,absorption_reversal_short,55.65,7.99,BAD
BTC-USDT-SWAP-LONG-1773406851000-17,2026-03-13,LONG,retest_after_breakout_long,116.722,58.268,BAD
BTC-USDT-SWAP-LONG-1773406983000-18,2026-03-13,LONG,absorption_reversal_long,207.22,7.908,BAD
BTC-USDT-SWAP-SHORT-1773406290000-16,2026-03-13,SHORT,absorption_reversal_short,8.855,7.559,BAD
BTC-USDT-SWAP-SHORT-1773407290000-19,2026-03-13,SHORT,absorption_reversal_short,9.02,7.811,BAD
BTC-USDT-SWAP-SHORT-1773408336000-22,2026-03-13,SHORT,absorption_reversal_short,183.838,8.783,BAD
BTC-USDT-SWAP-SHORT-1773408172000-20,2026-03-13,SHORT,retest_after_breakout_short,112.689,8.486,BAD
BTC-USDT-SWAP-SHORT-1773408283000-21,2026-03-13,SHORT,absorption_reversal_short,183.838,8.783,BAD
BTC-USDT-SWAP-LONG-1773410785000-23,2026-03-13,LONG,absorption_reversal_long,165.576,8.581,BAD
BTC-USDT-SWAP-SHORT-1773417139000-25,2026-03-13,SHORT,absorption_reversal_short,229.15,8.297,BAD
BTC-USDT-SWAP-SHORT-1773418383000-26,2026-03-13,SHORT,absorption_reversal_short,9.979,8.166,BAD
BTC-USDT-SWAP-SHORT-1773424644000-29,2026-03-13,SHORT,retest_after_breakout_short,52.753,42.075,BAD
BTC-USDT-SWAP-SHORT-1773426956000-31,2026-03-13,SHORT,retest_after_breakout_short,81.958,11.256,BAD
BTC-USDT-SWAP-SHORT-1773425887000-30,2026-03-13,SHORT,absorption_reversal_short,122.791,7.615,BAD
BTC-USDT-SWAP-SHORT-1773413760000-24,2026-03-13,SHORT,absorption_reversal_short,12.359,8.74,BAD
BTC-USDT-SWAP-SHORT-1773419298000-27,2026-03-13,SHORT,retest_after_breakout_short,70.85,15.735,BAD
BTC-USDT-SWAP-SHORT-1773419322000-28,2026-03-13,SHORT,retest_after_breakout_short,70.85,15.735,BAD
BTC-USDT-SWAP-SHORT-1773441907000-32,2026-03-13,SHORT,absorption_reversal_short,90.037,7.467,BAD
BTC-USDT-SWAP-SHORT-1773446937000-1,2026-03-14,SHORT,absorption_reversal_short,93.22,6.915,BAD
BTC-USDT-SWAP-SHORT-1773450492000-5,2026-03-14,SHORT,absorption_reversal_short,73.092,6.705,BAD
BTC-USDT-SWAP-SHORT-1773449958000-4,2026-03-14,SHORT,absorption_reversal_short,123.96,6.766,BAD
BTC-USDT-SWAP-LONG-1773448191000-2,2026-03-14,LONG,absorption_reversal_long,87.48,6.952,BAD
BTC-USDT-SWAP-LONG-1773448333000-3,2026-03-14,LONG,absorption_reversal_long,42.748,7.53,BAD
BTC-USDT-SWAP-LONG-1773460634000-10,2026-03-14,LONG,retest_after_breakout_long,16.607,9.172,BAD
BTC-USDT-SWAP-LONG-1773457959000-6,2026-03-14,LONG,absorption_reversal_long,205.354,7.133,BAD
BTC-USDT-SWAP-SHORT-1773459882000-9,2026-03-14,SHORT,absorption_reversal_short,7.957,6.818,BAD
BTC-USDT-SWAP-SHORT-1773463737000-13,2026-03-14,SHORT,absorption_reversal_short,7.387,6.627,BAD
BTC-USDT-SWAP-LONG-1773462947000-11,2026-03-14,LONG,absorption_reversal_long,8.102,6.856,BAD
BTC-USDT-SWAP-LONG-1773463426000-12,2026-03-14,LONG,retest_after_breakout_long,20.85,12.686,BAD
BTC-USDT-SWAP-SHORT-1773459395000-8,2026-03-14,SHORT,absorption_reversal_short,7.959,6.727,BAD
BTC-USDT-SWAP-SHORT-1773458412000-7,2026-03-14,SHORT,absorption_reversal_short,46.426,6.805,BAD
BTC-USDT-SWAP-LONG-1773474129000-15,2026-03-14,LONG,absorption_reversal_long,63.877,7.058,BAD
BTC-USDT-SWAP-LONG-1773484455000-16,2026-03-14,LONG,absorption_reversal_long,27.955,7.264,BAD
BTC-USDT-SWAP-SHORT-1773470742000-14,2026-03-14,SHORT,absorption_reversal_short,73.641,7.312,BAD
BTC-USDT-SWAP-LONG-1773533645000-2,2026-03-15,LONG,retest_after_breakout_long,114.81,8.489,BAD
BTC-USDT-SWAP-SHORT-1773535598000-4,2026-03-15,SHORT,retest_after_breakout_short,114.424,106.703,BAD
BTC-USDT-SWAP-LONG-1773538526000-7,2026-03-15,LONG,retest_after_breakout_long,116.364,54.596,BAD
BTC-USDT-SWAP-LONG-1773537312000-5,2026-03-15,LONG,retest_after_breakout_long,50.306,41.805,BAD
BTC-USDT-SWAP-LONG-1773533193000-1,2026-03-15,LONG,absorption_reversal_long,7.989,6.991,BAD
BTC-USDT-SWAP-SHORT-1773538202000-6,2026-03-15,SHORT,absorption_reversal_short,8.247,7.071,BAD
BTC-USDT-SWAP-LONG-1773540489000-9,2026-03-15,LONG,absorption_reversal_long,42.074,7.453,BAD
BTC-USDT-SWAP-SHORT-1773534590000-3,2026-03-15,SHORT,absorption_reversal_short,122.651,6.826,BAD
BTC-USDT-SWAP-LONG-1773543685000-13,2026-03-15,LONG,retest_after_breakout_long,16.97,8.847,BAD
BTC-USDT-SWAP-LONG-1773542181000-11,2026-03-15,LONG,absorption_reversal_long,126.138,7.457,BAD
BTC-USDT-SWAP-SHORT-1773540407000-8,2026-03-15,SHORT,absorption_reversal_short,47.866,7.326,BAD
BTC-USDT-SWAP-SHORT-1773540790000-10,2026-03-15,SHORT,absorption_reversal_short,21.323,7.518,BAD
BTC-USDT-SWAP-LONG-1773553188000-16,2026-03-15,LONG,absorption_reversal_long,8.141,7.011,BAD
BTC-USDT-SWAP-SHORT-1773543427000-12,2026-03-15,SHORT,absorption_reversal_short,67.094,6.745,BAD
BTC-USDT-SWAP-SHORT-1773567808000-19,2026-03-15,SHORT,absorption_reversal_short,7.235,6.235,BAD
BTC-USDT-SWAP-SHORT-1773566226000-18,2026-03-15,SHORT,absorption_reversal_short,7.349,6.349,BAD
BTC-USDT-SWAP-SHORT-1773548297000-14,2026-03-15,SHORT,retest_after_breakout_short,17.53,9.708,BAD
BTC-USDT-SWAP-LONG-1773565926000-17,2026-03-15,LONG,absorption_reversal_long,21.798,3.528,BAD
BTC-USDT-SWAP-LONG-1773569420000-20,2026-03-15,LONG,absorption_reversal_long,7.345,6.345,BAD
BTC-USDT-SWAP-SHORT-1773552125000-15,2026-03-15,SHORT,retest_after_breakout_short,26.112,17.783,BAD
BTC-USDT-SWAP-SHORT-1773580674000-21,2026-03-15,SHORT,retest_after_breakout_short,17.442,8.37,BAD
BTC-USDT-SWAP-SHORT-1773581522000-22,2026-03-15,SHORT,absorption_reversal_short,10.191,7.709,BAD
BTC-USDT-SWAP-LONG-1773598649000-23,2026-03-15,LONG,absorption_reversal_long,8.322,6.873,BAD
BTC-USDT-SWAP-SHORT-1773601559000-24,2026-03-15,SHORT,absorption_reversal_short,8.1,6.919,BAD
BTC-USDT-SWAP-SHORT-1773601709000-25,2026-03-15,SHORT,absorption_reversal_short,8.1,6.919,BAD
BTC-USDT-SWAP-LONG-1773607034000-26,2026-03-15,LONG,absorption_reversal_long,24.044,6.929,BAD
BTC-USDT-SWAP-LONG-1773610605000-27,2026-03-15,LONG,retest_after_breakout_long,25.872,17.502,BAD
BTC-USDT-SWAP-LONG-1773611089000-28,2026-03-15,LONG,absorption_reversal_long,7.823,6.759,BAD
BTC-USDT-SWAP-SHORT-1773612485000-30,2026-03-15,SHORT,absorption_reversal_short,109.995,7.348,BAD
BTC-USDT-SWAP-SHORT-1773612430000-29,2026-03-15,SHORT,absorption_reversal_short,109.995,7.348,BAD
BTC-USDT-SWAP-SHORT-1773614233000-31,2026-03-15,SHORT,absorption_reversal_short,101.454,8.018,BAD
BTC-USDT-SWAP-LONG-1773616458000-34,2026-03-15,LONG,absorption_reversal_long,25.731,7.887,BAD
BTC-USDT-SWAP-LONG-1773616501000-35,2026-03-15,LONG,absorption_reversal_long,25.731,7.887,BAD
BTC-USDT-SWAP-SHORT-1773614896000-32,2026-03-15,SHORT,retest_after_breakout_short,39.812,7.702,BAD
BTC-USDT-SWAP-SHORT-1773615446000-33,2026-03-15,SHORT,absorption_reversal_short,35.107,8.248,BAD
BTC-USDT-SWAP-LONG-1773618551000-36,2026-03-15,LONG,absorption_reversal_long,11.462,7.499,BAD
BTC-USDT-SWAP-LONG-1773619553000-1,2026-03-16,LONG,absorption_reversal_long,8.756,7.731,GOOD
BTC-USDT-SWAP-SHORT-1773620946000-4,2026-03-16,SHORT,absorption_reversal_short,39.634,7.127,BAD
BTC-USDT-SWAP-SHORT-1773623053000-5,2026-03-16,SHORT,absorption_reversal_short,8.475,7.165,GOOD
BTC-USDT-SWAP-SHORT-1773626785000-7,2026-03-16,SHORT,absorption_reversal_short,41.298,5.775,GOOD
BTC-USDT-SWAP-SHORT-1773628369000-8,2026-03-16,SHORT,absorption_reversal_short,55.804,7.131,GOOD
BTC-USDT-SWAP-LONG-1773620182000-2,2026-03-16,LONG,absorption_reversal_long,88.623,7.446,GOOD
BTC-USDT-SWAP-LONG-1773620204000-3,2026-03-16,LONG,absorption_reversal_long,88.623,7.446,GOOD
BTC-USDT-SWAP-LONG-1773623888000-6,2026-03-16,LONG,absorption_reversal_long,72.003,8.032,GOOD
BTC-USDT-SWAP-SHORT-1773633161000-9,2026-03-16,SHORT,absorption_reversal_short,75.914,7.386,GOOD
BTC-USDT-SWAP-SHORT-1773634922000-11,2026-03-16,SHORT,absorption_reversal_short,86.223,7.71,GOOD
BTC-USDT-SWAP-SHORT-1773638712000-12,2026-03-16,SHORT,retest_after_breakout_short,104.3,55.921,MID
BTC-USDT-SWAP-SHORT-1773639024000-13,2026-03-16,SHORT,absorption_reversal_short,9.245,7.199,MID
BTC-USDT-SWAP-SHORT-1773640454000-15,2026-03-16,SHORT,absorption_reversal_short,8.902,7.36,MID
BTC-USDT-SWAP-SHORT-1773640886000-16,2026-03-16,SHORT,absorption_reversal_short,50.301,7.264,MID
BTC-USDT-SWAP-LONG-1773641764000-17,2026-03-16,LONG,absorption_reversal_long,7.996,7.012,GOOD
BTC-USDT-SWAP-SHORT-1773647103000-18,2026-03-16,SHORT,absorption_reversal_short,87.109,7.204,BAD
BTC-USDT-SWAP-LONG-1773640084000-14,2026-03-16,LONG,retest_after_breakout_long,34.64,17.024,GOOD
BTC-USDT-SWAP-LONG-1773647666000-19,2026-03-16,LONG,absorption_reversal_long,8.605,7.482,GOOD
BTC-USDT-SWAP-LONG-1773647793000-20,2026-03-16,LONG,absorption_reversal_long,8.605,7.482,GOOD
BTC-USDT-SWAP-LONG-1773655882000-26,2026-03-16,LONG,retest_after_breakout_long,9.879,1.558,MID
BTC-USDT-SWAP-LONG-1773656977000-27,2026-03-16,LONG,absorption_reversal_long,57.514,7.096,MID
BTC-USDT-SWAP-SHORT-1773651038000-24,2026-03-16,SHORT,absorption_reversal_short,67.425,7.305,BAD
BTC-USDT-SWAP-SHORT-1773650318000-21,2026-03-16,SHORT,absorption_reversal_short,42.177,7.753,BAD
BTC-USDT-SWAP-LONG-1773650421000-22,2026-03-16,LONG,absorption_reversal_long,46.457,7.757,MID
BTC-USDT-SWAP-LONG-1773660808000-30,2026-03-16,LONG,absorption_reversal_long,8.162,6.926,BAD
BTC-USDT-SWAP-SHORT-1773660536000-29,2026-03-16,SHORT,absorption_reversal_short,34.436,6.835,GOOD
BTC-USDT-SWAP-LONG-1773659225000-28,2026-03-16,LONG,retest_after_breakout_long,92.236,3.619,MID
BTC-USDT-SWAP-SHORT-1773655581000-25,2026-03-16,SHORT,absorption_reversal_short,33.068,7.06,GOOD
BTC-USDT-SWAP-LONG-1773665169000-32,2026-03-16,LONG,absorption_reversal_long,148.677,7.471,BAD
BTC-USDT-SWAP-LONG-1773664875000-31,2026-03-16,LONG,absorption_reversal_long,36.749,7.502,BAD
BTC-USDT-SWAP-LONG-1773666805000-33,2026-03-16,LONG,absorption_reversal_long,9.719,7.369,BAD
BTC-USDT-SWAP-LONG-1773650790000-23,2026-03-16,LONG,absorption_reversal_long,18.285,0.668,MID
BTC-USDT-SWAP-LONG-1773670854000-35,2026-03-16,LONG,absorption_reversal_long,91.322,7.933,BAD
BTC-USDT-SWAP-SHORT-1773672598000-37,2026-03-16,SHORT,absorption_reversal_short,62.223,7.886,BAD
BTC-USDT-SWAP-LONG-1773684454000-38,2026-03-16,LONG,absorption_reversal_long,59.484,7.699,BAD
BTC-USDT-SWAP-LONG-1773685469000-39,2026-03-16,LONG,absorption_reversal_long,47.845,2.81,BAD
BTC-USDT-SWAP-LONG-1773695990000-40,2026-03-16,LONG,absorption_reversal_long,55.401,6.707,BAD
BTC-USDT-SWAP-SHORT-1773670410000-34,2026-03-16,SHORT,absorption_reversal_short,79.375,8.606,BAD
BTC-USDT-SWAP-SHORT-1773700604000-44,2026-03-16,SHORT,absorption_reversal_short,55.59,6.515,BAD
BTC-USDT-SWAP-LONG-1773671719000-36,2026-03-16,LONG,absorption_reversal_long,103.223,8.111,BAD
BTC-USDT-SWAP-SHORT-1773697184000-41,2026-03-16,SHORT,absorption_reversal_short,45.534,7.344,BAD
BTC-USDT-SWAP-LONG-1773698589000-42,2026-03-16,LONG,absorption_reversal_long,50.366,7.973,BAD
BTC-USDT-SWAP-LONG-1773699232000-43,2026-03-16,LONG,absorption_reversal_long,258.7,7.768,BAD
BTC-USDT-SWAP-SHORT-1773701464000-45,2026-03-16,SHORT,absorption_reversal_short,7.399,6.939,BAD
BTC-USDT-SWAP-SHORT-1773792030000-1,2026-03-18,SHORT,absorption_reversal_short,123.97,6.971,BAD
BTC-USDT-SWAP-LONG-1773793270000-3,2026-03-18,LONG,absorption_reversal_long,185.492,7.396,MID
BTC-USDT-SWAP-LONG-1773796201000-7,2026-03-18,LONG,absorption_reversal_long,70.026,2.525,MID
BTC-USDT-SWAP-LONG-1773794558000-5,2026-03-18,LONG,absorption_reversal_long,8.162,7.167,MID
BTC-USDT-SWAP-LONG-1773793754000-4,2026-03-18,LONG,absorption_reversal_long,79.16,7.119,MID
BTC-USDT-SWAP-SHORT-1773795295000-6,2026-03-18,SHORT,absorption_reversal_short,77.36,6.952,BAD
BTC-USDT-SWAP-LONG-1773798977000-9,2026-03-18,LONG,absorption_reversal_long,52.442,6.956,MID
BTC-USDT-SWAP-LONG-1773799629000-10,2026-03-18,LONG,absorption_reversal_long,8.846,7.306,MID
BTC-USDT-SWAP-SHORT-1773792781000-2,2026-03-18,SHORT,absorption_reversal_short,106.501,7.504,BAD
BTC-USDT-SWAP-LONG-1773800100000-11,2026-03-18,LONG,absorption_reversal_long,80.662,7.255,MID
BTC-USDT-SWAP-SHORT-1773797761000-8,2026-03-18,SHORT,absorption_reversal_short,62.706,6.981,BAD
BTC-USDT-SWAP-SHORT-1773800297000-12,2026-03-18,SHORT,absorption_reversal_short,41.308,7.059,BAD
BTC-USDT-SWAP-SHORT-1773806704000-17,2026-03-18,SHORT,absorption_reversal_short,11.475,7.648,BAD
BTC-USDT-SWAP-LONG-1773804825000-15,2026-03-18,LONG,absorption_reversal_long,110.547,7.072,BAD
BTC-USDT-SWAP-LONG-1773805473000-16,2026-03-18,LONG,absorption_reversal_long,8.087,7.123,BAD
BTC-USDT-SWAP-SHORT-1773808660000-19,2026-03-18,SHORT,absorption_reversal_short,43.56,6.993,BAD
BTC-USDT-SWAP-LONG-1773807129000-18,2026-03-18,LONG,absorption_reversal_long,7.164,6.53,BAD
BTC-USDT-SWAP-SHORT-1773802038000-13,2026-03-18,SHORT,absorption_reversal_short,106.827,7.019,BAD
BTC-USDT-SWAP-SHORT-1773814999000-20,2026-03-18,SHORT,absorption_reversal_short,8.185,7.086,BAD
BTC-USDT-SWAP-SHORT-1773819697000-21,2026-03-18,SHORT,absorption_reversal_short,8.857,7.287,BAD
BTC-USDT-SWAP-SHORT-1773819792000-22,2026-03-18,SHORT,retest_after_breakout_short,12.845,4.377,BAD
BTC-USDT-SWAP-SHORT-1773804588000-14,2026-03-18,SHORT,retest_after_breakout_short,40.065,20.868,BAD
BTC-USDT-SWAP-SHORT-1773834431000-26,2026-03-18,SHORT,retest_after_breakout_short,34.887,26.055,BAD
BTC-USDT-SWAP-SHORT-1773835688000-27,2026-03-18,SHORT,absorption_reversal_short,52.565,8.091,BAD
BTC-USDT-SWAP-SHORT-1773836170000-28,2026-03-18,SHORT,absorption_reversal_short,116.566,7.983,BAD
BTC-USDT-SWAP-LONG-1773834114000-23,2026-03-18,LONG,absorption_reversal_long,115.449,7.553,MID
BTC-USDT-SWAP-LONG-1773834139000-24,2026-03-18,LONG,absorption_reversal_long,115.449,7.553,MID
BTC-USDT-SWAP-SHORT-1773834370000-25,2026-03-18,SHORT,retest_after_breakout_short,69.198,13.896,BAD
BTC-USDT-SWAP-SHORT-1773837926000-31,2026-03-18,SHORT,retest_after_breakout_short,25.199,14.815,BAD
BTC-USDT-SWAP-SHORT-1773837656000-30,2026-03-18,SHORT,retest_after_breakout_short,15.583,4.729,BAD
BTC-USDT-SWAP-SHORT-1773842088000-33,2026-03-18,SHORT,retest_after_breakout_short,29.503,20.164,BAD
BTC-USDT-SWAP-SHORT-1773842025000-32,2026-03-18,SHORT,retest_after_breakout_short,29.503,20.164,BAD
BTC-USDT-SWAP-LONG-1773836450000-29,2026-03-18,LONG,absorption_reversal_long,89.453,8.376,MID
BTC-USDT-SWAP-LONG-1773843528000-35,2026-03-18,LONG,retest_after_breakout_long,11.281,1.94,MID
BTC-USDT-SWAP-LONG-1773842911000-34,2026-03-18,LONG,absorption_reversal_long,92.607,8.19,MID
BTC-USDT-SWAP-SHORT-1773844720000-37,2026-03-18,SHORT,absorption_reversal_short,9.838,7.181,BAD
BTC-USDT-SWAP-SHORT-1773844698000-36,2026-03-18,SHORT,absorption_reversal_short,9.806,7.991,BAD
BTC-USDT-SWAP-SHORT-1773844837000-39,2026-03-18,SHORT,absorption_reversal_short,8.799,7.271,BAD
BTC-USDT-SWAP-SHORT-1773844787000-38,2026-03-18,SHORT,absorption_reversal_short,8.799,7.271,BAD
BTC-USDT-SWAP-LONG-1773848497000-43,2026-03-18,LONG,absorption_reversal_long,129.724,7.813,MID
BTC-USDT-SWAP-SHORT-1773846823000-41,2026-03-18,SHORT,retest_after_breakout_short,22.94,13.443,BAD
BTC-USDT-SWAP-SHORT-1773846814000-40,2026-03-18,SHORT,retest_after_breakout_short,42.561,32.807,BAD
BTC-USDT-SWAP-SHORT-1773849364000-44,2026-03-18,SHORT,absorption_reversal_short,90.188,7.623,BAD
BTC-USDT-SWAP-LONG-1773854692000-45,2026-03-18,LONG,absorption_reversal_long,149.56,7.646,MID
BTC-USDT-SWAP-SHORT-1773847388000-42,2026-03-18,SHORT,absorption_reversal_short,133.569,7.608,BAD
BTC-USDT-SWAP-LONG-1773856508000-46,2026-03-18,LONG,absorption_reversal_long,51.541,2.893,BAD
