_venue,_date,id,direction,sim_label,strong_label,true_mfe,true_mae,sim_outcome,sim_pnl_after_cost,taker_imbalance_15m,supportive_taker_imb_15m,eng_ofi,reclaim_zoneMid_preconfirm,regime_1d,dist_to_recent_swing_high_pct,cv_mate_dmin,cv_match_5m,cv_match_15m,cv_same_dir,cv_mate_taker,cv_confirm,cv_conflict,cv_lead
OKX,2026-05-28,BTC-USDT-SWAP-SHORT-1779935203000-8,SHORT,GOOD,WEAK_WIN_2,2.258,-0.162,WIN,1.86,-0.1731,0.1731,-0.20598973326571776,0,BEAR,0.5255,34.95,0,0,,,0,0,
OKX,2026-05-28,BTC-USDT-SWAP-LONG-1779927010000-3,LONG,NOISE,MID,0.161,-2.534,LOSS,-1.64,-0.1095,-0.1095,0.1387292298908048,0,BEAR,1.2697,3.52,1,1,1,0.05,1,0,self
OKX,2026-05-28,BTC-USDT-SWAP-LONG-1779927360000-4,LONG,NOISE,MID,0.159,-2.535,LOSS,-1.64,-0.0632,-0.0632,0.23138958975527985,1,BEAR,1.1023,10.25,0,1,1,0.05,1,0,other
OKX,2026-05-28,BTC-USDT-SWAP-LONG-1779931935000-5,LONG,NOISE,MID,0.059,-2.381,LOSS,-1.64,-0.0822,-0.0822,-0.2621319914004153,1,BEAR,0.8328,16.1,0,0,1,-0.3691,0,1,other
OKX,2026-05-28,BTC-USDT-SWAP-LONG-1779938585000-10,LONG,NOISE,MID,0.722,-1.145,TIMEOUT,-0.2998,-0.038,-0.038,0.06840848875617536,0,BEAR,1.5885,3.43,1,1,1,-0.0923,0,1,self
OKX,2026-05-28,BTC-USDT-SWAP-SHORT-1779941772000-13,SHORT,NOISE,MID,0.608,-1.268,TIMEOUT,-0.4569,0.2185,-0.2185,-0.2784636036164717,1,BEAR,2.1395,12.75,0,1,0,-0.125,1,0,other
OKX,2026-05-28,BTC-USDT-SWAP-SHORT-1779943598000-15,SHORT,NOISE,MID,0.814,-1.059,TIMEOUT,-0.484,0.1886,-0.1886,0.3148663166185951,0,BEAR,1.9282,42.6,0,0,,,0,0,
OKX,2026-05-28,BTC-USDT-SWAP-LONG-1779949974000-18,LONG,MID,MID,1.519,-0.362,TIMEOUT,0.9774,-0.1174,-0.1174,-0.09953164568073983,0,BEAR,2.104,1.52,1,1,1,-0.1401,0,1,other
OKX,2026-05-28,BTC-USDT-SWAP-LONG-1779945761000-16,LONG,MID,MID,1.299,-0.578,TIMEOUT,0.5752,0.0516,0.0516,0.01647034963083489,1,BEAR,1.9069,53.38,0,0,,,0,0,
OKX,2026-05-28,BTC-USDT-SWAP-SHORT-1779949651000-17,SHORT,NOISE,MID,0.479,-1.4,TIMEOUT,-1.2582,0.0401,-0.0401,0.045657787660829924,0,BEAR,1.9848,6.37,0,1,0,-0.1401,1,0,self
OKX,2026-05-28,BTC-USDT-SWAP-SHORT-1779942066000-14,SHORT,NOISE,MID,0.459,-1.42,TIMEOUT,-0.6889,0.1475,-0.1475,-0.28911190801079334,1,BEAR,2.2928,17.07,0,0,0,-0.125,1,0,other
OKX,2026-05-28,BTC-USDT-SWAP-SHORT-1779941576000-12,SHORT,NOISE,MID,0.72,-1.154,TIMEOUT,-0.3587,-0.1035,0.1035,-0.47957739265703225,0,BEAR,2.0248,8.9,0,1,0,-0.125,1,0,other
OKX,2026-05-28,BTC-USDT-SWAP-LONG-1779961345000-22,LONG,MID,MID,0.584,-1.28,TIMEOUT,0.0929,-0.1638,-0.1638,0.24516321473420374,1,BEAR,0.0607,7.6,0,1,1,0.0601,1,0,other
OKX,2026-05-28,BTC-USDT-SWAP-SHORT-1779963338000-23,SHORT,NOISE,MID,1.061,-0.808,TIMEOUT,-0.5057,-0.1755,0.1755,-0.2055534659263827,1,BEAR,0.3559,28.38,0,0,0,0.0601,0,1,other
OKX,2026-05-28,BTC-USDT-SWAP-SHORT-1779954041000-20,SHORT,MID,MID,1.17,-0.696,TIMEOUT,-0.0584,0.2558,-0.2558,-0.026082139379633034,0,BEAR,0.0745,70.42,0,0,,,0,0,
OKX,2026-05-28,BTC-USDT-SWAP-SHORT-1779957586000-21,SHORT,NOISE,MID,1.001,-0.868,TIMEOUT,-0.66,0.0888,-0.0888,0.1685280481614032,0,BEAR,0.246,66.02,0,0,,,0,0,
OKX,2026-05-28,BTC-USDT-SWAP-LONG-1779965291000-24,LONG,MID,MID,0.764,-1.104,TIMEOUT,0.1809,-0.3155,-0.3155,0.40143786890099253,0,BEAR,0.3123,65.08,0,0,,,0,0,
OKX,2026-05-28,BTC-USDT-SWAP-LONG-1779940367000-11,LONG,MID,MID,0.93,-0.941,TIMEOUT,-0.1071,-0.1554,-0.1554,0.1278121513930471,1,BEAR,1.798,2.45,1,1,1,-0.0923,0,1,other
OKX,2026-05-28,BTC-USDT-SWAP-SHORT-1779975793000-25,SHORT,NOISE,MID,0.348,-1.533,LOSS,-1.64,-0.0653,0.0653,0.11721381675475742,0,BEAR,1.0782,22.38,0,0,0,-0.1181,1,0,self
OKX,2026-05-28,BTC-USDT-SWAP-SHORT-1779975857000-26,SHORT,NOISE,MID,0.352,-1.53,LOSS,-1.64,-0.0639,0.0639,-0.20596435726068762,0,BEAR,1.0749,19.97,0,0,0,-0.1181,1,0,self
OKX,2026-05-28,BTC-USDT-SWAP-LONG-1779950324000-19,LONG,MID,MID,0.906,-0.964,TIMEOUT,0.5222,0.1167,0.1167,0.1761612125888192,1,BEAR,0.8391,48.43,0,0,,,0,0,
OKX,2026-05-28,BTC-USDT-SWAP-SHORT-1779978734000-27,SHORT,MID,MID,0.584,-1.457,TIMEOUT,-0.1012,-0.0733,0.0733,-0.32584302381450087,1,BEAR,0.9558,26.63,0,0,0,-0.1181,1,0,other
OKX,2026-05-29,BTC-USDT-SWAP-SHORT-1780014427000-3,SHORT,MID,MID,1.818,-0.706,TIMEOUT,0.2531,-0.0741,0.0741,-0.12002010617110301,0,BEAR,0.1979,15.4,0,0,0,-0.087,1,0,other
OKX,2026-05-29,BTC-USDT-SWAP-SHORT-1780019349000-5,SHORT,NOISE,MID,1.529,-1.003,TIMEOUT,-0.2198,0.3479,-0.3479,-0.20593745577402958,0,BEAR,0.4876,20.13,0,0,0,-0.0241,1,0,other
OKX,2026-05-29,BTC-USDT-SWAP-SHORT-1780013020000-1,SHORT,MID,MID,1.728,-0.798,TIMEOUT,0.1806,0.1806,-0.1806,-0.29742596638562446,0,BEAR,0.289,1.4,1,1,0,0.1293,0,1,other
OKX,2026-05-29,BTC-USDT-SWAP-LONG-1780013302000-2,LONG,NOISE,MID,0.645,-1.877,LOSS,-1.64,0.1409,0.1409,0.10098733138162293,1,BEAR,0.1368,4.33,1,1,1,-0.087,0,1,self
OKX,2026-05-29,BTC-USDT-SWAP-SHORT-1780024864000-9,SHORT,NOISE,MID,1.294,-1.243,TIMEOUT,-0.5438,0.0742,-0.0742,0.15152568730018312,1,RANGE,0.6139,27.93,0,0,0,-0.4555,1,0,other
OKX,2026-05-29,BTC-USDT-SWAP-LONG-1780018507000-4,LONG,NOISE,MID,0.989,-1.542,LOSS,-1.64,0.186,0.186,0.08788342805101679,1,BEAR,0.3613,23.92,0,0,1,-0.0241,0,1,other
OKX,2026-05-29,BTC-USDT-SWAP-LONG-1780022845000-7,LONG,MID,MID,1.213,-1.324,TIMEOUT,0.2451,0.2637,0.2637,-0.030776860254325685,1,RANGE,0.5834,24.12,0,0,1,-0.4555,0,1,other
OKX,2026-05-29,BTC-USDT-SWAP-LONG-1780022015000-6,LONG,MID,MID,1.18,-1.356,TIMEOUT,0.1789,-0.2119,-0.2119,0.287860036816557,1,BEAR,0.5511,6.32,0,1,1,-0.3446,0,1,other
OKX,2026-05-29,BTC-USDT-SWAP-SHORT-1780023007000-8,SHORT,NOISE,MID,1.312,-1.225,TIMEOUT,-0.5707,0.2311,-0.2311,0.23276037841847985,0,RANGE,0.5958,24.93,0,0,0,-0.4555,1,0,other
OKX,2026-05-29,BTC-USDT-SWAP-LONG-1780039523000-11,LONG,MID,MID,1.265,-1.273,TIMEOUT,0.0233,-0.1107,-0.1107,-0.16424732014213142,0,RANGE,0.7196,293.02,0,0,,,0,0,
OKX,2026-05-29,BTC-USDT-SWAP-LONG-1780047102000-12,LONG,NOISE,MID,0.671,-1.852,LOSS,-1.64,0.0302,0.0302,-0.2010787194184356,0,RANGE,0.1291,207.2,0,0,,,0,0,
OKX,2026-05-29,BTC-USDT-SWAP-SHORT-1780056402000-13,SHORT,NOISE,MID,1.245,-1.294,TIMEOUT,-0.4281,0.227,-0.227,-0.31282782209375115,0,RANGE,0.7192,55.38,0,0,,,0,0,
OKX,2026-05-29,BTC-USDT-SWAP-SHORT-1780058765000-14,SHORT,NOISE,MID,1.09,-1.453,TIMEOUT,-0.6628,-0.0232,0.0232,-0.22924861109129027,0,RANGE,0.877,16.0,0,0,0,0.0942,0,1,self
OKX,2026-05-29,BTC-USDT-SWAP-SHORT-1780058779000-15,SHORT,NOISE,MID,1.145,-1.397,TIMEOUT,-0.6239,0.1998,-0.1998,-0.251191945120827,0,RANGE,0.8213,9.03,0,1,0,0.0942,0,1,self
OKX,2026-05-29,BTC-USDT-SWAP-SHORT-1780060692000-16,SHORT,NOISE,MID,0.896,-1.652,LOSS,-1.64,-0.1121,0.1121,0.043804589052185594,1,RANGE,1.0754,6.08,0,1,0,-0.1765,1,0,self
OKX,2026-05-29,BTC-USDT-SWAP-SHORT-1780060924000-17,SHORT,NOISE,MID,0.777,-1.774,LOSS,-1.64,0.013,-0.013,-0.38994655881179585,1,RANGE,1.1683,2.05,1,1,0,-0.1765,1,0,other
OKX,2026-05-29,BTC-USDT-SWAP-SHORT-1780061526000-19,SHORT,NOISE,MID,0.918,-1.629,LOSS,-1.64,0.1822,-0.1822,-0.18014201937868285,0,RANGE,0.9505,8.62,0,1,0,0.162,0,1,self
OKX,2026-05-29,BTC-USDT-SWAP-LONG-1780061263000-18,LONG,MID,MID,1.561,-0.985,TIMEOUT,0.7221,0.1612,0.1612,0.14014955896630688,1,RANGE,0.742,6.3,0,1,1,0.162,1,0,other
OKX,2026-05-29,BTC-USDT-SWAP-LONG-1780066592000-21,LONG,MID,MID,0.875,-0.708,TIMEOUT,0.3076,0.2058,0.2058,0.298225356954096,1,BULL,0.0979,29.65,0,0,1,-0.0032,0,0,self
OKX,2026-05-29,BTC-USDT-SWAP-LONG-1780064970000-20,LONG,GOOD,WEAK_WIN_2,2.26,-0.038,WIN,1.86,-0.1358,-0.1358,0.22906032986779132,0,RANGE,1.4029,17.02,0,0,1,-0.2372,0,1,other
OKX,2026-05-29,BTC-USDT-SWAP-LONG-1780069108000-22,LONG,MID,MID,0.702,-0.878,TIMEOUT,-0.0191,-0.1354,-0.1354,0.058300015122157295,0,BULL,0.5125,2.95,1,1,1,-0.0001,0,0,other
OKX,2026-05-29,BTC-USDT-SWAP-LONG-1780069154000-23,LONG,MID,MID,0.702,-0.878,TIMEOUT,-0.0191,-0.1354,-0.1354,0.037879356626509944,0,BULL,0.5125,2.95,1,1,1,-0.0001,0,0,other
OKX,2026-05-29,BTC-USDT-SWAP-LONG-1780069269000-24,LONG,MID,MID,0.702,-0.878,TIMEOUT,-0.0191,-0.1354,-0.1354,-0.45340620364510853,0,BULL,0.5125,2.95,1,1,1,-0.0001,0,0,other
OKX,2026-05-30,BTC-USDT-SWAP-LONG-1780099651000-2,LONG,MID,MID,0.826,-0.419,TIMEOUT,0.4411,0.0263,0.0263,0.01829419941643387,1,RANGE,0.4902,8.8,0,1,1,-0.1762,0,1,other
OKX,2026-05-30,BTC-USDT-SWAP-LONG-1780103688000-3,LONG,MID,MID,0.722,-0.521,TIMEOUT,0.3376,0.0062,0.0062,0.16689066517573328,0,RANGE,0.235,22.08,0,0,1,-0.0026,0,0,self
OKX,2026-05-30,BTC-USDT-SWAP-SHORT-1780109964000-8,SHORT,NOISE,MID,0.782,-0.457,TIMEOUT,-0.3537,-0.0133,0.0133,0.06693630239354059,0,RANGE,0.0359,0.98,1,1,0,-0.0915,1,0,self
OKX,2026-05-30,BTC-USDT-SWAP-SHORT-1780106792000-6,SHORT,NOISE,MID,0.637,-0.604,TIMEOUT,-0.5002,-0.0292,0.0292,-0.04448936326389534,1,RANGE,0.0592,36.92,0,0,,,0,0,
OKX,2026-05-30,BTC-USDT-SWAP-SHORT-1780103833000-4,SHORT,NOISE,MID,0.591,-0.651,TIMEOUT,-0.5468,0.2767,-0.2767,-0.011065542995879567,0,RANGE,0.0511,12.18,0,1,0,-0.0026,0,0,self
OKX,2026-05-30,BTC-USDT-SWAP-SHORT-1780099258000-1,SHORT,NOISE,MID,0.433,-0.811,TIMEOUT,-0.7063,0.1218,-0.1218,-0.06652450903693248,0,RANGE,0.484,7.85,0,1,0,-0.1762,1,0,other
OKX,2026-05-30,BTC-USDT-SWAP-SHORT-1780114672000-9,SHORT,NOISE,MID,0.317,-0.929,TIMEOUT,-0.8239,-0.1478,0.1478,-0.29007112627683723,0,RANGE,0.5053,9.07,0,1,0,-0.0295,1,0,self
OKX,2026-05-30,BTC-USDT-SWAP-LONG-1780108960000-7,LONG,MID,MID,0.541,-0.7,TIMEOUT,0.157,0.014,0.014,0.38696355217593825,0,RANGE,0.0396,24.92,0,0,1,-0.0915,0,1,self
OKX,2026-05-30,BTC-USDT-SWAP-LONG-1780104761000-5,LONG,MID,MID,0.613,-0.629,TIMEOUT,0.2289,0.1544,0.1544,0.040569826947352526,1,RANGE,0.0193,4.9,1,1,1,-0.0026,0,0,self
OKX,2026-05-30,BTC-USDT-SWAP-LONG-1780115944000-10,LONG,MID,MID,1.004,-0.036,TIMEOUT,0.6191,0.371,0.371,0.23795774593822364,1,RANGE,0.5804,20.33,0,0,1,-0.1278,0,1,other
OKX,2026-05-30,BTC-USDT-SWAP-LONG-1780117082000-13,LONG,MID,MID,0.981,-0.059,TIMEOUT,0.5955,0.3088,0.3088,0.087276265162813,1,RANGE,0.5568,23.33,0,0,1,-0.1278,0,1,other
OKX,2026-05-30,BTC-USDT-SWAP-SHORT-1780116018000-11,SHORT,NOISE,MID,0.006,-1.149,TIMEOUT,-1.0433,-0.0189,0.0189,-0.19336114107024038,1,RANGE,0.7243,5.6,0,1,0,-0.1278,1,0,other
OKX,2026-05-30,BTC-USDT-SWAP-SHORT-1780116898000-12,SHORT,NOISE,MID,0.036,-1.004,TIMEOUT,-0.8989,0.3193,-0.3193,-0.12512212133411652,0,RANGE,0.5801,24.47,0,0,0,-0.1278,1,0,other
OKX,2026-05-30,BTC-USDT-SWAP-LONG-1780123074000-14,LONG,MID,MID,0.614,-0.239,TIMEOUT,0.2296,0.2178,0.2178,-0.21349923885978989,0,RANGE,0.1923,127.18,0,0,,,0,0,
OKX,2026-05-30,BTC-USDT-SWAP-LONG-1780147156000-15,LONG,MID,MID,0.572,-0.0,TIMEOUT,0.1879,-0.4458,-0.4458,0.1169107775545841,0,RANGE,0.2014,43.98,0,0,,,0,0,
OKX,2026-05-30,BTC-USDT-SWAP-LONG-1780150128000-17,LONG,NOISE,MID,0.184,-0.194,TIMEOUT,-0.1987,0.0456,0.0456,-0.1760986306912413,1,BULL,0.0557,6.18,0,1,1,0.1463,1,0,self
OKX,2026-05-30,BTC-USDT-SWAP-SHORT-1780149688000-16,SHORT,MID,MID,0.265,-0.062,TIMEOUT,-0.0105,0.1705,-0.1705,0.08150550721212108,0,BULL,0.1134,8.13,0,1,0,0.1463,0,1,other
OKX,2026-05-30,BTC-USDT-SWAP-SHORT-1780151563000-18,SHORT,NOISE,MID,0.134,-0.162,TIMEOUT,-0.1422,-0.2228,0.2228,-0.26134670833837353,1,BULL,0.2454,35.33,0,0,,,0,0,
OKX,2026-05-30,BTC-USDT-SWAP-LONG-1780151979000-19,LONG,NOISE,MID,0.0,-0.298,TIMEOUT,-0.3021,0.0706,0.0706,-0.1410227337604367,1,BULL,0.0807,18.07,0,0,1,0.1463,1,0,other
BINANCE,2026-05-21,BTCUSDT-LONG-1779321652000-1,LONG,NOISE,MID,0.739,-1.173,TIMEOUT,-0.2807,0.2889,0.2889,-0.1671411463048484,0,RANGE,0.0106,1447.93,0,0,,,0,0,
BINANCE,2026-05-21,BTCUSDT-LONG-1779323426000-2,LONG,NOISE,MID,0.64,-1.27,TIMEOUT,-0.4912,0.0101,0.0101,-0.310690541534475,0,RANGE,0.0389,1415.22,0,0,,,0,0,
BINANCE,2026-05-21,BTCUSDT-LONG-1779325402000-5,LONG,NOISE,MID,0.3,-1.603,LOSS,-1.64,0.1755,0.1755,-0.44559974641224487,1,RANGE,0.1342,1390.73,0,0,,,0,0,
BINANCE,2026-05-21,BTCUSDT-SHORT-1779323772000-3,SHORT,MID,MID,1.284,-0.625,TIMEOUT,0.1819,0.0929,-0.0929,-0.30941691291720685,0,RANGE,0.0241,1418.58,0,0,,,0,0,
BINANCE,2026-05-21,BTCUSDT-LONG-1779326696000-8,LONG,NOISE,MID,0.456,-1.45,TIMEOUT,-0.7024,-0.1367,-0.1367,-0.2199062451225222,0,RANGE,0.4176,1364.12,0,0,,,0,0,
BINANCE,2026-05-21,BTCUSDT-LONG-1779331245000-9,LONG,NOISE,MID,0.295,-1.608,LOSS,-1.64,0.0047,0.0047,-0.41423423558518535,0,RANGE,0.2567,1281.68,0,0,,,0,0,
BINANCE,2026-05-21,BTCUSDT-SHORT-1779342844000-10,SHORT,MID,MID,1.351,-0.556,TIMEOUT,0.1516,-0.1398,0.1398,0.18617865286326907,0,RANGE,0.5091,1100.72,0,0,,,0,0,
BINANCE,2026-05-21,BTCUSDT-LONG-1779344451000-11,LONG,NOISE,MID,0.767,-1.144,TIMEOUT,-0.3094,-0.1685,-0.1685,0.17186157733889593,0,RANGE,0.72,1045.02,0,0,,,0,0,
BINANCE,2026-05-21,BTCUSDT-SHORT-1779346581000-12,SHORT,MID,MID,1.122,-0.79,TIMEOUT,0.1008,-0.0829,0.0829,0.1974194213650275,0,RANGE,0.743,1037.75,0,0,,,0,0,
BINANCE,2026-05-21,BTCUSDT-SHORT-1779357069000-14,SHORT,MID,MID,1.184,-0.577,TIMEOUT,0.2595,-0.097,0.097,0.21089560863836293,1,RANGE,0.7272,845.75,0,0,,,0,0,
BINANCE,2026-05-21,BTCUSDT-SHORT-1779325094000-4,SHORT,MID,MID,1.687,-0.214,TIMEOUT,0.6095,0.2792,-0.2792,-0.4842353074270364,1,RANGE,0.176,1380.38,0,0,,,0,0,
BINANCE,2026-05-21,BTCUSDT-SHORT-1779326244000-6,SHORT,MID,MID,1.461,-0.445,TIMEOUT,0.371,0.1237,-0.1237,-0.5332207126569236,1,RANGE,0.406,1370.02,0,0,,,0,0,
BINANCE,2026-05-21,BTCUSDT-SHORT-1779326363000-7,SHORT,MID,MID,1.461,-0.445,TIMEOUT,0.371,0.1237,-0.1237,-0.25615003612749315,1,RANGE,0.406,1370.02,0,0,,,0,0,
BINANCE,2026-05-21,BTCUSDT-SHORT-1779359582000-16,SHORT,MID,MID,0.84,-0.928,TIMEOUT,-0.0617,-0.0444,0.0444,0.09211558487763832,1,RANGE,1.0781,819.47,0,0,,,0,0,
BINANCE,2026-05-21,BTCUSDT-LONG-1779362883000-18,LONG,MID,MID,1.096,-0.674,TIMEOUT,-0.0368,-0.1171,-0.1171,0.10145127529491052,0,RANGE,1.2466,755.42,0,0,,,0,0,
BINANCE,2026-05-21,BTCUSDT-LONG-1779360866000-17,LONG,MID,MID,1.135,-0.636,TIMEOUT,-0.0393,-0.1546,-0.1546,0.1821990999097461,0,RANGE,1.2852,800.27,0,0,,,0,0,
BINANCE,2026-05-21,BTCUSDT-LONG-1779378060000-24,LONG,NOISE,MID,1.117,-0.872,TIMEOUT,-0.6031,-0.139,-0.139,-0.025458090057007755,0,RANGE,0.2303,494.4,0,0,,,0,0,
BINANCE,2026-05-21,BTCUSDT-LONG-1779366351000-19,LONG,MID,MID,1.227,-0.546,TIMEOUT,0.2031,-0.2797,-0.2797,0.08437464552413017,1,RANGE,1.1269,706.25,0,0,,,0,0,
BINANCE,2026-05-21,BTCUSDT-SHORT-1779372363000-23,SHORT,MID,MID,0.305,-1.466,TIMEOUT,0.086,-0.0338,0.0338,-0.026508197122268273,1,RANGE,0.5291,559.67,0,0,,,0,0,
BINANCE,2026-05-21,BTCUSDT-SHORT-1779371412000-22,SHORT,MID,MID,0.468,-1.243,TIMEOUT,-0.1043,0.0398,-0.0398,0.17689867481058716,0,RANGE,0.7088,611.73,0,0,,,0,0,
BINANCE,2026-05-21,BTCUSDT-SHORT-1779359514000-15,SHORT,MID,MID,0.84,-0.928,TIMEOUT,-0.0617,-0.0444,0.0444,0.17127451040594313,0,RANGE,1.0781,819.47,0,0,,,0,0,
BINANCE,2026-05-21,BTCUSDT-LONG-1779371350000-21,LONG,MID,MID,1.226,-0.485,TIMEOUT,-0.026,0.0679,0.0679,0.14351598080926709,1,RANGE,0.6915,617.38,0,0,,,0,0,
BINANCE,2026-05-21,BTCUSDT-LONG-1779371170000-20,LONG,MID,MID,1.643,-0.076,TIMEOUT,0.2777,-0.1745,-0.1745,0.16356236821848322,0,BEAR,1.1426,628.62,0,0,,,0,0,
BINANCE,2026-05-21,BTCUSDT-SHORT-1779391977000-25,SHORT,GOOD,STRONG_2_5,2.599,-0.289,WIN,1.86,0.1748,-0.1748,-0.05499420742456944,0,RANGE,0.5484,262.75,0,0,,,0,0,
BINANCE,2026-05-22,BTCUSDT-SHORT-1779422839000-5,SHORT,GOOD,STRONG_3,3.401,-0.04,WIN,1.86,0.2236,-0.2236,0.8231903283156067,0,RANGE,0.0096,12.97,0,1,1,0.0329,0,1,self
BINANCE,2026-05-22,BTCUSDT-SHORT-1779416443000-4,SHORT,GOOD,STRONG_3,3.15,-0.299,WIN,1.86,0.1741,-0.1741,0.5339892290334477,0,RANGE,0.0868,5.38,0,1,0,-0.2003,1,0,self
BINANCE,2026-05-22,BTCUSDT-SHORT-1779414465000-3,SHORT,GOOD,STRONG_3,3.146,-0.304,WIN,1.86,0.3254,-0.3254,0.36769580629672777,0,RANGE,0.0099,16.52,0,0,0,0.1806,0,1,self
BINANCE,2026-05-22,BTCUSDT-SHORT-1779409025000-1,SHORT,GOOD,STRONG_2_5,2.745,-0.535,WIN,1.86,-0.0368,0.0368,0.29458267517085346,0,RANGE,0.1994,2.65,1,1,1,0.0771,0,1,other
BINANCE,2026-05-22,BTCUSDT-SHORT-1779411938000-2,SHORT,GOOD,STRONG_2_5,2.822,-0.64,WIN,1.86,-0.093,0.093,0.23910121836491527,0,RANGE,0.3032,9.92,0,1,1,0.3502,0,1,self
BINANCE,2026-05-22,BTCUSDT-SHORT-1779440811000-6,SHORT,GOOD,STRONG_3,3.889,-0.444,WIN,1.86,-0.0251,0.0251,0.18557005414904118,0,BEAR,0.5887,12.07,0,1,1,0.1118,0,1,self
BINANCE,2026-05-22,BTCUSDT-SHORT-1779459206000-11,SHORT,GOOD,STRONG_3,3.633,-0.089,WIN,1.86,-0.0732,0.0732,0.14091827933003856,1,RANGE,0.7108,1.93,1,1,1,-0.1191,1,0,other
BINANCE,2026-05-22,BTCUSDT-LONG-1779456909000-9,LONG,NOISE,MID,0.16,-3.862,LOSS,-1.64,-0.1907,-0.1907,0.17468051462713585,0,RANGE,0.4716,16.25,0,0,0,0.0594,1,0,self
BINANCE,2026-05-22,BTCUSDT-SHORT-1779460506000-12,SHORT,GOOD,STRONG_3,3.347,-0.387,WIN,1.86,0.0647,-0.0647,-0.22650510133662152,1,RANGE,1.0103,4.1,1,1,1,0.0377,0,1,other
BINANCE,2026-05-22,BTCUSDT-SHORT-1779467230000-16,SHORT,GOOD,STRONG_3,3.506,-0.221,WIN,1.86,0.0401,-0.0401,0.058887430126850826,0,RANGE,0.8026,34.35,0,0,,,0,0,
BINANCE,2026-05-22,BTCUSDT-LONG-1779464653000-14,LONG,NOISE,MID,0.402,-3.333,LOSS,-1.64,0.069,0.069,0.32607805336607465,1,RANGE,1.0249,0.77,1,1,0,0.2861,1,0,other
BINANCE,2026-05-22,BTCUSDT-SHORT-1779465008000-15,SHORT,GOOD,STRONG_3,3.326,-0.409,WIN,1.86,0.1142,-0.1142,0.26250277294290886,0,RANGE,1.032,2.5,1,1,1,0.2861,0,1,other
BINANCE,2026-05-22,BTCUSDT-LONG-1779458993000-10,LONG,NOISE,MID,0.291,-3.44,LOSS,-1.64,-0.1275,-0.1275,0.14894482821897423,0,RANGE,0.9131,3.1,1,1,0,-0.0305,0,1,self
BINANCE,2026-05-22,BTCUSDT-SHORT-1779461413000-13,SHORT,GOOD,STRONG_3,3.342,-0.392,WIN,1.86,0.4115,-0.4115,0.052577438229287614,0,RANGE,1.0155,1.93,1,1,0,-0.0077,0,0,self
BINANCE,2026-05-22,BTCUSDT-LONG-1779476321000-17,LONG,NOISE,MID,0.016,-3.053,LOSS,-1.64,0.1249,0.1249,0.09978802199711254,1,BEAR,0.6917,177.27,0,0,,,0,0,
BINANCE,2026-05-22,BTCUSDT-LONG-1779476493000-18,LONG,NOISE,MID,0.226,-2.631,LOSS,-1.64,-0.2457,-0.2457,0.044915182450126184,0,BEAR,1.1308,189.93,0,0,,,0,0,
BINANCE,2026-05-22,BTCUSDT-LONG-1779477261000-19,LONG,NOISE,MID,0.19,-2.665,LOSS,-1.64,-0.2353,-0.2353,0.22068815431727196,0,BEAR,1.0946,192.95,0,0,,,0,0,
BINANCE,2026-05-22,BTCUSDT-SHORT-1779478080000-20,SHORT,NOISE,MID,1.933,-0.512,TIMEOUT,-0.4045,-0.0168,0.0168,0.1306254461552012,1,BEAR,1.8551,222.0,0,0,,,0,0,
BINANCE,2026-05-22,BTCUSDT-SHORT-1779478203000-21,SHORT,NOISE,MID,1.933,-0.512,TIMEOUT,-0.4045,-0.0168,0.0168,0.18754436634478208,1,BEAR,1.8551,222.0,0,0,,,0,0,
BINANCE,2026-05-22,BTCUSDT-LONG-1779483676000-24,LONG,NOISE,MID,1.913,-2.33,LOSS,-1.64,0.005,0.005,0.12033137931564225,1,BEAR,1.4429,169.6,0,0,,,0,0,
BINANCE,2026-05-22,BTCUSDT-LONG-1779480095000-23,LONG,NOISE,MID,0.285,-2.155,LOSS,-1.64,0.0671,0.0671,0.0903002816035859,0,BEAR,1.6248,240.17,0,0,,,0,0,
BINANCE,2026-05-22,BTCUSDT-LONG-1779479332000-22,LONG,NOISE,MID,0.191,-2.246,LOSS,-1.64,0.038,0.038,0.24199445790082189,1,BEAR,1.5299,237.17,0,0,,,0,0,
BINANCE,2026-05-22,BTCUSDT-SHORT-1779494198000-27,SHORT,NOISE,MID,1.728,-2.541,LOSS,-1.64,-0.1708,0.1708,0.11367092895925156,1,BEAR,0.7231,7.25,0,1,1,0.2231,0,1,self
BINANCE,2026-05-23,BTCUSDT-LONG-1779494431000-1,LONG,NOISE,STRONG_2_5,2.556,-1.713,LOSS,-1.64,-0.043,-0.043,-0.9793417233974,0,BEAR,0.157,0.5,1,1,0,0.2231,1,0,other
BINANCE,2026-05-23,BTCUSDT-LONG-1779496376000-2,LONG,NOISE,STRONG_2_5,2.774,-1.505,LOSS,-1.64,-0.1826,-0.1826,-0.9902697584403919,0,BEAR,0.3698,3.38,1,1,0,-0.2008,0,1,other
BINANCE,2026-05-23,BTCUSDT-LONG-1779496841000-3,LONG,GOOD,STRONG_2_5,2.911,-1.374,WIN,1.86,-0.2214,-0.2214,-0.9905550233043866,0,BEAR,0.5033,11.13,0,1,0,-0.2008,0,1,other
BINANCE,2026-05-23,BTCUSDT-LONG-1779525537000-7,LONG,GOOD,STRONG_3,4.084,-0.027,WIN,1.86,-0.1846,-0.1846,-0.9944242177355705,0,BEAR,1.5313,45.35,0,0,,,0,0,
