_half,_label_engine_class,_label_is_primary,_label_reached_raw,_label_unique_move_id,cand_absorb_score,cand_ask_refill_score,cand_bid_refill_score,cand_buy_pressure,cand_down_move_pct,cand_pressure_against,cand_prior_move_pct,cand_range_compression,cand_refill_with,cand_sell_pressure,cand_up_move_pct,candidate_iso,candidate_to_confirm_min,conf_age_min,conf_cycles_seen,conf_defended_persistence_sec,conf_opposite_thinning,conf_void_score,confirm_to_trigger_min,confirmed_iso,date,direction,filter_dup_suppressed,filter_fast_ok,filter_kept,local_range_15m_pct,local_range_180m_pct,local_range_30m_pct,local_range_60m_pct,local_realized_vol_15m,local_realized_vol_180m,local_realized_vol_30m,local_realized_vol_60m,opp_dir_zones_active_60m,prior_move_15m_pct,prior_move_180m_pct,prior_move_30m_pct,prior_move_60m_pct,same_dir_zones_active_60m,score_absorption,score_liquidity_void,score_ofi,score_refill,score_trigger,stage_reached,total_pre_trigger_min,trig_break_pct,trig_flow_multiplier,trig_price,trig_side_flow_ok,trigger_iso,zone_high,zone_id,zone_low,zone_mid,zone_width_pct
first,failed_triggered,False,False,,0.6207819193674287,0.501586547757029,,0.564347199424935,,0.564347199424935,0,1,0.501586547757029,,0,2026-03-07T04:09:42+00:00,11.183333333333334,11.183333333333334,12,671,0.5030028071657171,1,152.31666666666666,2026-03-07T04:20:53+00:00,2026-03-07,SHORT,True,False,False,0.2493,1.1033,0.5198,0.746,0.000349,0.000376,0.000465,0.000408,0,0.0845,-0.3602,-0.2349,-0.4394,0,0.6468951270432073,1,-0.0741289518759352,0.5023350240229323,1,triggered,163.5,0.3697470522136171,2.861250117937984,67571.75,0,2026-03-07T06:53:12+00:00,67994.35,BTC-USDT-SWAP-SHORT-1772856582000-8,67822.521775,67908.4358875,0.25302927795990277
first,invalidated_or_expired,False,False,,0.6056616927665519,,0.49934066741011585,,0,0.5506015388786835,0,1,0.49934066741011585,0.5506015388786835,,2026-03-07T04:08:18+00:00,42.46666666666667,42.46666666666667,5,2548,0.5001151626238582,1,,2026-03-07T04:50:46+00:00,2026-03-07,LONG,,,,0.2356,1.1033,0.2617,0.5198,0.00026,0.000377,0.000312,0.000396,2,0.1691,-0.2463,0.1667,-0.0639,0,0.7578285162659263,1,-0.030741480194051624,0.5001260929954733,,confirmed,,,,,0,,68116.05,BTC-USDT-SWAP-LONG-1772856498000-7,67832.05,67974.05,0.417806501157427
first,failed_triggered,False,False,,0.6667735483823062,,0.5007003040875992,,0,0.6061577712566419,0,1,0.5007003040875992,0.6061577712566419,,2026-03-07T07:53:05+00:00,3.0,3,173,180,0.49791011911701916,1,19.283333333333335,2026-03-07T07:56:05+00:00,2026-03-07,LONG,False,True,True,0.2292,1.0407,0.302,0.6268,0.000379,0.000456,0.000367,0.000477,3,0.1392,-0.4574,0.1302,0.1234,1,0.660834317124638,1,0.2766130629289072,0.4995933583505802,0.9720102865128342,triggered,22.283333333333335,0.054696409129148874,1.4145815667359303,67866.05,0,2026-03-07T08:15:22+00:00,67828.95,BTC-USDT-SWAP-LONG-1772869985000-15,67743.361375,67786.1556875,0.12626269203784748
first,failed_triggered,False,False,,0.64053673366104,,0.4985442638509972,,0,0.5823061215100364,0,1,0.4985442638509972,0.5823061215100364,,2026-03-07T07:55:25+00:00,13.666666666666666,13.666666666666666,94,820,0.5003820093864767,1,9.033333333333333,2026-03-07T08:09:05+00:00,2026-03-07,LONG,True,True,False,0.1504,1.0072,0.2887,0.6351,0.000335,0.000458,0.000335,0.000387,3,-0.055,-0.4459,0.1756,0.4069,2,0.6384948567054524,1,0.13924413549171108,0.5016350632480377,1,triggered,22.7,0.07247782035214195,1.5629044112008523,67912.05,0,2026-03-07T08:18:07+00:00,67862.864475,BTC-USDT-SWAP-LONG-1772870125000-16,67732.75,67797.8072375,0.1919154620210586
first,invalidated_or_expired,False,False,,0.6169838807593506,0.5031762420642312,,0.560894437053955,,0.560894437053955,0,1,0.5031762420642312,,0,2026-03-07T07:18:30+00:00,3.0166666666666666,3.0166666666666666,112,181,0.5012297192017053,1,,2026-03-07T07:21:31+00:00,2026-03-07,SHORT,,,,0.3231,1.0527,0.5655,0.7732,0.000542,0.000447,0.000768,0.000616,1,0.1738,-0.5254,-0.2671,-0.443,0,0.6143608791296818,1,-0.13726325130164227,0.5107944015811885,,confirmed,,,,,0,,67625.545875,BTC-USDT-SWAP-SHORT-1772867910000-12,67557.954125,67591.75,0.09999999999998864
first,failed_triggered,False,False,,0.6118294397041678,,0.5026304715108396,,0,0.5562085815492435,0,1,0.5026304715108396,0.5562085815492435,,2026-03-07T06:58:18+00:00,13.083333333333334,13.083333333333334,17,785,0.5008207372731335,1,73.55,2026-03-07T07:11:23+00:00,2026-03-07,LONG,True,False,False,0.4774,1.0527,0.7698,0.8291,0.000675,0.000441,0.000759,0.0006,0,-0.3757,-0.6715,-0.6066,-0.6974,0,0.6024972694255031,1,0.12944773954991198,0.49914602408676034,0.9939977740824184,triggered,86.63333333333334,0.2727945815651409,1.4807165126666952,67942.15,0,2026-03-07T08:24:56+00:00,67757.31172499999,BTC-USDT-SWAP-LONG-1772866698000-11,67406.55,67581.9308625,0.5190170220404591
first,failed_triggered,False,False,,0.6706290515600537,,0.5031264983483534,,0.00036828505852786153,0.620889258668425,0.00036828505852786153,1,0.5031264983483534,0.620889258668425,,2026-03-07T08:43:07+00:00,9.25,9.25,113,555,0.5021484116766166,1,22.833333333333332,2026-03-07T08:52:22+00:00,2026-03-07,LONG,True,True,False,0.1106,0.9352,0.2508,0.402,0.000236,0.000442,0.000312,0.000317,0,-0.0502,-0.2394,-0.1139,0.1635,3,0.6515699936823054,1,0.1416777493174672,0.49957076672082623,1,triggered,32.083333333333336,0.0750325502153272,4.427816207344971,67966.85,0,2026-03-07T09:15:12+00:00,67915.890975,BTC-USDT-SWAP-LONG-1772872987000-18,67848.00902499999,67881.95,0.10000000000001469
first,failed_triggered,False,False,,0.7654879655222255,,0.500709202103804,,0,0.6958981504747505,0,1,0.500709202103804,0.6958981504747505,,2026-03-07T08:30:11+00:00,3.0,3,177,180,0.5050870031379298,1,42.96666666666667,2026-03-07T08:33:11+00:00,2026-03-07,LONG,True,True,False,0.1948,1.0044,0.402,0.5622,0.000386,0.000443,0.000332,0.000349,2,0.039,0.0152,0.2432,0.383,2,0.7616300017125648,1,0.12914970144758,0.49522856417255523,1,triggered,45.96666666666667,0.06251843374406718,2.537796747267185,68022.45,0,2026-03-07T09:16:09+00:00,67979.95,BTC-USDT-SWAP-LONG-1772872211000-17,67901.282375,67940.6161875,0.11578880118322428
first,invalidated_or_expired,False,False,,0.6343253087429336,0.49432559422827066,,0.576659371584485,,0.576659371584485,0,1,0.49432559422827066,,0,2026-03-07T07:30:13+00:00,3.0,3,69,180,0.49953942845181865,1,,2026-03-07T07:33:13+00:00,2026-03-07,SHORT,,,,0.2353,1.0527,0.482,0.7698,0.000356,0.000446,0.000512,0.000615,1,0.1072,-0.4898,0.1459,-0.2342,1,0.7780566087455927,1,-0.12241221024517757,0.5006763252804107,,confirmed,,,,,0,,67728.89752500001,BTC-USDT-SWAP-SHORT-1772868613000-13,67657.85,67693.3737625,0.10495491811247243
first,failed_triggered,False,False,,0.6030808608612204,,0.49824554546794436,,0.00036765679091505367,0.5583338177814059,0.00036765679091505367,1,0.49824554546794436,0.5583338177814059,,2026-03-07T09:53:39+00:00,3.0,3,107,180,0.5023491885458174,1,17.9,2026-03-07T09:56:39+00:00,2026-03-07,LONG,True,True,False,0.1302,0.9398,0.1604,0.5376,0.000276,0.000383,0.000263,0.00034,0,0.0734,0.4234,0.1033,0.4013,0,0.6384661941132571,1,0.2591227147984125,0.502774743666363,1,triggered,20.9,0.05732751389253439,1.8284107709335526,68070.95,0,2026-03-07T10:14:33+00:00,68031.94897499999,BTC-USDT-SWAP-LONG-1772877219000-19,67950.05,67990.9994875,0.12045561268009615
first,invalidated_or_expired,False,False,,0.6140003321830328,0.5003577558228824,,0.6426303376086615,,0.6426303376086615,0.0030258302583068787,1,0.5003577558228824,,0.0030258302583068787,2026-03-07T07:48:23+00:00,3.0,3,116,180,0.4981515871348307,1,,2026-03-07T07:51:23+00:00,2026-03-07,SHORT,,,,0.2844,1.0407,0.3566,0.6091,0.000366,0.000453,0.000361,0.0006,1,0.0933,-0.4407,0.275,0.0087,2,0.6586606451166374,1,-0.11890658074696778,0.49945384376005714,,confirmed,,,,,0,,67785.92602500001,BTC-USDT-SWAP-SHORT-1772869703000-14,67718.173975,67752.05,0.10000000000001483
first,failed_triggered,False,False,,0.6204957091242809,0.5014516752512677,,0.5661683473499286,,0.5661683473499286,7.379496512141541e-05,1,0.5014516752512677,,7.379496512141541e-05,2026-03-07T14:08:01+00:00,12.733333333333333,12.733333333333333,81,764,0.5001021592221235,1,222.13333333333333,2026-03-07T14:20:45+00:00,2026-03-07,SHORT,False,False,False,0.3224,0.8928,0.5225,0.6459,0.000472,0.000349,0.000437,0.000426,0,-0.1015,-0.6624,-0.2483,-0.3561,0,0.6331844523779818,1,-0.4269900080678324,0.5003105774597042,1,triggered,234.86666666666667,0.10550388462936089,2.091960622746462,67509.15,0,2026-03-07T18:02:53+00:00,67789.227675,BTC-USDT-SWAP-SHORT-1772892481000-20,67580.45,67684.83883749999,0.3084555988989576
first,failed_triggered,False,False,,0.6145261202333686,0.5002739627830332,,0.5648619403004688,,0.5648619403004688,0.00022202519543209977,1,0.5002739627830332,,0.00022202519543209977,2026-03-07T18:08:40+00:00,3.5,3.5,46,210,0.49991227118840875,1,66.9,2026-03-07T18:12:10+00:00,2026-03-07,SHORT,False,False,False,0.5641,0.8302,0.6022,0.6958,0.000715,0.000368,0.000512,0.000393,0,-0.3524,-0.4574,-0.3725,-0.2855,0,0.6889702939584653,1,-0.20961308238284984,0.5003902524602057,1,triggered,70.4,0.26022461342090436,3.417704172591172,67350.55,0,2026-03-07T19:19:04+00:00,67615.95,BTC-USDT-SWAP-SHORT-1772906920000-21,67526.269975,67571.1099875,0.1327194788077096
first,failed_triggered,False,False,,0.6331760045790481,0.5001222528053774,,0.5756145496173164,,0.5756145496173164,0,1,0.5001222528053774,,0,2026-03-07T19:09:58+00:00,14.7,14.7,18,882,0.501078480669863,1,3.1333333333333333,2026-03-07T19:24:40+00:00,2026-03-07,SHORT,True,True,False,0.4955,1.0704,0.5482,0.6548,0.000685,0.000394,0.000526,0.000451,0,-0.2457,-0.6011,-0.299,-0.4046,0,0.6877486821531426,1,-0.08783088761468644,0.5008130776815078,1,triggered,17.833333333333332,0.12831692943387094,4.975947847493033,67169.05,0,2026-03-07T19:27:48+00:00,67532.95,BTC-USDT-SWAP-SHORT-1772910598000-22,67255.35,67394.15,0.4119051876164197
first,failed_triggered,False,False,,0.6877486821531426,0.5008130776815078,,0.625226074684675,,0.625226074684675,0,1,0.5008130776815078,,0,2026-03-07T19:24:40+00:00,13.75,13.75,136,825,0.5013832722627539,1,11.783333333333333,2026-03-07T19:38:25+00:00,2026-03-07,SHORT,True,True,False,0.402,1.1666,0.6138,0.7506,0.000637,0.000424,0.000654,0.00051,0,-0.1929,-0.7501,-0.3359,-0.335,1,0.6050173443020237,1,-0.46788019069663334,0.5011300847467354,1,triggered,25.533333333333335,0.0981580105650106,1.590373430258455,67070.75,0,2026-03-07T19:50:12+00:00,67388.72752500001,BTC-USDT-SWAP-SHORT-1772911480000-23,67136.65,67262.68876250001,0.37476575741728646
first,no_trigger,False,False,,0.6488129756884017,,0.5019861056420188,,0,0.589829977898547,0,1,0.5019861056420188,0.589829977898547,,2026-03-07T19:57:02+00:00,3.0,3,168,180,0.4974131325427086,1,,2026-03-07T20:00:02+00:00,2026-03-07,LONG,,,,0.546,1.5534,0.6543,0.9985,0.000814,0.000482,0.000693,0.000654,2,-0.2429,-1.0956,-0.2384,-0.7527,0,0.6524804287754189,1,0.3257085040880948,0.49943233386736313,,confirmed,,,,,0,,67443.45,BTC-USDT-SWAP-LONG-1772913422000-24,67010.727875,67227.0889375,0.6436722634268686
first,no_trigger,False,False,,0.6441722495479656,,0.4986211406969014,,0,0.585611135952696,0,1,0.4986211406969014,0.585611135952696,,2026-03-07T19:58:08+00:00,14.9,14.9,151,894,0.5001790915270014,1,,2026-03-07T20:13:02+00:00,2026-03-07,LONG,,,,0.353,1.5534,0.5949,0.9741,0.000471,0.000492,0.000664,0.000671,2,0.2348,-0.7937,-0.025,-0.4276,1,0.6034748653965996,1,0.10455989953338658,0.49909719324134344,,confirmed,,,,,0,,67443.45,BTC-USDT-SWAP-LONG-1772913488000-25,67022.35,67232.9,0.6263302639035224
first,no_trigger,False,False,,0.6066080144165288,,0.5004871694208829,,0,0.5514618312877534,0,1,0.5004871694208829,0.5514618312877534,,2026-03-07T20:53:05+00:00,7.35,7.35,20,441,0.5014510614605187,1,,2026-03-07T21:00:26+00:00,2026-03-07,LONG,,,,0.2322,1.2726,0.3163,0.5244,0.000398,0.000515,0.000371,0.000382,0,-0.0469,-0.5742,0.16,0.402,1,0.6724831550302516,1,0.24677422896065862,0.5000318848919526,,confirmed,,,,,0,,67443.45,BTC-USDT-SWAP-LONG-1772916785000-26,67059.95,67251.7,0.5702458079126624
first,no_trigger,False,False,,0.607905915956827,,0.5000580951608695,,0,0.5526417417789335,0,1,0.5000580951608695,0.5526417417789335,,2026-03-07T21:40:21+00:00,19.7,19.7,67,1182,0.49768275365712317,1,,2026-03-07T22:00:03+00:00,2026-03-07,LONG,,,,0.2361,0.9985,0.2713,0.3105,0.00032,0.000487,0.000371,0.00036,0,0.0842,-0.2091,-0.0341,0.078,1,0.6140093865112654,1,0.13658683196130106,0.5012847500386649,,confirmed,,,,,0,,67436.25,BTC-USDT-SWAP-LONG-1772919621000-27,67059.95,67248.1,0.5595697127502529
first,primary_unique_reached_move,True,True,1,0.6801276136474621,0.4975169068274726,,0.7723004100001615,,0.7723004100001615,0.004981501528638829,1,0.4975169068274726,,0.004981501528638829,2026-03-08T00:43:13+00:00,3.0,3,174,180,0.49911403935988485,1,2.0833333333333335,2026-03-08T00:46:13+00:00,2026-03-08,SHORT,False,True,True,0.1442,0.3781,0.3781,0.3781,0.000312,0.000314,0.000304,0.000314,2,-0.0915,0.0198,-0.2192,0.0198,1,0.698590527167264,1,-0.40480723115410644,0.4936546241765104,1,triggered,5.083333333333333,0.06040853129155347,1.96184439252578,67168.45,0,2026-03-08T00:48:18+00:00,67286.05,BTC-USDT-SWAP-SHORT-1772930593000-4,67209.05,67247.55,0.11450231272366056
first,failed_triggered,False,False,,0.6986690188967722,,0.5011374283712153,,0,0.6351536535425202,0,1,0.5011374283712153,0.6351536535425202,,2026-03-08T00:52:38+00:00,3.8333333333333335,3.8333333333333335,81,230,0.49882051340362116,1,11.216666666666667,2026-03-08T00:56:28+00:00,2026-03-08,LONG,False,True,True,0.2045,0.4681,0.2716,0.4681,0.000333,0.000316,0.0003,0.000316,2,-0.1833,-0.1104,-0.2107,-0.1104,2,0.6090452662721905,1,-0.3751231637474671,0.5002300784680677,1,triggered,15.05,0.050153473294210583,3.025234538033231,67247.35,0,2026-03-08T01:07:41+00:00,67213.640025,BTC-USDT-SWAP-LONG-1772931158000-5,67146.459975,67180.05,0.09999999999999312
first,duplicate_reached_move,False,True,1,0.7826520357708255,0.5003806461957613,,0.7115018507007504,,0.7115018507007504,0,1,0.5003806461957613,,0,2026-03-08T00:14:58+00:00,3.0,3,178,180,0.5003305140613391,1,76.71666666666667,2026-03-08T00:17:58+00:00,2026-03-08,SHORT,True,False,False,0.1603,0.3058,0.3058,0.3058,0.000305,0.000316,0.000316,0.000316,0,0.0832,0.2393,0.2393,0.2393,0,0.68574152833878,1,-0.07780774698159858,0.5004635777329356,0.9695694053026066,triggered,79.71666666666667,0.37358252301091593,1.4047652566398596,67074.95,0,2026-03-08T01:34:41+00:00,67399.55,BTC-USDT-SWAP-SHORT-1772928898000-2,67326.469925,67363.0099625,0.10848695009425488
first,duplicate_reached_move,False,True,1,0.7198519125679458,0.5004277368403598,,0.8565358958731462,,0.8565358958731462,0.006177314222847993,1,0.5004277368403598,,0.006177314222847993,2026-03-08T01:11:38+00:00,3.25,3.25,153,195,0.49985500548921696,1,94.31666666666666,2026-03-08T01:14:53+00:00,2026-03-08,SHORT,False,False,False,0.2211,0.5037,0.24,0.5037,0.000352,0.000322,0.000344,0.000326,3,0.1362,0.0321,0.0132,-0.2039,2,0.6750014626653044,1,-0.14544655763212272,0.5006181450992138,0.9671606995648898,triggered,97.56666666666666,0.07685159740059046,1.4030957529409471,67100.25,0,2026-03-08T02:49:12+00:00,67252.55,BTC-USDT-SWAP-SHORT-1772932298000-6,67151.857275,67202.2036375,0.14983545114555216
first,duplicate_reached_move,False,True,1,0.7236913253746334,0.4996952275267324,,0.6579012048860303,,0.6579012048860303,0,1,0.4996952275267324,,0,2026-03-08T02:30:50+00:00,3.0,3,182,180,0.5001634549995623,1,15.983333333333333,2026-03-08T02:33:50+00:00,2026-03-08,SHORT,True,True,False,0.3255,0.604,0.3621,0.3877,0.000378,0.000334,0.000347,0.000333,0,-0.243,-0.1513,-0.1645,0.0778,0,0.7418950886527168,1,0.14226521604279638,0.4986742616738027,1,triggered,18.983333333333334,0.06291497607515968,1.9311411337063518,67032.45,0,2026-03-08T02:49:49+00:00,67166.016225,BTC-USDT-SWAP-SHORT-1772937050000-7,67074.65,67120.3331125,0.13612302079440938
first,invalidated_or_expired,False,False,,0.7924471688982085,,0.4977457745939102,,0,0.7204065171801896,0,1,0.4977457745939102,0.7204065171801896,,2026-03-08T00:00:31+00:00,30.233333333333334,30.233333333333334,17,1814,0.502730181661758,1,,2026-03-08T00:30:45+00:00,2026-03-08,LONG,,,,0.2602,0.3554,0.3319,0.3554,0.000292,0.000314,0.000313,0.000314,1,-0.0708,0.149,0.1112,0.149,0,0.7211760106075635,1,-0.07860035686533297,0.50289305021758,,confirmed,,,,,0,,67452.65,BTC-USDT-SWAP-LONG-1772928031000-1,67199.433475,67326.0417375,0.3761048748228382
first,invalidated_or_expired,False,False,,0.7211760106075635,,0.50289305021758,,0,0.655614555097785,0,1,0.50289305021758,0.655614555097785,,2026-03-08T00:30:45+00:00,9.55,9.55,24,573,0.4968899759169828,1,,2026-03-08T00:40:18+00:00,2026-03-08,LONG,,,,0.1983,0.3652,0.3652,0.3652,0.00027,0.000312,0.000315,0.000312,1,-0.0897,0.0729,-0.1777,0.0729,1,0.6403490200922385,1,0.09566913949953493,0.49997084212179516,,confirmed,,,,,0,,67364.815575,BTC-USDT-SWAP-LONG-1772929845000-3,67217.65,67291.23278749999,0.2186994782288248
first,failed_triggered,False,False,,0.6768761298253294,0.5007662317310563,,0.6153419362048449,,0.6153419362048449,0,1,0.5007662317310563,,0,2026-03-08T02:31:26+00:00,3.0,3,182,180,0.5001919187308014,1,16.533333333333335,2026-03-08T02:34:26+00:00,2026-03-08,SHORT,True,True,False,0.3094,0.604,0.3621,0.3877,0.000342,0.000333,0.000348,0.000332,0,-0.1105,-0.112,-0.1165,0.1091,1,0.7358629964831492,1,-0.06554952821749813,0.4978885458157745,1,triggered,19.533333333333335,0.33315040535405316,3.5612539457808454,66821.65,0,2026-03-08T02:50:58+00:00,67155.75,BTC-USDT-SWAP-SHORT-1772937086000-8,67045.010725,67100.3803625,0.1650352418298483
first,failed_triggered,False,False,,0.7656368519683714,0.5002903390438197,,0.6960335017894285,,0.6960335017894285,0,1,0.5002903390438197,,0,2026-03-08T03:55:12+00:00,10.083333333333334,10.083333333333334,27,605,0.49998668340902036,1,42.31666666666667,2026-03-08T04:05:17+00:00,2026-03-08,SHORT,False,True,True,0.2232,0.9133,0.2232,0.2784,0.000396,0.000488,0.000367,0.000392,0,-0.0886,-0.2529,0.0645,0.1238,1,0.6000488358470237,1,0.13324464428795743,0.49981385660477934,1,triggered,52.4,0.062177110602753695,1.8959699079241823,66864.05,0,2026-03-08T04:47:36+00:00,67054.85,BTC-USDT-SWAP-SHORT-1772942112000-11,66905.65,66980.25,0.22275222920190899
first,failed_triggered,False,False,,0.7779895813486482,0.5018172511797978,,0.7072632557714983,,0.7072632557714983,0,1,0.5018172511797978,,0,2026-03-08T02:56:44+00:00,11.866666666666667,11.866666666666667,38,712,0.500827382583704,1,102.55,2026-03-08T03:08:36+00:00,2026-03-08,SHORT,True,False,False,0.2841,0.9927,0.9133,0.9133,0.000662,0.000472,0.000878,0.00067,1,0.023,-0.6319,-0.3187,-0.4675,2,0.6722892006726742,1,-0.23866473711566083,0.5027353144153515,0.9896763522425418,triggered,114.41666666666667,0.05822311727167697,1.4634212736115697,66773.05,0,2026-03-08T04:51:09+00:00,66999.95,BTC-USDT-SWAP-SHORT-1772938604000-10,66811.95,66905.95,0.28099145143294435
first,invalidated_or_expired,False,False,,0.6064661121760265,0.5019499197336965,,0.5513328292509332,,0.5513328292509332,0,1,0.5019499197336965,,0,2026-03-08T04:53:25+00:00,18.85,18.85,4,1131,0.500676488319147,1,,2026-03-08T05:12:16+00:00,2026-03-08,SHORT,,,,0.5281,1.3524,0.6419,0.832,0.000481,0.000524,0.00057,0.000474,0,0.4188,-0.4444,-0.0389,-0.1539,0,0.6497066440164374,1,-0.1544072390417889,0.5007631127193546,,confirmed,,,,,0,,66924.35,BTC-USDT-SWAP-SHORT-1772945605000-12,66510.75,66717.55,0.6199268408387385
first,failed_triggered,False,False,,0.6655357381880967,,0.5008951401351323,,0,0.6050324892619061,0,1,0.5008951401351323,0.6050324892619061,,2026-03-08T07:16:22+00:00,3.0,3,127,180,0.4994437348126735,1,0.8833333333333333,2026-03-08T07:19:22+00:00,2026-03-08,LONG,False,True,True,0.3215,1.3336,0.4712,0.5882,0.000494,0.000401,0.000414,0.000367,0,0.2444,0.4811,0.3572,0.3715,0,0.6772160293472437,1,0.046430292975143825,0.5001210396410933,1,triggered,3.8833333333333333,0.0893586733947866,1.7113193569206893,67429.15,0,2026-03-08T07:20:15+00:00,67368.95,BTC-USDT-SWAP-LONG-1772954182000-14,67292.586875,67330.7684375,0.11341490194172939
first,duplicate_reached_move,False,True,1,0.6090069234097789,0.5001539132858048,,0.5536426576452536,,0.5536426576452536,0,1,0.5001539132858048,,0,2026-03-08T07:44:11+00:00,18.383333333333333,18.383333333333333,13,1103,0.5013800990382528,1,12.916666666666666,2026-03-08T08:02:34+00:00,2026-03-08,SHORT,False,True,True,0.1494,1.0966,0.1614,0.4395,0.000302,0.00037,0.000335,0.000398,1,-0.033,0.7864,-0.0934,0.1543,0,0.6490583053029061,1,0.08531007353486597,0.5031316446913208,1,triggered,31.3,0.05474312754330979,3.987510326108466,67186.25,0,2026-03-08T08:15:29+00:00,67341.704025,BTC-USDT-SWAP-SHORT-1772955851000-15,67223.05,67282.3770125,0.17635230838820118
first,failed_triggered,False,False,,0.613069171743521,,0.4969597960848467,,0,0.5573356106759282,0,1,0.4969597960848467,0.5573356106759282,,2026-03-08T07:53:07+00:00,13.566666666666666,13.566666666666666,26,814,0.5014493682487797,1,33.95,2026-03-08T08:06:41+00:00,2026-03-08,LONG,False,True,True,0.1349,0.9619,0.1494,0.3206,0.00027,0.000367,0.000275,0.000362,1,-0.0259,0.7036,-0.0389,-0.0743,1,0.6989442594105473,1,-0.0036260205189145777,0.500601320822535,1,triggered,47.516666666666666,0.062091826086444174,1.7329938468605475,67361.45,0,2026-03-08T08:40:38+00:00,67319.65,BTC-USDT-SWAP-LONG-1772956387000-16,67232.75,67276.2,0.1291690077620231
first,failed_triggered,False,False,,0.6675002875533408,,0.5008237942072751,,0.0008154188287663608,0.631559002442944,0.0008154188287663608,1,0.5008237942072751,0.631559002442944,,2026-03-08T08:53:26+00:00,11.75,11.75,74,705,0.503370339653811,1,6.833333333333333,2026-03-08T09:05:11+00:00,2026-03-08,LONG,True,True,False,0.2289,0.8231,0.4511,0.6455,0.000321,0.000371,0.000411,0.000395,1,0.1236,0.4665,0.334,0.3386,1,0.6148025655260376,1,0.17210219527247836,0.5029686640493987,0.9968328148611306,triggered,18.583333333333332,0.0515338349984383,1.4960565423950976,67563.25,0,2026-03-08T09:12:01+00:00,67528.45,BTC-USDT-SWAP-LONG-1772960006000-18,67415.725275,67472.0876375,0.16706867824457533
first,failed_triggered,False,False,,0.6148025655260376,,0.5029686640493987,,0,0.5589114232054887,0,1,0.5029686640493987,0.5589114232054887,,2026-03-08T09:05:11+00:00,3.216666666666667,3.216666666666667,107,193,0.5002604780404031,1,4.233333333333333,2026-03-08T09:08:24+00:00,2026-03-08,LONG,True,True,False,0.1738,0.8231,0.431,0.6455,0.000298,0.00037,0.000413,0.000393,1,0.0144,0.4546,0.2883,0.2526,1,0.6000392196116274,1,0.3470013550983608,0.5007786891106183,0.9884693406723848,triggered,7.45,0.053527947802514894,1.4636970839409986,67570.45,0,2026-03-08T09:12:38+00:00,67534.300275,BTC-USDT-SWAP-LONG-1772960711000-20,67459.15,67496.7251375,0.11133914252419791
first,failed_triggered,False,False,,0.6425337126186612,,0.4999118291551404,,0,0.5841215569260556,0,1,0.4999118291551404,0.5841215569260556,,2026-03-08T04:59:31+00:00,31.0,31,33,1860,0.5018237357909252,1,225.63333333333333,2026-03-08T05:30:31+00:00,2026-03-08,LONG,True,False,False,0.3637,1.3524,0.7959,0.998,0.000432,0.000529,0.000437,0.000485,1,0.2884,-0.0219,0.74,0.245,0,0.6601305292213817,1,0.05922656267111996,0.5006480979928823,0.9680698544012802,triggered,256.6333333333333,0.8623160301899895,1.4013252512935976,67747.15,0,2026-03-08T09:16:09+00:00,67167.95,BTC-USDT-SWAP-LONG-1772945971000-13,66583.941375,66875.9456875,0.8732715761941907
first,invalidated_or_expired,False,False,,0.6031449963573611,0.49963641695047417,,0.6438659994106518,,0.6438659994106518,0.0034853179129112804,1,0.49963641695047417,,0.0034853179129112804,2026-03-08T08:49:00+00:00,11.216666666666667,11.216666666666667,7,673,0.5041733382913838,1,,2026-03-08T09:00:13+00:00,2026-03-08,SHORT,,,,0.2289,0.8231,0.5413,0.6455,0.000358,0.000371,0.000411,0.000395,1,0.0378,0.5368,0.3566,0.2643,1,0.6813325063901775,1,-0.06124964266334374,0.5010301053591206,,confirmed,,,,,0,,67528.45,BTC-USDT-SWAP-SHORT-1772959740000-17,67394.33597500001,67461.3929875,0.19880114990337983
first,failed_triggered,False,False,,0.6735516983456498,,0.4996798382646888,,0.0034696589399170544,0.7185467562988316,0.0034696589399170544,1,0.4996798382646888,0.7185467562988316,,2026-03-08T09:24:57+00:00,13.483333333333333,13.483333333333333,48,809,0.5004788611104395,1,44.86666666666667,2026-03-08T09:38:26+00:00,2026-03-08,LONG,False,True,True,0.2276,1.1886,0.6032,0.8933,0.000446,0.000433,0.000642,0.00054,3,0.0111,0.9818,0.3903,0.6871,2,0.6148256389846213,1,0.2183894155784512,0.5019124481618318,0.974100975994364,triggered,58.35,0.35849085818817045,1.4208061040451865,68055.15,0,2026-03-08T10:23:18+00:00,67812.05,BTC-USDT-SWAP-LONG-1772961897000-22,67666.05,67739.05,0.2155329902028446
first,invalidated_or_expired,False,False,,0.6417995250234573,0.5000498522594917,,0.5834541136576884,,0.5834541136576884,0,1,0.5000498522594917,,0,2026-03-08T09:19:34+00:00,12.233333333333333,12.233333333333333,5,734,0.5010124880577482,1,,2026-03-08T09:31:48+00:00,2026-03-08,SHORT,,,,0.2956,1.2714,0.635,1.0041,0.000621,0.00043,0.00062,0.000529,2,-0.0856,0.963,0.3621,0.6675,2,0.6093963983881356,1,-0.04223989114518483,0.5027079646669604,,confirmed,,,,,0,,67812.05,BTC-USDT-SWAP-SHORT-1772961574000-21,67666.05,67739.05,0.2155329902028446
