selector,entry_mode,stop,trades,wins,winrate_pct,expectancy_pre_cost_pct,expectancy_after_cost_pct,pf_pre_cost,pf_after_cost,total_return_after_cost_pct,max_consecutive_losses,long_n,long_winrate_pct,short_n,short_winrate_pct
P::score_trigger_ge_1.0+is_during_correct_move_FALSE::top1,confirmed,zone_boundary,29,2,6.9,0.0675,-0.0725,1.68,0.678,-2.1015,14,16,12.5,13,0.0
P::score_trigger_ge_1.0+is_during_correct_move_FALSE::top1,delay_5m,zone_boundary,29,2,6.9,0.0811,-0.0589,1.95,0.707,-1.7071,8,16,12.5,13,0.0
S::score_trigger_ge_1.0::top1,confirmed,zone_boundary,29,2,6.9,0.0356,-0.1044,1.348,0.551,-3.0263,17,16,12.5,13,0.0
S::score_trigger_ge_1.0::top1,delay_5m,zone_boundary,29,2,6.9,0.0569,-0.0831,1.639,0.607,-2.409,9,16,12.5,13,0.0
S::score_trigger_ge_1.0::top1,delay_10m,zone_boundary,29,2,6.9,0.0207,-0.1193,1.161,0.518,-3.4596,7,16,12.5,13,0.0
S::score_trigger_ge_1.0::top1,delay_15m,zone_boundary,29,2,6.9,-0.016,-0.156,0.903,0.453,-4.5234,13,16,12.5,13,0.0
S::score_trigger_ge_1.0::top1,confirmed,zone_boundary,29,2,6.9,0.0356,-0.1044,1.348,0.551,-3.0263,17,16,12.5,13,0.0
S::score_trigger_ge_1.0::top1,delay_5m,zone_boundary,29,2,6.9,0.0569,-0.0831,1.639,0.607,-2.409,9,16,12.5,13,0.0
S::score_trigger_ge_1.0::top1,delay_10m,zone_boundary,29,2,6.9,0.0207,-0.1193,1.161,0.518,-3.4596,7,16,12.5,13,0.0
S::score_trigger_ge_1.0::top1,delay_15m,zone_boundary,29,2,6.9,-0.016,-0.156,0.903,0.453,-4.5234,13,16,12.5,13,0.0
