zone_id,date,direction,tz_entry_ref_price,tz_target_type,tz_target_price,tz_target_distance_pct,tz_has_target_ge_2pct,tz_room_to_run_pct,tz_nearest_obstacle_type
BTC-USDT-SWAP-LONG-1772496994000-4,2026-03-03,LONG,68739.0,blocked,,0.0887,0,0.0887,hvn
BTC-USDT-SWAP-SHORT-1772496865000-3,2026-03-03,SHORT,68684.5,blocked,,0.113,0,0.113,session_low
BTC-USDT-SWAP-LONG-1772499219000-6,2026-03-03,LONG,68908.6,blocked,,0.1326,0,0.1326,hvn
BTC-USDT-SWAP-SHORT-1772498676000-5,2026-03-03,SHORT,68881.1,blocked,,0.1177,0,0.1177,hvn
BTC-USDT-SWAP-LONG-1772499903000-7,2026-03-03,LONG,68989.9,blocked,,0.0871,0,0.0871,hvn
BTC-USDT-SWAP-SHORT-1772504097000-10,2026-03-03,SHORT,68401.1,blocked,,0.3026,0,0.3026,session_low
BTC-USDT-SWAP-SHORT-1772504005000-9,2026-03-03,SHORT,68401.1,blocked,,0.3026,0,0.3026,session_low
BTC-USDT-SWAP-SHORT-1772505226000-11,2026-03-03,SHORT,68378.5,blocked,,0.2697,0,0.2697,session_low
BTC-USDT-SWAP-LONG-1772505728000-12,2026-03-03,LONG,68479.6,blocked,,0.3461,0,0.3461,swing_low
BTC-USDT-SWAP-LONG-1772513128000-13,2026-03-03,LONG,68119.7,blocked,,0.1092,0,0.1092,swing_low
BTC-USDT-SWAP-SHORT-1772514107000-15,2026-03-03,SHORT,68081.8,blocked,,0.1015,0,0.1015,session_low
BTC-USDT-SWAP-LONG-1772513606000-14,2026-03-03,LONG,68094.4,blocked,,0.2285,0,0.2285,hvn
BTC-USDT-SWAP-LONG-1772503614000-8,2026-03-03,LONG,68407.4,blocked,,0.1282,0,0.1282,swing_high
BTC-USDT-SWAP-SHORT-1772517366000-17,2026-03-03,SHORT,67925.4,blocked,,0.1543,0,0.1543,session_low
BTC-USDT-SWAP-SHORT-1772517425000-18,2026-03-03,SHORT,67891.4,blocked,,0.1043,0,0.1043,session_low
BTC-USDT-SWAP-SHORT-1772522407000-20,2026-03-03,SHORT,68088.1,blocked,,0.2175,0,0.2175,swing_high
BTC-USDT-SWAP-SHORT-1772521223000-19,2026-03-03,SHORT,68032.1,blocked,,0.1354,0,0.1354,swing_high
BTC-USDT-SWAP-LONG-1772517197000-16,2026-03-03,LONG,67927.8,blocked,,0.4743,0,0.4743,hvn
BTC-USDT-SWAP-SHORT-1772527118000-21,2026-03-03,SHORT,67071.1,open_void_2pct,65729.68,2.0,1,6.0,none_within_scan
BTC-USDT-SWAP-SHORT-1772528107000-22,2026-03-03,SHORT,66980.0,blocked,,0.1605,0,0.1605,session_low
BTC-USDT-SWAP-SHORT-1772528433000-23,2026-03-03,SHORT,66967.6,blocked,,0.142,0,0.142,session_low
BTC-USDT-SWAP-SHORT-1772531394000-26,2026-03-03,SHORT,66541.6,blocked,,0.341,0,0.341,session_low
BTC-USDT-SWAP-SHORT-1772531452000-27,2026-03-03,SHORT,66541.6,blocked,,0.341,0,0.341,session_low
BTC-USDT-SWAP-SHORT-1772530692000-25,2026-03-03,SHORT,66521.5,blocked,,0.3109,0,0.3109,session_low
BTC-USDT-SWAP-LONG-1772536899000-31,2026-03-03,LONG,66867.5,swing_low,68280.0,2.1124,1,0.1234,hvn
BTC-USDT-SWAP-LONG-1772535551000-30,2026-03-03,LONG,66834.9,swing_high,68184.3,2.019,1,0.1722,hvn
BTC-USDT-SWAP-SHORT-1772535110000-28,2026-03-03,SHORT,66831.5,blocked,,0.2313,0,0.2313,swing_low
BTC-USDT-SWAP-SHORT-1772535134000-29,2026-03-03,SHORT,66831.5,blocked,,0.2313,0,0.2313,swing_low
BTC-USDT-SWAP-LONG-1772541712000-33,2026-03-03,LONG,67351.2,session_high,69242.1,2.8075,1,0.7112,swing_low
BTC-USDT-SWAP-LONG-1772541572000-32,2026-03-03,LONG,67351.2,session_high,69242.1,2.8075,1,0.7112,swing_low
BTC-USDT-SWAP-LONG-1772544123000-35,2026-03-03,LONG,67096.4,session_high,69242.1,3.1979,1,0.0799,hvn
BTC-USDT-SWAP-SHORT-1772546176000-36,2026-03-03,SHORT,66830.0,blocked,,0.1197,0,0.1197,hvn
BTC-USDT-SWAP-LONG-1772543243000-34,2026-03-03,LONG,67086.5,session_high,69242.1,3.2132,1,0.0947,hvn
BTC-USDT-SWAP-LONG-1772553323000-38,2026-03-03,LONG,67596.5,session_high,69242.1,2.4344,1,2.4344,session_high
BTC-USDT-SWAP-LONG-1772553506000-39,2026-03-03,LONG,67680.5,session_high,69242.1,2.3073,1,2.3073,session_high
