zone_id,date,direction,tz_entry_ref_price,tz_target_type,tz_target_price,tz_target_distance_pct,tz_has_target_ge_2pct,tz_room_to_run_pct,tz_nearest_obstacle_type
BTC-USDT-SWAP-LONG-1772553549000-40,2026-03-03,LONG,67730.0,session_high,69242.1,2.2325,1,2.2325,session_high
BTC-USDT-SWAP-SHORT-1772551037000-37,2026-03-03,SHORT,67486.8,session_low,66073.8,2.0937,1,0.0545,swing_high
BTC-USDT-SWAP-LONG-1772554627000-41,2026-03-03,LONG,68781.1,blocked,,0.6702,0,0.6702,session_high
BTC-USDT-SWAP-LONG-1772560656000-43,2026-03-03,LONG,68352.8,blocked,,1.301,0,1.301,session_high
BTC-USDT-SWAP-LONG-1772564438000-46,2026-03-03,LONG,68454.8,blocked,,0.4039,0,0.4039,swing_high
BTC-USDT-SWAP-LONG-1772563749000-45,2026-03-03,LONG,68695.1,blocked,,0.7963,0,0.7963,session_high
BTC-USDT-SWAP-SHORT-1772563179000-44,2026-03-03,SHORT,68531.2,hvn,67150.0,2.0154,1,0.2644,hvn
BTC-USDT-SWAP-LONG-1772558132000-42,2026-03-03,LONG,68053.8,blocked,,0.2558,0,0.2558,swing_high
BTC-USDT-SWAP-SHORT-1772582934000-2,2026-03-04,SHORT,68091.6,blocked,,0.0611,0,0.0611,session_low
BTC-USDT-SWAP-SHORT-1772582797000-1,2026-03-04,SHORT,68091.6,blocked,,0.0611,0,0.0611,session_low
BTC-USDT-SWAP-LONG-1772584188000-4,2026-03-04,LONG,67950.0,blocked,,0.0736,0,0.0736,hvn
BTC-USDT-SWAP-LONG-1772584858000-5,2026-03-04,LONG,67897.3,blocked,,0.0776,0,0.0776,hvn
BTC-USDT-SWAP-SHORT-1772583941000-3,2026-03-04,SHORT,68116.8,blocked,,0.0981,0,0.0981,swing_low
BTC-USDT-SWAP-SHORT-1772588463000-6,2026-03-04,SHORT,68615.4,blocked,,0.0953,0,0.0953,hvn
BTC-USDT-SWAP-SHORT-1772589606000-9,2026-03-04,SHORT,68310.6,blocked,,0.0887,0,0.0887,hvn
BTC-USDT-SWAP-LONG-1772589121000-7,2026-03-04,LONG,68420.8,blocked,,0.1888,0,0.1888,hvn
BTC-USDT-SWAP-SHORT-1772591636000-10,2026-03-04,SHORT,68090.1,blocked,,0.1088,0,0.1088,swing_high
BTC-USDT-SWAP-LONG-1772589296000-8,2026-03-04,LONG,68200.9,blocked,,0.072,0,0.072,hvn
BTC-USDT-SWAP-LONG-1772596380000-13,2026-03-04,LONG,67566.8,blocked,,0.3155,0,0.3155,swing_low
BTC-USDT-SWAP-LONG-1772602176000-17,2026-03-04,LONG,67809.6,blocked,,0.3044,0,0.3044,swing_high
BTC-USDT-SWAP-SHORT-1772596014000-12,2026-03-04,SHORT,67569.0,blocked,,0.3121,0,0.3121,session_low
BTC-USDT-SWAP-SHORT-1772597735000-15,2026-03-04,SHORT,67577.7,blocked,,0.325,0,0.325,session_low
BTC-USDT-SWAP-SHORT-1772601616000-16,2026-03-04,SHORT,67789.9,blocked,,0.2801,0,0.2801,hvn
BTC-USDT-SWAP-LONG-1772595707000-11,2026-03-04,LONG,67624.9,blocked,,0.5547,0,0.5547,hvn
BTC-USDT-SWAP-LONG-1772606412000-18,2026-03-04,LONG,68530.8,blocked,,0.5052,0,0.5052,session_high
BTC-USDT-SWAP-LONG-1772608667000-20,2026-03-04,LONG,68690.5,blocked,,0.2715,0,0.2715,session_high
BTC-USDT-SWAP-LONG-1772606902000-19,2026-03-04,LONG,68488.9,blocked,,0.5667,0,0.5667,session_high
BTC-USDT-SWAP-LONG-1772611621000-23,2026-03-04,LONG,69351.9,blocked,,0.4587,0,0.4587,session_high
BTC-USDT-SWAP-LONG-1772611599000-22,2026-03-04,LONG,69351.9,blocked,,0.4587,0,0.4587,session_high
BTC-USDT-SWAP-SHORT-1772612635000-24,2026-03-04,SHORT,69488.4,hvn,68050.0,2.07,1,0.0553,hvn
BTC-USDT-SWAP-SHORT-1772611107000-21,2026-03-04,SHORT,69399.9,hvn,67750.0,2.3774,1,1.2967,hvn
BTC-USDT-SWAP-LONG-1772613179000-25,2026-03-04,LONG,70979.9,blocked,,0.2802,0,0.2802,session_high
BTC-USDT-SWAP-LONG-1772616258000-27,2026-03-04,LONG,71303.4,blocked,,0.2757,0,0.2757,hvn
BTC-USDT-SWAP-LONG-1772616423000-28,2026-03-04,LONG,71284.5,blocked,,0.3023,0,0.3023,hvn
BTC-USDT-SWAP-SHORT-1772616143000-26,2026-03-04,SHORT,71312.0,hvn,69500.0,2.5409,1,0.3674,hvn
BTC-USDT-SWAP-SHORT-1772623278000-32,2026-03-04,SHORT,71200.2,hvn,69500.0,2.3879,1,0.211,hvn
BTC-USDT-SWAP-SHORT-1772621703000-31,2026-03-04,SHORT,71430.0,hvn,69500.0,2.7019,1,0.112,hvn
BTC-USDT-SWAP-LONG-1772617742000-30,2026-03-04,LONG,71474.9,blocked,,0.3849,0,0.3849,hvn
BTC-USDT-SWAP-LONG-1772616656000-29,2026-03-04,LONG,71792.4,blocked,,0.0965,0,0.0965,session_high
BTC-USDT-SWAP-SHORT-1772626585000-34,2026-03-04,SHORT,70735.0,swing_high,68646.5,2.9526,1,0.2615,hvn
BTC-USDT-SWAP-SHORT-1772626670000-35,2026-03-04,SHORT,70744.4,swing_low,67560.0,4.5013,1,0.2748,hvn
BTC-USDT-SWAP-SHORT-1772626743000-36,2026-03-04,SHORT,70760.1,swing_low,67560.0,4.5225,1,0.2969,hvn
BTC-USDT-SWAP-SHORT-1772624824000-33,2026-03-04,SHORT,70848.1,hvn,69400.0,2.044,1,0.2162,swing_low
BTC-USDT-SWAP-LONG-1772631907000-37,2026-03-04,LONG,71351.6,blocked,,0.0678,0,0.0678,hvn
BTC-USDT-SWAP-LONG-1772632793000-38,2026-03-04,LONG,71704.4,blocked,,0.0636,0,0.0636,hvn
BTC-USDT-SWAP-SHORT-1772633530000-39,2026-03-04,SHORT,72098.0,hvn,69350.0,3.8115,1,0.4827,hvn
BTC-USDT-SWAP-LONG-1772637425000-40,2026-03-04,LONG,72465.7,blocked,,0.2143,0,0.2143,session_high
BTC-USDT-SWAP-SHORT-1772638974000-41,2026-03-04,SHORT,72789.0,hvn,71300.0,2.0456,1,0.0536,hvn
BTC-USDT-SWAP-SHORT-1772639088000-42,2026-03-04,SHORT,72789.0,hvn,71300.0,2.0456,1,0.0536,hvn
BTC-USDT-SWAP-LONG-1772642212000-44,2026-03-04,LONG,73142.4,blocked,,0.4616,0,0.4616,session_high
BTC-USDT-SWAP-LONG-1772642290000-45,2026-03-04,LONG,73242.6,blocked,,0.3241,0,0.3241,session_high
BTC-USDT-SWAP-LONG-1772642329000-46,2026-03-04,LONG,73197.8,blocked,,0.3855,0,0.3855,session_high
BTC-USDT-SWAP-SHORT-1772641162000-43,2026-03-04,SHORT,73202.5,hvn,71700.0,2.0525,1,0.6181,hvn
BTC-USDT-SWAP-LONG-1772648681000-47,2026-03-04,LONG,73177.1,blocked,,0.1679,0,0.1679,hvn
BTC-USDT-SWAP-LONG-1772650765000-49,2026-03-04,LONG,73572.9,blocked,,0.6213,0,0.6213,session_high
BTC-USDT-SWAP-LONG-1772650789000-50,2026-03-04,LONG,73572.9,blocked,,0.6213,0,0.6213,session_high
BTC-USDT-SWAP-SHORT-1772650521000-48,2026-03-04,SHORT,73574.7,hvn,71950.0,2.2082,1,0.3054,hvn
BTC-USDT-SWAP-LONG-1772655497000-52,2026-03-04,LONG,73436.0,blocked,,0.8089,0,0.8089,session_high
BTC-USDT-SWAP-SHORT-1772651819000-51,2026-03-04,SHORT,73771.6,hvn,71950.0,2.4692,1,0.5715,hvn
BTC-USDT-SWAP-LONG-1772664633000-53,2026-03-04,LONG,72780.0,blocked,,0.2336,0,0.2336,hvn
BTC-USDT-SWAP-LONG-1772666739000-54,2026-03-04,LONG,72693.4,blocked,,0.1416,0,0.1416,swing_high
BTC-USDT-SWAP-LONG-1772670368000-3,2026-03-05,LONG,72767.6,blocked,,0.135,0,0.135,swing_high
BTC-USDT-SWAP-SHORT-1772670314000-2,2026-03-05,SHORT,72842.4,blocked,,0.4492,0,0.4492,session_low
BTC-USDT-SWAP-SHORT-1772669164000-1,2026-03-05,SHORT,72882.1,blocked,,0.5034,0,0.5034,session_low
BTC-USDT-SWAP-LONG-1772674125000-5,2026-03-05,LONG,72873.0,blocked,,0.2429,0,0.2429,hvn
BTC-USDT-SWAP-LONG-1772674326000-6,2026-03-05,LONG,72830.4,blocked,,0.4388,0,0.4388,hvn
BTC-USDT-SWAP-LONG-1772675238000-7,2026-03-05,LONG,72568.6,blocked,,0.1122,0,0.1122,hvn
BTC-USDT-SWAP-LONG-1772675664000-8,2026-03-05,LONG,72610.3,blocked,,0.0547,0,0.0547,hvn
BTC-USDT-SWAP-SHORT-1772679264000-9,2026-03-05,SHORT,72629.0,blocked,,0.0783,0,0.0783,swing_low
BTC-USDT-SWAP-LONG-1772686945000-10,2026-03-05,LONG,72764.6,blocked,,0.7095,0,0.7095,swing_high
BTC-USDT-SWAP-SHORT-1772689407000-11,2026-03-05,SHORT,72387.4,blocked,,0.1154,0,0.1154,swing_low
BTC-USDT-SWAP-SHORT-1772673503000-4,2026-03-05,SHORT,72825.1,blocked,,0.1964,0,0.1964,swing_low
BTC-USDT-SWAP-LONG-1772692402000-15,2026-03-05,LONG,72354.0,blocked,,0.0636,0,0.0636,hvn
BTC-USDT-SWAP-SHORT-1772691308000-14,2026-03-05,SHORT,72341.3,blocked,,0.4718,0,0.4718,session_low
BTC-USDT-SWAP-SHORT-1772690822000-12,2026-03-05,SHORT,72110.3,blocked,,0.153,0,0.153,session_low
BTC-USDT-SWAP-SHORT-1772698247000-17,2026-03-05,SHORT,71950.7,blocked,,0.2941,0,0.2941,session_low
BTC-USDT-SWAP-LONG-1772691247000-13,2026-03-05,LONG,72328.9,blocked,,0.0983,0,0.0983,hvn
BTC-USDT-SWAP-LONG-1772697409000-16,2026-03-05,LONG,71946.0,blocked,,0.1765,0,0.1765,swing_low
BTC-USDT-SWAP-LONG-1772706691000-18,2026-03-05,LONG,73259.0,blocked,,0.3047,0,0.3047,session_high
BTC-USDT-SWAP-LONG-1772706721000-19,2026-03-05,LONG,73259.0,blocked,,0.3047,0,0.3047,session_high
BTC-USDT-SWAP-LONG-1772709083000-20,2026-03-05,LONG,73180.7,blocked,,0.4718,0,0.4718,session_high
BTC-USDT-SWAP-LONG-1772710207000-21,2026-03-05,LONG,73027.0,blocked,,0.6833,0,0.6833,swing_high
BTC-USDT-SWAP-LONG-1772711263000-22,2026-03-05,LONG,72819.6,blocked,,0.1516,0,0.1516,swing_high
BTC-USDT-SWAP-LONG-1772725319000-24,2026-03-05,LONG,71484.3,swing_high,72990.6,2.1072,1,0.1619,hvn
BTC-USDT-SWAP-LONG-1772725364000-25,2026-03-05,LONG,71481.1,swing_low,73201.2,2.4064,1,0.1663,hvn
BTC-USDT-SWAP-SHORT-1772733604000-28,2026-03-05,SHORT,70721.1,blocked,,0.1555,0,0.1555,session_low
BTC-USDT-SWAP-SHORT-1772733612000-29,2026-03-05,SHORT,70765.9,blocked,,0.2187,0,0.2187,session_low
BTC-USDT-SWAP-SHORT-1772725116000-23,2026-03-05,SHORT,70907.4,blocked,,0.2148,0,0.2148,session_low
BTC-USDT-SWAP-LONG-1772726417000-26,2026-03-05,LONG,70925.0,hvn,72400.0,2.0797,1,0.9517,hvn
BTC-USDT-SWAP-LONG-1772727700000-27,2026-03-05,LONG,71345.2,swing_low,72780.0,2.0111,1,0.1486,swing_low
BTC-USDT-SWAP-SHORT-1772755231000-1,2026-03-06,SHORT,70827.1,blocked,,0.305,0,0.305,swing_low
BTC-USDT-SWAP-SHORT-1772756173000-3,2026-03-06,SHORT,70942.7,blocked,,0.0602,0,0.0602,hvn
BTC-USDT-SWAP-SHORT-1772755356000-2,2026-03-06,SHORT,70845.6,blocked,,0.0731,0,0.0731,session_low
BTC-USDT-SWAP-LONG-1772756699000-4,2026-03-06,LONG,70881.4,blocked,,0.2043,0,0.2043,session_high
BTC-USDT-SWAP-LONG-1772757101000-5,2026-03-06,LONG,70934.2,blocked,,0.05,0,0.05,swing_high
BTC-USDT-SWAP-LONG-1772759770000-6,2026-03-06,LONG,70853.4,blocked,,0.0658,0,0.0658,hvn
BTC-USDT-SWAP-SHORT-1772762906000-9,2026-03-06,SHORT,71231.9,blocked,,0.115,0,0.115,hvn
BTC-USDT-SWAP-LONG-1772764396000-10,2026-03-06,LONG,71195.1,blocked,,0.0558,0,0.0558,swing_high
BTC-USDT-SWAP-LONG-1772767072000-11,2026-03-06,LONG,71128.6,blocked,,0.1004,0,0.1004,swing_high
BTC-USDT-SWAP-SHORT-1772761567000-8,2026-03-06,SHORT,71067.0,blocked,,0.1112,0,0.1112,swing_high
BTC-USDT-SWAP-LONG-1772770545000-12,2026-03-06,LONG,70907.3,blocked,,0.1138,0,0.1138,swing_high
BTC-USDT-SWAP-SHORT-1772760332000-7,2026-03-06,SHORT,71082.8,blocked,,0.0883,0,0.0883,swing_high
BTC-USDT-SWAP-SHORT-1772775022000-15,2026-03-06,SHORT,70364.7,blocked,,0.2132,0,0.2132,session_low
BTC-USDT-SWAP-SHORT-1772775639000-16,2026-03-06,SHORT,70217.8,blocked,,0.1192,0,0.1192,session_low
BTC-USDT-SWAP-LONG-1772776333000-19,2026-03-06,LONG,70400.0,blocked,,0.0896,0,0.0896,swing_low
BTC-USDT-SWAP-LONG-1772773475000-14,2026-03-06,LONG,70197.6,blocked,,0.502,0,0.502,hvn
BTC-USDT-SWAP-SHORT-1772775732000-17,2026-03-06,SHORT,70390.0,blocked,,0.0568,0,0.0568,hvn
BTC-USDT-SWAP-SHORT-1772775754000-18,2026-03-06,SHORT,70390.0,blocked,,0.0568,0,0.0568,hvn
BTC-USDT-SWAP-LONG-1772780826000-20,2026-03-06,LONG,70523.4,blocked,,0.5879,0,0.5879,swing_low
BTC-USDT-SWAP-LONG-1772783534000-22,2026-03-06,LONG,71047.7,blocked,,0.0736,0,0.0736,hvn
BTC-USDT-SWAP-LONG-1772782005000-21,2026-03-06,LONG,71088.8,blocked,,0.1002,0,0.1002,swing_low
BTC-USDT-SWAP-LONG-1772772339000-13,2026-03-06,LONG,70547.8,blocked,,0.405,0,0.405,swing_low
BTC-USDT-SWAP-LONG-1772792968000-23,2026-03-06,LONG,70554.9,blocked,,0.0639,0,0.0639,swing_low
BTC-USDT-SWAP-SHORT-1772798800000-24,2026-03-06,SHORT,70078.4,blocked,,0.4759,0,0.4759,session_low
BTC-USDT-SWAP-LONG-1772800868000-26,2026-03-06,LONG,69723.6,session_high,71397.5,2.4008,1,0.5532,swing_high
BTC-USDT-SWAP-LONG-1772799229000-25,2026-03-06,LONG,69742.1,session_high,71397.5,2.3736,1,0.711,swing_low
BTC-USDT-SWAP-LONG-1772806967000-29,2026-03-06,LONG,68949.7,hvn,70450.0,2.1759,1,0.073,hvn
BTC-USDT-SWAP-SHORT-1772806000000-27,2026-03-06,SHORT,68720.0,blocked,,0.2069,0,0.2069,session_low
BTC-USDT-SWAP-SHORT-1772806627000-28,2026-03-06,SHORT,68737.2,blocked,,0.0541,0,0.0541,hvn
BTC-USDT-SWAP-SHORT-1772808809000-30,2026-03-06,SHORT,68396.5,blocked,,0.057,0,0.057,swing_low
BTC-USDT-SWAP-SHORT-1772808921000-31,2026-03-06,SHORT,68277.5,open_void_2pct,66911.95,2.0,1,6.0,none_within_scan
BTC-USDT-SWAP-SHORT-1772813847000-35,2026-03-06,SHORT,68356.1,blocked,,0.0821,0,0.0821,hvn
BTC-USDT-SWAP-LONG-1772812900000-34,2026-03-06,LONG,68639.7,hvn,70100.0,2.1275,1,0.0879,hvn
BTC-USDT-SWAP-LONG-1772811186000-32,2026-03-06,LONG,68516.2,hvn,69900.0,2.0197,1,0.1603,swing_high
BTC-USDT-SWAP-LONG-1772811246000-33,2026-03-06,LONG,68516.2,hvn,69900.0,2.0197,1,0.1603,swing_high
BTC-USDT-SWAP-LONG-1772818299000-37,2026-03-06,LONG,67996.5,hvn,69850.0,2.7259,1,0.4311,swing_low
BTC-USDT-SWAP-SHORT-1772819110000-38,2026-03-06,SHORT,67878.6,blocked,,0.2525,0,0.2525,session_low
BTC-USDT-SWAP-LONG-1772821141000-40,2026-03-06,LONG,68342.7,hvn,69850.0,2.2055,1,0.0838,hvn
BTC-USDT-SWAP-SHORT-1772819528000-39,2026-03-06,SHORT,68254.9,blocked,,0.8024,0,0.8024,session_low
BTC-USDT-SWAP-SHORT-1772829513000-41,2026-03-06,SHORT,67990.7,blocked,,0.417,0,0.417,session_low
BTC-USDT-SWAP-LONG-1772818252000-36,2026-03-06,LONG,67996.5,hvn,69850.0,2.7259,1,0.4311,swing_low
BTC-USDT-SWAP-LONG-1772834507000-42,2026-03-06,LONG,68316.2,session_high,71397.5,4.5104,1,0.1227,hvn
BTC-USDT-SWAP-LONG-1772837456000-43,2026-03-06,LONG,68397.1,session_high,71397.5,4.3867,1,0.1504,hvn
BTC-USDT-SWAP-LONG-1772842451000-1,2026-03-07,LONG,68181.3,blocked,,0.0641,0,0.0641,swing_high
BTC-USDT-SWAP-SHORT-1772843979000-3,2026-03-07,SHORT,68302.7,blocked,,0.0772,0,0.0772,hvn
BTC-USDT-SWAP-LONG-1772844248000-4,2026-03-07,LONG,68315.4,blocked,,0.0694,0,0.0694,session_high
BTC-USDT-SWAP-SHORT-1772850673000-5,2026-03-07,SHORT,68068.4,blocked,,0.4271,0,0.4271,swing_low
BTC-USDT-SWAP-LONG-1772852776000-6,2026-03-07,LONG,68335.8,blocked,,0.0793,0,0.0793,session_high
BTC-USDT-SWAP-SHORT-1772842770000-2,2026-03-07,SHORT,68176.1,blocked,,0.1116,0,0.1116,hvn
BTC-USDT-SWAP-SHORT-1772860169000-10,2026-03-07,SHORT,67925.1,blocked,,0.218,0,0.218,session_low
BTC-USDT-SWAP-SHORT-1772857253000-9,2026-03-07,SHORT,68006.5,blocked,,0.0831,0,0.0831,swing_low
BTC-USDT-SWAP-SHORT-1772856582000-8,2026-03-07,SHORT,67960.0,blocked,,0.2693,0,0.2693,session_low
BTC-USDT-SWAP-LONG-1772856498000-7,2026-03-07,LONG,68079.9,blocked,,0.0532,0,0.0532,swing_high
BTC-USDT-SWAP-LONG-1772869985000-15,2026-03-07,LONG,67768.1,blocked,,0.1312,0,0.1312,swing_low
BTC-USDT-SWAP-LONG-1772870125000-16,2026-03-07,LONG,67762.6,blocked,,0.2348,0,0.2348,swing_low
BTC-USDT-SWAP-SHORT-1772867910000-12,2026-03-07,SHORT,67593.1,blocked,,0.0638,0,0.0638,hvn
BTC-USDT-SWAP-LONG-1772866698000-11,2026-03-07,LONG,67480.0,blocked,,0.6965,0,0.6965,swing_low
BTC-USDT-SWAP-LONG-1772872987000-18,2026-03-07,LONG,67872.1,blocked,,0.1148,0,0.1148,swing_low
BTC-USDT-SWAP-LONG-1772872211000-17,2026-03-07,LONG,67935.3,blocked,,0.0952,0,0.0952,hvn
BTC-USDT-SWAP-SHORT-1772868613000-13,2026-03-07,SHORT,67676.1,blocked,,0.1124,0,0.1124,hvn
BTC-USDT-SWAP-LONG-1772877219000-19,2026-03-07,LONG,67999.9,blocked,,0.0838,0,0.0838,swing_low
BTC-USDT-SWAP-SHORT-1772869703000-14,2026-03-07,SHORT,67780.0,blocked,,0.118,0,0.118,hvn
BTC-USDT-SWAP-SHORT-1772892481000-20,2026-03-07,SHORT,67720.1,blocked,,0.1407,0,0.1407,swing_low
BTC-USDT-SWAP-SHORT-1772906920000-21,2026-03-07,SHORT,67590.1,blocked,,0.2716,0,0.2716,session_low
BTC-USDT-SWAP-SHORT-1772910598000-22,2026-03-07,SHORT,67347.2,blocked,,0.2186,0,0.2186,session_low
BTC-USDT-SWAP-SHORT-1772911480000-23,2026-03-07,SHORT,67270.0,blocked,,0.199,0,0.199,session_low
BTC-USDT-SWAP-LONG-1772913422000-24,2026-03-07,LONG,67033.0,session_high,68524.8,2.2255,1,0.7443,swing_high
BTC-USDT-SWAP-LONG-1772913488000-25,2026-03-07,LONG,67243.2,blocked,,0.4711,0,0.4711,swing_low
BTC-USDT-SWAP-LONG-1772916785000-26,2026-03-07,LONG,67341.2,blocked,,0.3843,0,0.3843,hvn
BTC-USDT-SWAP-LONG-1772919621000-27,2026-03-07,LONG,67393.0,blocked,,0.074,0,0.074,swing_high
BTC-USDT-SWAP-SHORT-1772930593000-4,2026-03-08,SHORT,67244.4,blocked,,0.0526,0,0.0526,session_low
BTC-USDT-SWAP-LONG-1772931158000-5,2026-03-08,LONG,67156.7,blocked,,0.0645,0,0.0645,hvn
BTC-USDT-SWAP-SHORT-1772928898000-2,2026-03-08,SHORT,67392.0,blocked,,0.0623,0,0.0623,hvn
BTC-USDT-SWAP-SHORT-1772932298000-6,2026-03-08,SHORT,67245.1,blocked,,0.0671,0,0.0671,hvn
BTC-USDT-SWAP-SHORT-1772937050000-7,2026-03-08,SHORT,67129.3,blocked,,0.1061,0,0.1061,session_low
BTC-USDT-SWAP-LONG-1772928031000-1,2026-03-08,LONG,67331.2,blocked,,0.1022,0,0.1022,hvn
BTC-USDT-SWAP-LONG-1772929845000-3,2026-03-08,LONG,67280.0,blocked,,0.104,0,0.104,hvn
BTC-USDT-SWAP-SHORT-1772937086000-8,2026-03-08,SHORT,67160.9,blocked,,0.1531,0,0.1531,session_low
BTC-USDT-SWAP-SHORT-1772942112000-11,2026-03-08,SHORT,66980.4,blocked,,0.2693,0,0.2693,session_low
BTC-USDT-SWAP-SHORT-1772938604000-10,2026-03-08,SHORT,66942.2,blocked,,0.2124,0,0.2124,session_low
BTC-USDT-SWAP-SHORT-1772945605000-12,2026-03-08,SHORT,66896.6,blocked,,0.577,0,0.577,session_low
BTC-USDT-SWAP-LONG-1772954182000-14,2026-03-08,LONG,67350.3,blocked,,0.118,0,0.118,swing_high
BTC-USDT-SWAP-SHORT-1772955851000-15,2026-03-08,SHORT,67249.9,blocked,,0.0778,0,0.0778,swing_high
BTC-USDT-SWAP-LONG-1772956387000-16,2026-03-08,LONG,67270.0,blocked,,0.0706,0,0.0706,swing_high
BTC-USDT-SWAP-LONG-1772960006000-18,2026-03-08,LONG,67504.6,blocked,,0.0747,0,0.0747,session_high
BTC-USDT-SWAP-LONG-1772960711000-20,2026-03-08,LONG,67459.1,blocked,,0.1422,0,0.1422,session_high
BTC-USDT-SWAP-LONG-1772945971000-13,2026-03-08,LONG,67143.1,blocked,,0.0812,0,0.0812,swing_high
BTC-USDT-SWAP-SHORT-1772959740000-17,2026-03-08,SHORT,67479.5,blocked,,0.151,0,0.151,swing_high
BTC-USDT-SWAP-LONG-1772961897000-22,2026-03-08,LONG,67727.4,blocked,,0.2046,0,0.2046,session_high
BTC-USDT-SWAP-SHORT-1772961574000-21,2026-03-08,SHORT,67714.3,blocked,,0.5823,0,0.5823,swing_high
BTC-USDT-SWAP-LONG-1772938557000-9,2026-03-08,LONG,66939.3,blocked,,0.2021,0,0.2021,swing_low
BTC-USDT-SWAP-SHORT-1772966351000-24,2026-03-08,SHORT,67942.3,session_low,66510.6,2.1072,1,0.283,hvn
BTC-USDT-SWAP-SHORT-1772965735000-23,2026-03-08,SHORT,68000.0,session_low,66510.6,2.1903,1,0.3676,hvn
BTC-USDT-SWAP-SHORT-1772960413000-19,2026-03-08,SHORT,67746.0,blocked,,0.5143,0,0.5143,swing_high
BTC-USDT-SWAP-LONG-1772966741000-25,2026-03-08,LONG,67539.1,blocked,,0.1541,0,0.1541,swing_low
BTC-USDT-SWAP-LONG-1773009806000-28,2026-03-08,LONG,66114.2,session_high,68167.6,3.1058,1,0.9617,swing_low
BTC-USDT-SWAP-SHORT-1773008368000-26,2026-03-08,SHORT,65737.1,blocked,,0.2589,0,0.2589,session_low
BTC-USDT-SWAP-SHORT-1773008374000-27,2026-03-08,SHORT,65737.1,blocked,,0.2589,0,0.2589,session_low
BTC-USDT-SWAP-LONG-1773009907000-29,2026-03-08,LONG,66214.2,session_high,68167.6,2.9501,1,0.2051,hvn
BTC-USDT-SWAP-SHORT-1773010345000-30,2026-03-08,SHORT,66197.9,blocked,,0.299,0,0.299,hvn
BTC-USDT-SWAP-SHORT-1773012685000-31,2026-03-08,SHORT,66056.5,blocked,,0.0855,0,0.0855,hvn
BTC-USDT-SWAP-SHORT-1773012754000-32,2026-03-08,SHORT,66056.5,blocked,,0.0855,0,0.0855,hvn
BTC-USDT-SWAP-SHORT-1773013924000-33,2026-03-08,SHORT,66004.8,blocked,,0.6634,0,0.6634,session_low
BTC-USDT-SWAP-SHORT-1773014431000-1,2026-03-09,SHORT,66245.9,blocked,,0.0693,0,0.0693,swing_high
BTC-USDT-SWAP-LONG-1773017505000-4,2026-03-09,LONG,66313.3,blocked,,0.0553,0,0.0553,hvn
BTC-USDT-SWAP-LONG-1773016156000-3,2026-03-09,LONG,66417.8,blocked,,0.4788,0,0.4788,session_high
BTC-USDT-SWAP-SHORT-1773015207000-2,2026-03-09,SHORT,66458.9,blocked,,0.1639,0,0.1639,hvn
BTC-USDT-SWAP-LONG-1773028538000-9,2026-03-09,LONG,67166.7,blocked,,0.7344,0,0.7344,session_high
BTC-USDT-SWAP-LONG-1773031454000-10,2026-03-09,LONG,67437.8,blocked,,0.1335,0,0.1335,swing_high
BTC-USDT-SWAP-LONG-1773027249000-8,2026-03-09,LONG,67094.4,blocked,,0.843,0,0.843,session_high
BTC-USDT-SWAP-LONG-1773026901000-6,2026-03-09,LONG,67183.3,blocked,,0.2228,0,0.2228,swing_high
BTC-USDT-SWAP-LONG-1773027138000-7,2026-03-09,LONG,67247.5,blocked,,0.6134,0,0.6134,swing_high
BTC-USDT-SWAP-SHORT-1773025639000-5,2026-03-09,SHORT,67355.3,hvn,66000.0,2.0122,1,0.28,swing_low
BTC-USDT-SWAP-SHORT-1773037195000-15,2026-03-09,SHORT,67525.1,hvn,66000.0,2.2586,1,0.1853,hvn
BTC-USDT-SWAP-SHORT-1773037247000-16,2026-03-09,SHORT,67540.0,swing_low,66072.2,2.1732,1,0.2073,hvn
BTC-USDT-SWAP-SHORT-1773038614000-17,2026-03-09,SHORT,67274.7,swing_low,65928.2,2.0015,1,0.1854,hvn
BTC-USDT-SWAP-SHORT-1773038772000-18,2026-03-09,SHORT,67242.7,session_low,65781.7,2.1727,1,0.1379,hvn
BTC-USDT-SWAP-LONG-1773036656000-13,2026-03-09,LONG,67320.0,blocked,,0.1188,0,0.1188,hvn
BTC-USDT-SWAP-LONG-1773036806000-14,2026-03-09,LONG,67320.0,blocked,,0.1188,0,0.1188,hvn
BTC-USDT-SWAP-SHORT-1773035662000-12,2026-03-09,SHORT,67800.0,hvn,66350.0,2.1386,1,0.9587,hvn
BTC-USDT-SWAP-SHORT-1773040375000-19,2026-03-09,SHORT,67191.5,session_low,65781.7,2.0982,1,0.0618,hvn
BTC-USDT-SWAP-SHORT-1773042144000-20,2026-03-09,SHORT,67344.8,swing_low,65965.7,2.0478,1,0.0665,hvn
BTC-USDT-SWAP-LONG-1773045274000-22,2026-03-09,LONG,67714.1,blocked,,0.4665,0,0.4665,session_high
BTC-USDT-SWAP-SHORT-1773045071000-21,2026-03-09,SHORT,67720.0,session_low,65781.7,2.8622,1,0.251,hvn
BTC-USDT-SWAP-SHORT-1773035272000-11,2026-03-09,SHORT,67841.4,hvn,66450.0,2.051,1,0.913,swing_high
BTC-USDT-SWAP-SHORT-1773052725000-24,2026-03-09,SHORT,67700.2,session_low,65781.7,2.8338,1,0.148,hvn
BTC-USDT-SWAP-LONG-1773053059000-25,2026-03-09,LONG,67651.3,blocked,,0.0789,0,0.0789,swing_high
