date,zone_id,direction,watch_label,coverage_class,lead_min_before_move,matched_move_size_pct,_half
2026-03-08,BTC-USDT-SWAP-LONG-1772928031000-1,LONG,BAD,missed_no_move_in_4h,,,first
2026-03-08,BTC-USDT-SWAP-LONG-1772929845000-3,LONG,BAD,missed_no_move_in_4h,,,first
2026-03-08,BTC-USDT-SWAP-SHORT-1772937086000-8,SHORT,BAD,missed_no_move_in_4h,,,first
2026-03-08,BTC-USDT-SWAP-SHORT-1772942112000-11,SHORT,BAD,missed_no_move_in_4h,,,first
2026-03-08,BTC-USDT-SWAP-SHORT-1772938604000-10,SHORT,BAD,missed_no_move_in_4h,,,first
2026-03-08,BTC-USDT-SWAP-SHORT-1772945605000-12,SHORT,BAD,missed_no_move_in_4h,,,first
2026-03-08,BTC-USDT-SWAP-LONG-1772954182000-14,LONG,GOOD,covered_watch_early,117.75,2.4913,first
2026-03-08,BTC-USDT-SWAP-SHORT-1772955851000-15,SHORT,BAD,wrong_direction,,2.4913,first
2026-03-08,BTC-USDT-SWAP-LONG-1772956387000-16,LONG,GOOD,covered_watch_early,70.43,2.4913,first
2026-03-08,BTC-USDT-SWAP-LONG-1772960006000-18,LONG,GOOD,covered_watch_early,11.93,2.4913,first
2026-03-08,BTC-USDT-SWAP-LONG-1772960711000-20,LONG,GOOD,covered_watch_early,8.72,2.4913,first
2026-03-08,BTC-USDT-SWAP-LONG-1772945971000-13,LONG,GOOD,covered_watch_early,226.6,2.4913,first
2026-03-08,BTC-USDT-SWAP-SHORT-1772959740000-17,SHORT,BAD,wrong_direction,,2.4913,first
2026-03-08,BTC-USDT-SWAP-LONG-1772961897000-22,LONG,MID,covered_mid,-21.32,2.4913,first
2026-03-08,BTC-USDT-SWAP-SHORT-1772961574000-21,SHORT,BAD,wrong_direction,,2.4913,first
2026-03-08,BTC-USDT-SWAP-LONG-1772938557000-9,LONG,BAD,missed_no_move_in_4h,,,first
2026-03-08,BTC-USDT-SWAP-SHORT-1772966351000-24,SHORT,BAD,missed_no_move_in_4h,,,first
2026-03-08,BTC-USDT-SWAP-SHORT-1772965735000-23,SHORT,BAD,missed_no_move_in_4h,,,first
2026-03-08,BTC-USDT-SWAP-SHORT-1772960413000-19,SHORT,BAD,wrong_direction,,2.4913,first
2026-03-08,BTC-USDT-SWAP-LONG-1772966741000-25,LONG,BAD,missed_no_move_in_4h,,,first
2026-03-08,BTC-USDT-SWAP-LONG-1773009806000-28,LONG,BAD,missed_no_move_in_4h,,,first
2026-03-08,BTC-USDT-SWAP-SHORT-1773008368000-26,SHORT,BAD,missed_no_move_in_4h,,,first
2026-03-08,BTC-USDT-SWAP-SHORT-1773008374000-27,SHORT,BAD,missed_no_move_in_4h,,,first
2026-03-08,BTC-USDT-SWAP-LONG-1773009907000-29,LONG,BAD,missed_no_move_in_4h,,,first
2026-03-08,BTC-USDT-SWAP-SHORT-1773010345000-30,SHORT,BAD,missed_no_move_in_4h,,,first
2026-03-08,BTC-USDT-SWAP-SHORT-1773012685000-31,SHORT,BAD,missed_no_move_in_4h,,,first
2026-03-08,BTC-USDT-SWAP-SHORT-1773012754000-32,SHORT,BAD,missed_no_move_in_4h,,,first
2026-03-08,BTC-USDT-SWAP-SHORT-1773013924000-33,SHORT,BAD,missed_no_move_in_4h,,,first
2026-03-09,BTC-USDT-SWAP-SHORT-1773014431000-1,SHORT,BAD,missed_no_move_in_4h,,,first
2026-03-09,BTC-USDT-SWAP-LONG-1773017505000-4,LONG,BAD,missed_no_move_in_4h,,,first
2026-03-09,BTC-USDT-SWAP-LONG-1773016156000-3,LONG,BAD,missed_no_move_in_4h,,,first
2026-03-09,BTC-USDT-SWAP-SHORT-1773015207000-2,SHORT,BAD,missed_no_move_in_4h,,,first
2026-03-09,BTC-USDT-SWAP-LONG-1773028538000-9,LONG,BAD,missed_no_move_in_4h,,,first
2026-03-09,BTC-USDT-SWAP-LONG-1773031454000-10,LONG,BAD,missed_no_move_in_4h,,,first
2026-03-09,BTC-USDT-SWAP-LONG-1773027249000-8,LONG,BAD,missed_no_move_in_4h,,,first
2026-03-09,BTC-USDT-SWAP-LONG-1773026901000-6,LONG,BAD,missed_no_move_in_4h,,,first
2026-03-09,BTC-USDT-SWAP-LONG-1773027138000-7,LONG,BAD,missed_no_move_in_4h,,,first
2026-03-09,BTC-USDT-SWAP-SHORT-1773025639000-5,SHORT,MID,noisy_partial_1_5,,1.7592,first
2026-03-09,BTC-USDT-SWAP-SHORT-1773037195000-15,SHORT,MID,noisy_partial_1_5,,1.7592,first
2026-03-09,BTC-USDT-SWAP-SHORT-1773037247000-16,SHORT,MID,noisy_partial_1_5,,1.7592,first
2026-03-09,BTC-USDT-SWAP-SHORT-1773038614000-17,SHORT,MID,noisy_partial_1_5,,1.7592,first
2026-03-09,BTC-USDT-SWAP-SHORT-1773038772000-18,SHORT,MID,noisy_partial_1_5,,1.7592,first
2026-03-09,BTC-USDT-SWAP-LONG-1773036656000-13,LONG,BAD,missed_no_move_in_4h,,,first
2026-03-09,BTC-USDT-SWAP-LONG-1773036806000-14,LONG,BAD,missed_no_move_in_4h,,,first
2026-03-09,BTC-USDT-SWAP-SHORT-1773035662000-12,SHORT,MID,noisy_partial_1_5,,1.7592,first
2026-03-09,BTC-USDT-SWAP-SHORT-1773040375000-19,SHORT,MID,noisy_partial_1_5,,1.665,first
2026-03-09,BTC-USDT-SWAP-SHORT-1773042144000-20,SHORT,MID,noisy_partial_1_5,,1.665,first
2026-03-09,BTC-USDT-SWAP-LONG-1773045274000-22,LONG,BAD,missed_no_move_in_4h,,,first
2026-03-09,BTC-USDT-SWAP-SHORT-1773045071000-21,SHORT,MID,noisy_partial_1_5,,1.665,first
2026-03-09,BTC-USDT-SWAP-SHORT-1773035272000-11,SHORT,MID,noisy_partial_1_5,,1.7592,first
2026-03-09,BTC-USDT-SWAP-SHORT-1773052725000-24,SHORT,MID,noisy_partial_1_5,,1.665,first
2026-03-09,BTC-USDT-SWAP-LONG-1773053059000-25,LONG,BAD,missed_no_move_in_4h,,,first
2026-03-09,BTC-USDT-SWAP-LONG-1773059253000-26,LONG,BAD,missed_no_move_in_4h,,,first
2026-03-09,BTC-USDT-SWAP-LONG-1773059276000-27,LONG,BAD,missed_no_move_in_4h,,,first
2026-03-09,BTC-USDT-SWAP-SHORT-1773060996000-29,SHORT,MID,noisy_partial_1_5,,1.7996,first
2026-03-09,BTC-USDT-SWAP-SHORT-1773060141000-28,SHORT,MID,noisy_partial_1_5,,1.7996,first
2026-03-09,BTC-USDT-SWAP-LONG-1773063517000-30,LONG,BAD,missed_no_move_in_4h,,,first
2026-03-09,BTC-USDT-SWAP-LONG-1773063532000-31,LONG,BAD,missed_no_move_in_4h,,,first
2026-03-09,BTC-USDT-SWAP-LONG-1773064788000-33,LONG,BAD,missed_no_move_in_4h,,,first
2026-03-09,BTC-USDT-SWAP-LONG-1773066205000-36,LONG,MID,noisy_partial_1_5,,1.961,first
2026-03-09,BTC-USDT-SWAP-LONG-1773064671000-32,LONG,BAD,missed_no_move_in_4h,,,first
2026-03-09,BTC-USDT-SWAP-SHORT-1773066123000-34,SHORT,MID,noisy_partial_1_5,,1.7996,first
2026-03-09,BTC-USDT-SWAP-SHORT-1773066127000-35,SHORT,MID,noisy_partial_1_5,,1.7996,first
2026-03-09,BTC-USDT-SWAP-SHORT-1773070746000-38,SHORT,MID,noisy_partial_1_5,,1.7996,first
2026-03-09,BTC-USDT-SWAP-SHORT-1773070714000-37,SHORT,MID,noisy_partial_1_5,,1.7996,first
2026-03-09,BTC-USDT-SWAP-SHORT-1773072008000-39,SHORT,MID,noisy_partial_1_5,,1.7996,first
2026-03-09,BTC-USDT-SWAP-LONG-1773077548000-40,LONG,MID,noisy_partial_1_5,,1.961,first
2026-03-09,BTC-USDT-SWAP-LONG-1773080726000-44,LONG,MID,noisy_partial_1_5,,1.961,first
2026-03-09,BTC-USDT-SWAP-LONG-1773079906000-42,LONG,MID,noisy_partial_1_5,,1.961,first
2026-03-09,BTC-USDT-SWAP-SHORT-1773079208000-41,SHORT,BAD,missed_no_move_in_4h,,,first
2026-03-09,BTC-USDT-SWAP-SHORT-1773080165000-43,SHORT,BAD,missed_no_move_in_4h,,,first
2026-03-09,BTC-USDT-SWAP-SHORT-1773094256000-45,SHORT,BAD,missed_no_move_in_4h,,,first
2026-03-09,BTC-USDT-SWAP-SHORT-1773097331000-48,SHORT,BAD,missed_no_move_in_4h,,,first
2026-03-09,BTC-USDT-SWAP-SHORT-1773094321000-46,SHORT,BAD,missed_no_move_in_4h,,,first
2026-03-09,BTC-USDT-SWAP-LONG-1773096154000-47,LONG,BAD,missed_no_move_in_4h,,,first
2026-03-10,BTC-USDT-SWAP-LONG-1773100831000-1,LONG,GOOD,covered_watch_early,140.95,4.2595,first
2026-03-10,BTC-USDT-SWAP-LONG-1773104310000-6,LONG,GOOD,covered_watch_early,88.78,4.2595,first
2026-03-10,BTC-USDT-SWAP-LONG-1773106071000-9,LONG,GOOD,covered_watch_early,47.12,4.2595,first
2026-03-10,BTC-USDT-SWAP-SHORT-1773101678000-2,SHORT,BAD,wrong_direction,,4.2595,first
2026-03-10,BTC-USDT-SWAP-SHORT-1773101724000-3,SHORT,BAD,wrong_direction,,4.2595,first
2026-03-10,BTC-USDT-SWAP-LONG-1773104480000-7,LONG,GOOD,covered_watch_early,85.95,4.2595,first
2026-03-10,BTC-USDT-SWAP-LONG-1773104532000-8,LONG,GOOD,covered_watch_early,82.85,4.2595,first
2026-03-10,BTC-USDT-SWAP-LONG-1773106990000-10,LONG,GOOD,covered_watch_early,17.43,4.2595,first
2026-03-10,BTC-USDT-SWAP-SHORT-1773102785000-4,SHORT,BAD,wrong_direction,,4.2595,first
2026-03-10,BTC-USDT-SWAP-SHORT-1773103324000-5,SHORT,BAD,wrong_direction,,4.2595,first
2026-03-10,BTC-USDT-SWAP-SHORT-1773113999000-12,SHORT,BAD,wrong_direction,,4.2595,first
2026-03-10,BTC-USDT-SWAP-LONG-1773111721000-11,LONG,MID,covered_mid,-37.9,4.2595,first
2026-03-10,BTC-USDT-SWAP-SHORT-1773115229000-15,SHORT,BAD,wrong_direction,,4.2595,first
2026-03-10,BTC-USDT-SWAP-LONG-1773116500000-17,LONG,MID,covered_mid,-123.8,4.2595,first
2026-03-10,BTC-USDT-SWAP-LONG-1773118368000-19,LONG,MID,covered_mid,-145.52,4.2595,first
2026-03-10,BTC-USDT-SWAP-LONG-1773116566000-18,LONG,MID,covered_mid,-123.8,4.2595,first
2026-03-10,BTC-USDT-SWAP-LONG-1773115703000-16,LONG,MID,covered_mid,-111.38,4.2595,first
2026-03-10,BTC-USDT-SWAP-LONG-1773120716000-23,LONG,MID,covered_mid,-192.92,4.2595,first
2026-03-10,BTC-USDT-SWAP-LONG-1773114910000-14,LONG,MID,covered_mid,-98.1,4.2595,first
2026-03-10,BTC-USDT-SWAP-SHORT-1773114143000-13,SHORT,BAD,wrong_direction,,4.2595,first
2026-03-10,BTC-USDT-SWAP-LONG-1773119418000-20,LONG,MID,covered_mid,-181.65,4.2595,first
2026-03-10,BTC-USDT-SWAP-SHORT-1773119667000-21,SHORT,BAD,wrong_direction,,4.2595,first
2026-03-10,BTC-USDT-SWAP-SHORT-1773119784000-22,SHORT,BAD,wrong_direction,,4.2595,first
2026-03-10,BTC-USDT-SWAP-LONG-1773127382000-24,LONG,BAD,covered_late,-302.83,4.2595,first
2026-03-10,BTC-USDT-SWAP-LONG-1773127409000-25,LONG,BAD,covered_late,-302.83,4.2595,first
2026-03-10,BTC-USDT-SWAP-SHORT-1773129222000-26,SHORT,GOOD,covered_watch_early,86.42,2.8238,first
2026-03-10,BTC-USDT-SWAP-SHORT-1773132250000-30,SHORT,GOOD,covered_watch_early,40.87,2.8238,first
2026-03-10,BTC-USDT-SWAP-LONG-1773133047000-31,LONG,BAD,covered_late,-391.05,4.2595,first
2026-03-10,BTC-USDT-SWAP-LONG-1773130875000-28,LONG,BAD,covered_late,-359.75,4.2595,first
2026-03-10,BTC-USDT-SWAP-LONG-1773132119000-29,LONG,BAD,covered_late,-380.12,4.2595,first
2026-03-10,BTC-USDT-SWAP-SHORT-1773141284000-35,SHORT,MID,covered_mid,-115.28,2.8238,first
2026-03-10,BTC-USDT-SWAP-SHORT-1773140970000-34,SHORT,MID,covered_mid,-101.5,2.8238,first
2026-03-10,BTC-USDT-SWAP-LONG-1773139318000-33,LONG,GOOD,covered_watch_early,206.2,3.6176,first
2026-03-10,BTC-USDT-SWAP-SHORT-1773144098000-36,SHORT,BAD,covered_late,-165.05,2.8238,first
2026-03-10,BTC-USDT-SWAP-SHORT-1773135384000-32,SHORT,MID,covered_mid,-8.07,2.8238,first
2026-03-10,BTC-USDT-SWAP-LONG-1773148718000-37,LONG,GOOD,covered_watch_early,47.12,3.6176,first
2026-03-10,BTC-USDT-SWAP-SHORT-1773130383000-27,SHORT,GOOD,covered_watch_early,48.58,2.8238,first
2026-03-10,BTC-USDT-SWAP-SHORT-1773150917000-38,SHORT,BAD,covered_late,-274.82,2.8238,first
2026-03-10,BTC-USDT-SWAP-SHORT-1773161500000-44,SHORT,BAD,missed_no_move_in_4h,,,first
2026-03-10,BTC-USDT-SWAP-LONG-1773155511000-41,LONG,BAD,missed_no_move_in_4h,,,first
2026-03-10,BTC-USDT-SWAP-LONG-1773154908000-39,LONG,BAD,missed_no_move_in_4h,,,first
2026-03-10,BTC-USDT-SWAP-LONG-1773154921000-40,LONG,BAD,missed_no_move_in_4h,,,first
2026-03-10,BTC-USDT-SWAP-SHORT-1773160125000-43,SHORT,BAD,missed_no_move_in_4h,,,first
2026-03-10,BTC-USDT-SWAP-SHORT-1773160082000-42,SHORT,BAD,missed_no_move_in_4h,,,first
2026-03-10,BTC-USDT-SWAP-SHORT-1773167137000-45,SHORT,BAD,missed_no_move_in_4h,,,first
2026-03-10,BTC-USDT-SWAP-SHORT-1773181308000-46,SHORT,BAD,missed_no_move_in_4h,,,first
2026-03-11,BTC-USDT-SWAP-SHORT-1773188301000-3,SHORT,BAD,missed_no_move_in_4h,,,first
2026-03-11,BTC-USDT-SWAP-SHORT-1773188323000-4,SHORT,BAD,missed_no_move_in_4h,,,first
2026-03-11,BTC-USDT-SWAP-SHORT-1773188983000-5,SHORT,BAD,wrong_direction,,3.0617,first
2026-03-11,BTC-USDT-SWAP-SHORT-1773197989000-7,SHORT,BAD,wrong_direction,,3.0617,first
2026-03-11,BTC-USDT-SWAP-LONG-1773200852000-10,LONG,GOOD,covered_watch_early,53.23,3.0617,first
2026-03-11,BTC-USDT-SWAP-SHORT-1773199659000-9,SHORT,BAD,wrong_direction,,3.0617,first
2026-03-11,BTC-USDT-SWAP-LONG-1773196970000-6,LONG,GOOD,covered_watch_early,104.83,3.0617,first
2026-03-11,BTC-USDT-SWAP-SHORT-1773198237000-8,SHORT,BAD,wrong_direction,,3.0617,first
2026-03-11,BTC-USDT-SWAP-LONG-1773187573000-1,LONG,BAD,missed_no_move_in_4h,,,first
2026-03-11,BTC-USDT-SWAP-SHORT-1773188193000-2,SHORT,BAD,missed_no_move_in_4h,,,first
2026-03-11,BTC-USDT-SWAP-SHORT-1773205204000-11,SHORT,BAD,wrong_direction,,3.0617,first
2026-03-11,BTC-USDT-SWAP-SHORT-1773208151000-12,SHORT,BAD,wrong_direction,,3.0617,first
2026-03-11,BTC-USDT-SWAP-SHORT-1773215694000-14,SHORT,BAD,wrong_direction,,3.0617,first
2026-03-11,BTC-USDT-SWAP-SHORT-1773215155000-13,SHORT,BAD,wrong_direction,,3.0617,first
2026-03-11,BTC-USDT-SWAP-LONG-1773223325000-15,LONG,BAD,covered_late,-313.53,3.0617,first
2026-03-11,BTC-USDT-SWAP-SHORT-1773224449000-16,SHORT,GOOD,covered_watch_early,196.37,2.0228,first
2026-03-11,BTC-USDT-SWAP-SHORT-1773229823000-17,SHORT,GOOD,covered_watch_early,97.55,2.0228,first
2026-03-11,BTC-USDT-SWAP-SHORT-1773230558000-18,SHORT,GOOD,covered_watch_early,81.0,2.0228,first
2026-03-11,BTC-USDT-SWAP-SHORT-1773230703000-19,SHORT,GOOD,covered_watch_early,81.0,2.0228,first
2026-03-11,BTC-USDT-SWAP-LONG-1773231035000-20,LONG,BAD,covered_late,-447.73,3.0617,first
2026-03-11,BTC-USDT-SWAP-LONG-1773231661000-21,LONG,BAD,covered_late,-464.85,3.0617,first
2026-03-11,BTC-USDT-SWAP-LONG-1773231710000-22,LONG,BAD,covered_late,-464.85,3.0617,first
2026-03-11,BTC-USDT-SWAP-LONG-1773235815000-23,LONG,BAD,covered_late,-523.85,3.0617,first
2026-03-11,BTC-USDT-SWAP-LONG-1773240262000-26,LONG,BAD,wrong_direction,,2.0228,first
2026-03-11,BTC-USDT-SWAP-SHORT-1773240148000-25,SHORT,BAD,covered_late,-98.47,2.0228,first
2026-03-11,BTC-USDT-SWAP-SHORT-1773240074000-24,SHORT,BAD,covered_late,-98.47,2.0228,first
2026-03-11,BTC-USDT-SWAP-LONG-1773244374000-27,LONG,BAD,missed_no_move_in_4h,,,first
2026-03-11,BTC-USDT-SWAP-LONG-1773248977000-28,LONG,BAD,missed_no_move_in_4h,,,first
2026-03-11,BTC-USDT-SWAP-LONG-1773249090000-29,LONG,BAD,missed_no_move_in_4h,,,first
2026-03-11,BTC-USDT-SWAP-LONG-1773250265000-30,LONG,BAD,missed_no_move_in_4h,,,first
2026-03-12,BTC-USDT-SWAP-SHORT-1773273641000-1,SHORT,MID,noisy_partial_1_5,,1.6427,first
2026-03-12,BTC-USDT-SWAP-SHORT-1773274473000-2,SHORT,MID,noisy_partial_1_5,,1.6427,first
2026-03-12,BTC-USDT-SWAP-LONG-1773274846000-3,LONG,BAD,missed_no_move_in_4h,,,first
2026-03-12,BTC-USDT-SWAP-SHORT-1773278670000-7,SHORT,MID,noisy_partial_1_5,,1.6427,first
2026-03-12,BTC-USDT-SWAP-LONG-1773275033000-4,LONG,BAD,missed_no_move_in_4h,,,first
2026-03-12,BTC-USDT-SWAP-SHORT-1773277918000-6,SHORT,MID,noisy_partial_1_5,,1.6427,first
2026-03-12,BTC-USDT-SWAP-SHORT-1773279543000-8,SHORT,MID,noisy_partial_1_5,,1.6427,first
2026-03-12,BTC-USDT-SWAP-SHORT-1773281619000-10,SHORT,MID,noisy_partial_1_5,,1.6427,first
2026-03-12,BTC-USDT-SWAP-LONG-1773280802000-9,LONG,BAD,missed_no_move_in_4h,,,first
2026-03-12,BTC-USDT-SWAP-LONG-1773277743000-5,LONG,BAD,missed_no_move_in_4h,,,first
2026-03-12,BTC-USDT-SWAP-SHORT-1773282318000-11,SHORT,MID,noisy_partial_1_5,,1.6427,first
2026-03-12,BTC-USDT-SWAP-LONG-1773289183000-16,LONG,BAD,missed_no_move_in_4h,,,first
2026-03-12,BTC-USDT-SWAP-SHORT-1773284771000-15,SHORT,MID,noisy_partial_1_5,,1.6427,first
2026-03-12,BTC-USDT-SWAP-SHORT-1773283808000-13,SHORT,MID,noisy_partial_1_5,,1.6427,first
2026-03-12,BTC-USDT-SWAP-SHORT-1773283301000-12,SHORT,MID,noisy_partial_1_5,,1.6427,first
2026-03-12,BTC-USDT-SWAP-LONG-1773302140000-18,LONG,GOOD,covered_watch_early,191.18,2.3472,first
2026-03-12,BTC-USDT-SWAP-LONG-1773303167000-19,LONG,GOOD,covered_watch_early,175.28,2.3472,first
2026-03-12,BTC-USDT-SWAP-LONG-1773284182000-14,LONG,BAD,missed_no_move_in_4h,,,first
2026-03-12,BTC-USDT-SWAP-SHORT-1773301094000-17,SHORT,BAD,wrong_direction,,2.3472,first
2026-03-12,BTC-USDT-SWAP-LONG-1773306306000-20,LONG,GOOD,covered_watch_early,122.97,2.3472,first
2026-03-12,BTC-USDT-SWAP-LONG-1773307320000-21,LONG,GOOD,covered_watch_early,101.07,2.3472,first
2026-03-12,BTC-USDT-SWAP-SHORT-1773309951000-23,SHORT,GOOD,covered_watch_early,88.15,2.0832,first
2026-03-12,BTC-USDT-SWAP-LONG-1773312405000-25,LONG,GOOD,covered_watch_early,16.25,2.3472,first
2026-03-12,BTC-USDT-SWAP-LONG-1773314440000-27,LONG,BAD,covered_late,-18.78,2.3472,first
2026-03-12,BTC-USDT-SWAP-LONG-1773312889000-26,LONG,GOOD,covered_watch_early,11.37,2.3472,first
2026-03-12,BTC-USDT-SWAP-SHORT-1773311218000-24,SHORT,GOOD,covered_watch_early,21.78,2.0832,first
2026-03-12,BTC-USDT-SWAP-SHORT-1773314627000-28,SHORT,MID,covered_mid,-0.43,2.0832,first
2026-03-12,BTC-USDT-SWAP-LONG-1773309139000-22,LONG,GOOD,covered_watch_early,71.68,2.3472,first
2026-03-12,BTC-USDT-SWAP-SHORT-1773322220000-29,SHORT,BAD,covered_late,-113.52,2.0832,first
2026-03-12,BTC-USDT-SWAP-SHORT-1773327022000-31,SHORT,BAD,missed_no_move_in_4h,,,first
2026-03-12,BTC-USDT-SWAP-SHORT-1773327051000-32,SHORT,BAD,missed_no_move_in_4h,,,first
2026-03-12,BTC-USDT-SWAP-LONG-1773324378000-30,LONG,BAD,missed_no_move_in_4h,,,first
2026-03-13,BTC-USDT-SWAP-LONG-1773360301000-1,LONG,GOOD,covered_watch_early,0.63,5.006,first
2026-03-13,BTC-USDT-SWAP-LONG-1773360324000-2,LONG,GOOD,covered_watch_early,0.63,5.006,first
2026-03-13,BTC-USDT-SWAP-SHORT-1773364676000-6,SHORT,BAD,wrong_direction,,5.006,first
2026-03-13,BTC-USDT-SWAP-SHORT-1773373019000-8,SHORT,BAD,wrong_direction,,5.006,first
2026-03-13,BTC-USDT-SWAP-SHORT-1773369857000-7,SHORT,BAD,wrong_direction,,5.006,first
2026-03-13,BTC-USDT-SWAP-LONG-1773362170000-4,LONG,MID,covered_mid,-29.57,5.006,first
2026-03-13,BTC-USDT-SWAP-LONG-1773362182000-5,LONG,MID,covered_mid,-29.57,5.006,first
2026-03-13,BTC-USDT-SWAP-LONG-1773395617000-9,LONG,BAD,covered_late,-574.85,5.006,first
2026-03-13,BTC-USDT-SWAP-SHORT-1773361797000-3,SHORT,BAD,wrong_direction,,5.006,first
2026-03-13,BTC-USDT-SWAP-LONG-1773396407000-11,LONG,BAD,covered_late,-587.82,5.006,first
2026-03-13,BTC-USDT-SWAP-LONG-1773396646000-12,LONG,BAD,covered_late,-605.58,5.006,first
2026-03-13,BTC-USDT-SWAP-LONG-1773397689000-13,LONG,BAD,covered_late,-609.2,5.006,first
2026-03-13,BTC-USDT-SWAP-LONG-1773398532000-14,LONG,BAD,covered_late,-622.63,5.006,first
2026-03-13,BTC-USDT-SWAP-SHORT-1773396389000-10,SHORT,BAD,wrong_direction,,5.006,first
2026-03-13,BTC-USDT-SWAP-SHORT-1773398894000-15,SHORT,BAD,wrong_direction,,5.006,first
2026-03-13,BTC-USDT-SWAP-LONG-1773406851000-17,LONG,BAD,covered_late,-761.93,5.006,first
2026-03-13,BTC-USDT-SWAP-LONG-1773406983000-18,LONG,BAD,covered_late,-769.95,5.006,first
2026-03-13,BTC-USDT-SWAP-SHORT-1773406290000-16,SHORT,BAD,wrong_direction,,5.006,first
2026-03-13,BTC-USDT-SWAP-SHORT-1773407290000-19,SHORT,BAD,wrong_direction,,5.006,first
2026-03-13,BTC-USDT-SWAP-SHORT-1773408336000-22,SHORT,BAD,wrong_direction,,5.006,first
2026-03-13,BTC-USDT-SWAP-SHORT-1773408172000-20,SHORT,BAD,wrong_direction,,5.006,first
2026-03-13,BTC-USDT-SWAP-SHORT-1773408283000-21,SHORT,BAD,wrong_direction,,5.006,first
2026-03-13,BTC-USDT-SWAP-LONG-1773410785000-23,LONG,BAD,covered_late,-826.85,5.006,first
2026-03-13,BTC-USDT-SWAP-SHORT-1773417139000-25,SHORT,BAD,missed_no_move_in_4h,,,first
2026-03-13,BTC-USDT-SWAP-SHORT-1773418383000-26,SHORT,BAD,missed_no_move_in_4h,,,first
2026-03-13,BTC-USDT-SWAP-SHORT-1773424644000-29,SHORT,BAD,missed_no_move_in_4h,,,first
2026-03-13,BTC-USDT-SWAP-SHORT-1773426956000-31,SHORT,BAD,missed_no_move_in_4h,,,first
2026-03-13,BTC-USDT-SWAP-SHORT-1773425887000-30,SHORT,BAD,missed_no_move_in_4h,,,first
2026-03-13,BTC-USDT-SWAP-SHORT-1773413760000-24,SHORT,BAD,missed_no_move_in_4h,,,first
2026-03-13,BTC-USDT-SWAP-SHORT-1773419298000-27,SHORT,BAD,missed_no_move_in_4h,,,first
2026-03-13,BTC-USDT-SWAP-SHORT-1773419322000-28,SHORT,BAD,missed_no_move_in_4h,,,first
2026-03-13,BTC-USDT-SWAP-SHORT-1773441907000-32,SHORT,BAD,missed_no_move_in_4h,,,first
2026-03-14,BTC-USDT-SWAP-SHORT-1773446937000-1,SHORT,BAD,missed_no_move_in_4h,,,first
2026-03-14,BTC-USDT-SWAP-SHORT-1773450492000-5,SHORT,BAD,missed_no_move_in_4h,,,first
2026-03-14,BTC-USDT-SWAP-SHORT-1773449958000-4,SHORT,BAD,missed_no_move_in_4h,,,first
2026-03-14,BTC-USDT-SWAP-LONG-1773448191000-2,LONG,BAD,missed_no_move_in_4h,,,first
2026-03-14,BTC-USDT-SWAP-LONG-1773448333000-3,LONG,BAD,missed_no_move_in_4h,,,first
2026-03-14,BTC-USDT-SWAP-LONG-1773460634000-10,LONG,BAD,missed_no_move_in_4h,,,first
2026-03-14,BTC-USDT-SWAP-LONG-1773457959000-6,LONG,BAD,missed_no_move_in_4h,,,first
2026-03-14,BTC-USDT-SWAP-SHORT-1773459882000-9,SHORT,BAD,missed_no_move_in_4h,,,first
2026-03-14,BTC-USDT-SWAP-SHORT-1773463737000-13,SHORT,BAD,missed_no_move_in_4h,,,first
2026-03-14,BTC-USDT-SWAP-LONG-1773462947000-11,LONG,BAD,missed_no_move_in_4h,,,first
2026-03-14,BTC-USDT-SWAP-LONG-1773463426000-12,LONG,BAD,missed_no_move_in_4h,,,first
2026-03-14,BTC-USDT-SWAP-SHORT-1773459395000-8,SHORT,BAD,missed_no_move_in_4h,,,first
2026-03-14,BTC-USDT-SWAP-SHORT-1773458412000-7,SHORT,BAD,missed_no_move_in_4h,,,first
2026-03-14,BTC-USDT-SWAP-LONG-1773474129000-15,LONG,BAD,missed_no_move_in_4h,,,first
2026-03-14,BTC-USDT-SWAP-LONG-1773484455000-16,LONG,BAD,missed_no_move_in_4h,,,first
2026-03-14,BTC-USDT-SWAP-SHORT-1773470742000-14,SHORT,BAD,missed_no_move_in_4h,,,first
2026-03-15,BTC-USDT-SWAP-LONG-1773533645000-2,LONG,BAD,missed_no_move_in_4h,,,first
2026-03-15,BTC-USDT-SWAP-SHORT-1773535598000-4,SHORT,BAD,missed_no_move_in_4h,,,first
2026-03-15,BTC-USDT-SWAP-LONG-1773538526000-7,LONG,BAD,missed_no_move_in_4h,,,first
2026-03-15,BTC-USDT-SWAP-LONG-1773537312000-5,LONG,BAD,missed_no_move_in_4h,,,first
2026-03-15,BTC-USDT-SWAP-LONG-1773533193000-1,LONG,BAD,missed_no_move_in_4h,,,first
2026-03-15,BTC-USDT-SWAP-SHORT-1773538202000-6,SHORT,BAD,missed_no_move_in_4h,,,first
2026-03-15,BTC-USDT-SWAP-LONG-1773540489000-9,LONG,BAD,missed_no_move_in_4h,,,first
2026-03-15,BTC-USDT-SWAP-SHORT-1773534590000-3,SHORT,BAD,missed_no_move_in_4h,,,first
2026-03-15,BTC-USDT-SWAP-LONG-1773543685000-13,LONG,BAD,missed_no_move_in_4h,,,first
2026-03-15,BTC-USDT-SWAP-LONG-1773542181000-11,LONG,BAD,missed_no_move_in_4h,,,first
