id,_date,direction,sim_label,sim_outcome,sim_pnl_after_cost,explainable_score,dist_to_recent_swing_high_pct,dl2_supp_minus_opp_net_flow_15m__pctile_prior,dl2_supp_minus_opp_net_flow_15m__z_prior,dl2_supp_minus_opp_net_flow_15m__pctile_7d,dl2_supp_minus_opp_net_flow_15m__pctile_day,dl2_supp_minus_opp_net_flow_15m__pctile_60m,dl2_supp_minus_opp_net_flow_15m__pctile_180m,dl2_supp_minus_opp_net_flow_15m__z_60m,dl2_supp_minus_opp_net_flow_15m__z_180m,dl2_supp_minus_opp_net_flow_15m__over_med_prior,dl2_supp_minus_opp_net_flow_15m__over_mad_prior,dl2_supp_minus_opp_net_flow_5m__pctile_prior,dl2_supp_minus_opp_net_flow_5m__z_prior,dl2_supp_minus_opp_net_flow_5m__pctile_7d,dl2_supp_minus_opp_net_flow_5m__pctile_day,dl2_supp_minus_opp_net_flow_5m__pctile_60m,dl2_supp_minus_opp_net_flow_5m__pctile_180m,dl2_supp_minus_opp_net_flow_5m__z_60m,dl2_supp_minus_opp_net_flow_5m__z_180m,dl2_supp_minus_opp_net_flow_5m__over_med_prior,dl2_supp_minus_opp_net_flow_5m__over_mad_prior,dl2_microprice_aligned_delta_5m_bps__pctile_prior,dl2_microprice_aligned_delta_5m_bps__z_prior,dl2_microprice_aligned_delta_5m_bps__pctile_7d,dl2_microprice_aligned_delta_5m_bps__pctile_day,dl2_microprice_aligned_delta_5m_bps__pctile_60m,dl2_microprice_aligned_delta_5m_bps__pctile_180m,dl2_microprice_aligned_delta_5m_bps__z_60m,dl2_microprice_aligned_delta_5m_bps__z_180m,dl2_microprice_aligned_delta_5m_bps__over_med_prior,dl2_microprice_aligned_delta_5m_bps__over_mad_prior,dl2_microprice_aligned_delta_15m_bps__pctile_prior,dl2_microprice_aligned_delta_15m_bps__z_prior,dl2_microprice_aligned_delta_15m_bps__pctile_7d,dl2_microprice_aligned_delta_15m_bps__pctile_day,dl2_microprice_aligned_delta_15m_bps__pctile_60m,dl2_microprice_aligned_delta_15m_bps__pctile_180m,dl2_microprice_aligned_delta_15m_bps__z_60m,dl2_microprice_aligned_delta_15m_bps__z_180m,dl2_microprice_aligned_delta_15m_bps__over_med_prior,dl2_microprice_aligned_delta_15m_bps__over_mad_prior,dl2_top1_supportive_persistence_ge_50_5m_sec__pctile_prior,dl2_top1_supportive_persistence_ge_50_5m_sec__z_prior,dl2_top1_supportive_persistence_ge_50_5m_sec__pctile_7d,dl2_top1_supportive_persistence_ge_50_5m_sec__pctile_day,dl2_top1_supportive_persistence_ge_50_5m_sec__pctile_60m,dl2_top1_supportive_persistence_ge_50_5m_sec__pctile_180m,dl2_top1_supportive_persistence_ge_50_5m_sec__z_60m,dl2_top1_supportive_persistence_ge_50_5m_sec__z_180m,dl2_top1_supportive_persistence_ge_50_5m_sec__over_med_prior,dl2_top1_supportive_persistence_ge_50_5m_sec__over_mad_prior,dl2_spread_now_bps__pctile_prior,dl2_spread_now_bps__z_prior,dl2_spread_now_bps__pctile_7d,dl2_spread_now_bps__pctile_day,dl2_spread_now_bps__pctile_60m,dl2_spread_now_bps__pctile_180m,dl2_spread_now_bps__z_60m,dl2_spread_now_bps__z_180m,dl2_spread_now_bps__over_med_prior,dl2_spread_now_bps__over_mad_prior,eng_ofi__pctile_prior,eng_ofi__z_prior,eng_ofi__pctile_7d,eng_ofi__pctile_day,eng_ofi__pctile_60m,eng_ofi__pctile_180m,eng_ofi__z_60m,eng_ofi__z_180m,eng_ofi__over_med_prior,eng_ofi__over_mad_prior,eng_refill__pctile_prior,eng_refill__z_prior,eng_refill__pctile_7d,eng_refill__pctile_day,eng_refill__pctile_60m,eng_refill__pctile_180m,eng_refill__z_60m,eng_refill__z_180m,eng_refill__over_med_prior,eng_refill__over_mad_prior,eng_absorption__pctile_prior,eng_absorption__z_prior,eng_absorption__pctile_7d,eng_absorption__pctile_day,eng_absorption__pctile_60m,eng_absorption__pctile_180m,eng_absorption__z_60m,eng_absorption__z_180m,eng_absorption__over_med_prior,eng_absorption__over_mad_prior,eng_void__pctile_prior,eng_void__z_prior,eng_void__pctile_7d,eng_void__pctile_day,eng_void__pctile_60m,eng_void__pctile_180m,eng_void__z_60m,eng_void__z_180m,eng_void__over_med_prior,eng_void__over_mad_prior,supportive_taker_imb_15m__pctile_prior,supportive_taker_imb_15m__z_prior,supportive_taker_imb_15m__pctile_7d,supportive_taker_imb_15m__pctile_day,supportive_taker_imb_15m__pctile_60m,supportive_taker_imb_15m__pctile_180m,supportive_taker_imb_15m__z_60m,supportive_taker_imb_15m__z_180m,supportive_taker_imb_15m__over_med_prior,supportive_taker_imb_15m__over_mad_prior,taker_imbalance_15m__pctile_prior,taker_imbalance_15m__z_prior,taker_imbalance_15m__pctile_7d,taker_imbalance_15m__pctile_day,taker_imbalance_15m__pctile_60m,taker_imbalance_15m__pctile_180m,taker_imbalance_15m__z_60m,taker_imbalance_15m__z_180m,taker_imbalance_15m__over_med_prior,taker_imbalance_15m__over_mad_prior,explainable_score__pctile_prior,explainable_score__z_prior,explainable_score__pctile_7d,explainable_score__pctile_day,explainable_score__pctile_60m,explainable_score__pctile_180m,explainable_score__z_60m,explainable_score__z_180m,explainable_score__over_med_prior,explainable_score__over_mad_prior
BTC-USDT-SWAP-LONG-1774275378000-30,2026-03-23,LONG,NOISE,LOSS,-1.64,0.853,0.2667,76.9,0.607,74.6,70.4,,75.0,,0.574,3.445,1.092,39.2,-0.202,37.1,29.6,,50.0,,-0.021,0.243,-0.427,89.5,1.107,90.1,88.9,,100.0,,3.949,9.665,8.665,61.9,0.141,55.9,41.7,,75.0,,0.465,,0.361,28.3,0.164,18.1,3.7,,12.5,,-0.708,0.959,-1.0,65.7,-0.091,81.0,29.6,,100.0,,,1.0,0.0,34.9,-0.381,38.4,37.0,,50.0,,-0.4,-10.108,-0.56,70.6,0.311,64.7,70.4,,100.0,,1.566,1.001,0.787,8.8,-0.955,9.5,11.1,,25.0,,-1.253,0.956,-1.181,100.0,,100.0,100.0,,100.0,,,,,64.4,0.378,60.3,70.4,,87.5,,0.901,-0.383,0.543,51.4,0.018,56.5,55.6,,62.5,,-0.11,1.778,0.062,56.6,0.201,53.0,40.7,,75.0,,1.129,1.12,0.239
BTC-USDT-SWAP-LONG-1774276640000-31,2026-03-23,LONG,NOISE,LOSS,-1.64,0.1132,0.6182,61.6,0.241,56.5,50.0,,55.6,,-0.128,1.841,0.377,3.6,-1.665,4.3,0.0,,0.0,,-2.048,-4.675,-3.2,82.6,0.388,83.2,78.6,,77.8,,0.883,5.473,4.473,34.4,-0.304,30.4,12.0,,11.1,,-0.02,,-0.541,47.0,0.284,33.2,28.6,,77.8,,0.47,0.993,-0.182,65.7,-0.09,81.0,32.1,,100.0,,,1.0,0.0,81.7,0.927,81.5,82.1,,88.9,,1.717,25.951,1.257,22.7,-0.441,23.3,14.3,,11.1,,-1.079,0.998,-1.054,23.9,-0.778,25.9,35.7,,44.4,,-0.739,0.969,-0.824,100.0,,100.0,100.0,,100.0,,,,,28.5,-0.582,27.6,17.9,,11.1,,-1.609,3.273,-0.887,17.9,-0.91,21.6,10.7,,0.0,,-2.337,-14.862,-1.291,13.4,-1.147,12.5,14.3,,44.4,,-0.144,0.149,-1.691
BTC-USDT-SWAP-SHORT-1774279570000-32,2026-03-23,SHORT,GOOD,WIN,1.86,0.4036,1.2527,12.7,-0.899,12.9,3.2,0.0,0.0,-4.017,-2.917,-3.105,-1.844,12.1,-0.989,12.5,6.5,33.3,10.0,-0.883,-0.888,-2.399,-1.914,64.0,-0.233,65.1,74.2,66.7,80.0,-0.54,-0.183,1.838,0.838,97.8,1.866,98.2,100.0,100.0,100.0,4.308,2.552,,3.85,46.9,0.283,32.3,29.0,33.3,70.0,-1.414,0.588,0.993,-0.182,65.9,-0.09,81.0,38.7,100.0,100.0,,,1.0,0.0,62.9,0.375,66.4,64.5,66.7,80.0,0.826,0.921,10.918,0.488,15.1,-0.578,14.7,9.7,0.0,0.0,-1.708,-1.501,0.998,-1.381,7.5,-0.969,8.6,9.7,0.0,20.0,-1.758,-1.274,0.955,-1.204,100.0,,100.0,100.0,100.0,100.0,,,,,89.4,1.242,84.1,87.1,100.0,100.0,6.755,2.284,-3.636,1.831,15.2,-1.011,17.7,6.5,0.0,0.0,-1.504,-1.622,-16.56,-1.436,27.9,-0.612,25.4,29.0,100.0,80.0,6.246,0.861,0.531,-0.931
BTC-USDT-SWAP-SHORT-1774275173000-28,2026-03-23,SHORT,GOOD,WIN,1.86,-0.0143,0.4113,93.7,1.168,93.1,86.2,,100.0,,2.089,5.874,2.19,89.6,1.035,89.2,89.7,,88.9,,1.615,4.407,1.913,59.7,-0.286,61.6,65.5,,44.4,,-0.461,1.533,0.533,2.0,-1.895,0.4,3.8,,11.1,,-1.613,,-3.777,49.6,0.297,35.3,34.5,,77.8,,0.488,0.996,-0.091,65.8,-0.09,81.0,34.5,,100.0,,,1.0,0.0,3.8,-1.829,5.6,0.0,,0.0,,-2.503,-49.985,-2.569,79.3,0.532,76.3,79.3,,100.0,,2.394,1.002,1.326,73.2,0.394,75.4,69.0,,100.0,,1.596,1.054,1.45,100.0,,100.0,100.0,,100.0,,,,,10.8,-1.305,10.3,6.9,,0.0,,-2.97,6.008,-1.969,92.1,1.451,92.2,86.2,,100.0,,3.05,27.86,2.151,8.3,-1.377,8.2,13.8,,44.4,,-0.204,-0.019,-2.023
BTC-USDT-SWAP-SHORT-1774275219000-29,2026-03-23,SHORT,GOOD,WIN,1.86,-0.0143,0.4113,93.7,1.166,93.1,86.7,100.0,100.0,1.301,1.654,5.874,2.187,89.7,1.034,89.3,90.0,100.0,90.0,1.189,1.364,4.394,1.91,59.7,-0.286,61.8,66.7,33.3,50.0,-1.212,-0.433,1.53,0.53,2.1,-1.89,0.9,7.4,33.3,20.0,-1.383,-1.363,,-3.77,49.7,0.297,35.6,36.7,100.0,80.0,0.815,0.458,0.996,-0.091,65.8,-0.09,81.1,36.7,100.0,100.0,,,1.0,0.0,22.5,-0.793,25.8,16.7,33.3,30.0,-0.328,-0.662,-21.585,-1.135,79.3,0.532,76.4,80.0,100.0,100.0,0.955,1.811,1.002,1.325,73.2,0.393,75.5,70.0,100.0,100.0,1.404,1.352,1.054,1.447,100.0,,100.0,100.0,100.0,100.0,,,,,10.9,-1.303,10.7,10.0,33.3,10.0,-1.164,-2.054,5.985,-1.966,92.1,1.448,92.3,86.7,100.0,100.0,1.302,2.083,27.379,2.147,8.4,-1.375,8.6,16.7,33.3,50.0,-0.867,-0.193,-0.019,-2.023
BTC-USDT-SWAP-SHORT-1774281621000-33,2026-03-23,SHORT,MID,TIMEOUT,0.6333,0.3993,1.9696,43.5,-0.062,39.5,21.9,,16.7,,-0.758,0.531,-0.21,68.8,0.359,67.8,71.9,,66.7,,0.632,2.126,0.631,57.1,-0.32,57.1,59.4,,0.0,,-0.743,1.32,0.32,3.6,-1.67,1.8,13.8,,50.0,,-0.535,,-3.312,60.6,0.363,48.1,50.0,,100.0,,1.738,1.015,0.364,65.9,-0.09,81.1,40.6,,100.0,,,1.0,0.0,96.5,1.719,97.0,96.9,,100.0,,2.377,47.782,2.351,37.0,-0.196,35.6,34.4,,33.3,,-0.571,0.999,-0.452,61.2,-0.02,62.2,46.9,,66.7,,0.742,1.024,0.645,100.0,,100.0,100.0,,100.0,,,,,31.1,-0.499,30.0,25.0,,66.7,,-0.084,2.947,-0.767,73.8,0.671,73.4,71.9,,50.0,,0.307,13.483,1.014,27.2,-0.619,25.3,28.1,,66.7,,0.618,0.526,-0.938
BTC-USDT-SWAP-SHORT-1774281629000-34,2026-03-23,SHORT,MID,TIMEOUT,0.6333,0.3993,1.9696,43.6,-0.062,39.7,24.2,,28.6,,-0.675,0.531,-0.21,68.8,0.359,67.9,72.7,,71.4,,0.569,2.122,0.632,57.2,-0.32,57.3,60.6,,14.3,,-0.662,1.31,0.31,3.7,-1.666,2.2,16.7,,57.1,,-0.485,,-3.311,60.7,0.363,48.3,51.5,,100.0,,1.345,1.015,0.364,66.0,-0.09,81.2,42.4,,100.0,,,1.0,0.0,21.3,-0.85,23.9,15.2,,14.3,,-0.736,-23.069,-1.211,37.1,-0.196,35.9,36.4,,42.9,,-0.517,0.999,-0.452,61.2,-0.02,62.4,48.5,,71.4,,0.662,1.023,0.63,100.0,,100.0,100.0,,100.0,,,,,31.2,-0.499,30.3,27.3,,71.4,,-0.078,2.944,-0.768,73.8,0.671,73.5,72.7,,57.1,,0.282,13.406,1.014,27.3,-0.619,25.6,30.3,,71.4,,0.557,0.526,-0.938
BTC-USDT-SWAP-LONG-1774288091000-35,2026-03-23,LONG,NOISE,LOSS,-1.64,1.0443,1.0501,59.3,0.212,53.2,47.1,,60.0,,-0.063,1.722,0.324,77.9,0.595,76.2,79.4,,60.0,,0.32,2.909,1.079,33.9,-0.488,32.8,32.4,,0.0,,-6.245,0.341,-0.659,87.0,0.9,86.1,80.6,,80.0,,1.335,,1.885,39.9,0.242,26.8,17.6,,0.0,,-2.198,0.981,-0.455,66.0,-0.09,81.2,44.1,,100.0,,,1.0,0.0,21.8,-0.808,25.1,17.6,,40.0,,-0.438,-21.973,-1.154,60.6,0.149,57.0,50.0,,60.0,,0.294,1.001,0.389,0.1,-0.997,0.0,0.0,,0.0,,-1.914,0.953,-1.265,100.0,,100.0,100.0,,100.0,,,,,79.8,0.855,74.0,79.4,,80.0,,1.427,-2.168,1.254,67.7,0.472,68.1,61.8,,20.0,,-0.191,9.83,0.725,70.8,0.557,66.8,64.7,,100.0,,3.982,1.377,0.746
BTC-USDT-SWAP-SHORT-1774288765000-36,2026-03-23,SHORT,GOOD,WIN,1.86,0.4329,0.9684,89.7,1.002,88.2,80.6,,100.0,,3.216,5.153,1.869,26.4,-0.5,27.0,30.6,,40.0,,-0.663,-0.754,-0.989,27.6,-0.514,26.6,19.4,,20.0,,-0.999,0.195,-0.805,85.6,0.854,83.2,78.8,,60.0,,0.705,,1.794,46.9,0.282,32.5,30.6,,40.0,,-0.81,0.993,-0.182,66.1,-0.09,81.4,47.2,,100.0,,,1.0,0.0,10.4,-1.285,13.1,8.3,,0.0,,-1.559,-35.136,-1.816,32.0,-0.294,31.2,30.6,,40.0,,-0.112,0.999,-0.691,0.9,-0.995,0.4,2.8,,20.0,,-1.246,0.953,-1.261,100.0,,100.0,100.0,,100.0,,,,,97.2,1.888,94.9,91.7,,100.0,,2.199,-6.065,2.794,5.5,-1.635,7.6,2.8,,0.0,,-1.859,-27.5,-2.34,29.8,-0.558,27.4,33.3,,60.0,,-0.466,0.571,-0.856
BTC-USDT-SWAP-LONG-1774289043000-37,2026-03-23,LONG,NOISE,LOSS,-1.64,0.502,0.9069,38.0,-0.185,35.2,20.0,,25.0,,0.044,-0.002,-0.45,20.4,-0.7,21.6,25.7,,25.0,,-1.246,-1.415,-1.368,6.8,-0.579,7.2,0.0,,0.0,,-2.583,-0.18,-1.18,44.5,-0.077,41.6,37.5,,50.0,,0.042,,-0.093,73.9,0.429,64.8,74.3,,100.0,,2.245,1.033,0.818,66.1,-0.09,81.3,45.7,,100.0,,,1.0,0.0,74.0,0.696,74.2,71.4,,75.0,,0.559,20.005,0.933,18.5,-0.505,19.5,11.4,,25.0,,-1.165,0.998,-1.205,63.8,0.08,64.8,51.4,,100.0,,1.204,1.03,0.82,100.0,,100.0,100.0,,100.0,,,,,19.0,-0.859,19.1,14.3,,0.0,,-1.442,4.301,-1.304,11.2,-1.184,14.8,5.7,,0.0,,-1.962,-19.044,-1.683,34.4,-0.432,32.6,34.3,,75.0,,-0.214,0.661,-0.673
BTC-USDT-SWAP-LONG-1774310440000-1,2026-03-24,LONG,NOISE,LOSS,-1.64,0.8943,0.1824,16.9,-0.738,14.3,,,,,,-2.401,-1.528,14.7,-0.862,16.5,,,,,,-1.97,-1.673,,,,,,,,,,,,,,,,,,,,,8.8,-0.774,2.6,,,,,,0.7,-7.364,66.2,-0.09,81.3,,,,,,1.0,0.0,62.1,0.357,66.5,,,,,,10.407,0.462,25.6,-0.41,27.4,,,,,,0.999,-0.973,60.9,-0.029,61.7,,,,,,1.023,0.608,100.0,,100.0,,,,,,,,19.2,-0.85,19.1,,,,,,4.266,-1.286,11.4,-1.17,15.2,,,,,,-19.429,-1.667,58.8,0.284,55.2,,,,,,1.183,0.366
BTC-USDT-SWAP-SHORT-1774311890000-5,2026-03-24,SHORT,GOOD,WIN,1.86,1.6602,0.499,65.6,0.336,61.1,100.0,100.0,100.0,2.182,2.182,2.275,0.561,52.7,0.076,51.7,75.0,75.0,75.0,1.059,1.059,1.165,0.092,74.5,0.012,75.4,100.0,,,,,3.239,2.239,65.2,0.224,59.7,100.0,,,,,,0.52,40.1,0.242,26.1,75.0,75.0,75.0,0.834,0.834,0.983,-0.429,66.3,-0.09,81.7,100.0,100.0,100.0,,,1.0,0.0,77.0,0.776,77.4,100.0,100.0,100.0,1.987,1.987,24.147,1.039,69.1,0.278,63.2,100.0,100.0,100.0,1.672,1.672,1.001,0.716,95.8,2.017,95.7,100.0,100.0,100.0,5.943,5.943,1.168,4.507,100.0,,100.0,100.0,100.0,100.0,,,,,37.4,-0.323,35.5,75.0,75.0,75.0,0.296,0.296,2.264,-0.5,68.6,0.508,69.7,100.0,100.0,100.0,4.315,4.315,11.729,0.769,95.9,1.681,93.2,100.0,100.0,100.0,3.944,3.944,2.183,2.354
BTC-USDT-SWAP-LONG-1774310514000-2,2026-03-24,LONG,NOISE,LOSS,-1.64,0.923,0.2499,14.9,-0.816,13.4,0.0,,,,,-2.742,-1.679,13.2,-0.944,14.3,0.0,,,,,-2.254,-1.823,,,,,,,,,,,,,,,,,,,,,22.8,0.096,11.7,100.0,,,,,0.941,-1.455,66.2,-0.09,81.4,100.0,,,,,1.0,0.0,1.8,-2.081,3.0,0.0,,,,,-57.138,-2.921,43.7,-0.116,44.2,100.0,,,,,1.0,-0.252,65.9,0.127,68.0,100.0,,,,,1.033,0.888,100.0,,100.0,100.0,,,,,,,16.8,-0.942,15.2,0.0,,,,,4.612,-1.421,9.9,-1.258,13.9,0.0,,,,,-21.149,-1.796,62.0,0.336,58.4,100.0,,,,,1.217,0.432
BTC-USDT-SWAP-SHORT-1774311662000-4,2026-03-24,SHORT,GOOD,WIN,1.86,1.0251,0.4406,2.4,-1.837,3.4,0.0,0.0,0.0,-5.097,-5.097,-7.235,-3.649,5.2,-1.495,5.6,0.0,0.0,0.0,-1.603,-1.603,-4.1,-2.858,69.5,-0.11,70.6,100.0,,,,,2.533,1.533,59.6,0.068,52.4,,,,,,,0.202,42.5,0.256,28.3,100.0,100.0,100.0,1.157,1.157,0.985,-0.364,66.3,-0.09,81.6,100.0,100.0,100.0,,,1.0,0.0,5.9,-1.55,9.4,66.7,66.7,66.7,-0.071,-0.071,-44.913,-2.197,30.5,-0.319,31.3,33.3,33.3,33.3,-0.839,-0.839,0.999,-0.749,33.7,-0.654,38.2,0.0,0.0,0.0,-6.43,-6.43,0.977,-0.608,100.0,,100.0,100.0,100.0,100.0,,,,,72.8,0.621,67.4,100.0,100.0,100.0,39.802,39.802,-1.267,0.895,34.1,-0.403,38.6,100.0,100.0,100.0,21.973,21.973,-6.095,-0.554,69.6,0.521,64.4,66.7,66.7,66.7,-0.069,-0.069,1.35,0.697
BTC-USDT-SWAP-LONG-1774310581000-3,2026-03-24,LONG,NOISE,LOSS,-1.64,1.2961,0.2236,33.5,-0.269,31.0,100.0,,,,,-0.372,-0.612,73.9,0.496,69.8,100.0,,,,,2.582,0.882,11.8,-0.55,13.5,,,,,,-0.015,-1.015,,,,,,,,,,,19.4,0.055,10.8,50.0,,,,,0.93,-1.727,66.2,-0.09,81.5,100.0,,,,,1.0,0.0,0.3,-2.687,0.4,0.0,,,,,-75.788,-3.768,67.5,0.252,61.6,100.0,,,,,1.001,0.654,69.4,0.266,72.4,100.0,,,,,1.043,1.155,100.0,,100.0,100.0,,,,,,,17.9,-0.902,17.2,50.0,,,,,4.438,-1.359,10.6,-1.218,15.1,50.0,,,,,-20.842,-1.739,83.9,1.017,81.5,100.0,,,,,1.708,1.41
BTC-USDT-SWAP-SHORT-1774312736000-6,2026-03-24,SHORT,GOOD,WIN,1.86,1.1152,0.66,26.8,-0.419,23.0,60.0,60.0,60.0,0.341,0.341,-1.04,-0.904,53.5,0.092,52.8,80.0,80.0,80.0,0.878,0.878,1.216,0.121,6.5,-0.581,7.3,0.0,0.0,0.0,-1.512,-1.512,-0.193,-1.193,74.9,0.453,70.0,100.0,,,,,,0.982,88.4,0.51,81.7,100.0,100.0,100.0,1.398,1.398,1.059,1.455,66.4,-0.09,81.7,100.0,100.0,100.0,,,1.0,0.0,82.9,0.959,83.8,100.0,100.0,100.0,1.464,1.464,28.022,1.291,17.3,-0.526,18.7,0.0,0.0,0.0,-1.626,-1.626,0.998,-1.258,33.8,-0.654,38.3,20.0,20.0,20.0,-1.119,-1.119,0.977,-0.607,100.0,,100.0,100.0,100.0,100.0,,,,,91.1,1.323,85.1,100.0,100.0,100.0,3.033,3.033,-3.881,1.952,13.8,-1.08,17.4,60.0,60.0,60.0,-0.547,-0.547,-18.667,-1.538,73.8,0.683,69.4,60.0,60.0,60.0,-0.155,-0.155,1.465,0.925
BTC-USDT-SWAP-SHORT-1774327507000-10,2026-03-24,SHORT,NOISE,LOSS,-1.64,1.9397,0.7908,81.5,0.723,77.4,100.0,,,,,4.006,1.31,89.1,1.018,88.3,100.0,,,,,4.334,1.869,66.9,-0.171,67.5,57.1,,,,,2.177,1.177,59.9,0.092,53.2,66.7,,,,,,0.245,91.0,0.523,86.6,100.0,,,,,1.059,1.455,66.6,-0.089,82.1,100.0,,,,,1.0,0.0,75.0,0.729,75.7,77.8,,,,,24.223,0.976,88.3,0.769,85.4,100.0,,,,,1.003,1.918,43.1,-0.496,47.7,33.3,,,,,0.989,-0.303,100.0,,100.0,100.0,,,,,,,46.3,-0.09,43.5,66.7,,,,,1.381,-0.151,60.5,0.287,61.5,77.8,,,,,7.859,0.448,99.1,2.19,99.2,100.0,,,,,2.548,3.093
BTC-USDT-SWAP-LONG-1774313004000-7,2026-03-24,LONG,NOISE,LOSS,-1.64,0.6142,0.5887,26.3,-0.425,22.9,50.0,50.0,50.0,0.298,0.298,-1.075,-0.914,42.2,-0.145,42.8,50.0,50.0,50.0,0.418,0.418,0.421,-0.326,6.5,-0.581,7.3,0.0,0.0,0.0,-1.048,-1.048,-0.2,-1.2,44.1,-0.083,41.2,0.0,0.0,0.0,-2.088,-2.088,,-0.101,63.4,0.376,50.8,83.3,83.3,83.3,0.776,0.776,1.02,0.524,66.4,-0.09,81.8,100.0,100.0,100.0,,,1.0,0.0,32.2,-0.457,37.3,50.0,50.0,50.0,0.167,0.167,-12.822,-0.675,35.0,-0.239,36.4,50.0,50.0,50.0,-0.319,-0.319,0.999,-0.552,27.9,-0.717,30.1,0.0,0.0,0.0,-1.0,-1.0,0.973,-0.728,100.0,,100.0,100.0,100.0,100.0,,,,,78.2,0.806,72.9,83.3,83.3,83.3,1.143,1.143,-1.975,1.176,65.9,0.435,66.5,83.3,83.3,83.3,1.88,1.88,10.232,0.662,41.6,-0.233,39.8,0.0,0.0,0.0,-2.045,-2.045,0.807,-0.386
BTC-USDT-SWAP-SHORT-1774329160000-12,2026-03-24,SHORT,NOISE,LOSS,-1.64,1.2937,0.9504,17.0,-0.742,14.6,20.0,,,,,-2.485,-1.523,21.1,-0.687,22.9,30.0,,,,,-1.398,-1.345,53.1,-0.351,50.8,50.0,,,,,1.135,0.135,78.6,0.573,75.0,100.0,,,,,,1.22,67.0,0.388,55.4,60.0,,,,,1.022,0.545,66.6,-0.089,82.1,100.0,,,,,1.0,0.0,35.6,-0.356,41.2,40.0,,,,,-10.84,-0.533,40.6,-0.153,40.4,50.0,,,,,1.0,-0.341,37.0,-0.587,41.2,30.0,,,,,0.982,-0.478,100.0,,100.0,100.0,,,,,,,93.8,1.551,88.3,100.0,,,,,-4.73,2.263,9.4,-1.297,13.3,10.0,,,,,-24.658,-1.839,83.4,1.004,80.4,70.0,,,,,1.699,1.396
BTC-USDT-SWAP-SHORT-1774329743000-13,2026-03-24,SHORT,NOISE,LOSS,-1.64,1.6097,1.0067,92.5,1.138,92.1,100.0,,,,,5.848,2.111,85.1,0.874,82.2,90.9,,,,,3.85,1.589,37.8,-0.458,35.6,44.4,,,,,0.511,-0.489,65.9,0.251,60.1,75.0,,,,,,0.568,97.0,0.589,96.3,100.0,,,,,1.078,1.909,66.7,-0.089,82.2,100.0,,,,,1.0,0.0,60.7,0.326,64.7,63.6,,,,,10.921,0.419,31.4,-0.309,32.0,36.4,,,,,0.999,-0.722,84.6,1.038,85.9,81.8,,,,,1.099,2.644,100.0,,100.0,100.0,,,,,,,46.6,-0.079,44.4,63.6,,,,,1.334,-0.132,60.3,0.276,61.0,72.7,,,,,7.592,0.431,94.2,1.579,90.5,81.8,,,,,2.114,2.223
BTC-USDT-SWAP-SHORT-1774331704000-14,2026-03-24,SHORT,GOOD,WIN,1.86,1.0393,0.5632,46.0,-0.025,42.4,76.9,66.7,50.0,-0.015,-0.251,0.689,-0.135,72.9,0.471,69.5,76.9,66.7,50.0,0.727,0.305,2.495,0.834,78.2,0.097,79.3,90.9,100.0,100.0,11.153,3.992,3.714,2.714,36.4,-0.235,35.3,20.0,0.0,0.0,-4.812,-2.998,,-0.414,69.5,0.4,59.3,61.5,33.3,25.0,-1.263,-1.407,1.026,0.636,66.8,-0.089,82.4,100.0,100.0,100.0,,,1.0,0.0,6.9,-1.491,10.7,23.1,0.0,0.0,-3.434,-3.881,-43.028,-2.117,59.1,0.132,57.6,61.5,66.7,50.0,0.176,-0.221,1.001,0.358,84.2,0.997,85.2,76.9,66.7,75.0,1.358,1.659,1.096,2.566,100.0,,100.0,100.0,100.0,100.0,,,,,25.1,-0.676,24.7,38.5,0.0,0.0,-2.064,-1.62,3.552,-1.008,80.1,0.848,77.8,92.3,66.7,75.0,0.577,0.638,17.083,1.256,70.0,0.535,63.8,38.5,0.0,0.0,-2.428,-1.857,1.361,0.721
BTC-USDT-SWAP-LONG-1774328942000-11,2026-03-24,LONG,NOISE,LOSS,-1.64,1.2958,0.5703,26.4,-0.434,23.1,41.7,33.3,33.3,-1.0,-1.0,-1.12,-0.925,39.9,-0.194,39.7,50.0,33.3,33.3,-0.77,-0.77,0.26,-0.413,42.5,-0.43,40.0,50.0,33.3,33.3,-0.879,-0.879,0.673,-0.327,77.5,0.528,73.5,88.9,66.7,66.7,1.111,1.111,,1.128,99.1,0.642,99.2,100.0,100.0,100.0,1.71,1.71,1.093,2.273,66.7,-0.089,82.3,100.0,100.0,100.0,,,1.0,0.0,81.7,0.915,81.4,91.7,100.0,100.0,1.522,1.522,28.397,1.237,82.8,0.64,81.8,91.7,66.7,66.7,1.129,1.129,1.002,1.607,24.9,-0.77,27.3,0.0,0.0,0.0,-1.012,-1.012,0.969,-0.827,100.0,,100.0,100.0,100.0,100.0,,,,,97.6,1.962,95.0,100.0,100.0,100.0,1.951,1.951,-6.27,2.871,93.4,1.555,93.8,100.0,100.0,100.0,2.419,2.419,32.684,2.27,83.5,1.003,80.6,66.7,33.3,33.3,-1.208,-1.208,1.699,1.396
