zone_id,date,dir,regime,class,true_mfe,true_mae,time_to_2_min,time_to_2_5_min
BTC-USDT-SWAP-SHORT-1778719099000-3,2026-05-14,SHORT,RANGE,MID,0.864,-3.08,,
BTC-USDT-SWAP-SHORT-1778723150000-5,2026-05-14,SHORT,RANGE,MID,0.889,-3.055,,
BTC-USDT-SWAP-SHORT-1778716801000-1,2026-05-14,SHORT,RANGE,MID,0.605,-3.35,,
BTC-USDT-SWAP-LONG-1778719751000-4,2026-05-14,LONG,RANGE,STRONG_3,3.075,-0.869,895.4,916.2
BTC-USDT-SWAP-LONG-1778717941000-2,2026-05-14,LONG,RANGE,STRONG_3,3.175,-0.773,875.2,935.7
BTC-USDT-SWAP-SHORT-1778728785000-7,2026-05-14,SHORT,RANGE,MID,0.577,-3.379,,
BTC-USDT-SWAP-SHORT-1778728827000-8,2026-05-14,SHORT,RANGE,MID,0.577,-3.379,,
BTC-USDT-SWAP-LONG-1778734797000-11,2026-05-14,LONG,RANGE,STRONG_3,3.307,-0.234,593.9,656.8
BTC-USDT-SWAP-LONG-1778729820000-9,2026-05-14,LONG,TREND_DOWN,STRONG_3,3.72,-0.249,655.1,666.4
BTC-USDT-SWAP-LONG-1778730834000-10,2026-05-14,LONG,TREND_DOWN,STRONG_3,3.803,-0.072,647.8,656.7
BTC-USDT-SWAP-LONG-1778728364000-6,2026-05-14,LONG,RANGE,STRONG_3,3.483,-0.477,699.3,757.2
BTC-USDT-SWAP-SHORT-1778744808000-15,2026-05-14,SHORT,RANGE,MID,0.791,-2.731,,
BTC-USDT-SWAP-LONG-1778738417000-14,2026-05-14,LONG,RANGE,STRONG_2_5,2.673,-0.846,590.0,649.1
BTC-USDT-SWAP-LONG-1778737507000-13,2026-05-14,LONG,RANGE,STRONG_2_5,2.757,-0.765,599.9,659.3
BTC-USDT-SWAP-LONG-1778746046000-16,2026-05-14,LONG,RANGE,STRONG_2_5,2.752,-0.77,460.7,520.1
BTC-USDT-SWAP-LONG-1778752277000-17,2026-05-14,LONG,RANGE,STRONG_2_5,2.939,-0.59,347.6,412.5
BTC-USDT-SWAP-LONG-1778763716000-18,2026-05-14,LONG,RANGE,STRONG_2_5,2.773,-0.34,171.9,231.3
BTC-USDT-SWAP-LONG-1778764923000-19,2026-05-14,LONG,RANGE,STRONG_2_5,2.631,-0.478,159.8,211.1
BTC-USDT-SWAP-SHORT-1778737092000-12,2026-05-14,SHORT,RANGE,MID,0.591,-2.938,,
BTC-USDT-SWAP-LONG-1778768673000-21,2026-05-14,LONG,RANGE,WEAK_WIN_2,2.378,-1.883,145.1,
BTC-USDT-SWAP-SHORT-1778765261000-20,2026-05-14,SHORT,RANGE,MID,0.664,-2.864,,
BTC-USDT-SWAP-LONG-1778769980000-23,2026-05-14,LONG,RANGE,MID,1.381,-2.838,,
BTC-USDT-SWAP-LONG-1778769919000-22,2026-05-14,LONG,RANGE,MID,1.381,-2.838,,
BTC-USDT-SWAP-LONG-1778771501000-24,2026-05-14,LONG,RANGE,MID,1.333,-2.884,,
BTC-USDT-SWAP-LONG-1778774359000-27,2026-05-14,LONG,TREND_UP,MID,0.857,-3.34,,
BTC-USDT-SWAP-LONG-1778774469000-28,2026-05-14,LONG,TREND_UP,MID,0.87,-3.328,,
BTC-USDT-SWAP-LONG-1778774480000-29,2026-05-14,LONG,TREND_UP,MID,0.864,-3.334,,
BTC-USDT-SWAP-LONG-1778804104000-2,2026-05-15,LONG,RANGE,MID,0.328,-3.411,,
BTC-USDT-SWAP-SHORT-1778804554000-4,2026-05-15,SHORT,RANGE,STRONG_3,3.429,-0.31,782.9,790.2
BTC-USDT-SWAP-SHORT-1778803317000-1,2026-05-15,SHORT,RANGE,STRONG_3,3.395,-0.345,788.5,796.0
BTC-USDT-SWAP-SHORT-1778805492000-5,2026-05-15,SHORT,RANGE,STRONG_3,3.54,-0.058,732.9,740.7
BTC-USDT-SWAP-LONG-1778806283000-6,2026-05-15,LONG,RANGE,MID,0.047,-3.587,,
BTC-USDT-SWAP-LONG-1778804229000-3,2026-05-15,LONG,RANGE,MID,0.062,-3.611,,
BTC-USDT-SWAP-SHORT-1778811800000-9,2026-05-15,SHORT,RANGE,STRONG_2_5,2.819,-0.554,672.9,684.7
BTC-USDT-SWAP-LONG-1778810204000-7,2026-05-15,LONG,RANGE,MID,0.229,-3.133,,
BTC-USDT-SWAP-SHORT-1778812213000-10,2026-05-15,SHORT,RANGE,STRONG_3,3.047,-0.319,649.1,656.9
BTC-USDT-SWAP-LONG-1778811330000-8,2026-05-15,LONG,RANGE,MID,0.522,-2.85,,
BTC-USDT-SWAP-LONG-1778821320000-11,2026-05-15,LONG,RANGE,MID,0.767,-2.215,,
BTC-USDT-SWAP-SHORT-1778823663000-12,2026-05-15,SHORT,RANGE,WEAK_WIN_2,2.22,-0.761,461.9,
BTC-USDT-SWAP-SHORT-1778828865000-13,2026-05-15,SHORT,RANGE,STRONG_3,3.335,-0.361,384.8,393.7
BTC-USDT-SWAP-SHORT-1778836619000-14,2026-05-15,SHORT,RANGE,STRONG_3,3.279,-0.331,270.1,1289.3
BTC-USDT-SWAP-SHORT-1778838340000-15,2026-05-15,SHORT,RANGE,STRONG_3,3.185,-0.428,242.4,1261.6
BTC-USDT-SWAP-SHORT-1778838611000-16,2026-05-15,SHORT,RANGE,STRONG_3,3.21,-0.403,229.5,1248.7
BTC-USDT-SWAP-SHORT-1778850510000-17,2026-05-15,SHORT,RANGE,STRONG_3,3.121,-0.119,1058.4,1081.5
BTC-USDT-SWAP-LONG-1778851047000-18,2026-05-15,LONG,RANGE,MID,0.102,-3.137,,
BTC-USDT-SWAP-LONG-1778851210000-19,2026-05-15,LONG,RANGE,MID,0.407,-2.03,,
BTC-USDT-SWAP-SHORT-1778851671000-20,2026-05-15,SHORT,RANGE,MID,1.658,-0.788,,
BTC-USDT-SWAP-LONG-1778853463000-21,2026-05-15,LONG,RANGE,MID,0.409,-2.028,,
BTC-USDT-SWAP-SHORT-1778892117000-4,2026-05-16,SHORT,TREND_DOWN,MID,1.851,-0.159,,
BTC-USDT-SWAP-LONG-1778895505000-5,2026-05-16,LONG,TREND_DOWN,MID,0.199,-1.812,,
BTC-USDT-SWAP-SHORT-1778890285000-2,2026-05-16,SHORT,TREND_DOWN,MID,1.927,-0.092,,
BTC-USDT-SWAP-SHORT-1778895819000-6,2026-05-16,SHORT,TREND_DOWN,MID,1.841,-0.17,,
BTC-USDT-SWAP-SHORT-1778907694000-8,2026-05-16,SHORT,RANGE,MID,1.745,-0.058,,
BTC-USDT-SWAP-SHORT-1778913373000-9,2026-05-16,SHORT,RANGE,MID,1.559,-0.0,,
BTC-USDT-SWAP-LONG-1778890855000-3,2026-05-16,LONG,TREND_DOWN,MID,0.058,-1.95,,
BTC-USDT-SWAP-LONG-1778889849000-1,2026-05-16,LONG,TREND_DOWN,MID,0.064,-1.955,,
BTC-USDT-SWAP-LONG-1778906327000-7,2026-05-16,LONG,RANGE,MID,0.068,-1.735,,
BTC-USDT-SWAP-SHORT-1778913605000-10,2026-05-16,SHORT,TREND_DOWN,MID,1.173,-0.015,,
BTC-USDT-SWAP-LONG-1778914000000-11,2026-05-16,LONG,RANGE,MID,0.031,-1.303,,
BTC-USDT-SWAP-SHORT-1778915179000-13,2026-05-16,SHORT,TREND_DOWN,MID,1.063,-0.127,,
BTC-USDT-SWAP-SHORT-1778923475000-14,2026-05-16,SHORT,TREND_DOWN,MID,0.535,-0.41,,
BTC-USDT-SWAP-SHORT-1778926759000-16,2026-05-16,SHORT,TREND_DOWN,MID,0.315,-0.837,,
BTC-USDT-SWAP-LONG-1778914488000-12,2026-05-16,LONG,TREND_DOWN,MID,0.267,-0.924,,
BTC-USDT-SWAP-LONG-1778929656000-18,2026-05-16,LONG,TREND_DOWN,MID,0.702,-0.45,,
BTC-USDT-SWAP-LONG-1778930875000-19,2026-05-16,LONG,TREND_DOWN,MID,0.604,-0.547,,
BTC-USDT-SWAP-LONG-1778934604000-20,2026-05-16,LONG,TREND_DOWN,MID,0.808,-0.346,,
BTC-USDT-SWAP-LONG-1778926409000-15,2026-05-16,LONG,TREND_DOWN,MID,0.871,-0.283,,
BTC-USDT-SWAP-SHORT-1778926986000-17,2026-05-16,SHORT,TREND_DOWN,MID,0.189,-0.966,,
BTC-USDT-SWAP-LONG-1778943731000-21,2026-05-16,LONG,RANGE,MID,0.621,-0.531,,
BTC-USDT-SWAP-SHORT-1778980595000-5,2026-05-17,SHORT,RANGE,MID,1.699,-0.787,,
BTC-USDT-SWAP-SHORT-1778981586000-6,2026-05-17,SHORT,RANGE,MID,1.563,-0.927,,
BTC-USDT-SWAP-LONG-1778976612000-2,2026-05-17,LONG,RANGE,MID,0.503,-1.976,,
BTC-USDT-SWAP-LONG-1778976019000-1,2026-05-17,LONG,RANGE,MID,0.512,-1.967,,
BTC-USDT-SWAP-LONG-1778979121000-3,2026-05-17,LONG,RANGE,MID,0.932,-1.558,,
BTC-USDT-SWAP-SHORT-1778982397000-8,2026-05-17,SHORT,RANGE,MID,1.474,-1.017,,
BTC-USDT-SWAP-LONG-1778993222000-9,2026-05-17,LONG,RANGE,MID,0.524,-1.956,,
BTC-USDT-SWAP-SHORT-1778996545000-11,2026-05-17,SHORT,RANGE,MID,1.932,-0.548,,
BTC-USDT-SWAP-SHORT-1778981761000-7,2026-05-17,SHORT,RANGE,MID,1.464,-1.028,,
BTC-USDT-SWAP-LONG-1779015977000-14,2026-05-17,LONG,RANGE,MID,0.143,-2.388,,
BTC-USDT-SWAP-SHORT-1779019499000-16,2026-05-17,SHORT,RANGE,WEAK_WIN_2,2.298,-0.235,682.2,
BTC-USDT-SWAP-LONG-1779014697000-13,2026-05-17,LONG,RANGE,MID,0.115,-2.415,,
BTC-USDT-SWAP-SHORT-1778994795000-10,2026-05-17,SHORT,RANGE,MID,1.932,-0.548,,
BTC-USDT-SWAP-LONG-1779017594000-15,2026-05-17,LONG,RANGE,MID,0.256,-2.278,,
BTC-USDT-SWAP-SHORT-1779013159000-12,2026-05-17,SHORT,RANGE,WEAK_WIN_2,2.385,-0.211,799.5,
BTC-USDT-SWAP-LONG-1779025565000-17,2026-05-17,LONG,RANGE,MID,0.347,-2.1,,
BTC-USDT-SWAP-LONG-1778979829000-4,2026-05-17,LONG,RANGE,MID,0.805,-1.681,,
BTC-USDT-SWAP-LONG-1779065622000-3,2026-05-18,LONG,RANGE,MID,0.834,-1.44,,
BTC-USDT-SWAP-SHORT-1779062401000-1,2026-05-18,SHORT,RANGE,MID,1.31,-0.968,,
BTC-USDT-SWAP-SHORT-1779062466000-2,2026-05-18,SHORT,RANGE,MID,1.31,-0.968,,
BTC-USDT-SWAP-SHORT-1779067925000-5,2026-05-18,SHORT,RANGE,MID,1.018,-1.266,,
BTC-USDT-SWAP-LONG-1779066243000-4,2026-05-18,LONG,RANGE,MID,1.06,-1.22,,
BTC-USDT-SWAP-SHORT-1779085970000-7,2026-05-18,SHORT,RANGE,MID,1.088,-1.195,,
BTC-USDT-SWAP-LONG-1779084718000-6,2026-05-18,LONG,RANGE,MID,1.201,-1.083,,
BTC-USDT-SWAP-LONG-1779106364000-8,2026-05-18,LONG,RANGE,MID,0.475,-1.792,,
BTC-USDT-SWAP-SHORT-1779109004000-12,2026-05-18,SHORT,RANGE,MID,1.745,-0.025,,
BTC-USDT-SWAP-SHORT-1779108309000-11,2026-05-18,SHORT,RANGE,WEAK_WIN_2,2.004,-0.06,153.9,
BTC-USDT-SWAP-LONG-1779107695000-10,2026-05-18,LONG,RANGE,MID,0.003,-2.132,,
BTC-USDT-SWAP-LONG-1779107531000-9,2026-05-18,LONG,RANGE,MID,0.003,-2.132,,
BTC-USDT-SWAP-SHORT-1779114363000-14,2026-05-18,SHORT,RANGE,MID,0.874,-0.902,,
BTC-USDT-SWAP-SHORT-1779116100000-16,2026-05-18,SHORT,RANGE,MID,0.382,-1.403,,
BTC-USDT-SWAP-SHORT-1779116035000-15,2026-05-18,SHORT,RANGE,MID,0.509,-1.274,,
BTC-USDT-SWAP-SHORT-1779117517000-19,2026-05-18,SHORT,RANGE,MID,0.067,-1.724,,
BTC-USDT-SWAP-SHORT-1779117381000-18,2026-05-18,SHORT,RANGE,MID,0.067,-1.724,,
BTC-USDT-SWAP-SHORT-1779117362000-17,2026-05-18,SHORT,RANGE,MID,0.067,-1.724,,
BTC-USDT-SWAP-LONG-1779114178000-13,2026-05-18,LONG,RANGE,MID,1.218,-0.563,,
BTC-USDT-SWAP-LONG-1779148818000-1,2026-05-19,LONG,RANGE,MID,0.535,-1.108,,
BTC-USDT-SWAP-SHORT-1779149712000-3,2026-05-19,SHORT,RANGE,MID,1.444,-0.074,,
BTC-USDT-SWAP-LONG-1779150686000-5,2026-05-19,LONG,RANGE,MID,0.206,-1.314,,
BTC-USDT-SWAP-SHORT-1779155615000-9,2026-05-19,SHORT,RANGE,MID,0.761,-0.768,,
BTC-USDT-SWAP-SHORT-1779154700000-8,2026-05-19,SHORT,RANGE,MID,0.833,-0.694,,
BTC-USDT-SWAP-LONG-1779149405000-2,2026-05-19,LONG,RANGE,MID,0.106,-1.412,,
BTC-USDT-SWAP-SHORT-1779166773000-11,2026-05-19,SHORT,RANGE,MID,0.983,-0.542,,
BTC-USDT-SWAP-SHORT-1779159473000-10,2026-05-19,SHORT,RANGE,MID,0.58,-0.951,,
BTC-USDT-SWAP-LONG-1779172402000-13,2026-05-19,LONG,RANGE,MID,0.413,-1.153,,
BTC-USDT-SWAP-SHORT-1779171845000-12,2026-05-19,SHORT,RANGE,MID,1.117,-0.45,,
BTC-USDT-SWAP-LONG-1779176903000-15,2026-05-19,LONG,RANGE,MID,0.301,-1.426,,
BTC-USDT-SWAP-SHORT-1779150350000-4,2026-05-19,SHORT,RANGE,MID,1.375,-0.144,,
BTC-USDT-SWAP-LONG-1779175228000-14,2026-05-19,LONG,RANGE,MID,0.422,-1.307,,
BTC-USDT-SWAP-LONG-1779154266000-6,2026-05-19,LONG,RANGE,MID,0.752,-0.776,,
BTC-USDT-SWAP-LONG-1779154355000-7,2026-05-19,LONG,RANGE,MID,0.752,-0.776,,
BTC-USDT-SWAP-SHORT-1779197417000-16,2026-05-19,SHORT,RANGE,MID,0.994,-1.088,,
BTC-USDT-SWAP-SHORT-1779197485000-17,2026-05-19,SHORT,RANGE,MID,0.994,-1.088,,
BTC-USDT-SWAP-SHORT-1779206056000-20,2026-05-19,SHORT,RANGE,MID,0.124,-1.771,,
BTC-USDT-SWAP-LONG-1779201136000-18,2026-05-19,LONG,RANGE,MID,1.752,-0.343,,
BTC-USDT-SWAP-LONG-1779203378000-19,2026-05-19,LONG,RANGE,MID,1.57,-0.176,,
BTC-USDT-SWAP-SHORT-1779235258000-1,2026-05-20,SHORT,RANGE,MID,0.435,-1.338,,
BTC-USDT-SWAP-SHORT-1779235582000-2,2026-05-20,SHORT,RANGE,MID,0.136,-1.642,,
BTC-USDT-SWAP-LONG-1779237815000-5,2026-05-20,LONG,RANGE,MID,1.455,-0.305,,
BTC-USDT-SWAP-LONG-1779236685000-4,2026-05-20,LONG,RANGE,MID,1.543,-0.219,,
BTC-USDT-SWAP-LONG-1779239993000-6,2026-05-20,LONG,RANGE,MID,1.66,-0.074,,
BTC-USDT-SWAP-SHORT-1779236404000-3,2026-05-20,SHORT,RANGE,MID,0.195,-1.567,,
BTC-USDT-SWAP-LONG-1779254790000-8,2026-05-20,LONG,RANGE,MID,0.921,-0.341,,
BTC-USDT-SWAP-LONG-1779254418000-7,2026-05-20,LONG,RANGE,MID,0.948,-0.313,,
BTC-USDT-SWAP-LONG-1779258761000-10,2026-05-20,LONG,RANGE,MID,0.722,-0.537,,
BTC-USDT-SWAP-LONG-1779260350000-11,2026-05-20,LONG,RANGE,MID,0.694,-0.564,,
BTC-USDT-SWAP-SHORT-1779260432000-12,2026-05-20,SHORT,RANGE,MID,0.636,-0.621,,
BTC-USDT-SWAP-SHORT-1779272997000-15,2026-05-20,SHORT,RANGE,MID,0.839,-0.416,,
BTC-USDT-SWAP-SHORT-1779255331000-9,2026-05-20,SHORT,RANGE,MID,0.378,-0.882,,
BTC-USDT-SWAP-LONG-1779273398000-16,2026-05-20,LONG,RANGE,MID,0.46,-0.795,,
BTC-USDT-SWAP-LONG-1779267303000-14,2026-05-20,LONG,RANGE,MID,0.518,-0.738,,
BTC-USDT-SWAP-SHORT-1779278862000-17,2026-05-20,SHORT,RANGE,MID,0.693,-0.564,,
BTC-USDT-SWAP-SHORT-1779266672000-13,2026-05-20,SHORT,RANGE,MID,0.785,-0.471,,
BTC-USDT-SWAP-SHORT-1779285074000-20,2026-05-20,SHORT,RANGE,MID,0.406,-0.854,,
BTC-USDT-SWAP-SHORT-1779284575000-18,2026-05-20,SHORT,RANGE,MID,0.35,-0.911,,
BTC-USDT-SWAP-SHORT-1779284699000-19,2026-05-20,SHORT,RANGE,MID,0.35,-0.911,,
BTC-USDT-SWAP-LONG-1779290480000-21,2026-05-20,LONG,RANGE,MID,0.006,-0.371,,
