zone_id,date,venue,direction,setup_type,confirmedTs,triggerTs,regime,entry_price,hit_2pct,hit_2_5pct,hit_3pct,MFE,MAE,time_to_2pct_min,time_to_2_5pct_min,time_to_3pct_min,sim_result,outcome_class
BTC-USDT-SWAP-SHORT-1779159473000-10,2026-05-19,OKX_MAY_EARLY,SHORT,DISTRIBUTION,1779159653000,,RANGE,76559.7,0,0,0,0.58,-0.951,,,,TIMEOUT,MID
BTC-USDT-SWAP-LONG-1779172402000-13,2026-05-19,OKX_MAY_EARLY,LONG,ACCUMULATION,1779172752000,1779175332000,RANGE,77004.2,0,0,0,0.413,-1.153,,,,TIMEOUT,MID
BTC-USDT-SWAP-SHORT-1779171845000-12,2026-05-19,OKX_MAY_EARLY,SHORT,DISTRIBUTION,1779172025000,1779182515000,RANGE,76975.6,0,0,0,1.117,-0.45,,,,TIMEOUT,MID
BTC-USDT-SWAP-LONG-1779176903000-15,2026-05-19,OKX_MAY_EARLY,LONG,ACCUMULATION,1779177123000,,RANGE,77217.3,0,0,0,0.301,-1.426,,,,TIMEOUT,MID
BTC-USDT-SWAP-SHORT-1779150350000-4,2026-05-19,OKX_MAY_EARLY,SHORT,DISTRIBUTION,1779150890000,1779182820000,RANGE,77177.1,0,0,0,1.375,-0.144,,,,TIMEOUT,MID
BTC-USDT-SWAP-LONG-1779175228000-14,2026-05-19,OKX_MAY_EARLY,LONG,ACCUMULATION,1779176021000,,RANGE,77124.2,0,0,0,0.422,-1.307,,,,TIMEOUT,MID
BTC-USDT-SWAP-LONG-1779154266000-6,2026-05-19,OKX_MAY_EARLY,LONG,ACCUMULATION,1779155915000,1779197769000,RANGE,76711.3,0,0,0,0.752,-0.776,,,,TIMEOUT,MID
BTC-USDT-SWAP-LONG-1779154355000-7,2026-05-19,OKX_MAY_EARLY,LONG,ACCUMULATION,1779155915000,1779197769000,RANGE,76711.3,0,0,0,0.752,-0.776,,,,TIMEOUT,MID
BTC-USDT-SWAP-SHORT-1779197417000-16,2026-05-19,OKX_MAY_EARLY,SHORT,DISTRIBUTION,1779198993000,1779200308000,RANGE,76879.9,0,0,0,0.994,-1.088,,,,TIMEOUT,MID
BTC-USDT-SWAP-SHORT-1779197485000-17,2026-05-19,OKX_MAY_EARLY,SHORT,DISTRIBUTION,1779198993000,1779200364000,RANGE,76879.9,0,0,0,0.994,-1.088,,,,TIMEOUT,MID
BTC-USDT-SWAP-SHORT-1779206056000-20,2026-05-19,OKX_MAY_EARLY,SHORT,DISTRIBUTION,1779206236000,,RANGE,76476.2,0,0,0,0.124,-1.771,,,,LOSS,MID
BTC-USDT-SWAP-LONG-1779201136000-18,2026-05-19,OKX_MAY_EARLY,LONG,ACCUMULATION,1779201487000,,RANGE,76378.1,0,0,0,1.752,-0.343,,,,TIMEOUT,MID
BTC-USDT-SWAP-LONG-1779203378000-19,2026-05-19,OKX_MAY_EARLY,LONG,ACCUMULATION,1779203558000,,RANGE,76514.9,0,0,0,1.57,-0.176,,,,TIMEOUT,MID
BTC-USDT-SWAP-SHORT-1779235258000-1,2026-05-20,OKX_MAY_EARLY,SHORT,DISTRIBUTION,1779235523000,1779235709000,RANGE,76803.1,0,0,0,0.435,-1.338,,,,TIMEOUT,MID
BTC-USDT-SWAP-SHORT-1779235582000-2,2026-05-20,OKX_MAY_EARLY,SHORT,DISTRIBUTION,1779235999000,1779236612000,RANGE,76573.4,0,0,0,0.136,-1.642,,,,LOSS,MID
BTC-USDT-SWAP-LONG-1779237815000-5,2026-05-20,OKX_MAY_EARLY,LONG,ACCUMULATION,1779238189000,1779238802000,RANGE,76714.2,0,0,0,1.455,-0.305,,,,TIMEOUT,MID
BTC-USDT-SWAP-LONG-1779236685000-4,2026-05-20,OKX_MAY_EARLY,LONG,ACCUMULATION,1779237815000,1779239638000,RANGE,76647.9,0,0,0,1.543,-0.219,,,,TIMEOUT,MID
BTC-USDT-SWAP-LONG-1779239993000-6,2026-05-20,OKX_MAY_EARLY,LONG,ACCUMULATION,1779241282000,1779253744000,RANGE,76559.5,0,0,0,1.66,-0.074,,,,TIMEOUT,MID
BTC-USDT-SWAP-SHORT-1779236404000-3,2026-05-20,OKX_MAY_EARLY,SHORT,DISTRIBUTION,1779237217000,,RANGE,76630.1,0,0,0,0.195,-1.567,,,,LOSS,MID
BTC-USDT-SWAP-LONG-1779254790000-8,2026-05-20,OKX_MAY_EARLY,LONG,ACCUMULATION,1779254970000,1779255027000,RANGE,77120.8,0,0,0,0.921,-0.341,,,,TIMEOUT,MID
BTC-USDT-SWAP-LONG-1779254418000-7,2026-05-20,OKX_MAY_EARLY,LONG,ACCUMULATION,1779254790000,1779255155000,RANGE,77099.7,0,0,0,0.948,-0.313,,,,TIMEOUT,MID
BTC-USDT-SWAP-LONG-1779258761000-10,2026-05-20,OKX_MAY_EARLY,LONG,ACCUMULATION,1779259494000,1779259781000,RANGE,77273.0,0,0,0,0.722,-0.537,,,,TIMEOUT,MID
BTC-USDT-SWAP-LONG-1779260350000-11,2026-05-20,OKX_MAY_EARLY,LONG,ACCUMULATION,1779260901000,1779261875000,RANGE,77294.1,0,0,0,0.694,-0.564,,,,TIMEOUT,MID
BTC-USDT-SWAP-SHORT-1779260432000-12,2026-05-20,OKX_MAY_EARLY,SHORT,DISTRIBUTION,1779261262000,1779263558000,RANGE,77350.2,0,0,0,0.636,-0.621,,,,TIMEOUT,MID
BTC-USDT-SWAP-SHORT-1779272997000-15,2026-05-20,OKX_MAY_EARLY,SHORT,DISTRIBUTION,1779274151000,1779277347000,RANGE,77508.6,0,0,0,0.839,-0.416,,,,TIMEOUT,MID
BTC-USDT-SWAP-SHORT-1779255331000-9,2026-05-20,OKX_MAY_EARLY,SHORT,DISTRIBUTION,1779256262000,,RANGE,77150.1,0,0,0,0.378,-0.882,,,,TIMEOUT,MID
BTC-USDT-SWAP-LONG-1779273398000-16,2026-05-20,OKX_MAY_EARLY,LONG,ACCUMULATION,1779274870000,1779281814000,RANGE,77474.4,0,0,0,0.46,-0.795,,,,TIMEOUT,MID
BTC-USDT-SWAP-LONG-1779267303000-14,2026-05-20,OKX_MAY_EARLY,LONG,ACCUMULATION,1779267501000,1779281819000,RANGE,77429.8,0,0,0,0.518,-0.738,,,,TIMEOUT,MID
BTC-USDT-SWAP-SHORT-1779278862000-17,2026-05-20,OKX_MAY_EARLY,SHORT,DISTRIBUTION,1779279042000,1779283584000,RANGE,77394.2,0,0,0,0.693,-0.564,,,,TIMEOUT,MID
BTC-USDT-SWAP-SHORT-1779266672000-13,2026-05-20,OKX_MAY_EARLY,SHORT,DISTRIBUTION,1779266864000,1779284161000,RANGE,77466.0,0,0,0,0.785,-0.471,,,,TIMEOUT,MID
BTC-USDT-SWAP-SHORT-1779285074000-20,2026-05-20,OKX_MAY_EARLY,SHORT,DISTRIBUTION,1779285258000,1779286424000,RANGE,77171.9,0,0,0,0.406,-0.854,,,,TIMEOUT,MID
BTC-USDT-SWAP-SHORT-1779284575000-18,2026-05-20,OKX_MAY_EARLY,SHORT,DISTRIBUTION,1779285074000,,RANGE,77128.0,0,0,0,0.35,-0.911,,,,TIMEOUT,MID
BTC-USDT-SWAP-SHORT-1779284699000-19,2026-05-20,OKX_MAY_EARLY,SHORT,DISTRIBUTION,1779285074000,,RANGE,77128.0,0,0,0,0.35,-0.911,,,,TIMEOUT,MID
BTC-USDT-SWAP-LONG-1779290480000-21,2026-05-20,OKX_MAY_EARLY,LONG,ACCUMULATION,1779290667000,,RANGE,77621.7,0,0,0,0.006,-0.371,,,,TIMEOUT,MID
