cluster_id,rep_zone_id,date,direction,confirmedTs,entry,outcome_class,hit2,hit2_5,hit3,MFE,MAE,time_to_2_min,time_to_2_5_min,time_to_3_min,zones_in_cluster,duplicate_count,regime,setup_family,is_live_detectable,range_pos,dist_to_range_low_pct,dist_to_range_high_pct,dist_to_range_mid_pct,sweep_high,sweep_low,reclaim_zoneMid,rejection_proof,OFI,taker_imb_15m,taker_imb_5m,microprice_5m_bps,thin_path_score,opposing_wall_score,wall_persistence_sec,refill_proxy_eng,supp_refill_ratio_5m,entropy,prior_move_60m,prior_move_180m,prior_move_1d,local_volatility_180m,net_flow_5m,depth_imb_top25
noise|SHORT|2026-05-16|1778913553000,BTC-USDT-SWAP-SHORT-1778913373000-9,2026-05-16,SHORT,1778913553000,78828.8,NOISE,0,0,0,1.745,-0.966,,,,7,6,RANGE,ABSORPTION_REVERSAL,1,0.193,0.193,0.8069999999999999,0.307,0,0,1,1,-0.1064138738020296,-0.2297,-0.4264,-0.0,0.0945,73,0,0.5020735028709371,1.0031,0.2087,-0.1201,-0.3658,-2.0997,0.4556,13121.44,-0.4032
noise|SHORT|2026-05-17|1778981586000,BTC-USDT-SWAP-SHORT-1778980595000-5,2026-05-17,SHORT,1778981586000,77957.8,NOISE,0,0,0,1.699,-1.028,,,,4,3,RANGE,UNCLEAR,0,0.434,0.434,0.5660000000000001,0.066,0,1,1,0,0.07986909177962151,0.0682,-0.1863,1.237,0.092,100,288,0.49768218856631585,1.0034,0.4035,-0.2417,-0.3307,-1.3192,0.6402,6317.45,0.2768
noise|SHORT|2026-05-17|1778996545000,BTC-USDT-SWAP-SHORT-1778994795000-10,2026-05-17,SHORT,1778996545000,78143.2,NOISE,0,0,0,1.932,-0.548,,,,2,1,RANGE,RANGE_FADE_HIGH_TO_LOW,0,0.7,0.7,0.30000000000000004,0.19999999999999996,0,0,1,0,-0.1955456140127179,0.2603,-0.2725,-0.329,0.096,75,301,0.5003913939918114,1.0016,0.264,-0.0004,0.3318,-1.0252,0.6086,2870.76,-0.0584
noise|SHORT|2026-05-18|1779063107000,BTC-USDT-SWAP-SHORT-1779062401000-1,2026-05-18,SHORT,1779063107000,77026.8,NOISE,0,0,0,1.31,-1.266,,,,3,2,RANGE,UNCLEAR,0,0.217,0.217,0.783,0.28300000000000003,0,1,1,1,-0.09335475385705717,0.046,-0.092,5.042,0.092,91,279,0.4990136440737881,0.9994,0.3623,-1.1029,-1.5592,-1.4501,2.3693,-15900.45,-0.5171
noise|SHORT|2026-05-18|1779087288000,BTC-USDT-SWAP-SHORT-1779085970000-7,2026-05-18,SHORT,1779087288000,76853.9,NOISE,0,0,0,1.088,-1.195,,,,1,0,RANGE,UNCLEAR,0,0.612,0.612,0.388,0.11199999999999999,0,1,0,1,0.05572486732590006,-0.2071,-0.1433,4.574,0.096,80,288,0.5004459218725932,1.0057,0.3745,-0.0674,-0.041,-1.5533,0.6793,10206.32,-0.3606
noise|SHORT|2026-05-18|1779110436000,BTC-USDT-SWAP-SHORT-1779109004000-12,2026-05-18,SHORT,1779110436000,77367.9,NOISE,0,0,0,1.745,-1.724,,,,7,6,RANGE,LIQUIDITY_SWEEP_REVERSAL,1,0.644,0.644,0.356,0.14400000000000002,1,0,1,1,-0.040866884286938826,0.0869,-0.0889,4.158,0.0964,67,280,0.5015332722481843,0.999,0.4845,-0.0659,0.834,-1.0423,1.4847,-1617.22,-0.4604
noise|SHORT|2026-05-19|1779150890000,BTC-USDT-SWAP-SHORT-1779150350000-4,2026-05-19,SHORT,1779150890000,77177.1,NOISE,0,0,0,1.444,-0.951,,,,5,4,RANGE,LIQUIDITY_SWEEP_REVERSAL,1,0.597,0.597,0.403,0.09699999999999998,1,0,1,1,0.28619712896271593,-0.2262,-0.1437,-0.031,0.0976,55,289,0.5009894288057418,1.0006,0.2178,0.2676,0.1676,0.2691,0.6543,-635.59,0.8518
noise|SHORT|2026-05-19|1779166958000,BTC-USDT-SWAP-SHORT-1779166773000-11,2026-05-19,SHORT,1779166958000,76871.6,NOISE,0,0,0,1.117,-0.542,,,,2,1,RANGE,RANGE_FADE_HIGH_TO_LOW,1,0.834,0.834,0.16600000000000004,0.33399999999999996,0,0,1,0,0.07659092284251173,-0.2442,-0.1031,1.255,0.0982,73,277,0.5084476686178004,1.006,0.4018,0.1806,0.2798,-0.1452,0.6892,10480.42,0.1163
noise|SHORT|2026-05-19|1779198993000,BTC-USDT-SWAP-SHORT-1779197417000-16,2026-05-19,SHORT,1779198993000,76879.9,NOISE,0,0,0,0.994,-1.088,,,,2,1,RANGE,UNCLEAR,0,0.631,0.631,0.369,0.131,0,0,0,1,0.24002406674760185,-0.0768,-0.1148,0.021,0.0973,66,289,0.49903266045477834,0.9998,0.4924,-0.0632,-0.0927,-0.1334,0.6677,524.6,0.1936
noise|SHORT|2026-05-19|1779206236000,BTC-USDT-SWAP-SHORT-1779206056000-20,2026-05-19,SHORT,1779206236000,76476.2,NOISE,0,0,0,0.124,-1.771,,,,1,0,RANGE,UNCLEAR,0,0.396,0.396,0.604,0.10399999999999998,0,0,0,1,-0.1599983042366068,-0.1199,-0.2226,4.846,0.0959,72,237,0.4981215063862994,1.0013,0.4069,0.152,-0.5898,0.1114,1.1958,4012.02,0.612
noise|SHORT|2026-05-20|1779237217000,BTC-USDT-SWAP-SHORT-1779236404000-3,2026-05-20,SHORT,1779237217000,76630.1,NOISE,0,0,0,0.435,-1.642,,,,3,2,RANGE,ABSORPTION_REVERSAL,1,0.303,0.303,0.6970000000000001,0.197,0,1,1,1,-0.11860214905860901,-0.13,-0.1669,0.032,0.0972,56,260,0.4997237055217587,1.0029,0.4323,-0.3125,-0.4708,-0.7219,0.6944,14653.88,0.206
noise|SHORT|2026-05-20|1779256262000,BTC-USDT-SWAP-SHORT-1779255331000-9,2026-05-20,SHORT,1779256262000,77150.1,NOISE,0,0,0,0.785,-0.882,,,,3,2,RANGE,RANGE_FADE_HIGH_TO_LOW,1,0.809,0.809,0.19099999999999995,0.30900000000000005,0,0,1,1,-0.07158030283112385,0.0746,-0.2748,-0.278,0.0957,79,297,0.5037870874122191,1.0024,0.3577,0.5184,0.7121,0.3006,0.941,5206.28,0.7575
noise|SHORT|2026-05-20|1779274151000,BTC-USDT-SWAP-SHORT-1779272997000-15,2026-05-20,SHORT,1779274151000,77508.6,NOISE,0,0,0,0.839,-0.911,,,,5,4,RANGE,RANGE_FADE_HIGH_TO_LOW,1,0.745,0.745,0.255,0.245,0,0,1,1,0.10031341013236196,0.2043,-0.2424,-0.201,0.0912,82,291,0.5078512584811211,1.0077,0.2682,0.0773,0.358,0.88,0.6035,10474.04,0.7058
noise|LONG|2026-05-03|1777768551000,BTC-USDT-SWAP-LONG-1777767435000-3,2026-05-03,LONG,1777768551000,78625.5,NOISE,0,0,0,1.558,-0.781,,,,3,2,RANGE,RANGE_FADE_LOW_TO_HIGH,1,0.222,0.222,0.778,0.278,0,0,1,1,0.3099225724997102,0.2127,-0.0936,1.737,0.0982,58,300,0.4986598674770385,0.9994,0.4255,-0.1657,0.1497,0.216,0.897,-988.77,-0.172
noise|LONG|2026-05-04|1777861107000,BTC-USDT-SWAP-LONG-1777859383000-5,2026-05-04,LONG,1777861107000,79908.3,NOISE,0,0,0,1.049,-2.459,,,,2,1,RANGE,UNCLEAR,0,0.852,0.852,0.14800000000000002,0.352,1,0,1,1,0.3133827553702116,0.0301,-0.1031,0.048,0.1074,21,280,0.49944993758954653,0.9997,0.2366,1.846,1.2029,2.3134,2.5248,-877.59,-0.567
noise|LONG|2026-05-05|1777950019000,BTC-USDT-SWAP-LONG-1777949650000-14,2026-05-05,LONG,1777950019000,80536.0,NOISE,0,0,0,1.96,-0.821,,,,8,7,RANGE,ABSORPTION_REVERSAL,1,0.689,0.689,0.31100000000000005,0.18899999999999995,1,0,1,1,0.012107331097937045,-0.3066,-0.1032,2.556,0.0958,73,270,0.5038411493284279,1.0036,0.4665,0.2885,0.92,0.4436,1.4183,25204.87,0.3069
noise|LONG|2026-05-05|1777984982000,BTC-USDT-SWAP-LONG-1777984771000-21,2026-05-05,LONG,1777984982000,81241.0,NOISE,0,0,0,1.955,-1.187,,,,4,3,TREND_UP,BREAKOUT_RETEST,1,0.956,0.956,0.04400000000000004,0.45599999999999996,0,0,1,1,0.07629701354342412,0.0832,-0.1083,1.127,0.0931,96,289,0.5017726320520121,1.0011,0.3894,0.3014,0.8579,2.9592,0.9843,2877.2,0.4168
noise|LONG|2026-05-06|1778030860000,BTC-USDT-SWAP-LONG-1778030680000-5,2026-05-06,LONG,1778030860000,81234.9,NOISE,0,0,0,1.927,-0.98,,,,3,2,RANGE,FALSE_BREAKOUT_RECLAIM,0,0.696,0.696,0.30400000000000005,0.19599999999999995,0,1,0,1,0.21247621034329667,0.0513,-0.2445,1.202,0.1004,47,282,0.5007034363725266,1.0022,0.3694,0.3312,-0.2941,1.2495,1.0343,8992.76,0.9852
noise|LONG|2026-05-06|1778050301000,BTC-USDT-SWAP-LONG-1778050121000-14,2026-05-06,LONG,1778050301000,81438.1,NOISE,0,0,0,1.672,-2.582,,,,9,8,RANGE,UNCLEAR,0,0.708,0.708,0.29200000000000004,0.20799999999999996,0,0,0,1,0.027379336818828478,-0.155,-0.2275,1.023,0.0941,90,288,0.5007661054150119,1.0,0.4899,0.2889,-0.0376,0.6959,0.7456,-1768.51,-0.6135
noise|LONG|2026-05-06|1778080555000,BTC-USDT-SWAP-LONG-1778079442000-32,2026-05-06,LONG,1778080555000,81492.7,NOISE,0,0,0,0.443,-1.819,,,,1,0,RANGE,RANGE_FADE_LOW_TO_HIGH,1,0.292,0.292,0.708,0.20800000000000002,0,0,1,0,-0.040246227702552324,-0.0907,-0.2232,0.574,0.0989,74,283,0.5028963766980747,1.0022,0.3706,0.0282,-0.9429,-0.0563,1.6958,12783.02,0.9153
noise|LONG|2026-05-07|1778115352000,BTC-USDT-SWAP-LONG-1778114741000-6,2026-05-07,LONG,1778115352000,81052.8,NOISE,0,0,0,1.067,-2.251,,,,5,4,RANGE,RANGE_FADE_LOW_TO_HIGH,1,0.225,0.225,0.775,0.275,0,0,1,1,0.17809819471446095,0.015,-0.1255,-0.001,0.0938,82,281,0.50347201275587,1.0025,0.3154,-0.4265,-0.6047,0.0441,0.7861,14007.91,0.9865
noise|LONG|2026-05-07|1778137981000,BTC-USDT-SWAP-LONG-1778137504000-11,2026-05-07,LONG,1778137981000,81520.0,NOISE,0,0,0,0.201,-2.994,,,,3,2,RANGE,UNCLEAR,0,0.986,0.986,0.014000000000000012,0.486,0,0,1,1,0.2526833197631363,0.0972,-0.1357,1.875,0.0962,74,293,0.4998717262845758,1.0,0.3089,0.8231,0.8872,-0.0145,0.9037,1218.09,0.7795
noise|LONG|2026-05-07|1778151102000,BTC-USDT-SWAP-LONG-1778149972000-15,2026-05-07,LONG,1778151102000,80810.0,NOISE,0,0,0,0.427,-2.093,,,,1,0,RANGE,LIQUIDITY_SWEEP_REVERSAL,1,0.276,0.276,0.724,0.22399999999999998,0,1,1,1,-0.0011113761682183985,0.2385,-0.125,0.095,0.0935,84,272,0.5032433199021124,1.0001,0.3431,-0.1324,-0.8606,-1.6502,1.2797,-3682.6,0.5043
noise|LONG|2026-05-07|1778168230000,BTC-USDT-SWAP-LONG-1778168050000-26,2026-05-07,LONG,1778168230000,79997.7,NOISE,0,0,0,0.754,-1.676,,,,4,3,RANGE,LIQUIDITY_SWEEP_REVERSAL,1,0.236,0.236,0.764,0.264,0,1,1,1,0.11815894296569467,-0.038,-0.2524,8.683,0.0938,73,279,0.5004863804941678,0.9989,0.4071,-0.1708,-1.1992,-1.9833,1.9014,-7643.22,-0.009
noise|LONG|2026-05-08|1778203076000,BTC-USDT-SWAP-LONG-1778202759000-6,2026-05-08,LONG,1778203076000,79715.4,NOISE,0,0,0,1.332,-1.102,,,,8,7,RANGE,RANGE_FADE_LOW_TO_HIGH,1,0.267,0.267,0.733,0.23299999999999998,0,0,1,1,-0.21065166794650733,-0.315,-0.3083,0.569,0.0977,58,264,0.4999538604763391,1.0009,0.2932,-0.3055,-0.1818,-1.615,0.6799,6462.7,0.5223
noise|LONG|2026-05-08|1778229462000,BTC-USDT-SWAP-LONG-1778228694000-16,2026-05-08,LONG,1778229462000,79729.8,NOISE,0,0,0,1.154,-0.887,,,,5,4,RANGE,UNCLEAR,0,0.963,0.963,0.03700000000000003,0.46299999999999997,0,0,1,1,0.23840229711349425,0.1518,-0.099,1.272,0.0976,43,300,0.4993288283620477,1.0009,0.4351,0.2892,0.0801,-1.9347,0.6869,4730.47,0.0463
noise|LONG|2026-05-08|1778255023000,BTC-USDT-SWAP-LONG-1778254248000-24,2026-05-08,LONG,1778255023000,79921.9,NOISE,0,0,0,0.911,-0.27,,,,1,0,RANGE,UNCLEAR,0,0.455,0.455,0.5449999999999999,0.044999999999999984,0,0,0,1,-0.07644751403196678,0.1415,-0.108,11.218,0.0939,88,289,0.5007879072103353,1.0022,0.3449,-0.302,-0.3566,-0.1116,1.1674,6812.38,0.6164
noise|LONG|2026-05-09|1778288157000,BTC-USDT-SWAP-LONG-1778285472000-2,2026-05-09,LONG,1778288157000,80180.2,NOISE,0,0,0,1.082,-0.537,,,,4,3,RANGE,UNCLEAR,0,0.408,0.408,0.5920000000000001,0.09200000000000003,0,0,1,0,-0.19084329378690118,0.3731,-0.0923,0.0,0.0951,77,0,0.49904599953766776,1.0002,0.4687,0.0475,0.0185,0.5396,0.3945,2776.63,-0.2464
noise|LONG|2026-05-09|1778308090000,BTC-USDT-SWAP-LONG-1778307889000-10,2026-05-09,LONG,1778308090000,80287.4,NOISE,0,0,0,0.947,-0.246,,,,1,0,RANGE,RANGE_FADE_LOW_TO_HIGH,1,0.072,0.072,0.928,0.428,0,0,1,0,-0.14087628909835861,-0.3794,-0.3536,0.0,0.094,76,0,0.5052267714547053,0.9985,0.3431,-0.1046,-0.1287,0.9392,0.4869,4151.66,0.5598
noise|LONG|2026-05-09|1778342341000,BTC-USDT-SWAP-LONG-1778341884000-11,2026-05-09,LONG,1778342341000,80484.8,NOISE,0,0,0,1.181,-0.056,,,,1,0,RANGE,UNCLEAR,0,0.782,0.782,0.21799999999999997,0.28200000000000003,0,0,0,1,-0.13482570211261563,-0.0523,-0.1321,0.0,0.093,71,0,0.5032178041452133,1.0026,0.2611,0.2472,0.1512,0.5046,0.4822,3142.24,0.8684
noise|LONG|2026-05-10|1778411589000,BTC-USDT-SWAP-LONG-1778411110000-8,2026-05-10,LONG,1778411589000,80895.9,NOISE,0,0,0,1.939,-0.826,,,,1,0,RANGE,UNCLEAR,0,0.859,0.859,0.14100000000000001,0.359,0,0,1,1,-0.16214929530427902,-0.0696,-0.0915,0.613,0.0948,61,280,0.5035087608061262,1.0055,0.2778,0.1985,0.2025,0.7669,0.3549,7873.08,0.1697
noise|LONG|2026-05-10|1778420678000,BTC-USDT-SWAP-LONG-1778420175000-10,2026-05-10,LONG,1778420678000,80917.7,NOISE,0,0,0,1.911,-0.852,,,,1,0,RANGE,UNCLEAR,0,0.786,0.786,0.21399999999999997,0.28600000000000003,0,0,0,1,-0.1012343476305808,-0.0055,-0.3664,-0.239,0.0928,76,287,0.5037894517144044,1.0027,0.3707,0.0481,0.2015,0.7702,0.3321,11916.33,0.5992
noise|LONG|2026-05-10|1778428687000,BTC-USDT-SWAP-LONG-1778427951000-12,2026-05-10,LONG,1778428687000,81363.7,NOISE,0,0,0,1.352,-1.465,,,,2,1,RANGE,UNCLEAR,0,0.894,0.894,0.10599999999999998,0.394,0,0,1,1,0.2564214355879556,0.2468,-0.3479,0.224,0.0932,81,294,0.49869192654212535,1.0001,0.3206,0.5731,0.6228,1.0877,0.8369,-1047.83,-0.5608
noise|LONG|2026-05-11|1778459036000,BTC-USDT-SWAP-LONG-1778457601000-1,2026-05-11,LONG,1778459036000,81699.8,NOISE,0,0,0,1.862,-1.617,,,,6,5,RANGE,UNCLEAR,0,0.585,0.585,0.41500000000000004,0.08499999999999996,0,0,0,1,0.2768682091227675,-0.1379,-0.169,4.013,0.1006,47,294,0.5010781286614855,1.0001,0.3578,-0.6242,1.1626,1.195,2.2861,2666.06,0.5756
noise|LONG|2026-05-11|1778501732000,BTC-USDT-SWAP-LONG-1778500804000-18,2026-05-11,LONG,1778501732000,81056.5,NOISE,0,0,0,1.287,-1.093,,,,3,2,RANGE,UNCLEAR,0,0.634,0.634,0.366,0.134,0,0,0,1,0.033600795068806,-0.2723,-0.5155,-0.422,0.0942,77,282,0.5025945911269636,0.999,0.4552,0.1563,0.1936,0.2915,0.4786,935.37,0.7164
noise|LONG|2026-05-11|1778514016000,BTC-USDT-SWAP-LONG-1778513836000-22,2026-05-11,LONG,1778514016000,81239.4,NOISE,0,0,0,1.059,-1.359,,,,1,0,RANGE,UNCLEAR,0,0.831,0.831,0.16900000000000004,0.33099999999999996,1,0,0,1,0.06533859890389572,0.1781,-0.1507,4.862,0.0943,82,283,0.5007412665193816,1.0017,0.3508,0.5112,0.0538,0.2263,1.2488,4595.47,-0.8705
noise|LONG|2026-05-12|1778551650000,BTC-USDT-SWAP-LONG-1778548898000-7,2026-05-12,LONG,1778551650000,81270.2,NOISE,0,0,0,0.225,-2.133,,,,4,3,RANGE,LIQUIDITY_SWEEP_REVERSAL,1,0.544,0.544,0.45599999999999996,0.04400000000000004,0,1,1,1,-0.07004708964429102,-0.0073,-0.0965,3.964,0.0944,79,287,0.5025984057705141,1.0017,0.2087,-0.1656,-0.5116,-0.0901,1.3773,6948.18,0.949
noise|LONG|2026-05-12|1778583218000,BTC-USDT-SWAP-LONG-1778583038000-10,2026-05-12,LONG,1778583218000,80659.6,NOISE,0,0,0,0.819,-1.092,,,,1,0,RANGE,RANGE_FADE_LOW_TO_HIGH,1,0.256,0.256,0.744,0.244,0,0,1,1,0.2945783249759457,-0.2566,-0.4762,0.256,0.0954,70,299,0.49632982736055087,1.0,0.3251,-0.2008,-0.308,-0.4186,0.4436,4979.72,-0.239
noise|LONG|2026-05-12|1778595525000,BTC-USDT-SWAP-LONG-1778594514000-12,2026-05-12,LONG,1778595525000,80639.4,NOISE,0,0,0,0.844,-1.512,,,,2,1,RANGE,LIQUIDITY_SWEEP_REVERSAL,1,0.483,0.483,0.517,0.017000000000000015,0,1,1,1,0.2738396440411802,0.0196,-0.0981,0.604,0.0969,63,270,0.5026909602625382,1.0007,0.3265,-0.0949,0.2104,-0.4905,0.7763,5980.05,0.8604
noise|LONG|2026-05-13|1778630823000,BTC-USDT-SWAP-LONG-1778630416000-1,2026-05-13,LONG,1778630823000,80439.9,NOISE,0,0,0,1.094,-2.428,,,,3,2,RANGE,RANGE_FADE_LOW_TO_HIGH,1,0.195,0.195,0.8049999999999999,0.305,0,0,1,1,0.18118653232384135,-0.1104,-0.1739,1.989,0.0928,73,286,0.5016694457359238,1.0036,0.1189,-0.203,-0.2673,-1.4548,0.4875,14096.28,0.9183
noise|LONG|2026-05-13|1778642381000,BTC-USDT-SWAP-LONG-1778641828000-9,2026-05-13,LONG,1778642381000,80992.6,NOISE,0,0,0,0.404,-3.067,,,,2,1,RANGE,UNCLEAR,0,0.652,0.652,0.348,0.15200000000000002,1,0,0,1,0.26301895916846485,-0.0576,-0.1798,1.898,0.0937,65,283,0.4975744978912015,1.0034,0.4126,-0.0185,0.564,-0.2329,0.8649,9425.59,0.0484
noise|LONG|2026-05-13|1778657718000,BTC-USDT-SWAP-LONG-1778657241000-12,2026-05-13,LONG,1778657718000,80873.0,NOISE,0,0,0,0.553,-2.66,,,,1,0,RANGE,RANGE_FADE_LOW_TO_HIGH,0,0.06,0.06,0.94,0.44,0,0,0,1,0.018069998454665677,-0.253,-0.1892,0.12,0.0925,85,290,0.4971736777918589,1.0009,0.2565,-0.1997,-0.3719,-0.1861,0.4505,7293.75,0.5576
noise|LONG|2026-05-13|1778681758000,BTC-USDT-SWAP-LONG-1778681003000-23,2026-05-13,LONG,1778681758000,79715.4,NOISE,0,0,0,0.696,-3.096,,,,6,5,RANGE,LIQUIDITY_SWEEP_REVERSAL,1,0.237,0.237,0.763,0.263,0,1,1,1,0.43608742247718196,0.0909,-0.1791,0.837,0.0966,57,293,0.5009688989584933,0.9997,0.0868,-0.6654,-1.0362,-1.1946,1.5689,1187.12,-0.9557
noise|LONG|2026-05-14|1778771501000,BTC-USDT-SWAP-LONG-1778769980000-23,2026-05-14,LONG,1778771501000,80883.7,NOISE,0,0,0,1.381,-3.34,,,,6,5,RANGE,UNCLEAR,0,0.868,0.868,0.132,0.368,1,0,1,1,0.19706770250252717,-0.0841,-0.2193,0.103,0.0902,77,269,0.5005612200810848,1.0004,0.4897,1.3848,1.9346,1.7159,2.3652,1018.67,-0.9457
noise|LONG|2026-05-15|1778806283000,BTC-USDT-SWAP-LONG-1778804229000-3,2026-05-15,LONG,1778806283000,81532.7,NOISE,0,0,0,0.522,-3.611,,,,5,4,RANGE,ABSORPTION_REVERSAL,1,0.842,0.842,0.15800000000000003,0.34199999999999997,0,0,1,1,-0.2649845708539027,-0.1133,-0.108,14.341,0.0994,55,266,0.4995999750351418,0.9997,0.6152,0.5855,0.1684,2.4454,0.7635,-1055.06,-0.0961
noise|LONG|2026-05-15|1778824015000,BTC-USDT-SWAP-LONG-1778821320000-11,2026-05-15,LONG,1778824015000,80368.1,NOISE,0,0,0,0.767,-2.215,,,,1,0,RANGE,RANGE_FADE_LOW_TO_HIGH,0,0.095,0.095,0.905,0.405,0,0,0,1,0.03530102826915602,0.0012,-0.095,2.577,0.0922,80,274,0.49930350385674077,0.9973,0.2539,-0.6452,-0.8763,0.7659,1.3054,-11976.67,-0.9302
noise|LONG|2026-05-15|1778851253000,BTC-USDT-SWAP-LONG-1778851047000-18,2026-05-15,LONG,1778851253000,80113.3,NOISE,0,0,0,0.409,-3.137,,,,3,2,RANGE,RANGE_FADE_LOW_TO_HIGH,1,0.139,0.139,0.861,0.361,0,0,1,1,-0.04307553498795745,0.0195,-0.0979,1.007,0.0938,69,294,0.4998350151446079,0.9989,0.3425,-0.4422,-0.4804,0.4203,0.9161,-3633.92,-0.1913
noise|LONG|2026-05-16|1778890855000,BTC-USDT-SWAP-LONG-1778889849000-1,2026-05-16,LONG,1778890855000,79147.0,NOISE,0,0,0,0.199,-1.955,,,,3,2,TREND_DOWN,UNCLEAR,0,0.93,0.93,0.06999999999999995,0.43000000000000005,0,0,1,0,0.04995791613437719,0.26,-0.2756,0.065,0.0936,71,290,0.5011006650835562,0.9908,0.255,0.1038,0.0552,-2.7081,0.3962,-13537.69,-0.973
noise|LONG|2026-05-16|1778906855000,BTC-USDT-SWAP-LONG-1778906327000-7,2026-05-16,LONG,1778906855000,78970.3,NOISE,0,0,0,0.068,-1.735,,,,1,0,RANGE,ABSORPTION_REVERSAL,1,0.405,0.405,0.595,0.09499999999999997,0,0,1,1,-0.12757440028609204,-0.1334,-0.1976,0.693,0.0951,62,294,0.5063624205457368,1.0016,0.5098,-0.1178,-0.0701,-2.3968,0.4673,1774.09,0.782
noise|LONG|2026-05-16|1778914488000,BTC-USDT-SWAP-LONG-1778914000000-11,2026-05-16,LONG,1778914488000,78624.6,NOISE,0,0,0,0.267,-1.303,,,,2,1,RANGE,LIQUIDITY_SWEEP_REVERSAL,1,0.329,0.329,0.671,0.17099999999999999,0,1,1,1,0.1773052194042404,-0.309,-0.1898,0.0,0.0941,74,0,0.49796859674050903,1.001,0.0796,-0.449,-0.5498,-2.3861,0.9143,8954.88,0.8515
noise|LONG|2026-05-16|1778928198000,BTC-USDT-SWAP-LONG-1778926409000-15,2026-05-16,LONG,1778928198000,77892.9,NOISE,0,0,0,0.871,-0.547,,,,4,3,TREND_DOWN,FALSE_BREAKOUT_RECLAIM,0,0.325,0.325,0.675,0.175,0,1,0,1,0.1368266629793186,0.1041,-0.1167,0.0,0.0909,74,0,0.4987821497816861,0.9971,0.4072,-0.2553,-0.7453,-3.1754,1.1597,-9427.96,-0.7549
noise|LONG|2026-05-16|1778944337000,BTC-USDT-SWAP-LONG-1778943731000-21,2026-05-16,LONG,1778944337000,78086.7,NOISE,0,0,0,0.621,-0.531,,,,1,0,RANGE,UNCLEAR,0,0.541,0.541,0.45899999999999996,0.041000000000000036,1,0,0,1,0.2698275027981335,-0.2121,-0.2584,0.0,0.0914,80,0,0.50744913303179,1.0045,0.1707,0.1875,0.0469,-1.4227,0.6646,8832.49,0.5462
noise|LONG|2026-05-17|1778980032000,BTC-USDT-SWAP-LONG-1778979829000-4,2026-05-17,LONG,1778980032000,77943.7,NOISE,0,0,0,0.932,-1.976,,,,4,3,RANGE,LIQUIDITY_SWEEP_REVERSAL,1,0.4,0.4,0.6,0.09999999999999998,0,1,1,1,0.09482827514032845,-0.4429,-0.1108,11.264,0.0935,78,295,0.4993223787980171,0.9997,0.3421,-0.298,-0.2654,-1.4618,0.6492,-2472.42,-0.571
noise|LONG|2026-05-17|1778993456000,BTC-USDT-SWAP-LONG-1778993222000-9,2026-05-17,LONG,1778993456000,78162.1,NOISE,0,0,0,0.524,-1.956,,,,1,0,RANGE,UNCLEAR,0,0.974,0.974,0.026000000000000023,0.474,0,0,1,1,-0.05239381651828254,0.038,-0.1115,-0.224,0.0946,85,298,0.5027435358234094,1.0008,0.3906,0.1704,0.4396,-1.0111,0.6471,1807.67,-0.1192
noise|LONG|2026-05-17|1779017774000,BTC-USDT-SWAP-LONG-1779017594000-15,2026-05-17,LONG,1779017774000,78319.9,NOISE,0,0,0,0.256,-2.415,,,,3,2,RANGE,ABSORPTION_REVERSAL,1,0.562,0.562,0.43799999999999994,0.062000000000000055,0,0,1,1,0.16099575826902857,-0.504,-0.488,4.049,0.0935,87,224,0.4967598403156689,1.0,0.2343,-0.2165,0.3445,0.1993,0.7367,-2586.53,-0.872
noise|LONG|2026-05-17|1779026330000,BTC-USDT-SWAP-LONG-1779025565000-17,2026-05-17,LONG,1779026330000,78177.8,NOISE,0,0,0,0.347,-2.1,,,,1,0,RANGE,RANGE_FADE_LOW_TO_HIGH,0,0.142,0.142,0.858,0.358,0,0,0,1,0.17046773146359132,-0.3153,-0.438,-0.399,0.0926,92,280,0.49799822877334265,0.9983,0.3691,-0.1826,-0.2807,0.251,0.5111,-7273.68,-0.8983
noise|LONG|2026-05-18|1779066243000,BTC-USDT-SWAP-LONG-1779065622000-3,2026-05-18,LONG,1779066243000,77129.0,NOISE,0,0,0,1.06,-1.44,,,,2,1,RANGE,RANGE_FADE_LOW_TO_HIGH,1,0.294,0.294,0.706,0.20600000000000002,0,0,1,1,0.18556256085199585,0.0843,-0.1084,0.055,0.0965,53,272,0.5025202199086058,1.0028,0.2892,-0.2293,-1.3843,-0.9389,2.2037,16476.04,0.9202
noise|LONG|2026-05-18|1779084898000,BTC-USDT-SWAP-LONG-1779084718000-6,2026-05-18,LONG,1779084898000,76850.0,NOISE,0,0,0,1.201,-1.083,,,,1,0,RANGE,LIQUIDITY_SWEEP_REVERSAL,1,0.604,0.604,0.396,0.10399999999999998,0,1,1,1,0.1823629865727157,-0.1723,-0.2302,20.741,0.0976,63,290,0.499369760188951,1.0,0.3234,-0.2008,0.0116,-1.6757,0.6793,4904.34,-0.268
noise|LONG|2026-05-18|1779106601000,BTC-USDT-SWAP-LONG-1779106364000-8,2026-05-18,LONG,1779106601000,77405.0,NOISE,0,0,0,1.218,-2.132,,,,4,3,RANGE,UNCLEAR,0,0.933,0.933,0.06699999999999995,0.43300000000000005,0,0,1,1,0.09973195267951575,-0.0231,-0.1967,0.699,0.0968,67,290,0.5014686889303668,1.0021,0.5465,0.8666,0.6202,-1.2405,1.0768,9378.72,0.7101
