symbol,date,id,direction,zone_type,status,zone_start,zone_confirmed,trigger_time,resolved_time,zone_low,zone_high,trigger_price,target_price,absorption_score,liquidity_void_score,ofi_score,trigger_score,horizons,outcome_summary,time_to_target_min,mfe_pct,mae_pct,quality_flags,reasons
BTCUSDT,2026-02-01,BTCUSDT-SHORT-1769904037000-5,SHORT,DISTRIBUTION,RESOLVED_REACHED,2026-02-01T00:00:37.000Z,2026-02-01T00:18:54.000Z,2026-02-01T01:07:10.000Z,2026-02-01T15:26:10.637Z,78606.75,79375.45,78566.05,76994.729,0.6011,0.5322,-0.0289,1.0000,4h|8h|24h,4h:failed_by_timeout|8h:failed_by_timeout|24h:reached,859.01,3.719,0.799,,candidate@2026-02-01T00:00:37.000Z|confirmed@2026-02-01T00:18:54.000Z|trigger@2026-02-01T01:07:10.000Z|expire@2026-02-01T15:26:10.637Z
BTCUSDT,2026-02-01,BTCUSDT-LONG-1769908353000-6,LONG,ACCUMULATION,NO_TRIGGER,2026-02-01T01:12:33.000Z,2026-02-01T01:15:55.000Z,,,78278.55,79020.45,,,0.6151,0.2618,0.0536,,4h|8h|24h,4h:no_trigger|8h:no_trigger|24h:no_trigger,,,,,candidate@2026-02-01T01:12:33.000Z|confirmed@2026-02-01T01:15:55.000Z|expire@2026-02-01T23:59:59.820Z
BTCUSDT,2026-02-01,BTCUSDT-SHORT-1769911034000-7,SHORT,DISTRIBUTION,NO_TRIGGER,2026-02-01T01:57:14.000Z,2026-02-01T02:26:02.000Z,,,78343.25,79020.45,,,0.6010,0.4738,0.0834,,4h|8h|24h,4h:no_trigger|8h:no_trigger|24h:no_trigger,,,,,candidate@2026-02-01T01:57:14.000Z|confirmed@2026-02-01T02:26:02.000Z|expire@2026-02-01T23:59:59.820Z
