regime,window_id,ts_iso,families,outcome,ret_30m,ret_60m,ret_180m,ret_360m,ret_1d,price_vs_sma180_pct,cvd_30m,cvd_60m,cvd_180m,net_taker_60m,up_from_recent_low_pct,range_180m_pct,bounce_danger,chop,uptrend,seller_control,downside_background,allow_GATE_1_STRICT_DOWNTREND,allow_GATE_2_SELLER_CONTROL,allow_GATE_3_NO_UPTREND,allow_GATE_4_NO_CHOP,allow_GATE_5_COMBINED
TREND_DOWN,DOWN_NOV,2025-11-19T08:02:00+00:00,ACTIVE_MARKDOWN_EVENT|SELL_PRESSURE_NO_ABSORPTION_EVENT,WIN,0.524,0.833,0.738,-0.642,,0.891,-18066.0,16117.8,68880.2,22470.29,0.833,2.145,False,False,True,False,False,False,False,False,True,False
TREND_DOWN,DOWN_NOV,2025-11-19T08:03:00+00:00,SELL_PRESSURE_NO_ABSORPTION_EVENT,WIN,0.331,0.8,0.734,-0.609,,0.875,-23627.5,14330.9,69488.8,16117.8,0.8,2.145,False,False,True,False,False,False,False,False,True,False
TREND_DOWN,DOWN_NOV,2025-11-19T08:04:00+00:00,ACTIVE_MARKDOWN_EVENT|SELL_PRESSURE_NO_ABSORPTION_EVENT,WIN,0.348,0.742,0.741,-0.645,,0.895,-22103.7,12789.0,68031.0,14330.92,0.742,2.145,False,False,True,False,False,False,False,False,True,False
TREND_DOWN,DOWN_NOV,2025-11-19T08:05:00+00:00,SELL_PRESSURE_NO_ABSORPTION_EVENT,WIN,0.364,0.677,0.775,-0.861,,0.871,-23993.9,4010.4,66856.0,12789.0,0.68,2.145,False,False,True,False,False,False,False,False,True,False
TREND_DOWN,DOWN_NOV,2025-11-19T08:06:00+00:00,ACTIVE_MARKDOWN_EVENT|CVD_BREAKDOWN_EVENT|SELL_PRESSURE_NO_ABSORPTION_EVENT,WIN,0.254,0.534,0.614,-0.916,,0.786,-28198.3,-2155.6,58644.6,4010.43,0.6,2.145,False,False,True,False,False,False,False,False,True,False
TREND_DOWN,DOWN_NOV,2025-11-19T08:09:00+00:00,CVD_BREAKDOWN_EVENT,WIN,0.028,0.525,0.797,-1.008,,0.794,-47555.6,-20310.3,73390.4,-14056.88,0.622,2.145,False,False,True,False,False,False,False,False,True,False
TREND_DOWN,DOWN_NOV,2025-11-19T08:11:00+00:00,ACTIVE_MARKDOWN_EVENT|SELL_PRESSURE_NO_ABSORPTION_EVENT,WIN,0.028,0.586,0.772,-1.057,,0.775,-48747.2,-19616.3,69847.9,-16376.62,0.612,2.145,False,False,True,False,False,False,False,False,True,False
TREND_DOWN,DOWN_NOV,2025-11-19T08:12:00+00:00,ACTIVE_MARKDOWN_EVENT|CVD_BREAKDOWN_EVENT|SELL_PRESSURE_NO_ABSORPTION_EVENT,WIN,0.051,0.476,0.768,-1.086,,0.748,-50389.0,-26449.4,66548.7,-19616.33,0.59,2.145,False,False,True,False,False,False,False,False,True,False
TREND_DOWN,DOWN_NOV,2025-11-19T08:13:00+00:00,ACTIVE_MARKDOWN_EVENT|SELL_PRESSURE_NO_ABSORPTION_EVENT,WIN,0.014,0.465,0.801,-1.068,,0.778,-53555.8,-34759.6,63442.8,-26449.37,0.624,2.145,False,False,True,False,False,False,False,False,True,False
TREND_DOWN,DOWN_NOV,2025-11-19T08:15:00+00:00,CVD_BREAKDOWN_EVENT,WIN,-0.02,0.533,0.805,-1.075,,0.773,-49409.9,-39241.9,60994.5,-37000.7,0.628,2.145,False,False,True,False,False,False,False,False,True,False
TREND_DOWN,DOWN_NOV,2025-11-19T08:16:00+00:00,SELL_PRESSURE_NO_ABSORPTION_EVENT,WIN,-0.193,0.565,0.781,-1.13,,0.768,-57062.8,-39664.6,55326.8,-39241.93,0.628,2.145,False,False,True,False,False,False,False,False,True,False
TREND_DOWN,DOWN_NOV,2025-11-19T08:17:00+00:00,CVD_BREAKDOWN_EVENT|SELL_PRESSURE_NO_ABSORPTION_EVENT,TIMEOUT,-0.307,0.515,0.728,-1.092,,0.721,-62015.5,-41761.0,48529.4,-39664.63,0.586,2.145,False,False,True,False,False,False,False,False,True,False
TREND_DOWN,DOWN_NOV,2025-11-19T08:18:00+00:00,CVD_BREAKDOWN_EVENT|SELL_PRESSURE_NO_ABSORPTION_EVENT,TIMEOUT,-0.251,0.509,0.71,-1.056,,0.69,-56830.5,-46847.1,40335.5,-41760.99,0.558,2.145,False,False,True,False,False,False,False,False,True,False
TREND_DOWN,DOWN_NOV,2025-11-19T08:19:00+00:00,ACTIVE_MARKDOWN_EVENT|CVD_BREAKDOWN_EVENT|SELL_PRESSURE_NO_ABSORPTION_EVENT,TIMEOUT,-0.346,0.527,0.648,-1.019,,0.662,-49415.4,-52052.4,33675.4,-46847.05,0.535,2.145,False,False,True,False,False,False,False,False,True,False
TREND_DOWN,DOWN_NOV,2025-11-19T08:20:00+00:00,ACTIVE_MARKDOWN_EVENT|CVD_BREAKDOWN_EVENT|SELL_PRESSURE_NO_ABSORPTION_EVENT,WIN,-0.284,0.496,0.602,-0.976,,0.646,-56771.1,-60419.3,22949.8,-52052.42,0.522,2.145,False,False,True,False,False,False,False,False,True,False
TREND_DOWN,DOWN_NOV,2025-11-19T08:22:00+00:00,ACTIVE_MARKDOWN_EVENT|SELL_PRESSURE_NO_ABSORPTION_EVENT,WIN,-0.201,0.446,0.702,-0.815,,0.693,-47543.1,-66230.0,21812.6,-65063.48,0.577,2.145,False,False,True,False,False,False,False,False,True,False
TREND_DOWN,DOWN_NOV,2025-11-19T08:40:00+00:00,CVD_BREAKDOWN_EVENT,WIN,-0.247,-0.14,1.179,-1.354,,0.411,-37290.8,-82311.8,46545.4,-75681.45,0.0,2.145,False,False,True,True,False,False,True,False,True,False
TREND_DOWN,DOWN_NOV,2025-11-19T08:41:00+00:00,ACTIVE_MARKDOWN_EVENT|CVD_BREAKDOWN_EVENT|SELL_PRESSURE_NO_ABSORPTION_EVENT,WIN,-0.205,-0.177,1.224,-1.251,,0.403,-35603.5,-84350.7,49358.0,-82311.76,0.0,2.145,False,False,True,True,False,False,True,False,True,False
TREND_DOWN,DOWN_NOV,2025-11-19T08:42:00+00:00,ACTIVE_MARKDOWN_EVENT|SELL_PRESSURE_NO_ABSORPTION_EVENT,WIN,-0.14,-0.089,1.286,-1.128,,0.44,-30694.1,-81083.2,46672.3,-84350.66,0.044,2.145,False,False,True,True,False,False,True,False,True,False
TREND_DOWN,DOWN_NOV,2025-11-19T08:43:00+00:00,ACTIVE_MARKDOWN_EVENT|CVD_BREAKDOWN_EVENT|SELL_PRESSURE_NO_ABSORPTION_EVENT,WIN,-0.181,-0.168,1.234,-1.11,,0.425,-31091.1,-84646.9,45843.4,-81083.17,0.036,2.145,False,False,True,True,False,False,True,False,True,False
TREND_DOWN,DOWN_NOV,2025-11-19T08:44:00+00:00,ACTIVE_MARKDOWN_EVENT|SELL_PRESSURE_NO_ABSORPTION_EVENT,WIN,-0.208,-0.164,1.368,-1.124,,0.436,-32111.4,-84890.8,48032.7,-84646.93,0.053,2.145,False,False,True,True,False,False,True,False,True,False
TREND_DOWN,DOWN_NOV,2025-11-19T08:45:00+00:00,ACTIVE_MARKDOWN_EVENT|SELL_PRESSURE_NO_ABSORPTION_EVENT,WIN,-0.211,-0.23,1.263,-1.21,,0.386,-33140.6,-82550.6,39819.5,-84890.8,0.011,2.145,False,False,True,True,False,False,True,False,True,False
TREND_DOWN,DOWN_NOV,2025-11-19T08:46:00+00:00,ACTIVE_MARKDOWN_EVENT|CVD_BREAKDOWN_EVENT|SELL_PRESSURE_NO_ABSORPTION_EVENT,WIN,-0.282,-0.474,1.391,-1.28,,0.307,-36090.6,-93153.3,44590.4,-82550.56,0.0,2.145,False,False,True,True,False,False,True,False,True,False
TREND_DOWN,DOWN_NOV,2025-11-19T08:47:00+00:00,ACTIVE_MARKDOWN_EVENT|CVD_BREAKDOWN_EVENT|SELL_PRESSURE_NO_ABSORPTION_EVENT,WIN,-0.297,-0.603,1.48,-1.317,,0.242,-37118.4,-99133.9,41859.3,-93153.34,0.0,2.145,False,False,True,True,False,False,True,False,True,False
TREND_DOWN,DOWN_NOV,2025-11-19T08:48:00+00:00,ACTIVE_MARKDOWN_EVENT|CVD_BREAKDOWN_EVENT|SELL_PRESSURE_NO_ABSORPTION_EVENT,WIN,-0.282,-0.532,1.369,-1.336,,0.222,-37283.6,-94114.1,28105.5,-99133.94,0.0,2.145,False,False,True,True,False,False,True,False,True,False
TREND_DOWN,DOWN_NOV,2025-11-19T08:49:00+00:00,ACTIVE_MARKDOWN_EVENT|CVD_BREAKDOWN_EVENT|SELL_PRESSURE_NO_ABSORPTION_EVENT,WIN,-0.28,-0.625,1.455,-1.412,,0.192,-32224.7,-81640.1,42085.1,-94114.13,0.0,2.145,False,False,True,True,False,False,True,False,True,False
TREND_DOWN,DOWN_NOV,2025-11-19T08:50:00+00:00,ACTIVE_MARKDOWN_EVENT|CVD_BREAKDOWN_EVENT|SELL_PRESSURE_NO_ABSORPTION_EVENT,WIN,-0.334,-0.618,1.427,-1.446,,0.117,-26807.8,-83578.8,49341.5,-81640.14,0.0,2.145,False,False,True,True,False,False,True,False,True,False
TREND_DOWN,DOWN_NOV,2025-11-19T08:51:00+00:00,ACTIVE_MARKDOWN_EVENT|SELL_PRESSURE_NO_ABSORPTION_EVENT,WIN,-0.332,-0.595,1.401,-1.37,,0.186,-23358.2,-79416.1,39897.5,-83578.83,0.077,2.041,False,False,True,True,False,False,True,False,True,False
TREND_DOWN,DOWN_NOV,2025-11-19T08:52:00+00:00,ACTIVE_MARKDOWN_EVENT|CVD_BREAKDOWN_EVENT|SELL_PRESSURE_NO_ABSORPTION_EVENT,WIN,-0.323,-0.523,1.365,-1.382,,0.167,-25923.3,-73466.4,35188.2,-79416.06,0.066,2.016,False,False,True,True,False,False,True,False,True,False
TREND_DOWN,DOWN_NOV,2025-11-19T08:53:00+00:00,ACTIVE_MARKDOWN_EVENT|CVD_BREAKDOWN_EVENT|SELL_PRESSURE_NO_ABSORPTION_EVENT,WIN,-0.378,-0.467,1.22,-1.324,,0.152,-26164.2,-69061.1,22496.2,-73466.36,0.058,1.878,False,False,True,True,False,False,True,False,True,False
TREND_DOWN,DOWN_NOV,2025-11-19T08:54:00+00:00,ACTIVE_MARKDOWN_EVENT|CVD_BREAKDOWN_EVENT|SELL_PRESSURE_NO_ABSORPTION_EVENT,WIN,-0.369,-0.463,1.137,-1.473,,0.142,-26198.5,-68516.9,6184.2,-69061.11,0.055,1.87,False,False,True,True,False,False,True,False,True,False
TREND_DOWN,DOWN_NOV,2025-11-19T08:57:00+00:00,SELL_PRESSURE_NO_ABSORPTION_EVENT,WIN,-0.455,-0.456,1.306,-1.297,,0.218,-30000.2,-71894.9,-3430.2,-72490.59,0.15,1.87,False,False,True,True,False,False,True,False,True,False
TREND_DOWN,DOWN_NOV,2025-11-19T08:58:00+00:00,SELL_PRESSURE_NO_ABSORPTION_EVENT,WIN,-0.49,-0.502,1.265,-1.244,,0.182,-36819.5,-72466.4,-6864.5,-71894.9,0.121,1.859,False,False,True,True,False,False,True,False,True,False
TREND_DOWN,DOWN_NOV,2025-11-19T08:59:00+00:00,SELL_PRESSURE_NO_ABSORPTION_EVENT,WIN,-0.486,-0.416,1.103,-1.199,,0.193,-41900.4,-70383.7,-10300.6,-72466.42,0.139,1.818,False,False,True,True,False,False,True,False,True,False
TREND_DOWN,DOWN_NOV,2025-11-19T09:01:00+00:00,CVD_BREAKDOWN_EVENT|SELL_PRESSURE_NO_ABSORPTION_EVENT,WIN,-0.544,-0.523,1.107,-1.274,,0.073,-45209.3,-79524.3,-8827.8,-70069.04,0.032,1.806,False,False,True,True,False,False,True,False,True,False
TREND_DOWN,DOWN_NOV,2025-11-19T09:02:00+00:00,ACTIVE_MARKDOWN_EVENT|CVD_BREAKDOWN_EVENT|SELL_PRESSURE_NO_ABSORPTION_EVENT,TIMEOUT,-0.587,-0.562,1.027,-1.408,,-0.028,-50369.8,-80922.7,-15970.8,-79524.27,0.0,1.806,False,False,True,True,False,False,True,False,True,False
TREND_DOWN,DOWN_NOV,2025-11-19T09:03:00+00:00,SELL_PRESSURE_NO_ABSORPTION_EVENT,WIN,-0.556,-0.513,0.985,-1.42,,0.003,-50287.1,-80581.7,-21763.8,-80922.71,0.037,1.774,False,False,True,True,False,False,True,False,True,False
TREND_DOWN,DOWN_NOV,2025-11-19T09:04:00+00:00,ACTIVE_MARKDOWN_EVENT|CVD_BREAKDOWN_EVENT|SELL_PRESSURE_NO_ABSORPTION_EVENT,TIMEOUT,-0.708,-0.674,0.735,-1.526,,-0.141,-53738.9,-85143.8,-28390.6,-80581.7,0.0,1.774,False,False,True,True,False,False,True,False,True,False
TREND_DOWN,DOWN_NOV,2025-11-19T09:05:00+00:00,ACTIVE_MARKDOWN_EVENT|CVD_BREAKDOWN_EVENT|SELL_PRESSURE_NO_ABSORPTION_EVENT,TIMEOUT,-0.789,-0.76,0.695,-1.54,,-0.251,-57376.6,-87685.5,-32724.8,-85143.77,0.0,1.774,False,False,True,True,False,False,True,False,True,False
TREND_DOWN,DOWN_NOV,2025-11-19T09:06:00+00:00,ACTIVE_MARKDOWN_EVENT|SELL_PRESSURE_NO_ABSORPTION_EVENT,TIMEOUT,-0.703,-0.688,0.779,-1.488,,-0.261,-53721.6,-80909.2,-32257.6,-87685.49,0.0,1.774,False,False,True,True,False,False,True,False,True,False
TREND_DOWN,DOWN_NOV,2025-11-19T09:07:00+00:00,ACTIVE_MARKDOWN_EVENT|SELL_PRESSURE_NO_ABSORPTION_EVENT,TIMEOUT,-0.59,-0.715,0.776,-1.341,,-0.162,-53952.5,-80788.1,-34228.3,-80909.25,0.104,1.728,False,False,True,True,False,False,True,False,True,False
TREND_DOWN,DOWN_NOV,2025-11-19T09:08:00+00:00,ACTIVE_MARKDOWN_EVENT|SELL_PRESSURE_NO_ABSORPTION_EVENT,TIMEOUT,-0.527,-0.629,0.691,-1.311,,-0.118,-52411.1,-78749.2,-40278.4,-80788.14,0.151,1.728,False,False,True,True,False,False,True,False,True,False
TREND_DOWN,DOWN_NOV,2025-11-19T09:09:00+00:00,ACTIVE_MARKDOWN_EVENT|SELL_PRESSURE_NO_ABSORPTION_EVENT,TIMEOUT,-0.438,-0.531,0.75,-1.263,,-0.094,-47737.5,-75863.4,-66570.8,-78749.16,0.179,1.728,False,False,True,True,False,False,True,False,True,False
TREND_DOWN,DOWN_NOV,2025-11-19T09:10:00+00:00,ACTIVE_MARKDOWN_EVENT|SELL_PRESSURE_NO_ABSORPTION_EVENT,WIN,-0.257,-0.503,0.975,-1.207,,-0.038,-36524.6,-73815.4,-54786.7,-75863.36,0.24,1.728,False,False,True,True,False,False,True,False,True,False
TREND_DOWN,DOWN_NOV,2025-11-19T09:11:00+00:00,ACTIVE_MARKDOWN_EVENT|SELL_PRESSURE_NO_ABSORPTION_EVENT,TIMEOUT,-0.297,-0.501,0.805,-1.225,,-0.084,-35646.2,-71249.7,-57262.1,-73815.45,0.199,1.631,False,False,True,True,False,False,True,False,True,False
TREND_DOWN,DOWN_NOV,2025-11-19T09:12:00+00:00,SELL_PRESSURE_NO_ABSORPTION_EVENT,WIN,-0.243,-0.382,0.826,-1.129,,0.009,-36744.1,-67438.2,-58302.3,-71249.66,0.297,1.631,False,False,True,True,False,False,True,False,True,False
TREND_DOWN,DOWN_NOV,2025-11-19T09:13:00+00:00,SELL_PRESSURE_NO_ABSORPTION_EVENT,WIN,-0.267,-0.448,0.784,-1.179,,-0.027,-34915.9,-66007.0,-57938.4,-67438.22,0.265,1.631,False,False,True,True,False,False,True,False,True,False
TREND_DOWN,DOWN_NOV,2025-11-19T09:14:00+00:00,SELL_PRESSURE_NO_ABSORPTION_EVENT,WIN,-0.271,-0.478,0.749,-1.084,,-0.018,-34244.2,-66355.6,-59487.5,-66006.96,0.279,1.631,False,False,True,True,False,False,True,False,True,False
TREND_DOWN,DOWN_NOV,2025-11-19T09:15:00+00:00,ACTIVE_MARKDOWN_EVENT|SELL_PRESSURE_NO_ABSORPTION_EVENT,WIN,-0.275,-0.484,0.649,-1.092,,-0.068,-32517.4,-65658.0,-66980.5,-66355.58,0.232,1.631,False,False,True,True,False,False,True,False,True,False
TREND_DOWN,DOWN_NOV,2025-11-19T09:18:00+00:00,CVD_BREAKDOWN_EVENT,WIN,-0.189,-0.47,0.72,-1.103,,-0.136,-26850.8,-64134.4,-60803.5,-63780.39,0.177,1.631,False,False,True,True,False,False,True,False,True,False
TREND_DOWN,DOWN_NOV,2025-11-19T09:21:00+00:00,CVD_BREAKDOWN_EVENT,WIN,-0.221,-0.552,0.717,-1.117,,-0.193,-26824.7,-50182.9,-61832.3,-49991.1,0.133,1.588,False,False,True,True,False,False,True,False,True,False
TREND_DOWN,DOWN_NOV,2025-11-19T09:23:00+00:00,CVD_BREAKDOWN_EVENT,TIMEOUT,-0.263,-0.64,0.664,-1.224,,-0.262,-26289.4,-52453.6,-63034.0,-50847.01,0.072,1.585,False,False,True,True,False,False,True,False,True,False
TREND_DOWN,DOWN_NOV,2025-11-19T09:25:00+00:00,SELL_PRESSURE_NO_ABSORPTION_EVENT,WIN,-0.271,-0.578,0.508,-1.146,,-0.213,-29095.1,-54331.5,-75260.2,-54904.74,0.128,1.437,False,False,True,True,False,False,True,False,True,False
TREND_DOWN,DOWN_NOV,2025-11-19T09:27:00+00:00,ACTIVE_MARKDOWN_EVENT|SELL_PRESSURE_NO_ABSORPTION_EVENT,WIN,-0.3,-0.754,0.537,-1.196,,-0.22,-28633.3,-58633.5,-74374.6,-56975.59,0.127,1.401,False,False,True,True,False,False,True,False,True,False
TREND_DOWN,DOWN_NOV,2025-11-19T10:21:00+00:00,ACTIVE_MARKDOWN_EVENT|SELL_PRESSURE_NO_ABSORPTION_EVENT,WIN,0.127,0.236,0.218,-0.315,,-0.119,23113.6,22780.9,-92465.6,22790.35,0.297,0.988,False,False,True,False,False,False,False,False,True,False
TREND_DOWN,DOWN_NOV,2025-11-19T10:22:00+00:00,ACTIVE_MARKDOWN_EVENT|SELL_PRESSURE_NO_ABSORPTION_EVENT,WIN,0.052,0.154,0.122,-0.357,,-0.146,16799.9,18141.2,-98935.8,22780.85,0.272,0.988,False,False,True,False,False,False,False,False,True,False
TREND_DOWN,DOWN_NOV,2025-11-19T10:23:00+00:00,ACTIVE_MARKDOWN_EVENT|SELL_PRESSURE_NO_ABSORPTION_EVENT,WIN,0.047,0.253,0.022,-0.393,,-0.165,16526.7,19307.1,-102357.5,18141.23,0.253,0.988,False,False,True,False,False,False,False,False,True,False
TREND_DOWN,DOWN_NOV,2025-11-19T10:24:00+00:00,ACTIVE_MARKDOWN_EVENT|SELL_PRESSURE_NO_ABSORPTION_EVENT,WIN,-0.032,0.262,0.098,-0.4,,-0.131,11569.4,16878.9,-105409.6,19307.09,0.262,0.988,False,False,True,False,False,False,False,False,True,False
TREND_DOWN,DOWN_NOV,2025-11-19T10:25:00+00:00,ACTIVE_MARKDOWN_EVENT|SELL_PRESSURE_NO_ABSORPTION_EVENT,WIN,-0.076,0.195,0.104,-0.354,,-0.167,9176.4,16209.8,-105546.1,16878.92,0.196,0.988,False,False,True,False,False,False,False,False,True,False
TREND_DOWN,DOWN_NOV,2025-11-19T10:26:00+00:00,ACTIVE_MARKDOWN_EVENT|SELL_PRESSURE_NO_ABSORPTION_EVENT,WIN,0.017,0.256,0.154,-0.334,,-0.108,9298.7,14770.6,-104765.0,16209.78,0.256,0.988,False,False,True,False,False,False,False,False,True,False
TREND_DOWN,DOWN_NOV,2025-11-19T10:31:00+00:00,SELL_PRESSURE_NO_ABSORPTION_EVENT,WIN,-0.075,0.042,0.262,-0.159,,-0.106,4820.2,13491.6,-94691.9,13696.1,0.169,0.988,False,False,True,False,False,False,False,False,True,False
TREND_DOWN,DOWN_NOV,2025-11-19T10:32:00+00:00,ACTIVE_MARKDOWN_EVENT|SELL_PRESSURE_NO_ABSORPTION_EVENT,WIN,-0.122,0.034,0.131,-0.094,,-0.112,-1276.6,14440.7,-96244.6,13491.55,0.164,0.988,False,False,True,False,False,False,False,False,True,False
TREND_DOWN,DOWN_NOV,2025-11-19T10:46:00+00:00,SELL_PRESSURE_NO_ABSORPTION_EVENT,WIN,-0.222,0.011,-0.62,-0.082,,-0.198,-16375.1,11264.2,-120682.5,10674.06,0.065,0.988,False,False,True,False,False,False,False,False,True,False
TREND_DOWN,DOWN_NOV,2025-11-19T10:48:00+00:00,SELL_PRESSURE_NO_ABSORPTION_EVENT,WIN,-0.21,0.01,-0.664,-0.101,,-0.245,-22977.6,6251.0,-117986.5,8031.7,0.01,0.976,False,False,True,False,False,False,False,False,True,False
TREND_DOWN,DOWN_NOV,2025-11-19T10:49:00+00:00,SELL_PRESSURE_NO_ABSORPTION_EVENT,WIN,-0.147,-0.11,-0.749,-0.143,,-0.256,-18644.4,5030.1,-104841.0,6251.01,0.0,0.976,False,False,True,False,False,False,False,False,True,False
TREND_DOWN,DOWN_NOV,2025-11-19T10:50:00+00:00,ACTIVE_MARKDOWN_EVENT|SELL_PRESSURE_NO_ABSORPTION_EVENT,WIN,-0.189,-0.205,-0.722,-0.172,,-0.299,-22058.4,705.1,-106030.2,5030.1,0.0,0.955,False,False,True,False,False,False,False,False,True,False
TREND_DOWN,DOWN_NOV,2025-11-19T10:51:00+00:00,SELL_PRESSURE_NO_ABSORPTION_EVENT,WIN,-0.139,-0.012,-0.719,-0.192,,-0.237,-18508.4,4605.2,-101968.4,705.14,0.058,0.955,False,False,True,False,False,False,False,False,True,False
TREND_DOWN,DOWN_NOV,2025-11-19T10:52:00+00:00,ACTIVE_MARKDOWN_EVENT|SELL_PRESSURE_NO_ABSORPTION_EVENT,WIN,-0.094,-0.042,-0.616,-0.186,,-0.213,-14654.2,2145.7,-94903.1,4605.16,0.078,0.909,False,False,True,False,False,False,False,False,True,False
TREND_DOWN,DOWN_NOV,2025-11-19T10:53:00+00:00,ACTIVE_MARKDOWN_EVENT|SELL_PRESSURE_NO_ABSORPTION_EVENT,WIN,-0.09,-0.043,-0.568,-0.211,,-0.224,-17103.9,-577.2,-93147.3,2145.69,0.063,0.909,False,False,False,False,True,True,False,True,True,False
TREND_DOWN,DOWN_NOV,2025-11-19T10:54:00+00:00,ACTIVE_MARKDOWN_EVENT|SELL_PRESSURE_NO_ABSORPTION_EVENT,WIN,-0.118,-0.15,-0.554,-0.177,,-0.215,-12307.0,-737.5,-92651.1,-577.22,0.069,0.909,False,False,False,True,True,True,True,True,True,True
TREND_DOWN,DOWN_NOV,2025-11-19T10:55:00+00:00,SELL_PRESSURE_NO_ABSORPTION_EVENT,WIN,-0.09,-0.166,-0.594,-0.126,,-0.22,-12464.1,-3287.6,-93174.5,-737.51,0.062,0.909,False,False,False,True,True,True,True,True,True,True
TREND_DOWN,DOWN_NOV,2025-11-19T10:56:00+00:00,ACTIVE_MARKDOWN_EVENT|SELL_PRESSURE_NO_ABSORPTION_EVENT,WIN,-0.113,-0.097,-0.633,-0.078,,-0.181,-10712.1,-1413.5,-95799.3,-3287.62,0.097,0.909,False,False,False,True,True,True,True,True,True,True
TREND_DOWN,DOWN_NOV,2025-11-19T10:57:00+00:00,ACTIVE_MARKDOWN_EVENT|SELL_PRESSURE_NO_ABSORPTION_EVENT,WIN,-0.206,-0.15,-0.633,-0.08,,-0.197,-16855.8,-1478.7,-95844.7,-1413.46,0.078,0.908,False,False,False,True,True,True,True,True,True,True
TREND_DOWN,DOWN_NOV,2025-11-19T10:58:00+00:00,ACTIVE_MARKDOWN_EVENT|SELL_PRESSURE_NO_ABSORPTION_EVENT,WIN,-0.209,-0.176,-0.64,0.065,,-0.183,-16159.2,-1862.1,-95480.8,-1478.66,0.087,0.908,False,False,False,True,True,True,True,True,True,True
TREND_DOWN,DOWN_NOV,2025-11-19T10:59:00+00:00,ACTIVE_MARKDOWN_EVENT|SELL_PRESSURE_NO_ABSORPTION_EVENT,WIN,-0.199,-0.235,-0.598,0.153,,-0.206,-17106.8,-3440.4,-92967.0,-1862.06,0.062,0.908,False,False,False,True,True,True,True,True,True,True
TREND_DOWN,DOWN_NOV,2025-11-19T11:31:00+00:00,ACTIVE_MARKDOWN_EVENT|SELL_PRESSURE_NO_ABSORPTION_EVENT,WIN,0.152,0.017,-0.445,0.711,,0.017,9986.9,-3695.3,-51294.3,-1688.46,0.238,0.859,False,False,False,False,False,False,False,True,True,False
TREND_DOWN,DOWN_NOV,2025-11-19T11:32:00+00:00,ACTIVE_MARKDOWN_EVENT|SELL_PRESSURE_NO_ABSORPTION_EVENT,WIN,0.184,0.082,-0.334,0.872,,0.079,6835.7,-3595.9,-51221.5,-3695.33,0.297,0.827,False,False,False,False,False,False,False,True,True,False
TREND_DOWN,DOWN_NOV,2025-11-19T11:34:00+00:00,SELL_PRESSURE_NO_ABSORPTION_EVENT,WIN,0.28,0.172,-0.291,1.015,,0.145,7078.2,-2080.6,-48989.4,-3500.03,0.36,0.827,False,False,False,False,False,False,False,True,True,False
TREND_DOWN,DOWN_NOV,2025-11-19T11:35:00+00:00,SELL_PRESSURE_NO_ABSORPTION_EVENT,WIN,0.243,0.112,-0.287,1.021,,0.127,6738.7,196.3,-48940.3,-2080.57,0.34,0.802,False,False,True,False,False,False,False,False,True,False
TREND_DOWN,DOWN_NOV,2025-11-19T11:36:00+00:00,SELL_PRESSURE_NO_ABSORPTION_EVENT,WIN,0.097,0.114,-0.222,1.0,,0.101,2889.3,-326.0,-47468.3,196.34,0.312,0.708,False,False,False,False,False,False,False,True,True,False
TREND_DOWN,DOWN_NOV,2025-11-19T11:37:00+00:00,ACTIVE_MARKDOWN_EVENT|SELL_PRESSURE_NO_ABSORPTION_EVENT,WIN,-0.0,0.029,-0.239,1.104,,0.074,1160.0,99.7,-47754.1,-325.98,0.284,0.698,False,False,True,False,False,False,False,False,True,False
TREND_DOWN,DOWN_NOV,2025-11-19T11:54:00+00:00,ACTIVE_MARKDOWN_EVENT|SELL_PRESSURE_NO_ABSORPTION_EVENT,WIN,-0.183,0.095,0.003,1.141,,-0.048,-7889.2,14591.8,-9542.4,15797.91,0.102,0.68,False,False,True,False,False,False,False,False,True,False
TREND_DOWN,DOWN_NOV,2025-11-19T11:55:00+00:00,SELL_PRESSURE_NO_ABSORPTION_EVENT,WIN,-0.227,0.059,-0.107,1.071,,-0.091,-12155.4,10747.3,-14602.1,14591.8,0.059,0.68,False,False,True,False,False,False,False,False,True,False
TREND_DOWN,DOWN_NOV,2025-11-19T11:56:00+00:00,ACTIVE_MARKDOWN_EVENT|SELL_PRESSURE_NO_ABSORPTION_EVENT,WIN,-0.219,0.071,-0.064,1.13,,-0.043,-11627.6,9043.3,-14265.4,10747.28,0.106,0.68,False,False,True,False,False,False,False,False,True,False
TREND_DOWN,DOWN_NOV,2025-11-19T11:57:00+00:00,ACTIVE_MARKDOWN_EVENT|SELL_PRESSURE_NO_ABSORPTION_EVENT,WIN,-0.207,0.1,-0.078,1.227,,-0.033,-11813.4,8831.8,-15117.9,9043.33,0.116,0.68,False,False,True,False,False,False,False,False,True,False
TREND_DOWN,DOWN_NOV,2025-11-19T11:58:00+00:00,SELL_PRESSURE_NO_ABSORPTION_EVENT,WIN,-0.192,0.106,-0.033,1.231,,-0.017,-10647.4,9289.5,-13724.9,8831.82,0.131,0.68,False,False,True,False,False,False,False,False,True,False
TREND_DOWN,DOWN_NOV,2025-11-19T11:59:00+00:00,ACTIVE_MARKDOWN_EVENT|SELL_PRESSURE_NO_ABSORPTION_EVENT,WIN,-0.152,0.101,-0.082,1.02,,-0.047,-6366.3,9981.4,-12601.9,9289.47,0.101,0.68,False,False,True,False,False,False,False,False,True,False
