event_id,event_family,exchange,window_id,ts_iso,price,outcome,hit2,hit2_5,hit3,loss,timeout,mfe,mae,time_to_2,time_to_2_5,time_to_3
By-W1_NOVEMBER-ACTI-61,ACTIVE_MARKDOWN_EVENT,Bybit,W1_NOVEMBER,2025-11-19T01:01:00+00:00,92355.25,WIN,1,0,0,0,0,2.061,0.486,276,,
By-W1_NOVEMBER-ACTI-96,ACTIVE_MARKDOWN_EVENT,Bybit,W1_NOVEMBER,2025-11-19T01:36:00+00:00,92236.85,WIN,1,0,0,0,0,2.008,0.615,245,,
By-W1_NOVEMBER-ACTI-191,ACTIVE_MARKDOWN_EVENT,Bybit,W1_NOVEMBER,2025-11-19T03:11:00+00:00,92349.95,WIN,1,0,0,0,0,2.056,0.024,146,,
By-W1_NOVEMBER-ACTI-354,ACTIVE_MARKDOWN_EVENT,Bybit,W1_NOVEMBER,2025-11-19T05:54:00+00:00,90305.85,LOSS,0,0,0,1,0,0.068,1.515,,,
By-W1_NOVEMBER-ACTI-482,ACTIVE_MARKDOWN_EVENT,Bybit,W1_NOVEMBER,2025-11-19T08:02:00+00:00,91765.55,WIN,1,0,0,0,0,2.018,0.579,473,,
By-W1_NOVEMBER-ACTI-523,ACTIVE_MARKDOWN_EVENT,Bybit,W1_NOVEMBER,2025-11-19T08:43:00+00:00,91547.95,WIN,1,0,0,0,0,2.027,0.818,456,,
By-W1_NOVEMBER-ACTI-567,ACTIVE_MARKDOWN_EVENT,Bybit,W1_NOVEMBER,2025-11-19T09:27:00+00:00,91167.15,WIN,1,0,0,0,0,2.031,1.239,467,,
By-W1_NOVEMBER-ACTI-623,ACTIVE_MARKDOWN_EVENT,Bybit,W1_NOVEMBER,2025-11-19T10:23:00+00:00,91347.05,WIN,1,0,0,0,0,2.039,1.04,372,,
By-W1_NOVEMBER-ACTI-657,ACTIVE_MARKDOWN_EVENT,Bybit,W1_NOVEMBER,2025-11-19T10:57:00+00:00,91289.05,WIN,1,0,0,0,0,2.03,1.104,339,,
By-W1_NOVEMBER-ACTI-714,ACTIVE_MARKDOWN_EVENT,Bybit,W1_NOVEMBER,2025-11-19T11:54:00+00:00,91374.05,WIN,1,0,0,0,0,2.068,1.01,281,,
By-W1_NOVEMBER-ACTI-793,ACTIVE_MARKDOWN_EVENT,Bybit,W1_NOVEMBER,2025-11-19T13:13:00+00:00,91608.15,WIN,1,0,0,0,0,2.092,0.752,186,,
By-W1_NOVEMBER-ACTI-923,ACTIVE_MARKDOWN_EVENT,Bybit,W1_NOVEMBER,2025-11-19T15:23:00+00:00,91415.55,WIN,1,0,0,0,0,2.025,0.021,63,,
By-W1_NOVEMBER-ACTI-961,ACTIVE_MARKDOWN_EVENT,Bybit,W1_NOVEMBER,2025-11-19T16:01:00+00:00,90133.35,LOSS,0,0,0,1,0,1.712,1.544,,,
By-W1_NOVEMBER-ACTI-1061,ACTIVE_MARKDOWN_EVENT,Bybit,W1_NOVEMBER,2025-11-19T17:41:00+00:00,89193.95,LOSS,0,0,0,1,0,0.677,1.553,,,
By-W1_NOVEMBER-ACTI-1298,ACTIVE_MARKDOWN_EVENT,Bybit,W1_NOVEMBER,2025-11-19T21:38:00+00:00,90407.55,LOSS,0,0,0,1,0,0.342,1.527,,,
By-W1_NOVEMBER-ACTI-1329,ACTIVE_MARKDOWN_EVENT,Bybit,W1_NOVEMBER,2025-11-19T22:09:00+00:00,90416.05,LOSS,0,0,0,1,0,0.351,1.517,,,
By-W1_NOVEMBER-ACTI-1366,ACTIVE_MARKDOWN_EVENT,Bybit,W1_NOVEMBER,2025-11-19T22:46:00+00:00,90333.45,LOSS,0,0,0,1,0,0.0,1.501,,,
By-W1_NOVEMBER-ACTI-1421,ACTIVE_MARKDOWN_EVENT,Bybit,W1_NOVEMBER,2025-11-19T23:41:00+00:00,91340.05,LOSS,0,0,0,1,0,0.159,1.531,,,
By-W1_NOVEMBER-ACTI-1490,ACTIVE_MARKDOWN_EVENT,Bybit,W1_NOVEMBER,2025-11-20T00:50:00+00:00,91916.95,TIMEOUT,0,0,0,0,1,0.255,1.31,,,
By-W1_NOVEMBER-ACTI-1569,ACTIVE_MARKDOWN_EVENT,Bybit,W1_NOVEMBER,2025-11-20T02:09:00+00:00,92410.95,TIMEOUT,0,0,0,0,1,1.022,0.768,,,
By-W1_NOVEMBER-ACTI-1602,ACTIVE_MARKDOWN_EVENT,Bybit,W1_NOVEMBER,2025-11-20T02:42:00+00:00,92413.05,TIMEOUT,0,0,0,0,1,1.024,0.766,,,
By-W1_NOVEMBER-ACTI-1675,ACTIVE_MARKDOWN_EVENT,Bybit,W1_NOVEMBER,2025-11-20T03:55:00+00:00,92412.55,TIMEOUT,0,0,0,0,1,1.041,0.767,,,
By-W1_NOVEMBER-ACTI-1760,ACTIVE_MARKDOWN_EVENT,Bybit,W1_NOVEMBER,2025-11-20T05:20:00+00:00,92758.05,TIMEOUT,0,0,0,0,1,1.41,0.056,,,
By-W1_NOVEMBER-ACTI-1823,ACTIVE_MARKDOWN_EVENT,Bybit,W1_NOVEMBER,2025-11-20T06:23:00+00:00,92410.55,TIMEOUT,0,0,0,0,1,1.98,0.073,,,
By-W1_NOVEMBER-ACTI-1931,ACTIVE_MARKDOWN_EVENT,Bybit,W1_NOVEMBER,2025-11-20T08:11:00+00:00,92180.05,WIN,1,0,0,0,0,2.075,0.122,424,,
By-W1_NOVEMBER-ACTI-1970,ACTIVE_MARKDOWN_EVENT,Bybit,W1_NOVEMBER,2025-11-20T08:50:00+00:00,92148.05,WIN,1,0,0,0,0,2.041,0.006,385,,
By-W1_NOVEMBER-ACTI-2184,ACTIVE_MARKDOWN_EVENT,Bybit,W1_NOVEMBER,2025-11-20T12:24:00+00:00,91745.05,WIN,1,0,0,0,0,2.11,0.445,215,,
By-W1_NOVEMBER-ACTI-2273,ACTIVE_MARKDOWN_EVENT,Bybit,W1_NOVEMBER,2025-11-20T13:53:00+00:00,91835.35,WIN,1,0,0,0,0,2.043,0.0,125,,
By-W1_NOVEMBER-ACTI-2319,ACTIVE_MARKDOWN_EVENT,Bybit,W1_NOVEMBER,2025-11-20T14:39:00+00:00,91126.85,WIN,1,0,0,0,0,2.256,0.052,86,,
By-W1_NOVEMBER-ACTI-2360,ACTIVE_MARKDOWN_EVENT,Bybit,W1_NOVEMBER,2025-11-20T15:20:00+00:00,90551.55,WIN,1,0,0,0,0,2.074,0.195,51,,
By-W1_NOVEMBER-ACTI-2475,ACTIVE_MARKDOWN_EVENT,Bybit,W1_NOVEMBER,2025-11-20T17:15:00+00:00,87114.75,TIMEOUT,0,0,0,0,1,1.171,1.216,,,
By-W1_NOVEMBER-ACTI-2544,ACTIVE_MARKDOWN_EVENT,Bybit,W1_NOVEMBER,2025-11-20T18:24:00+00:00,86915.25,TIMEOUT,0,0,0,0,1,0.944,1.448,,,
By-W1_NOVEMBER-ACTI-2618,ACTIVE_MARKDOWN_EVENT,Bybit,W1_NOVEMBER,2025-11-20T19:38:00+00:00,86450.05,LOSS,0,0,0,1,0,0.186,1.504,,,
By-W1_NOVEMBER-ACTI-2652,ACTIVE_MARKDOWN_EVENT,Bybit,W1_NOVEMBER,2025-11-20T20:12:00+00:00,86460.25,LOSS,0,0,0,1,0,0.198,1.61,,,
By-W1_NOVEMBER-ACTI-2683,ACTIVE_MARKDOWN_EVENT,Bybit,W1_NOVEMBER,2025-11-20T20:43:00+00:00,86488.35,LOSS,0,0,0,1,0,0.092,1.577,,,
By-W1_NOVEMBER-ACTI-2758,ACTIVE_MARKDOWN_EVENT,Bybit,W1_NOVEMBER,2025-11-20T21:58:00+00:00,87253.05,WIN,1,0,0,0,0,2.021,1.055,300,,
By-W1_NOVEMBER-ACTI-2798,ACTIVE_MARKDOWN_EVENT,Bybit,W1_NOVEMBER,2025-11-20T22:38:00+00:00,87711.25,WIN,1,0,0,0,0,2.111,0.511,246,,
By-W1_NOVEMBER-ACTI-2829,ACTIVE_MARKDOWN_EVENT,Bybit,W1_NOVEMBER,2025-11-20T23:09:00+00:00,87601.05,WIN,1,0,0,0,0,2.207,0.12,223,,
By-W1_NOVEMBER-ACTI-2862,ACTIVE_MARKDOWN_EVENT,Bybit,W1_NOVEMBER,2025-11-20T23:42:00+00:00,86976.05,WIN,1,0,0,0,0,2.137,0.536,458,,
By-W1_NOVEMBER-ACTI-2913,ACTIVE_MARKDOWN_EVENT,Bybit,W1_NOVEMBER,2025-11-21T00:33:00+00:00,87112.55,WIN,1,0,0,0,0,2.29,0.378,407,,
By-W1_NOVEMBER-ACTI-2949,ACTIVE_MARKDOWN_EVENT,Bybit,W1_NOVEMBER,2025-11-21T01:09:00+00:00,87162.25,WIN,1,0,0,0,0,2.017,0.197,110,,
By-W1_NOVEMBER-ACTI-2999,ACTIVE_MARKDOWN_EVENT,Bybit,W1_NOVEMBER,2025-11-21T01:59:00+00:00,87010.95,WIN,1,0,0,0,0,2.176,0.0,321,,
By-W1_NOVEMBER-ACTI-3036,ACTIVE_MARKDOWN_EVENT,Bybit,W1_NOVEMBER,2025-11-21T02:36:00+00:00,86512.95,WIN,1,0,0,0,0,2.004,0.0,296,,
By-W1_NOVEMBER-ACTI-3082,ACTIVE_MARKDOWN_EVENT,Bybit,W1_NOVEMBER,2025-11-21T03:22:00+00:00,85749.25,WIN,1,1,1,0,0,3.088,0.642,251,251,251
By-W1_NOVEMBER-ACTI-3124,ACTIVE_MARKDOWN_EVENT,Bybit,W1_NOVEMBER,2025-11-21T04:04:00+00:00,85789.55,WIN,1,1,1,0,0,3.133,0.595,209,209,209
By-W1_NOVEMBER-ACTI-3221,ACTIVE_MARKDOWN_EVENT,Bybit,W1_NOVEMBER,2025-11-21T05:41:00+00:00,85887.75,WIN,1,1,1,0,0,3.244,0.334,112,112,112
By-W1_NOVEMBER-ACTI-3252,ACTIVE_MARKDOWN_EVENT,Bybit,W1_NOVEMBER,2025-11-21T06:12:00+00:00,85957.35,WIN,1,1,1,0,0,3.322,0.0,81,81,81
By-W1_NOVEMBER-ACTI-3336,ACTIVE_MARKDOWN_EVENT,Bybit,W1_NOVEMBER,2025-11-21T07:36:00+00:00,83475.65,WIN,1,0,0,0,0,2.476,1.39,285,,
By-W1_NOVEMBER-ACTI-3388,ACTIVE_MARKDOWN_EVENT,Bybit,W1_NOVEMBER,2025-11-21T08:28:00+00:00,84257.95,WIN,1,0,0,0,0,2.076,0.157,73,,
By-W1_NOVEMBER-ACTI-3439,ACTIVE_MARKDOWN_EVENT,Bybit,W1_NOVEMBER,2025-11-21T09:19:00+00:00,83611.55,WIN,1,0,0,0,0,2.034,0.0,44,,
By-W1_NOVEMBER-ACTI-3564,ACTIVE_MARKDOWN_EVENT,Bybit,W1_NOVEMBER,2025-11-21T11:24:00+00:00,83046.25,WIN,1,0,0,0,0,2.332,0.056,59,,
By-W1_NOVEMBER-ACTI-3595,ACTIVE_MARKDOWN_EVENT,Bybit,W1_NOVEMBER,2025-11-21T11:55:00+00:00,82284.05,LOSS,0,0,0,1,0,1.926,1.514,,,
By-W1_NOVEMBER-ACTI-3630,ACTIVE_MARKDOWN_EVENT,Bybit,W1_NOVEMBER,2025-11-21T12:30:00+00:00,81390.85,LOSS,0,0,0,1,0,0.0,1.653,,,
By-W1_NOVEMBER-ACTI-3691,ACTIVE_MARKDOWN_EVENT,Bybit,W1_NOVEMBER,2025-11-21T13:31:00+00:00,83531.25,LOSS,0,0,0,1,0,0.148,1.578,,,
By-W1_NOVEMBER-ACTI-3722,ACTIVE_MARKDOWN_EVENT,Bybit,W1_NOVEMBER,2025-11-21T14:02:00+00:00,83922.85,LOSS,0,0,0,1,0,0.469,1.726,,,
By-W1_NOVEMBER-ACTI-3786,ACTIVE_MARKDOWN_EVENT,Bybit,W1_NOVEMBER,2025-11-21T15:06:00+00:00,84630.45,WIN,1,0,0,0,0,2.036,0.0,33,,
By-W1_NOVEMBER-ACTI-3821,ACTIVE_MARKDOWN_EVENT,Bybit,W1_NOVEMBER,2025-11-21T15:41:00+00:00,82948.55,LOSS,0,0,0,1,0,0.634,1.781,,,
By-W1_NOVEMBER-ACTI-3922,ACTIVE_MARKDOWN_EVENT,Bybit,W1_NOVEMBER,2025-11-21T17:22:00+00:00,85158.05,WIN,1,0,0,0,0,2.051,0.333,55,,
By-W1_NOVEMBER-ACTI-3953,ACTIVE_MARKDOWN_EVENT,Bybit,W1_NOVEMBER,2025-11-21T17:53:00+00:00,84885.05,TIMEOUT,0,0,0,0,1,1.862,0.705,,,
By-W1_NOVEMBER-ACTI-4025,ACTIVE_MARKDOWN_EVENT,Bybit,W1_NOVEMBER,2025-11-21T19:05:00+00:00,84632.85,TIMEOUT,0,0,0,0,1,1.416,1.006,,,
By-W1_NOVEMBER-ACTI-4056,ACTIVE_MARKDOWN_EVENT,Bybit,W1_NOVEMBER,2025-11-21T19:36:00+00:00,84713.45,TIMEOUT,0,0,0,0,1,1.51,0.909,,,
By-W1_NOVEMBER-ACTI-4087,ACTIVE_MARKDOWN_EVENT,Bybit,W1_NOVEMBER,2025-11-21T20:07:00+00:00,83860.05,LOSS,0,0,0,1,0,0.508,1.565,,,
By-W1_NOVEMBER-ACTI-4155,ACTIVE_MARKDOWN_EVENT,Bybit,W1_NOVEMBER,2025-11-21T21:15:00+00:00,84452.75,TIMEOUT,0,0,0,0,1,0.756,1.221,,,
By-W1_NOVEMBER-ACTI-4197,ACTIVE_MARKDOWN_EVENT,Bybit,W1_NOVEMBER,2025-11-21T21:57:00+00:00,85161.45,TIMEOUT,0,0,0,0,1,1.582,0.379,,,
By-W1_NOVEMBER-ACTI-4229,ACTIVE_MARKDOWN_EVENT,Bybit,W1_NOVEMBER,2025-11-21T22:29:00+00:00,84795.05,TIMEOUT,0,0,0,0,1,1.157,0.812,,,
By-W1_NOVEMBER-ACTI-4261,ACTIVE_MARKDOWN_EVENT,Bybit,W1_NOVEMBER,2025-11-21T23:01:00+00:00,84165.05,LOSS,0,0,0,1,0,0.095,1.567,,,
By-W1_NOVEMBER-ACTI-4321,ACTIVE_MARKDOWN_EVENT,Bybit,W1_NOVEMBER,2025-11-22T00:01:00+00:00,85094.85,TIMEOUT,0,0,0,0,1,1.505,0.457,,,
By-W1_NOVEMBER-ACTI-4352,ACTIVE_MARKDOWN_EVENT,Bybit,W1_NOVEMBER,2025-11-22T00:32:00+00:00,85081.05,TIMEOUT,0,0,0,0,1,1.489,0.176,,,
By-W1_NOVEMBER-ACTI-4448,ACTIVE_MARKDOWN_EVENT,Bybit,W1_NOVEMBER,2025-11-22T02:08:00+00:00,84910.35,TIMEOUT,0,0,0,0,1,1.291,0.0,,,
By-W1_NOVEMBER-ACTI-4480,ACTIVE_MARKDOWN_EVENT,Bybit,W1_NOVEMBER,2025-11-22T02:40:00+00:00,84341.45,TIMEOUT,0,0,0,0,1,0.868,0.475,,,
By-W1_NOVEMBER-ACTI-4729,ACTIVE_MARKDOWN_EVENT,Bybit,W1_NOVEMBER,2025-11-22T06:49:00+00:00,84483.05,TIMEOUT,0,0,0,0,1,1.146,0.253,,,
By-W1_NOVEMBER-ACTI-4818,ACTIVE_MARKDOWN_EVENT,Bybit,W1_NOVEMBER,2025-11-22T08:18:00+00:00,84240.15,TIMEOUT,0,0,0,0,1,0.861,0.446,,,
By-W1_NOVEMBER-ACTI-5039,ACTIVE_MARKDOWN_EVENT,Bybit,W1_NOVEMBER,2025-11-22T11:59:00+00:00,84061.15,TIMEOUT,0,0,0,0,1,0.569,0.874,,,
By-W1_NOVEMBER-ACTI-5125,ACTIVE_MARKDOWN_EVENT,Bybit,W1_NOVEMBER,2025-11-22T13:25:00+00:00,83776.95,TIMEOUT,0,0,0,0,1,0.098,1.216,,,
By-W1_NOVEMBER-ACTI-5206,ACTIVE_MARKDOWN_EVENT,Bybit,W1_NOVEMBER,2025-11-22T14:46:00+00:00,84226.05,TIMEOUT,0,0,0,0,1,0.267,0.677,,,
By-W1_NOVEMBER-ACTI-5259,ACTIVE_MARKDOWN_EVENT,Bybit,W1_NOVEMBER,2025-11-22T15:39:00+00:00,84191.75,TIMEOUT,0,0,0,0,1,0.227,1.137,,,
By-W1_NOVEMBER-ACTI-5343,ACTIVE_MARKDOWN_EVENT,Bybit,W1_NOVEMBER,2025-11-22T17:03:00+00:00,84490.75,TIMEOUT,0,0,0,0,1,0.325,0.779,,,
By-W1_NOVEMBER-ACTI-5490,ACTIVE_MARKDOWN_EVENT,Bybit,W1_NOVEMBER,2025-11-22T19:30:00+00:00,84530.75,TIMEOUT,0,0,0,0,1,0.373,0.731,,,
By-W1_NOVEMBER-ACTI-5709,ACTIVE_MARKDOWN_EVENT,Bybit,W1_NOVEMBER,2025-11-22T23:09:00+00:00,84874.25,TIMEOUT,0,0,0,0,1,0.291,0.16,,,
By-W1_NOVEMBER-ACTI-5748,ACTIVE_MARKDOWN_EVENT,Bybit,W1_NOVEMBER,2025-11-22T23:48:00+00:00,84767.15,TIMEOUT,0,0,0,0,1,0.165,0.0,,,
By-W1_NOVEMBER-SELL-61,SELL_PRESSURE_NO_ABSORPTION_EVENT,Bybit,W1_NOVEMBER,2025-11-19T01:01:00+00:00,92355.25,WIN,1,0,0,0,0,2.061,0.486,276,,
By-W1_NOVEMBER-SELL-96,SELL_PRESSURE_NO_ABSORPTION_EVENT,Bybit,W1_NOVEMBER,2025-11-19T01:36:00+00:00,92236.85,WIN,1,0,0,0,0,2.008,0.615,245,,
By-W1_NOVEMBER-SELL-191,SELL_PRESSURE_NO_ABSORPTION_EVENT,Bybit,W1_NOVEMBER,2025-11-19T03:11:00+00:00,92349.95,WIN,1,0,0,0,0,2.056,0.024,146,,
By-W1_NOVEMBER-SELL-222,SELL_PRESSURE_NO_ABSORPTION_EVENT,Bybit,W1_NOVEMBER,2025-11-19T03:42:00+00:00,91879.85,WIN,1,0,0,0,0,2.039,0.085,128,,
By-W1_NOVEMBER-SELL-257,SELL_PRESSURE_NO_ABSORPTION_EVENT,Bybit,W1_NOVEMBER,2025-11-19T04:17:00+00:00,91659.05,TIMEOUT,0,0,0,0,1,1.803,0.316,,,
By-W1_NOVEMBER-SELL-301,SELL_PRESSURE_NO_ABSORPTION_EVENT,Bybit,W1_NOVEMBER,2025-11-19T05:01:00+00:00,91188.55,TIMEOUT,0,0,0,0,1,1.297,0.834,,,
By-W1_NOVEMBER-SELL-333,SELL_PRESSURE_NO_ABSORPTION_EVENT,Bybit,W1_NOVEMBER,2025-11-19T05:33:00+00:00,90632.65,TIMEOUT,0,0,0,0,1,0.691,1.452,,,
By-W1_NOVEMBER-SELL-482,SELL_PRESSURE_NO_ABSORPTION_EVENT,Bybit,W1_NOVEMBER,2025-11-19T08:02:00+00:00,91765.55,WIN,1,0,0,0,0,2.018,0.579,473,,
By-W1_NOVEMBER-SELL-523,SELL_PRESSURE_NO_ABSORPTION_EVENT,Bybit,W1_NOVEMBER,2025-11-19T08:43:00+00:00,91547.95,WIN,1,0,0,0,0,2.027,0.818,456,,
By-W1_NOVEMBER-SELL-567,SELL_PRESSURE_NO_ABSORPTION_EVENT,Bybit,W1_NOVEMBER,2025-11-19T09:27:00+00:00,91167.15,WIN,1,0,0,0,0,2.031,1.239,467,,
By-W1_NOVEMBER-SELL-623,SELL_PRESSURE_NO_ABSORPTION_EVENT,Bybit,W1_NOVEMBER,2025-11-19T10:23:00+00:00,91347.05,WIN,1,0,0,0,0,2.039,1.04,372,,
By-W1_NOVEMBER-SELL-655,SELL_PRESSURE_NO_ABSORPTION_EVENT,Bybit,W1_NOVEMBER,2025-11-19T10:55:00+00:00,91270.05,WIN,1,0,0,0,0,2.01,1.125,341,,
By-W1_NOVEMBER-SELL-695,SELL_PRESSURE_NO_ABSORPTION_EVENT,Bybit,W1_NOVEMBER,2025-11-19T11:35:00+00:00,91521.55,WIN,1,0,0,0,0,2.011,0.847,289,,
By-W1_NOVEMBER-SELL-743,SELL_PRESSURE_NO_ABSORPTION_EVENT,Bybit,W1_NOVEMBER,2025-11-19T12:23:00+00:00,91361.75,WIN,1,0,0,0,0,2.055,1.024,252,,
By-W1_NOVEMBER-SELL-793,SELL_PRESSURE_NO_ABSORPTION_EVENT,Bybit,W1_NOVEMBER,2025-11-19T13:13:00+00:00,91608.15,WIN,1,0,0,0,0,2.092,0.752,186,,
By-W1_NOVEMBER-SELL-828,SELL_PRESSURE_NO_ABSORPTION_EVENT,Bybit,W1_NOVEMBER,2025-11-19T13:48:00+00:00,91401.35,WIN,1,0,0,0,0,2.01,0.98,158,,
By-W1_NOVEMBER-SELL-866,SELL_PRESSURE_NO_ABSORPTION_EVENT,Bybit,W1_NOVEMBER,2025-11-19T14:26:00+00:00,91066.25,WIN,1,0,0,0,0,2.149,1.351,187,,
By-W1_NOVEMBER-SELL-923,SELL_PRESSURE_NO_ABSORPTION_EVENT,Bybit,W1_NOVEMBER,2025-11-19T15:23:00+00:00,91415.55,WIN,1,0,0,0,0,2.025,0.021,63,,
By-W1_NOVEMBER-SELL-957,SELL_PRESSURE_NO_ABSORPTION_EVENT,Bybit,W1_NOVEMBER,2025-11-19T15:57:00+00:00,89836.25,LOSS,0,0,0,1,0,1.387,1.639,,,
By-W1_NOVEMBER-SELL-988,SELL_PRESSURE_NO_ABSORPTION_EVENT,Bybit,W1_NOVEMBER,2025-11-19T16:28:00+00:00,89672.05,LOSS,0,0,0,1,0,1.206,1.597,,,
By-W1_NOVEMBER-SELL-1036,SELL_PRESSURE_NO_ABSORPTION_EVENT,Bybit,W1_NOVEMBER,2025-11-19T17:16:00+00:00,89363.95,LOSS,0,0,0,1,0,0.866,1.502,,,
By-W1_NOVEMBER-SELL-1067,SELL_PRESSURE_NO_ABSORPTION_EVENT,Bybit,W1_NOVEMBER,2025-11-19T17:47:00+00:00,89180.45,LOSS,0,0,0,1,0,0.662,1.568,,,
By-W1_NOVEMBER-SELL-1112,SELL_PRESSURE_NO_ABSORPTION_EVENT,Bybit,W1_NOVEMBER,2025-11-19T18:32:00+00:00,88900.05,LOSS,0,0,0,1,0,0.348,1.659,,,
By-W1_NOVEMBER-SELL-1151,SELL_PRESSURE_NO_ABSORPTION_EVENT,Bybit,W1_NOVEMBER,2025-11-19T19:11:00+00:00,89038.95,LOSS,0,0,0,1,0,0.504,1.5,,,
By-W1_NOVEMBER-SELL-1182,SELL_PRESSURE_NO_ABSORPTION_EVENT,Bybit,W1_NOVEMBER,2025-11-19T19:42:00+00:00,88725.35,LOSS,0,0,0,1,0,0.152,1.859,,,
By-W1_NOVEMBER-SELL-1298,SELL_PRESSURE_NO_ABSORPTION_EVENT,Bybit,W1_NOVEMBER,2025-11-19T21:38:00+00:00,90407.55,LOSS,0,0,0,1,0,0.342,1.527,,,
By-W1_NOVEMBER-SELL-1329,SELL_PRESSURE_NO_ABSORPTION_EVENT,Bybit,W1_NOVEMBER,2025-11-19T22:09:00+00:00,90416.05,LOSS,0,0,0,1,0,0.351,1.517,,,
By-W1_NOVEMBER-SELL-1365,SELL_PRESSURE_NO_ABSORPTION_EVENT,Bybit,W1_NOVEMBER,2025-11-19T22:45:00+00:00,90412.05,LOSS,0,0,0,1,0,0.087,1.521,,,
By-W1_NOVEMBER-SELL-1420,SELL_PRESSURE_NO_ABSORPTION_EVENT,Bybit,W1_NOVEMBER,2025-11-19T23:40:00+00:00,91353.15,LOSS,0,0,0,1,0,0.173,1.516,,,
By-W1_NOVEMBER-SELL-1452,SELL_PRESSURE_NO_ABSORPTION_EVENT,Bybit,W1_NOVEMBER,2025-11-20T00:12:00+00:00,91350.85,LOSS,0,0,0,1,0,0.0,1.519,,,
By-W1_NOVEMBER-SELL-1569,SELL_PRESSURE_NO_ABSORPTION_EVENT,Bybit,W1_NOVEMBER,2025-11-20T02:09:00+00:00,92410.95,TIMEOUT,0,0,0,0,1,1.022,0.768,,,
By-W1_NOVEMBER-SELL-1602,SELL_PRESSURE_NO_ABSORPTION_EVENT,Bybit,W1_NOVEMBER,2025-11-20T02:42:00+00:00,92413.05,TIMEOUT,0,0,0,0,1,1.024,0.766,,,
By-W1_NOVEMBER-SELL-1675,SELL_PRESSURE_NO_ABSORPTION_EVENT,Bybit,W1_NOVEMBER,2025-11-20T03:55:00+00:00,92412.55,TIMEOUT,0,0,0,0,1,1.041,0.767,,,
By-W1_NOVEMBER-SELL-1758,SELL_PRESSURE_NO_ABSORPTION_EVENT,Bybit,W1_NOVEMBER,2025-11-20T05:18:00+00:00,92799.95,TIMEOUT,0,0,0,0,1,1.455,0.011,,,
By-W1_NOVEMBER-SELL-1823,SELL_PRESSURE_NO_ABSORPTION_EVENT,Bybit,W1_NOVEMBER,2025-11-20T06:23:00+00:00,92410.55,TIMEOUT,0,0,0,0,1,1.98,0.073,,,
By-W1_NOVEMBER-SELL-1856,SELL_PRESSURE_NO_ABSORPTION_EVENT,Bybit,W1_NOVEMBER,2025-11-20T06:56:00+00:00,91862.25,TIMEOUT,0,0,0,0,1,1.395,0.595,,,
By-W1_NOVEMBER-SELL-1931,SELL_PRESSURE_NO_ABSORPTION_EVENT,Bybit,W1_NOVEMBER,2025-11-20T08:11:00+00:00,92180.05,WIN,1,0,0,0,0,2.075,0.122,424,,
By-W1_NOVEMBER-SELL-1970,SELL_PRESSURE_NO_ABSORPTION_EVENT,Bybit,W1_NOVEMBER,2025-11-20T08:50:00+00:00,92148.05,WIN,1,0,0,0,0,2.041,0.006,385,,
By-W1_NOVEMBER-SELL-2001,SELL_PRESSURE_NO_ABSORPTION_EVENT,Bybit,W1_NOVEMBER,2025-11-20T09:21:00+00:00,91823.75,WIN,1,0,0,0,0,2.031,0.359,397,,
By-W1_NOVEMBER-SELL-2049,SELL_PRESSURE_NO_ABSORPTION_EVENT,Bybit,W1_NOVEMBER,2025-11-20T10:09:00+00:00,91635.05,WIN,1,0,0,0,0,2.032,0.566,351,,
By-W1_NOVEMBER-SELL-2086,SELL_PRESSURE_NO_ABSORPTION_EVENT,Bybit,W1_NOVEMBER,2025-11-20T10:46:00+00:00,91737.35,WIN,1,0,0,0,0,2.102,0.454,313,,
By-W1_NOVEMBER-SELL-2125,SELL_PRESSURE_NO_ABSORPTION_EVENT,Bybit,W1_NOVEMBER,2025-11-20T11:25:00+00:00,91563.75,WIN,1,0,0,0,0,2.056,0.644,277,,
By-W1_NOVEMBER-SELL-2175,SELL_PRESSURE_NO_ABSORPTION_EVENT,Bybit,W1_NOVEMBER,2025-11-20T12:15:00+00:00,91680.25,WIN,1,0,0,0,0,2.041,0.516,224,,
By-W1_NOVEMBER-SELL-2268,SELL_PRESSURE_NO_ABSORPTION_EVENT,Bybit,W1_NOVEMBER,2025-11-20T13:48:00+00:00,91575.05,WIN,1,0,0,0,0,2.068,0.395,134,,
By-W1_NOVEMBER-SELL-2319,SELL_PRESSURE_NO_ABSORPTION_EVENT,Bybit,W1_NOVEMBER,2025-11-20T14:39:00+00:00,91126.85,WIN,1,0,0,0,0,2.256,0.052,86,,
By-W1_NOVEMBER-SELL-2351,SELL_PRESSURE_NO_ABSORPTION_EVENT,Bybit,W1_NOVEMBER,2025-11-20T15:11:00+00:00,90575.95,WIN,1,0,0,0,0,2.1,0.168,60,,
By-W1_NOVEMBER-SELL-2382,SELL_PRESSURE_NO_ABSORPTION_EVENT,Bybit,W1_NOVEMBER,2025-11-20T15:42:00+00:00,90397.05,WIN,1,0,0,0,0,2.047,0.175,30,,
By-W1_NOVEMBER-SELL-2413,SELL_PRESSURE_NO_ABSORPTION_EVENT,Bybit,W1_NOVEMBER,2025-11-20T16:13:00+00:00,88786.45,WIN,1,0,0,0,0,2.063,0.166,58,,
