event_id,ts_iso,window_id,exchange,cross_venue_type,lead_lag_minutes,event_family,price,mfe,time_to_2,cvd_delta_15m,net_taker_15m,pc15,depth_imbalance,dist_from_recent_low_pct
By-W4_APRIL-CVD_-7657,2024-04-17T07:37:00+00:00,W4_APRIL,Bybit,SYNC_CONFIRMATION,1,CVD_BREAKDOWN_EVENT,63469.05,2.104,300,-158.0,-105.645,-0.095,-0.1703,0.27
By-W4_APRIL-ACTI-7668,2024-04-17T07:48:00+00:00,W4_APRIL,Bybit,SYNC_CONFIRMATION,0,ACTIVE_MARKDOWN_EVENT,63491.55,2.014,288,-140.0,-129.194,-0.172,-0.0034,0.306
OK-W4_APRIL-SELL-7640,2024-04-17T08:00:00+00:00,W4_APRIL,OKX,SYNC_CONFIRMATION,0,SELL_PRESSURE_NO_ABSORPTION_EVENT,63483.75,2.058,277,-58682.0,-68131.0,-0.137,-0.097,0.295
By-W4_APRIL-CVD_-7695,2024-04-17T08:15:00+00:00,W4_APRIL,Bybit,SYNC_CONFIRMATION,0,CVD_BREAKDOWN_EVENT,63394.75,2.127,267,-334.0,-216.15,-0.069,0.1181,0.234
OK-W4_APRIL-SELL-7680,2024-04-17T08:40:00+00:00,W4_APRIL,OKX,SYNC_CONFIRMATION,-2,SELL_PRESSURE_NO_ABSORPTION_EVENT,63463.25,2.027,237,-19330.0,-17008.0,-0.151,-0.1497,0.262
By-W4_APRIL-SELL-7779,2024-04-17T09:39:00+00:00,W4_APRIL,Bybit,SYNC_CONFIRMATION,-1,SELL_PRESSURE_NO_ABSORPTION_EVENT,63410.55,2.014,178,-32.0,-17.581,-0.125,-0.1524,0.335
OK-W4_APRIL-SELL-7753,2024-04-17T09:53:00+00:00,W4_APRIL,OKX,SYNC_CONFIRMATION,1,SELL_PRESSURE_NO_ABSORPTION_EVENT,63318.95,2.108,253,-11674.0,-9926.0,-0.2,-0.039,0.128
By-W4_APRIL-SELL-7810,2024-04-17T10:10:00+00:00,W4_APRIL,Bybit,SYNC_CONFIRMATION,0,SELL_PRESSURE_NO_ABSORPTION_EVENT,62933.05,2.037,248,-215.2,-98.078,-0.568,-0.033,0.0
OK-W4_APRIL-SELL-7809,2024-04-17T10:49:00+00:00,W4_APRIL,OKX,SYNC_CONFIRMATION,2,SELL_PRESSURE_NO_ABSORPTION_EVENT,62909.65,2.252,210,-14476.0,-17607.0,-0.178,-0.1036,0.147
By-W4_APRIL-SELL-7853,2024-04-17T10:53:00+00:00,W4_APRIL,Bybit,SYNC_CONFIRMATION,1,SELL_PRESSURE_NO_ABSORPTION_EVENT,62819.95,2.133,206,-12.3,-43.061,-0.144,-0.0338,0.057
OK-W4_APRIL-CVD_-7813,2024-04-17T10:53:00+00:00,W4_APRIL,OKX,SYNC_CONFIRMATION,0,CVD_BREAKDOWN_EVENT,62849.85,2.159,206,-13441.0,-10237.0,-0.143,-0.0674,0.051
By-W4_APRIL-SELL-7892,2024-04-17T11:32:00+00:00,W4_APRIL,Bybit,SYNC_CONFIRMATION,-2,SELL_PRESSURE_NO_ABSORPTION_EVENT,62993.75,2.132,166,-78.8,-87.989,-0.187,-0.2301,0.334
By-W4_APRIL-ACTI-7892,2024-04-17T11:32:00+00:00,W4_APRIL,Bybit,SYNC_CONFIRMATION,-2,ACTIVE_MARKDOWN_EVENT,62993.75,2.132,166,-78.8,-87.989,-0.187,-0.2301,0.334
By-W4_APRIL-CVD_-7912,2024-04-17T11:52:00+00:00,W4_APRIL,Bybit,SYNC_CONFIRMATION,0,CVD_BREAKDOWN_EVENT,62820.55,2.134,147,-204.7,-198.291,-0.158,-0.3436,0.058
By-W4_APRIL-FORC-7915,2024-04-17T11:55:00+00:00,W4_APRIL,Bybit,SYNC_CONFIRMATION,0,FORCED_UNWIND_EVENT,62579.95,2.359,148,-977.6,-836.722,-0.622,-0.1575,0.0
OK-W4_APRIL-CVD_-7894,2024-04-17T12:14:00+00:00,W4_APRIL,OKX,SYNC_CONFIRMATION,0,CVD_BREAKDOWN_EVENT,62663.95,2.078,128,-2808.0,-13202.0,0.083,-0.1287,0.083
By-W4_APRIL-CVD_-7944,2024-04-17T12:24:00+00:00,W4_APRIL,Bybit,SYNC_CONFIRMATION,2,CVD_BREAKDOWN_EVENT,62517.25,2.261,119,-375.5,-288.975,-0.395,-0.2404,0.0
OK-W4_APRIL-SELL-7911,2024-04-17T12:31:00+00:00,W4_APRIL,OKX,SYNC_CONFIRMATION,0,SELL_PRESSURE_NO_ABSORPTION_EVENT,62475.45,2.15,112,-14945.0,-8262.0,-0.241,-0.1528,0.185
By-W4_APRIL-SELL-7954,2024-04-17T12:34:00+00:00,W4_APRIL,Bybit,SYNC_CONFIRMATION,2,SELL_PRESSURE_NO_ABSORPTION_EVENT,62375.45,2.038,109,-410.8,-395.961,-0.438,-0.2453,0.084
OK-W4_APRIL-SELL-7946,2024-04-17T13:06:00+00:00,W4_APRIL,OKX,SYNC_CONFIRMATION,1,SELL_PRESSURE_NO_ABSORPTION_EVENT,62196.25,2.09,88,-41286.0,-7730.0,-0.301,-0.1402,0.174
OK-W4_APRIL-SELL-7992,2024-04-17T13:52:00+00:00,W4_APRIL,OKX,SYNC_CONFIRMATION,0,SELL_PRESSURE_NO_ABSORPTION_EVENT,62631.45,2.027,30,-22494.0,-9742.0,-0.228,-0.0246,0.875
OK-W4_APRIL-ACTI-7992,2024-04-17T13:52:00+00:00,W4_APRIL,OKX,SYNC_CONFIRMATION,0,ACTIVE_MARKDOWN_EVENT,62631.45,2.027,30,-22494.0,-9742.0,-0.228,-0.0246,0.875
By-W4_APRIL-SELL-8035,2024-04-17T13:55:00+00:00,W4_APRIL,Bybit,SYNC_CONFIRMATION,0,SELL_PRESSURE_NO_ABSORPTION_EVENT,62643.85,2.04,27,-334.0,-231.828,-0.221,-0.1726,0.963
By-W4_APRIL-ACTI-8035,2024-04-17T13:55:00+00:00,W4_APRIL,Bybit,SYNC_CONFIRMATION,0,ACTIVE_MARKDOWN_EVENT,62643.85,2.04,27,-334.0,-231.828,-0.221,-0.1726,0.963
OK-W4_APRIL-FORC-8005,2024-04-17T14:05:00+00:00,W4_APRIL,OKX,SYNC_CONFIRMATION,0,FORCED_UNWIND_EVENT,62128.95,2.004,67,-59356.0,-50850.0,-0.89,-0.0528,0.066
By-W4_APRIL-CVD_-8058,2024-04-17T14:18:00+00:00,W4_APRIL,Bybit,SYNC_CONFIRMATION,0,CVD_BREAKDOWN_EVENT,61650.85,2.052,71,-421.2,-24.139,-1.058,0.1312,0.0
OK-W4_APRIL-CVD_-8018,2024-04-17T14:18:00+00:00,W4_APRIL,OKX,SYNC_CONFIRMATION,1,CVD_BREAKDOWN_EVENT,61678.75,2.054,71,-64599.0,-46772.0,-1.048,0.0337,0.0
By-W4_APRIL-ACTI-8066,2024-04-17T14:26:00+00:00,W4_APRIL,Bybit,SYNC_CONFIRMATION,-1,ACTIVE_MARKDOWN_EVENT,61491.25,2.056,66,-914.4,-1053.48,-0.922,0.0481,0.634
OK-W4_APRIL-ACTI-8026,2024-04-17T14:26:00+00:00,W4_APRIL,OKX,SYNC_CONFIRMATION,-1,ACTIVE_MARKDOWN_EVENT,61527.05,2.092,66,-79628.0,-126470.0,-0.905,0.0752,0.646
OK-W1_NOVEMBER-ACTI-60,2025-11-19T01:00:00+00:00,W1_NOVEMBER,OKX,SYNC_CONFIRMATION,0,ACTIVE_MARKDOWN_EVENT,92349.25,2.041,277,-10614.4,-5469.11,-0.174,-0.1189,0.419
OK-W1_NOVEMBER-SELL-60,2025-11-19T01:00:00+00:00,W1_NOVEMBER,OKX,SYNC_CONFIRMATION,0,SELL_PRESSURE_NO_ABSORPTION_EVENT,92349.25,2.041,277,-10614.4,-5469.11,-0.174,-0.1189,0.419
By-W1_NOVEMBER-ACTI-61,2025-11-19T01:01:00+00:00,W1_NOVEMBER,Bybit,SYNC_CONFIRMATION,0,ACTIVE_MARKDOWN_EVENT,92355.25,2.061,276,-142.2,-122.197,-0.18,-0.1132,0.435
By-W1_NOVEMBER-SELL-61,2025-11-19T01:01:00+00:00,W1_NOVEMBER,Bybit,SYNC_CONFIRMATION,0,SELL_PRESSURE_NO_ABSORPTION_EVENT,92355.25,2.061,276,-142.2,-122.197,-0.18,-0.1132,0.435
By-W1_NOVEMBER-CVD_-70,2025-11-19T01:10:00+00:00,W1_NOVEMBER,Bybit,SYNC_CONFIRMATION,0,CVD_BREAKDOWN_EVENT,92070.95,2.056,276,-348.6,-302.146,-0.504,-0.035,0.126
OK-W1_NOVEMBER-CVD_-71,2025-11-19T01:11:00+00:00,W1_NOVEMBER,OKX,SYNC_CONFIRMATION,0,CVD_BREAKDOWN_EVENT,92023.35,2.134,276,-24634.5,-20064.29,-0.605,-0.226,0.065
OK-W1_NOVEMBER-ACTI-185,2025-11-19T03:05:00+00:00,W1_NOVEMBER,OKX,SYNC_CONFIRMATION,1,ACTIVE_MARKDOWN_EVENT,92477.05,2.016,149,-1811.7,-825.78,-0.176,-0.2887,0.617
OK-W1_NOVEMBER-SELL-185,2025-11-19T03:05:00+00:00,W1_NOVEMBER,OKX,SYNC_CONFIRMATION,1,SELL_PRESSURE_NO_ABSORPTION_EVENT,92477.05,2.016,149,-1811.7,-825.78,-0.176,-0.2887,0.617
By-W1_NOVEMBER-ACTI-191,2025-11-19T03:11:00+00:00,W1_NOVEMBER,Bybit,SYNC_CONFIRMATION,0,ACTIVE_MARKDOWN_EVENT,92349.95,2.056,146,-103.4,-109.664,-0.28,-0.1809,0.489
By-W1_NOVEMBER-SELL-191,2025-11-19T03:11:00+00:00,W1_NOVEMBER,Bybit,SYNC_CONFIRMATION,0,SELL_PRESSURE_NO_ABSORPTION_EVENT,92349.95,2.056,146,-103.4,-109.664,-0.28,-0.1809,0.489
By-W1_NOVEMBER-SELL-222,2025-11-19T03:42:00+00:00,W1_NOVEMBER,Bybit,SYNC_CONFIRMATION,-2,SELL_PRESSURE_NO_ABSORPTION_EVENT,91879.85,2.039,128,-313.0,-302.575,-0.41,-0.1322,0.1
By-W1_NOVEMBER-ACTI-482,2025-11-19T08:02:00+00:00,W1_NOVEMBER,Bybit,SYNC_CONFIRMATION,1,ACTIVE_MARKDOWN_EVENT,91765.55,2.018,473,-116.8,-66.969,-0.2,-0.2613,1.955
By-W1_NOVEMBER-SELL-482,2025-11-19T08:02:00+00:00,W1_NOVEMBER,Bybit,SYNC_CONFIRMATION,1,SELL_PRESSURE_NO_ABSORPTION_EVENT,91765.55,2.018,473,-116.8,-66.969,-0.2,-0.2613,1.955
OK-W1_NOVEMBER-SELL-483,2025-11-19T08:03:00+00:00,W1_NOVEMBER,OKX,SYNC_CONFIRMATION,0,SELL_PRESSURE_NO_ABSORPTION_EVENT,91746.75,2.043,473,-29439.8,-38810.89,-0.134,-0.1318,1.923
OK-W1_NOVEMBER-ACTI-484,2025-11-19T08:04:00+00:00,W1_NOVEMBER,OKX,SYNC_CONFIRMATION,0,ACTIVE_MARKDOWN_EVENT,91768.65,2.009,471,-15406.8,-29439.8,-0.182,-0.1229,1.947
OK-W1_NOVEMBER-CVD_-486,2025-11-19T08:06:00+00:00,W1_NOVEMBER,OKX,SYNC_CONFIRMATION,0,CVD_BREAKDOWN_EVENT,91677.55,2.014,472,-16600.6,-14787.31,-0.26,0.107,1.846
By-W1_NOVEMBER-CVD_-520,2025-11-19T08:40:00+00:00,W1_NOVEMBER,Bybit,SYNC_CONFIRMATION,0,CVD_BREAKDOWN_EVENT,91504.25,2.02,465,-93.5,60.82,-0.21,0.0986,1.665
OK-W1_NOVEMBER-CVD_-520,2025-11-19T08:40:00+00:00,W1_NOVEMBER,OKX,SYNC_CONFIRMATION,0,CVD_BREAKDOWN_EVENT,91501.15,2.013,465,-1012.4,7269.59,-0.21,0.0176,1.65
By-W1_NOVEMBER-ACTI-523,2025-11-19T08:43:00+00:00,W1_NOVEMBER,Bybit,SYNC_CONFIRMATION,0,ACTIVE_MARKDOWN_EVENT,91547.95,2.027,456,-249.2,-214.987,-0.348,-0.0414,1.713
By-W1_NOVEMBER-SELL-523,2025-11-19T08:43:00+00:00,W1_NOVEMBER,Bybit,SYNC_CONFIRMATION,0,SELL_PRESSURE_NO_ABSORPTION_EVENT,91547.95,2.027,456,-249.2,-214.987,-0.348,-0.0414,1.713
OK-W1_NOVEMBER-ACTI-523,2025-11-19T08:43:00+00:00,W1_NOVEMBER,OKX,SYNC_CONFIRMATION,0,ACTIVE_MARKDOWN_EVENT,91532.65,2.022,456,-14753.1,-6372.19,-0.357,0.0787,1.685
OK-W1_NOVEMBER-SELL-525,2025-11-19T08:45:00+00:00,W1_NOVEMBER,OKX,SYNC_CONFIRMATION,-1,SELL_PRESSURE_NO_ABSORPTION_EVENT,91509.95,2.022,460,-21709.4,-21055.61,-0.33,-0.2961,1.66
By-W1_NOVEMBER-CVD_-558,2025-11-19T09:18:00+00:00,W1_NOVEMBER,Bybit,SYNC_CONFIRMATION,0,CVD_BREAKDOWN_EVENT,91220.55,2.052,474,-436.7,-254.869,-0.068,0.3364,1.349
OK-W1_NOVEMBER-CVD_-558,2025-11-19T09:18:00+00:00,W1_NOVEMBER,OKX,SYNC_CONFIRMATION,0,CVD_BREAKDOWN_EVENT,91208.15,2.025,474,-10943.4,-6062.31,-0.074,0.3004,1.325
OK-W1_NOVEMBER-ACTI-653,2025-11-19T10:53:00+00:00,W1_NOVEMBER,OKX,SYNC_CONFIRMATION,-1,ACTIVE_MARKDOWN_EVENT,91261.25,2.082,379,-13647.5,-11013.41,-0.19,0.0205,0.395
By-W1_NOVEMBER-SELL-655,2025-11-19T10:55:00+00:00,W1_NOVEMBER,Bybit,LEAD_LAG_CONFIRMATION,-3,SELL_PRESSURE_NO_ABSORPTION_EVENT,91270.05,2.01,341,-165.6,-150.286,-0.146,-0.031,0.401
OK-W1_NOVEMBER-SELL-655,2025-11-19T10:55:00+00:00,W1_NOVEMBER,OKX,LEAD_LAG_CONFIRMATION,-3,SELL_PRESSURE_NO_ABSORPTION_EVENT,91259.95,2.08,377,-14216.7,-13733.54,-0.148,-0.1979,0.393
By-W1_NOVEMBER-SELL-695,2025-11-19T11:35:00+00:00,W1_NOVEMBER,Bybit,SYNC_CONFIRMATION,-2,SELL_PRESSURE_NO_ABSORPTION_EVENT,91521.55,2.011,289,-31.7,-21.0,-0.136,-0.2665,0.522
By-W1_NOVEMBER-ACTI-714,2025-11-19T11:54:00+00:00,W1_NOVEMBER,Bybit,SYNC_CONFIRMATION,0,ACTIVE_MARKDOWN_EVENT,91374.05,2.068,281,-34.4,-17.025,-0.203,-0.5313,0.36
OK-W1_NOVEMBER-ACTI-742,2025-11-19T12:22:00+00:00,W1_NOVEMBER,OKX,SYNC_CONFIRMATION,0,ACTIVE_MARKDOWN_EVENT,91367.65,2.054,253,-8206.8,-7776.78,-0.166,0.0227,0.352
By-W1_NOVEMBER-SELL-743,2025-11-19T12:23:00+00:00,W1_NOVEMBER,Bybit,SYNC_CONFIRMATION,-1,SELL_PRESSURE_NO_ABSORPTION_EVENT,91361.75,2.055,252,-87.1,-69.825,-0.18,-0.0136,0.346
OK-W1_NOVEMBER-CVD_-813,2025-11-19T13:33:00+00:00,W1_NOVEMBER,OKX,SYNC_CONFIRMATION,0,CVD_BREAKDOWN_EVENT,91634.25,2.131,166,-3959.9,-4372.2,-0.082,0.1259,0.472
By-W1_NOVEMBER-CVD_-815,2025-11-19T13:35:00+00:00,W1_NOVEMBER,Bybit,SYNC_CONFIRMATION,0,CVD_BREAKDOWN_EVENT,91480.65,2.095,171,-977.7,-285.412,-0.275,0.0861,0.288
By-W1_NOVEMBER-SELL-828,2025-11-19T13:48:00+00:00,W1_NOVEMBER,Bybit,SYNC_CONFIRMATION,2,SELL_PRESSURE_NO_ABSORPTION_EVENT,91401.35,2.01,158,-1139.9,-1142.067,-0.252,-0.2214,0.201
OK-W1_NOVEMBER-SELL-828,2025-11-19T13:48:00+00:00,W1_NOVEMBER,OKX,SYNC_CONFIRMATION,2,SELL_PRESSURE_NO_ABSORPTION_EVENT,91410.05,2.01,158,945.9,-92.97,-0.245,-0.2455,0.226
OK-W1_NOVEMBER-CVD_-844,2025-11-19T14:04:00+00:00,W1_NOVEMBER,OKX,SYNC_CONFIRMATION,0,CVD_BREAKDOWN_EVENT,91213.35,2.03,188,-17841.3,-17762.5,-0.16,-0.1964,0.01
OK-W1_NOVEMBER-CVD_-890,2025-11-19T14:50:00+00:00,W1_NOVEMBER,OKX,SYNC_CONFIRMATION,0,CVD_BREAKDOWN_EVENT,91551.55,2.042,89,-6446.7,1492.83,0.021,-0.2838,0.544
By-W1_NOVEMBER-FORC-921,2025-11-19T15:21:00+00:00,W1_NOVEMBER,Bybit,SYNC_CONFIRMATION,0,FORCED_UNWIND_EVENT,91703.95,2.007,35,515.4,647.025,-0.213,-0.1324,0.713
By-W1_NOVEMBER-ACTI-923,2025-11-19T15:23:00+00:00,W1_NOVEMBER,Bybit,SYNC_CONFIRMATION,0,ACTIVE_MARKDOWN_EVENT,91415.55,2.025,63,-422.0,-24.206,-0.8,-0.131,0.397
By-W1_NOVEMBER-SELL-923,2025-11-19T15:23:00+00:00,W1_NOVEMBER,Bybit,SYNC_CONFIRMATION,0,SELL_PRESSURE_NO_ABSORPTION_EVENT,91415.55,2.025,63,-422.0,-24.206,-0.8,-0.131,0.397
OK-W1_NOVEMBER-ACTI-923,2025-11-19T15:23:00+00:00,W1_NOVEMBER,OKX,SYNC_CONFIRMATION,0,ACTIVE_MARKDOWN_EVENT,91421.05,2.021,63,-20332.7,-13032.87,-0.807,-0.0831,0.4
OK-W1_NOVEMBER-SELL-929,2025-11-19T15:29:00+00:00,W1_NOVEMBER,OKX,SYNC_CONFIRMATION,2,SELL_PRESSURE_NO_ABSORPTION_EVENT,91194.15,2.01,103,-30390.2,-32012.27,-0.863,-0.1226,0.151
OK-W1_NOVEMBER-CVD_-930,2025-11-19T15:30:00+00:00,W1_NOVEMBER,OKX,SYNC_CONFIRMATION,1,CVD_BREAKDOWN_EVENT,90949.65,2.017,123,-60812.4,-30390.2,-1.244,-0.1239,0.0
OK-W1_NOVEMBER-FORC-934,2025-11-19T15:34:00+00:00,W1_NOVEMBER,OKX,SYNC_CONFIRMATION,0,FORCED_UNWIND_EVENT,90673.45,2.007,123,-99518.5,-93851.26,-1.427,-0.1242,0.0
By-W1_NOVEMBER-CVD_-945,2025-11-19T15:45:00+00:00,W1_NOVEMBER,Bybit,SYNC_CONFIRMATION,2,CVD_BREAKDOWN_EVENT,90453.25,2.037,264,-603.6,-608.48,-0.536,-0.0864,0.0
OK-W1_NOVEMBER-CVD_-1821,2025-11-20T06:21:00+00:00,W1_NOVEMBER,OKX,SYNC_CONFIRMATION,0,CVD_BREAKDOWN_EVENT,92458.55,2.036,468,-14489.2,2316.77,-0.256,-0.4555,0.369
OK-W1_NOVEMBER-ACTI-1822,2025-11-20T06:22:00+00:00,W1_NOVEMBER,OKX,SYNC_CONFIRMATION,0,ACTIVE_MARKDOWN_EVENT,92448.85,2.026,467,-20499.4,-14489.16,-0.363,-0.1713,0.359
OK-W1_NOVEMBER-SELL-1822,2025-11-20T06:22:00+00:00,W1_NOVEMBER,OKX,SYNC_CONFIRMATION,0,SELL_PRESSURE_NO_ABSORPTION_EVENT,92448.85,2.026,467,-20499.4,-14489.16,-0.363,-0.1713,0.359
By-W1_NOVEMBER-ACTI-1931,2025-11-20T08:11:00+00:00,W1_NOVEMBER,Bybit,SYNC_CONFIRMATION,1,ACTIVE_MARKDOWN_EVENT,92180.05,2.075,424,-52.3,-1.596,-0.248,-0.1409,0.542
By-W1_NOVEMBER-SELL-1931,2025-11-20T08:11:00+00:00,W1_NOVEMBER,Bybit,SYNC_CONFIRMATION,1,SELL_PRESSURE_NO_ABSORPTION_EVENT,92180.05,2.075,424,-52.3,-1.596,-0.248,-0.1409,0.542
By-W1_NOVEMBER-ACTI-1970,2025-11-20T08:50:00+00:00,W1_NOVEMBER,Bybit,SYNC_CONFIRMATION,0,ACTIVE_MARKDOWN_EVENT,92148.05,2.041,385,-51.8,-49.748,-0.152,-0.2817,0.508
By-W1_NOVEMBER-SELL-1970,2025-11-20T08:50:00+00:00,W1_NOVEMBER,Bybit,SYNC_CONFIRMATION,0,SELL_PRESSURE_NO_ABSORPTION_EVENT,92148.05,2.041,385,-51.8,-49.748,-0.152,-0.2817,0.508
OK-W1_NOVEMBER-ACTI-1970,2025-11-20T08:50:00+00:00,W1_NOVEMBER,OKX,SYNC_CONFIRMATION,0,ACTIVE_MARKDOWN_EVENT,92150.05,2.038,385,-8826.2,-8235.83,-0.159,-0.379,0.528
OK-W1_NOVEMBER-SELL-1970,2025-11-20T08:50:00+00:00,W1_NOVEMBER,OKX,SYNC_CONFIRMATION,0,SELL_PRESSURE_NO_ABSORPTION_EVENT,92150.05,2.038,385,-8826.2,-8235.83,-0.159,-0.379,0.528
By-W1_NOVEMBER-CVD_-1971,2025-11-20T08:51:00+00:00,W1_NOVEMBER,Bybit,SYNC_CONFIRMATION,0,CVD_BREAKDOWN_EVENT,92100.05,2.01,403,-70.2,-51.76,-0.196,-0.1477,0.455
By-W1_NOVEMBER-SELL-2001,2025-11-20T09:21:00+00:00,W1_NOVEMBER,Bybit,SYNC_CONFIRMATION,0,SELL_PRESSURE_NO_ABSORPTION_EVENT,91823.75,2.031,397,-146.2,-90.72,-0.163,-0.3059,0.154
OK-W1_NOVEMBER-SELL-2005,2025-11-20T09:25:00+00:00,W1_NOVEMBER,OKX,SYNC_CONFIRMATION,0,SELL_PRESSURE_NO_ABSORPTION_EVENT,91892.35,2.019,391,-6648.4,-4413.46,-0.163,-0.1624,0.247
By-W1_NOVEMBER-CVD_-2007,2025-11-20T09:27:00+00:00,W1_NOVEMBER,Bybit,SYNC_CONFIRMATION,0,CVD_BREAKDOWN_EVENT,91807.05,2.013,391,-234.9,-153.91,-0.285,-0.1466,0.136
OK-W1_NOVEMBER-CVD_-2024,2025-11-20T09:44:00+00:00,W1_NOVEMBER,OKX,SYNC_CONFIRMATION,0,CVD_BREAKDOWN_EVENT,91658.85,2.009,375,-1160.8,16.21,-0.145,-0.185,0.0
By-W1_NOVEMBER-SELL-2049,2025-11-20T10:09:00+00:00,W1_NOVEMBER,Bybit,SYNC_CONFIRMATION,0,SELL_PRESSURE_NO_ABSORPTION_EVENT,91635.05,2.032,351,-181.5,-145.922,-0.16,-0.4549,0.184
By-W1_NOVEMBER-CVD_-2049,2025-11-20T10:09:00+00:00,W1_NOVEMBER,Bybit,SYNC_CONFIRMATION,0,CVD_BREAKDOWN_EVENT,91635.05,2.032,351,-181.5,-145.922,-0.16,-0.4549,0.184
OK-W1_NOVEMBER-SELL-2081,2025-11-20T10:41:00+00:00,W1_NOVEMBER,OKX,SYNC_CONFIRMATION,0,SELL_PRESSURE_NO_ABSORPTION_EVENT,91716.95,2.071,318,893.1,-4362.35,-0.232,-0.0509,0.281
OK-W1_NOVEMBER-ACTI-2084,2025-11-20T10:44:00+00:00,W1_NOVEMBER,OKX,SYNC_CONFIRMATION,-1,ACTIVE_MARKDOWN_EVENT,91770.55,2.129,315,-4886.8,-2130.0,-0.187,-0.1205,0.34
By-W1_NOVEMBER-SELL-2125,2025-11-20T11:25:00+00:00,W1_NOVEMBER,Bybit,SYNC_CONFIRMATION,0,SELL_PRESSURE_NO_ABSORPTION_EVENT,91563.75,2.056,277,-1.0,-5.619,-0.155,-0.1471,0.106
OK-W1_NOVEMBER-SELL-2224,2025-11-20T13:04:00+00:00,W1_NOVEMBER,OKX,SYNC_CONFIRMATION,0,SELL_PRESSURE_NO_ABSORPTION_EVENT,91699.25,2.053,175,-11149.6,-6913.7,-0.217,-0.2937,0.262
By-W1_NOVEMBER-CVD_-2280,2025-11-20T14:00:00+00:00,W1_NOVEMBER,Bybit,SYNC_CONFIRMATION,0,CVD_BREAKDOWN_EVENT,91246.55,2.097,124,-330.3,-228.738,-0.405,0.2459,0.0
By-W1_NOVEMBER-FORC-2283,2025-11-20T14:03:00+00:00,W1_NOVEMBER,Bybit,SYNC_CONFIRMATION,0,FORCED_UNWIND_EVENT,91094.45,2.222,122,-503.5,-502.752,-0.525,-0.1153,0.0
OK-W1_NOVEMBER-FORC-2283,2025-11-20T14:03:00+00:00,W1_NOVEMBER,OKX,SYNC_CONFIRMATION,0,FORCED_UNWIND_EVENT,91088.95,2.221,122,-36872.2,-42299.57,-0.539,-0.2596,0.0
OK-W1_NOVEMBER-CVD_-2285,2025-11-20T14:05:00+00:00,W1_NOVEMBER,OKX,SYNC_CONFIRMATION,0,CVD_BREAKDOWN_EVENT,90945.25,2.066,120,-54001.1,-44013.95,-0.973,0.0674,0.0
By-W1_NOVEMBER-ACTI-2319,2025-11-20T14:39:00+00:00,W1_NOVEMBER,Bybit,SYNC_CONFIRMATION,0,ACTIVE_MARKDOWN_EVENT,91126.85,2.256,86,-254.8,-155.367,-0.158,-0.2,0.603
By-W1_NOVEMBER-SELL-2319,2025-11-20T14:39:00+00:00,W1_NOVEMBER,Bybit,SYNC_CONFIRMATION,0,SELL_PRESSURE_NO_ABSORPTION_EVENT,91126.85,2.256,86,-254.8,-155.367,-0.158,-0.2,0.603
By-W1_NOVEMBER-FORC-2320,2025-11-20T14:40:00+00:00,W1_NOVEMBER,Bybit,SYNC_CONFIRMATION,0,FORCED_UNWIND_EVENT,91013.05,2.134,85,-205.6,-254.767,-0.239,-0.1102,0.477
OK-W1_NOVEMBER-ACTI-2320,2025-11-20T14:40:00+00:00,W1_NOVEMBER,OKX,SYNC_CONFIRMATION,0,ACTIVE_MARKDOWN_EVENT,91000.05,2.125,85,-16438.7,-10526.11,-0.267,-0.0841,0.468
OK-W1_NOVEMBER-SELL-2320,2025-11-20T14:40:00+00:00,W1_NOVEMBER,OKX,SYNC_CONFIRMATION,0,SELL_PRESSURE_NO_ABSORPTION_EVENT,91000.05,2.125,85,-16438.7,-10526.11,-0.267,-0.0841,0.468
OK-W1_NOVEMBER-FORC-2321,2025-11-20T14:41:00+00:00,W1_NOVEMBER,OKX,SYNC_CONFIRMATION,0,FORCED_UNWIND_EVENT,90855.55,2.141,86,-23426.6,-16438.7,-0.617,-0.1819,0.309
By-W1_NOVEMBER-SELL-2351,2025-11-20T15:11:00+00:00,W1_NOVEMBER,Bybit,SYNC_CONFIRMATION,-1,SELL_PRESSURE_NO_ABSORPTION_EVENT,90575.95,2.1,60,-265.6,-187.083,-0.656,-0.1646,0.077
OK-W1_NOVEMBER-SELL-2351,2025-11-20T15:11:00+00:00,W1_NOVEMBER,OKX,SYNC_CONFIRMATION,-1,SELL_PRESSURE_NO_ABSORPTION_EVENT,90580.05,2.091,60,-38312.6,-33129.13,-0.661,-0.2952,0.085
OK-W1_NOVEMBER-CVD_-2352,2025-11-20T15:12:00+00:00,W1_NOVEMBER,OKX,SYNC_CONFIRMATION,0,CVD_BREAKDOWN_EVENT,90485.15,2.122,60,-35635.6,-38312.58,-0.655,-0.1369,0.0
OK-W1_NOVEMBER-SELL-2382,2025-11-20T15:42:00+00:00,W1_NOVEMBER,OKX,SYNC_CONFIRMATION,0,SELL_PRESSURE_NO_ABSORPTION_EVENT,90406.85,2.038,30,-32312.7,-39465.97,-0.138,-0.0891,0.153
By-W1_NOVEMBER-CVD_-2396,2025-11-20T15:56:00+00:00,W1_NOVEMBER,Bybit,SYNC_CONFIRMATION,0,CVD_BREAKDOWN_EVENT,90038.45,2.005,44,-55.9,-25.743,-0.376,-0.177,0.0
OK-W1_NOVEMBER-CVD_-2398,2025-11-20T15:58:00+00:00,W1_NOVEMBER,OKX,SYNC_CONFIRMATION,0,CVD_BREAKDOWN_EVENT,89973.65,2.011,43,-14370.7,-2979.71,-0.588,-0.1142,0.0
