event_id,ts_iso,window_id,exchange,cross_venue_type,lead_lag_minutes,event_family,price,mfe,time_to_2,cvd_delta_15m,net_taker_15m,pc15,depth_imbalance,dist_from_recent_low_pct
By-W1_NOVEMBER-FORC-2405,2025-11-20T16:05:00+00:00,W1_NOVEMBER,Bybit,SYNC_CONFIRMATION,0,FORCED_UNWIND_EVENT,89070.65,2.059,65,-1278.2,-966.207,-1.334,-0.0299,0.0
OK-W1_NOVEMBER-FORC-2407,2025-11-20T16:07:00+00:00,W1_NOVEMBER,OKX,SYNC_CONFIRMATION,0,FORCED_UNWIND_EVENT,88910.05,2.22,64,-153373.2,-142551.62,-1.369,-0.1678,0.0
By-W1_NOVEMBER-SELL-2413,2025-11-20T16:13:00+00:00,W1_NOVEMBER,Bybit,SYNC_CONFIRMATION,0,SELL_PRESSURE_NO_ABSORPTION_EVENT,88786.45,2.063,58,-897.9,-1262.98,-1.303,-0.0462,0.271
OK-W1_NOVEMBER-SELL-2413,2025-11-20T16:13:00+00:00,W1_NOVEMBER,OKX,SYNC_CONFIRMATION,0,SELL_PRESSURE_NO_ABSORPTION_EVENT,88791.95,2.09,58,-195444.3,-214923.97,-1.313,-0.1232,0.257
OK-W1_NOVEMBER-ACTI-2424,2025-11-20T16:24:00+00:00,W1_NOVEMBER,OKX,LEAD_LAG_CONFIRMATION,-9,ACTIVE_MARKDOWN_EVENT,88622.25,2.113,49,-50613.8,-61884.75,-0.319,0.0288,0.432
By-W1_NOVEMBER-CVD_-2795,2025-11-20T22:35:00+00:00,W1_NOVEMBER,Bybit,SYNC_CONFIRMATION,0,CVD_BREAKDOWN_EVENT,87702.75,2.102,249,-459.1,29.022,-0.144,-0.3307,1.868
By-W1_NOVEMBER-ACTI-2829,2025-11-20T23:09:00+00:00,W1_NOVEMBER,Bybit,SYNC_CONFIRMATION,0,ACTIVE_MARKDOWN_EVENT,87601.05,2.207,223,-70.7,-80.395,-0.374,0.0793,1.52
OK-W1_NOVEMBER-ACTI-2861,2025-11-20T23:41:00+00:00,W1_NOVEMBER,OKX,SYNC_CONFIRMATION,-1,ACTIVE_MARKDOWN_EVENT,87019.65,2.189,459,-19913.3,-25360.71,-0.346,0.0312,0.836
By-W1_NOVEMBER-ACTI-2862,2025-11-20T23:42:00+00:00,W1_NOVEMBER,Bybit,SYNC_CONFIRMATION,-2,ACTIVE_MARKDOWN_EVENT,86976.05,2.137,458,-484.1,-479.198,-0.308,-0.014,0.796
By-W1_NOVEMBER-SELL-2862,2025-11-20T23:42:00+00:00,W1_NOVEMBER,Bybit,SYNC_CONFIRMATION,-2,SELL_PRESSURE_NO_ABSORPTION_EVENT,86976.05,2.137,458,-484.1,-479.198,-0.308,-0.014,0.796
By-W1_NOVEMBER-CVD_-2869,2025-11-20T23:49:00+00:00,W1_NOVEMBER,Bybit,SYNC_CONFIRMATION,0,CVD_BREAKDOWN_EVENT,86787.65,2.314,463,-677.6,-396.41,-0.392,-0.0147,0.578
OK-W1_NOVEMBER-CVD_-2968,2025-11-21T01:28:00+00:00,W1_NOVEMBER,OKX,SYNC_CONFIRMATION,0,CVD_BREAKDOWN_EVENT,87179.05,2.041,91,-41176.5,-38286.66,0.024,-0.332,0.744
OK-W1_NOVEMBER-ACTI-3004,2025-11-21T02:04:00+00:00,W1_NOVEMBER,OKX,SYNC_CONFIRMATION,0,ACTIVE_MARKDOWN_EVENT,86907.95,2.063,316,-360.2,-474.8,-0.237,-0.1318,0.43
OK-W1_NOVEMBER-CVD_-3005,2025-11-21T02:05:00+00:00,W1_NOVEMBER,OKX,SYNC_CONFIRMATION,0,CVD_BREAKDOWN_EVENT,86701.05,2.229,327,-24086.4,-360.17,-0.556,-0.0893,0.191
OK-W1_NOVEMBER-SELL-3008,2025-11-21T02:08:00+00:00,W1_NOVEMBER,OKX,SYNC_CONFIRMATION,0,SELL_PRESSURE_NO_ABSORPTION_EVENT,86816.65,2.359,324,-31566.9,-37178.61,-0.166,-0.0784,0.325
By-W1_NOVEMBER-SELL-3013,2025-11-21T02:13:00+00:00,W1_NOVEMBER,Bybit,SYNC_CONFIRMATION,0,SELL_PRESSURE_NO_ABSORPTION_EVENT,86415.15,3.834,320,-610.3,-564.631,-0.743,-0.0101,0.0
OK-W1_NOVEMBER-ACTI-3038,2025-11-21T02:38:00+00:00,W1_NOVEMBER,OKX,SYNC_CONFIRMATION,2,ACTIVE_MARKDOWN_EVENT,86444.95,3.905,295,-9800.7,-7933.34,-0.313,-0.0152,0.339
By-W1_NOVEMBER-CVD_-3041,2025-11-21T02:41:00+00:00,W1_NOVEMBER,Bybit,SYNC_CONFIRMATION,0,CVD_BREAKDOWN_EVENT,86400.95,3.819,292,-330.4,-143.394,-0.276,-0.0719,0.301
OK-W1_NOVEMBER-CVD_-3041,2025-11-21T02:41:00+00:00,W1_NOVEMBER,OKX,SYNC_CONFIRMATION,0,CVD_BREAKDOWN_EVENT,86403.85,3.859,292,-20342.8,-18046.6,-0.284,0.0627,0.291
OK-W1_NOVEMBER-SELL-3042,2025-11-21T02:42:00+00:00,W1_NOVEMBER,OKX,SYNC_CONFIRMATION,-1,SELL_PRESSURE_NO_ABSORPTION_EVENT,86403.45,3.859,291,-12698.9,-20342.8,-0.162,-0.1172,0.291
By-W1_NOVEMBER-SELL-3047,2025-11-21T02:47:00+00:00,W1_NOVEMBER,Bybit,SYNC_CONFIRMATION,0,SELL_PRESSURE_NO_ABSORPTION_EVENT,86115.95,3.5,286,-932.4,-885.983,-0.237,-0.0086,0.299
OK-W1_NOVEMBER-ACTI-3081,2025-11-21T03:21:00+00:00,W1_NOVEMBER,OKX,SYNC_CONFIRMATION,-1,ACTIVE_MARKDOWN_EVENT,85713.95,3.086,252,-13736.1,-9656.95,-0.298,0.0126,0.368
By-W1_NOVEMBER-ACTI-3082,2025-11-21T03:22:00+00:00,W1_NOVEMBER,Bybit,SYNC_CONFIRMATION,-2,ACTIVE_MARKDOWN_EVENT,85749.25,3.088,251,-142.8,-136.52,-0.192,-0.0334,0.404
By-W1_NOVEMBER-SELL-3082,2025-11-21T03:22:00+00:00,W1_NOVEMBER,Bybit,SYNC_CONFIRMATION,-2,SELL_PRESSURE_NO_ABSORPTION_EVENT,85749.25,3.088,251,-142.8,-136.52,-0.192,-0.0334,0.404
OK-W1_NOVEMBER-ACTI-3119,2025-11-21T03:59:00+00:00,W1_NOVEMBER,OKX,SYNC_CONFIRMATION,1,ACTIVE_MARKDOWN_EVENT,85790.25,3.172,214,-8455.8,-5155.51,-0.27,-0.1564,0.457
OK-W1_NOVEMBER-SELL-3119,2025-11-21T03:59:00+00:00,W1_NOVEMBER,OKX,SYNC_CONFIRMATION,1,SELL_PRESSURE_NO_ABSORPTION_EVENT,85790.25,3.172,214,-8455.8,-5155.51,-0.27,-0.1564,0.457
By-W1_NOVEMBER-SELL-3123,2025-11-21T04:03:00+00:00,W1_NOVEMBER,Bybit,SYNC_CONFIRMATION,0,SELL_PRESSURE_NO_ABSORPTION_EVENT,85786.85,3.13,210,-76.1,-137.704,-0.141,-0.054,0.448
By-W1_NOVEMBER-ACTI-3124,2025-11-21T04:04:00+00:00,W1_NOVEMBER,Bybit,SYNC_CONFIRMATION,-1,ACTIVE_MARKDOWN_EVENT,85789.55,3.133,209,-70.2,-76.067,-0.153,-0.0207,0.451
OK-W1_NOVEMBER-SELL-3156,2025-11-21T04:36:00+00:00,W1_NOVEMBER,OKX,SYNC_CONFIRMATION,0,SELL_PRESSURE_NO_ABSORPTION_EVENT,85520.15,2.866,177,-9041.7,-8672.14,-0.136,-0.0519,0.141
OK-W1_NOVEMBER-ACTI-3217,2025-11-21T05:37:00+00:00,W1_NOVEMBER,OKX,SYNC_CONFIRMATION,0,ACTIVE_MARKDOWN_EVENT,85899.45,3.295,116,-11266.0,-647.16,-0.463,-0.0363,0.585
OK-W1_NOVEMBER-SELL-3217,2025-11-21T05:37:00+00:00,W1_NOVEMBER,OKX,SYNC_CONFIRMATION,0,SELL_PRESSURE_NO_ABSORPTION_EVENT,85899.45,3.295,116,-11266.0,-647.16,-0.463,-0.0363,0.585
By-W1_NOVEMBER-ACTI-3252,2025-11-21T06:12:00+00:00,W1_NOVEMBER,Bybit,SYNC_CONFIRMATION,-1,ACTIVE_MARKDOWN_EVENT,85957.35,3.322,81,-78.9,-106.643,-0.252,-0.117,0.658
By-W1_NOVEMBER-SELL-3252,2025-11-21T06:12:00+00:00,W1_NOVEMBER,Bybit,SYNC_CONFIRMATION,-1,SELL_PRESSURE_NO_ABSORPTION_EVENT,85957.35,3.322,81,-78.9,-106.643,-0.252,-0.117,0.658
By-W1_NOVEMBER-CVD_-3258,2025-11-21T06:18:00+00:00,W1_NOVEMBER,Bybit,SYNC_CONFIRMATION,1,CVD_BREAKDOWN_EVENT,85730.05,3.066,75,-164.6,-95.198,-0.268,0.1838,0.391
OK-W1_NOVEMBER-SELL-3306,2025-11-21T07:06:00+00:00,W1_NOVEMBER,OKX,SYNC_CONFIRMATION,1,SELL_PRESSURE_NO_ABSORPTION_EVENT,85560.55,2.912,27,-19727.5,-11961.44,-0.118,-0.1176,0.178
OK-W1_NOVEMBER-CVD_-3306,2025-11-21T07:06:00+00:00,W1_NOVEMBER,OKX,SYNC_CONFIRMATION,1,CVD_BREAKDOWN_EVENT,85560.55,2.912,27,-19727.5,-11961.44,-0.118,-0.1176,0.178
By-W1_NOVEMBER-CVD_-3316,2025-11-21T07:16:00+00:00,W1_NOVEMBER,Bybit,SYNC_CONFIRMATION,0,CVD_BREAKDOWN_EVENT,85414.45,2.708,17,-345.2,-93.242,-0.174,0.2685,0.022
By-W1_NOVEMBER-ACTI-3388,2025-11-21T08:28:00+00:00,W1_NOVEMBER,Bybit,SYNC_CONFIRMATION,0,ACTIVE_MARKDOWN_EVENT,84257.95,2.076,73,-76.9,-57.236,-0.396,-0.0876,1.391
By-W1_NOVEMBER-SELL-3388,2025-11-21T08:28:00+00:00,W1_NOVEMBER,Bybit,SYNC_CONFIRMATION,0,SELL_PRESSURE_NO_ABSORPTION_EVENT,84257.95,2.076,73,-76.9,-57.236,-0.396,-0.0876,1.391
OK-W1_NOVEMBER-ACTI-3388,2025-11-21T08:28:00+00:00,W1_NOVEMBER,OKX,SYNC_CONFIRMATION,0,ACTIVE_MARKDOWN_EVENT,84260.65,2.075,73,-11036.2,-3045.89,-0.394,-0.0812,1.434
OK-W1_NOVEMBER-SELL-3388,2025-11-21T08:28:00+00:00,W1_NOVEMBER,OKX,SYNC_CONFIRMATION,0,SELL_PRESSURE_NO_ABSORPTION_EVENT,84260.65,2.075,73,-11036.2,-3045.89,-0.394,-0.0812,1.434
OK-W1_NOVEMBER-CVD_-3395,2025-11-21T08:35:00+00:00,W1_NOVEMBER,OKX,SYNC_CONFIRMATION,0,CVD_BREAKDOWN_EVENT,84045.05,2.139,77,-25060.0,-18195.46,-0.516,-0.1512,1.175
By-W1_NOVEMBER-ACTI-3439,2025-11-21T09:19:00+00:00,W1_NOVEMBER,Bybit,SYNC_CONFIRMATION,2,ACTIVE_MARKDOWN_EVENT,83611.55,2.034,44,-59.2,-14.672,-0.333,-0.0117,0.614
By-W1_NOVEMBER-SELL-3439,2025-11-21T09:19:00+00:00,W1_NOVEMBER,Bybit,SYNC_CONFIRMATION,2,SELL_PRESSURE_NO_ABSORPTION_EVENT,83611.55,2.034,44,-59.2,-14.672,-0.333,-0.0117,0.614
By-W1_NOVEMBER-CVD_-3440,2025-11-21T09:20:00+00:00,W1_NOVEMBER,Bybit,SYNC_CONFIRMATION,1,CVD_BREAKDOWN_EVENT,83473.55,2.474,181,-853.5,-59.172,-0.393,0.2221,0.448
OK-W1_NOVEMBER-ACTI-3441,2025-11-21T09:21:00+00:00,W1_NOVEMBER,OKX,SYNC_CONFIRMATION,0,ACTIVE_MARKDOWN_EVENT,83333.65,2.312,180,-5405.4,-6858.37,-0.599,-0.0832,0.318
OK-W1_NOVEMBER-SELL-3441,2025-11-21T09:21:00+00:00,W1_NOVEMBER,OKX,SYNC_CONFIRMATION,0,SELL_PRESSURE_NO_ABSORPTION_EVENT,83333.65,2.312,180,-5405.4,-6858.37,-0.599,-0.0832,0.318
OK-W1_NOVEMBER-CVD_-3448,2025-11-21T09:28:00+00:00,W1_NOVEMBER,OKX,SYNC_CONFIRMATION,0,CVD_BREAKDOWN_EVENT,83035.25,2.308,175,-43232.6,-27137.91,-0.759,0.1162,0.0
OK-W1_NOVEMBER-ACTI-3564,2025-11-21T11:24:00+00:00,W1_NOVEMBER,OKX,SYNC_CONFIRMATION,-2,ACTIVE_MARKDOWN_EVENT,83032.05,2.305,59,-23491.3,-17729.84,-0.211,0.0238,1.453
OK-W1_NOVEMBER-SELL-3566,2025-11-21T11:26:00+00:00,W1_NOVEMBER,OKX,SYNC_CONFIRMATION,0,SELL_PRESSURE_NO_ABSORPTION_EVENT,83000.05,2.267,57,13291.9,-32789.58,-0.106,-0.0461,1.414
By-W1_NOVEMBER-SELL-3571,2025-11-21T11:31:00+00:00,W1_NOVEMBER,Bybit,SYNC_CONFIRMATION,0,SELL_PRESSURE_NO_ABSORPTION_EVENT,82894.25,2.153,52,-186.1,-157.0,-0.119,-0.0774,1.288
By-W1_NOVEMBER-CVD_-3578,2025-11-21T11:38:00+00:00,W1_NOVEMBER,Bybit,SYNC_CONFIRMATION,0,CVD_BREAKDOWN_EVENT,82617.75,2.322,50,-400.9,-327.331,-0.613,0.1327,0.95
OK-W1_NOVEMBER-SELL-3776,2025-11-21T14:56:00+00:00,W1_NOVEMBER,OKX,SYNC_CONFIRMATION,2,SELL_PRESSURE_NO_ABSORPTION_EVENT,85027.05,2.027,39,-53101.4,-41512.0,-0.129,-0.0829,5.371
By-W1_NOVEMBER-ACTI-3922,2025-11-21T17:22:00+00:00,W1_NOVEMBER,Bybit,SYNC_CONFIRMATION,-1,ACTIVE_MARKDOWN_EVENT,85158.05,2.051,55,-424.3,-225.967,-0.26,0.0498,3.319
OK-W3_JANUARY-CVD_-1871,2026-01-29T07:11:00+00:00,W3_JANUARY,OKX,LEAD_LAG_CONFIRMATION,7,CVD_BREAKDOWN_EVENT,88283.15,2.113,472,-2103.1,299.31,0.03,0.0646,0.46
By-W3_JANUARY-SELL-1878,2026-01-29T07:18:00+00:00,W3_JANUARY,Bybit,SYNC_CONFIRMATION,0,SELL_PRESSURE_NO_ABSORPTION_EVENT,88243.15,2.087,465,-8.8,-2.627,-0.107,-0.1955,0.416
OK-W3_JANUARY-SELL-1924,2026-01-29T08:04:00+00:00,W3_JANUARY,OKX,LEAD_LAG_CONFIRMATION,3,SELL_PRESSURE_NO_ABSORPTION_EVENT,88215.55,2.038,419,-1532.8,-319.73,-0.153,-0.2611,0.383
OK-W3_JANUARY-ACTI-1924,2026-01-29T08:04:00+00:00,W3_JANUARY,OKX,LEAD_LAG_CONFIRMATION,3,ACTIVE_MARKDOWN_EVENT,88215.55,2.038,419,-1532.8,-319.73,-0.153,-0.2611,0.383
By-W3_JANUARY-CVD_-1929,2026-01-29T08:09:00+00:00,W3_JANUARY,Bybit,SYNC_CONFIRMATION,0,CVD_BREAKDOWN_EVENT,87964.85,2.169,420,-90.6,26.798,-0.453,0.0689,0.1
By-W3_JANUARY-SELL-1930,2026-01-29T08:10:00+00:00,W3_JANUARY,Bybit,SYNC_CONFIRMATION,0,SELL_PRESSURE_NO_ABSORPTION_EVENT,87945.95,2.148,419,-129.7,-90.618,-0.497,-0.0603,0.078
By-W3_JANUARY-SELL-1964,2026-01-29T08:44:00+00:00,W3_JANUARY,Bybit,SYNC_CONFIRMATION,0,SELL_PRESSURE_NO_ABSORPTION_EVENT,88091.05,2.091,382,-240.5,-155.61,-0.364,-0.3576,0.245
OK-W3_JANUARY-SELL-1964,2026-01-29T08:44:00+00:00,W3_JANUARY,OKX,SYNC_CONFIRMATION,0,SELL_PRESSURE_NO_ABSORPTION_EVENT,88084.25,2.057,382,-39779.3,-10782.89,-0.367,-0.1324,0.248
By-W3_JANUARY-ACTI-1965,2026-01-29T08:45:00+00:00,W3_JANUARY,Bybit,SYNC_CONFIRMATION,-1,ACTIVE_MARKDOWN_EVENT,88143.95,2.15,381,-211.6,-240.469,-0.296,0.072,0.305
OK-W3_JANUARY-ACTI-1965,2026-01-29T08:45:00+00:00,W3_JANUARY,OKX,SYNC_CONFIRMATION,0,ACTIVE_MARKDOWN_EVENT,88145.45,2.125,381,-38324.4,-39779.31,-0.296,-0.1716,0.318
OK-W3_JANUARY-CVD_-2008,2026-01-29T09:28:00+00:00,W3_JANUARY,OKX,SYNC_CONFIRMATION,0,CVD_BREAKDOWN_EVENT,87993.95,2.177,341,-2578.8,-3042.94,0.057,-0.5787,0.146
OK-W3_JANUARY-SELL-2033,2026-01-29T09:53:00+00:00,W3_JANUARY,OKX,SYNC_CONFIRMATION,0,SELL_PRESSURE_NO_ABSORPTION_EVENT,87849.65,2.016,316,-8595.3,-5143.21,-0.103,-0.4181,0.0
By-W3_JANUARY-SELL-2035,2026-01-29T09:55:00+00:00,W3_JANUARY,Bybit,SYNC_CONFIRMATION,0,SELL_PRESSURE_NO_ABSORPTION_EVENT,87871.85,2.066,314,-150.7,-148.671,-0.182,-0.0711,0.027
By-W3_JANUARY-CVD_-2037,2026-01-29T09:57:00+00:00,W3_JANUARY,Bybit,SYNC_CONFIRMATION,0,CVD_BREAKDOWN_EVENT,87850.05,2.042,312,-137.0,-116.003,-0.107,-0.1805,0.002
OK-W3_JANUARY-CVD_-2041,2026-01-29T10:01:00+00:00,W3_JANUARY,OKX,SYNC_CONFIRMATION,0,CVD_BREAKDOWN_EVENT,87824.95,2.073,309,-10795.3,-9126.07,-0.156,0.1081,0.0
By-W3_JANUARY-SELL-2125,2026-01-29T11:25:00+00:00,W3_JANUARY,Bybit,SYNC_CONFIRMATION,0,SELL_PRESSURE_NO_ABSORPTION_EVENT,87801.85,2.07,225,-69.7,-20.009,-0.218,-0.1489,0.022
OK-W3_JANUARY-SELL-2125,2026-01-29T11:25:00+00:00,W3_JANUARY,OKX,SYNC_CONFIRMATION,0,SELL_PRESSURE_NO_ABSORPTION_EVENT,87799.95,2.045,225,-18706.6,-9980.97,-0.227,-0.1311,0.01
OK-W3_JANUARY-CVD_-2270,2026-01-29T13:50:00+00:00,W3_JANUARY,OKX,SYNC_CONFIRMATION,0,CVD_BREAKDOWN_EVENT,88013.75,2.199,79,-6131.6,-4714.22,-0.063,0.2244,0.346
By-W3_JANUARY-SELL-2305,2026-01-29T14:25:00+00:00,W3_JANUARY,Bybit,SYNC_CONFIRMATION,1,SELL_PRESSURE_NO_ABSORPTION_EVENT,87922.45,2.122,44,-16.9,-18.568,-0.107,-0.0414,0.252
By-W3_JANUARY-CVD_-2306,2026-01-29T14:26:00+00:00,W3_JANUARY,Bybit,SYNC_CONFIRMATION,0,CVD_BREAKDOWN_EVENT,87850.15,2.042,43,-92.2,-16.922,-0.188,-0.1721,0.169
OK-W3_JANUARY-SELL-2311,2026-01-29T14:31:00+00:00,W3_JANUARY,OKX,SYNC_CONFIRMATION,0,SELL_PRESSURE_NO_ABSORPTION_EVENT,87784.05,2.028,39,-13521.9,-6891.05,-0.255,-0.0817,0.084
By-W3_JANUARY-FORC-2333,2026-01-29T14:53:00+00:00,W3_JANUARY,Bybit,SYNC_CONFIRMATION,0,FORCED_UNWIND_EVENT,87375.15,2.122,20,-304.9,-124.949,-0.593,-0.2214,0.0
By-W3_JANUARY-SELL-2336,2026-01-29T14:56:00+00:00,W3_JANUARY,Bybit,SYNC_CONFIRMATION,0,SELL_PRESSURE_NO_ABSORPTION_EVENT,87266.95,2.0,17,-328.0,-271.397,-0.477,-0.5596,0.0
By-W3_JANUARY-CVD_-2337,2026-01-29T14:57:00+00:00,W3_JANUARY,Bybit,SYNC_CONFIRMATION,0,CVD_BREAKDOWN_EVENT,87124.95,2.115,17,-582.7,-328.007,-0.514,-0.16,0.0
OK-W3_JANUARY-FORC-2338,2026-01-29T14:58:00+00:00,W3_JANUARY,OKX,SYNC_CONFIRMATION,0,FORCED_UNWIND_EVENT,86974.95,2.013,19,-27621.2,-16824.88,-0.697,-0.113,0.0
OK-W3_JANUARY-SELL-2342,2026-01-29T15:02:00+00:00,W3_JANUARY,OKX,SYNC_CONFIRMATION,0,SELL_PRESSURE_NO_ABSORPTION_EVENT,86590.65,2.187,38,-56384.2,-50255.23,-1.311,-0.1469,0.0
OK-W3_JANUARY-CVD_-2345,2026-01-29T15:05:00+00:00,W3_JANUARY,OKX,SYNC_CONFIRMATION,0,CVD_BREAKDOWN_EVENT,86424.85,2.094,36,-91579.5,-81165.65,-1.377,-0.1865,0.008
By-W3_JANUARY-CVD_-2507,2026-01-29T17:47:00+00:00,W3_JANUARY,Bybit,SYNC_CONFIRMATION,1,CVD_BREAKDOWN_EVENT,84547.65,2.006,472,-792.9,-243.662,-0.489,0.109,0.224
OK-W3_JANUARY-CVD_-2507,2026-01-29T17:47:00+00:00,W3_JANUARY,OKX,SYNC_CONFIRMATION,0,CVD_BREAKDOWN_EVENT,84561.95,2.042,472,-30556.9,4.85,-0.466,-0.0878,0.216
OK-W3_JANUARY-SELL-2508,2026-01-29T17:48:00+00:00,W3_JANUARY,OKX,SYNC_CONFIRMATION,0,SELL_PRESSURE_NO_ABSORPTION_EVENT,84568.05,2.049,471,-27948.4,-30556.93,-0.426,-0.1012,0.223
By-W3_JANUARY-SELL-2511,2026-01-29T17:51:00+00:00,W3_JANUARY,Bybit,SYNC_CONFIRMATION,0,SELL_PRESSURE_NO_ABSORPTION_EVENT,84486.55,2.006,469,-910.2,-873.674,-0.651,-0.1095,0.151
OK-W3_JANUARY-SELL-2539,2026-01-29T18:19:00+00:00,W3_JANUARY,OKX,SYNC_CONFIRMATION,0,SELL_PRESSURE_NO_ABSORPTION_EVENT,84187.45,2.374,442,-14762.5,-9963.49,-0.318,-0.1727,0.104
By-W3_JANUARY-SELL-2542,2026-01-29T18:22:00+00:00,W3_JANUARY,Bybit,SYNC_CONFIRMATION,0,SELL_PRESSURE_NO_ABSORPTION_EVENT,83967.45,2.121,439,-394.1,-279.746,-0.521,-0.0359,0.0
By-W3_JANUARY-CVD_-2542,2026-01-29T18:22:00+00:00,W3_JANUARY,Bybit,SYNC_CONFIRMATION,0,CVD_BREAKDOWN_EVENT,83967.45,2.121,439,-394.1,-279.746,-0.521,-0.0359,0.0
OK-W3_JANUARY-CVD_-2542,2026-01-29T18:22:00+00:00,W3_JANUARY,OKX,SYNC_CONFIRMATION,0,CVD_BREAKDOWN_EVENT,83979.25,2.132,439,-24114.2,-19580.28,-0.522,-0.0642,0.0
OK-W3_JANUARY-SELL-2571,2026-01-29T18:51:00+00:00,W3_JANUARY,OKX,SYNC_CONFIRMATION,1,SELL_PRESSURE_NO_ABSORPTION_EVENT,83703.15,3.112,411,-15339.4,-9975.4,-0.267,-0.0696,0.139
OK-W3_JANUARY-CVD_-2573,2026-01-29T18:53:00+00:00,W3_JANUARY,OKX,SYNC_CONFIRMATION,0,CVD_BREAKDOWN_EVENT,83577.65,2.967,409,-46974.2,-40753.14,-0.396,0.0086,0.0
By-W3_JANUARY-CVD_-2574,2026-01-29T18:54:00+00:00,W3_JANUARY,Bybit,SYNC_CONFIRMATION,0,CVD_BREAKDOWN_EVENT,83525.35,2.818,408,-412.1,-175.872,-0.387,0.1377,0.0
By-W3_JANUARY-SELL-2576,2026-01-29T18:56:00+00:00,W3_JANUARY,Bybit,SYNC_CONFIRMATION,0,SELL_PRESSURE_NO_ABSORPTION_EVENT,83585.15,2.888,406,-540.8,-440.666,-0.508,-0.0049,0.072
OK-W3_JANUARY-SELL-2632,2026-01-29T19:52:00+00:00,W3_JANUARY,OKX,SYNC_CONFIRMATION,2,SELL_PRESSURE_NO_ABSORPTION_EVENT,83961.35,2.111,349,-13958.2,-7662.03,-0.229,-0.3972,0.659
OK-W3_JANUARY-ACTI-2632,2026-01-29T19:52:00+00:00,W3_JANUARY,OKX,SYNC_CONFIRMATION,2,ACTIVE_MARKDOWN_EVENT,83961.35,2.111,349,-13958.2,-7662.03,-0.229,-0.3972,0.659
OK-W3_JANUARY-SELL-2673,2026-01-29T20:33:00+00:00,W3_JANUARY,OKX,SYNC_CONFIRMATION,0,SELL_PRESSURE_NO_ABSORPTION_EVENT,83910.45,2.052,308,-5178.6,-2090.29,-0.302,-0.0179,0.598
OK-W3_JANUARY-ACTI-2673,2026-01-29T20:33:00+00:00,W3_JANUARY,OKX,SYNC_CONFIRMATION,0,ACTIVE_MARKDOWN_EVENT,83910.45,2.052,308,-5178.6,-2090.29,-0.302,-0.0179,0.598
By-W3_JANUARY-SELL-2674,2026-01-29T20:34:00+00:00,W3_JANUARY,Bybit,SYNC_CONFIRMATION,-1,SELL_PRESSURE_NO_ABSORPTION_EVENT,83919.25,2.065,307,-17.2,-4.436,-0.26,-0.1328,0.62
By-W3_JANUARY-ACTI-2674,2026-01-29T20:34:00+00:00,W3_JANUARY,Bybit,SYNC_CONFIRMATION,-1,ACTIVE_MARKDOWN_EVENT,83919.25,2.065,307,-17.2,-4.436,-0.26,-0.1328,0.62
By-W3_JANUARY-SELL-2893,2026-01-30T00:13:00+00:00,W3_JANUARY,Bybit,SYNC_CONFIRMATION,1,SELL_PRESSURE_NO_ABSORPTION_EVENT,84502.55,2.025,87,-50.6,-42.212,-0.188,-0.1156,0.842
By-W3_JANUARY-ACTI-2893,2026-01-30T00:13:00+00:00,W3_JANUARY,Bybit,SYNC_CONFIRMATION,1,ACTIVE_MARKDOWN_EVENT,84502.55,2.025,87,-50.6,-42.212,-0.188,-0.1156,0.842
OK-W3_JANUARY-SELL-2893,2026-01-30T00:13:00+00:00,W3_JANUARY,OKX,SYNC_CONFIRMATION,0,SELL_PRESSURE_NO_ABSORPTION_EVENT,84499.95,2.021,87,-2511.2,-226.42,-0.184,-0.1649,0.841
OK-W3_JANUARY-ACTI-2893,2026-01-30T00:13:00+00:00,W3_JANUARY,OKX,SYNC_CONFIRMATION,0,ACTIVE_MARKDOWN_EVENT,84499.95,2.021,87,-2511.2,-226.42,-0.184,-0.1649,0.841
By-W3_JANUARY-CVD_-2904,2026-01-30T00:24:00+00:00,W3_JANUARY,Bybit,SYNC_CONFIRMATION,0,CVD_BREAKDOWN_EVENT,84381.95,2.602,77,-154.3,-139.403,-0.3,-0.4103,0.698
OK-W3_JANUARY-CVD_-2907,2026-01-30T00:27:00+00:00,W3_JANUARY,OKX,SYNC_CONFIRMATION,0,CVD_BREAKDOWN_EVENT,84302.35,2.507,74,-12474.3,-10679.38,-0.254,-0.6352,0.606
OK-W3_JANUARY-SELL-2934,2026-01-30T00:54:00+00:00,W3_JANUARY,OKX,SYNC_CONFIRMATION,0,SELL_PRESSURE_NO_ABSORPTION_EVENT,84149.95,2.33,47,-3922.9,-7485.64,-0.19,-0.3557,0.137
By-W3_JANUARY-CVD_-2939,2026-01-30T00:59:00+00:00,W3_JANUARY,Bybit,SYNC_CONFIRMATION,1,CVD_BREAKDOWN_EVENT,84140.05,2.322,42,-193.7,-171.835,-0.244,-0.3919,0.018
By-W3_JANUARY-SELL-2965,2026-01-30T01:25:00+00:00,W3_JANUARY,Bybit,SYNC_CONFIRMATION,0,SELL_PRESSURE_NO_ABSORPTION_EVENT,83801.15,3.138,17,-397.3,-443.053,-0.392,-0.165,0.292
OK-W3_JANUARY-SELL-2965,2026-01-30T01:25:00+00:00,W3_JANUARY,OKX,SYNC_CONFIRMATION,0,SELL_PRESSURE_NO_ABSORPTION_EVENT,83801.75,3.226,17,-43756.7,-42570.31,-0.394,-0.0166,0.311
