regime,window_id,ts_iso,outcome,ret_30m,ret_60m,ret_180m,ret_360m,price_vs_vwap180_pct,cvd_60m,cvd_180m,net_taker_60m,up_from_recent_low_pct,range_180m_pct,buy_recovery,downside_progress,weak_bounce,bounce_danger,chop,uptrend_danger,downtrend_perm,seller_ctrl_strict
TREND_DOWN,DOWN_NOV,2025-11-19T08:02:00+00:00,WIN,0.524,0.833,0.738,-0.642,1.019,16117.8,68880.19,22470.29,0.833,2.145,False,False,False,False,False,True,False,False
TREND_DOWN,DOWN_NOV,2025-11-19T08:03:00+00:00,WIN,0.331,0.8,0.734,-0.609,1.007,14330.92,69488.81,16117.8,0.8,2.145,False,False,False,False,False,True,False,False
TREND_DOWN,DOWN_NOV,2025-11-19T08:04:00+00:00,WIN,0.348,0.742,0.741,-0.645,1.029,12789.0,68030.96,14330.92,0.742,2.145,False,False,False,False,False,True,False,False
TREND_DOWN,DOWN_NOV,2025-11-19T08:05:00+00:00,WIN,0.364,0.677,0.775,-0.861,1.008,4010.43,66855.98,12789.0,0.68,2.145,False,False,False,False,False,True,False,False
TREND_DOWN,DOWN_NOV,2025-11-19T08:06:00+00:00,WIN,0.254,0.534,0.614,-0.916,0.927,-2155.57,58644.59,4010.43,0.6,2.145,False,False,False,False,False,True,False,False
TREND_DOWN,DOWN_NOV,2025-11-19T08:09:00+00:00,WIN,0.028,0.525,0.797,-1.008,0.939,-20310.35,73390.4,-14056.88,0.622,2.145,False,False,False,False,False,True,False,False
TREND_DOWN,DOWN_NOV,2025-11-19T08:11:00+00:00,WIN,0.028,0.586,0.772,-1.057,0.926,-19616.33,69847.95,-16376.62,0.612,2.145,False,False,False,False,False,True,False,False
TREND_DOWN,DOWN_NOV,2025-11-19T08:12:00+00:00,WIN,0.051,0.476,0.768,-1.086,0.902,-26449.37,66548.68,-19616.33,0.59,2.145,False,False,True,False,False,True,False,True
TREND_DOWN,DOWN_NOV,2025-11-19T08:13:00+00:00,WIN,0.014,0.465,0.801,-1.068,0.934,-34759.61,63442.83,-26449.37,0.624,2.145,False,False,False,False,False,True,False,False
TREND_DOWN,DOWN_NOV,2025-11-19T08:15:00+00:00,WIN,-0.02,0.533,0.805,-1.075,0.935,-39241.93,60994.48,-37000.7,0.628,2.145,False,False,False,False,False,True,False,False
TREND_DOWN,DOWN_NOV,2025-11-19T08:16:00+00:00,WIN,-0.193,0.565,0.781,-1.13,0.933,-39664.63,55326.77,-39241.93,0.628,2.145,False,False,False,False,False,True,False,False
TREND_DOWN,DOWN_NOV,2025-11-19T08:17:00+00:00,TIMEOUT,-0.307,0.515,0.728,-1.092,0.89,-41760.99,48529.44,-39664.63,0.586,2.145,False,False,True,False,False,True,False,True
TREND_DOWN,DOWN_NOV,2025-11-19T08:18:00+00:00,TIMEOUT,-0.251,0.509,0.71,-1.056,0.861,-46847.05,40335.47,-41760.99,0.558,2.145,False,False,True,False,False,True,False,True
TREND_DOWN,DOWN_NOV,2025-11-19T08:19:00+00:00,TIMEOUT,-0.346,0.527,0.648,-1.019,0.834,-52052.42,33675.36,-46847.05,0.535,2.145,False,False,True,False,False,True,False,True
TREND_DOWN,DOWN_NOV,2025-11-19T08:20:00+00:00,WIN,-0.284,0.496,0.602,-0.976,0.819,-60419.27,22949.83,-52052.42,0.522,2.145,False,False,True,False,False,True,False,True
TREND_DOWN,DOWN_NOV,2025-11-19T08:22:00+00:00,WIN,-0.201,0.446,0.702,-0.815,0.863,-66230.02,21812.61,-65063.48,0.577,2.145,False,False,True,False,False,True,False,True
TREND_DOWN,DOWN_NOV,2025-11-19T08:40:00+00:00,WIN,-0.247,-0.14,1.179,-1.354,0.614,-82311.76,46545.42,-75681.45,0.0,2.145,False,True,True,False,False,True,False,True
TREND_DOWN,DOWN_NOV,2025-11-19T08:41:00+00:00,WIN,-0.205,-0.177,1.224,-1.251,0.604,-84350.66,49358.03,-82311.76,0.0,2.145,False,True,True,False,False,True,False,True
TREND_DOWN,DOWN_NOV,2025-11-19T08:42:00+00:00,WIN,-0.14,-0.089,1.286,-1.128,0.638,-81083.17,46672.34,-84350.66,0.044,2.145,False,True,True,False,False,True,False,True
TREND_DOWN,DOWN_NOV,2025-11-19T08:43:00+00:00,WIN,-0.181,-0.168,1.234,-1.11,0.62,-84646.93,45843.42,-81083.17,0.036,2.145,False,True,True,False,False,True,False,True
TREND_DOWN,DOWN_NOV,2025-11-19T08:44:00+00:00,WIN,-0.208,-0.164,1.368,-1.124,0.633,-84890.8,48032.71,-84646.93,0.053,2.145,False,True,True,False,False,True,False,True
TREND_DOWN,DOWN_NOV,2025-11-19T08:45:00+00:00,WIN,-0.211,-0.23,1.263,-1.21,0.584,-82550.56,39819.51,-84890.8,0.011,2.145,False,True,True,False,False,True,False,True
TREND_DOWN,DOWN_NOV,2025-11-19T08:46:00+00:00,WIN,-0.282,-0.474,1.391,-1.28,0.502,-93153.34,44590.35,-82550.56,0.0,2.145,False,True,True,False,False,True,False,True
TREND_DOWN,DOWN_NOV,2025-11-19T08:47:00+00:00,WIN,-0.297,-0.603,1.48,-1.317,0.427,-99133.94,41859.33,-93153.34,0.0,2.145,False,True,True,False,False,True,False,True
TREND_DOWN,DOWN_NOV,2025-11-19T08:48:00+00:00,WIN,-0.282,-0.532,1.369,-1.336,0.38,-94114.13,28105.52,-99133.94,0.0,2.145,False,True,True,False,False,True,False,True
TREND_DOWN,DOWN_NOV,2025-11-19T08:49:00+00:00,WIN,-0.28,-0.625,1.455,-1.412,0.34,-81640.14,42085.1,-94114.13,0.0,2.145,False,True,True,False,False,True,False,True
TREND_DOWN,DOWN_NOV,2025-11-19T08:50:00+00:00,WIN,-0.334,-0.618,1.427,-1.446,0.241,-83578.83,49341.51,-81640.14,0.0,2.145,False,True,True,False,False,True,False,True
TREND_DOWN,DOWN_NOV,2025-11-19T08:51:00+00:00,WIN,-0.332,-0.595,1.401,-1.37,0.292,-79416.06,39897.48,-83578.83,0.077,2.041,False,True,True,False,False,True,False,True
TREND_DOWN,DOWN_NOV,2025-11-19T08:52:00+00:00,WIN,-0.323,-0.523,1.365,-1.382,0.266,-73466.36,35188.21,-79416.06,0.066,2.016,False,True,True,False,False,True,False,True
TREND_DOWN,DOWN_NOV,2025-11-19T08:53:00+00:00,WIN,-0.378,-0.467,1.22,-1.324,0.245,-69061.11,22496.2,-73466.36,0.058,1.878,False,True,True,False,False,True,False,True
TREND_DOWN,DOWN_NOV,2025-11-19T08:54:00+00:00,WIN,-0.369,-0.463,1.137,-1.473,0.222,-68516.89,6184.23,-69061.11,0.055,1.87,False,True,True,False,False,True,False,True
TREND_DOWN,DOWN_NOV,2025-11-19T08:57:00+00:00,WIN,-0.455,-0.456,1.306,-1.297,0.275,-71894.9,-3430.24,-72490.59,0.15,1.87,False,False,True,False,False,True,False,True
TREND_DOWN,DOWN_NOV,2025-11-19T08:58:00+00:00,WIN,-0.49,-0.502,1.265,-1.244,0.238,-72466.42,-6864.46,-71894.9,0.121,1.859,False,False,True,False,False,True,False,True
TREND_DOWN,DOWN_NOV,2025-11-19T08:59:00+00:00,WIN,-0.486,-0.416,1.103,-1.199,0.25,-70383.67,-10300.61,-72466.42,0.139,1.818,False,False,True,False,False,True,False,True
TREND_DOWN,DOWN_NOV,2025-11-19T09:01:00+00:00,WIN,-0.544,-0.523,1.107,-1.274,0.126,-79524.27,-8827.75,-70069.04,0.032,1.806,False,True,True,False,False,True,False,True
TREND_DOWN,DOWN_NOV,2025-11-19T09:02:00+00:00,TIMEOUT,-0.587,-0.562,1.027,-1.408,0.02,-80922.71,-15970.78,-79524.27,0.0,1.806,False,True,True,False,False,True,False,True
TREND_DOWN,DOWN_NOV,2025-11-19T09:03:00+00:00,WIN,-0.556,-0.513,0.985,-1.42,0.052,-80581.7,-21763.85,-80922.71,0.037,1.774,False,True,True,False,False,True,False,True
TREND_DOWN,DOWN_NOV,2025-11-19T09:04:00+00:00,TIMEOUT,-0.708,-0.674,0.735,-1.526,-0.096,-85143.77,-28390.59,-80581.7,0.0,1.774,False,True,True,False,False,True,False,True
TREND_DOWN,DOWN_NOV,2025-11-19T09:05:00+00:00,TIMEOUT,-0.789,-0.76,0.695,-1.54,-0.207,-87685.49,-32724.81,-85143.77,0.0,1.774,False,True,True,False,False,True,False,True
TREND_DOWN,DOWN_NOV,2025-11-19T09:06:00+00:00,TIMEOUT,-0.703,-0.688,0.779,-1.488,-0.216,-80909.25,-32257.61,-87685.49,0.0,1.774,False,True,True,False,False,True,False,True
TREND_DOWN,DOWN_NOV,2025-11-19T09:07:00+00:00,TIMEOUT,-0.59,-0.715,0.776,-1.341,-0.117,-80788.14,-34228.26,-80909.25,0.104,1.728,False,False,True,False,False,True,False,True
TREND_DOWN,DOWN_NOV,2025-11-19T09:08:00+00:00,TIMEOUT,-0.527,-0.629,0.691,-1.311,-0.071,-78749.16,-40278.39,-80788.14,0.151,1.728,False,False,True,False,False,True,False,True
TREND_DOWN,DOWN_NOV,2025-11-19T09:09:00+00:00,TIMEOUT,-0.438,-0.531,0.75,-1.263,-0.055,-75863.36,-66570.78,-78749.16,0.179,1.728,False,False,True,False,False,True,False,True
TREND_DOWN,DOWN_NOV,2025-11-19T09:10:00+00:00,WIN,-0.257,-0.503,0.975,-1.207,-0.02,-73815.45,-54786.67,-75863.36,0.24,1.728,False,False,True,False,False,True,False,True
TREND_DOWN,DOWN_NOV,2025-11-19T09:11:00+00:00,TIMEOUT,-0.297,-0.501,0.805,-1.225,-0.088,-71249.66,-57262.1,-73815.45,0.199,1.631,False,False,True,False,False,True,False,True
TREND_DOWN,DOWN_NOV,2025-11-19T09:12:00+00:00,WIN,-0.243,-0.382,0.826,-1.129,0.007,-67438.22,-58302.35,-71249.66,0.297,1.631,False,False,True,False,False,True,False,True
TREND_DOWN,DOWN_NOV,2025-11-19T09:13:00+00:00,WIN,-0.267,-0.448,0.784,-1.179,-0.028,-66006.96,-57938.44,-67438.22,0.265,1.631,False,False,True,False,False,True,False,True
TREND_DOWN,DOWN_NOV,2025-11-19T09:14:00+00:00,WIN,-0.271,-0.478,0.749,-1.084,-0.02,-66355.58,-59487.5,-66006.96,0.279,1.631,False,False,True,False,False,True,False,True
TREND_DOWN,DOWN_NOV,2025-11-19T09:15:00+00:00,WIN,-0.275,-0.484,0.649,-1.092,-0.069,-65657.99,-66980.46,-66355.58,0.232,1.631,False,False,True,False,False,True,False,True
TREND_DOWN,DOWN_NOV,2025-11-19T09:18:00+00:00,WIN,-0.189,-0.47,0.72,-1.103,-0.161,-64134.38,-60803.46,-63780.39,0.177,1.631,False,False,True,False,False,True,False,True
TREND_DOWN,DOWN_NOV,2025-11-19T09:21:00+00:00,WIN,-0.221,-0.552,0.717,-1.117,-0.212,-50182.94,-61832.3,-49991.1,0.133,1.588,False,False,True,False,False,True,False,False
TREND_DOWN,DOWN_NOV,2025-11-19T09:23:00+00:00,TIMEOUT,-0.263,-0.64,0.664,-1.224,-0.275,-52453.6,-63034.01,-50847.01,0.072,1.585,False,True,True,False,False,True,False,True
TREND_DOWN,DOWN_NOV,2025-11-19T09:25:00+00:00,WIN,-0.271,-0.578,0.508,-1.146,-0.221,-54331.47,-75260.17,-54904.74,0.128,1.437,False,False,True,False,False,True,False,True
TREND_DOWN,DOWN_NOV,2025-11-19T09:27:00+00:00,WIN,-0.3,-0.754,0.537,-1.196,-0.235,-58633.49,-74374.59,-56975.59,0.127,1.401,False,False,True,False,False,True,False,True
TREND_DOWN,DOWN_NOV,2025-11-19T10:21:00+00:00,WIN,0.127,0.236,0.218,-0.315,-0.154,22780.85,-92465.57,22790.35,0.297,0.988,False,False,True,False,False,True,False,False
TREND_DOWN,DOWN_NOV,2025-11-19T10:22:00+00:00,WIN,0.052,0.154,0.122,-0.357,-0.18,18141.23,-98935.8,22780.85,0.272,0.988,False,False,True,False,False,True,False,False
TREND_DOWN,DOWN_NOV,2025-11-19T10:23:00+00:00,WIN,0.047,0.253,0.022,-0.393,-0.2,19307.09,-102357.49,18141.23,0.253,0.988,False,False,True,False,False,True,False,False
TREND_DOWN,DOWN_NOV,2025-11-19T10:24:00+00:00,WIN,-0.032,0.262,0.098,-0.4,-0.168,16878.92,-105409.55,19307.09,0.262,0.988,False,False,True,False,False,True,False,False
TREND_DOWN,DOWN_NOV,2025-11-19T10:25:00+00:00,WIN,-0.076,0.195,0.104,-0.354,-0.206,16209.78,-105546.09,16878.92,0.196,0.988,False,False,True,False,False,True,False,False
TREND_DOWN,DOWN_NOV,2025-11-19T10:26:00+00:00,WIN,0.017,0.256,0.154,-0.334,-0.149,14770.56,-104764.98,16209.78,0.256,0.988,False,False,True,False,False,True,False,False
TREND_DOWN,DOWN_NOV,2025-11-19T10:31:00+00:00,WIN,-0.075,0.042,0.262,-0.159,-0.144,13491.55,-94691.86,13696.1,0.169,0.988,False,False,True,False,False,True,False,False
TREND_DOWN,DOWN_NOV,2025-11-19T10:32:00+00:00,WIN,-0.122,0.034,0.131,-0.094,-0.15,14440.74,-96244.59,13491.55,0.164,0.988,False,False,True,False,False,True,False,False
TREND_DOWN,DOWN_NOV,2025-11-19T10:46:00+00:00,WIN,-0.222,0.011,-0.62,-0.082,-0.235,11264.2,-120682.47,10674.06,0.065,0.988,False,False,True,False,False,True,False,False
TREND_DOWN,DOWN_NOV,2025-11-19T10:48:00+00:00,WIN,-0.21,0.01,-0.664,-0.101,-0.271,6251.01,-117986.47,8031.7,0.01,0.976,False,False,True,False,False,True,False,False
TREND_DOWN,DOWN_NOV,2025-11-19T10:49:00+00:00,WIN,-0.147,-0.11,-0.749,-0.143,-0.276,5030.1,-104841.01,6251.01,0.0,0.976,False,True,True,False,False,True,True,False
TREND_DOWN,DOWN_NOV,2025-11-19T10:50:00+00:00,WIN,-0.189,-0.205,-0.722,-0.172,-0.309,705.14,-106030.22,5030.1,0.0,0.955,False,True,True,False,False,True,True,False
TREND_DOWN,DOWN_NOV,2025-11-19T10:51:00+00:00,WIN,-0.139,-0.012,-0.719,-0.192,-0.246,4605.16,-101968.38,705.14,0.058,0.955,False,True,True,False,False,True,True,False
TREND_DOWN,DOWN_NOV,2025-11-19T10:52:00+00:00,WIN,-0.094,-0.042,-0.616,-0.186,-0.222,2145.69,-94903.08,4605.16,0.078,0.909,False,True,True,False,False,True,True,False
TREND_DOWN,DOWN_NOV,2025-11-19T10:53:00+00:00,WIN,-0.09,-0.043,-0.568,-0.211,-0.229,-577.22,-93147.32,2145.69,0.063,0.909,False,True,True,False,False,False,True,False
TREND_DOWN,DOWN_NOV,2025-11-19T10:54:00+00:00,WIN,-0.118,-0.15,-0.554,-0.177,-0.219,-737.51,-92651.12,-577.22,0.069,0.909,False,True,True,False,False,False,True,True
TREND_DOWN,DOWN_NOV,2025-11-19T10:55:00+00:00,WIN,-0.09,-0.166,-0.594,-0.126,-0.225,-3287.62,-93174.54,-737.51,0.062,0.909,False,True,True,False,False,False,True,True
TREND_DOWN,DOWN_NOV,2025-11-19T10:56:00+00:00,WIN,-0.113,-0.097,-0.633,-0.078,-0.187,-1413.46,-95799.33,-3287.62,0.097,0.909,False,True,True,False,False,False,True,True
TREND_DOWN,DOWN_NOV,2025-11-19T10:57:00+00:00,WIN,-0.206,-0.15,-0.633,-0.08,-0.201,-1478.66,-95844.67,-1413.46,0.078,0.908,False,True,True,False,False,False,True,True
TREND_DOWN,DOWN_NOV,2025-11-19T10:58:00+00:00,WIN,-0.209,-0.176,-0.64,0.065,-0.19,-1862.06,-95480.81,-1478.66,0.087,0.908,False,True,True,False,False,True,True,True
TREND_DOWN,DOWN_NOV,2025-11-19T10:59:00+00:00,WIN,-0.199,-0.235,-0.598,0.153,-0.214,-3440.38,-92967.02,-1862.06,0.062,0.908,False,True,True,False,False,True,True,True
TREND_DOWN,DOWN_NOV,2025-11-19T11:31:00+00:00,WIN,0.152,0.017,-0.445,0.711,0.028,-3695.33,-51294.26,-1688.46,0.238,0.859,False,False,True,False,False,True,False,True
TREND_DOWN,DOWN_NOV,2025-11-19T11:32:00+00:00,WIN,0.184,0.082,-0.334,0.872,0.09,-3595.89,-51221.51,-3695.33,0.297,0.827,False,False,True,False,False,True,False,True
TREND_DOWN,DOWN_NOV,2025-11-19T11:34:00+00:00,WIN,0.28,0.172,-0.291,1.015,0.155,-2080.57,-48989.41,-3500.03,0.36,0.827,False,False,True,False,False,True,False,True
TREND_DOWN,DOWN_NOV,2025-11-19T11:35:00+00:00,WIN,0.243,0.112,-0.287,1.021,0.136,196.34,-48940.33,-2080.57,0.34,0.802,False,False,True,False,False,True,False,False
TREND_DOWN,DOWN_NOV,2025-11-19T11:36:00+00:00,WIN,0.097,0.114,-0.222,1.0,0.108,-325.98,-47468.31,196.34,0.312,0.708,False,False,True,False,False,True,False,False
TREND_DOWN,DOWN_NOV,2025-11-19T11:37:00+00:00,WIN,-0.0,0.029,-0.239,1.104,0.081,99.73,-47754.13,-325.98,0.284,0.698,False,False,True,False,False,True,False,False
TREND_DOWN,DOWN_NOV,2025-11-19T11:54:00+00:00,WIN,-0.183,0.095,0.003,1.141,-0.033,14591.8,-9542.43,15797.91,0.102,0.68,False,False,True,False,False,True,False,False
TREND_DOWN,DOWN_NOV,2025-11-19T11:55:00+00:00,WIN,-0.227,0.059,-0.107,1.071,-0.076,10747.28,-14602.07,14591.8,0.059,0.68,False,False,True,False,False,True,False,False
TREND_DOWN,DOWN_NOV,2025-11-19T11:56:00+00:00,WIN,-0.219,0.071,-0.064,1.13,-0.028,9043.33,-14265.41,10747.28,0.106,0.68,False,False,True,False,False,True,False,False
TREND_DOWN,DOWN_NOV,2025-11-19T11:57:00+00:00,WIN,-0.207,0.1,-0.078,1.227,-0.018,8831.82,-15117.95,9043.33,0.116,0.68,False,False,True,False,False,True,False,False
TREND_DOWN,DOWN_NOV,2025-11-19T11:58:00+00:00,WIN,-0.192,0.106,-0.033,1.231,-0.002,9289.47,-13724.92,8831.82,0.131,0.68,False,False,True,False,False,True,False,False
TREND_DOWN,DOWN_NOV,2025-11-19T11:59:00+00:00,WIN,-0.152,0.101,-0.082,1.02,-0.032,9981.41,-12601.94,9289.47,0.101,0.68,False,False,True,False,False,True,False,False
TREND_DOWN,DOWN_NOV,2025-11-19T12:00:00+00:00,WIN,-0.11,0.111,-0.062,1.193,0.001,8559.01,-12435.12,9981.41,0.116,0.68,False,False,True,False,False,True,False,False
TREND_DOWN,DOWN_NOV,2025-11-19T12:02:00+00:00,WIN,-0.094,0.09,0.16,1.189,0.007,3612.79,-4074.64,7132.6,0.123,0.68,False,False,True,False,False,True,False,False
TREND_DOWN,DOWN_NOV,2025-11-19T12:03:00+00:00,WIN,-0.167,0.059,0.093,1.078,-0.027,3779.5,-3235.66,3612.79,0.092,0.68,False,False,True,False,False,True,False,False
TREND_DOWN,DOWN_NOV,2025-11-19T12:19:00+00:00,WIN,-0.235,-0.417,0.0,0.834,-0.178,-15465.6,5694.65,-12568.76,0.0,0.607,False,True,True,False,False,True,False,True
TREND_DOWN,DOWN_NOV,2025-11-19T12:20:00+00:00,WIN,-0.321,-0.454,-0.127,0.825,-0.219,-20635.7,3730.32,-15465.6,0.0,0.607,False,True,True,False,False,True,False,True
TREND_DOWN,DOWN_NOV,2025-11-19T12:21:00+00:00,WIN,-0.154,-0.362,0.131,0.849,-0.141,-20379.86,6452.68,-20635.7,0.077,0.607,False,True,True,False,False,True,False,True
TREND_DOWN,DOWN_NOV,2025-11-19T12:22:00+00:00,WIN,-0.05,-0.268,0.162,0.948,-0.054,-18437.95,7610.28,-20379.86,0.165,0.607,False,False,True,False,False,True,False,True
TREND_DOWN,DOWN_NOV,2025-11-19T12:23:00+00:00,WIN,-0.041,-0.215,0.268,0.934,-0.069,-17817.71,9056.35,-18437.95,0.153,0.607,False,False,True,False,False,True,False,True
TREND_DOWN,DOWN_NOV,2025-11-19T12:24:00+00:00,WIN,0.062,-0.121,0.301,0.906,-0.017,-13756.34,13296.65,-17817.71,0.211,0.583,False,False,True,False,False,True,False,True
TREND_DOWN,DOWN_NOV,2025-11-19T12:29:00+00:00,WIN,-0.042,-0.194,0.074,0.613,-0.128,-13065.43,7473.4,-15891.88,0.106,0.507,False,False,True,False,False,True,False,True
TREND_DOWN,DOWN_NOV,2025-11-19T12:35:00+00:00,WIN,-0.026,-0.124,0.069,0.614,-0.035,-18348.4,-5552.26,-15758.58,0.201,0.507,False,False,True,False,False,True,False,False
TREND_DOWN,DOWN_NOV,2025-11-19T12:36:00+00:00,WIN,-0.166,-0.14,0.02,0.591,-0.078,-18578.92,-5912.78,-18348.4,0.158,0.507,False,False,True,False,False,True,False,False
TREND_DOWN,DOWN_NOV,2025-11-19T12:39:00+00:00,WIN,-0.225,-0.256,-0.07,0.527,-0.126,-19393.07,-3478.96,-18931.67,0.108,0.507,False,False,True,False,False,True,False,True
TREND_DOWN,DOWN_NOV,2025-11-19T13:06:00+00:00,WIN,0.18,0.014,-0.054,0.368,0.06,-13285.95,-28403.84,-11598.5,0.338,0.654,False,False,True,False,False,True,False,True
TREND_DOWN,DOWN_NOV,2025-11-19T13:12:00+00:00,WIN,0.251,0.277,0.118,0.409,0.153,-14098.6,-29320.55,-14768.81,0.426,0.654,False,False,True,False,False,True,False,True
TREND_DOWN,DOWN_NOV,2025-11-19T13:13:00+00:00,WIN,0.264,0.275,0.099,0.357,0.147,-12366.37,-28376.07,-14098.6,0.42,0.654,False,False,True,False,False,True,False,True
TREND_DOWN,DOWN_NOV,2025-11-19T13:14:00+00:00,WIN,0.166,0.194,0.101,0.32,0.098,-13652.25,-28032.21,-12366.37,0.372,0.654,False,False,True,False,False,True,False,True
TREND_DOWN,DOWN_NOV,2025-11-19T13:33:00+00:00,WIN,-0.015,0.216,0.269,0.208,0.15,-4121.95,-22728.56,-1855.01,0.377,0.695,False,False,True,False,False,True,False,True
TREND_DOWN,DOWN_NOV,2025-11-19T13:34:00+00:00,WIN,-0.025,0.165,0.209,0.127,0.074,-6681.81,-24520.96,-4121.95,0.302,0.695,False,False,True,False,False,True,False,True
TREND_DOWN,DOWN_NOV,2025-11-19T13:35:00+00:00,WIN,-0.072,0.092,0.08,0.073,-0.015,-8925.23,-27077.29,-6681.81,0.213,0.695,False,False,True,False,False,True,False,True
TREND_DOWN,DOWN_NOV,2025-11-19T13:36:00+00:00,WIN,-0.114,0.066,0.04,-0.026,-0.085,-14655.72,-33560.62,-8925.23,0.144,0.695,False,False,True,False,False,True,False,True
TREND_DOWN,DOWN_NOV,2025-11-19T13:38:00+00:00,WIN,-0.133,0.166,0.011,-0.185,-0.057,-17837.92,-33717.36,-18733.92,0.166,0.695,False,False,True,False,False,True,False,True
TREND_DOWN,DOWN_NOV,2025-11-19T13:39:00+00:00,WIN,-0.325,0.033,-0.083,-0.355,-0.164,-20525.13,-35167.71,-17837.92,0.033,0.695,False,False,True,False,False,True,False,True
TREND_DOWN,DOWN_NOV,2025-11-19T13:40:00+00:00,WIN,-0.241,0.094,0.03,-0.225,-0.078,-2912.23,-16906.82,-20525.13,0.102,0.695,False,False,True,False,False,True,False,True
TREND_DOWN,DOWN_NOV,2025-11-19T13:41:00+00:00,WIN,-0.169,0.143,0.009,-0.22,-0.034,-1848.63,-15215.37,-2912.23,0.143,0.695,False,False,True,False,False,True,False,True
TREND_DOWN,DOWN_NOV,2025-11-19T13:42:00+00:00,WIN,-0.232,0.018,-0.051,-0.249,-0.108,-3803.12,-16980.56,-1848.63,0.052,0.695,False,False,True,False,False,True,False,True
TREND_DOWN,DOWN_NOV,2025-11-19T13:43:00+00:00,WIN,-0.218,0.046,-0.042,-0.312,-0.099,-3011.51,-20075.95,-3803.12,0.06,0.695,False,False,True,False,False,True,False,True
TREND_DOWN,DOWN_NOV,2025-11-19T13:44:00+00:00,WIN,-0.129,0.036,-0.011,-0.284,-0.058,-3341.31,-19747.72,-3011.51,0.101,0.695,False,False,True,False,False,True,False,True
TREND_DOWN,DOWN_NOV,2025-11-19T13:45:00+00:00,WIN,-0.234,-0.018,0.082,-0.323,-0.073,-4758.16,-17398.44,-3341.31,0.087,0.695,False,True,True,False,False,True,False,True
TREND_DOWN,DOWN_NOV,2025-11-19T13:46:00+00:00,WIN,-0.261,0.005,0.203,-0.418,0.003,-7775.1,-16372.34,-4758.16,0.163,0.695,False,False,True,False,False,True,False,True
TREND_DOWN,DOWN_NOV,2025-11-19T13:47:00+00:00,WIN,-0.3,-0.039,0.15,-0.533,-0.04,-5860.98,-12295.62,-7775.1,0.121,0.695,False,False,True,False,False,True,False,True
TREND_DOWN,DOWN_NOV,2025-11-19T13:48:00+00:00,WIN,-0.326,-0.137,0.165,-0.501,-0.092,-7866.45,-10705.7,-5860.98,0.07,0.695,False,True,True,False,False,True,False,True
TREND_DOWN,DOWN_NOV,2025-11-19T13:53:00+00:00,WIN,-0.274,-0.282,0.096,-0.472,-0.153,-27053.36,-20212.3,-30174.33,0.07,0.681,False,True,True,False,False,True,False,True
TREND_DOWN,DOWN_NOV,2025-11-19T13:58:00+00:00,WIN,-0.422,-0.519,0.044,-0.597,-0.181,-37684.35,-23453.16,-32878.78,0.042,0.681,False,True,True,False,False,True,False,True
TREND_DOWN,DOWN_NOV,2025-11-19T14:02:00+00:00,WIN,-0.437,-0.404,-0.022,-0.514,-0.221,-28978.99,-29599.11,-25065.24,0.002,0.681,False,True,True,False,False,False,True,True
TREND_DOWN,DOWN_NOV,2025-11-19T14:03:00+00:00,WIN,-0.346,-0.361,0.011,-0.468,-0.187,-28228.04,-29418.01,-28978.99,0.035,0.681,False,True,True,False,False,True,False,True
TREND_DOWN,DOWN_NOV,2025-11-19T14:04:00+00:00,WIN,-0.385,-0.41,-0.069,-0.605,-0.3,-28076.76,-32164.36,-28228.04,0.0,0.685,False,True,True,False,False,False,True,True
TREND_DOWN,DOWN_NOV,2025-11-19T14:05:00+00:00,WIN,-0.287,-0.359,-0.077,-0.576,-0.289,-25215.93,-32591.49,-28076.76,0.01,0.685,False,True,True,False,False,False,True,True
TREND_DOWN,DOWN_NOV,2025-11-19T14:06:00+00:00,WIN,-0.24,-0.354,-0.217,-0.519,-0.31,-25211.02,-36362.44,-25215.93,0.0,0.698,False,True,True,False,False,False,True,True
TREND_DOWN,DOWN_NOV,2025-11-19T14:08:00+00:00,WIN,-0.262,-0.395,-0.317,-0.607,-0.298,-26724.26,-40873.91,-32042.95,0.003,0.698,False,True,True,False,False,False,True,True
TREND_DOWN,DOWN_NOV,2025-11-19T14:09:00+00:00,WIN,-0.215,-0.539,-0.356,-0.597,-0.352,-33612.55,-46663.79,-26724.26,0.0,0.755,False,True,True,False,False,False,True,True
TREND_DOWN,DOWN_NOV,2025-11-19T14:10:00+00:00,WIN,-0.219,-0.459,-0.346,-0.55,-0.265,-33723.99,-46236.84,-33612.55,0.08,0.755,False,True,True,False,False,False,True,True
TREND_DOWN,DOWN_NOV,2025-11-19T14:11:00+00:00,WIN,-0.204,-0.373,-0.235,-0.452,-0.209,-34428.22,-46965.92,-33723.99,0.136,0.755,False,False,True,False,False,False,False,True
TREND_DOWN,DOWN_NOV,2025-11-19T14:12:00+00:00,WIN,-0.113,-0.345,-0.254,-0.412,-0.19,-35486.6,-48338.02,-34428.22,0.154,0.755,False,False,True,False,False,False,False,True
TREND_DOWN,DOWN_NOV,2025-11-19T14:21:00+00:00,WIN,-0.098,-0.458,-0.436,-0.496,-0.25,-33134.92,-60653.28,-30488.59,0.077,0.755,False,True,True,False,False,False,True,False
TREND_DOWN,DOWN_NOV,2025-11-19T14:25:00+00:00,WIN,-0.289,-0.67,-0.492,-0.679,-0.403,-42798.95,-67445.41,-29074.96,0.0,0.842,False,True,True,False,False,False,True,True
