zone_id,direction,state,createdTs,confirmedTs,triggerTs,resolvedTs,priceLow,priceHigh,triggerPrice,reachedTs,mfePct,maePct,timeToTargetMs,reachedHorizon,suppressionReason,uniqueMoveId,isPrimaryMoveZone,duplicateMoveCredit
,SHORT,,,1774140582000,1774140786000,1774214389774,,,68746.95,,,,,,,1,true,false
,SHORT,,,1774140582000,1774140820000,1774214374236,,,68785.85,,,,,,,1,false,true
,SHORT,,,1774143161000,1774143460000,1774214374256,,,68767.35,,,,,,,1,false,true
,SHORT,,,1774142237000,1774143474000,1774214422947,,,68725.45,,,,,,,1,false,true
,LONG,,,1774140079000,1774146543000,1774232943000,,,69356.15,,,,,,,,,
,LONG,,,1774147637000,1774150077000,1774236477000,,,69414.95,,,,,,,,,
,SHORT,,,1774150766000,1774153324000,1774213514455,,,69215.45,,,,,,,1,false,true
,SHORT,,,1774158353000,1774159291000,1774213528064,,,69069.05,,,,,,,1,false,true
,SHORT,,,1774147308000,1774159440000,1774213523360,,,69124.95,,,,,,,1,false,true
,LONG,,,1774153677000,,1774166412000,,,,,,,,,,,,
,LONG,,,1774157645000,,1774166557000,,,,,,,,,,,,
,SHORT,,,1774170446000,1774171101000,1774257501000,,,68640.45,,,,,,,,,
,SHORT,,,1774168655000,1774178761000,1774265161000,,,68400.85,,,,,,,,,
,SHORT,,,1774168606000,1774178777000,1774265177000,,,68444.65,,,,,,,,,
,SHORT,,,1774168704000,1774178777000,1774265177000,,,68444.65,,,,,,,,,
,LONG,,,1774171290000,,1774179668000,,,,,,,,,,,,
,LONG,,,1774169205000,,1774180339000,,,,,,,,,,,,
,SHORT,,,1774179501000,1774180339000,1774266739000,,,68058.55,,,,,,,,,
,SHORT,,,1774180824000,,1774182198000,,,,,,,,,,,,
,SHORT,,,1774180644000,,1774182532000,,,,,,,,,,,,
,LONG,,,1774183673000,1774184499000,1774270899000,,,68746.15,,,,,,,,,
,LONG,,,1774180468000,1774184646000,1774271046000,,,68881.45,,,,,,,,,
,LONG,,,1774186750000,1774189396000,1774275796000,,,68855.95,,,,,,,,,
,LONG,,,1774186930000,1774192087000,1774278487000,,,68843.05,,,,,,,,,
,SHORT,,,1774207524000,1774207916000,1774294316000,,,68227.15,,,,,,,,,
,SHORT,,,1774209581000,1774212809000,1774299209000,,,68082.55,,,,,,,,,
,LONG,,,1774205927000,,1774212813000,,,,,,,,,,,,
,SHORT,,,1774208405000,1774213513000,1774299913000,,,67882.15,,,,,,,,,
,LONG,,,1774181337000,,1774213515000,,,,,,,,,,,,
,SHORT,,,1774214343000,1774214427000,1774300827000,,,67321.45,,,,,,,,,
,SHORT,,,1774214343000,1774214427000,1774300827000,,,67321.45,,,,,,,,,
,LONG,,,1774217041000,1774218333000,1774304733000,,,68152.35,,,,,,,,,
,LONG,,,,,,,,,,,,,,,,,
