zone_id,direction,state,createdTs,confirmedTs,triggerTs,resolvedTs,priceLow,priceHigh,triggerPrice,reachedTs,mfePct,maePct,timeToTargetMs,reachedHorizon,suppressionReason,uniqueMoveId,isPrimaryMoveZone,duplicateMoveCredit
,SHORT,,,1774224897000,1774226171000,1774312571000,,,67676.35,,,,,,,,,
,SHORT,,,1774224897000,1774226171000,1774312571000,,,67676.35,,,,,,,,,
,LONG,,,1774224646000,,1774226405000,,,,,,,,,,,,
,LONG,,,1774225321000,,1774226483000,,,,,,,,,,,,
,LONG,,,1774228866000,1774228981000,1774263937461,,,68059.55,,,,,,,1,true,false
,LONG,,,1774230803000,1774232785000,1774263943935,,,68138.85,,,,,,,1,false,true
,LONG,,,1774228977000,1774233061000,1774263947463,,,68198.35,,,,,,,1,false,true
,LONG,,,1774233631000,1774234971000,1774263956916,,,68549.45,,,,,,,1,false,true
,SHORT,,,1774236945000,1774238570000,1774324970000,,,68029.45,,,,,,,,,
,LONG,,,1774237454000,1774240254000,1774263949105,,,68209.95,,,,,,,1,false,true
,SHORT,,,1774233315000,,1774242036000,,,,,,,,,,,,
,LONG,,,1774227462000,1774242216000,1774263960520,,,68691.45,,,,,,,1,false,true
,LONG,,,1774227462000,1774242217000,1774263962460,,,68718.95,,,,,,,1,false,true
,LONG,,,1774242845000,1774242989000,1774263964116,,,68803.65,,,,,,,1,false,true
,SHORT,,,1774236470000,,1774242992000,,,,,,,,,,,,
,SHORT,,,1774246297000,1774247792000,1774334192000,,,68353.95,,,,,,,,,
,LONG,,,1774243386000,,1774247794000,,,,,,,,,,,,
,SHORT,,,1774243134000,1774248177000,1774334577000,,,67763.65,,,,,,,,,
,SHORT,,,1774248796000,1774249447000,1774335847000,,,67631.95,,,,,,,,,
,SHORT,,,1774266282000,1774266471000,1774352871000,,,70178.55,,,,,,,,,
,SHORT,,,1774269563000,,1774270834000,,,,,,,,,,,,
,LONG,,,1774271307000,1774273053000,1774359453000,,,71066.45,,,,,,,,,
,LONG,,,1774271307000,1774273053000,1774359453000,,,71066.45,,,,,,,,,
,LONG,,,1774271307000,1774273094000,1774359494000,,,70968.75,,,,,,,,,
,LONG,,,1774269088000,1774273183000,1774359583000,,,71124.65,,,,,,,,,
,SHORT,,,1774271052000,,1774273373000,,,,,,,,,,,,
,SHORT,,,1774273858000,,1774274587000,,,,,,,,,,,,
,LONG,,,1774275558000,,1774277139000,,,,,,,,,,,,
,LONG,,,1774276859000,,1774279579000,,,,,,,,,,,,
,SHORT,,,1774279929000,1774280782000,1774367182000,,,70493.95,,,,,,,,,
,SHORT,,,1774278389000,1774281221000,1774367621000,,,70452.05,,,,,,,,,
,SHORT,,,1774278389000,1774281221000,1774367621000,,,70452.05,,,,,,,,,
,SHORT,,,1774282442000,,1774287297000,,,,,,,,,,,,
,SHORT,,,1774282442000,,1774287297000,,,,,,,,,,,,
,LONG,,,1774288778000,1774291608000,1774378008000,,,71130.85,,,,,,,,,
,SHORT,,,1774290002000,1774292846000,1774379246000,,,70837.25,,,,,,,,,
,LONG,,,1774289508000,,1774303470000,,,,,,,,,,,,
