zone_id,direction,state,createdTs,confirmedTs,triggerTs,resolvedTs,priceLow,priceHigh,triggerPrice,reachedTs,mfePct,maePct,timeToTargetMs,reachedHorizon,suppressionReason,uniqueMoveId,isPrimaryMoveZone,duplicateMoveCredit
,SHORT,,,1774397648000,1774398630000,1774485030000,,,70438.05,,,,,,,,,
,SHORT,,,1774398133000,1774398631000,1774485031000,,,70458.05,,,,,,,,,
,LONG,,,1774397521000,1774398841000,1774485241000,,,70781.45,,,,,,,,,
,LONG,,,1774397584000,1774398841000,1774485241000,,,70781.45,,,,,,,,,
,LONG,,,1774400293000,1774401113000,1774487513000,,,70949.85,,,,,,,,,
,LONG,,,1774408430000,1774409555000,1774495955000,,,70609.15,,,,,,,,,
,LONG,,,1774405280000,1774409853000,1774496253000,,,70791.85,,,,,,,,,
,LONG,,,1774401893000,1774414765000,1774501165000,,,70943.95,,,,,,,,,
,SHORT,,,1774410298000,,1774415237000,,,,,,,,,,,,
,SHORT,,,1774418622000,1774422016000,1774508416000,,,70929.95,,,,,,,,,
,SHORT,,,,,1774426024000,,,,,,,,,,,,
,LONG,,,1774419312000,1774427440000,1774513840000,,,71199.05,,,,,,,,,
,LONG,,,1774427257000,1774427447000,1774513847000,,,71241.55,,,,,,,,,
,LONG,,,1774416739000,1774427450000,1774513850000,,,71249.25,,,,,,,,,
,SHORT,,,1774400427000,,1774427595000,,,,,,,,,,,,
,LONG,,,1774416472000,1774427614000,1774514014000,,,71474.25,,,,,,,,,
,LONG,,,1774433205000,1774435673000,1774522073000,,,71535.45,,,,,,,,,
,LONG,,,1774433268000,1774435675000,1774522075000,,,71516.05,,,,,,,,,
,LONG,,,1774436673000,1774437319000,1774523719000,,,71569.95,,,,,,,,,
,SHORT,,,1774429240000,,1774438183000,,,,,,,,,,,,
,LONG,,,1774437901000,1774438183000,1774524583000,,,71904.35,,,,,,,,,
,SHORT,,,1774436158000,,1774438273000,,,,,,,,,,,,
,LONG,,,1774438484000,1774438516000,1774524916000,,,71988.95,,,,,,,,,
,SHORT,,,1774439561000,1774441133000,1774527533000,,,71355.45,,,,,,,,,
,LONG,,,1774446138000,,1774450869000,,,,,,,,,,,,
,SHORT,,,1774447666000,1774451275000,1774537675000,,,71019.85,,,,,,,,,
,SHORT,,,1774441729000,1774451358000,1774537758000,,,70904.75,,,,,,,,,
,LONG,,,1774449775000,,1774451541000,,,,,,,,,,,,
,SHORT,,,1774453235000,,1774456003000,,,,,,,,,,,,
,SHORT,,,1774460738000,1774461204000,1774547604000,,,70757.45,,,,,,,,,
,SHORT,,,1774459476000,1774461304000,1774547704000,,,70723.65,,,,,,,,,
,SHORT,,,1774461811000,,1774473181000,,,,,,,,,,,,
,LONG,,,1774480891000,,,,,,,,,,,,,,
