zone_id,direction,state,createdTs,confirmedTs,triggerTs,resolvedTs,priceLow,priceHigh,triggerPrice,reachedTs,mfePct,maePct,timeToTargetMs,reachedHorizon,suppressionReason,uniqueMoveId,isPrimaryMoveZone,duplicateMoveCredit
,SHORT,,,1773188491000,1773196670000,1773283070000,,,69688.45,,,,,,,,,
,SHORT,,,1773188503000,1773196670000,1773283070000,,,69688.45,,,,,,,,,
,SHORT,,,1773190586000,1773196882000,1773283282000,,,69694.95,,,,,,,,,
,SHORT,,,1773198187000,1773198482000,1773284882000,,,69669.65,,,,,,,,,
,LONG,,,1773201603000,1773202538000,1773236411457,,,69650.65,,,,,,,1,true,false
,SHORT,,,1773199888000,,1773203193000,,,,,,,,,,,,
,LONG,,,1773198507000,1773203343000,1773289743000,,,69940.65,,,,,,,,,
,SHORT,,,1773199659000,,1773204775000,,,,,,,,,,,,
,LONG,,,1773189564000,1773204781000,1773291181000,,,70135.15,,,,,,,,,
,SHORT,,,1773188373000,1773207753000,1773294153000,,,69553.15,,,,,,,,,
,SHORT,,,1773205384000,1773207754000,1773294154000,,,69390.75,,,,,,,,,
,SHORT,,,1773209023000,,1773211901000,,,,,,,,,,,,
,SHORT,,,1773215874000,1773217318000,1773303718000,,,69526.15,,,,,,,,,
,SHORT,,,1773215694000,1773221915000,1773308315000,,,69400.95,,,,,,,,,
,LONG,,,1773223609000,1773226920000,1773236308202,,,69556.95,,,,,,,1,false,true
,SHORT,,,1773224629000,1773229867000,1773316267000,,,69323.75,,,,,,,,,
,SHORT,,,1773230558000,1773230782000,1773317182000,,,69053.85,,,,,,,,,
,SHORT,,,1773231551000,,1773232207000,,,,,,,,,,,,
,SHORT,,,1773231551000,,1773232207000,,,,,,,,,,,,
,LONG,,,1773231661000,1773232209000,1773249865648,,,69699.65,,,,,,,1,false,true
,LONG,,,1773232688000,1773234844000,1773249866309,,,69803.15,,,,,,,1,false,true
,LONG,,,1773232688000,1773234844000,1773249866309,,,69803.15,,,,,,,1,false,true
,LONG,,,1773236228000,1773236296000,1773322696000,,,70885.55,,,,,,,,,
,LONG,,,1773240446000,,1773241606000,,,,,,,,,,,,
,SHORT,,,1773242319000,1773243125000,1773329525000,,,69656.05,,,,,,,,,
,SHORT,,,1773242319000,1773243151000,1773329551000,,,69795.05,,,,,,,,,
,LONG,,,1773244863000,1773246863000,1773333263000,,,70694.75,,,,,,,,,
,LONG,,,1773250265000,,1773254394000,,,,,,,,,,,,
,LONG,,,1773250265000,,1773254394000,,,,,,,,,,,,
,LONG,,,1773250899000,,1773272862000,,,,,,,,,,,,
