zone_id,direction,state,createdTs,confirmedTs,triggerTs,resolvedTs,priceLow,priceHigh,triggerPrice,reachedTs,mfePct,maePct,timeToTargetMs,reachedHorizon,suppressionReason,uniqueMoveId,isPrimaryMoveZone,duplicateMoveCredit
,LONG,,,1773101360000,1773101821000,1773109956230,,,68515.15,,,,,,,1,true,false
,LONG,,,1773104490000,1773107706000,1773129931163,,,69219.25,,,,,,,1,false,true
,LONG,,,1773106990000,1773107710000,1773129931080,,,69210.05,,,,,,,1,false,true
,SHORT,,,1773102785000,,1773107763000,,,,,,,,,,,,
,SHORT,,,1773102785000,,1773107763000,,,,,,,,,,,,
,LONG,,,1773104660000,1773107916000,1773130072467,,,69317.55,,,,,,,1,false,true
,LONG,,,1773104846000,1773107916000,1773130072467,,,69317.55,,,,,,,1,false,true
,LONG,,,1773108771000,1773109810000,1773130102491,,,69439.95,,,,,,,1,false,true
,SHORT,,,1773103324000,,1773109818000,,,,,,,,,,,,
,SHORT,,,1773103525000,,1773109818000,,,,,,,,,,,,
,SHORT,,,1773114179000,1773114236000,1773200636000,,,69840.55,,,,,,,,,
,LONG,,,1773112091000,,1773114371000,,,,,,,,,,,,
,SHORT,,,1773115798000,,1773117397000,,,,,,,,,,,,
,LONG,,,1773117245000,1773117413000,1773154567707,,,69954.75,,,,,,,1,false,true
,LONG,,,1773118548000,1773118816000,1773154568041,,,70000.05,,,,,,,1,false,true
,LONG,,,1773117245000,1773119667000,1773154963501,,,70153.15,,,,,,,1,false,true
,LONG,,,1773116500000,1773119810000,1773155064511,,,70166.05,,,,,,,1,false,true
,LONG,,,1773121392000,1773124108000,1773154839843,,,70130.85,,,,,,,1,false,true
,LONG,,,1773115703000,1773126624000,1773155075592,,,70228.45,,,,,,,1,false,true
,SHORT,,,1773115229000,,1773126640000,,,,,,,,,,,,
,LONG,,,1773120716000,1773126653000,1773213053000,,,70385.85,,,,,,,,,
,SHORT,,,1773119847000,,1773129932000,,,,,,,,,,,,
,SHORT,,,1773120101000,,1773129932000,,,,,,,,,,,,
,LONG,,,1773127987000,1773129932000,1773216332000,,,70667.05,,,,,,,,,
,LONG,,,1773127987000,1773129932000,1773216332000,,,70667.05,,,,,,,,,
,SHORT,,,1773129980000,,1773132171000,,,,,,,,,,,,
,SHORT,,,1773132713000,1773132746000,1773152189217,,,70667,,,,,,,2,true,false
,LONG,,,1773133280000,1773134666000,1773221066000,,,70962.85,,,,,,,,,
,LONG,,,1773131402000,1773134679000,1773221079000,,,71032.45,,,,,,,,,
,LONG,,,1773132624000,1773134685000,1773221085000,,,71082.65,,,,,,,,,
,SHORT,,,1773142082000,1773144235000,1773230635000,,,70499.85,,,,,,,,,
,SHORT,,,1773141255000,1773144349000,1773230749000,,,70466.15,,,,,,,,,
,LONG,,,1773139817000,,1773145851000,,,,,,,,,,,,
,SHORT,,,1773145068000,1773145868000,1773232268000,,,70292.45,,,,,,,,,
,SHORT,,,1773135649000,1773149641000,1773236041000,,,70390.05,,,,,,,,,
,LONG,,,1773149362000,,1773149695000,,,,,,,,,,,,
,SHORT,,,1773132250000,1773149767000,1773236167000,,,70099.85,,,,,,,,,
,SHORT,,,1773151654000,1773151860000,1773238260000,,,69525.05,,,,,,,,,
,SHORT,,,1773161755000,1773164126000,1773179138429,,,70960.85,,,,,,,3,true,false
,LONG,,,1773155691000,,1773164281000,,,,,,,,,,,,
,LONG,,,1773155511000,,1773164282000,,,,,,,,,,,,
,LONG,,,1773155511000,,1773164282000,,,,,,,,,,,,
,SHORT,,,1773161500000,1773164321000,1773250721000,,,70576.45,,,,,,,,,
,SHORT,,,1773161500000,1773164332000,1773250732000,,,70576.45,,,,,,,,,
,SHORT,,,1773167521000,,,,,,,,,,,,,,
,SHORT,,,1773181817000,,,,,,,,,,,,,,
