zone_id,direction,state,createdTs,confirmedTs,triggerTs,resolvedTs,priceLow,priceHigh,triggerPrice,reachedTs,mfePct,maePct,timeToTargetMs,reachedHorizon,suppressionReason,uniqueMoveId,isPrimaryMoveZone,duplicateMoveCredit
,SHORT,,,1773015207000,1773015934000,1773102334000,,,65826.05,,,,,,,,,
,LONG,,,1773018002000,1773020131000,1773034999654,,,66583.75,,,,,,,1,true,false
,LONG,,,1773017505000,1773025710000,1773048937161,,,67008.25,,,,,,,1,false,true
,SHORT,,,1773016815000,,1773025713000,,,,,,,,,,,,
,LONG,,,1773028726000,1773030465000,1773063294623,,,67550.95,,,,,,,1,false,true
,LONG,,,1773031875000,1773034333000,1773063294606,,,67539.95,,,,,,,1,false,true
,LONG,,,1773028538000,1773034373000,1773063294638,,,67559.35,,,,,,,1,false,true
,LONG,,,1773027081000,1773034452000,1773063298004,,,67589.95,,,,,,,1,false,true
,LONG,,,1773027318000,1773034470000,1773063298004,,,67589.45,,,,,,,1,false,true
,SHORT,,,1773026192000,,1773035002000,,,,,,,,,,,,
,SHORT,,,1773037375000,1773038466000,1773124866000,,,67245.65,,,,,,,,,
,SHORT,,,1773037427000,1773039579000,1773125979000,,,67220.05,,,,,,,,,
,SHORT,,,1773038794000,1773039579000,1773125979000,,,67220.05,,,,,,,,,
,SHORT,,,1773039183000,1773039624000,1773126024000,,,67184.05,,,,,,,,,
,LONG,,,1773038970000,,1773040736000,,,,,,,,,,,,
,LONG,,,1773038970000,,1773040736000,,,,,,,,,,,,
,SHORT,,,1773036103000,1773040753000,1773127153000,,,66879.55,,,,,,,,,
,SHORT,,,1773041463000,,1773043738000,,,,,,,,,,,,
,SHORT,,,1773042371000,,1773044792000,,,,,,,,,,,,
,LONG,,,1773046177000,1773048479000,1773066997409,,,67995.35,,,,,,,1,false,true
,SHORT,,,1773045849000,,1773048823000,,,,,,,,,,,,
,SHORT,,,1773035662000,,1773049336000,,,,,,,,,,,,
,LONG,,,,,1773049778000,,,,,,,,,,,,
,SHORT,,,1773054477000,1773055057000,1773141457000,,,67440.45,,,,,,,,,
,LONG,,,1773053281000,1773057304000,1773063834753,,,67788.25,,,,,,,1,false,true
,LONG,,,1773060700000,1773061843000,1773148243000,,,68481.65,,,,,,,,,
,LONG,,,1773060700000,1773061847000,1773148247000,,,68461.35,,,,,,,,,
,SHORT,,,1773061403000,,1773061874000,,,,,,,,,,,,
,SHORT,,,1773060996000,,1773062820000,,,,,,,,,,,,
,LONG,,,1773063697000,1773063972000,1773150372000,,,69173.45,,,,,,,,,
,LONG,,,1773063713000,1773063977000,1773150377000,,,69064.15,,,,,,,,,
,LONG,,,1773064970000,1773065851000,1773152251000,,,69205.45,,,,,,,,,
,LONG,,,1773066524000,1773066999000,1773153399000,,,69399.95,,,,,,,,,
,LONG,,,1773064923000,1773067141000,1773153541000,,,69306.65,,,,,,,,,
,SHORT,,,1773067013000,1773070635000,1773157035000,,,68799.15,,,,,,,,,
,SHORT,,,1773067013000,1773070635000,1773157035000,,,68799.15,,,,,,,,,
,SHORT,,,1773070928000,,1773075175000,,,,,,,,,,,,
,SHORT,,,1773070894000,,1773075179000,,,,,,,,,,,,
,SHORT,,,1773072872000,1773077973000,1773164373000,,,68398.85,,,,,,,,,
,LONG,,,1773077728000,,1773079698000,,,,,,,,,,,,
,LONG,,,1773080928000,1773081292000,1773167692000,,,68625.45,,,,,,,,,
,LONG,,,1773080726000,1773084130000,1773170530000,,,68859.35,,,,,,,,,
,SHORT,,,1773080165000,,1773084176000,,,,,,,,,,,,
,SHORT,,,1773080548000,,1773084247000,,,,,,,,,,,,
,SHORT,,,1773094436000,1773095878000,1773182278000,,,68600.45,,,,,,,,,
,SHORT,,,1773097969000,1773100567000,1773186967000,,,68349.35,,,,,,,,,
,SHORT,,,1773094708000,,,,,,,,,,,,,,
,LONG,,,1773096924000,,,,,,,,,,,,,,
