zone_id,direction,state,createdTs,confirmedTs,triggerTs,resolvedTs,priceLow,priceHigh,triggerPrice,reachedTs,mfePct,maePct,timeToTargetMs,reachedHorizon,suppressionReason,uniqueMoveId,isPrimaryMoveZone,duplicateMoveCredit
,SHORT,,,1773447505000,1773449020000,1773535420000,,,70627.65,,,,,,,,,
,SHORT,,,1773451685000,1773452136000,1773538536000,,,70603.55,,,,,,,,,
,SHORT,,,1773450492000,1773452281000,1773538681000,,,70550.05,,,,,,,,,
,LONG,,,1773448371000,,1773452307000,,,,,,,,,,,,
,LONG,,,1773449320000,1773457648000,1773544048000,,,70939.85,,,,,,,,,
,LONG,,,1773461023000,1773461294000,1773547694000,,,71152.45,,,,,,,,,
,LONG,,,1773460634000,1773461705000,1773548105000,,,71174.95,,,,,,,,,
,SHORT,,,1773461596000,1773464791000,1773551191000,,,70950.95,,,,,,,,,
,SHORT,,,1773467085000,1773468975000,1773555375000,,,70801.05,,,,,,,,,
,LONG,,,1773463426000,,1773469058000,,,,,,,,,,,,
,LONG,,,1773464477000,,1773470046000,,,,,,,,,,,,
,SHORT,,,1773459882000,1773470336000,1773556736000,,,70486.65,,,,,,,,,
,SHORT,,,1773458994000,1773470432000,1773556832000,,,70288.75,,,,,,,,,
,LONG,,,1773474412000,1773489099000,1773575499000,,,70721.15,,,,,,,,,
,LONG,,,1773484635000,1773500570000,1773586970000,,,70629.95,,,,,,,,,
,SHORT,,,1773471186000,,1773529572000,,,,,,,,,,,,
