zone_id,direction,state,createdTs,confirmedTs,triggerTs,resolvedTs,priceLow,priceHigh,triggerPrice,reachedTs,mfePct,maePct,timeToTargetMs,reachedHorizon,suppressionReason,uniqueMoveId,isPrimaryMoveZone,duplicateMoveCredit
,LONG,,,1772410803000,1772412250000,1772464121964,,,66284.95,,,,,,,1,true,false
,SHORT,,,1772411807000,,1772412298000,,,,,,,,,,,,
,SHORT,,,1772411807000,,1772412298000,,,,,,,,,,,,
,LONG,,,1772411258000,1772412298000,1772464245041,,,66553.65,,,,,,,1,false,true
,SHORT,,,1772413371000,,1772413879000,,,,,,,,,,,,
,SHORT,,,1772413371000,,1772413879000,,,,,,,,,,,,
,SHORT,,,1772416638000,1772417182000,1772503582000,,,66240.45,,,,,,,,,
,LONG,,,1772416021000,,1772417220000,,,,,,,,,,,,
,LONG,,,1772416021000,,1772417220000,,,,,,,,,,,,
,LONG,,,1772416360000,,1772417421000,,,,,,,,,,,,
,SHORT,,,1772419273000,1772420641000,1772507041000,,,66099.95,,,,,,,,,
,LONG,,,1772420096000,1772421081000,1772464131081,,,66409.15,,,,,,,1,false,true
,LONG,,,1772420798000,1772421081000,1772464131081,,,66409.15,,,,,,,1,false,true
,SHORT,,,1772421385000,,1772422633000,,,,,,,,,,,,
,LONG,,,1772422464000,1772422661000,1772464395062,,,66975.85,,,,,,,1,false,true
,SHORT,,,1772423375000,1772431419000,1772517819000,,,66527.25,,,,,,,,,
,SHORT,,,1772422168000,1772431434000,1772517834000,,,66511.55,,,,,,,,,
,LONG,,,1772423758000,,1772432226000,,,,,,,,,,,,
,SHORT,,,1772434806000,1772435085000,1772521485000,,,65976.85,,,,,,,,,
,SHORT,,,1772438451000,1772440062000,1772526462000,,,65698.15,,,,,,,,,
,SHORT,,,1772436650000,,1772441435000,,,,,,,,,,,,
,SHORT,,,1772456065000,1772456650000,1772543050000,,,65850.15,,,,,,,,,
,LONG,,,1772461681000,1772461724000,1772462976701,,,65626.45,,,,,,,1,false,true
,SHORT,,,1772460001000,,1772461869000,,,,,,,,,,,,
,SHORT,,,1772460625000,,1772461872000,,,,,,,,,,,,
,LONG,,,1772461492000,1772462010000,1772463721400,,,66050.45,,,,,,,1,false,true
,SHORT,,,1772462281000,,1772462829000,,,,,,,,,,,,
,LONG,,,1772464834000,1772464867000,1772551267000,,,68722.85,,,,,,,,,
,LONG,,,1772464834000,1772464867000,1772551267000,,,68722.85,,,,,,,,,
,LONG,,,1772466287000,1772466415000,1772552815000,,,69529.45,,,,,,,,,
,LONG,,,1772469143000,1772469869000,1772556269000,,,69775.85,,,,,,,,,
,SHORT,,,1772472082000,1772473398000,1772559798000,,,68989.75,,,,,,,,,
,SHORT,,,1772472362000,1772473398000,1772559798000,,,68989.75,,,,,,,,,
,LONG,,,1772471051000,,1772473402000,,,,,,,,,,,,
,SHORT,,,1772472362000,1772473417000,1772559817000,,,68921.95,,,,,,,,,
,SHORT,,,1772468789000,,,,,,,,,,,,,,
,SHORT,,,1772475113000,,,,,,,,,,,,,,
