zone_id,direction,state,createdTs,confirmedTs,triggerTs,resolvedTs,priceLow,priceHigh,triggerPrice,reachedTs,mfePct,maePct,timeToTargetMs,reachedHorizon,suppressionReason,uniqueMoveId,isPrimaryMoveZone,duplicateMoveCredit
,SHORT,,,1772583276000,1772584483000,1772670883000,,,68014.75,,,,,,,,,
,SHORT,,,1772583276000,1772584490000,1772670890000,,,67990.25,,,,,,,,,
,LONG,,,1772584858000,1772587929000,1772613681586,,,68406.45,,,,,,,1,true,false
,LONG,,,1772585038000,1772588001000,1772613930000,,,68541.15,,,,,,,1,false,true
,SHORT,,,1772586453000,,1772588531000,,,,,,,,,,,,
,SHORT,,,1772588708000,1772588837000,1772675237000,,,68430.55,,,,,,,,,
,SHORT,,,1772590159000,1772590610000,1772677010000,,,68114.45,,,,,,,,,
,LONG,,,1772589332000,,1772591689000,,,,,,,,,,,,
,SHORT,,,1772592197000,1772595014000,1772681414000,,,67904.65,,,,,,,,,
,LONG,,,1772590774000,,1772595142000,,,,,,,,,,,,
,LONG,,,1772596560000,1772597160000,1772610422513,,,67733.25,,,,,,,1,false,true
,LONG,,,,,1772600365000,,,,,,,,,,,,
,LONG,,,1772602658000,1772602929000,1772610461068,,,68054.15,,,,,,,1,false,true
,SHORT,,,1772596992000,,1772602956000,,,,,,,,,,,,
,SHORT,,,1772598144000,,1772602969000,,,,,,,,,,,,
,SHORT,,,1772601796000,,1772602977000,,,,,,,,,,,,
,LONG,,,1772596380000,1772603046000,1772611115447,,,68190.75,,,,,,,1,false,true
,LONG,,,1772606675000,1772609405000,1772613968663,,,68739.95,,,,,,,1,false,true
,LONG,,,1772609853000,1772610068000,1772613970777,,,68805.95,,,,,,,1,false,true
,LONG,,,1772607088000,1772610408000,1772613981856,,,68970.05,,,,,,,1,false,true
,LONG,,,1772613179000,1772613742000,1772615201190,,,69808.35,,,,,,,1,false,true
,LONG,,,1772613179000,1772613764000,1772615210951,,,69839.85,,,,,,,1,false,true
,SHORT,,,1772613533000,,1772613786000,,,,,,,,,,,,
,SHORT,,,1772611316000,,1772613969000,,,,,,,,,,,,
,LONG,,,1772615139000,1772615849000,1772637985615,,,71265.95,,,,,,,1,false,true
,LONG,,,1772616438000,1772616870000,1772637987308,,,71377.85,,,,,,,1,false,true
,LONG,,,1772616603000,1772616873000,1772637987778,,,71404.45,,,,,,,1,false,true
,SHORT,,,1772616758000,,1772617364000,,,,,,,,,,,,
,SHORT,,,1772623688000,1772624060000,1772710460000,,,71150.05,,,,,,,,,
,SHORT,,,1772623278000,1772624161000,1772710561000,,,71003.15,,,,,,,,,
,LONG,,,1772618328000,,1772624169000,,,,,,,,,,,,
,LONG,,,1772617742000,,1772626047000,,,,,,,,,,,,
,SHORT,,,1772626765000,1772627492000,1772713892000,,,70620.55,,,,,,,,,
,SHORT,,,1772626850000,,1772628612000,,,,,,,,,,,,
,SHORT,,,1772626923000,,1772628612000,,,,,,,,,,,,
,SHORT,,,1772626585000,,1772629702000,,,,,,,,,,,,
,LONG,,,1772632503000,1772633824000,1772639916486,,,71953.65,,,,,,,1,false,true
,LONG,,,1772633951000,1772634655000,1772644378426,,,72081.25,,,,,,,1,false,true
,SHORT,,,1772634955000,1772635440000,1772721840000,,,71461.15,,,,,,,,,
,LONG,,,1772637977000,1772637986000,1772724386000,,,72730.05,,,,,,,,,
,SHORT,,,1772641162000,1772641331000,1772727731000,,,72524.15,,,,,,,,,
,SHORT,,,1772641162000,1772641331000,1772727731000,,,72524.15,,,,,,,,,
,LONG,,,1772642404000,1772644395000,1772730795000,,,73649.35,,,,,,,,,
,LONG,,,1772642470000,1772644396000,1772730796000,,,73643.15,,,,,,,,,
,LONG,,,1772642509000,1772644396000,1772730796000,,,73643.15,,,,,,,,,
,SHORT,,,1772643381000,,1772644400000,,,,,,,,,,,,
,LONG,,,1772649448000,1772649804000,1772736204000,,,73461.15,,,,,,,,,
,LONG,,,1772652717000,,1772657817000,,,,,,,,,,,,
,LONG,,,1772652717000,,1772657817000,,,,,,,,,,,,
,SHORT,,,1772651088000,1772658000000,1772744400000,,,72986.35,,,,,,,,,
,LONG,,,1772657082000,,1772658096000,,,,,,,,,,,,
,SHORT,,,1772652117000,,,,,,,,,,,,,,
,LONG,,,1772665431000,,,,,,,,,,,,,,
,LONG,,,1772667858000,,,,,,,,,,,,,,
