zone_id,direction,state,createdTs,confirmedTs,triggerTs,resolvedTs,priceLow,priceHigh,triggerPrice,reachedTs,mfePct,maePct,timeToTargetMs,reachedHorizon,suppressionReason,uniqueMoveId,isPrimaryMoveZone,duplicateMoveCredit
,SHORT,,,1773273980000,1773277360000,1773363760000,,,70041.35,,,,,,,,,
,SHORT,,,1773274696000,1773277414000,1773363814000,,,70009.95,,,,,,,,,
,LONG,,,1773275031000,,1773279197000,,,,,,,,,,,,
,SHORT,,,1773278954000,1773279264000,1773365664000,,,69816.05,,,,,,,,,
,LONG,,,1773275719000,,1773279303000,,,,,,,,,,,,
,SHORT,,,1773278098000,1773279357000,1773365757000,,,69801.85,,,,,,,,,
,SHORT,,,1773280276000,1773281982000,1773368382000,,,69589.25,,,,,,,,,
,SHORT,,,1773281799000,1773281982000,1773368382000,,,69589.25,,,,,,,,,
,LONG,,,1773280986000,,1773283047000,,,,,,,,,,,,
,LONG,,,1773280802000,,1773283048000,,,,,,,,,,,,
,SHORT,,,1773282650000,1773283149000,1773369549000,,,69386.85,,,,,,,,,
,LONG,,,1773291114000,1773300706000,1773387106000,,,69648.05,,,,,,,,,
,SHORT,,,1773285077000,,1773300722000,,,,,,,,,,,,
,SHORT,,,1773284771000,,1773301738000,,,,,,,,,,,,
,SHORT,,,1773283654000,,1773301798000,,,,,,,,,,,,
,LONG,,,1773302393000,1773302625000,1773389025000,,,69839.95,,,,,,,,,
,LONG,,,1773303347000,1773303391000,1773389791000,,,69877.45,,,,,,,,,
,LONG,,,1773284468000,1773303543000,1773389943000,,,70079.25,,,,,,,,,
,SHORT,,,1773301322000,,1773303543000,,,,,,,,,,,,
,LONG,,,1773306486000,1773308490000,1773394890000,,,69913.15,,,,,,,,,
,LONG,,,1773307800000,1773308648000,1773395048000,,,70187.35,,,,,,,,,
,SHORT,,,1773310645000,,1773312013000,,,,,,,,,,,,
,LONG,,,1773312889000,1773314513000,1773400913000,,,70561.45,,,,,,,,,
,LONG,,,1773314991000,1773315663000,1773402063000,,,70638.35,,,,,,,,,
,LONG,,,1773313182000,1773315950000,1773402350000,,,70646.85,,,,,,,,,
,SHORT,,,1773314627000,1773321684000,1773408084000,,,69975.85,,,,,,,,,
,SHORT,,,1773315960000,1773321686000,1773408086000,,,69999.35,,,,,,,,,
,LONG,,,1773309563000,1773321972000,1773408372000,,,70137.35,,,,,,,,,
,SHORT,,,1773322745000,1773323147000,1773409547000,,,69842.95,,,,,,,,,
,SHORT,,,1773327367000,,1773328995000,,,,,,,,,,,,
,SHORT,,,1773327367000,,1773328995000,,,,,,,,,,,,
,LONG,,,1773327245000,,,,,,,,,,,,,,
