zone_id,direction,state,createdTs,confirmedTs,triggerTs,resolvedTs,priceLow,priceHigh,triggerPrice,reachedTs,mfePct,maePct,timeToTargetMs,reachedHorizon,suppressionReason,uniqueMoveId,isPrimaryMoveZone,duplicateMoveCredit
,LONG,,,1772843097000,1772843541000,1772929941000,,,68272.45,,,,,,,,,
,SHORT,,,1772844816000,1772850234000,1772936634000,,,68080.25,,,,,,,,,
,LONG,,,1772845367000,1772852513000,1772938913000,,,68354.95,,,,,,,,,
,SHORT,,,1772850892000,,1772853229000,,,,,,,,,,,,
,LONG,,,1772852956000,1772853260000,1772939660000,,,68438.05,,,,,,,,,
,SHORT,,,1772843393000,1772856172000,1772942572000,,,68045.25,,,,,,,,,
,SHORT,,,1772860842000,1772864855000,1772951255000,,,67838.65,,,,,,,,,
,SHORT,,,1772857726000,1772864966000,1772951366000,,,67832.95,,,,,,,,,
,SHORT,,,1772857253000,1772866392000,1772952792000,,,67571.75,,,,,,,,,
,LONG,,,1772859046000,,1772867169000,,,,,,,,,,,,
,LONG,,,1772870165000,1772871322000,1772957722000,,,67866.05,,,,,,,,,
,LONG,,,1772870945000,1772871487000,1772957887000,,,67912.05,,,,,,,,,
,SHORT,,,1772868091000,,1772871760000,,,,,,,,,,,,
,LONG,,,1772867483000,1772871896000,1772958296000,,,67942.15,,,,,,,,,
,LONG,,,1772873542000,1772874912000,1772961312000,,,67966.85,,,,,,,,,
,LONG,,,1772872391000,1772874969000,1772961369000,,,68022.45,,,,,,,,,
,SHORT,,,1772868793000,,1772878473000,,,,,,,,,,,,
,LONG,,,1772877399000,1772878473000,1772964873000,,,68070.95,,,,,,,,,
,SHORT,,,1772869883000,,1772882093000,,,,,,,,,,,,
,SHORT,,,1772893245000,1772906573000,1772992973000,,,67509.15,,,,,,,,,
,SHORT,,,1772907130000,1772911144000,1772997544000,,,67350.55,,,,,,,,,
,SHORT,,,1772911480000,1772911668000,1772998068000,,,67169.05,,,,,,,,,
,SHORT,,,1772912305000,1772913012000,1772999412000,,,67070.75,,,,,,,,,
,LONG,,,1772913602000,,,,,,,,,,,,,,
,LONG,,,1772914382000,,,,,,,,,,,,,,
,LONG,,,1772917226000,,,,,,,,,,,,,,
,LONG,,,1772920803000,,,,,,,,,,,,,,
