zone_id,direction,state,createdTs,confirmedTs,triggerTs,resolvedTs,priceLow,priceHigh,triggerPrice,reachedTs,mfePct,maePct,timeToTargetMs,reachedHorizon,suppressionReason,uniqueMoveId,isPrimaryMoveZone,duplicateMoveCredit
,LONG,,,1773361316000,1773361860000,1773407934900,,,71719.95,,,,,,,1,true,false
,LONG,,,1773361316000,1773361860000,1773407934900,,,71719.95,,,,,,,1,false,true
,SHORT,,,1773365421000,1773365897000,1773452297000,,,71243.25,,,,,,,,,
,SHORT,,,1773373234000,,1773374070000,,,,,,,,,,,,
,SHORT,,,1773370301000,,1773388216000,,,,,,,,,,,,
,LONG,,,1773363128000,1773391041000,1773409560584,,,71947.4,,,,,,,1,false,true
,LONG,,,1773363128000,1773391042000,1773411608108,,,72145.65,,,,,,,1,false,true
,LONG,,,1773395845000,1773396176000,1773411609050,,,72199.95,,,,,,,1,false,true
,SHORT,,,1773364676000,,1773396915000,,,,,,,,,,,,
,LONG,,,1773396623000,1773396917000,1773411875717,,,72313.65,,,,,,,1,false,true
,LONG,,,1773397689000,1773398231000,1773484631000,,,72523.45,,,,,,,,,
,LONG,,,1773397906000,1773398231000,1773484631000,,,72523.45,,,,,,,,,
,LONG,,,1773398712000,1773405230000,1773491630000,,,72604.25,,,,,,,,,
,SHORT,,,1773397221000,,1773406136000,,,,,,,,,,,,
,SHORT,,,1773400889000,,1773407868000,,,,,,,,,,,,
,LONG,,,1773407070000,1773407872000,1773494272000,,,73030.85,,,,,,,,,
,LONG,,,1773407551000,1773407872000,1773494272000,,,73030.85,,,,,,,,,
,SHORT,,,1773406566000,,1773407917000,,,,,,,,,,,,
,SHORT,,,1773407812000,,1773407992000,,,,,,,,,,,,
,SHORT,,,1773408903000,1773408979000,1773418779322,,,72792.25,,,,,,,2,true,false
,SHORT,,,1773408352000,,1773410155000,,,,,,,,,,,,
,SHORT,,,1773408903000,,1773411614000,,,,,,,,,,,,
,LONG,,,1773410965000,1773411783000,1773498183000,,,73699.55,,,,,,,,,
,SHORT,,,1773418383000,1773418710000,1773505110000,,,71473.45,,,,,,,,,
,SHORT,,,1773418563000,1773418778000,1773505178000,,,71360.55,,,,,,,,,
,SHORT,,,1773425064000,,1773435862000,,,,,,,,,,,,
,SHORT,,,1773427490000,1773439330000,1773525730000,,,70791.15,,,,,,,,,
,SHORT,,,1773426956000,1773439410000,1773525810000,,,70665.45,,,,,,,,,
,SHORT,,,1773414090000,,,,,,,,,,,,,,
,SHORT,,,1773420960000,,,,,,,,,,,,,,
,SHORT,,,1773420960000,,,,,,,,,,,,,,
,SHORT,,,1773442298000,,,,,,,,,,,,,,
