zone_id,direction,state,createdTs,confirmedTs,triggerTs,resolvedTs,priceLow,priceHigh,triggerPrice,reachedTs,mfePct,maePct,timeToTargetMs,reachedHorizon,suppressionReason,uniqueMoveId,isPrimaryMoveZone,duplicateMoveCredit
,LONG,,,1773966909000,1773967167000,1774053567000,,,70192.65,,,,,,,,,
,LONG,,,1773967880000,1773968536000,1774054936000,,,70332.55,,,,,,,,,
,LONG,,,1773968261000,1773968538000,1774054938000,,,70354.35,,,,,,,,,
,SHORT,,,1773966081000,,1773970727000,,,,,,,,,,,,
,LONG,,,1773970724000,1773970782000,1774057182000,,,70511.95,,,,,,,,,
,LONG,,,1773971220000,,1773973978000,,,,,,,,,,,,
,SHORT,,,1773969065000,1773974072000,1774060472000,,,70055.45,,,,,,,,,
,SHORT,,,1773967467000,,1773977359000,,,,,,,,,,,,
,SHORT,,,1773974352000,,1773977403000,,,,,,,,,,,,
,LONG,,,1773978216000,1773978639000,1774065039000,,,70704.25,,,,,,,,,
,LONG,,,1773979204000,1773979635000,1774066035000,,,70830.55,,,,,,,,,
,SHORT,,,1773977273000,,1773979678000,,,,,,,,,,,,
,SHORT,,,1773981062000,1773981253000,1774067653000,,,70577.55,,,,,,,,,
,LONG,,,1773980412000,,1773987443000,,,,,,,,,,,,
,SHORT,,,1773977703000,1773987606000,1774074006000,,,70402.05,,,,,,,,,
,LONG,,,1773988674000,1773992040000,1774078440000,,,70624.05,,,,,,,,,
,SHORT,,,1773990926000,,1773992212000,,,,,,,,,,,,
,LONG,,,1773993241000,1773994164000,1774080564000,,,71072.55,,,,,,,,,
,SHORT,,,1773978939000,,1773994172000,,,,,,,,,,,,
,SHORT,,,1773997755000,1773998195000,1774084595000,,,70720.75,,,,,,,,,
,LONG,,,1773995701000,,1773998344000,,,,,,,,,,,,
,SHORT,,,1774008734000,1774009916000,1774096316000,,,70341.95,,,,,,,,,
,SHORT,,,1774011079000,1774013496000,1774099896000,,,70164.45,,,,,,,,,
,LONG,,,1773999053000,,1774013521000,,,,,,,,,,,,
,SHORT,,,1774015815000,1774016355000,1774102755000,,,69606.55,,,,,,,,,
,SHORT,,,1774020107000,,1774022694000,,,,,,,,,,,,
,SHORT,,,1774020126000,,1774022694000,,,,,,,,,,,,
,SHORT,,,1774031943000,,1774036388000,,,,,,,,,,,,
,SHORT,,,1774032341000,,1774036483000,,,,,,,,,,,,
,SHORT,,,1774040482000,,1774041528000,,,,,,,,,,,,
,SHORT,,,1774036963000,,1774041540000,,,,,,,,,,,,
,SHORT,,,1774037074000,,1774041540000,,,,,,,,,,,,
,LONG,,,1774028840000,1774041559000,1774127959000,,,70511.45,,,,,,,,,
,LONG,,,1774016615000,,,,,,,,,,,,,,
