zone_id,direction,state,createdTs,confirmedTs,triggerTs,resolvedTs,priceLow,priceHigh,triggerPrice,reachedTs,mfePct,maePct,timeToTargetMs,reachedHorizon,suppressionReason,uniqueMoveId,isPrimaryMoveZone,duplicateMoveCredit
,LONG,,,1772670688000,1772671299000,1772757699000,,,72920.85,,,,,,,,,
,SHORT,,,1772671566000,1772674997000,1772726768618,,,72567.75,,,,,,,1,true,false
,SHORT,,,1772670314000,1772675497000,1772726768725,,,72467.75,,,,,,,1,false,true
,LONG,,,1772674326000,,1772675516000,,,,,,,,,,,,
,LONG,,,1772674599000,,1772675777000,,,,,,,,,,,,
,LONG,,,1772675664000,1772679990000,1772766390000,,,72729.05,,,,,,,,,
,LONG,,,1772676472000,1772685938000,1772772338000,,,73047.55,,,,,,,,,
,SHORT,,,1772680145000,1772690298000,1772727012257,,,72228.65,,,,,,,1,false,true
,LONG,,,1772687396000,,1772690298000,,,,,,,,,,,,
,SHORT,,,1772690100000,1772690298000,1772727012257,,,72228.65,,,,,,,1,false,true
,SHORT,,,1772673704000,1772690313000,1772726991704,,,72284.95,,,,,,,1,false,true
,LONG,,,1772692704000,1772693414000,1772779814000,,,72579.45,,,,,,,,,
,SHORT,,,1772692586000,1772697029000,1772783429000,,,71980.05,,,,,,,,,
,SHORT,,,1772691308000,1772697156000,1772783556000,,,71917.45,,,,,,,,,
,SHORT,,,1772698913000,,1772701055000,,,,,,,,,,,,
,LONG,,,1772692402000,1772706408000,1772792808000,,,73291.70000000001,,,,,,,,,
,LONG,,,1772698096000,1772706416000,1772792816000,,,73206.35,,,,,,,,,
,LONG,,,1772707413000,,1772710799000,,,,,,,,,,,,
,LONG,,,1772707413000,,1772710871000,,,,,,,,,,,,
,LONG,,,1772709263000,,1772712161000,,,,,,,,,,,,
,LONG,,,1772710546000,,1772716268000,,,,,,,,,,,,
,LONG,,,1772711639000,,1772717102000,,,,,,,,,,,,
,LONG,,,1772725534000,,1772726800000,,,,,,,,,,,,
,LONG,,,1772725552000,,1772726800000,,,,,,,,,,,,
,SHORT,,,1772733784000,,1772737326000,,,,,,,,,,,,
,SHORT,,,1772733792000,,1772737349000,,,,,,,,,,,,
,SHORT,,,1772727497000,,,,,,,,,,,,,,
,LONG,,,1772727700000,,,,,,,,,,,,,,
,LONG,,,1772729260000,,,,,,,,,,,,,,
