zone_id,direction,state,createdTs,confirmedTs,triggerTs,resolvedTs,priceLow,priceHigh,triggerPrice,reachedTs,mfePct,maePct,timeToTargetMs,reachedHorizon,suppressionReason,uniqueMoveId,isPrimaryMoveZone,duplicateMoveCredit
,SHORT,,,1772755411000,1772758279000,1772805383266,,,70757.05,,,,,,,1,true,false
,SHORT,,,1772756353000,1772759473000,1772805368115,,,70800.35,,,,,,,1,false,true
,SHORT,,,1772755548000,1772760361000,1772805573920,,,70666.05,,,,,,,1,false,true
,LONG,,,1772757101000,,1772760437000,,,,,,,,,,,,
,LONG,,,1772757594000,,1772760437000,,,,,,,,,,,,
,LONG,,,1772759950000,,1772760468000,,,,,,,,,,,,
,SHORT,,,1772763452000,1772763508000,1772800524352,,,71140.05,,,,,,,1,false,true
,LONG,,,1772765724000,,1772771896000,,,,,,,,,,,,
,LONG,,,1772767677000,,1772772034000,,,,,,,,,,,,
,SHORT,,,1772761747000,1772772038000,1772805628296,,,70528.95,,,,,,,1,false,true
,LONG,,,1772770882000,,1772772041000,,,,,,,,,,,,
,SHORT,,,1772761567000,1772772067000,1772805639576,,,70305.45,,,,,,,1,false,true
,SHORT,,,1772775275000,1772775311000,1772805645102,,,70218.35,,,,,,,1,false,true
,SHORT,,,1772775855000,,1772779425000,,,,,,,,,,,,
,LONG,,,1772778815000,1772779425000,1772865825000,,,70651.05,,,,,,,,,
,LONG,,,1772776333000,1772779655000,1772866055000,,,70695.15,,,,,,,,,
,SHORT,,,1772776910000,,1772782064000,,,,,,,,,,,,
,SHORT,,,1772776910000,,1772782064000,,,,,,,,,,,,
,LONG,,,1772781368000,1772782246000,1772868646000,,,70851.75,,,,,,,,,
,LONG,,,1772783821000,,1772788126000,,,,,,,,,,,,
,LONG,,,1772783534000,,1772788665000,,,,,,,,,,,,
,LONG,,,1772773098000,,1772798499000,,,,,,,,,,,,
,LONG,,,1772794359000,,1772798787000,,,,,,,,,,,,
,SHORT,,,1772799832000,1772800578000,1772808614798,,,69688.25,,,,,,,1,false,true
,LONG,,,1772801059000,1772804021000,1772890421000,,,70099.95,,,,,,,,,
,LONG,,,1772800868000,1772804101000,1772890501000,,,70223.65,,,,,,,,,
,LONG,,,1772807302000,,1772807781000,,,,,,,,,,,,
,SHORT,,,1772806627000,1772807947000,1772894347000,,,68555.35,,,,,,,,,
,SHORT,,,1772808306000,1772808652000,1772895052000,,,68303.15,,,,,,,,,
,SHORT,,,1772808989000,,1772810334000,,,,,,,,,,,,
,SHORT,,,1772809101000,,1772810508000,,,,,,,,,,,,
,SHORT,,,1772814290000,1772818364000,1772904764000,,,68072.25,,,,,,,,,
,LONG,,,1772813193000,,1772818553000,,,,,,,,,,,,
,LONG,,,1772812900000,,1772818620000,,,,,,,,,,,,
,LONG,,,1772812900000,,1772818620000,,,,,,,,,,,,
,LONG,,,1772819797000,1772821003000,1772907403000,,,68298.15,,,,,,,,,
,SHORT,,,1772819528000,,1772821542000,,,,,,,,,,,,
,LONG,,,1772821321000,,1772828746000,,,,,,,,,,,,
,SHORT,,,1772821049000,1772829009000,1772915409000,,,67809.55,,,,,,,,,
,SHORT,,,1772829948000,,1772837019000,,,,,,,,,,,,
,LONG,,,1772819797000,,,,,,,,,,,,,,
,LONG,,,1772834687000,,,,,,,,,,,,,,
,LONG,,,1772837636000,,,,,,,,,,,,,,
