zone_id,direction,state,createdTs,confirmedTs,triggerTs,resolvedTs,priceLow,priceHigh,triggerPrice,reachedTs,mfePct,maePct,timeToTargetMs,reachedHorizon,suppressionReason,uniqueMoveId,isPrimaryMoveZone,duplicateMoveCredit
,SHORT,,,1774742801000,1774743767000,1774830167000,,,66249.05,,,,,,,,,
,LONG,,,1774743999000,1774746244000,1774832644000,,,66483.75,,,,,,,,,
,LONG,,,1774745204000,1774746730000,1774833130000,,,66524.65,,,,,,,,,
,SHORT,,,1774743074000,,1774752806000,,,,,,,,,,,,
,LONG,,,1774753466000,1774754125000,1774840525000,,,66859.75,,,,,,,,,
,SHORT,,,1774747122000,,1774754164000,,,,,,,,,,,,
,SHORT,,,1774751295000,,1774754170000,,,,,,,,,,,,
,SHORT,,,1774751818000,,1774754170000,,,,,,,,,,,,
,SHORT,,,1774759163000,1774760222000,1774824312350,,,66700.05,,,,,,,1,true,false
,SHORT,,,1774761264000,1774761377000,1774824313657,,,66600.85,,,,,,,1,false,true
,LONG,,,1774755146000,,1774761406000,,,,,,,,,,,,
,LONG,,,1774762658000,1774763401000,1774849801000,,,66692.75,,,,,,,,,
,LONG,,,1774761008000,1774763593000,1774849993000,,,66794.75,,,,,,,,,
,SHORT,,,1774763893000,1774767792000,1774824317293,,,66535.95,,,,,,,1,false,true
,LONG,,,1774756585000,,1774778862000,,,,,,,,,,,,
,SHORT,,,1774769697000,1774778862000,1774824320030,,,66480.45,,,,,,,1,false,true
,SHORT,,,1774779242000,1774779697000,1774824323200,,,66410.05,,,,,,,1,false,true
,LONG,,,1774777438000,1774782287000,1774868687000,,,66624.75,,,,,,,,,
,LONG,,,1774781563000,1774782287000,1774868687000,,,66624.75,,,,,,,,,
,LONG,,,1774783431000,1774784782000,1774871182000,,,66889.75,,,,,,,,,
,SHORT,,,1774753103000,1774789715000,1774824314913,,,66544.65,,,,,,,1,false,true
,LONG,,,1774785271000,,1774793217000,,,,,,,,,,,,
,SHORT,,,1774805488000,,1774815636000,,,,,,,,,,,,
,SHORT,,,1774827141000,1774827538000,1774913938000,,,65884.55,,,,,,,,,
