zone_id,direction,state,createdTs,confirmedTs,triggerTs,resolvedTs,priceLow,priceHigh,triggerPrice,reachedTs,mfePct,maePct,timeToTargetMs,reachedHorizon,suppressionReason,uniqueMoveId,isPrimaryMoveZone,duplicateMoveCredit
,LONG,,,1773619744000,,1773620755000,,,,,,,,,,,,
,SHORT,,,1773622057000,1773623102000,1773709502000,,,72367.05,,,,,,,,,
,SHORT,,,1773623488000,,1773626089000,,,,,,,,,,,,
,SHORT,,,1773626965000,1773628071000,1773714471000,,,72350.95,,,,,,,,,
,SHORT,,,1773628549000,,1773631418000,,,,,,,,,,,,
,LONG,,,1773621447000,1773631842000,1773636901161,,,72979.95,,,,,,,1,true,false
,LONG,,,1773621447000,1773631842000,1773636901161,,,72979.95,,,,,,,1,false,true
,LONG,,,1773626221000,1773631842000,1773636901161,,,72979.95,,,,,,,1,false,true
,SHORT,,,1773633710000,,1773636856000,,,,,,,,,,,,
,SHORT,,,1773635403000,,1773636902000,,,,,,,,,,,,
,LONG,,,,,1773637031000,,,,,,,,,,,,
,SHORT,,,1773638940000,1773641240000,1773727640000,,,73811.55,,,,,,,,,
,SHORT,,,1773639212000,1773641543000,1773727943000,,,73649.95,,,,,,,,,
,SHORT,,,1773640886000,1773641552000,1773727952000,,,73595.05,,,,,,,,,
,SHORT,,,1773642042000,1773646870000,1773733270000,,,73516.05,,,,,,,,,
,LONG,,,1773643549000,,1773649838000,,,,,,,,,,,,
,SHORT,,,1773647968000,1773649888000,1773736288000,,,73272.15,,,,,,,,,
,LONG,,,1773641764000,,1773650056000,,,,,,,,,,,,
,LONG,,,1773649209000,,1773650698000,,,,,,,,,,,,
,LONG,,,1773649209000,,1773650698000,,,,,,,,,,,,
,LONG,,,1773656173000,1773658218000,1773744618000,,,73478.65,,,,,,,,,
,LONG,,,1773657606000,1773658218000,1773744618000,,,73478.65,,,,,,,,,
,SHORT,,,1773651511000,,1773658410000,,,,,,,,,,,,
,SHORT,,,1773651038000,,1773658555000,,,,,,,,,,,,
,LONG,,,1773650790000,1773658574000,1773744974000,,,73652.15,,,,,,,,,
,LONG,,,1773661500000,1773662665000,1773749065000,,,73687.85,,,,,,,,,
,SHORT,,,1773661109000,1773663078000,1773749478000,,,73444.15,,,,,,,,,
,LONG,,,1773659443000,1773664039000,1773750439000,,,73824.95,,,,,,,,,
,SHORT,,,1773656876000,,1773664041000,,,,,,,,,,,,
,LONG,,,1773665405000,1773667899000,1773754299000,,,73948.55,,,,,,,,,
,LONG,,,1773665076000,1773667929000,1773754329000,,,73975.75,,,,,,,,,
,LONG,,,1773666985000,1773667932000,1773754332000,,,73999.95,,,,,,,,,
,LONG,,,1773651724000,1773668127000,1773754527000,,,74376.95,,,,,,,,,
,LONG,,,1773671098000,,1773671372000,,,,,,,,,,,,
,SHORT,,,1773674003000,,1773675048000,,,,,,,,,,,,
,LONG,,,1773685469000,1773688210000,1773774610000,,,74352.65,,,,,,,,,
,LONG,,,1773687732000,1773688212000,1773774612000,,,74377.25,,,,,,,,,
,LONG,,,1773696623000,1773696974000,1773783374000,,,74540.45,,,,,,,,,
,SHORT,,,1773672598000,,1773696977000,,,,,,,,,,,,
,SHORT,,,1773700848000,1773702138000,1773788538000,,,74579.15,,,,,,,,,
,LONG,,,1773673626000,,,,,,,,,,,,,,
,SHORT,,,1773698038000,,,,,,,,,,,,,,
,LONG,,,1773699232000,,,,,,,,,,,,,,
,LONG,,,1773700109000,,,,,,,,,,,,,,
,SHORT,,,1773703229000,,,,,,,,,,,,,,
