zone_id,direction,state,createdTs,confirmedTs,triggerTs,resolvedTs,priceLow,priceHigh,triggerPrice,reachedTs,mfePct,maePct,timeToTargetMs,reachedHorizon,suppressionReason,uniqueMoveId,isPrimaryMoveZone,duplicateMoveCredit
,LONG,,,1774051688000,1774052181000,1774138581000,,,70623.35,,,,,,,,,
,LONG,,,1774054189000,1774054579000,1774140979000,,,70696.15,,,,,,,,,
,SHORT,,,1774054798000,1774057499000,1774137131325,,,70493.45,,,,,,,1,true,false
,LONG,,,1774058443000,1774061525000,1774147925000,,,70708.75,,,,,,,,,
,LONG,,,1774061810000,1774071128000,1774157528000,,,70787.45,,,,,,,,,
,SHORT,,,1774072070000,1774081181000,1774137120593,,,70563.35,,,,,,,1,false,true
,SHORT,,,1774078957000,1774081276000,1774137120735,,,70551.85,,,,,,,1,false,true
,SHORT,,,1774052722000,1774081392000,1774137130838,,,70511.35,,,,,,,1,false,true
,SHORT,,,1774058053000,,1774102280000,,,,,,,,,,,,
,LONG,,,1774103405000,,1774106177000,,,,,,,,,,,,
,LONG,,,1774102920000,,1774110531000,,,,,,,,,,,,
,SHORT,,,1774110483000,1774110531000,1774137134617,,,70325.05,,,,,,,1,false,true
,SHORT,,,1774111176000,1774111292000,1774137134617,,,70319.55,,,,,,,1,false,true
,SHORT,,,1774112064000,1774112174000,1774137150021,,,70290.05,,,,,,,1,false,true
,SHORT,,,1774113326000,1774134722000,1774137462266,,,70125.65,,,,,,,1,false,true
,SHORT,,,1774113326000,1774134722000,1774137462266,,,70125.65,,,,,,,1,false,true
,SHORT,,,1774135548000,1774136724000,1774137462394,,,70065.05,,,,,,,1,false,true
,LONG,,,1774119385000,,1774136813000,,,,,,,,,,,,
,LONG,,,1774113231000,,1774136831000,,,,,,,,,,,,
,LONG,,,1774135207000,,1774136859000,,,,,,,,,,,,
,SHORT,,,1774103577000,1774136878000,1774223278000,,,69780.65,,,,,,,,,
