zone_id,direction,state,createdTs,confirmedTs,triggerTs,resolvedTs,priceLow,priceHigh,triggerPrice,reachedTs,mfePct,maePct,timeToTargetMs,reachedHorizon,suppressionReason,uniqueMoveId,isPrimaryMoveZone,duplicateMoveCredit
,LONG,,,1774829448000,1774829955000,1774847398546,,,66427.85,,,,,,,1,false,true
,LONG,,,1774829512000,1774829955000,1774847398546,,,66427.85,,,,,,,1,true,false
,LONG,,,1774829637000,1774829955000,1774847398546,,,66427.85,,,,,,,1,false,true
,LONG,,,1774837503000,1774838645000,1774925045000,,,66887.95,,,,,,,,,
,LONG,,,1774837503000,1774838645000,1774925045000,,,66887.95,,,,,,,,,
,LONG,,,1774834400000,1774838721000,1774925121000,,,66971.95,,,,,,,,,
,LONG,,,1774834460000,1774838721000,1774925121000,,,66971.95,,,,,,,,,
,SHORT,,,1774831425000,,1774838737000,,,,,,,,,,,,
,SHORT,,,1774830283000,,1774838770000,,,,,,,,,,,,
,LONG,,,1774841502000,1774843647000,1774930047000,,,67378.55,,,,,,,,,
,LONG,,,1774841704000,1774843969000,1774930369000,,,67373.65,,,,,,,,,
,SHORT,,,1774843086000,,1774844932000,,,,,,,,,,,,
,LONG,,,1774843947000,1774845089000,1774931489000,,,67499.95,,,,,,,,,
,SHORT,,,1774842906000,,1774846825000,,,,,,,,,,,,
,LONG,,,1774847323000,1774847399000,1774933799000,,,67745.55,,,,,,,,,
,SHORT,,,1774846806000,1774849343000,1774935743000,,,67437.35,,,,,,,,,
,SHORT,,,1774847034000,1774849343000,1774935743000,,,67437.35,,,,,,,,,
,SHORT,,,1774844684000,1774851545000,1774937945000,,,67244.95,,,,,,,,,
,LONG,,,1774848251000,,1774854039000,,,,,,,,,,,,
,SHORT,,,1774852797000,1774854228000,1774940628000,,,67201.75,,,,,,,,,
,LONG,,,1774859473000,,1774867090000,,,,,,,,,,,,
,LONG,,,1774872852000,1774873407000,1774959807000,,,67942.85,,,,,,,,,
,LONG,,,1774873320000,1774876912000,1774963312000,,,68062.95,,,,,,,,,
,SHORT,,,1774874483000,1774877415000,1774897672412,,,67755.15,,,,,,,2,true,false
,SHORT,,,1774859288000,1774879235000,1774898686880,,,67577.55,,,,,,,2,false,true
,LONG,,,1774878790000,,1774880944000,,,,,,,,,,,,
,LONG,,,1774883100000,,1774886702000,,,,,,,,,,,,
,SHORT,,,1774892127000,1774895029000,1774981429000,,,66600.05,,,,,,,,,
,SHORT,,,1774897418000,1774897594000,1774983994000,,,66480.05,,,,,,,,,
,SHORT,,,1774897033000,1774897602000,1774984002000,,,66447.15,,,,,,,,,
,LONG,,,1774893201000,,1774897672000,,,,,,,,,,,,
,SHORT,,,1774898833000,,1774904968000,,,,,,,,,,,,
,LONG,,,1774901058000,1774905066000,1774991466000,,,66696.15,,,,,,,,,
,SHORT,,,1774898653000,,1774905281000,,,,,,,,,,,,
,LONG,,,1774907448000,,1774911774000,,,,,,,,,,,,
,LONG,,,1774899606000,,,,,,,,,,,,,,
,LONG,,,1774899606000,,,,,,,,,,,,,,
,SHORT,,,1774902338000,,,,,,,,,,,,,,
