id,_date,direction,sim_label,sim_outcome,sim_pnl_after_cost,explainable_score,dist_to_recent_swing_high_pct,dl2_supp_minus_opp_net_flow_15m__pctile_prior,dl2_supp_minus_opp_net_flow_15m__z_prior,dl2_supp_minus_opp_net_flow_15m__pctile_7d,dl2_supp_minus_opp_net_flow_15m__pctile_day,dl2_supp_minus_opp_net_flow_15m__pctile_60m,dl2_supp_minus_opp_net_flow_15m__pctile_180m,dl2_supp_minus_opp_net_flow_15m__z_60m,dl2_supp_minus_opp_net_flow_15m__z_180m,dl2_supp_minus_opp_net_flow_15m__over_med_prior,dl2_supp_minus_opp_net_flow_15m__over_mad_prior,dl2_supp_minus_opp_net_flow_5m__pctile_prior,dl2_supp_minus_opp_net_flow_5m__z_prior,dl2_supp_minus_opp_net_flow_5m__pctile_7d,dl2_supp_minus_opp_net_flow_5m__pctile_day,dl2_supp_minus_opp_net_flow_5m__pctile_60m,dl2_supp_minus_opp_net_flow_5m__pctile_180m,dl2_supp_minus_opp_net_flow_5m__z_60m,dl2_supp_minus_opp_net_flow_5m__z_180m,dl2_supp_minus_opp_net_flow_5m__over_med_prior,dl2_supp_minus_opp_net_flow_5m__over_mad_prior,dl2_microprice_aligned_delta_5m_bps__pctile_prior,dl2_microprice_aligned_delta_5m_bps__z_prior,dl2_microprice_aligned_delta_5m_bps__pctile_7d,dl2_microprice_aligned_delta_5m_bps__pctile_day,dl2_microprice_aligned_delta_5m_bps__pctile_60m,dl2_microprice_aligned_delta_5m_bps__pctile_180m,dl2_microprice_aligned_delta_5m_bps__z_60m,dl2_microprice_aligned_delta_5m_bps__z_180m,dl2_microprice_aligned_delta_5m_bps__over_med_prior,dl2_microprice_aligned_delta_5m_bps__over_mad_prior,dl2_microprice_aligned_delta_15m_bps__pctile_prior,dl2_microprice_aligned_delta_15m_bps__z_prior,dl2_microprice_aligned_delta_15m_bps__pctile_7d,dl2_microprice_aligned_delta_15m_bps__pctile_day,dl2_microprice_aligned_delta_15m_bps__pctile_60m,dl2_microprice_aligned_delta_15m_bps__pctile_180m,dl2_microprice_aligned_delta_15m_bps__z_60m,dl2_microprice_aligned_delta_15m_bps__z_180m,dl2_microprice_aligned_delta_15m_bps__over_med_prior,dl2_microprice_aligned_delta_15m_bps__over_mad_prior,dl2_top1_supportive_persistence_ge_50_5m_sec__pctile_prior,dl2_top1_supportive_persistence_ge_50_5m_sec__z_prior,dl2_top1_supportive_persistence_ge_50_5m_sec__pctile_7d,dl2_top1_supportive_persistence_ge_50_5m_sec__pctile_day,dl2_top1_supportive_persistence_ge_50_5m_sec__pctile_60m,dl2_top1_supportive_persistence_ge_50_5m_sec__pctile_180m,dl2_top1_supportive_persistence_ge_50_5m_sec__z_60m,dl2_top1_supportive_persistence_ge_50_5m_sec__z_180m,dl2_top1_supportive_persistence_ge_50_5m_sec__over_med_prior,dl2_top1_supportive_persistence_ge_50_5m_sec__over_mad_prior,dl2_spread_now_bps__pctile_prior,dl2_spread_now_bps__z_prior,dl2_spread_now_bps__pctile_7d,dl2_spread_now_bps__pctile_day,dl2_spread_now_bps__pctile_60m,dl2_spread_now_bps__pctile_180m,dl2_spread_now_bps__z_60m,dl2_spread_now_bps__z_180m,dl2_spread_now_bps__over_med_prior,dl2_spread_now_bps__over_mad_prior,eng_ofi__pctile_prior,eng_ofi__z_prior,eng_ofi__pctile_7d,eng_ofi__pctile_day,eng_ofi__pctile_60m,eng_ofi__pctile_180m,eng_ofi__z_60m,eng_ofi__z_180m,eng_ofi__over_med_prior,eng_ofi__over_mad_prior,eng_refill__pctile_prior,eng_refill__z_prior,eng_refill__pctile_7d,eng_refill__pctile_day,eng_refill__pctile_60m,eng_refill__pctile_180m,eng_refill__z_60m,eng_refill__z_180m,eng_refill__over_med_prior,eng_refill__over_mad_prior,eng_absorption__pctile_prior,eng_absorption__z_prior,eng_absorption__pctile_7d,eng_absorption__pctile_day,eng_absorption__pctile_60m,eng_absorption__pctile_180m,eng_absorption__z_60m,eng_absorption__z_180m,eng_absorption__over_med_prior,eng_absorption__over_mad_prior,eng_void__pctile_prior,eng_void__z_prior,eng_void__pctile_7d,eng_void__pctile_day,eng_void__pctile_60m,eng_void__pctile_180m,eng_void__z_60m,eng_void__z_180m,eng_void__over_med_prior,eng_void__over_mad_prior,supportive_taker_imb_15m__pctile_prior,supportive_taker_imb_15m__z_prior,supportive_taker_imb_15m__pctile_7d,supportive_taker_imb_15m__pctile_day,supportive_taker_imb_15m__pctile_60m,supportive_taker_imb_15m__pctile_180m,supportive_taker_imb_15m__z_60m,supportive_taker_imb_15m__z_180m,supportive_taker_imb_15m__over_med_prior,supportive_taker_imb_15m__over_mad_prior,taker_imbalance_15m__pctile_prior,taker_imbalance_15m__z_prior,taker_imbalance_15m__pctile_7d,taker_imbalance_15m__pctile_day,taker_imbalance_15m__pctile_60m,taker_imbalance_15m__pctile_180m,taker_imbalance_15m__z_60m,taker_imbalance_15m__z_180m,taker_imbalance_15m__over_med_prior,taker_imbalance_15m__over_mad_prior,explainable_score__pctile_prior,explainable_score__z_prior,explainable_score__pctile_7d,explainable_score__pctile_day,explainable_score__pctile_60m,explainable_score__pctile_180m,explainable_score__z_60m,explainable_score__z_180m,explainable_score__over_med_prior,explainable_score__over_mad_prior,ms_thin_path_score__pctile_prior,ms_thin_path_score__z_prior,ms_thin_path_score__pctile_7d,ms_thin_path_score__pctile_day,ms_thin_path_score__pctile_60m,ms_thin_path_score__pctile_180m,ms_thin_path_score__z_60m,ms_thin_path_score__z_180m,ms_thin_path_score__over_med_prior,ms_thin_path_score__over_mad_prior,ms_large_walls_on_path__pctile_prior,ms_large_walls_on_path__z_prior,ms_large_walls_on_path__pctile_7d,ms_large_walls_on_path__pctile_day,ms_large_walls_on_path__pctile_60m,ms_large_walls_on_path__pctile_180m,ms_large_walls_on_path__z_60m,ms_large_walls_on_path__z_180m,ms_large_walls_on_path__over_med_prior,ms_large_walls_on_path__over_mad_prior,book_entropy_top25__pctile_prior,book_entropy_top25__z_prior,book_entropy_top25__pctile_7d,book_entropy_top25__pctile_day,book_entropy_top25__pctile_60m,book_entropy_top25__pctile_180m,book_entropy_top25__z_60m,book_entropy_top25__z_180m,book_entropy_top25__over_med_prior,book_entropy_top25__over_mad_prior,depth_imbalance_top25__pctile_prior,depth_imbalance_top25__z_prior,depth_imbalance_top25__pctile_7d,depth_imbalance_top25__pctile_day,depth_imbalance_top25__pctile_60m,depth_imbalance_top25__pctile_180m,depth_imbalance_top25__z_60m,depth_imbalance_top25__z_180m,depth_imbalance_top25__over_med_prior,depth_imbalance_top25__over_mad_prior,spread_instability_5m_bps__pctile_prior,spread_instability_5m_bps__z_prior,spread_instability_5m_bps__pctile_7d,spread_instability_5m_bps__pctile_day,spread_instability_5m_bps__pctile_60m,spread_instability_5m_bps__pctile_180m,spread_instability_5m_bps__z_60m,spread_instability_5m_bps__z_180m,spread_instability_5m_bps__over_med_prior,spread_instability_5m_bps__over_mad_prior,dl2_supp_refill_ratio_5m__pctile_prior,dl2_supp_refill_ratio_5m__z_prior,dl2_supp_refill_ratio_5m__pctile_7d,dl2_supp_refill_ratio_5m__pctile_day,dl2_supp_refill_ratio_5m__pctile_60m,dl2_supp_refill_ratio_5m__pctile_180m,dl2_supp_refill_ratio_5m__z_60m,dl2_supp_refill_ratio_5m__z_180m,dl2_supp_refill_ratio_5m__over_med_prior,dl2_supp_refill_ratio_5m__over_mad_prior
BTCUSDT-SHORT-1779325094000-4,2026-05-21,SHORT,MID,TIMEOUT,0.6095,-0.2665,0.176,25.0,,25.0,25.0,0.0,25.0,-1.452,0.215,,,25.0,,25.0,25.0,0.0,25.0,-2.904,-0.118,,,0.0,,0.0,0.0,,,,,,,0.0,,0.0,0.0,,,,,,,100.0,,100.0,100.0,100.0,100.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,-2.019,-1.788,,,50.0,,50.0,50.0,33.3,50.0,-0.824,-0.351,,,75.0,,75.0,75.0,66.7,75.0,0.726,1.013,,,50.0,,50.0,50.0,66.7,50.0,-0.314,-0.271,,,0.0,,0.0,0.0,0.0,0.0,-2.805,-2.546,,,75.0,,75.0,75.0,100.0,75.0,2.76,1.332,,,0.0,,0.0,0.0,0.0,0.0,-3.426,-3.818,,,100.0,,100.0,100.0,100.0,100.0,1.554,1.841,,,0.0,,0.0,0.0,0.0,0.0,-1.642,-1.978,,,0.0,,0.0,0.0,0.0,0.0,-1.129,-1.374,,,100.0,,100.0,100.0,100.0,100.0,1.63,1.86,,,100.0,,100.0,100.0,100.0,100.0,12.294,12.294,,,0.0,,0.0,0.0,0.0,0.0,-2.052,-1.597,,
BTCUSDT-SHORT-1779326244000-6,2026-05-21,SHORT,MID,TIMEOUT,0.371,1.3352,0.406,20.0,0.066,20.0,20.0,0.0,20.0,-1.453,0.066,1.551,-0.282,80.0,0.576,80.0,80.0,75.0,80.0,0.272,0.576,4.741,0.351,100.0,,100.0,100.0,100.0,100.0,26.532,26.532,,,100.0,,100.0,100.0,,,,,,,100.0,2.0,100.0,100.0,100.0,100.0,1.732,2.0,,2.5,,,,,,,,,,,0.0,-1.683,0.0,0.0,0.0,0.0,-1.853,-1.683,1.716,-1.649,80.0,0.927,80.0,80.0,75.0,80.0,0.7,0.927,1.002,1.455,0.0,-1.459,0.0,0.0,0.0,0.0,-2.17,-1.459,0.909,-2.19,80.0,1.112,80.0,80.0,75.0,80.0,0.95,1.112,2.246,2.974,20.0,-0.723,20.0,20.0,25.0,20.0,-0.467,-0.723,-12.248,-0.809,40.0,-0.425,40.0,40.0,50.0,40.0,-0.158,-0.425,0.705,-0.5,100.0,2.703,100.0,100.0,100.0,100.0,2.885,2.703,3.256,3.609,60.0,1.003,60.0,60.0,50.0,60.0,0.816,1.003,1.048,2.227,20.0,-1.325,20.0,20.0,25.0,20.0,-1.099,-1.325,0.053,-6.0,80.0,0.544,80.0,80.0,75.0,80.0,0.62,0.544,1.337,1.662,0.0,-2.023,0.0,0.0,0.0,0.0,-2.597,-2.023,-0.26,-2.192,0.0,,0.0,0.0,0.0,0.0,-1.115,-1.115,,,40.0,-0.683,40.0,40.0,50.0,40.0,-0.436,-0.683,0.996,-0.764
BTCUSDT-SHORT-1779326363000-7,2026-05-21,SHORT,MID,TIMEOUT,0.371,1.3352,0.406,33.3,0.06,33.3,33.3,20.0,33.3,-1.09,0.06,1.503,-0.415,83.3,0.512,83.3,83.3,80.0,83.3,0.241,0.512,1.782,0.308,100.0,,100.0,100.0,100.0,100.0,1.727,1.727,,,100.0,,100.0,100.0,100.0,100.0,1.033,1.033,,,100.0,1.414,100.0,100.0,100.0,100.0,1.225,1.414,,2.121,,,,,,,,,,,83.3,0.952,83.3,83.3,100.0,83.3,1.757,0.952,0.677,1.396,83.3,0.792,83.3,83.3,80.0,83.3,0.597,0.792,1.001,0.739,16.7,-1.144,16.7,16.7,20.0,16.7,-1.393,-1.144,0.941,-1.053,83.3,0.925,83.3,83.3,80.0,83.3,0.782,0.925,2.236,2.687,33.3,-0.633,33.3,33.3,40.0,33.3,-0.409,-0.633,2.988,-0.55,50.0,-0.382,50.0,50.0,60.0,50.0,-0.141,-0.382,0.827,-0.278,100.0,1.657,100.0,100.0,100.0,100.0,1.581,1.657,2.481,3.105,66.7,0.847,66.7,66.7,60.0,66.7,0.686,0.847,1.024,0.79,33.3,-1.064,33.3,33.3,40.0,33.3,-0.882,-1.064,0.091,-1.053,83.3,0.485,83.3,83.3,80.0,83.3,0.534,0.485,1.151,0.816,16.7,-1.424,16.7,16.7,20.0,16.7,-1.516,-1.424,-0.418,-1.596,20.0,-0.892,20.0,20.0,20.0,20.0,-0.892,-0.892,0.765,-2.0,50.0,-0.6,50.0,50.0,60.0,50.0,-0.383,-0.6,0.998,-0.467
BTCUSDT-SHORT-1779359582000-16,2026-05-21,SHORT,MID,TIMEOUT,-0.0617,1.2415,1.0781,92.3,0.808,92.3,92.3,,,,,12.312,1.268,100.0,1.251,100.0,100.0,,,,,8.812,4.423,72.7,-0.18,72.7,72.7,,,,,309.667,5.545,100.0,2.162,100.0,100.0,,,,,4.294,1.974,76.9,-0.548,76.9,76.9,,,,,,0.0,,,,,,,,,,,69.2,1.023,69.2,69.2,,,,,-0.36,1.838,7.7,-0.29,7.7,7.7,,,,,0.997,-1.994,100.0,1.877,100.0,100.0,,,,,1.098,2.006,46.2,-0.229,46.2,46.2,,,,,0.588,-1.072,61.5,0.348,61.5,61.5,,,,,9.447,0.309,38.5,-0.535,38.5,38.5,,,,,-4.396,-0.48,76.9,1.061,76.9,76.9,,,,,1.863,1.187,53.8,0.576,53.8,53.8,,,,,1.003,0.12,53.8,-0.529,53.8,53.8,,,,,1.2,0.25,53.8,0.091,53.8,53.8,,,,,1.044,0.283,76.9,0.937,76.9,76.9,,,,,1.505,0.658,83.3,1.205,83.3,83.3,,,,,1.812,4.333,76.9,-0.069,76.9,76.9,,,,,1.001,0.588
BTCUSDT-LONG-1779362883000-18,2026-05-21,LONG,MID,TIMEOUT,-0.0368,0.408,1.2466,37.5,0.244,37.5,37.5,,0.0,,-1.57,0.408,-0.095,25.0,0.05,25.0,25.0,,0.0,,-2.11,-0.081,-1.388,78.6,-0.045,78.6,78.6,,100.0,,1.31,3.83,1.843,30.8,-0.792,30.8,30.8,,25.0,,-1.071,-0.753,-1.211,81.2,-0.48,81.2,81.2,,100.0,,,,0.0,,,,,,,,,,,62.5,0.807,62.5,62.5,,25.0,,-1.424,-0.524,1.024,81.2,0.512,81.2,81.2,,75.0,,0.993,1.001,0.492,50.0,0.028,50.0,50.0,,25.0,,-1.277,0.999,-0.022,18.8,-1.447,18.8,18.8,,25.0,,-1.527,0.0,-1.419,37.5,-0.721,37.5,37.5,,25.0,,-1.298,-15.824,-0.95,25.0,-0.903,25.0,25.0,,25.0,,-0.703,5.899,-0.821,37.5,-0.417,37.5,37.5,,25.0,,-1.042,0.608,-0.461,37.5,-0.171,37.5,37.5,,0.0,,-1.977,0.982,-1.057,62.5,-0.103,62.5,62.5,,100.0,,2.524,1.5,0.6,62.5,0.302,62.5,62.5,,75.0,,-0.025,1.051,0.398,37.5,-0.135,37.5,37.5,,0.0,,-4.193,0.567,-0.881,66.7,0.134,66.7,66.7,,50.0,,0.0,1.235,1.0,12.5,-0.686,12.5,12.5,,0.0,,-5.942,0.997,-2.762
BTCUSDT-LONG-1779360866000-17,2026-05-21,LONG,MID,TIMEOUT,-0.0393,0.0814,1.2852,60.0,0.423,60.0,60.0,33.3,33.3,-0.857,-0.857,3.81,0.314,80.0,0.449,80.0,80.0,33.3,33.3,-1.276,-1.276,1.472,0.596,61.5,-0.219,61.5,61.5,33.3,33.3,0.418,0.418,4.204,1.724,16.7,-1.356,16.7,16.7,0.0,0.0,-2.98,-2.98,-1.437,-1.966,80.0,-0.5,80.0,80.0,100.0,100.0,,,,0.0,,,,,,,,,,,80.0,1.186,80.0,80.0,66.7,66.7,0.488,0.488,-0.829,1.521,86.7,0.634,86.7,86.7,100.0,100.0,1.98,1.98,1.001,0.657,40.0,-0.01,40.0,40.0,0.0,0.0,-2.42,-2.42,0.994,-0.079,13.3,-1.611,13.3,13.3,0.0,0.0,-3.736,-3.736,0.0,-1.42,13.3,-1.044,13.3,13.3,0.0,0.0,-8.733,-8.733,-15.307,-1.27,6.7,-1.257,6.7,6.7,0.0,0.0,-3.737,-3.737,-32.894,-1.339,20.0,-1.031,20.0,20.0,0.0,0.0,-15.048,-15.048,0.121,-1.049,40.0,-0.102,40.0,40.0,0.0,0.0,-12.021,-12.021,0.983,-1.059,60.0,-0.238,60.0,60.0,100.0,100.0,4.95,4.95,1.333,0.4,46.7,-0.007,46.7,46.7,0.0,0.0,-0.91,-0.91,0.982,-0.138,66.7,0.783,66.7,66.7,33.3,33.3,0.509,0.509,1.366,0.564,35.7,-0.864,35.7,35.7,33.3,33.3,-1.414,-1.414,0.743,-1.0,40.0,-0.287,40.0,40.0,0.0,0.0,-28.991,-28.991,1.0,-0.364
BTCUSDT-LONG-1779378060000-24,2026-05-21,LONG,NOISE,TIMEOUT,-0.6031,0.1075,0.2303,31.8,-0.071,31.8,31.8,,25.0,,-1.178,-0.876,-0.286,18.2,-0.537,18.2,18.2,,0.0,,-0.838,-2.013,-3.875,20.0,-0.606,20.0,20.0,,25.0,,-0.746,-0.044,-1.044,10.5,-0.879,10.5,10.5,,50.0,,-0.32,-9.95,-1.137,81.8,-0.44,81.8,81.8,,75.0,,-0.577,,0.0,,,,,,,,,,,45.5,0.128,45.5,45.5,,25.0,,-1.701,-0.288,-1.016,4.5,-1.023,4.5,4.5,,0.0,,-9.712,0.995,-2.689,9.1,-1.163,9.1,9.1,,0.0,,-1.113,0.928,-1.267,31.8,-1.029,31.8,31.8,,50.0,,-0.937,0.0,-1.0,22.7,-0.749,22.7,22.7,,25.0,,-1.192,7.92,-1.144,22.7,-0.869,22.7,22.7,,25.0,,-1.213,3.555,-0.962,22.7,-0.889,22.7,22.7,,25.0,,-0.653,0.16,-1.063,31.8,-0.377,31.8,31.8,,25.0,,-1.224,0.988,-0.929,72.7,0.529,72.7,72.7,,100.0,,3.212,1.625,1.429,18.2,-0.946,18.2,18.2,,25.0,,-0.976,0.807,-1.606,18.2,-1.287,18.2,18.2,,50.0,,-0.354,-0.848,-3.188,52.4,-0.356,52.4,52.4,,0.0,,-1.521,1.111,0.4,13.6,-0.796,13.6,13.6,,25.0,,-0.828,0.997,-1.889
BTCUSDT-LONG-1779366351000-19,2026-05-21,LONG,MID,TIMEOUT,0.2031,0.7528,1.1269,35.3,0.162,35.3,35.3,,0.0,,-1.505,-0.901,-0.257,76.5,0.411,76.5,76.5,,40.0,,-0.491,1.347,0.439,80.0,-0.035,80.0,80.0,,100.0,,1.059,2.829,1.516,28.6,-0.964,28.6,28.6,,20.0,,-1.05,-1.454,-1.315,82.4,-0.463,82.4,82.4,,100.0,,,,0.0,,,,,,,,,,,52.9,0.706,52.9,52.9,,0.0,,-1.44,-0.505,0.903,100.0,1.149,100.0,100.0,,100.0,,2.384,1.004,2.539,35.3,-0.462,35.3,35.3,,0.0,,-1.699,0.968,-0.654,23.5,-1.325,23.5,23.5,,40.0,,-1.128,0.0,-1.417,0.0,-1.822,0.0,0.0,,0.0,,-2.639,-59.511,-2.215,0.0,-1.981,0.0,0.0,,0.0,,-4.41,6.3,-2.466,64.7,0.192,64.7,64.7,,40.0,,-0.123,1.13,0.15,47.1,0.057,47.1,47.1,,40.0,,-0.651,0.99,-0.647,58.8,-0.23,58.8,58.8,,80.0,,0.816,1.333,0.4,35.3,-0.172,35.3,35.3,,0.0,,-1.155,0.954,-0.425,100.0,1.21,100.0,100.0,,100.0,,1.835,1.744,1.772,50.0,-0.36,50.0,50.0,,40.0,,-0.559,0.971,-0.111,82.4,0.142,82.4,82.4,,100.0,,1.314,1.002,1.727
BTCUSDT-SHORT-1779372363000-23,2026-05-21,SHORT,MID,TIMEOUT,0.086,-0.382,0.5291,14.3,-0.501,14.3,14.3,,0.0,,-2.295,-5.962,-1.366,19.0,-0.395,19.0,19.0,,0.0,,-0.865,-1.175,-2.842,0.0,-1.029,0.0,0.0,,0.0,,-1.262,-1.139,-2.143,50.0,-0.007,50.0,50.0,,75.0,,0.369,3.329,0.077,81.0,-0.453,81.0,81.0,,75.0,,-0.577,,0.0,,,,,,,,,,,42.9,0.127,42.9,42.9,,0.0,,-4.766,-0.288,-1.126,9.5,-0.422,9.5,9.5,,25.0,,-0.628,0.997,-1.268,42.9,-0.297,42.9,42.9,,75.0,,1.632,0.969,-0.462,33.3,-0.868,33.3,33.3,,75.0,,0.768,0.195,-0.805,61.9,0.472,61.9,61.9,,75.0,,1.065,-0.849,0.683,52.4,-0.152,52.4,52.4,,50.0,,0.363,0.761,0.096,0.0,-1.899,0.0,0.0,,0.0,,-2.883,-0.566,-2.143,28.6,-0.431,28.6,28.6,,0.0,,-2.348,0.984,-1.417,71.4,0.089,71.4,71.4,,100.0,,2.065,1.25,0.5,0.0,-1.84,0.0,0.0,,0.0,,-2.783,0.657,-3.197,0.0,-2.494,0.0,0.0,,0.0,,-1.763,-1.742,-6.534,95.0,1.943,95.0,95.0,,75.0,,0.488,3.5,9.0,90.5,1.063,90.5,90.5,,100.0,,3.729,1.007,4.929
BTCUSDT-SHORT-1779371412000-22,2026-05-21,SHORT,MID,TIMEOUT,-0.1043,0.2513,0.7088,100.0,1.811,100.0,100.0,,100.0,,1.754,26.784,4.152,50.0,0.059,50.0,50.0,,50.0,,-0.502,1.055,0.071,61.1,-0.239,61.1,61.1,,0.0,,-0.681,1.308,0.308,5.9,-1.482,5.9,5.9,,25.0,,-0.779,-5.183,-2.03,80.0,-0.466,80.0,80.0,,75.0,,-0.577,,0.0,,,,,,,,,,,80.0,0.939,80.0,80.0,,100.0,,1.693,2.005,0.765,30.0,-0.297,30.0,30.0,,50.0,,-0.728,0.997,-1.143,15.0,-1.097,15.0,15.0,,0.0,,-1.099,0.921,-1.353,30.0,-1.12,30.0,30.0,,75.0,,-0.577,0.0,-1.0,50.0,-0.034,50.0,50.0,,75.0,,0.682,0.902,0.039,65.0,0.35,65.0,65.0,,75.0,,1.313,-0.896,0.757,30.0,-0.796,30.0,30.0,,0.0,,-1.688,0.354,-0.867,50.0,0.269,50.0,50.0,,75.0,,0.62,1.0,0.03,60.0,-0.204,60.0,60.0,,50.0,,0.0,1.143,0.286,95.0,1.846,95.0,95.0,,100.0,,1.9,1.348,3.222,40.0,0.255,40.0,40.0,,50.0,,0.355,0.881,-0.228,89.5,0.617,89.5,89.5,,75.0,,-0.203,2.056,3.8,40.0,-0.309,40.0,40.0,,75.0,,0.353,0.999,-0.5
BTCUSDT-SHORT-1779359514000-15,2026-05-21,SHORT,MID,TIMEOUT,-0.0617,1.2415,1.0781,92.9,0.761,92.9,92.9,,,,,10.998,1.107,100.0,1.143,100.0,100.0,,,,,5.528,5.993,75.0,-0.172,75.0,75.0,,,,,9.577,3.188,100.0,1.727,100.0,100.0,,,,,3.33,2.041,78.6,-0.522,78.6,78.6,,,,,,0.0,,,,,,,,,,,71.4,1.246,71.4,71.4,,,,,-0.72,1.804,14.3,-0.278,14.3,14.3,,,,,0.997,-1.657,100.0,1.617,100.0,100.0,,,,,1.096,1.61,50.0,-0.221,50.0,50.0,,,,,0.741,-0.631,64.3,0.334,64.3,64.3,,,,,6.0,0.282,42.9,-0.51,42.9,42.9,,,,,-6.0,-0.445,78.6,0.983,78.6,78.6,,,,,1.85,1.077,57.1,0.549,57.1,57.1,,,,,1.001,0.071,57.1,-0.505,57.1,57.1,,,,,1.091,0.111,57.1,0.088,57.1,57.1,,,,,1.022,0.152,78.6,0.876,78.6,78.6,,,,,1.453,0.628,84.6,1.098,84.6,84.6,,,,,1.706,3.0,78.6,-0.067,78.6,78.6,,,,,1.001,0.714
BTCUSDT-LONG-1779371350000-21,2026-05-21,LONG,MID,TIMEOUT,-0.026,1.4381,0.6915,94.7,1.294,94.7,94.7,,66.7,,1.086,23.257,3.011,36.8,-0.083,36.8,36.8,,33.3,,-0.737,0.307,-0.845,82.4,0.16,82.4,82.4,,66.7,,-0.454,2.798,1.803,100.0,2.028,100.0,100.0,,100.0,,3.957,80.651,2.784,78.9,-0.481,78.9,78.9,,66.7,,-0.707,,0.0,,,,,,,,,,,63.2,0.849,63.2,63.2,,66.7,,0.795,1.701,0.467,5.3,-0.483,5.3,5.3,,0.0,,-1.372,0.996,-1.571,15.8,-1.153,15.8,15.8,,0.0,,-1.598,0.92,-1.628,26.3,-1.189,26.3,26.3,,66.7,,-0.707,0.0,-1.0,73.7,0.715,73.7,73.7,,100.0,,3.837,-0.731,1.561,68.4,0.553,68.4,68.4,,100.0,,3.837,-1.529,1.019,94.7,1.407,94.7,94.7,,100.0,,3.541,2.129,1.545,42.1,-0.092,42.1,42.1,,33.3,,-0.676,0.987,-0.875,68.4,-0.065,68.4,68.4,,100.0,,1.069,1.5,1.0,47.4,-0.017,47.4,47.4,,33.3,,-0.68,0.999,-0.01,57.9,0.482,57.9,57.9,,66.7,,0.629,1.112,0.172,88.9,0.641,88.9,88.9,,66.7,,-0.235,2.114,4.333,21.1,-0.648,21.1,21.1,,66.7,,-0.559,0.997,-1.706
BTCUSDT-LONG-1779371170000-20,2026-05-21,LONG,MID,TIMEOUT,0.2777,0.9134,1.1426,100.0,1.662,100.0,100.0,,100.0,,13.385,30.472,3.77,100.0,5.018,100.0,100.0,,100.0,,25.854,17.847,21.618,100.0,4.259,100.0,100.0,,100.0,,50.789,16.546,15.61,0.0,-2.745,0.0,0.0,,0.0,,-10.34,-7.771,-3.04,83.3,0.447,83.3,83.3,,100.0,,,,0.894,,,,,,,,,,,66.7,0.972,66.7,66.7,,66.7,,0.958,-3.952,0.909,5.6,-0.437,5.6,5.6,,0.0,,-3.867,0.997,-1.701,22.2,-1.058,22.2,22.2,,0.0,,-4.105,0.93,-1.45,27.8,-0.894,27.8,27.8,,100.0,,,0.292,-0.757,11.1,-0.934,11.1,11.1,,33.3,,0.134,3.957,-1.284,5.6,-1.066,5.6,5.6,,33.3,,0.134,3.93,-1.266,66.7,0.472,66.7,66.7,,100.0,,1.822,1.361,0.458,66.7,0.589,66.7,66.7,,100.0,,6.949,1.008,0.395,50.0,-0.492,50.0,50.0,,0.0,,-4.95,0.857,-0.2,94.4,1.832,94.4,94.4,,100.0,,8.984,1.33,2.804,0.0,-2.724,0.0,0.0,,0.0,,-5.916,-1.599,-4.979,100.0,10.09,100.0,100.0,,100.0,,25.413,5.882,20.75,11.1,-0.803,11.1,11.1,,0.0,,-1.599,0.996,-2.571
BTCUSDT-SHORT-1779391977000-25,2026-05-21,SHORT,GOOD,WIN,1.86,0.0978,0.5484,56.5,0.121,56.5,56.5,,,,,2.678,0.188,73.9,0.137,73.9,73.9,,,,,1.325,0.41,4.8,-0.666,4.8,4.8,,,,,-0.316,-1.313,50.0,-0.185,50.0,50.0,,,,,2.264,-0.125,87.0,1.05,87.0,87.0,,,,,,1.479,,,,,,,,,,,39.1,0.008,39.1,39.1,,,,,-0.652,-1.257,8.7,-0.64,8.7,8.7,,,,,0.997,-1.682,65.2,0.33,65.2,65.2,,,,,1.036,0.707,34.8,-0.984,34.8,34.8,,,,,0.0,-1.0,8.7,-0.977,8.7,8.7,,,,,4.392,-1.361,87.0,1.326,87.0,87.0,,,,,-3.937,2.298,21.7,-0.871,21.7,21.7,,,,,0.147,-1.017,82.6,0.859,82.6,82.6,,,,,1.018,1.188,30.4,-0.683,30.4,30.4,,,,,0.625,-0.75,13.0,-1.193,13.0,13.0,,,,,0.749,-1.891,8.7,-1.865,8.7,8.7,,,,,-1.631,-3.63,100.0,11.427,100.0,100.0,,,,,13.474,39.5,52.2,-0.172,52.2,52.2,,,,,1.0,0.05
