id,_date,direction,sim_label,sim_outcome,sim_pnl_after_cost,explainable_score,dist_to_recent_swing_high_pct,dl2_supp_minus_opp_net_flow_15m__pctile_prior,dl2_supp_minus_opp_net_flow_15m__z_prior,dl2_supp_minus_opp_net_flow_15m__pctile_7d,dl2_supp_minus_opp_net_flow_15m__pctile_day,dl2_supp_minus_opp_net_flow_15m__pctile_60m,dl2_supp_minus_opp_net_flow_15m__pctile_180m,dl2_supp_minus_opp_net_flow_15m__z_60m,dl2_supp_minus_opp_net_flow_15m__z_180m,dl2_supp_minus_opp_net_flow_15m__over_med_prior,dl2_supp_minus_opp_net_flow_15m__over_mad_prior,dl2_supp_minus_opp_net_flow_5m__pctile_prior,dl2_supp_minus_opp_net_flow_5m__z_prior,dl2_supp_minus_opp_net_flow_5m__pctile_7d,dl2_supp_minus_opp_net_flow_5m__pctile_day,dl2_supp_minus_opp_net_flow_5m__pctile_60m,dl2_supp_minus_opp_net_flow_5m__pctile_180m,dl2_supp_minus_opp_net_flow_5m__z_60m,dl2_supp_minus_opp_net_flow_5m__z_180m,dl2_supp_minus_opp_net_flow_5m__over_med_prior,dl2_supp_minus_opp_net_flow_5m__over_mad_prior,dl2_microprice_aligned_delta_5m_bps__pctile_prior,dl2_microprice_aligned_delta_5m_bps__z_prior,dl2_microprice_aligned_delta_5m_bps__pctile_7d,dl2_microprice_aligned_delta_5m_bps__pctile_day,dl2_microprice_aligned_delta_5m_bps__pctile_60m,dl2_microprice_aligned_delta_5m_bps__pctile_180m,dl2_microprice_aligned_delta_5m_bps__z_60m,dl2_microprice_aligned_delta_5m_bps__z_180m,dl2_microprice_aligned_delta_5m_bps__over_med_prior,dl2_microprice_aligned_delta_5m_bps__over_mad_prior,dl2_microprice_aligned_delta_15m_bps__pctile_prior,dl2_microprice_aligned_delta_15m_bps__z_prior,dl2_microprice_aligned_delta_15m_bps__pctile_7d,dl2_microprice_aligned_delta_15m_bps__pctile_day,dl2_microprice_aligned_delta_15m_bps__pctile_60m,dl2_microprice_aligned_delta_15m_bps__pctile_180m,dl2_microprice_aligned_delta_15m_bps__z_60m,dl2_microprice_aligned_delta_15m_bps__z_180m,dl2_microprice_aligned_delta_15m_bps__over_med_prior,dl2_microprice_aligned_delta_15m_bps__over_mad_prior,dl2_top1_supportive_persistence_ge_50_5m_sec__pctile_prior,dl2_top1_supportive_persistence_ge_50_5m_sec__z_prior,dl2_top1_supportive_persistence_ge_50_5m_sec__pctile_7d,dl2_top1_supportive_persistence_ge_50_5m_sec__pctile_day,dl2_top1_supportive_persistence_ge_50_5m_sec__pctile_60m,dl2_top1_supportive_persistence_ge_50_5m_sec__pctile_180m,dl2_top1_supportive_persistence_ge_50_5m_sec__z_60m,dl2_top1_supportive_persistence_ge_50_5m_sec__z_180m,dl2_top1_supportive_persistence_ge_50_5m_sec__over_med_prior,dl2_top1_supportive_persistence_ge_50_5m_sec__over_mad_prior,dl2_spread_now_bps__pctile_prior,dl2_spread_now_bps__z_prior,dl2_spread_now_bps__pctile_7d,dl2_spread_now_bps__pctile_day,dl2_spread_now_bps__pctile_60m,dl2_spread_now_bps__pctile_180m,dl2_spread_now_bps__z_60m,dl2_spread_now_bps__z_180m,dl2_spread_now_bps__over_med_prior,dl2_spread_now_bps__over_mad_prior,eng_ofi__pctile_prior,eng_ofi__z_prior,eng_ofi__pctile_7d,eng_ofi__pctile_day,eng_ofi__pctile_60m,eng_ofi__pctile_180m,eng_ofi__z_60m,eng_ofi__z_180m,eng_ofi__over_med_prior,eng_ofi__over_mad_prior,eng_refill__pctile_prior,eng_refill__z_prior,eng_refill__pctile_7d,eng_refill__pctile_day,eng_refill__pctile_60m,eng_refill__pctile_180m,eng_refill__z_60m,eng_refill__z_180m,eng_refill__over_med_prior,eng_refill__over_mad_prior,eng_absorption__pctile_prior,eng_absorption__z_prior,eng_absorption__pctile_7d,eng_absorption__pctile_day,eng_absorption__pctile_60m,eng_absorption__pctile_180m,eng_absorption__z_60m,eng_absorption__z_180m,eng_absorption__over_med_prior,eng_absorption__over_mad_prior,eng_void__pctile_prior,eng_void__z_prior,eng_void__pctile_7d,eng_void__pctile_day,eng_void__pctile_60m,eng_void__pctile_180m,eng_void__z_60m,eng_void__z_180m,eng_void__over_med_prior,eng_void__over_mad_prior,supportive_taker_imb_15m__pctile_prior,supportive_taker_imb_15m__z_prior,supportive_taker_imb_15m__pctile_7d,supportive_taker_imb_15m__pctile_day,supportive_taker_imb_15m__pctile_60m,supportive_taker_imb_15m__pctile_180m,supportive_taker_imb_15m__z_60m,supportive_taker_imb_15m__z_180m,supportive_taker_imb_15m__over_med_prior,supportive_taker_imb_15m__over_mad_prior,taker_imbalance_15m__pctile_prior,taker_imbalance_15m__z_prior,taker_imbalance_15m__pctile_7d,taker_imbalance_15m__pctile_day,taker_imbalance_15m__pctile_60m,taker_imbalance_15m__pctile_180m,taker_imbalance_15m__z_60m,taker_imbalance_15m__z_180m,taker_imbalance_15m__over_med_prior,taker_imbalance_15m__over_mad_prior,explainable_score__pctile_prior,explainable_score__z_prior,explainable_score__pctile_7d,explainable_score__pctile_day,explainable_score__pctile_60m,explainable_score__pctile_180m,explainable_score__z_60m,explainable_score__z_180m,explainable_score__over_med_prior,explainable_score__over_mad_prior,ms_thin_path_score__pctile_prior,ms_thin_path_score__z_prior,ms_thin_path_score__pctile_7d,ms_thin_path_score__pctile_day,ms_thin_path_score__pctile_60m,ms_thin_path_score__pctile_180m,ms_thin_path_score__z_60m,ms_thin_path_score__z_180m,ms_thin_path_score__over_med_prior,ms_thin_path_score__over_mad_prior,ms_large_walls_on_path__pctile_prior,ms_large_walls_on_path__z_prior,ms_large_walls_on_path__pctile_7d,ms_large_walls_on_path__pctile_day,ms_large_walls_on_path__pctile_60m,ms_large_walls_on_path__pctile_180m,ms_large_walls_on_path__z_60m,ms_large_walls_on_path__z_180m,ms_large_walls_on_path__over_med_prior,ms_large_walls_on_path__over_mad_prior,book_entropy_top25__pctile_prior,book_entropy_top25__z_prior,book_entropy_top25__pctile_7d,book_entropy_top25__pctile_day,book_entropy_top25__pctile_60m,book_entropy_top25__pctile_180m,book_entropy_top25__z_60m,book_entropy_top25__z_180m,book_entropy_top25__over_med_prior,book_entropy_top25__over_mad_prior,depth_imbalance_top25__pctile_prior,depth_imbalance_top25__z_prior,depth_imbalance_top25__pctile_7d,depth_imbalance_top25__pctile_day,depth_imbalance_top25__pctile_60m,depth_imbalance_top25__pctile_180m,depth_imbalance_top25__z_60m,depth_imbalance_top25__z_180m,depth_imbalance_top25__over_med_prior,depth_imbalance_top25__over_mad_prior,spread_instability_5m_bps__pctile_prior,spread_instability_5m_bps__z_prior,spread_instability_5m_bps__pctile_7d,spread_instability_5m_bps__pctile_day,spread_instability_5m_bps__pctile_60m,spread_instability_5m_bps__pctile_180m,spread_instability_5m_bps__z_60m,spread_instability_5m_bps__z_180m,spread_instability_5m_bps__over_med_prior,spread_instability_5m_bps__over_mad_prior,dl2_supp_refill_ratio_5m__pctile_prior,dl2_supp_refill_ratio_5m__z_prior,dl2_supp_refill_ratio_5m__pctile_7d,dl2_supp_refill_ratio_5m__pctile_day,dl2_supp_refill_ratio_5m__pctile_60m,dl2_supp_refill_ratio_5m__pctile_180m,dl2_supp_refill_ratio_5m__z_60m,dl2_supp_refill_ratio_5m__z_180m,dl2_supp_refill_ratio_5m__over_med_prior,dl2_supp_refill_ratio_5m__over_mad_prior
BTCUSDT-LONG-1779321652000-1,2026-05-21,LONG,NOISE,TIMEOUT,-0.2807,0.6664,0.0106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTCUSDT-LONG-1779323426000-2,2026-05-21,LONG,NOISE,TIMEOUT,-0.4912,0.4101,0.0389,50.0,,50.0,50.0,,,,,,,50.0,,50.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,100.0,100.0,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,,,,,,,100.0,,100.0,100.0,,,,,,,100.0,,100.0,100.0,,,,,,,50.0,,50.0,50.0,,,,,,,50.0,,50.0,50.0,,,,,,,0.0,,0.0,0.0,,,,,,,50.0,,50.0,50.0,,,,,,,0.0,,0.0,0.0,,,,,,,100.0,,100.0,100.0,,,,,,,0.0,,0.0,0.0,,,,,,,100.0,,100.0,100.0,,,,,,,100.0,,100.0,100.0,,,,,,,0.0,,0.0,0.0,,,,,,
BTCUSDT-LONG-1779325402000-5,2026-05-21,LONG,NOISE,LOSS,-1.64,0.7458,0.1342,66.7,,66.7,66.7,66.7,66.7,0.853,0.853,,,66.7,,66.7,66.7,66.7,66.7,0.569,0.569,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,100.0,,100.0,100.0,100.0,100.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,-2.719,-2.719,,,66.7,,66.7,66.7,66.7,66.7,0.895,0.895,,,33.3,,33.3,33.3,33.3,33.3,-1.014,-1.014,,,100.0,,100.0,100.0,100.0,100.0,10.435,10.435,,,66.7,,66.7,66.7,66.7,66.7,0.662,0.662,,,66.7,,66.7,66.7,66.7,66.7,0.384,0.384,,,100.0,,100.0,100.0,100.0,100.0,1.737,1.737,,,0.0,,0.0,0.0,0.0,0.0,-1.263,-1.263,,,100.0,,100.0,100.0,100.0,100.0,1.027,1.027,,,100.0,,100.0,100.0,100.0,100.0,3.672,3.672,,,33.3,,33.3,33.3,33.3,33.3,-1.261,-1.261,,,100.0,,100.0,100.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,-1.762,-1.762,,
BTCUSDT-SHORT-1779323772000-3,2026-05-21,SHORT,MID,TIMEOUT,0.1819,0.2324,0.0241,100.0,,100.0,100.0,,,,,,,100.0,,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,100.0,100.0,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,,,,,,,100.0,,100.0,100.0,,,,,,,100.0,,100.0,100.0,,,,,,,0.0,,0.0,0.0,,,,,,,0.0,,0.0,0.0,,,,,,,0.0,,0.0,0.0,,,,,,,0.0,,0.0,0.0,,,,,,,100.0,,100.0,100.0,,,,,,,0.0,,0.0,0.0,,,,,,,0.0,,0.0,0.0,,,,,,,100.0,,100.0,100.0,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,,,,,,
BTCUSDT-LONG-1779326696000-8,2026-05-21,LONG,NOISE,TIMEOUT,-0.7024,-0.0412,0.4176,71.4,0.683,71.4,71.4,66.7,71.4,0.823,0.683,-0.484,3.237,28.6,0.253,28.6,28.6,16.7,28.6,-0.346,0.253,0.181,-1.066,0.0,-0.895,0.0,0.0,0.0,0.0,-0.895,-0.895,-0.39,-1.016,0.0,,0.0,0.0,0.0,0.0,-1.764,-1.764,,,57.1,-0.866,57.1,57.1,50.0,57.1,-1.0,-0.866,,0.0,,,,,,,,,,,85.7,1.124,85.7,85.7,100.0,85.7,1.656,1.124,0.708,0.673,100.0,2.769,100.0,100.0,100.0,100.0,2.962,2.769,1.003,3.397,57.1,-0.174,57.1,57.1,50.0,57.1,-0.315,-0.174,1.022,0.88,0.0,-1.673,0.0,0.0,0.0,0.0,-1.679,-1.673,0.0,-1.996,14.3,-0.642,14.3,14.3,16.7,14.3,-0.462,-0.642,1.471,-0.425,0.0,-3.15,0.0,0.0,0.0,0.0,-3.315,-3.15,-1.105,-5.027,14.3,-1.263,14.3,14.3,16.7,14.3,-1.161,-1.263,-0.062,-1.63,14.3,-1.338,14.3,14.3,16.7,14.3,-1.433,-1.338,0.937,-7.444,85.7,1.219,85.7,85.7,83.3,85.7,1.407,1.219,7.0,9.0,42.9,-0.577,42.9,42.9,50.0,42.9,-0.479,-0.577,0.78,-0.899,85.7,1.154,85.7,85.7,83.3,85.7,1.013,1.154,5.473,2.17,100.0,3.062,100.0,100.0,100.0,100.0,3.062,3.062,2.375,8.8,57.1,-0.479,57.1,57.1,66.7,57.1,-0.231,-0.479,1.0,0.119
BTCUSDT-LONG-1779331245000-9,2026-05-21,LONG,NOISE,LOSS,-1.64,0.6754,0.2567,62.5,0.49,62.5,62.5,,62.5,,0.49,-0.096,1.095,50.0,0.289,50.0,50.0,,50.0,,0.289,0.644,-0.455,33.3,-0.715,33.3,33.3,,33.3,,-0.715,-0.009,-0.575,40.0,-0.571,40.0,40.0,,40.0,,-0.571,-0.411,-1.457,62.5,-0.775,62.5,62.5,,62.5,,-0.775,,0.0,,,,,,,,,,,37.5,-0.594,37.5,37.5,,37.5,,-0.594,1.336,-0.923,0.0,-1.504,0.0,0.0,,0.0,,-1.504,0.997,-2.448,100.0,1.754,100.0,100.0,,100.0,,1.754,1.113,3.242,62.5,0.874,62.5,62.5,,62.5,,0.874,2.176,1.569,62.5,0.23,62.5,62.5,,62.5,,0.23,-0.043,1.54,12.5,-0.883,12.5,12.5,,12.5,,-0.883,0.038,-1.439,62.5,0.224,62.5,62.5,,62.5,,0.224,1.255,0.31,25.0,-1.101,25.0,25.0,,25.0,,-1.101,0.96,-1.339,87.5,1.047,87.5,87.5,,87.5,,1.047,1.909,1.0,87.5,0.64,87.5,87.5,,87.5,,0.64,1.159,1.114,50.0,0.355,50.0,50.0,,50.0,,0.355,1.431,0.383,0.0,-1.174,0.0,0.0,,0.0,,-1.174,0.588,-1.75,12.5,-0.736,12.5,12.5,,12.5,,-0.736,0.998,-0.812
BTCUSDT-SHORT-1779342844000-10,2026-05-21,SHORT,MID,TIMEOUT,0.1516,1.7031,0.5091,77.8,0.601,77.8,77.8,,,,,-0.539,1.4,55.6,0.394,55.6,55.6,,,,,2.188,0.673,71.4,0.021,71.4,71.4,,,,,972.0,11.699,66.7,0.568,66.7,66.7,,,,,3.76,0.502,66.7,-0.707,66.7,66.7,,,,,,0.0,,,,,,,,,,,100.0,4.501,100.0,100.0,,,,,-0.599,4.799,100.0,2.287,100.0,100.0,,,,,1.003,2.142,100.0,2.312,100.0,100.0,,,,,1.153,3.383,88.9,1.044,88.9,88.9,,,,,2.409,1.409,77.8,1.041,77.8,77.8,,,,,-1.505,2.384,0.0,-1.927,0.0,0.0,,,,,-1.13,-2.32,100.0,2.186,100.0,100.0,,,,,2.556,2.389,55.6,0.672,55.6,55.6,,,,,1.037,1.727,44.4,-0.745,44.4,44.4,,,,,0.263,-4.667,44.4,-0.384,44.4,44.4,,,,,0.829,-0.775,100.0,1.481,100.0,100.0,,,,,1.856,1.181,75.0,-0.16,75.0,75.0,,,,,1.125,0.667,22.2,-0.591,22.2,22.2,,,,,0.999,-0.647
BTCUSDT-LONG-1779344451000-11,2026-05-21,LONG,NOISE,TIMEOUT,-0.3094,-0.1325,0.72,50.0,0.107,50.0,50.0,,,,,1.747,-0.322,10.0,-0.896,10.0,10.0,,,,,-6.007,-9.667,50.0,-0.616,50.0,50.0,,,,,0.903,-0.055,0.0,-1.483,0.0,0.0,,,,,-1.562,-2.647,70.0,-0.655,70.0,70.0,,,,,,0.0,,,,,,,,,,,90.0,2.382,90.0,90.0,,,,,-0.554,4.021,80.0,0.579,80.0,80.0,,,,,1.001,0.458,60.0,0.319,60.0,60.0,,,,,1.028,0.435,10.0,-1.576,10.0,10.0,,,,,0.0,-2.155,10.0,-0.946,10.0,10.0,,,,,3.821,-1.445,0.0,-1.763,0.0,0.0,,,,,-1.556,-2.743,10.0,-1.354,10.0,10.0,,,,,-0.197,-1.457,40.0,-0.797,40.0,40.0,,,,,0.974,-0.831,50.0,0.28,50.0,50.0,,,,,1.167,0.222,50.0,-0.142,50.0,50.0,,,,,0.954,-0.331,0.0,-2.661,0.0,0.0,,,,,-1.143,-3.048,77.8,0.867,77.8,77.8,,,,,1.588,2.5,10.0,-0.737,10.0,10.0,,,,,0.998,-1.714
BTCUSDT-SHORT-1779346581000-12,2026-05-21,SHORT,MID,TIMEOUT,0.1008,0.1819,0.743,63.6,0.428,63.6,63.6,,,,,-0.156,1.027,9.1,-1.062,9.1,9.1,,,,,-11.75,-7.218,11.1,-0.702,11.1,11.1,,,,,-0.859,-1.026,50.0,0.528,50.0,50.0,,,,,3.118,0.385,72.7,-0.612,72.7,72.7,,,,,,0.0,,,,,,,,,,,100.0,1.956,100.0,100.0,,,,,-0.638,3.722,0.0,-9.981,0.0,0.0,,,,,0.98,-12.034,27.3,-1.027,27.3,27.3,,,,,0.921,-1.615,54.5,0.785,54.5,54.5,,,,,2.165,1.165,72.7,0.682,72.7,72.7,,,,,-0.892,1.801,27.3,-0.927,27.3,27.3,,,,,-0.892,-1.993,27.3,-0.686,27.3,27.3,,,,,0.273,-0.724,63.6,0.741,63.6,63.6,,,,,1.038,1.773,36.4,-0.858,36.4,36.4,,,,,0.286,-1.25,9.1,-1.303,9.1,9.1,,,,,0.747,-1.619,9.1,-1.695,9.1,9.1,,,,,-0.943,-2.53,30.0,-0.816,30.0,30.0,,,,,0.743,-1.0,0.0,-1.358,0.0,0.0,,,,,0.993,-4.118
BTCUSDT-SHORT-1779357069000-14,2026-05-21,SHORT,MID,TIMEOUT,0.2595,1.0853,0.7272,66.7,0.435,66.7,66.7,,,,,-0.584,0.625,91.7,0.615,91.7,91.7,,,,,3.575,1.032,50.0,-0.586,50.0,50.0,,,,,0.031,-0.359,44.4,0.185,44.4,44.4,,,,,0.551,-0.393,75.0,-0.577,75.0,75.0,,,,,,0.0,,,,,,,,,,,100.0,1.684,100.0,100.0,,,,,-0.746,3.355,66.7,0.394,66.7,66.7,,,,,1.0,0.233,75.0,0.817,75.0,75.0,,,,,1.055,0.93,50.0,0.728,50.0,50.0,,,,,1.365,0.785,75.0,0.73,75.0,75.0,,,,,-2.2,1.3,25.0,-0.95,25.0,25.0,,,,,-1.883,-1.149,75.0,0.854,75.0,75.0,,,,,2.016,1.169,50.0,0.501,50.0,50.0,,,,,1.014,0.459,50.0,-0.684,50.0,50.0,,,,,0.526,-0.529,91.7,1.073,91.7,91.7,,,,,1.275,1.48,58.3,0.524,58.3,58.3,,,,,1.681,0.483,36.4,-0.756,36.4,36.4,,,,,0.765,-1.0,75.0,-0.088,75.0,75.0,,,,,1.001,0.686
