metric,value
zones_total,46
zones_triggered,29
zones_reached,14
hit_rate_among_triggered,0.4827586206896552
deduplication_enabled,1
cooldown_minutes_after_resolve,30
duplicate_suppression_count,10767
suppressions_active_open,6851
suppressions_active_triggered,3916
move_clustering_enabled,1
move_cluster_gap_minutes,120
reached_zones_raw,14
unique_reached_moves,3
duplicate_move_credits,11
raw_triggered_hit_rate,0.4827586206896552
unique_move_adjusted_hit_rate,0.10344827586206896
status_RESOLVED_REACHED,14
direction_LONG,24
status_INVALIDATED,15
direction_SHORT,22
status_RESOLVED_FAILED,15
status_NO_TRIGGER,2
