symbol,date,id,direction,zone_type,status,zone_start,zone_confirmed,trigger_time,resolved_time,zone_low,zone_high,trigger_price,target_price,absorption_score,liquidity_void_score,ofi_score,trigger_score,horizons,outcome_summary,time_to_target_min,mfe_pct,mae_pct,quality_flags,uniqueMoveId,moveClusterSize,isPrimaryMoveZone,duplicateMoveCredit,reasons
BTCUSDT,2025-09-01,BTCUSDT-LONG-1756685756000-3,LONG,ACCUMULATION,RESOLVED_FAILED,2025-09-01T00:15:56.000Z,2025-09-01T00:20:04.000Z,2025-09-01T00:42:47.000Z,2025-09-02T00:42:47.000Z,107877.05,108043.55,108126.9,110289.438,0.6337,0.6773,0.1557,1.0000,4h|8h|24h,4h:failed_by_timeout|8h:failed_by_timeout|24h:failed_by_timeout,,1.617,0.847,,,,,,candidate@2025-09-01T00:15:56.000Z|confirmed@2025-09-01T00:20:04.000Z|trigger@2025-09-01T00:42:47.000Z|expire@2025-09-02T00:42:47.000Z
BTCUSDT,2025-09-01,BTCUSDT-LONG-1756684852000-1,LONG,ACCUMULATION,RESOLVED_FAILED,2025-09-01T00:00:52.000Z,2025-09-01T00:15:56.000Z,2025-09-01T00:47:20.000Z,2025-09-02T00:47:20.000Z,107899.75,108295.75,108355.25,110522.355,0.6215,0.6752,0.1412,1.0000,4h|8h|24h,4h:failed_by_timeout|8h:failed_by_timeout|24h:failed_by_timeout,,1.402,1.056,,,,,,candidate@2025-09-01T00:00:52.000Z|confirmed@2025-09-01T00:15:56.000Z|trigger@2025-09-01T00:47:20.000Z|expire@2025-09-02T00:47:20.000Z
BTCUSDT,2025-09-01,BTCUSDT-SHORT-1756686527000-4,SHORT,DISTRIBUTION,INVALIDATED,2025-09-01T00:28:47.000Z,2025-09-01T00:32:08.000Z,,2025-09-01T01:46:42.000Z,107639.55,107835.25,,,0.7628,0.5531,0.3350,,4h|8h|24h,4h:invalidated_before_trigger|8h:invalidated_before_trigger|24h:invalidated_before_trigger,,,,,,,,,candidate@2025-09-01T00:28:47.000Z|confirmed@2025-09-01T00:32:08.000Z|invalidate@2025-09-01T01:46:42.000Z
BTCUSDT,2025-09-01,BTCUSDT-SHORT-1756685652000-2,SHORT,DISTRIBUTION,RESOLVED_FAILED,2025-09-01T00:14:12.000Z,2025-09-01T00:28:47.000Z,2025-09-01T02:25:55.000Z,2025-09-02T02:25:55.000Z,107588.05,108043.55,107534.25,105383.565,0.6231,0.6132,0.1612,1.0000,4h|8h|24h,4h:failed_by_timeout|8h:failed_by_timeout|24h:failed_by_timeout,,0.300,2.177,,,,,,candidate@2025-09-01T00:14:12.000Z|confirmed@2025-09-01T00:28:47.000Z|trigger@2025-09-01T02:25:55.000Z|expire@2025-09-02T02:25:55.000Z
BTCUSDT,2025-09-01,BTCUSDT-SHORT-1756688324000-6,SHORT,DISTRIBUTION,RESOLVED_FAILED,2025-09-01T00:58:44.000Z,2025-09-01T01:06:19.000Z,2025-09-01T02:25:55.000Z,2025-09-02T02:25:55.000Z,108105.05,108331.388625,107534.25,105383.565,0.6672,0.1290,-0.0224,1.0000,4h|8h|24h,4h:failed_by_timeout|8h:failed_by_timeout|24h:failed_by_timeout,,0.300,2.177,,,,,,candidate@2025-09-01T00:58:44.000Z|confirmed@2025-09-01T01:06:19.000Z|trigger@2025-09-01T02:25:55.000Z|expire@2025-09-02T02:25:55.000Z
BTCUSDT,2025-09-01,BTCUSDT-SHORT-1756687727000-5,SHORT,DISTRIBUTION,RESOLVED_FAILED,2025-09-01T00:48:47.000Z,2025-09-01T00:58:44.000Z,2025-09-01T02:26:11.000Z,2025-09-02T02:26:11.000Z,108032.95,108349.95,107587.95,105436.19099999999,0.6334,0.1229,-0.0230,0.9671,4h|8h|24h,4h:failed_by_timeout|8h:failed_by_timeout|24h:failed_by_timeout,,0.350,2.126,,,,,,candidate@2025-09-01T00:48:47.000Z|confirmed@2025-09-01T00:58:44.000Z|trigger@2025-09-01T02:26:11.000Z|expire@2025-09-02T02:26:11.000Z
BTCUSDT,2025-09-01,BTCUSDT-LONG-1756688569000-7,LONG,ACCUMULATION,INVALIDATED,2025-09-01T01:02:49.000Z,2025-09-01T01:14:08.000Z,,2025-09-01T03:34:26.000Z,107917.35,108377.911875,,,0.6735,0.5671,0.0038,,4h|8h|24h,4h:invalidated_before_trigger|8h:invalidated_before_trigger|24h:invalidated_before_trigger,,,,,,,,,candidate@2025-09-01T01:02:49.000Z|confirmed@2025-09-01T01:14:08.000Z|invalidate@2025-09-01T03:34:26.000Z
BTCUSDT,2025-09-01,BTCUSDT-SHORT-1756694958000-10,SHORT,DISTRIBUTION,RESOLVED_FAILED,2025-09-01T02:49:18.000Z,2025-09-01T02:52:19.000Z,2025-09-01T04:27:26.000Z,2025-09-02T04:27:26.000Z,107380.05,107521.984125,107320.25,105173.845,0.6205,0.5876,0.3368,0.9688,4h|8h|24h,4h:failed_by_timeout|8h:failed_by_timeout|24h:failed_by_timeout,,0.101,2.380,,,,,,candidate@2025-09-01T02:49:18.000Z|confirmed@2025-09-01T02:52:19.000Z|trigger@2025-09-01T04:27:26.000Z|expire@2025-09-02T04:27:26.000Z
BTCUSDT,2025-09-01,BTCUSDT-SHORT-1756694251000-9,SHORT,DISTRIBUTION,RESOLVED_FAILED,2025-09-01T02:37:31.000Z,2025-09-01T02:41:12.000Z,2025-09-01T04:27:46.000Z,2025-09-02T04:27:46.000Z,107496.574825,107650.15,107371.25,105223.825,0.6127,0.5284,0.2750,0.9728,4h|8h|24h,4h:failed_by_timeout|8h:failed_by_timeout|24h:failed_by_timeout,,0.149,2.332,,,,,,candidate@2025-09-01T02:37:31.000Z|confirmed@2025-09-01T02:41:12.000Z|trigger@2025-09-01T04:27:46.000Z|expire@2025-09-02T04:27:46.000Z
BTCUSDT,2025-09-01,BTCUSDT-SHORT-1756701161000-12,SHORT,DISTRIBUTION,INVALIDATED,2025-09-01T04:32:41.000Z,2025-09-01T04:43:03.000Z,,2025-09-01T05:43:24.000Z,107238.05,107405.225775,,,0.6503,0.5168,0.2475,,4h|8h|24h,4h:invalidated_before_trigger|8h:invalidated_before_trigger|24h:invalidated_before_trigger,,,,,,,,,candidate@2025-09-01T04:32:41.000Z|confirmed@2025-09-01T04:43:03.000Z|invalidate@2025-09-01T05:43:24.000Z
