symbol,date,id,direction,zone_type,status,zone_start,zone_confirmed,trigger_time,resolved_time,zone_low,zone_high,trigger_price,target_price,absorption_score,liquidity_void_score,ofi_score,trigger_score,horizons,outcome_summary,time_to_target_min,mfe_pct,mae_pct,quality_flags,uniqueMoveId,moveClusterSize,isPrimaryMoveZone,duplicateMoveCredit,reasons
BTCUSDT,2026-05-21,BTCUSDT-LONG-1779321652000-1,LONG,ACCUMULATION,RESOLVED_FAILED,2026-05-21T00:00:52.000Z,2026-05-21T00:09:51.000Z,2026-05-21T00:35:01.000Z,2026-05-22T00:35:01.000Z,77557.10205,77658.2,77706.95,79261.08899999999,0.6041,0.1752,-0.1671,0.9676,4h|8h|24h,4h:failed_by_timeout|8h:failed_by_timeout|24h:failed_by_timeout,,0.609,1.300,CROSSED,,,,,candidate@2026-05-21T00:00:52.000Z|confirmed@2026-05-21T00:09:51.000Z|trigger@2026-05-21T00:35:01.000Z|expire@2026-05-22T00:35:01.000Z
BTCUSDT,2026-05-21,BTCUSDT-LONG-1779323426000-2,LONG,ACCUMULATION,RESOLVED_FAILED,2026-05-21T00:30:26.000Z,2026-05-21T00:42:34.000Z,2026-05-21T00:46:09.000Z,2026-05-22T00:46:09.000Z,77654.703225,77732.396775,77787.95,79343.709,0.6878,0.1009,-0.3107,1.0000,4h|8h|24h,4h:failed_by_timeout|8h:failed_by_timeout|24h:failed_by_timeout,,0.504,1.403,CROSSED,,,,,candidate@2026-05-21T00:30:26.000Z|confirmed@2026-05-21T00:42:34.000Z|trigger@2026-05-21T00:46:09.000Z|expire@2026-05-22T00:46:09.000Z
BTCUSDT,2026-05-21,BTCUSDT-LONG-1779325402000-5,LONG,ACCUMULATION,RESOLVED_FAILED,2026-05-21T01:03:22.000Z,2026-05-21T01:07:03.000Z,2026-05-21T01:14:48.000Z,2026-05-22T01:14:48.000Z,77888.65,77971.616325,78097.05,79658.99100000001,0.6155,0.5238,-0.4456,1.0000,4h|8h|24h,4h:failed_by_timeout|8h:failed_by_timeout|24h:failed_by_timeout,,0.106,1.793,,,,,,candidate@2026-05-21T01:03:22.000Z|confirmed@2026-05-21T01:07:03.000Z|trigger@2026-05-21T01:14:48.000Z|expire@2026-05-22T01:14:48.000Z
BTCUSDT,2026-05-21,BTCUSDT-SHORT-1779323772000-3,SHORT,DISTRIBUTION,INVALIDATED,2026-05-21T00:36:12.000Z,2026-05-21T00:39:12.000Z,,2026-05-21T01:15:21.000Z,77650.005575,77727.69442500001,,,0.6604,0.0874,-0.3094,,4h|8h|24h,4h:invalidated_before_trigger|8h:invalidated_before_trigger|24h:invalidated_before_trigger,,,,,,,,,candidate@2026-05-21T00:36:12.000Z|confirmed@2026-05-21T00:39:12.000Z|invalidate@2026-05-21T01:15:21.000Z
BTCUSDT,2026-05-21,BTCUSDT-LONG-1779326696000-8,LONG,ACCUMULATION,RESOLVED_FAILED,2026-05-21T01:24:56.000Z,2026-05-21T01:33:40.000Z,2026-05-21T02:23:15.000Z,2026-05-22T02:23:15.000Z,77781.05,77899.08007499999,78044.95,79605.849,0.6288,0.0000,-0.2199,0.9674,4h|8h|24h,4h:failed_by_timeout|8h:failed_by_timeout|24h:failed_by_timeout,,0.173,1.728,,,,,,candidate@2026-05-21T01:24:56.000Z|confirmed@2026-05-21T01:33:40.000Z|trigger@2026-05-21T02:23:15.000Z|expire@2026-05-22T02:23:15.000Z
BTCUSDT,2026-05-21,BTCUSDT-LONG-1779331245000-9,LONG,ACCUMULATION,RESOLVED_FAILED,2026-05-21T02:40:45.000Z,2026-05-21T02:56:06.000Z,2026-05-21T04:03:09.000Z,2026-05-22T04:03:09.000Z,77911.55,78032.946975,78085.55,79647.261,0.6927,0.3795,-0.4142,0.9662,4h|8h|24h,4h:failed_by_timeout|8h:failed_by_timeout|24h:failed_by_timeout,,0.121,1.779,,,,,,candidate@2026-05-21T02:40:45.000Z|confirmed@2026-05-21T02:56:06.000Z|trigger@2026-05-21T04:03:09.000Z|expire@2026-05-22T04:03:09.000Z
BTCUSDT,2026-05-21,BTCUSDT-SHORT-1779342844000-10,SHORT,DISTRIBUTION,RESOLVED_FAILED,2026-05-21T05:54:04.000Z,2026-05-21T05:57:04.000Z,2026-05-21T06:45:58.000Z,2026-05-22T06:45:58.000Z,77706.877125,77784.622875,77610.05,76057.849,0.7250,0.4220,0.1862,0.9860,4h|8h|24h,4h:failed_by_timeout|8h:failed_by_timeout|24h:failed_by_timeout,,1.177,0.734,,,,,,candidate@2026-05-21T05:54:04.000Z|confirmed@2026-05-21T05:57:04.000Z|trigger@2026-05-21T06:45:58.000Z|expire@2026-05-22T06:45:58.000Z
BTCUSDT,2026-05-21,BTCUSDT-LONG-1779344451000-11,LONG,ACCUMULATION,RESOLVED_FAILED,2026-05-21T06:20:51.000Z,2026-05-21T06:52:46.000Z,2026-05-21T07:58:17.000Z,2026-05-22T07:58:17.000Z,77523.75,77827.05,77866.75,79424.085,0.6628,0.0000,0.1719,1.0000,4h|8h|24h,4h:failed_by_timeout|8h:failed_by_timeout|24h:failed_by_timeout,,0.402,1.503,,,,,,candidate@2026-05-21T06:20:51.000Z|confirmed@2026-05-21T06:52:46.000Z|trigger@2026-05-21T07:58:17.000Z|expire@2026-05-22T07:58:17.000Z
BTCUSDT,2026-05-21,BTCUSDT-SHORT-1779346581000-12,SHORT,DISTRIBUTION,INVALIDATED,2026-05-21T06:56:21.000Z,2026-05-21T07:00:02.000Z,,2026-05-21T08:05:01.000Z,77500.080575,77594.95,,,0.6082,0.3792,0.1974,,4h|8h|24h,4h:invalidated_before_trigger|8h:invalidated_before_trigger|24h:invalidated_before_trigger,,,,,,,,,candidate@2026-05-21T06:56:21.000Z|confirmed@2026-05-21T07:00:02.000Z|invalidate@2026-05-21T08:05:01.000Z
BTCUSDT,2026-05-21,BTCUSDT-LONG-1779348179000-13,LONG,ACCUMULATION,EXPIRED,2026-05-21T07:22:59.000Z,,,2026-05-21T08:23:00.000Z,77461.39992499999,78167.95,,,0.6681,0.0000,0.1788,,4h|8h|24h,4h:no_trigger|8h:no_trigger|24h:no_trigger,,,,,,,,,candidate@2026-05-21T07:22:59.000Z|expire@2026-05-21T08:23:00.000Z
