date,symbol,direction,zoneType,status,zoneStartTs,zoneConfirmedTs,triggerTs,zoneLow,zoneHigh,triggerPrice,targetPrice,target4h,target8h,target24h,mfe,mae,timeToTarget,uniqueMoveId,moveClusterSize,isPrimaryMoveZone,duplicateMoveCredit,reasons
2026-01-01,BTCUSDT,LONG,ACCUMULATION,RESOLVED_FAILED,2026-01-01T00:00:31.000Z,2026-01-01T00:03:31.000Z,2026-01-01T00:05:15.000Z,87560.048075,87659.75,87719.45,89473.83899999999,failed_by_timeout,failed_by_timeout,failed_by_timeout,1.325,0.241,,,,,,"candidate@2026-01-01T00:00:31.000Z{sellPressure=0.761,bidRefillScore=0.684,downMovePct=0.005,absorbScore=0.667,rangeCompression=true} | confirmed@2026-01-01T00:03:31.000Z{cyclesSeen=182.000,ageMin=3.000,defendedPersistenceSec=180.000,oppositeThinning=0.476,voidScore=0.702} | trigger@2026-01-01T00:05:15.000Z{breakPct=0.068,flowMultiplier=1.866,sideFlowOK=true,triggerPrice=87719.450,targetPrice=89473.839} | expire@2026-01-02T00:05:15.000Z{allHorizonsFailed=true,targetPrice=89473.839}"
2026-01-01,BTCUSDT,SHORT,DISTRIBUTION,RESOLVED_FAILED,2026-01-01T00:10:28.000Z,2026-01-01T00:13:28.000Z,2026-01-01T04:12:52.000Z,87690.582775,87778.31722499999,87645.85,85892.933,failed_by_timeout,failed_by_timeout,failed_by_timeout,0.157,1.410,,,,,,"candidate@2026-01-01T00:10:28.000Z{buyPressure=0.585,askRefillScore=0.529,upMovePct=0.000,absorbScore=0.643,rangeCompression=true} | confirmed@2026-01-01T00:13:28.000Z{cyclesSeen=81.000,ageMin=3.000,defendedPersistenceSec=180.000,oppositeThinning=0.490,voidScore=0.298} | trigger@2026-01-01T04:12:52.000Z{breakPct=0.051,flowMultiplier=1.400,sideFlowOK=true,triggerPrice=87645.850,targetPrice=85892.933} | expire@2026-01-02T04:12:52.000Z{allHorizonsFailed=true,targetPrice=85892.933}"
2026-01-01,BTCUSDT,LONG,ACCUMULATION,RESOLVED_FAILED,2026-01-01T00:31:13.000Z,2026-01-01T00:54:33.000Z,2026-01-01T01:07:04.000Z,87691.18247500001,87799.95,87843.95,89600.829,failed_by_timeout,failed_by_timeout,failed_by_timeout,1.181,0.382,,,,,,"candidate@2026-01-01T00:31:13.000Z{sellPressure=0.560,bidRefillScore=0.502,downMovePct=0.000,absorbScore=0.616,rangeCompression=true} | confirmed@2026-01-01T00:54:33.000Z{cyclesSeen=84.000,ageMin=23.333,defendedPersistenceSec=1400.000,oppositeThinning=0.495,voidScore=0.467} | trigger@2026-01-01T01:07:04.000Z{breakPct=0.050,flowMultiplier=1.425,sideFlowOK=true,triggerPrice=87843.950,targetPrice=89600.829} | expire@2026-01-02T01:07:04.000Z{allHorizonsFailed=true,targetPrice=89600.829}"
2026-01-01,BTCUSDT,SHORT,DISTRIBUTION,RESOLVED_FAILED,2026-01-01T01:02:44.000Z,2026-01-01T01:16:42.000Z,2026-01-01T04:08:00.000Z,87776.040025,88016.95,87722.65,85968.19699999999,failed_by_timeout,failed_by_timeout,failed_by_timeout,0.244,1.321,,,,,,"candidate@2026-01-01T01:02:44.000Z{buyPressure=0.609,askRefillScore=0.499,upMovePct=0.001,absorbScore=0.636,rangeCompression=true} | confirmed@2026-01-01T01:16:42.000Z{cyclesSeen=4.000,ageMin=13.967,defendedPersistenceSec=838.000,oppositeThinning=0.516,voidScore=0.250} | trigger@2026-01-01T04:08:00.000Z{breakPct=0.061,flowMultiplier=2.349,sideFlowOK=true,triggerPrice=87722.650,targetPrice=85968.197} | expire@2026-01-02T04:08:00.000Z{allHorizonsFailed=true,targetPrice=85968.197}"
2026-01-01,BTCUSDT,SHORT,DISTRIBUTION,RESOLVED_FAILED,2026-01-01T01:16:42.000Z,2026-01-01T01:19:42.000Z,2026-01-01T04:17:16.000Z,87907.75,88001.928975,87530.55,85779.939,failed_by_timeout,failed_by_timeout,failed_by_timeout,0.025,1.543,,,,,,"candidate@2026-01-01T01:16:42.000Z{buyPressure=0.627,askRefillScore=0.503,upMovePct=0.000,absorbScore=0.690,rangeCompression=true} | confirmed@2026-01-01T01:19:42.000Z{cyclesSeen=165.000,ageMin=3.000,defendedPersistenceSec=180.000,oppositeThinning=0.503,voidScore=0.261} | trigger@2026-01-01T04:17:16.000Z{breakPct=0.429,flowMultiplier=1.410,sideFlowOK=true,triggerPrice=87530.550,targetPrice=85779.939} | expire@2026-01-02T04:17:16.000Z{allHorizonsFailed=true,targetPrice=85779.939}"
2026-01-01,BTCUSDT,LONG,ACCUMULATION,RESOLVED_FAILED,2026-01-01T01:22:05.000Z,2026-01-01T01:25:05.000Z,2026-01-01T17:21:03.000Z,87882.38682500001,87970.313175,88187.45,89951.199,failed_by_timeout,failed_by_timeout,failed_by_timeout,0.787,0.173,,,,,,"candidate@2026-01-01T01:22:05.000Z{sellPressure=0.781,bidRefillScore=0.505,downMovePct=0.004,absorbScore=0.715,rangeCompression=true} | confirmed@2026-01-01T01:25:05.000Z{cyclesSeen=63.000,ageMin=3.000,defendedPersistenceSec=180.000,oppositeThinning=0.500,voidScore=0.406} | trigger@2026-01-01T17:21:03.000Z{breakPct=0.247,flowMultiplier=1.417,sideFlowOK=true,triggerPrice=88187.450,targetPrice=89951.199} | expire@2026-01-02T17:21:03.000Z{allHorizonsFailed=true,targetPrice=89951.199}"
2026-01-01,BTCUSDT,LONG,ACCUMULATION,RESOLVED_FAILED,2026-01-01T01:33:23.000Z,2026-01-01T01:42:04.000Z,2026-01-01T01:54:29.000Z,87797.95,87902.979525,87948.25,89707.215,failed_by_timeout,failed_by_timeout,failed_by_timeout,1.061,0.500,,,,,,"candidate@2026-01-01T01:33:23.000Z{sellPressure=0.577,bidRefillScore=0.498,downMovePct=0.000,absorbScore=0.632,rangeCompression=true} | confirmed@2026-01-01T01:42:04.000Z{cyclesSeen=46.000,ageMin=8.683,defendedPersistenceSec=521.000,oppositeThinning=0.593,voidScore=0.410} | trigger@2026-01-01T01:54:29.000Z{breakPct=0.052,flowMultiplier=1.767,sideFlowOK=true,triggerPrice=87948.250,targetPrice=89707.215} | expire@2026-01-02T01:54:29.000Z{allHorizonsFailed=true,targetPrice=89707.215}"
2026-01-01,BTCUSDT,LONG,ACCUMULATION,RESOLVED_FAILED,2026-01-01T02:16:05.000Z,2026-01-01T02:30:07.000Z,2026-01-01T17:20:47.000Z,87904.45,88064.95,88113.35,89875.61700000001,failed_by_timeout,failed_by_timeout,failed_by_timeout,0.872,0.089,,,,,,"candidate@2026-01-01T02:16:05.000Z{sellPressure=0.589,bidRefillScore=0.508,downMovePct=0.000,absorbScore=0.648,rangeCompression=true} | confirmed@2026-01-01T02:30:07.000Z{cyclesSeen=4.000,ageMin=14.033,defendedPersistenceSec=842.000,oppositeThinning=0.505,voidScore=0.488} | trigger@2026-01-01T17:20:47.000Z{breakPct=0.055,flowMultiplier=2.736,sideFlowOK=true,triggerPrice=88113.350,targetPrice=89875.617} | expire@2026-01-02T17:20:47.000Z{allHorizonsFailed=true,targetPrice=89875.617}"
2026-01-01,BTCUSDT,SHORT,DISTRIBUTION,INVALIDATED,2026-01-01T04:23:33.000Z,2026-01-01T04:29:11.000Z,-,87529.56332500001,87667.95,,,invalidated_before_trigger,invalidated_before_trigger,invalidated_before_trigger,,,,,,,,"candidate@2026-01-01T04:23:33.000Z{buyPressure=0.559,askRefillScore=0.501,upMovePct=0.000,absorbScore=0.615,rangeCompression=true} | confirmed@2026-01-01T04:29:11.000Z{cyclesSeen=11.000,ageMin=5.633,defendedPersistenceSec=338.000,oppositeThinning=0.493,voidScore=0.303} | invalidate@2026-01-01T17:20:47.000Z{mid=88113.350,zoneLow=87529.563,zoneHigh=87667.950}"
2026-01-01,BTCUSDT,LONG,ACCUMULATION,RESOLVED_FAILED,2026-01-01T17:27:00.000Z,2026-01-01T17:30:00.000Z,2026-01-01T17:30:18.000Z,88133.06142499999,88221.238575,88285.65,90051.363,failed_by_timeout,failed_by_timeout,failed_by_timeout,0.675,0.284,,,,,,"candidate@2026-01-01T17:27:00.000Z{sellPressure=0.643,bidRefillScore=0.505,downMovePct=0.000,absorbScore=0.708,rangeCompression=true} | confirmed@2026-01-01T17:30:00.000Z{cyclesSeen=85.000,ageMin=3.000,defendedPersistenceSec=180.000,oppositeThinning=0.500,voidScore=0.132} | trigger@2026-01-01T17:30:18.000Z{breakPct=0.073,flowMultiplier=1.482,sideFlowOK=true,triggerPrice=88285.650,targetPrice=90051.363} | expire@2026-01-02T17:30:18.000Z{allHorizonsFailed=true,targetPrice=90051.363}"
