id,date,direction,status,class,isPrimaryMoveZone,duplicateMoveCredit,uniqueMoveId,zone_score_v1_raw,zone_score_v1_z,zone_score_v1_bucket,zone_score_v1_coverage,feat_cand_pressure_against,feat_cand_absorb_score,feat_cand_refill_with,feat_conf_cycles_seen,feat_conf_age_min,feat_conf_defended_persistence_sec,feat_candidate_to_confirm_min,feat_confirm_to_trigger_min,feat_total_pre_trigger_min,feat_trig_flow_multiplier,feat_trig_break_pct,feat_score_absorption,comp_cand_pressure_against,comp_cand_absorb_score,comp_cand_refill_with,comp_conf_cycles_seen,comp_conf_age_min,comp_conf_defended_persistence_sec,comp_candidate_to_confirm_min,comp_confirm_to_trigger_min,comp_total_pre_trigger_min,comp_trig_flow_multiplier,comp_trig_break_pct,comp_score_absorption
BTC-USDT-SWAP-LONG-1727741224000-2,2024-10-01,LONG,RESOLVED_FAILED,failed_triggered,,,,-14.309038858783536,-1.3265355503665668,low,1.0,0.6087878957065451,0.6696666852771996,0.500388464075006,89.0,3.2333333333333334,194.0,3.2333333333333334,40.65,43.88333333333333,1.4319279141066787,0.31606714060965024,0.6076030913748318,-0.3482266763441438,-0.37568301044050906,0.2156674280163276,-47.793000000000006,1.0928666666666667,65.572,1.0928666666666667,-17.35755,-16.675666666666668,0.5613157423298181,-0.09798081358899158,-0.19564819542269585
BTC-USDT-SWAP-LONG-1727744671000-6,2024-10-01,LONG,INVALIDATED,invalidated_or_expired,,,,27.968145556965602,-1.7873338579661842,low,0.6666666666666666,0.6278207919894709,0.6906028711884181,0.5003238130875434,89.0,3.65,219.0,3.65,,,,,0.612895350063494,-0.35911349301797735,-0.3874282107367026,0.21563956344073118,-47.793000000000006,1.2337,74.022,1.2337,,,,,-0.1973523027204451
BTC-USDT-SWAP-LONG-1727744245000-5,2024-10-01,LONG,INVALIDATED,invalidated_or_expired,,,,13.273569083752092,-2.6139637303738072,low,0.6666666666666666,0.5907505203916413,0.6372904729793294,0.49785096032642057,91.0,3.0,180.0,3.0,,,,,0.7657621960968207,-0.33790929766401884,-0.35751995534140385,0.21457376390068725,-48.867000000000004,1.014,60.84,1.014,,,,,-0.2465754271431763
BTC-USDT-SWAP-LONG-1727747915000-7,2024-10-01,LONG,RESOLVED_FAILED,failed_triggered,,,,164.6188303043643,-0.4492386199609507,mid,1.0,0.6418808176392372,0.706068899403161,0.5014322286647347,32.0,11.1,666.0,11.1,57.46666666666667,68.56666666666666,1.4196225170341499,0.0881620288932854,0.6123860361982776,-0.36715582768964367,-0.39610465256517335,0.21611729055450066,-17.184,3.7518000000000002,225.108,3.7518000000000002,-24.53826666666667,-26.055333333333333,0.5564920266773867,-0.027330228956918473,-0.1971883036558454
BTC-USDT-SWAP-SHORT-1727740988000-1,2024-10-01,SHORT,INVALIDATED,invalidated_or_expired,,,,339.72206372896676,1.7820357274225425,high,0.6666666666666666,0.5871434241634576,0.6097523913265738,0.5002150430673682,12.0,16.55,993.0,16.55,,,,,0.60065783987446,-0.3358460386214977,-0.3420710915342079,0.21559268356203568,-6.444000000000001,5.5939000000000005,335.634,5.5939000000000005,,,,,-0.1934118244395761
BTC-USDT-SWAP-SHORT-1727742086000-3,2024-10-01,SHORT,INVALIDATED,invalidated_or_expired,,,,224.00226440970047,0.3841760773575843,mid,0.6666666666666666,0.5896699211752034,0.6486369132927239,0.5000075791496388,18.0,11.183333333333334,671.0,11.183333333333334,,,,,0.6335269781891917,-0.3372911949122163,-0.3638853083572181,0.2155032666134943,-9.666,3.779966666666667,226.798,3.779966666666667,,,,,-0.20399568697691972
BTC-USDT-SWAP-LONG-1727754938000-8,2024-10-01,LONG,RESOLVED_FAILED,failed_triggered,,,,-31.35625338619186,-3.9034420262421983,low,1.0,0.6858569375028786,0.745663795252892,0.4994937101302753,162.0,3.0,180.0,3.0,7.566666666666666,10.566666666666666,2.148878919178838,0.06102051716848201,0.6585459436812258,-0.3923101682516465,-0.41831738913687244,0.21528178906614867,-86.994,1.014,60.84,1.014,-3.2309666666666663,-4.015333333333333,0.8423605363181046,-0.018916360322229424,-0.2120517938653547
BTC-USDT-SWAP-SHORT-1727757424000-12,2024-10-01,SHORT,RESOLVED_REACHED,primary_unique_reached_move,True,False,1,82.5233628510451,1.5206166392915723,high,1.0,0.5629493540216206,0.6192442894237827,0.5012563026007718,15.0,5.383333333333334,323.0,5.383333333333334,24.866666666666667,30.25,1.4132533572230797,0.06537610505422663,0.6275494678261546,-0.32200703050036694,-0.34739604636674215,0.21604146642093264,-8.055,1.819566666666667,109.174,1.819566666666667,-10.618066666666667,-11.495000000000001,0.5539953160314472,-0.020266592566810255,-0.2020709286400218
BTC-USDT-SWAP-LONG-1727756912000-11,2024-10-01,LONG,RESOLVED_FAILED,failed_triggered,,,,263.9271307190135,0.0623666389037415,mid,1.0,0.6416388166852371,0.705802698353761,0.500268925372406,82.0,18.133333333333333,1088.0,18.133333333333333,81.9,100.03333333333333,4.340698106201221,0.05041889173951767,0.6074625427327369,-0.3670174031439556,-0.3959553137764599,0.21561590683550697,-44.034000000000006,6.129066666666667,367.744,6.129066666666667,-34.9713,-38.01266666666667,1.7015536576308787,-0.015629856439250477,-0.19560293875994128
BTC-USDT-SWAP-SHORT-1727744152000-4,2024-10-01,SHORT,INVALIDATED,invalidated_or_expired,,,,549.5217190882184,2.663855425444595,high,0.6666666666666666,0.5698315767652229,0.6268147344417452,0.5002147797392736,7.0,26.433333333333334,1586.0,26.433333333333334,,,,,0.6031679728292186,-0.32594366190970747,-0.3516430660218191,0.21559257006762694,-3.7590000000000003,8.934466666666667,536.068,8.934466666666667,,,,,-0.1942200872510084
BTC-USDT-SWAP-LONG-1727764340000-14,2024-10-01,LONG,RESOLVED_FAILED,failed_triggered,,,,49.221480041020854,0.7489804406113771,high,1.0,0.5628715024404395,0.6191586526844834,0.4998339504433713,52.0,4.5,270.0,4.5,19.316666666666666,23.816666666666666,2.094254095587893,0.06263945423984503,0.6385629277155912,-0.32196249939593136,-0.34734800415599526,0.21542843264109304,-27.924000000000003,1.5210000000000001,91.26,1.5210000000000001,-8.248216666666666,-9.050333333333333,0.8209476054704541,-0.01941823081435196,-0.20561726272442038
BTC-USDT-SWAP-SHORT-1727755761000-9,2024-10-01,SHORT,INVALIDATED,invalidated_or_expired,,,,239.14113495803758,-3.5063237490629398,low,0.6666666666666666,0.7252827459898492,0.6781072869002095,0.500126408891309,145.0,15.166666666666666,910.0,15.166666666666666,,,,,0.7664791062237797,-0.4148617307061937,-0.38041818795101756,0.21555448223215418,-77.86500000000001,5.126333333333333,307.58000000000004,5.126333333333333,,,,,-0.24680627220405707
BTC-USDT-SWAP-SHORT-1727755836000-10,2024-10-01,SHORT,INVALIDATED,invalidated_or_expired,,,,252.1139787769934,-3.133807062979172,low,0.6666666666666666,0.6973158503330847,0.7670474353663933,0.5018483994474209,72.0,13.916666666666666,835.0,13.916666666666666,,,,,0.7664791062237797,-0.3988646663905244,-0.4303136112405467,0.2162966601618384,-38.664,4.703833333333334,282.23,4.703833333333334,,,,,-0.24680627220405707
BTC-USDT-SWAP-LONG-1727766356000-15,2024-10-01,LONG,RESOLVED_FAILED,failed_triggered,,,,261.3852344421903,0.1493753460047963,mid,1.0,0.6108171267428639,0.6718988394171503,0.5007175776047378,90.0,15.75,945.0,15.75,17.583333333333332,33.333333333333336,1.4395010130288417,0.05098941631050569,0.6365834360202287,-0.34938739649691813,-0.3769352489130214,0.215809275947642,-48.330000000000005,5.3235,319.41,5.3235,-7.5080833333333326,-12.666666666666668,0.5642843971073059,-0.015806719056256763,-0.20497986639851365
BTC-USDT-SWAP-SHORT-1727763869000-13,2024-10-01,SHORT,RESOLVED_REACHED,duplicate_reached_move,False,True,1,-3.365000512566686,-0.3138499877641581,mid,1.0,0.5593876473693469,0.6153264121062816,0.49921137970420726,16.0,5.45,327.0,5.45,132.5,137.95,1.810850343128621,0.05793901006513058,0.7036801463308813,-0.3199697342952664,-0.345198117191624,0.2151601046525133,-8.592,1.8421000000000003,110.52600000000001,1.8421000000000003,-56.5775,-52.421,0.7098533345064194,-0.01796109312019048,-0.22658500711854376
BTC-USDT-SWAP-SHORT-1727768497000-16,2024-10-01,SHORT,RESOLVED_REACHED,duplicate_reached_move,False,True,1,18.234066945707724,-2.2358045505309505,low,1.0,0.5953889404516902,0.6549278344968593,0.4982189715642845,106.0,9.116666666666667,547.0,9.116666666666667,139.03333333333333,148.15,1.4612909083572019,0.35794518847172413,0.6123751643743119,-0.34056247393836675,-0.3674145151527381,0.21473237674420662,-56.922000000000004,3.081433333333334,184.88600000000002,3.081433333333334,-59.36723333333333,-56.297000000000004,0.5728260360760231,-0.11096300842623448,-0.19718480292852844
BTC-USDT-SWAP-SHORT-1727768554000-17,2024-10-01,SHORT,RESOLVED_REACHED,duplicate_reached_move,False,True,1,4.878487011608935,-1.082281907921117,low,1.0,0.5658032917909682,0.622383620970065,0.4991024766928205,94.0,8.166666666666666,490.0,8.166666666666666,139.36666666666667,147.53333333333333,1.41445401684618,0.3598192470501056,0.6123751643743119,-0.3236394829044338,-0.3491572113642065,0.21511316745460562,-50.478,2.7603333333333335,165.62,2.7603333333333335,-59.50956666666667,-56.062666666666665,0.5544659746037026,-0.11154396658553273,-0.19718480292852844
BTC-USDT-SWAP-SHORT-1727784411000-19,2024-10-01,SHORT,RESOLVED_REACHED,duplicate_reached_move,False,True,1,35.114866357093184,-2.5442966964311013,low,1.0,0.7541183319261793,0.6149173419398487,0.49984269869871156,19.0,3.566666666666667,214.0,3.566666666666667,34.416666666666664,37.983333333333334,1.4153838443418925,0.15476383912637232,0.7502439178326807,-0.43135568586177453,-0.34496862882825513,0.21543220313914468,-10.203000000000001,1.2055333333333336,72.33200000000001,1.2055333333333336,-14.695916666666665,-14.433666666666667,0.5548304669820219,-0.04797679012917542,-0.24157854154212322
BTC-USDT-SWAP-LONG-1727772570000-18,2024-10-01,LONG,INVALIDATED,invalidated_or_expired,,,,87.69755010033708,-0.14687606287745592,mid,0.6666666666666666,0.5900422349989465,0.6490464584988411,0.49999954730275953,39.0,5.216666666666667,313.0,5.216666666666667,,,,,0.6018545018007203,-0.33750415841939735,-0.3641150632178499,0.21549980488748935,-20.943,1.7632333333333334,105.79400000000001,1.7632333333333334,,,,,-0.19379714957983193
BTC-USDT-SWAP-LONG-1727788223000-21,2024-10-01,LONG,INVALIDATED,invalidated_or_expired,,,,226.11730357001355,-0.7087908096838303,low,0.6666666666666666,0.6351810210826535,0.6986991231909189,0.5007212522916757,53.0,12.183333333333334,731.0,12.183333333333334,,,,,0.6091517729443708,-0.3633235440592778,-0.3919702081101055,0.21581085973771225,-28.461000000000002,4.117966666666667,247.078,4.117966666666667,,,,,-0.1961468708880874
BTC-USDT-SWAP-SHORT-1727787209000-20,2024-10-01,SHORT,RESOLVED_REACHED,duplicate_reached_move,False,True,1,646.8796970635458,5.087706500845521,high,1.0,0.5673950901221972,0.624134599134417,0.5005403297217402,24.0,32.31666666666667,1939.0,32.31666666666667,9.433333333333334,41.75,8.267846252195321,0.49058528827603004,0.6127141047466691,-0.3245499915498968,-0.35013951011440797,0.21573288211007002,-12.888000000000002,10.923033333333334,655.3820000000001,10.923033333333334,-4.028033333333333,-15.865,3.240995730860566,-0.1520814393655693,-0.19729394172842746
BTC-USDT-SWAP-SHORT-1727789148000-23,2024-10-01,SHORT,RESOLVED_REACHED,duplicate_reached_move,False,True,1,46.17812565519536,1.675190942601187,high,1.0,0.5592084383925866,0.6127141047466691,0.5006481501975895,79.0,4.433333333333334,266.0,4.433333333333334,5.0,9.433333333333334,5.623575921293752,0.4554044234035184,0.619835138431967,-0.3198672267605595,-0.3437326127628814,0.21577935273516105,-42.423,1.4984666666666668,89.908,1.4984666666666668,-2.135,-3.5846666666666667,2.2044417611471507,-0.1411753712550907,-0.1995869145750934
BTC-USDT-SWAP-SHORT-1727789504000-24,2024-10-01,SHORT,RESOLVED_REACHED,duplicate_reached_move,False,True,1,235.01560022469974,2.646770903620636,high,1.0,0.5525348307306155,0.607788313803677,0.5001752190097077,25.0,14.016666666666667,841.0,14.016666666666667,50.333333333333336,64.35,3.3388219024160635,0.0687900392023235,0.6005674981350504,-0.31604992317791203,-0.34096924404386286,0.21557551939318403,-13.425,4.737633333333334,284.25800000000004,4.737633333333334,-21.492333333333335,-24.453,1.3088181857470969,-0.021324912152720286,-0.19338273439948622
BTC-USDT-SWAP-LONG-1727788954000-22,2024-10-01,LONG,INVALIDATED,invalidated_or_expired,,,,1090.9039219471126,5.226259537024366,high,0.6666666666666666,0.5537743390403371,0.6091517729443708,0.4998056640380073,7.0,52.266666666666666,3136.0,52.266666666666666,,,,,0.6033164416197632,-0.3167589219310728,-0.3417341446217921,0.21541624120038114,-3.7590000000000003,17.666133333333335,1059.968,17.666133333333335,,,,,-0.19426789420156373
BTC-USDT-SWAP-LONG-1727796970000-27,2024-10-01,LONG,INVALIDATED,invalidated_or_expired,,,,260.3916630635951,-0.11162790294231179,mid,0.6666666666666666,0.6199393937137803,0.6819333330851584,0.5006579029957974,51.0,13.766666666666667,826.0,13.766666666666667,,,,,0.6031590875705627,-0.3546053332042823,-0.3825645998607739,0.21578355619118866,-27.387,4.653133333333334,279.18800000000005,4.653133333333334,,,,,-0.1942172261977212
BTC-USDT-SWAP-SHORT-1727796453000-26,2024-10-01,SHORT,RESOLVED_REACHED,duplicate_reached_move,False,True,1,1200.3790939454316,6.443676641153002,high,1.0,0.5581717158017843,0.6139888873819628,0.5002147483997798,15.0,58.95,3537.0,58.95,6.016666666666667,64.96666666666667,2.539483275976187,0.0557596505351574,0.6078216657938433,-0.31927422143862055,-0.34444776582128117,0.21559255656030507,-8.055,19.925100000000004,1195.506,19.925100000000004,-2.5691166666666665,-24.687333333333335,0.9954774441826654,-0.017285491665898794,-0.19571857638561757
BTC-USDT-SWAP-SHORT-1727799990000-28,2024-10-01,SHORT,RESOLVED_REACHED,duplicate_reached_move,False,True,1,581.3783583150389,4.062399014859289,high,1.0,0.5525651507216757,0.6078216657938433,0.5001892661089752,5.0,29.216666666666665,1753.0,29.216666666666665,21.683333333333334,50.9,2.7081865550461126,0.07591046118835404,0.6115784406025171,-0.31606726621279846,-0.34098795451034614,0.2155815736929683,-2.685,9.875233333333334,592.514,9.875233333333334,-9.258783333333334,-19.342,1.0616091295780763,-0.023532242968389752,-0.1969282578740105
BTC-USDT-SWAP-LONG-1727796019000-25,2024-10-01,LONG,INVALIDATED,invalidated_or_expired,,,,321.2729248798995,1.1677300148637006,high,0.6666666666666666,0.5656911289062556,0.6222602417968812,0.5001641172512339,19.0,15.85,951.0,15.85,,,,,0.6819333330851584,-0.3235753257343782,-0.3490879956480504,0.2155707345352818,-10.203000000000001,5.3573,321.43800000000005,5.3573,,,,,-0.219582533253421
BTC-USDT-SWAP-LONG-1727805479000-29,2024-10-01,LONG,INVALIDATED,invalidated_or_expired,,,,-16.590587563012804,-1.390932308219673,low,0.6666666666666666,0.5724296694226081,0.6296726363648689,0.5000962910653785,148.0,3.033333333333333,182.0,3.033333333333333,,,,,0.6707648381518435,-0.3274297709097318,-0.3532463490006915,0.2155415014491781,-79.476,1.0252666666666668,61.516000000000005,1.0252666666666668,,,,,-0.2159862778848936
BTC-USDT-SWAP-LONG-1727805582000-30,2024-10-01,LONG,INVALIDATED,invalidated_or_expired,,,,50.21757594386531,-0.22127808441268146,mid,0.6666666666666666,0.5604570400592357,0.6165027440651593,0.500012235592845,75.0,4.35,261.0,4.35,,,,,0.6679809420520761,-0.3205814269138828,-0.3458580394205544,0.2155052735405162,-40.275000000000006,1.4703,88.218,1.4703,,,,,-0.21508986334076852
BTC-USDT-SWAP-SHORT-1727809600000-33,2024-10-01,SHORT,RESOLVED_REACHED,duplicate_reached_move,False,True,1,-6.2774224615950125,-3.66953297229799,low,1.0,0.6777050366930355,0.7454755403623391,0.5000461158304214,135.0,3.5,210.0,3.5,6.766666666666667,10.266666666666667,1.410790047012944,0.3193253530672946,0.6255345259765455,-0.3876472809884163,-0.41821177814327226,0.2155198759229116,-72.495,1.183,70.98,1.183,-2.8893666666666666,-3.9013333333333335,0.553029698429074,-0.09899085945086132,-0.20142211736444765
BTC-USDT-SWAP-SHORT-1727809459000-32,2024-10-01,SHORT,RESOLVED_REACHED,duplicate_reached_move,False,True,1,-44.542237858188116,-1.8513233915134086,low,1.0,0.5733070489097626,0.6306377538007389,0.5006394290206299,182.0,3.0,180.0,3.0,10.283333333333333,13.283333333333333,1.4010294366894698,0.2632585358912149,0.7429733953211416,-0.3279316319763842,-0.3537877798822146,0.21577559390789147,-97.73400000000001,1.014,60.84,1.014,-4.390983333333333,-5.047666666666666,0.5492035391822722,-0.08161014612627662,-0.2392374332934076
