zone_id,direction,state,createdTs,confirmedTs,triggerTs,resolvedTs,priceLow,priceHigh,triggerPrice,reachedTs,mfePct,maePct,timeToTargetMs,reachedHorizon,suppressionReason,uniqueMoveId,isPrimaryMoveZone,duplicateMoveCredit
,SHORT,,,1706746314000,1706746958000,1706833358000,,,42477.05,,,,,,,,,
,SHORT,,,1706747506000,1706747844000,1706834244000,,,42369.45,,,,,,,,,
,LONG,,,1706746620000,,1706747913000,,,,,,,,,,,,
,SHORT,,,1706748859000,1706750125000,1706836525000,,,42197.850000000006,,,,,,,,,
,LONG,,,1706748675000,,1706750421000,,,,,,,,,,,,
,LONG,,,1706753169000,1706753631000,1706807704094,,,42117.25,,,,,,,1,true,false
,LONG,,,1706752936000,1706753648000,1706807704097,,,42120.95,,,,,,,1,false,true
,LONG,,,1706753169000,1706753656000,1706807704663,,,42133.95,,,,,,,1,false,true
,SHORT,,,1706751670000,,1706764837000,,,,,,,,,,,,
,LONG,,,1706770361000,1706772855000,1706808450127,,,42257.850000000006,,,,,,,1,false,true
,SHORT,,,1706750959000,,1706772914000,,,,,,,,,,,,
,SHORT,,,1706750967000,,1706772914000,,,,,,,,,,,,
,SHORT,,,1706752093000,,1706783122000,,,,,,,,,,,,
,LONG,,,1706773517000,1706783129000,1706816896486,,,42334.95,,,,,,,1,false,true
,SHORT,,,1706754996000,1706788724000,1706875124000,,,42056.05,,,,,,,,,
,SHORT,,,1706769053000,1706788840000,1706875240000,,,42076.850000000006,,,,,,,,,
,LONG,,,1706753954000,1706797112000,1706816896531,,,42373.05,,,,,,,1,false,true
,LONG,,,1706797727000,1706798249000,1706884649000,,,42484.95,,,,,,,,,
,LONG,,,1706799551000,1706799874000,1706886274000,,,42756.95,,,,,,,,,
,LONG,,,1706799724000,1706799874000,1706886274000,,,42756.95,,,,,,,,,
,LONG,,,1706801063000,1706801379000,1706887779000,,,42895.95,,,,,,,,,
,SHORT,,,1706802744000,1706802921000,1706889321000,,,42612.05,,,,,,,,,
,LONG,,,1706800399000,,1706803204000,,,,,,,,,,,,
,SHORT,,,1706804323000,1706805362000,1706891762000,,,42368.95,,,,,,,,,
,LONG,,,1706804535000,1706807274000,1706893674000,,,42911.25,,,,,,,,,
,LONG,,,1706808417000,1706808451000,1706894851000,,,43118.25,,,,,,,,,
,LONG,,,1706813711000,1706814315000,1706900715000,,,42929.350000000006,,,,,,,,,
,LONG,,,1706810180000,1706816897000,1706903297000,,,43210.5,,,,,,,,,
,LONG,,,1706810180000,1706816897000,1706903297000,,,43210.5,,,,,,,,,
,LONG,,,1706812367000,1706816897000,1706903297000,,,43210.5,,,,,,,,,
,SHORT,,,1706811693000,,1706817103000,,,,,,,,,,,,
,SHORT,,,1706810324000,,1706817104000,,,,,,,,,,,,
,SHORT,,,1706820372000,1706820568000,1706906968000,,,42987.55,,,,,,,,,
,SHORT,,,1706818565000,1706820605000,1706907005000,,,42978.95,,,,,,,,,
,SHORT,,,1706817631000,,,,,,,,,,,,,,
,SHORT,,,1706829255000,,,,,,,,,,,,,,
