zone_id,direction,state,createdTs,confirmedTs,triggerTs,resolvedTs,priceLow,priceHigh,triggerPrice,reachedTs,mfePct,maePct,timeToTargetMs,reachedHorizon,suppressionReason,uniqueMoveId,isPrimaryMoveZone,duplicateMoveCredit
,LONG,,,1746059120000,1746060416000,1746094794913,,,94289.25,,,,,,,1,true,false
,LONG,,,1746061148000,1746061601000,1746094875109,,,94457.85,,,,,,,1,false,true
,SHORT,,,1746057820000,,1746062188000,,,,,,,,,,,,
,SHORT,,,1746059441000,,1746065266000,,,,,,,,,,,,
,LONG,,,1746066210000,1746066427000,1746111530749,,,94887.95,,,,,,,1,false,true
,LONG,,,1746063201000,1746066535000,1746111530749,,,94887.95,,,,,,,1,false,true
,SHORT,,,1746067207000,1746070836000,1746157236000,,,94720.05,,,,,,,,,
,LONG,,,1746068107000,1746077765000,1746111549736,,,94995.05,,,,,,,1,false,true
,SHORT,,,1746062920000,,1746078254000,,,,,,,,,,,,
,SHORT,,,1746063541000,,1746078254000,,,,,,,,,,,,
,SHORT,,,,,1746082139000,,,,,,,,,,,,
,LONG,,,1746080932000,1746087462000,1746112205367,,,95089.95,,,,,,,1,false,true
,SHORT,,,1746070217000,,1746091277000,,,,,,,,,,,,
,LONG,,,1746079131000,1746091277000,1746112239511,,,95288.65,,,,,,,1,false,true
,LONG,,,1746091813000,1746091961000,1746112313120,,,95356.95,,,,,,,1,false,true
,SHORT,,,1746087987000,,1746093033000,,,,,,,,,,,,
,LONG,,,1746092725000,1746093033000,1746179433000,,,95627,,,,,,,,,
,LONG,,,1746094441000,1746094598000,1746180998000,,,95820.15,,,,,,,,,
,LONG,,,1746093922000,1746094600000,1746181000000,,,95826.75,,,,,,,,,
,SHORT,,,,,1746095178000,,,,,,,,,,,,
,SHORT,,,1746097426000,1746098713000,1746185113000,,,95875.45,,,,,,,,,
,LONG,,,1746098988000,1746103541000,1746189941000,,,96360.05,,,,,,,,,
,LONG,,,1746096013000,1746103555000,1746189955000,,,96361.95,,,,,,,,,
,SHORT,,,1746100426000,,1746105805000,,,,,,,,,,,,
,LONG,,,1746095833000,1746105813000,1746192213000,,,96600.45,,,,,,,,,
,LONG,,,1746099356000,1746105923000,1746192323000,,,96499.95,,,,,,,,,
,SHORT,,,1746105109000,1746106572000,1746192972000,,,96138.05,,,,,,,,,
,LONG,,,1746106157000,,1746106985000,,,,,,,,,,,,
,LONG,,,1746110911000,1746111530000,1746197930000,,,96702.95,,,,,,,,,
,SHORT,,,1746106871000,,1746112206000,,,,,,,,,,,,
,LONG,,,1746111855000,1746112206000,1746198606000,,,97130.6,,,,,,,,,
,LONG,,,1746112035000,1746112206000,1746198606000,,,97130.6,,,,,,,,,
,LONG,,,1746112095000,1746112206000,1746198606000,,,97130.6,,,,,,,,,
,LONG,,,1746095282000,1746112429000,1746198829000,,,97249.95,,,,,,,,,
,SHORT,,,1746115591000,1746121155000,1746207555000,,,96685.05,,,,,,,,,
,LONG,,,1746117583000,,1746121231000,,,,,,,,,,,,
,LONG,,,1746113520000,,1746121347000,,,,,,,,,,,,
,LONG,,,1746113428000,,1746121397000,,,,,,,,,,,,
,SHORT,,,1746123502000,1746124022000,1746210422000,,,96459.95,,,,,,,,,
,SHORT,,,1746123682000,1746124022000,1746210422000,,,96459.95,,,,,,,,,
,LONG,,,1746119493000,,1746124201000,,,,,,,,,,,,
,SHORT,,,1746127754000,1746129833000,1746216233000,,,96308.45,,,,,,,,,
,SHORT,,,1746127754000,1746129833000,1746216233000,,,96308.45,,,,,,,,,
,SHORT,,,1746114561000,,,,,,,,,,,,,,
