date,symbol,direction,zoneType,status,zoneStartTs,zoneConfirmedTs,triggerTs,zoneLow,zoneHigh,triggerPrice,targetPrice,target4h,target8h,target24h,mfe,mae,timeToTarget,reasons
2026-01-01,BTCUSDT,LONG,ACCUMULATION,RESOLVED_FAILED,2026-01-01T00:00:31.000Z,2026-01-01T00:03:31.000Z,2026-01-01T00:05:15.000Z,87560.048075,87659.75,87719.45,89473.83899999999,failed_by_timeout,failed_by_timeout,failed_by_timeout,1.325,0.241,,"candidate@2026-01-01T00:00:31.000Z{sellPressure=0.761,bidRefillScore=0.684,downMovePct=0.005,absorbScore=0.667,rangeCompression=true} | confirmed@2026-01-01T00:03:31.000Z{cyclesSeen=182.000,ageMin=3.000,defendedPersistenceSec=180.000,oppositeThinning=0.476,voidScore=0.702} | trigger@2026-01-01T00:05:15.000Z{breakPct=0.068,flowMultiplier=1.866,sideFlowOK=true,triggerPrice=87719.450,targetPrice=89473.839} | expire@2026-01-02T00:05:15.000Z{allHorizonsFailed=true,targetPrice=89473.839}"
2026-01-01,BTCUSDT,SHORT,DISTRIBUTION,RESOLVED_FAILED,2026-01-01T00:10:28.000Z,2026-01-01T00:13:28.000Z,2026-01-01T04:12:52.000Z,87690.582775,87778.31722499999,87645.85,85892.933,failed_by_timeout,failed_by_timeout,failed_by_timeout,0.157,1.410,,"candidate@2026-01-01T00:10:28.000Z{buyPressure=0.585,askRefillScore=0.529,upMovePct=0.000,absorbScore=0.643,rangeCompression=true} | confirmed@2026-01-01T00:13:28.000Z{cyclesSeen=81.000,ageMin=3.000,defendedPersistenceSec=180.000,oppositeThinning=0.490,voidScore=0.298} | trigger@2026-01-01T04:12:52.000Z{breakPct=0.051,flowMultiplier=1.400,sideFlowOK=true,triggerPrice=87645.850,targetPrice=85892.933} | expire@2026-01-02T04:12:52.000Z{allHorizonsFailed=true,targetPrice=85892.933}"
2026-01-01,BTCUSDT,LONG,ACCUMULATION,RESOLVED_FAILED,2026-01-01T00:31:13.000Z,2026-01-01T00:54:33.000Z,2026-01-01T01:07:04.000Z,87691.18247500001,87799.95,87843.95,89600.829,failed_by_timeout,failed_by_timeout,failed_by_timeout,1.181,0.382,,"candidate@2026-01-01T00:31:13.000Z{sellPressure=0.560,bidRefillScore=0.502,downMovePct=0.000,absorbScore=0.616,rangeCompression=true} | confirmed@2026-01-01T00:54:33.000Z{cyclesSeen=84.000,ageMin=23.333,defendedPersistenceSec=1400.000,oppositeThinning=0.495,voidScore=0.467} | trigger@2026-01-01T01:07:04.000Z{breakPct=0.050,flowMultiplier=1.425,sideFlowOK=true,triggerPrice=87843.950,targetPrice=89600.829} | expire@2026-01-02T01:07:04.000Z{allHorizonsFailed=true,targetPrice=89600.829}"
2026-01-01,BTCUSDT,LONG,ACCUMULATION,RESOLVED_FAILED,2026-01-01T01:22:05.000Z,2026-01-01T01:25:05.000Z,2026-01-01T17:21:03.000Z,87882.38682500001,87970.313175,88187.45,89951.199,failed_by_timeout,failed_by_timeout,failed_by_timeout,0.787,0.173,,"candidate@2026-01-01T01:22:05.000Z{sellPressure=0.781,bidRefillScore=0.505,downMovePct=0.004,absorbScore=0.715,rangeCompression=true} | confirmed@2026-01-01T01:25:05.000Z{cyclesSeen=63.000,ageMin=3.000,defendedPersistenceSec=180.000,oppositeThinning=0.500,voidScore=0.406} | trigger@2026-01-01T17:21:03.000Z{breakPct=0.247,flowMultiplier=1.417,sideFlowOK=true,triggerPrice=88187.450,targetPrice=89951.199} | expire@2026-01-02T17:21:03.000Z{allHorizonsFailed=true,targetPrice=89951.199}"
2026-01-01,BTCUSDT,SHORT,DISTRIBUTION,INVALIDATED,2026-01-01T04:23:33.000Z,2026-01-01T04:29:11.000Z,-,87529.56332500001,87667.95,,,invalidated_before_trigger,invalidated_before_trigger,invalidated_before_trigger,,,,"candidate@2026-01-01T04:23:33.000Z{buyPressure=0.559,askRefillScore=0.501,upMovePct=0.000,absorbScore=0.615,rangeCompression=true} | confirmed@2026-01-01T04:29:11.000Z{cyclesSeen=11.000,ageMin=5.633,defendedPersistenceSec=338.000,oppositeThinning=0.493,voidScore=0.303} | invalidate@2026-01-01T17:20:47.000Z{mid=88113.350,zoneLow=87529.563,zoneHigh=87667.950}"
2026-01-01,BTCUSDT,LONG,ACCUMULATION,RESOLVED_FAILED,2026-01-01T17:27:00.000Z,2026-01-01T17:30:00.000Z,2026-01-01T17:30:18.000Z,88133.06142499999,88221.238575,88285.65,90051.363,failed_by_timeout,failed_by_timeout,failed_by_timeout,0.675,0.284,,"candidate@2026-01-01T17:27:00.000Z{sellPressure=0.643,bidRefillScore=0.505,downMovePct=0.000,absorbScore=0.708,rangeCompression=true} | confirmed@2026-01-01T17:30:00.000Z{cyclesSeen=85.000,ageMin=3.000,defendedPersistenceSec=180.000,oppositeThinning=0.500,voidScore=0.132} | trigger@2026-01-01T17:30:18.000Z{breakPct=0.073,flowMultiplier=1.482,sideFlowOK=true,triggerPrice=88285.650,targetPrice=90051.363} | expire@2026-01-02T17:30:18.000Z{allHorizonsFailed=true,targetPrice=90051.363}"
2026-01-01,BTCUSDT,LONG,ACCUMULATION,NO_TRIGGER,2026-01-01T17:38:55.000Z,2026-01-01T17:49:05.000Z,-,88037.15,88881.35,,,no_trigger,no_trigger,no_trigger,,,,"candidate@2026-01-01T17:38:55.000Z{sellPressure=0.556,bidRefillScore=0.496,downMovePct=0.000,absorbScore=0.612,rangeCompression=true} | confirmed@2026-01-01T17:49:05.000Z{cyclesSeen=11.000,ageMin=10.167,defendedPersistenceSec=610.000,oppositeThinning=0.490,voidScore=0.021} | expire@2026-01-01T23:59:59.991Z{reason=End of replay; no trigger seen}"
2026-01-01,BTCUSDT,SHORT,DISTRIBUTION,RESOLVED_FAILED,2026-01-01T17:43:38.000Z,2026-01-01T17:55:45.000Z,2026-01-01T18:05:22.000Z,88282.45,88420.85,88229.75,86465.155,failed_by_timeout,failed_by_timeout,failed_by_timeout,0.221,0.739,,"candidate@2026-01-01T17:43:38.000Z{buyPressure=0.579,askRefillScore=0.503,upMovePct=0.000,absorbScore=0.637,rangeCompression=true} | confirmed@2026-01-01T17:55:45.000Z{cyclesSeen=10.000,ageMin=12.117,defendedPersistenceSec=727.000,oppositeThinning=0.501,voidScore=0.174} | trigger@2026-01-01T18:05:22.000Z{breakPct=0.060,flowMultiplier=1.484,sideFlowOK=true,triggerPrice=88229.750,targetPrice=86465.155} | expire@2026-01-02T18:05:22.000Z{allHorizonsFailed=true,targetPrice=86465.155}"
2026-01-01,BTCUSDT,SHORT,DISTRIBUTION,INVALIDATED,2026-01-01T18:12:06.000Z,2026-01-01T18:40:21.000Z,-,88066.65,88228.842375,,,invalidated_before_trigger,invalidated_before_trigger,invalidated_before_trigger,,,,"candidate@2026-01-01T18:12:06.000Z{buyPressure=0.555,askRefillScore=0.501,upMovePct=0.000,absorbScore=0.610,rangeCompression=true} | confirmed@2026-01-01T18:40:21.000Z{cyclesSeen=121.000,ageMin=28.250,defendedPersistenceSec=1695.000,oppositeThinning=0.503,voidScore=0.197} | invalidate@2026-01-01T23:00:19.000Z{mid=88677.750,zoneLow=88066.650,zoneHigh=88228.842}"
2026-01-01,BTCUSDT,SHORT,DISTRIBUTION,NO_TRIGGER,2026-01-01T23:48:18.000Z,-,-,88710.85,88832.55,,,no_trigger,no_trigger,no_trigger,,,,"candidate@2026-01-01T23:48:18.000Z{buyPressure=0.588,askRefillScore=0.503,upMovePct=0.000,absorbScore=0.642,rangeCompression=true} | expire@2026-01-01T23:59:59.991Z{reason=End of replay; no trigger seen}"
