id,date,direction,status,class,isPrimaryMoveZone,duplicateMoveCredit,uniqueMoveId,zone_score_v1_raw,zone_score_v1_z,zone_score_v1_bucket,zone_score_v1_coverage,feat_cand_pressure_against,feat_cand_absorb_score,feat_cand_refill_with,feat_conf_cycles_seen,feat_conf_age_min,feat_conf_defended_persistence_sec,feat_candidate_to_confirm_min,feat_confirm_to_trigger_min,feat_total_pre_trigger_min,feat_trig_flow_multiplier,feat_trig_break_pct,feat_score_absorption,comp_cand_pressure_against,comp_cand_absorb_score,comp_cand_refill_with,comp_conf_cycles_seen,comp_conf_age_min,comp_conf_defended_persistence_sec,comp_candidate_to_confirm_min,comp_confirm_to_trigger_min,comp_total_pre_trigger_min,comp_trig_flow_multiplier,comp_trig_break_pct,comp_score_absorption
BTC-USDT-SWAP-LONG-1725148831000-1,2024-09-01,LONG,RESOLVED_FAILED,failed_triggered,,,,7.658225685612603,-0.6111878848909306,low,1.0,0.8543621013133209,0.6740625288235436,0.5015701796116533,146.0,4.05,243.0,4.05,3.4166666666666665,7.466666666666667,16.335600375234545,0.05493928946842006,0.7800653060109504,-0.4886951219512195,-0.37814907867000797,0.21617674741262258,-78.402,1.3689,82.134,1.3689,-1.4589166666666666,-2.8373333333333335,6.403555347091942,-0.01703117973521022,-0.25118102853552604
BTC-USDT-SWAP-SHORT-1725149573000-2,2024-09-01,SHORT,RESOLVED_REACHED,primary_unique_reached_move,True,False,1,-57.299551440586306,-3.871936327071086,low,1.0,0.7787658045691832,0.6418750029509708,0.500491375386584,156.0,3.65,219.0,3.65,59.88333333333333,63.53333333333333,1.4093408229292819,0.18691918177805458,0.6483973998320803,-0.44545404021357277,-0.36009187665549464,0.21571178279161768,-83.772,1.2337,74.022,1.2337,-25.570183333333333,-24.142666666666667,0.5524616025882785,-0.05794494635119692,-0.20878396274592986
BTC-USDT-SWAP-SHORT-1725151467000-3,2024-09-01,SHORT,RESOLVED_REACHED,duplicate_reached_move,False,True,1,768.2419267637365,-0.26839654295209325,mid,1.0,0.7039502263077532,0.7743452489385285,0.5005970643798952,77.0,40.65,2439.0,40.65,33.5,74.15,2.716253520732022,0.05130631483898752,0.672452731166161,-0.4026595294480348,-0.4344076846545145,0.2157573347477348,-41.349000000000004,13.739700000000001,824.3820000000001,13.739700000000001,-14.304499999999999,-28.177000000000003,1.0647713801269527,-0.01590495760008613,-0.21652977943550386
BTC-USDT-SWAP-SHORT-1725151509000-4,2024-09-01,SHORT,RESOLVED_REACHED,duplicate_reached_move,False,True,1,776.1046042998327,3.383575045747769,high,1.0,0.5554642238960524,0.6110106462856577,0.49948164485807206,35.0,39.95,2397.0,39.95,33.5,73.45,1.5320534606356169,0.05130631483898752,0.672452731166161,-0.317725536068542,-0.342776972566254,0.21527658893382906,-18.795,13.503100000000002,810.186,13.503100000000002,-14.304499999999999,-27.911,0.6005649565691619,-0.01590495760008613,-0.21652977943550386
BTC-USDT-SWAP-SHORT-1725156126000-6,2024-09-01,SHORT,RESOLVED_REACHED,duplicate_reached_move,False,True,1,21.879427620487622,0.005702203849017762,mid,1.0,0.5551119285810414,0.6106231214391457,0.499802411832692,72.0,3.0,180.0,3.0,2.683333333333333,5.683333333333334,4.529276389574178,0.3008500843111676,0.7971007556309719,-0.31752402314835565,-0.34255957112736074,0.21541483949989024,-38.664,1.014,60.84,1.014,-1.1457833333333332,-2.159666666666667,1.7754763447130777,-0.09326352613646195,-0.25666644331317295
BTC-USDT-SWAP-LONG-1725153336000-5,2024-09-01,LONG,INVALIDATED,invalidated_or_expired,,,,629.9520224038073,2.9453481536594976,high,0.6666666666666666,0.563725832692866,0.6200984159621526,0.5003997308825945,40.0,31.116666666666667,1867.0,31.116666666666667,,,,,0.6030750286170175,-0.32245117630031933,-0.3478752113547677,0.21567228401039823,-21.48,10.517433333333335,631.046,10.517433333333335,,,,,-0.19419015921467964
BTC-USDT-SWAP-SHORT-1725156384000-7,2024-09-01,SHORT,RESOLVED_REACHED,duplicate_reached_move,False,True,1,117.62726994795639,-1.295147627606998,low,1.0,0.6416378765486038,0.7058016642034642,0.5002282256547516,83.0,8.15,489.0,8.15,6.55,14.7,1.4590364537544167,0.11800296629744059,0.6157397161999484,-0.36701686538580136,-0.3959547336181435,0.21559836525719792,-44.571000000000005,2.7547,165.282,2.7547,-2.79685,-5.585999999999999,0.5719422898717313,-0.03658091955220658,-0.19826818861638337
BTC-USDT-SWAP-SHORT-1725156873000-9,2024-09-01,SHORT,RESOLVED_REACHED,duplicate_reached_move,False,True,1,53.470160603585086,0.7245118624418028,high,1.0,0.5597633783635894,0.6157397161999484,0.500218553348514,18.0,3.2,192.0,3.2,3.35,6.55,1.866626743351815,0.20828902296078675,0.6854566645094754,-0.3201846524239731,-0.34542998078817105,0.21559419649320952,-9.666,1.0816000000000001,64.896,1.0816000000000001,-1.43045,-2.489,0.7317176833939115,-0.0645695971178439,-0.22071704597205108
BTC-USDT-SWAP-LONG-1725156767000-8,2024-09-01,LONG,INVALIDATED,invalidated_or_expired,,,,137.79138483882411,1.1924023109018227,high,0.6666666666666666,0.5656245727566881,0.622187030032357,0.5005688125240746,3.0,6.683333333333334,401.0,6.683333333333334,,,,,0.6108989852240382,-0.32353725561682556,-0.3490469238481523,0.21574515819787615,-1.6110000000000002,2.258966666666667,135.538,2.258966666666667,,,,,-0.1967094732421403
BTC-USDT-SWAP-LONG-1725159745000-12,2024-09-01,LONG,RESOLVED_FAILED,failed_triggered,,,,197.0412494467744,-1.1643929939736681,low,1.0,0.6385060667861493,0.6993689438479876,0.5013522873264775,36.0,10.566666666666666,634.0,10.566666666666666,1.1166666666666667,11.683333333333334,1.7184901358932692,0.05209227334950756,0.8116298236895292,-0.3652254702016774,-0.39234597749872113,0.21608283583771182,-19.332,3.5715333333333334,214.292,3.5715333333333334,-0.47681666666666667,-4.439666666666667,0.6736481332701615,-0.016148604738347345,-0.2613448032280284
