id,date,direction,status,class,isPrimaryMoveZone,duplicateMoveCredit,uniqueMoveId,zone_score_v1_raw,zone_score_v1_z,zone_score_v1_bucket,zone_score_v1_coverage,feat_cand_pressure_against,feat_cand_absorb_score,feat_cand_refill_with,feat_conf_cycles_seen,feat_conf_age_min,feat_conf_defended_persistence_sec,feat_candidate_to_confirm_min,feat_confirm_to_trigger_min,feat_total_pre_trigger_min,feat_trig_flow_multiplier,feat_trig_break_pct,feat_score_absorption,comp_cand_pressure_against,comp_cand_absorb_score,comp_cand_refill_with,comp_conf_cycles_seen,comp_conf_age_min,comp_conf_defended_persistence_sec,comp_candidate_to_confirm_min,comp_confirm_to_trigger_min,comp_total_pre_trigger_min,comp_trig_flow_multiplier,comp_trig_break_pct,comp_score_absorption
BTC-USDT-SWAP-SHORT-1764548802000-3,2025-12-01,SHORT,RESOLVED_REACHED,primary_unique_reached_move,True,False,1,340.9473868812786,2.2933198576500877,high,1.0,0.5509784646441263,0.6060763111085389,0.5005193063212989,9.0,17.116666666666667,1027.0,17.116666666666667,7.666666666666667,24.783333333333335,1.4010126101353368,0.42207308744924055,0.6337144932755929,-0.3151596817764402,-0.34000881053189036,0.21572382102447984,-4.833,5.785433333333334,347.12600000000003,5.785433333333334,-3.2736666666666667,-9.417666666666667,0.549196943173052,-0.13084265710926457,-0.20405606683474092
BTC-USDT-SWAP-LONG-1764547233000-1,2025-12-01,LONG,INVALIDATED,invalidated_or_expired,,,,735.5601805892991,-0.8422339772534926,low,0.6666666666666666,0.7561813260799316,0.8072208395979017,0.5028934032238167,66.0,36.833333333333336,2210.0,36.833333333333336,,,,,0.6475564946941416,-0.4325357185177208,-0.4528508910144229,0.216747056789465,-35.442,12.449666666666669,746.98,12.449666666666669,,,,,-0.20851319129151358
BTC-USDT-SWAP-LONG-1764547255000-2,2025-12-01,LONG,INVALIDATED,invalidated_or_expired,,,,739.3297234315005,2.8154455752860654,high,0.6666666666666666,0.5956823957285001,0.6552506353013502,0.5013825821021141,45.0,36.46666666666667,2188.0,36.46666666666667,,,,,0.6475564946941416,-0.340730330356702,-0.3675956064040575,0.21609589288601116,-24.165000000000003,12.325733333333336,739.5440000000001,12.325733333333336,,,,,-0.20851319129151358
BTC-USDT-SWAP-SHORT-1764554470000-8,2025-12-01,SHORT,RESOLVED_REACHED,duplicate_reached_move,False,True,1,110.74245770890431,1.174300131116953,high,1.0,0.5692520298286298,0.6261772328114928,0.5006316057687838,14.0,6.9,414.0,6.9,29.25,36.15,1.579012043659143,0.21738343646216166,0.6200334792669079,-0.3256121610619762,-0.3512854276072475,0.21577222208634583,-7.518000000000001,2.3322000000000003,139.93200000000002,2.3322000000000003,-12.489749999999999,-13.737,0.6189727211143841,-0.06738886530327011,-0.19965078032394434
BTC-USDT-SWAP-SHORT-1764552608000-7,2025-12-01,SHORT,RESOLVED_REACHED,duplicate_reached_move,False,True,1,80.62870655102986,0.19623801437778213,mid,1.0,0.5520940157319315,0.6073034173051247,0.5006137636363185,146.0,9.983333333333333,599.0,9.983333333333333,57.233333333333334,67.21666666666667,1.4114206867057064,0.37872462760179515,0.6031115785382367,-0.3157977769986648,-0.340697217108175,0.21576453212725327,-78.402,3.3743666666666665,202.46200000000002,3.3743666666666665,-24.438633333333332,-25.542333333333335,0.5532769091886369,-0.11740463455655649,-0.19420192828931224
BTC-USDT-SWAP-LONG-1764551700000-5,2025-12-01,LONG,INVALIDATED,invalidated_or_expired,,,,990.088276382428,2.2090193798727866,high,0.6666666666666666,0.6427221829353424,0.7069944012288768,0.49981170446518974,56.0,48.71666666666667,2923.0,48.71666666666667,,,,,0.6128825501081582,-0.36763708863901584,-0.3966238590893999,0.21541884462449679,-30.072000000000003,16.466233333333335,987.974,16.466233333333335,,,,,-0.19734818113482694
BTC-USDT-SWAP-LONG-1764551713000-6,2025-12-01,LONG,INVALIDATED,invalidated_or_expired,,,,992.6052214774148,4.53788187683866,high,0.6666666666666666,0.5789524626164766,0.6368477088781243,0.501164807069007,43.0,48.5,2910.0,48.5,,,,,0.6128825501081582,-0.33116080861662456,-0.35727156468062776,0.21600203184674202,-23.091,16.393,983.58,16.393,,,,,-0.19734818113482694
BTC-USDT-SWAP-SHORT-1764551229000-4,2025-12-01,SHORT,RESOLVED_REACHED,duplicate_reached_move,False,True,1,-30.797578529311586,-2.963635991666562,low,1.0,0.6505977112534427,0.715657482378787,0.4998684365599355,37.0,3.0,180.0,3.0,89.53333333333333,92.53333333333333,1.4126148068656807,0.655592626961615,0.6071657669276529,-0.3721418908369692,-0.40148384761449957,0.2154432961573322,-19.869,1.014,60.84,1.014,-38.23073333333333,-35.16266666666667,0.5537450042913469,-0.20323371435810064,-0.19550737695070425
BTC-USDT-SWAP-SHORT-1764557985000-11,2025-12-01,SHORT,RESOLVED_REACHED,duplicate_reached_move,False,True,1,35.338350120412215,-0.8867418611099986,low,1.0,0.6081842554707211,0.6690026810177933,0.49978004406575804,96.0,4.483333333333333,269.0,4.483333333333333,6.4,10.883333333333333,1.4071337928747136,0.1374512495646896,0.6059515730074418,-0.34788139412925245,-0.37531050405098204,0.2154051989923417,-51.55200000000001,1.5153666666666668,90.92200000000001,1.5153666666666668,-2.7328,-4.135666666666666,0.5515964468068878,-0.04260988736505378,-0.1951164065083963
BTC-USDT-SWAP-SHORT-1764558485000-12,2025-12-01,SHORT,RESOLVED_REACHED,duplicate_reached_move,False,True,1,130.59626696783602,0.9604192867986563,high,1.0,0.5739395772142837,0.6313335349357121,0.5002175762843346,6.0,7.45,447.0,7.45,23.916666666666668,31.366666666666667,1.4470250875873008,0.22589894987672335,0.6289143358680348,-0.32829343816657025,-0.35417811309893454,0.2155937753785482,-3.2220000000000004,2.5181000000000004,151.086,2.5181000000000004,-10.212416666666668,-11.919333333333334,0.5672338343342219,-0.07002867446178423,-0.2025104161495072
