zone_id,direction,state,createdTs,confirmedTs,triggerTs,resolvedTs,priceLow,priceHigh,triggerPrice,reachedTs,mfePct,maePct,timeToTargetMs,reachedHorizon,suppressionReason,uniqueMoveId,isPrimaryMoveZone,duplicateMoveCredit
,LONG,,,1733012167000,1733013209000,1733099609000,,,96657.05,,,,,,,,,
,SHORT,,,1733012527000,1733013852000,1733100252000,,,96284.25,,,,,,,,,
,SHORT,,,1733014664000,1733018220000,1733104620000,,,96100.05,,,,,,,,,
,SHORT,,,1733015585000,1733018220000,1733104620000,,,96100.05,,,,,,,,,
,LONG,,,1733015621000,,1733021906000,,,,,,,,,,,,
,SHORT,,,1733021749000,1733021907000,1733108307000,,,95727.85,,,,,,,,,
,SHORT,,,1733019536000,,1733040687000,,,,,,,,,,,,
,SHORT,,,1733023204000,,1733040785000,,,,,,,,,,,,
,LONG,,,1733025963000,1733040869000,1733127269000,,,96742.35,,,,,,,,,
,LONG,,,1733018929000,1733041589000,1733127989000,,,97374.3,,,,,,,,,
,LONG,,,1733021441000,1733041589000,1733127989000,,,97374.3,,,,,,,,,
,SHORT,,,1733030055000,,1733041589000,,,,,,,,,,,,
,SHORT,,,1733041490000,,1733041589000,,,,,,,,,,,,
,SHORT,,,1733041490000,,1733041589000,,,,,,,,,,,,
,SHORT,,,1733046392000,1733049288000,1733135688000,,,96700.65,,,,,,,,,
,LONG,,,1733044421000,1733052964000,1733139364000,,,97087.15,,,,,,,,,
,LONG,,,1733044166000,1733059414000,1733145814000,,,97424.05,,,,,,,,,
,SHORT,,,1733059910000,1733060741000,1733147141000,,,97084.45,,,,,,,,,
,LONG,,,1733077661000,,1733084857000,,,,,,,,,,,,
,SHORT,,,1733056151000,,1733089814000,,,,,,,,,,,,
,SHORT,,,1733059753000,,1733090423000,,,,,,,,,,,,
,LONG,,,1733090343000,1733090427000,1733176827000,,,97872.05,,,,,,,,,
,LONG,,,1733093906000,1733094230000,1733180630000,,,97793.55,,,,,,,,,
,SHORT,,,1733091815000,1733096553000,1733182953000,,,97355.55,,,,,,,,,
,SHORT,,,1733077875000,1733096653000,1733183053000,,,97332.65,,,,,,,,,
,LONG,,,1733090285000,,,,,,,,,,,,,,
,SHORT,,,,,,,,,,,,,,,,,
