zone_id,direction,state,createdTs,confirmedTs,triggerTs,resolvedTs,priceLow,priceHigh,triggerPrice,reachedTs,mfePct,maePct,timeToTargetMs,reachedHorizon,suppressionReason,uniqueMoveId,isPrimaryMoveZone,duplicateMoveCredit
,LONG,,,1761955981000,1761958264000,1762044664000,,,109688.85,,,,,,,,,
,LONG,,,1761960218000,1761960558000,1762046958000,,,109839.95,,,,,,,,,
,SHORT,,,1761960848000,1761962590000,1762048990000,,,109577.15,,,,,,,,,
,SHORT,,,1761959726000,1761962961000,1762049361000,,,109503.95,,,,,,,,,
,SHORT,,,1761957673000,,1761967124000,,,,,,,,,,,,
,LONG,,,1761963678000,1761967144000,1762053544000,,,110021.05,,,,,,,,,
,SHORT,,,1761957397000,,1761967184000,,,,,,,,,,,,
,LONG,,,1761967572000,1761968504000,1762054904000,,,110223.25,,,,,,,,,
,LONG,,,1761967752000,1761968534000,1762054934000,,,110163.95,,,,,,,,,
,SHORT,,,1761968769000,1761979442000,1762065842000,,,109900.05,,,,,,,,,
,LONG,,,1761971670000,1762013173000,1762099573000,,,110375.35,,,,,,,,,
,SHORT,,,1762016889000,,,,,,,,,,,,,,
,LONG,,,1762015847000,,,,,,,,,,,,,,
