zone_id,direction,state,createdTs,confirmedTs,triggerTs,resolvedTs,priceLow,priceHigh,triggerPrice,reachedTs,mfePct,maePct,timeToTargetMs,reachedHorizon,suppressionReason,uniqueMoveId,isPrimaryMoveZone,duplicateMoveCredit
,SHORT,,,1769906094000,1769906181000,1769956700901,,,78830.75,,,,,,,1,true,false
,SHORT,,,1769906134000,1769906212000,1769956705016,,,78819.25,,,,,,,1,false,true
,SHORT,,,1769906692000,1769910324000,1769977711764,,,78287.75,,,,,,,1,false,true
,SHORT,,,1769907177000,1769910413000,1769977711831,,,78275.65,,,,,,,1,false,true
,SHORT,,,1769911083000,,1769914426000,,,,,,,,,,,,
,LONG,,,1769908353000,1769919601000,1770006001000,,,79072.55,,,,,,,,,
,SHORT,,,1769910899000,,1769919601000,,,,,,,,,,,,
,LONG,,,1769907455000,,1769928633000,,,,,,,,,,,,
,SHORT,,,1769910899000,1769928654000,1769977711884,,,78233.55,,,,,,,1,false,true
,SHORT,,,1769930715000,,1769931650000,,,,,,,,,,,,
,LONG,,,1769911166000,1769939955000,1770026355000,,,79065.95,,,,,,,,,
,SHORT,,,1769955010000,1769955930000,1769982987694,,,77912.45,,,,,,,1,false,true
,SHORT,,,1769954436000,1769955991000,1769980167841,,,78085.55,,,,,,,1,false,true
,LONG,,,1769930435000,,1769956468000,,,,,,,,,,,,
,SHORT,,,1769957827000,1769959135000,1770045535000,,,77160.35,,,,,,,,,
,SHORT,,,1769957827000,1769959135000,1770045535000,,,77160.35,,,,,,,,,
,LONG,,,1769961654000,,1769961776000,,,,,,,,,,,,
,LONG,,,1769961654000,,1769961840000,,,,,,,,,,,,
,LONG,,,1769965298000,1769965534000,1770051934000,,,77683.25,,,,,,,,,
,LONG,,,1769966073000,1769968875000,1770055275000,,,77913.55,,,,,,,,,
,LONG,,,1769967113000,1769968924000,1770055324000,,,77874.95,,,,,,,,,
,LONG,,,1769970895000,,1769973364000,,,,,,,,,,,,
,LONG,,,1769972893000,,1769975168000,,,,,,,,,,,,
,SHORT,,,1769976501000,1769977707000,1770064107000,,,76782.05,,,,,,,,,
,LONG,,,1769960711000,,1769977712000,,,,,,,,,,,,
,LONG,,,1769960711000,,1769977714000,,,,,,,,,,,,
,SHORT,,,1769980256000,1769982991000,1770069391000,,,76348.35,,,,,,,,,
,LONG,,,1769981755000,1769983788000,1770070188000,,,77166.65,,,,,,,,,
