zone_id,direction,state,createdTs,confirmedTs,triggerTs,resolvedTs,priceLow,priceHigh,triggerPrice,reachedTs,mfePct,maePct,timeToTargetMs,reachedHorizon,suppressionReason,uniqueMoveId,isPrimaryMoveZone,duplicateMoveCredit
,LONG,,,1704067851000,1704067897000,1704137370507,,,42477.25,,,,,,,1,true,false
,LONG,,,1704072661000,1704072885000,1704137666205,,,42595.850000000006,,,,,,,1,false,true
,LONG,,,1704068777000,1704072910000,1704138412711,,,42609.850000000006,,,,,,,1,false,true
,SHORT,,,1704070162000,,1704073007000,,,,,,,,,,,,
,SHORT,,,1704069844000,,1704073040000,,,,,,,,,,,,
,LONG,,,1704075551000,1704076502000,1704138447165,,,42627.149999999994,,,,,,,1,false,true
,SHORT,,,1704076021000,1704077418000,1704163818000,,,42521.75,,,,,,,,,
,LONG,,,1704076636000,,1704080538000,,,,,,,,,,,,
,SHORT,,,1704080118000,1704080558000,1704166958000,,,42361.95,,,,,,,,,
,SHORT,,,1704073913000,1704080639000,1704167039000,,,42256.9,,,,,,,,,
,SHORT,,,1704081231000,1704088258000,1704174658000,,,42229.55,,,,,,,,,
,LONG,,,1704089427000,1704092643000,1704137561068,,,42498.25,,,,,,,1,false,true
,SHORT,,,1704083287000,,1704096104000,,,,,,,,,,,,
,SHORT,,,1704097493000,1704098063000,1704184463000,,,42485.45,,,,,,,,,
,SHORT,,,1704090096000,,1704099683000,,,,,,,,,,,,
,SHORT,,,1704082805000,,1704100646000,,,,,,,,,,,,
,LONG,,,1704102580000,1704105892000,1704139217050,,,42738.45,,,,,,,1,false,true
,LONG,,,1704102831000,1704105910000,1704139217056,,,42742.850000000006,,,,,,,1,false,true
,SHORT,,,1704097253000,,1704106282000,,,,,,,,,,,,
,SHORT,,,1704107531000,1704108285000,1704194685000,,,42690.850000000006,,,,,,,,,
,LONG,,,1704109981000,1704111733000,1704138850152,,,42715.05,,,,,,,1,false,true
,LONG,,,1704108347000,1704112794000,1704139249414,,,42787.649999999994,,,,,,,1,false,true
,LONG,,,1704126723000,1704132175000,1704140007560,,,42905.45,,,,,,,1,false,true
,SHORT,,,1704102064000,,1704132190000,,,,,,,,,,,,
,SHORT,,,1704073560000,,1704132211000,,,,,,,,,,,,
,SHORT,,,1704127052000,,1704132497000,,,,,,,,,,,,
,LONG,,,1704135623000,1704137295000,1704152310485,,,43258.05,,,,,,,1,false,true
,LONG,,,1704133523000,1704137342000,1704153105330,,,43312.55,,,,,,,1,false,true
,LONG,,,1704133479000,1704137352000,1704153092556,,,43306.649999999994,,,,,,,1,false,true
,SHORT,,,1704134273000,,1704137573000,,,,,,,,,,,,
,SHORT,,,1704134273000,,1704137573000,,,,,,,,,,,,
,LONG,,,1704138960000,1704139255000,1704225655000,,,43637.850000000006,,,,,,,,,
,LONG,,,1704139204000,1704139279000,1704225679000,,,43666.05,,,,,,,,,
,SHORT,,,1704138794000,,1704140019000,,,,,,,,,,,,
,LONG,,,1704141682000,1704141861000,1704228261000,,,43779.95,,,,,,,,,
,LONG,,,1704141502000,1704141893000,1704228293000,,,43840.05,,,,,,,,,
,LONG,,,1704143648000,,1704147529000,,,,,,,,,,,,
,SHORT,,,1704148516000,,1704151116000,,,,,,,,,,,,
,SHORT,,,1704141180000,,1704151668000,,,,,,,,,,,,
,SHORT,,,1704141180000,,1704151668000,,,,,,,,,,,,
,SHORT,,,1704152908000,,,,,,,,,,,,,,
,LONG,,,1704153487000,,,,,,,,,,,,,,
,LONG,,,,,,,,,,,,,,,,,
