zone_id,direction,state,createdTs,confirmedTs,triggerTs,resolvedTs,priceLow,priceHigh,triggerPrice,reachedTs,mfePct,maePct,timeToTargetMs,reachedHorizon,suppressionReason,uniqueMoveId,isPrimaryMoveZone,duplicateMoveCredit
,LONG,,,1777596413000,1777599783000,1777638851542,,,76599.95,,,,,,,1,true,false
,LONG,,,1777598493000,1777600107000,1777641057640,,,76669.65,,,,,,,1,false,true
,SHORT,,,1777602537000,1777604173000,1777690573000,,,76505.55,,,,,,,,,
,LONG,,,1777602979000,1777605425000,1777641057773,,,76746.55,,,,,,,1,false,true
,SHORT,,,1777594833000,,1777605559000,,,,,,,,,,,,
,SHORT,,,1777608352000,1777609732000,1777696132000,,,76983.75,,,,,,,,,
,LONG,,,1777619282000,1777621762000,1777643599103,,,77034.95,,,,,,,1,false,true
,SHORT,,,1777618459000,,1777623369000,,,,,,,,,,,,
,SHORT,,,1777618340000,,1777623624000,,,,,,,,,,,,
,SHORT,,,1777619857000,,1777623873000,,,,,,,,,,,,
,LONG,,,1777626701000,1777631015000,1777717415000,,,77366.65,,,,,,,,,
,LONG,,,1777624215000,1777634485000,1777720885000,,,77529.45,,,,,,,,,
,LONG,,,1777625293000,1777634485000,1777720885000,,,77529.45,,,,,,,,,
,LONG,,,1777607262000,1777634491000,1777720891000,,,77555.05,,,,,,,,,
,LONG,,,1777606463000,1777637868000,1777724268000,,,77647.15,,,,,,,,,
,LONG,,,1777610255000,1777637886000,1777724286000,,,77636.45,,,,,,,,,
,SHORT,,,1777606734000,,1777638094000,,,,,,,,,,,,
,SHORT,,,1777627321000,,1777638624000,,,,,,,,,,,,
,LONG,,,1777641492000,1777642432000,1777728832000,,,78444.55,,,,,,,,,
,LONG,,,1777641820000,1777642470000,1777728870000,,,78386.75,,,,,,,,,
,LONG,,,1777639873000,1777643611000,1777730011000,,,78748.75,,,,,,,,,
,SHORT,,,1777642704000,,1777643731000,,,,,,,,,,,,
,LONG,,,1777645892000,,1777668793000,,,,,,,,,,,,
,SHORT,,,1777670043000,,1777674020000,,,,,,,,,,,,
,SHORT,,,1777644484000,,,,,,,,,,,,,,
,SHORT,,,1777647242000,,,,,,,,,,,,,,
,SHORT,,,1777669587000,,,,,,,,,,,,,,
,LONG,,,1777669247000,,,,,,,,,,,,,,
